ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
2415,Yellow & Green: Not an Autobiography of Marcy Chen,"Marcy Chen, Michael Simon",9780615292991,260,4.5,2,Black Tomorrow,April 1st 2009
2416,Autobiography of Malcom X,Ray Shepard,9780822008026,72,4.3,73,Cliffs Notes,December 4th 1973
2417,The Wanton Chase: An Autobiography from 1939,Peter Quennell,9780689110818,192,4.0,2,Atheneum Books,December 31st 1980
2418,By Jack Rosenthal: An Autobiography in Six Acts,"Jack Rosenthal, Maureen Lipman",9781861059604,368,4.5,2,Anova Books,June 1st 2006
2419,My Quests for Hope and Meaning: An Autobiography,"Rosemary Radford Ruether, Renny Golden",,213,4.0,2,Cascade Book,October 20th 2013
2420,Harriet Martineau's Autobiography Part One,Harriet Martineau,9781417970162,616,3.5,2,Kessinger Publishing,January 1st 2005
2421,Lullaby of Birdland: The Autobiography of George Shearing,"George Shearing, Alyn Shipton",9780826460158,272,4.33,3,Bloomsbury Academic,April 27th 2004
2422,Brung Up Proper: My Autobiography,Jason Manford,9780091944858,320,4.0,1,Ebury Press,September 29th 2011
2423,Doris Humphrey: An Artist First: An Autobiography,Doris Humphrey,9780819540546,305,4.0,2,Wesleyan University Press,November 28th 1972
2424,Chasing the Dream: An Autobiography,Joe Torre,9780553478709,0,3.78,118,Random House Audio Publishing Group,March 2nd 1998
2425,"Jesse, A Spiritual Autobiography","Jesse Owens, Paul Neimark",9780882703145,206,4.0,33,,
2426,"The Con Game and ""Yellow Kid"" Weil: The Autobiography of the Famous Con Artist as Told to W. T. Brannon","Joseph R. Weil, W.T. Brannon",9780486231273,297,3.62,8,Dover Publications,November 25th 1974
2427,On Autobiography (Theory and History of Literature #52),Philippe Lejeune,9780816616329,289,3.95,19,University of Minnesota Press,June 1st 1989
2428,Baby Zeke: The diary of a chicken jockey (an unofficial Minecraft autobiography) (Baby Zeke the Chicken Jockey Book 1),Dr. Block,,44,4.6,35,DrBlockBooks.com,April 8th 2015
2429,A Life In Movies: An Autobiography,Michael  Powell,9780434599455,705,4.53,53,Heinemann,1986
2430,Autobiography (World's Classics 139),Edward Gibbon,9780192501394,372,4.05,59,Oxford University Press,December 28th 1980
2431,Expect a Miracle: My Life and Ministry; An Autobiography,Oral Roberts,9780785277521,388,4.09,68,Thomas Nelson Publishers,June 1st 1995
2432,Born Of The People: An Autobiography,"Luis Taruc, Paul Robeson",,286,3.88,16,International Publishers,1953
2433,Speaking Out: The Autobiography of Lester Garfield Maddox,Lester Maddox,9780385089562,183,3.5,4,Doubleday Books,January 1st 1975
2434,Remembered Childhoods: A Guide to Autobiography and Memoirs of Childhood and Youth,Jeffrey Long,9781591581741,495,4.67,3,Libraries Unlimited,August 30th 2007
2435,To The Stars: Autobiography of George Takei (Star Trek: All),George Takei,,416,4.14,7,Gallery Books,March 10th 2015
2436,"A World to Care for: The autobiography of Howard A.Rusk, M.D",Howard A. Rusk,9780394481982,307,4.5,2,Random House Trade,January 1st 1972
2437,How Not to be a Football Millionaire Keith Gillespie My Autobiography,"Keith Gillespie, Daniel McDonnell",9781908695192,320,3.6,5,Trinity Mirror Sport Media,October 7th 2013
2438,The President of Vice: The Autobiography of Joe Biden,The Onion,,0,3.71,248,,
2439,My Book for Kids with Cansur: A Child's Autobiography of Hope,Jason Gaes,9780937603093,0,4.5,2,Melius Publishin,
2440,"The Political Education of Arnold Brecht: An Autobiography, 1884-1970",Arnold Brecht,9780691075273,544,0.0,0,Princeton University Press,January 1st 1970
2441,Wondrous Dance of Illusion: The Autobiography of Khenpo Ngawang Palzang,"Khenpo Ngawang Palzang, Heidi Nevin, Jakob Leschly",,432,5.0,1,Shambhala Publications,December 20th 2013
2442,"Before the War, 1908-1939: An Autobiography in Pictures",John S. Goodall,9780689502033,48,4.0,4,Atheneum Books,August 1st 1984
2443,Roy Mac: Clough's Champion My Autobiography,"Roy McFarland, Will Price",,0,3.0,6,Trinity Mirror Digital Media,April 2nd 2014
2444,Overturned Chariot: The Autobiography of Phan-Boi-Chau,"Phan Bội Châu, Vĩnh Sính, Nicholas Wickenden",9780824818753,296,5.0,2,University of Hawaii Press,May 1st 1999
2445,The Autobiography of Benjamin Franklin-Complete Summary & Analysis,Raja Sharma,,0,4.0,4,,
2446,The nine lives of Sterling W. Sill: An autobiography,Sterling W. Sill,9780882901183,286,4.33,3,Horizon Publishers,January 1st 1979
2447,Doctor Nellie: The Autobiography of Dr. Helen Macknight Doyle,Helen MacKnight Doyle,9780931378065,364,3.4,5,Genny Smith Books,January 1st 1983
2448,Beyond the Light Barrier: The Autobiography of Elizabeth Klarer,Elizabeth Klarer,,200,3.0,8,Light Technology Publishing,June 1st 2009
2449,Growing Pains: The Autobiography of Emily Carr,"Emily Carr, Ira Dilworth, Robin Laurence",9781553650836,400,4.02,178,Douglas & McIntyre,March 18th 2005
2450,"Super Bowl Diary: The Autobiography Of Ken ""The Snake"" Stabler",Ken Stabler,9780523401232,0,3.25,4,,
2451,Lithuania Independent Again: The Autobiography of Vytautas Landsbergis,"Vytautas Landsbergis, Eimutis Sova",9780295979595,387,3.0,3,University of Washington Press,April 1st 2000
2452,A Lifetime of Labor: The Autobiography of Alice H. Cook,"Alice H. Cook, Arlene Kaplan Daniels",9781558612570,354,4.33,3,The Feminist Press at CUNY,September 1st 2000
2453,A Creek Warrior for the Confederacy: The Autobiography of Chief G. W. Grayson,George W. Grayson,9780806123226,200,2.5,4,University of Oklahoma Press,March 15th 1991
2454,Up Front . . .: His Strictly Confidential Autobiography,Victor Spinetti,9781861059437,256,3.8,5,Anova Books,October 1st 2006
2455,"Autobiography and Decolonization: Modernity, Masculinity, and the Nation-State",Philip Holden,9780299226107,296,3.67,3,University of Wisconsin Press,May 19th 2008
2456,"My History, Not Yours: The Formation of Mexican American Autobiography",Genaro M. Padilla,9780299139742,224,3.2,5,University of Wisconsin Press,January 15th 1994
2457,Writing Desire: Sixty Years of Gay Autobiography,Bertram J. Cohler,9780299222048,272,3.5,2,University of Wisconsin Press,March 7th 2007
2458,The Bear's Whelp (Robert Dudley's Autobiography #1),Derek Wilson,9780006154754,288,2.0,1,Harper,1979
2459,Memoirs of a Rebel Journalist: The Autobiography of Wilfred Burchett,"Nick Shimmin, George Burchett, University of New South Wales",9780868408699,816,4.0,3,University of New South Wales Press,October 1st 2006
2460,Clark: The Autobiography of Clark Terry,"Clark Terry, Gwen Terry, Quincy Jones",9780520268463,368,4.21,29,University of California Press,November 8th 2011
2461,Trapped In Silence: The Autobiography Of A Remarkable Young Man,Bradley Harris Wolf,9781863592604,191,3.25,4,,
2462,When Harry Met Sheila: The Autobiography of Sheila Steafel,Sheila Steafel,9781906358839,310,3.33,6,Apex Publishing Ltd,October 1st 2010
2463,Autobiography of Edward Gibbon - As Originally Edited by Lord Sheffield,"Gibbon E. Gibbon, Gibbon E. Gibbon",9781408631508,380,0.0,0,Kraus Press,October 1st 2007
2464,"Shearer Wonderland: The Autobiography. Duncan Shearer, Paul Smith",Duncan Shearer,9781845023164,256,4.0,5,Black & White Publishing,October 1st 2010
2465,Last Wali of Swat. An autobiography as told to Fredrik Barth,Fredrik Barth,9789748299709,200,3.67,3,Orchid Press,August 1st 2006
2466,Seychelles Global Citizen: The Autobiography of the Founding President,James R. Mancham,9781557788870,350,3.0,1,Paragon House,September 1st 2009
2467,Upward Panic: The Autobiography of Eva Palmer-Sikelianos,"Eva Palmer-Sikelianos, John P. Anton",9783718653102,284,3.0,3,Routledge,January 1st 1993
2468,Kya Bhulu Kya Yaad Karu (Bachchan Autobiography),Harivansh Rai Bachchan,,256,4.33,79,Rajpal and Sons,
2469,Born in Tibet: An Autobiography,Chögyam Trungpa,9780394733449,280,4.0,138,Shambhala Publication,July 12th 1977
2470,Abbess Thaisia of Leushino: An Autobiography of a Spiritual Daughter of St. John of Kronstadt (Modern Matericon Series),Thaisia,9780938635420,344,4.12,16,Saint Herman Pr,March 28th 1990
2471,Vinnie: The Autobiography,Vinnie Jones,9780747221227,277,3.45,86,Headline Book Publishing,October 8th 1998
2472,Behind Enemy Lines: The Autobiography of Britain's Most Decorated Living War Hero. Sir Tommy MacPherson with Richard Bath,"Macpherson, Richard Bath",9781845966362,272,3.7,10,Mainstream Publishing Company,October 1st 2010
2473,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),Teresa of Ávila,,354,4.0,6,Dover Publications,March 6th 2012
2474,"Sam: The Autobiography of Sam Torrance, Golf's Ryder Cup Winning Hero",Sam Torrance,9780563487401,256,3.73,11,BBC Books,September 1st 2003
2475,The Autobiography of Frau Adolf Hitler: Translated and Edited by Frank Sanello,Frank Sanello,9781477581728,252,4.67,3,Createspace,June 1st 2012
2476,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),Teresa of Ávila,,354,4.0,6,Dover Publications,March 6th 2012
2477,"A Lakota War Book from the Little Bighorn: The Pictographic ""Autobiography of Half Moon""",Castle McLaughlin,9780981885865,368,4.5,2,Peabody Museum of Archaeology and Ethnolog,December 23rd 2013
2478,The Autobiography of Frau Adolf Hitler: Translated and Edited by Frank Sanello,Frank Sanello,9781477581728,252,4.67,3,Createspace,June 1st 2012
2479,"A Lakota War Book from the Little Bighorn: The Pictographic ""Autobiography of Half Moon""",Castle McLaughlin,9780981885865,368,4.5,2,Peabody Museum of Archaeology and Ethnolog,December 23rd 2013
2480,"Sam: The Autobiography of Sam Torrance, Golf's Ryder Cup Winning Hero",Sam Torrance,9780563487401,256,3.73,11,BBC Books,September 1st 2003
2481,Queer Lives: Men's Autobiographies from Nineteenth-Century France,William A. Peniston,9780803260368,292,4.0,4,University of Nebraska Press,January 1st 2008
2482,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Milliken,9780837613482,683,4.2,5,Bentley Publishers,May 1st 2007
2483,"Billy ""the Hill"" and the Jump Hook: The Autobiography of a Forgotten Basketball Legend","Billy McGill, Eric Brach",9780803246874,328,4.75,8,University of Nebraska Press,November 1st 2013
2484,Recollections of Past Days: The Autobiography of Patience Loader Rozsa Archer,"Sandra Ailey Petree, Patience Loader Archer",9780874216264,272,3.86,7,Utah State University Press,March 10th 2006
2485,Flight into Freedom and Beyond: The Autobiography of the Co-Founder of the Findhorn Community,Eileen Caddy,9781899171644,262,4.57,7,Findhorn Press,October 1st 2002
2486,"Billy ""the Hill"" and the Jump Hook: The Autobiography of a Forgotten Basketball Legend","Billy McGill, Eric Brach",9780803246874,328,4.75,8,University of Nebraska Press,November 1st 2013
2487,Recollections of Past Days: The Autobiography of Patience Loader Rozsa Archer,"Sandra Ailey Petree, Patience Loader Archer",9780874216264,272,3.86,7,Utah State University Press,March 10th 2006
2488,Queer Lives: Men's Autobiographies from Nineteenth-Century France,William A. Peniston,9780803260368,292,4.0,4,University of Nebraska Press,January 1st 2008
2489,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Milliken,9780837613482,683,4.2,5,Bentley Publishers,May 1st 2007
2490,The Scientist: A Novel Autobiography,John C. Lilly,9780397012749,210,3.98,107,Lippincott,June 1st 1978
2491,Force of Circumstance: The Autobiography of Simone de Beauvoir,Simone de Beauvoir,9781557785244,380,4.05,131,Paragon House Publishers,September 1st 1992
2492,Hound Dog: The Leiber & Stoller Autobiography,"Jerry Leiber, Mike Stoller, David Ritz",9781416559399,336,3.61,89,Simon & Schuster,June 1st 2010
2493,"The Lord is My Shepherd and He Knows I'm Gay: The Autobiography of the Rev. Troy D. Perry, as Told to Charles L. Lucas",Troy D. Perry,9780840212498,232,4.42,19,Nash Publishing Corporation,January 1st 1972
2494,The Log-Cabin Lady; An Anonymous Autobiography ...,Anonymous,9781176475113,138,3.57,75,Nabu Press,July 30th 2010
2495,Autobiography B. Ruelan Purcell: An Autobiography,B Purcell,9781479185009,194,0.0,0,Createspace,August 30th 2012
2496,Around the World with Nephrology: An Autobiography: An Autobiography,Zbylut J Twardowski,9789814458863,732,0.0,0,World Scientific Publishing Company,September 28th 2012
2497,Around the World with Nephrology: An Autobiography: An Autobiography,Zbylut J Twardowski,9789814458863,732,0.0,0,World Scientific Publishing Company,September 28th 2012
2498,The Autobiography of a Chinese Girl: A Genuine Autobiography,"Hsieh Ping-Ying, Hsieh Ping-Ying",9780710310415,216,0.0,0,Routledge,October 27th 2010
2499,Autobiography B. Ruelan Purcell: An Autobiography,B Purcell,9781479185009,194,0.0,0,Createspace,August 30th 2012
2500,The Autobiography of a Chinese Girl: A Genuine Autobiography,"Hsieh Ping-Ying, Hsieh Ping-Ying",9780710310415,216,0.0,0,Routledge,October 27th 2010
2501,My Side of Life: The Autobiography,Shane Filan,,336,4.55,77,Virgin Digital,October 9th 2014
2502,Autobiography of a Female Slave.,Martha Griffith Browne,9781275670686,408,0.0,0,Gale Ecc,February 1st 2012
2503,Cheech & Chong: The Unauthorized Autobiography,Tommy Chong,,224,4.0,1,Simon Spotlight Entertainment,August 12th 2008
2504,A Ringside Seat: The Autobiography,MICHAEL BRUNSON,9780340728369,0,3.0,2,,
2505,Abba Eban: An Autobiography,Abba Eban,,729,4.0,1,Plunkett Lake Press,February 6th 2015
2506,An Egyptian Childhood: The Autobiography Of Taha Hussien (الأيام #1-3),Taha Hussein,9780894102103,0,3.48,6133,Passeggiata Press,1981
2507,"'To Sleep, Perchance.': The Autobiography of a Narcoleptic",Jonathan G. Strong,9781420877977,344,2.0,1,Authorhouse,October 25th 2005
2508,Niall Quinn: The Autobiography,Niall Quinn,,432,5.0,1,Headline,November 6th 2014
2509,Come What May: The Autobiography,Dónal Óg Cusack,,304,3.0,3,,
2510,$67.50: Autobiography of a Life in Retail,"Hassold, Robert D.",,176,4.0,1,Tugboat Alley,2009
2511,"The Autobiography of a Flea, Book 3",Anonymous,,202,0.0,0,,
2512,The Autobiography of a Catholic Anarchist,"Ammon Hennacy, Dorothy Day",9781258202330,328,3.0,1,Catholic Worker Books,January 1954
2513,Sunshine & Shadow: An Autobiography,Jan Howard,9780685356869,490,4.0,1,Stoddart,
2514,The Autobiography of Frank M. James,Frank M. James,9781604770124,184,0.0,0,Xulon Press,October 1st 2007
2515,Made for Rugby: The Autobiography,Barrie McDermott,9780283073762,256,0.0,0,Macmillan UK,October 1st 2004
2516,Harvest of My Years: An Autobiography,Channing Pollock,,395,4.0,1,Bobbs-Merrill,1943
2517,The Test: My Autobiography,Brian O'Driscoll,9780241962688,320,4.2,5,Penguin Ireland,June 30th 2015
2518,Jonny: My Autobiography,Jonny Wilkinson,9780755313396,406,4.02,157,Headline,2011
2519,Antonin Raymond: An Autobiography,Antonin Raymond,9780804810449,328,4.0,1,Tuttle Publishing,1973
2520,Alibi: an unauthorized autobiography,Dale Barnes,9781609840235,0,0.0,0,Lion Around Productions,December 10th 2007
2521,The Autobiography of Peter Madsen,"Peter Madsen, Tom Vitelli",9781883696115,240,5.0,2,Everyware Books,November 1st 2012
2522,The House of Quiet: An Autobiography,Arthur Christopher Benson,9781162958590,268,3.0,1,Kessinger Publishing,September 10th 2010
2523,Sage Tea: An Autobiography,Toss Woollaston,9780002169820,268,4.0,1,ISBS,January 1st 1982
2524,An Ahmadiyya Muslim Autobiography,Matiullah Dard,9780855259983,0,0.0,0,,
2525,"Thomas Hardy, an Autobiography in Verse","Thomas Hardy, Howard Shaw",9780856830730,160,0.0,0,Shepheard-Walwyn Publishers,January 1st 1984
2526,The Autobiography of Heinrich Stilling,Johann Heinrich Jung-Stilling,9781117698335,178,0.0,0,BiblioLife,December 15th 2009
2527,I Could Be Happy: An Autobiography,Sandy Wilson,9780718113704,0,4.0,2,,
2528,30 Minute Autobiography,Larry Jones,,20,4.0,2,,
2529,The Making of a Radical: A Political Autobiography,Scott Nearing,9781890132590,308,4.2,45,Chelsea Green Publishing Company,September 1st 2000
2530,A Kind Of Immortality: An Autobiography,John Laffin,9780864179722,0,0.0,0,Kangaroo Press,2000
2531,A Searcher's Life: An Autobiography,John Marks Templeton,9781892446077,493,3.0,1,,
2532,Daisy: The Autobiography of a Cat,Miranda Eliot Swan,,0,0.0,0,Library of Alexandria,December 27th 2012
2533,God's Calling: A Missionary Autobiography,Robert H. Culpepper,9780805463231,239,4.0,1,B&H Publishing Group,March 1st 1981
2534,The Restless sky: the autobiography of an airman,C.E. Kay,,248,0.0,0,George G. Harrap & Co.,1964
2535,Dirk Bogarde: The Complete Autobiography,Dirk Bogarde,9780706438079,720,0.0,0,Bounty Books,September 30th 1988
2536,On Third World Legs: An Autobiography,S. Brian Wilson,9780882862118,0,5.0,1,Charles H Kerr Pub Co,December 1992
2537,Helping With Inquries: An Autobiography,Louis Jacobs,,287,4.0,1,Vallentin,1989
2538,Modern Short Biographies and Autobiographies,Marston Balch,,589,3.0,1,Harcou,1940
2539,Trouble in Mind: An Autobiography,Bernard O'Mahoney,9781845967789,272,3.5,2,Mainstream Publishing,July 7th 2011
2540,Autobiography,"Sigmund Freud, James Strachey",,114,3.25,20,Candler Press,April 16th 2013
2541,Robert Atkins: an unfinished autobiography,Robert Atkins,9780854300563,154,0.0,0,Society for Theatre Research,December 31st 1994
2542,The Pete Rose Story: An Autobiography,Pete Rose,,0,3.5,2,The World Publishing Company,1970
2543,A Tejano Son of Texas: An Autobiography,"JoseÌ Policarpo Rodriguez, Rudi R. Rodriguez",9780972251006,88,4.0,2,Texas Tejano.com,December 31st 2002
2544,Metaphors of Self: The Meaning of Autobiography,James Olney,9780691013817,336,0.0,0,Princeton University Press,October 1st 1981
2545,Autobiography of a G. I. Joe,Harry Walker,9780741407177,377,0.0,0,Infinity Publishing PA,January 28th 2001
2546,Scientific Autobiography: and Other Papers,Max Planck,,93,4.0,1,Philosophical Library/Open Road,November 4th 2014
2547,The Autobiography of Christopher Columbus Hicks,"Evelyn Hicks Antle & Jeannie Antle Reyckert, Jeannie Antle Reyckert",9780881443011,117,4.0,1,Victory Graphics and media,2008
2548,On The Chariot Wheel: An Autobiography,J.C. Masterman,9780199510481,0,0.0,0,Oxford University Press,September 25th 1975
2549,Reading Under the Covers: An Autobiography,Elizabeth Russell,9780595361687,308,4.0,1,iUniverse,August 9th 2005
2550,Is it That Time Already?: The Autobiography,Rikki Fulton,,352,5.0,1,Black & White Publishing,October 23rd 2013
2551,My Infamous Life: The Autobiography of Mobb Deep's Prodigy,"Albert   Johnson, Laura Checkoway",9781439103180,320,3.97,286,Touchstone,April 19th 2011
2552,No Memory For Pain: An Autobiography,"Frank Kingsley Norris, Kingsley Norris",9780855610074,0,0.0,0,Heinemann Educational Books,
2553,Autobiography and Selected Writings,"Benjamin Franklin, Dixon Wecter, Larzer Ziff",,293,4.0,1,Rinehart & Co,1959
2554,Two Blades Of Grass: An Autobiography,John Spinks,9780888330574,0,3.0,1,,
2555,From the Heart. My Autobiography,Sandy Clark,,288,3.0,1,Black & White Publishing,April 30th 2012
2556,Autobiography By John Stuart Mill,J.S. Mill,,0,0.0,0,Oxford University Press,
2557,The Autobiography of Shakespeare a Fragment,William Shakespeare,9781409784852,176,0.0,0,Brunton Press,June 1st 2008
2558,Autobiographies Of American Jews,Harold U. Ribalow,9780827600201,512,0.0,0,Jewish Publication Society of America,
2559,Island boy: an autobiography,Tom  Davis,9789820200715,349,2.0,1,The Institute for Pacific Studie,December 1st 1992
2560,The Proper Charlie: My Autobiography,"Charlie Miller, Scott McDermott, Alice McDermott",,208,3.5,2,Black & White Publishing,November 17th 2014
2561,A Searcher's Life: An Autobiography,John Marks Templeton,9781892446077,493,3.0,1,,
2562,From Emperor To Citizen: The Autobiography Of Aisin Gioro Pu Yi,"Pu Yi, Henry Pu Yi",9787119007724,496,3.67,355,Foreign Languages Press,
2563,Daisy: The Autobiography of a Cat,Miranda Eliot Swan,,0,0.0,0,Library of Alexandria,December 27th 2012
2564,God's Calling: A Missionary Autobiography,Robert H. Culpepper,9780805463231,239,4.0,1,B&H Publishing Group,March 1st 1981
2565,The Restless sky: the autobiography of an airman,C.E. Kay,,248,0.0,0,George G. Harrap & Co.,1964
2566,Dirk Bogarde: The Complete Autobiography,Dirk Bogarde,9780706438079,720,0.0,0,Bounty Books,September 30th 1988
2567,On Third World Legs: An Autobiography,S. Brian Wilson,9780882862118,0,5.0,1,Charles H Kerr Pub Co,December 1992
2568,Helping With Inquries: An Autobiography,Louis Jacobs,,287,4.0,1,Vallentin,1989
2569,Modern Short Biographies and Autobiographies,Marston Balch,,589,3.0,1,Harcou,1940
2570,Trouble in Mind: An Autobiography,Bernard O'Mahoney,9781845967789,272,3.5,2,Mainstream Publishing,July 7th 2011
2571,Robert Atkins: an unfinished autobiography,Robert Atkins,9780854300563,154,0.0,0,Society for Theatre Research,December 31st 1994
2572,The Pete Rose Story: An Autobiography,Pete Rose,,0,3.5,2,The World Publishing Company,1970
2573,Martin Johnson Autobiography,Martin Johnson,9780755311873,0,3.52,135,Headline,August 2nd 2004
2574,A Tejano Son of Texas: An Autobiography,"JoseÌ Policarpo Rodriguez, Rudi R. Rodriguez",9780972251006,88,4.0,2,Texas Tejano.com,December 31st 2002
2575,Metaphors of Self: The Meaning of Autobiography,James Olney,9780691013817,336,0.0,0,Princeton University Press,October 1st 1981
2576,Autobiography of a G. I. Joe,Harry Walker,9780741407177,377,0.0,0,Infinity Publishing PA,January 28th 2001
2577,Scientific Autobiography: and Other Papers,Max Planck,,93,4.0,1,Philosophical Library/Open Road,November 4th 2014
2578,The Autobiography of Christopher Columbus Hicks,"Evelyn Hicks Antle & Jeannie Antle Reyckert, Jeannie Antle Reyckert",9780881443011,117,4.0,1,Victory Graphics and media,2008
2579,On The Chariot Wheel: An Autobiography,J.C. Masterman,9780199510481,0,0.0,0,Oxford University Press,September 25th 1975
2580,Reading Under the Covers: An Autobiography,Elizabeth Russell,9780595361687,308,4.0,1,iUniverse,August 9th 2005
2581,Is it That Time Already?: The Autobiography,Rikki Fulton,,352,5.0,1,Black & White Publishing,October 23rd 2013
2582,No Memory For Pain: An Autobiography,"Frank Kingsley Norris, Kingsley Norris",9780855610074,0,0.0,0,Heinemann Educational Books,
2583,British Autobiography In The Seventeenth Century,Paul Delany,9780710064103,0,4.0,1,,
2584,Vidal: The Autobiography,Vidal Sassoon,9780230746893,360,4.0,51,Pan Macmillan,February 24th 2011
2585,The Education of Henry Adams; An Autobiography,Henry Adams,,505,2.5,2,Houghton Mifflin,
2586,Autobiography of an Ordinary Man,Chris Meredith,,25,3.0,1,,
2587,This Is My Life: The Autobiography,Eamonn Holmes,9780752875514,0,4.5,2,,
2588,Alaska Viking: An Autobiography,Keith Austin Iverson,9780963137500,241,3.0,1,R&p Pub.,July 1st 1992
2589,Turtle Island Goodbye An Autobiography,Roger Riou,9780002620031,300,0.0,0,Collins Harvill Press,
2590,WORLD ELSEWHERE: AN AUTOBIOGRAPHY,Michael Hordern,9781854791887,224,4.0,1,"MICHAEL O'MARA BOOKS LTD          ""]",January 1st 1993
2591,Autobiography of Worthington Whittredge,Worthington Whittredge,,0,3.0,2,,
2592,Autobiography Essays Theoretical and Critical,James Olney,,360,0.0,0,Princeton University Press,1980
2593,My Life and Work - Autobiography,"Ford Henry Ford, Henry Ford",,304,5.0,2,Book Jungle,September 6th 2007
2594,Whole Life: An Autobiography,Morris Lurie,9780140130508,214,0.0,0,Penguin Books,1990
2595,The Compleated Autobiography of Benjamin Franklin,"Mark Skousen, Benjamin Franklin",9780895260338,256,3.92,100,Regnery History,November 1st 2005
2596,My Persian Pilgrimage: An Autobiography,William M. Miller,9780878082438,408,0.0,0,William Carey Library Publishers,August 28th 1995
2597,Beating The Bat: An Autobiography,Derek Underwood,9780091237509,160,0.0,0,S.Paul,June 30th 1975
2598,Enclosure: A Spiritual Autobiography,Barbara Becker,9781470048754,196,5.0,1,Createspace,November 20th 2012
2599,Albany Park: An Autobiography,Patrice Chaplin,9780434114504,224,4.0,1,William Heinemann Ltd,April 28th 1986
2600,Life Size: An Autobiography,Maurice Beck Hexter,9780914659457,180,0.0,0,Phoenix Pub,April 1st 1990
2601,Playing Days: An Autobiography,Tony Lewis,9780091622800,0,3.0,2,,
2602,"M: An Extensive, Lying Autobiography",A.E. Faulkner,,604,5.0,1,,
2603,The Autobiography of Dina Belanger,"Felecity Moody, Stephen Mary St",9782980410635,383,0.0,0,Religious of Jesus and Mar,January 1st 1997
2604,Dakota: An Autobiography of a Cowman,William Henry Hamilton,9780962262159,173,5.0,2,South Dakota State Historical Society,September 1st 1997
2605,Rewi Alley an Autobiography (Light on China ),Rewi Alley,9787800053443,369,3.0,1,New World Press,
2606,Teen Angst? Naaah: A Quasi-Autobiography,Ned Vizzini,9781575420844,232,3.89,2791,Free Spirit Publishing,December 3rd 2005
2607,Yesterday Came Suddenly: An Autobiography,Francis  King,9780094722200,336,3.0,1,Constable,December 31st 1993
2608,Voices and the Sound of Drums: Autobiography,Patrick Shea,9780856402289,228,4.0,1,Blackstaff Press Ltd,April 30th 1981
2609,Autobiography Of Swami Narayanananda,Narayanananda,9788787102148,2,0.0,0,N.U. Yoga Trust,
2610,A SHIT EDUCATION (an autobiography),M. M. Malcolm,,136,3.0,1,,
2611,From Many Angles: An Autobiography,Frederick  Sykes,,592,4.0,2,George G. Harrap & Co.,1942
2612,Aravinda: My Autobiography,Aravinda de Silva,9781840181968,254,4.0,1,Mainstream Publishing,May 1st 1999
2613,The Autobiography of Miss Huckleberry Finn,Gina Logan,,404,5.0,2,CreateSpace Independent Publishing Platform,December 15th 2013
2614,Why Me?: An Autobiography,William Gargan,,311,4.0,2,Doubleday,1969
2615,Autobiography of David Crockett,"David Crockett, Hamlin Garland",9780781263146,328,3.0,1,Reprint Services Corporation,September 28th 1991
2616,From Right To Left: An Autobiography,Frederick Field,9780882081625,321,0.0,0,,
2617,Killing Time: The Autobiography of Paul Feyerabend,Paul Karl Feyerabend,9780226245324,203,4.23,130,University Of Chicago Press,November 15th 1996
2618,Ollie: The Autobiography Of Ian Holloway,Ian Holloway,,273,3.5,2,Green Umbrella Publishing,2009
2619,Furrball's Memoirs: A Cat's Autobiography,Furrball Minke,,60,4.0,1,Roe Jackson/Dovetailers Inc.,December 10th 2011
2620,An Autobiography of Lessons Learned,Jagannath Giri,9781475985115,286,0.0,0,iUniverse,June 24th 2013
2621,Prelude and Fugue: An Autobiography,Joan Evans,,0,3.0,1,,
2622,Anne Francis: An Autobiography,Florence Bird,9780772007193,0,4.0,1,,
2623,The Autobiography of Thomas E. Henage,Thomas E. Henage,,494,4.0,1,,
2624,The Autobiography of a Flea: Complete Edition,A. Pukka Swiver,9781451568677,192,0.0,0,Createspace,March 26th 2010
2625,Italian American Autobiographies,Richard Gambino,9781883386009,144,0.0,0,University Of Rhode Island,June 1st 1993
2626,D-Day Survivor: An Autobiography,Harold Baumgarten,,256,4.5,2,Pelican Publishing,October 1st 2006
2627,The Sport of Queens: An Autobiography,Dick Francis,9781405916837,256,4.0,1,,
2628,Forty Years of Murder: An Autobiography,Keith Simpson,9780586050385,400,4.28,88,HarperCollins,April 3rd 1980
2629,Malcolm Macdonald An Autobiography,Malcolm MacDonald,9780213168797,0,4.0,1,,
2630,The Crusade: Autobiography of B.G. Shirke,Bi Ji Śirke,9788186172391,648,5.0,1,Ameya Prakasana,December 6th 2009
2631,Sun and Shadow: An Autobiography,Jean-Pierre Aumont,9780393335620,320,5.0,2,W. W. Norton & Company,May 1st 1977
2632,Autobiography: The Story of a Long Life,Marion Harland,9781142608828,522,5.0,1,Nabu Press,January 12th 2010
2633,Eyes of Eternity: A Spiritual Autobiography,Vesna Krmpotić,9780151296279,204,5.0,1,Houghton Mifflin Harcourt P,January 1st 1979
2634,Farangi - Autobiography of an Afghan Immigrant,Wazir Akbar Shpoon,9781257133772,190,4.0,1,Lulu.com,December 1st 2011
