ID_A,ID_B,Flag,Title_A,Title_B,ISBN13_A,ISBN13_B
3389,2111,,Freeway Rick Ross: The Untold Autobiography,"Autobiography of Thomas Guthrie, and Memoir",9.7815E+12,9.78133E+12
1222,564,,The Will To Succeed: An Autobiography,An Autobiography of John Muir,,9.78163E+12
3587,2555,,Trials of the Earth: The Autobiography of Mary Hamilton,THE DIARY AND AUTOBIOGRAPHY OF EDMUND BOHUN ESQ.,9.78088E+12,2.94003E+12
3741,1179,,Peter Cushing An Autobiography and Past Forgetting,Autobiography of a Yogi - Traditional Chinese,9.78189E+12,9.78088E+12
1510,1962,,All People Are Famous: Instead of an Autobiography,"The Rev. Oliver Heywood, B. A., 1630-1702: His Autobiography, Diaries, Anecdote And Event Books, Volume 2",9.78015E+12,9.7813E+12
760,3478,,Nonie: An Autobiography And Biography Of The Life Of Lenora Mattingly Weber,"Autobiography of a fugitive negro : his anti-slavery labours in the United States, Canada & England",9.78193E+12,2.94002E+12
813,1410,,Autobiography Of Science,The autobiography of a working woman,9.78072E+12,2.94002E+12
1678,140,,Is Shakespeare Dead? from My Autobiography,It Doesn't Take a Hero: The Autobiography,9.78111E+12,9.78055E+12
3043,788,,Reading Arab Women's Autobiographies: Shahrazad Tells Her Story,"Bradford Washburn, An Extraordinary Life: The Autobiography of a Mountaineering Icon",9.78029E+12,9.78088E+12
2156,3242,,My Journey to Betterment: An Autobiography,Seeds of Violence: The Autobiography of a Subversive,9.78053E+12,9.7816E+12
566,3304,,The Autobiography Of A Seaman,They Still Call Me Junior: Autobiography of a Child Star; With a Filmography,9.78186E+12,9.7809E+12
2990,2493,,There's Only One Simon Garner: An Autobiography,"A Boy in the Peninsular War. The services, adventures, and experiences of Robert Blakeney, subaltern in the 28th regiment. An autobiography. Edited",9.7819E+12,9.7813E+12
3172,2516,,In Search of Runs: An Autobiography,Phases of Opinion and Experience During a Long Life: An Autobiography,9.78009E+12,2.94002E+12
702,3583,,Will: The Autobiography of G. Gordon Liddy,The Road Home: A Spiritual Autobiography,9.78031E+12,9.78093E+12
3827,3583,,Zeffirelli: The Autobiography of Franco Zeffirelli,The Road Home: A Spiritual Autobiography,9.78156E+12,9.78093E+12
2695,941,,Come What May: The Autobiography,The Autobiography of St Ignatius,,9.78151E+12
3622,1256,,An Autobiography,"Faith, Doubt, and Evidence: God's Vouchers for His Written Word, with Critical Illustrations from the Autobiography of Dr. Franklin...",9.7809E+12,9.78131E+12
3886,1962,,Hot Air Promotions - An Autobiography of a Mining and Oil Stock Sucker,"The Rev. Oliver Heywood, B. A., 1630-1702: His Autobiography, Diaries, Anecdote And Event Books, Volume 2",9.78149E+12,9.7813E+12
3047,2330,,"St. Teresa of Avila Set of Three Books (The Way of Perfection, The Interior Castle - The Mansions, and The Autobiography of St. Teresa Of Avila.)",Landscapes with Figures: The Final Part of His Autobiography,,9.78075E+12
311,3671,,The Autobiography of Alec Stewart: Playing for Keeps,The Autobiography of 'Cindy Hill',9.78056E+12,9.78126E+12
761,2888,,Graphic Subjects: Critical Essays on Autobiography and Graphic Novels,"Autobiography of Samuel S. Hildebrand, the renowned Missouri bushwhacker ... being his complete confession",9.7803E+12,2.94002E+12
1060,2183,,Autobiography,That's life: Autobiography,9.78009E+12,9.78147E+12
3094,135,,The Autobiography of Petite Bunkum,White Line Fever: The Autobiography,,9.78081E+12
1462,2113,,Achieving The Goal: An Autobiography,The Autobiography of a Quack and the Case of George Dedlow,9.78186E+12,9.78146E+12
869,1321,,The Autobiography of a Schizophrenic man,Autobiography; a collection of the most instructive and amusing lives ever published,,2.94003E+12
3064,1417,,The Autobiography of Cubby Broccoli: The Man Who Brought JAMES BOND 007 to the Screen,F-F-Frank Polk: An Uncommonly Frank Autobiography,,9.78087E+12
1786,3081,,The Fitzroy: The Autobiography of a London Tavern,P.S.: The Autobiography of Paul Simon,9.78186E+12,9.78157E+12
1183,1970,,Exploring Life: The Autobiography of Thomas Watson,Autobiography of Charles Force Deems ..,,2.94002E+12
418,1959,,The Autobiography of a Tibetan Monk,Autobiography of Sir Walter Besant,9.7808E+12,2.94003E+12
1102,569,,Bitch!: The Autobiography of Lady Lawford,Mr Nastase: The Autobiography,9.78083E+12,9.78001E+12
3303,2094,,The Autobiography Of John Shaw Neilson,"Genealogical Notes of the Carpenter Family: Including the Autobiography, and Personal Reminiscences of Dr. Seymour D. Carpenter; Lieutenant Colonel, in the War for the Union (Classic Reprint)",9.78064E+12,9.78133E+12
1332,2881,,Goodness had nothing to do with it: The Autobiography of Mae West,Fifty years in journalism embracing recollections and personal experiences with an autobiography,,2.94002E+12
1276,3078,,The Autobiography Of Leonard Woolf,Jean Shrimpton: An Autobiography,,9.78085E+12
1025,3156,,"A Victorian Son: An Autobiography, 1897-1922",Autobiography of Archibald Hamilton Rowan,9.78038E+12,9.78072E+12
1541,1319,,If It Die...An Autobiography,Thirty Nine Dawson Street: The Autobiography of a Building,,9.78148E+12
3234,2673,,The Autobiography Of John Shaw Neilson,Markos Vamvakaris: The Man and the Bouzouki. Autobiography,9.78064E+12,9.78099E+12
3643,1208,,Seve: The Autobiography,"Goethe's Knabenjahre. (1749-1761.) Goethe's boyhood : being the first three books of his autobiography, arranged and annotated",9.78022E+12,2.94002E+12
1884,3350,,Factory Lives: Four Nineteenth-Century Working-Class Autobiographies,"Autobiography of REV. A.B. Wright: Of Holston Conference, M.E. Church",9.78155E+12,9.78131E+12
3656,815,,Madeleine: An Autobiography,Happy Days: Official Illustrated Autobiography,9.78089E+12,9.78144E+12
1078,1577,,The Changeling: The Autobiography of Murry Hope,The Autobiography of Levi Hutchins,9.7809E+12,9.78131E+12
1589,2329,,I Was There: An Autobiography,Lives of Labor - Lives of Love: Fragments of Friendly Autobiographies,9.78097E+12,9.78068E+12
1564,2005,,China to Me: A Partial Autobiography,"Silver-knife, or, The hunters of the Rocky Mountains : an autobiography",,2.94002E+12
2582,3119,,No Memory For Pain: An Autobiography,The Last Trek--a New Begining: The Autobiography,9.78086E+12,9.78033E+12
1264,846,,Autobiography of Benjamin Franklin,The Autobiography of Methuselah,9.78144E+12,9.78161E+12
1201,133,,Awo: The Autobiography of Chief Obafemi Awolowo,"Biography: Best Seller! George Washington ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",9.78052E+12,2.94015E+12
1395,3620,,Before Memory Fades: An Autobiography,"Autobiography, a Collection of the Most Instructive and Amusing Lives Ever Published Volume 21",9.78819E+12,9.78131E+12
80,1056,,I Never Had It Made: An Autobiography,The female - impersonators; a sequel to the Autobiography of an androgyne and an account of some of the author's experiences during his six years' career as instinctive female-impersonator in New York's underworld,,2.94002E+12
1049,912,,As If: An Autobiography,With Sabre and Scalpel; the Autobiography of a Soldier and Surgeon,,9.78168E+12
3712,2887,,The Autobiography of B. H. Roberts,"A Lover's Quarrel, An Autobiography: My Pilgrimage of Freedom in Churches of Christ",9.78156E+12,9.78089E+12
2440,2487,,"The Political Education of Arnold Brecht: An Autobiography, 1884-1970","Alton Locke, tailor and poet; an autobiography",9.78069E+12,2.94002E+12
3350,3229,,Countdown: An Autobiography,"Autobiography of Thomas Wright, of Birkenshaw, in the county of York",9.78069E+12,2.94002E+12
2579,603,,On The Chariot Wheel: An Autobiography,Buffalo Bill's Life Story: An Autobiography,9.7802E+12,9.7816E+12
2461,1318,,Trapped In Silence: The Autobiography Of A Remarkable Young Man,Theme And Variations An Autobiography - Scholar's Choice Edition,9.78186E+12,9.7813E+12
941,2136,,"Did You Grow Up with Me, Too?: The Autobiography of June Foray",Life and Work of Enoch Howard: An Autobiography (Classic Reprint),9.78159E+12,9.78133E+12
1979,1349,,An Autobiography,Textual Intimacy: Autobiography and Religious Identities,9.78084E+12,9.78081E+12
2824,3416,,Hermann Hesse's Fictions of the Self: Autobiography and the Confessional Imagination,From My Youth Up: Personal Reminiscences : an Autobiography,9.78069E+12,2.94003E+12
2413,321,,Willie Morgan On The Wing - My Autobiography,Bruce: The Autobiography,,9.78033E+12
1357,1506,,"Autobiography and Selected Letters, Volume I: Autobiography. Letters 1-50 (Loeb Classical Library No. 478)",The house of quiet : an autobiography,9.78067E+12,2.94002E+12
2871,141,,Getting Physical: The Autobiography of Scott Gibbs,Musui's Story: The Autobiography of a Tokugawa Samurai / Edition 1,9.78009E+12,9.78082E+12
774,2610,,INXS: Story to Story: The Official Autobiography,The Beat of My Drum: An Autobiography,,9.78159E+12
2642,563,,Hazel O'Conner: An Autobiography,My Inventions: The Autobiography of Inventor Nikola Tesla from the Pages of Electrical Experimenter,9.78091E+12,9.78162E+12
3619,718,,Autobiography of Swami Sivananda,An Autobiography of Buffalo Bill (Colonel W. F. Cody),9.78817E+12,9.78366E+12
2948,1495,,Collabro - Our Story: The official autobiography from the winners of Britain's Got Talent,The Center of My World; An Autobiography,,9.78091E+12
1368,3163,,Moll: The Making Of Molly Parkin: An Autobiography,The Making Of An Insurgent An Autobiography 1882 1919,9.78058E+12,2.94003E+12
3190,3380,,Tony Jacklin Autobiography,"The Unauthorized Autobiography: Lectionary Sermons on College, Confusion, and Other Sacred Disciplines",9.78036E+12,9.7806E+12
176,189,,An Autobiography: The Story of My Experiments with Truth,We Were Young and Carefree: The Autobiography of Laurent Fignon,,9.78141E+12
707,3602,,"I, Durga Khote: An Autobiography",Harriet Martineau's: Autobiography (Classic Reprint),9.7802E+12,9.78133E+12
946,1540,,No Picnic: An Autobiography,"James Merle, an autobiography, ed. [or rather, written]",9.78073E+12,2.94003E+12
2537,2459,,Helping With Inquries: An Autobiography,Who Am I Really?: The Autobiography of Anna Rosenburg,,9.78191E+12
1117,896,,In Search of Identity: An Autobiography,"The Autobiography of Malcolm X,",9.78006E+12,2.94001E+12
3296,2489,,The Autobiography of Thomas Jefferson,"You Don't Remember Me, Do You?: The Autobiography of Terry Conroy",,9.78179E+12
1299,807,,My Struggles: An Autobiography,Telling Lies in Modern American Autobiography,9.78071E+12,9.78081E+12
2716,257,,To The Point: The No Holds Barred Autobiography,Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,9.78177E+12,9.78162E+12
2103,1942,,Return To Go: My Autobiography,Marion Harland's Autobiography: The Story of a Long Life,9.7803E+12,2.94002E+12
926,1724,,"Rock Hard: Autobiography of Former Alcatraz Inmate Leon ""Whitey"" Thompson",Just A Step - The Autobiography of Leanne Grose,9.78067E+12,9.78191E+12
3467,1428,,Joey the Hitman: The Autobiography of a Mafia Killer,Jane Eyre: An Autobiography,9.78156E+12,9.78146E+12
2081,89,,Up From Slavery: An Autobiography,Recipe for Life: The Autobiography,,9.78141E+12
2712,883,,Autobiography: The Story of a Long Life,Anyone Can DJ: An autobiography about the power of decisions,9.78114E+12,2.94015E+12
2143,2760,,The Autobiography of an Idea,In the Eye of the Storm: The Autobiography of Sir John Houghton,9.78049E+12,9.78075E+12
2537,520,,Helping With Inquries: An Autobiography,Daughter of Isis: The Autobiography,,9.78185E+12
777,39,,"Architexts of Memory: Literature, Science, and Autobiography","The Autobiography of Martin Luther King, Jr.",9.78047E+12,9.78045E+12
412,3107,,More or Less: An Autobiography,Autobiography_of_william_h.Seward,9.78034E+12,2.94002E+12
3673,3598,,The Autobiography of Margaret Oliphant,"Memoirs of a Highland Lady: The Autobiography of Elizabeth Grant of Rothiemurchus, Afterwards Mrs. Smith of Baltiboys, 1797-1830 (Classic Reprint)",9.78155E+12,9.78133E+12
2132,714,,Dreaming in Color: An Autobiography,The Milesian Mistress. The Autobiography of Aspasia of Miletus,9.78158E+12,2.94001E+12
3942,444,,Autobiography of Peter Cartwright,Ernie: The Autobiography,9.78069E+12,9.78081E+12
1145,2090,,Third Man to Fatty's Leg: An Autobiography,God's and Jesus' Autobiography: Life Time of God and Jesus on Earth,9.7819E+12,9.78145E+12
3635,1138,,The Breaks Are Off: My Autobiography,Billy the Kid: An Autobiography,9.78144E+12,9.78069E+12
3832,2431,,Footprints: An Autobiography,MY AUTOBIOGRAPHY,9.78039E+12,9.78084E+12
1996,2121,,"One Day When I Was Lost: A Scenario Based on Alex Haley's ""The Autobiography of Malcolm X""",The Story of a Strange Career Being the Autobiography of a Convict; an Authentic Document,9.78039E+12,9.78366E+12
1191,117,,"Autobiography of Cassandra, Princess and Prophetess of Troy",INEZ: An autobiography,9.78093E+12,2.94E+12
3360,2043,,What Was I Thinking?: The Autobiography of an Idea and Other Essays,Modernism and Autobiography,9.78177E+12,9.78114E+12
3503,627,,Circle of Light: The Autobiography of Kiranjit Ahluwalia,"History: Best Seller! The Great War ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",9.78001E+12,2.94015E+12
3598,2695,,Red Flower of China: An Autobiography,Meaning a Life: An Autobiography,9.78157E+12,9.78088E+12
1583,2316,,A Plausable Autobiography,Records of a Journey: From Sunrise to Evening Glow; an Autobiography,,2.94003E+12
2440,1920,,"The Political Education of Arnold Brecht: An Autobiography, 1884-1970",Towards the Mountain: An Autobiography,9.78069E+12,9.78068E+12
1905,2619,,"My country, Africa: Autobiography of the black pasionaria",Wind Spirit: An Autobiography,9.78003E+12,9.78081E+12
2534,2099,,The Restless sky: the autobiography of an airman,The Autobiography of Margo Asquith,,9.7803E+12
2399,2508,,Spontaneous Combustion (Skip Williamson autobiography),Autobiography of Lorenzo Waugh,,2.94002E+12
3802,822,,The Autobiography of Santa Claus (The Christmas Chronicles),No Choice: Autobiography of an Arabian-American Lady,9.78159E+12,9.78148E+12
2933,1726,,A Bazaar Life: The Autobiography of David Alliance,Pauline Autobiography: Toward a New Understanding,,9.78089E+12
3762,1913,,A Margin of Hope: An Intellectual Autobiography,Name's Phelan: The First Part of the Autobiography of Jim Phelan,9.78016E+12,9.78086E+12
3148,1550,,Key to Lockjaw: An Autobiography,The Making of Americans in Paris: The Autobiographies of Edith Wharton and Gertrude Stein,9.78086E+12,9.78143E+12
2369,797,,I'm Right and You're Dumb! The Unauthorized Autobiography of Dick Cheney,The Autobiographies of Frederick Douglass,,9.78151E+12
3629,2982,,The Elephant To Hollywoodthe Autobiography,The Autobiography of Benvenuto Cellini,9.78144E+12,2.94002E+12
250,536,,The Autobiography of Fezziwig,What You See Is What You Get: My Autobiography,,9.78023E+12
1738,730,,Curved Horizon: An Autobiography,Along This Way: The Autobiography of James Weldon Johnson,9.78091E+12,9.78014E+12
668,1886,,Pele: The Autobiography,"The autobiography of Leigh Hunt, with reminiscences of friends and contemporaries, and with Thornton Hunt's introduction and postscript",,2.94002E+12
52,3505,,Killer: Autobiography of a Mafia Hit Man,Autobiography - Russian - Self Realization Fellowship Pub,9.78067E+12,9.78088E+12
1520,306,,"The Autobiography of Lincoln Steffens, Vol 2",Intimate Memories: The Autobiography of Mabel Dodge Luhan,9.78016E+12,9.78083E+12
453,1275,,Women and Autobiography,"John G. Paton, missionary to the New Hebrides. An autobiography",9.78084E+12,2.94002E+12
1605,168,,Passport: An Autobiography,The Autobiography of George Muller a Narrative of Some of the Lord's Dealings with George Muller Written,9.78017E+12,9.78185E+12
412,1420,,More or Less: An Autobiography,Ninety Years and Counting: Autobiography of Nolan B. Harmon,9.78034E+12,9.78084E+12
3887,1161,,One Flew into the Cuckoo's Egg: My Autobiography,Man Of Everest - The Autobiography Of Tenzing,9.78034E+12,9.78145E+12
1665,2026,,Midge Ure: If I Was - An Enhanced Updated Autobiography,A life on the ocean. Autobiography of Captain Charles Wether,,2.94002E+12
1294,280,,Just Joe: My Autobiography,Flock: The Autobiography of a Multiple Personality,9.78185E+12,2.94001E+12
1345,1069,,Whitey and Mickey - An Autobiography of the Yankee Years (A Signet book),On the Origin of Species,9.78045E+12,9.7815E+12
3056,696,,Raga Mala: The Autobiography of Ravi Shankar,Drinks All Round: The Autobiography,9.78157E+12,9.78185E+12
369,3505,,The Sport Of Queens; The Autobiography Of Dick Francis,Autobiography - Russian - Self Realization Fellowship Pub,9.78033E+12,9.78088E+12
1456,1716,,The Way The Wind Blows: An Autobiography,Autobiography Eddie Obrien Property Entrepreneur Liverpool,9.78E+12,9.78129E+12
3511,1542,,"C. H. Spurgeon Autobiography: The Early Years, 1834-1859","Just Who the Hell Is She, Anyway?: The Autobiography of She",9.78085E+12,9.78052E+12
3376,1668,,Hiroshima: The Autobiography of Barefoot Gen (Asian Voices),The Autobiography of Vernell Everett: The Long Road to Where I Am,9.78144E+12,9.78148E+12
2206,1535,,"Looking Forward, Looking Back: An Autobiography",My Autobiography A Fragment,9.78034E+12,9.78151E+12
1911,3258,,The Importance of Being Awkward: The Autobiography of Tam Dalyell,Deep Scars: The Autobiography of Kaycie Davis,9.78184E+12,9.78143E+12
2983,1908,,"In Review Pictures I've Kept A concise Pictorial ""Autobiography""","If I'm so Famous, how Come Nobody's Ever Heard of Me?: The Autobiography of Jewel Shepard",,9.78088E+12
2649,1293,,Furrball's Memoirs: A Cat's Autobiography,The Autobiography of Benvenuto Cellini,,2.94002E+12
1909,1017,,A Romanov Diary. The Autobiography of the Grand Duchess Marie,Fernando Bujones: An Autobiography,,9.78062E+12
1211,2668,,The Autobiography Of An Englishman,Autobiography of Friedrich Froebel $c translated and annotated,9.78024E+12,9.78366E+12
195,2974,,Clapton: The Autobiography,Smile Please: An Unfinished Autobiography,,9.78006E+12
3702,3549,,Stranger to the Game: 2the Autobiography of Bob Gibson,Shadow and light : an autobiography with reminiscences of the last and present century,9.78067E+12,2.94002E+12
3086,487,,Life Itself!: An Autobiography,"Left Handed, Son of Old Man Hat: A Navaho Autobiography",,9.7808E+12
3384,2715,,"Me, Alice: The Autobiography of Alice Cooper",The Autobiography,9.7804E+12,2.94003E+12
2484,1608,,Recollections of Past Days: The Autobiography of Patience Loader Rozsa Archer,An Autobiography in Two Parts: The Tagalong and a Loner - But Never Alone,9.78087E+12,9.78053E+12
2472,1271,,Behind Enemy Lines: The Autobiography of Britain's Most Decorated Living War Hero. Sir Tommy MacPherson with Richard Bath,Phases of opinion and experience during a long life [microform] : an autobiography,9.78185E+12,2.94003E+12
2204,2616,,Who's Crazee Now?: My Autobiography,"The Autobiography of a Quack, and Other Stories",,9.78131E+12
1918,97,,"Autobiography, Letters, And Literary Remains Of Mrs. Piozzi (Thrale)","Complete Works of Henry James: Novels, Short Stories, Plays, Essays, Autobiography and Letters: The Portrait of a Lady, The Wings of the Dove, The American, The Bostonians, The Ambassadors, What Maisie Knew, Washington Square, Daisy Miller...",9.7804E+12,9.78803E+12
1035,11,,Slide Rule: The Autobiography of an Engineer,Long Walk to Freedom: The Autobiography of Nelson Mandela,9.78189E+12,9.78032E+12
1950,3223,,Autobiography,"Autobiography of Samuel D. Gross, M.D., ...: Emeritus Professor of Surgery in the Jefferson Medical College of Philadelphia. With Sketches of His Contemporaries, Volume 1",9.78031E+12,9.7813E+12
701,1656,,Bruno Sammartino: An Autobiography of Wrestling's Living Legend,The Great Platypus Caper & Other Hilarious Misadventures: an unreliable autobiography,9.78144E+12,2.94015E+12
1940,2528,,Wheels within Wheels: Autobiography,Keeping Quiet: Paul Nixon: The Autobiography,9.78014E+12,9.78075E+12
540,3279,,Twelve Years a Slave: The Autobiography of Solomon Northup,"Kaloolah, Or, Journeyings to the Djébel Kumri: An Autobiography of Jonathan Romer",9.78148E+12,2.94003E+12
2443,1214,,Roy Mac: Clough's Champion My Autobiography,The Bridge Builder's Daughter: An Autobiography Part 1,,9.78097E+12
3361,130,,Angel on My Shoulder: An Autobiography,Yellow Kid Weil: The Autobiography of America's Master Swindler,9.78045E+12,9.78185E+12
1337,1610,,A Rare Book Saga: The Autobiography Of H. P. Kraus,"Life, including his autobiography and a memoir",9.7804E+12,2.94002E+12
1931,276,,David Frost: An Autobiography part 1: From Congregations to Audiences,Israel Rank: The Autobiography of a Criminal,9.78001E+12,9.7815E+12
3196,946,,The Boy in the Photograph - The Autobiography,Autobiography of Old Claib Jones,9.78178E+12,9.78126E+12
737,3664,,African Lives: An Anthology of Memoirs and Autobiographies,"Rose Douglas ; or, Sketches of a country parish : being the autobiography of a Scotch minister's daughter",9.78159E+12,2.94003E+12
3408,2359,,Beloved Witch: An Autobiography,With All My Might: An Autobiography,9.78817E+12,9.78093E+12
3019,929,,Life of Benjamin Franklin on the Basis of His Autobiography (1851),I'll No Tell You Again: My Autobiography,9.78116E+12,9.78185E+12
1957,2520,,Autobiography,Stepping Stones of Life: AUTOBIOGRAPHY OF N.E.S. (PETER) SIMON (1898-1980),9.78185E+12,9.78148E+12
2865,2518,,The Fiction of Autobiography: Reading and Writing Identity,"Autobiography of Henry Taylor, 1800 1875, Vol. 1 of 2: 1800 1844 (Classic Reprint)",,9.78133E+12
513,858,,Selected Organs: Parts of an Autobiography,Absolute Beginner: The Autobiography,9.78089E+12,9.78028E+12
3444,1250,,"The Autobiography of A Turkish Girl: Çalıkuşu, or the Wren: Korolek Ptichka Pevchaja. C Halykushu (Bütün Eserleri #1)","Autobiography of O. P. Alderman,: From Early Life to the Fifty-fifth Year of His Age, Up to ...",9.78517E+12,2.94002E+12
1083,938,,No Brains At All: An Autobiography,"Autobiography of Mark Twain, Vol. 3",9.78014E+12,9.7815E+12
2200,2138,,True Relations: Essays on Autobiography and the Postmodern,Pardon: The Autobiography of a Gangster,9.78031E+12,9.78145E+12
3648,399,,"Moi, Malala, je lutte pour l'éducation et je résiste aux talibans (Biographies, Autobiographies)",An Autobiography of Buffalo Bill (Colonel W. F. Cody),,9.7815E+12
5,1818,,Soul On The Street: An Autobiography,Autobiography and genealogy of William Wilkins Warren,9.78185E+12,2.94002E+12
2611,3668,,From Many Angles: An Autobiography,Women Physicians of the World: Autobiographies of Medical Pioneers,,9.78007E+12
884,3583,,In My Own Words: The Autobiography,The Road Home: A Spiritual Autobiography,9.78185E+12,9.78093E+12
3558,1466,,The Autobiography of Albert Einstein,... An Autobiography ...,9.78095E+12,2.94002E+12
3847,3507,,Alan Carr Autobiography,Behind the Scrum: The Autobiography,9.78001E+12,9.78075E+12
3156,2087,,The Making of a Country Lawyer: An Autobiography,All the Days of My Life : An Autobiography (Illustrated),9.78031E+12,2.94015E+12
2074,2138,,The History of Neuroscience in Autobiography,Pardon: The Autobiography of a Gangster,9.78092E+12,9.78145E+12
1419,3349,,John McGovern: My Autobiography,Black Hawk's Autobiography,9.78191E+12,9.78081E+12
2446,520,,The nine lives of Sterling W. Sill: An autobiography,Daughter of Isis: The Autobiography,9.78088E+12,9.78185E+12
1414,709,,"Good, Better, Best - An Autobiography: An Autobiography",The Autobiography of Andrew Carnegie with Illustrations,9.78147E+12,2.94002E+12
1509,1770,,Keeping Quiet: Paul Nixon The Autobiography,Autobiography of a Yogi - Scholar's Choice Edition,,9.7813E+12
3764,105,,I Wanted to Write a Poem: The Autobiography of the Works of a Poet,Autobiography of Herbert W. Armstrong - Volume 2,9.78081E+12,9.7813E+12
1904,1826,,"Music, Wit and Wisdom: The Autobiography of Arthur Schnabel",Autobiography of a Disembodied Soul,9.78394E+12,2.94002E+12
2361,3412,,An Autobiography,An Autobiography [1915],9.78025E+12,9.78111E+12
3069,3089,,"The Diary of Caroline Seabury, 1854-1863 (Wisconsin Studies in American Autobiography)","Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale) (2nd ed.) (2 vols.)",9.7803E+12,2.94001E+12
421,1190,,This Life I've Loved: An Autobiography,"Memoir of John Aubrey, F. R. S., embracing his autobiography sketches, a brief review of his personal and literary merits, an an account of his works;",9.78094E+12,2.94002E+12
1573,2508,,"John G. Paton, Missionary to the New Hebrides: An Autobiography (1889)",Autobiography of Lorenzo Waugh,9.78055E+12,2.94002E+12
979,35,,"swings and roundabouts, an autobiography",Theodore Roosevelt: An Autobiography,,9.78145E+12
1128,427,,Autobiography of Protest in Hawai'i,"Collected Essays, Volume 5: Philosophy, Autobiography and Miscellany",9.78082E+12,9.78098E+12
3283,1667,,Every Man a King Autobiography,ETERNAL: Autobiography of Gladstone Matthew,9.78084E+12,9.78143E+12
2693,3170,,Niall Quinn: The Autobiography,The Autobiography of a Thief (Barnes & Noble Digital Library): and Other Histories,,9.78141E+12
1350,1393,,Arc of the Arrow: Writing Your Spiritual Autobiography,"Autobiography of Samuel D. Gross, M. D. with Sketches of His Contemporaries",9.78067E+12,2.94003E+12
199,1598,,Here and Now!: The Autobiography of Pat Martino,The Autobiography of Satan,9.78162E+12,9.78145E+12
358,943,,Ossie's Dream: My Autobiography,Cash: The Autobiography,9.78055E+12,2.94001E+12
1186,2070,,The Autobiography of Malcom X (Bloom's Reviews),"The Autobiography And Correspondence Of Mrs. Delaney, Rev. From Lady Llanover's Edition, Volume 2",9.78079E+12,9.7813E+12
3867,1625,,Marcus: The Autobiography of Marcus Allen,"The life of William Cowper, with selections from his correspondence [and his autobiography. By R ...",9.78031E+12,2.94003E+12
3802,291,,The Autobiography of Santa Claus (The Christmas Chronicles),Sharon Osbourne Extreme: My Autobiography,9.78159E+12,9.78076E+12
3332,2857,,The Autobiography of Lincoln Steffens,My Escape: An Autobiography,9.7816E+12,9.78159E+12
3356,733,,Good-Bye to All That: An Autobiography,Mary's Journey a Life in the Arts: An Autobiography - My Own Story,9.78039E+12,9.78148E+12
602,3475,,The Autobiography Of Mark Rutherford: Dissenting Minister,The Autobiography of a Sexually Emancipated Communist Woman,9.78019E+12,9.78081E+12
3015,2214,,Sing As We Go: The Autobiography of Gracie Fields,Autobiography and Writings of George W. Taylor,,9.78145E+12
359,2813,,"I, Jesus: An Autobiography","Jazz Odyssey: The Autobiography of Joe Darensbourg, as Told to Peter Vacher",9.78158E+12,9.78081E+12
3691,1958,,Lay Bare the Heart: An Autobiography of the Civil Rights Movement,Autobiography of Andrew T. Still: With a History of the Discovery and Development of the Science ...,9.78088E+12,2.94003E+12
2467,1472,,Upward Panic: The Autobiography of Eva Palmer-Sikelianos,Chapters of Experience: Studies in 20th Century American Autobiography,9.78372E+12,9.78031E+12
2186,1007,,Many Battles; The Autobiography Of Ernest Gruening,Firebrand: The Autobiography of Benvenuto Cellini,9.78087E+12,9.78149E+12
2503,1310,,Cheech & Chong: The Unauthorized Autobiography,Man Without A Face / Edition 1,,9.78189E+12
1400,584,,I Could Never Be So Lucky Again: An Autobiography,Autobiography of a Schizophrenic Girl: The True Story of Renee,9.7813E+12,9.78045E+12
3521,543,,The Autobiography,The Autobiography of St. Ignatius of Loyola,9.78056E+12,2.94015E+12
211,2837,,Three Phases of Eve: An Autobiography,The Unauthorized Autobiography,9.78031E+12,9.78144E+12
2596,844,,My Persian Pilgrimage: An Autobiography,"WALNUTS: My autobiography of healing from mental illness, A raw living journal of jokes, A meditation",9.78088E+12,9.78148E+12
2655,407,,The Autobiography of a Flea: Complete Edition,The Facts: A Novelist's Autobiography,9.78145E+12,9.78147E+12
175,2697,,The Autobiography of Elder Helvecio Martins,Life with Revised. Ev and before: The Autobiography of a Methodist Minister's Wife,9.78156E+12,9.78092E+12
894,2323,,"Feminism & Autobiography: Texts, Theories, Methods",All the Days of My Life: an Autobiography: The Red Leaves of a Human Heart,9.78042E+12,2.94002E+12
3124,408,,The Autobiography of Frank Tarbeaux,The Autobiography of Calamity Jane,,2.94002E+12
547,902,,"Exploring the Dangerous Trades: The Autobiography of Alice Hamilton, M.D.",With Head And Heart,9.78093E+12,9.78016E+12
3851,2718,,Autobiography of Brook Farm,"Characters and Episodes of the Great Rebellion; Selected From the History and Autobiography of Edward, Earl of Clarendon",9.78084E+12,9.78129E+12
2211,2198,,Imagine No Religion: The Autobiography of Blase Bonpane,The Autobiography Of An Idea,9.7816E+12,2.94002E+12
404,2390,,How I Lost 5 Pounds in 6 Years: An Autobiography,Children of the Dead End; The Autobiography of a Navvy,9.78031E+12,9.78131E+12
1649,3294,,"The Autobiography of Lincoln Steffens, Vol 1","The autobiography of Thomas Allen,",9.78016E+12,2.94003E+12
