ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
1996,"Autobiography of the late Donald Fraser, D.D. [microform] : and a selection from his sermons",Donald Fraser,2940027418854,,,,London : James Nisbet &amp; Co.,
1997,The House of Quiet: An Autobiography - Scholar's Choice Edition,Arthur Christopher Benson,9781297226601,256,,,Scholar's Choice,02/18/2015
1998,Twenty-seven years of autobiography [microform] : threading my way,Robert Dale Owen,2940030912417,,,,New York : G.W. Carleton,
1999,"An Autobiography My Schools and Schoolmasters; or, the Story of My Education",Hugh Miller,9781425561369,556,,,University of Michigan Library,09/28/2006
2000,The Autobiography Of Donovan,Donovan Leitch,9780312364342,320,,,St. Martin's Press,01/01/2007
2001,A Tejano Son of Texas: An Autobiography,"Jose Policarpio ""Polly"" Rodriquez",9780972251006,,,,Texas Tejano.com,04/01/2003
2002,Act Like You Know: African-American Autobiography and White Identity / Edition 2,Crispin Sartwell,9780226735276,222,,,University of Chicago Press,07/20/1998
2003,Life and Letters of John Arthur Roebuck: With Chapters of Autobiography,Robert Eadon Leader John Arthur Roebuck,2940021911405,,,,E. Arnold,
2004,A Labrador Doctor; the Autobiography of Wilfred Thomason Grenfell ...,Grenfell Wilfred Thomason S 1865-1940,9781313144674,512,,,HardPress Publishing,01/28/2013
2005,"Silver-knife, or, The hunters of the Rocky Mountains : an autobiography",J. H. Robinson,2940020893795,,,,Boston : William V. Spencer,
2006,The History of England: Vol. 2 in 6 Volumes of 1860 Edition (Illustrated and Bundled with Autobiography,David Hume),2940151637367,,,,www.WealthOfNation.com,03/29/2015
2007,Finding a Way Out an Autobiography - Scholar's Choice Edition,Robert Russa Moton,9781296126568,308,,,Scholar's Choice,02/17/2015
2008,"Autobiography of the Rev. Samuel H. Turner, D.D., late professor of Biblical learning and the interpretation of scripture, in the General Theological Seminary of the Protestant Episcopal Church in the United States ..",Samuel H. Turner,2940017763391,,,,"New York, A.D.F. Randolph",
2009,Harriet Martineau's Autobiography,Maria Weston Chapman Harriet Martineau,2940019732739,,,,Smith Elder,
2010,The Music of Time: An Autobiography,John Minahan,9780595200733,528,5.0,1,"iUniverse, Incorporated",10/28/2001
2011,"To Tell A Free Story: The First Century Of Afro-American Autobiography, 1760-1865",William L. Andrews,9780252012228,368,,,University of Illinois Press,06/01/1986
2012,Nicole Nobody: The Autobiography of the Duchess of Bedford,Nicole Russell Bedford,9780385097734,397,,,Knopf Doubleday Publishing Group,01/01/1975
2013,William Carleton: The Autobiography,William Carleton,9781870132756,238,,,,
2014,Autobiography. Trans. from the German Copyright ed,Louis Spohr,2940019350513,,,,"Lond., Longman, Green, Longman, Roberts &amp; Green",
2015,The Bird That Never Flew: The Uncompromising Autobiography of One of the Most Punished Prisoners in the History of the British Penal System,Johnny Steele,9781840186499,272,,,"Mainstream Publishing Company, Limited",09/01/2002
2016,"Three Women, Plus the Stuff That Dreams Are Made of: Fictional Autobiography",Jack Lehman,9781492978848,54,,,CreateSpace Independent Publishing Platform,10/11/2013
2017,From Roots to Roses: The Autobiography of Tilda Kemplen,Kemplen,9780820314129,175,,,University of Georgia Press,02/29/2000
2018,Pretty Good for a Girl: The Autobiography of a Snowboarding Pioneer,"Tina Basich, Kathleen Gasperini",9780062091994,240,,,HarperCollins Publishers,05/24/2011
2019,A Portuguese Colonial in America: Belmira Nunes Lopes: The Autobiography of a Cape Verdean-American,Maria Luisa. Nunes,9780935480078,216,,,Latin American Literary Review Press,09/01/1982
2020,English Autobiography Its Emergence Materials And Form,Wayne Shumaker,2940024343685,,,,University of California Press,
2021,"Hard Times: Force of Circumstance II, 1952-1962: The Autobiography of Simone de Beauvoir",Simone de Beauvoir,9781569249550,396,,,Da Capo Press,06/28/1994
2022,An Autobiography of Buffalo Bill - Scholar's Choice Edition,William F. Cody,9781293935934,350,,,Scholar's Choice,02/07/2015
2023,Spiritual Storytelling: Discovering and Sharing Your Spiritual Autobiography,Richard Peace,9780891098980,96,,,NavPress Publishing Group,11/01/1995
2024,My Father's Sons: An Autobiography about Life Sibling Rivalry Personal Growth and Coping with Cancer,Louis A. Birenbaum,9781420892451,356,,,Authorhouse,07/28/2006
2025,A Sailor's Story: The Autobiography of Percy Paul Provost,P. Paul Provost,9781410753991,320,,,AuthorHouse,10/28/2003
2026,A life on the ocean. Autobiography of Captain Charles Wether,Gelett ..,2940021293648,,,,"Honolulu, Hawaii : Hawaiian Gazette Co., ltd.",
2027,Gatie: A Spiritual Autobiography,Gertrude P. Hoffses,9781575025629,244,,,Morris Publishing,08/28/1997
2028,This Terrible Business Has Been Good to Me: An Autobiography,Norman Jewison,9781552637463,304,,,Key Porter Books,09/01/2005
2029,Reminiscences of a Canadian Pioneer for the Last Fifty Years: An Autobiography (Classic Reprint),Samuel Thompson,9781330652770,400,,,FB &amp;c Ltd,07/03/2015
2030,Seven Downs and Eight Ups: An Autobiography,Nobuko Gerth,9781481710169,446,,,AuthorHouse,02/12/2013
2031,History of Psychology in Autobiography,Gardner Lindzey,9780716711193,472,,,"Freeman, W. H. &amp; Company",01/28/1980
2032,The Sport of Queens: The Autobiography of Dick Francis,Dick Francis,9780330339025,208,,,McClelland &amp; Stewart Ltd.,09/01/1995
2033,The Autobiography of William Sanders Scarborough: An American Journey from Slavery to Scholarship (African American Life Series),"Michele Valerie Ronnick, William Sanders Scarborough",9780814332245,425,,,Wayne State University Press,12/28/2004
2034,THE_AUTOBIOGRAPHY_OF_LEIGH_HUNT_VOLUME_I,LEIGH HUNT,2940026674398,,,,NEW YORK HARPER AND BROUHERS PUBLISHERS,
2035,The Crafty Cockney: Eric Bristow: The Autobiography,Eric Bristow,9781846055522,344,,,Random House UK,12/01/2008
2036,Madam Guyon: An Autobiography (Classic Reprint),Jeanne Marie Bouvier de la Motte Guyon,9781330152485,358,,,FB &amp;c Ltd,06/24/2015
2037,Life and labours of the Rev. Wm. McClure [microform] : for more than forty years a minister of the Methodist New Connexion : chiefly an autobiography,William McClure,2940028790607,,,,Toronto : J. Campbell,
2038,Beautiful Joe,Marshall Saunders,9781568496993,,4.5,36,"Buccaneer Books, Inc.",10/28/1998
2039,The World's Most Successful Failure - An Autobiography,Dave Bullock,9781781485453,294,,,Grosvenor House Publishing Limited,07/24/2012
2040,The Autobiography of Dayanand Saraswati,K.C. Yadava,2940014351898,128,,,Pinnacle Technology,09/10/2003
2041,"Autobiography. Sketch of Life and Labors of Miss Catherine S. Lawrence, Who in Early Life Distinguished Herself as a Bitter Opponent of Slavery and in",Lawrence Catherine S,9781314131116,200,,,HardPress Publishing,01/28/2013
2042,"The autobiography of Leigh Hunt, with reminiscences of friends and contemporaries",Leigh Hunt,2940017734315,,,,New York : Harper &amp; Brothers,
2043,Modernism and Autobiography,Maria DiBattista,9781139985239,,,,Cambridge University Press,08/31/2014
2044,Crucial Conversions: Interpreting Contemporary American Literary Autobiographies,Women,9780807762783,255,,,Teachers College Press,02/01/1995
2045,Autobiography And Correspondence Of Mary Granville Vol 1,Delany,2940026646173,,,,Richard Bentley,
2046,"The autobiography, times, opinions, and contemporaries of Sir Egerton Brydges, bart",Egerton Brydges,2940017336588,,,,London : Cochrane and M''Crone,
2047,"Two wars: an autobiography of General Samuel G. French ... Mexican war; war between the states, a diary; reconstruction period, his experience; incidents, reminiscences, etc",Samuel Gibbs French,2940022177442,,,,"Nashville, Tenn., Confederate veteran",
2048,Autobiography Passed Through the Sieve of Maya,Mary Bast,9781508669449,116,,,CreateSpace Publishing,03/07/2015
2049,The Works of Booker T. Washington: Up From Slavery: An Autobiography & My Larger Education,Booker T. Washington,9781482345094,298,,,CreateSpace Independent Publishing Platform,02/02/2013
2050,"Bernice, Bunt, & Gammee: An Autobiography",Bernice Howard,9781257368938,,,,Lulu.com,06/03/2011
2051,Autobiography: Chapters From The Life Of A Preacher - Scholar's Choice Edition,John William Burke,9781296034818,226,,,Scholar's Choice,02/15/2015
2052,Not Much of an Engineer: An Autobiography,"Stanley Hooker, Bill Gunston",9781560911579,256,,,"Society of Automotive Engineers, Inc.",07/28/1991
2053,"The Autobiography and Correspondence of Mary Granville, Mrs. Delany: With Interesting Reminiscences of King George the Third and Queen Charlotte Volum",Delany Mrs (Mary) 1700-1788,9781314130454,660,,,HardPress Publishing,01/28/2013
2054,Scotland's Century: An Autobiography of the Nation,Colin Bell,9780004722252,318,,,Zondervan,05/28/1999
2055,The Autobiography of Abraham Lincoln,Abraham Lincoln,2940017594186,,3.0,4,[n.p.,
2056,The Magic Staff: An Autobiography of Andrew Jackson Davis,Andrew Jackson Davis,2940026977666,,,,W. White &amp; company,
2057,The House of Quiet: An Autobiography (Classic Reprint),Arthur Christopher Benson,9781330869789,262,,,FB &amp;c Ltd,06/15/2015
2058,The Last Minstrel: An Autobiography By George Callaghan,George Callaghan,9781483426853,,,,Lulu Publishing Services,04/16/2015
2059,Up from Fa,an Alberta: An Autobiography,9781425924546,168,,,AuthorHouse,06/28/2006
2060,"Autobiography of a pioneer : or, the nativity, experience, travels, and ministerial labors of Rev. Jacob Young : with incidents, observations, and reflections",Jacob Young,2940028642852,,,,"Cincinnati, [Ohio] : Cranston and Curts ; New York : Hunt and Eaton",
2061,The Autobiography of a Beggar,Friedman I. K. (Isaac Kahn) 1870-,9781313475303,422,,,HardPress Publishing,01/28/2013
2062,"The Autobiography of Pesach'ke Burstein, Yiddish Matinee Idol","Pesach Burstein, Lillian Lux Burstein",9780815607847,309,,,Syracuse University Press,04/28/2003
2063,A Root Awakening: An Autobiography,Ramon L. Quezada,9781483685588,158,,,Xlibris Corporation,08/23/2013
2064,Peace and Freedom are My Names: An Autobiography,Irene Frances,9781620954270,256,,,BookBaby,12/10/2009
2065,"Autobiography, Reminiscences and Letters of John Trumbull, from 1756 to 1841",John Trumbull,2940026699896,,,,B.L. Hamlen,
2066,Notes in Advance: An Autobiography in Music,William Glock,9780198161929,256,,,"Oxford University Press, USA",04/11/1991
2067,Monster: The Autobiography of an L.A. Gang Member Lesson Plans,BookRags,2940015545197,,,,BookRags.com,10/01/2012
2068,Awakening Desert: The Autobiography of an Israeli Scientist,Michael Evenari,9789652239129,224,,,"Magnes Press, Hebrew University",01/28/1995
2069,"Chapters in the Life of a Dundee Factory Boy, an Autobiography [By J. Myles]",James Myles,9781296593582,108,,,Andesite Press,08/08/2015
2070,"The Autobiography And Correspondence Of Mrs. Delaney, Rev. From Lady Llanover's Edition, Volume 2",Mrs. Delany (Mary),9781296855215,518,,,Andesite Press,08/13/2015
2071,The Autobiography of Gerald of Wales,H. E. Butler,9781843831488,374,,,"Boydell &amp; Brewer, Limited",07/21/2005
2072,Julian M. Sturtevant. An autobiography,Julian Monson Sturtevant,2940018896180,,,,"New York, Chicago [etc.] F. H. Revell company",
2073,Biographical History of Massachussetts: Biographies and Autobiographies of ...,Samuel Atkins Eliot,2940026583669,,,,MassachusettsBiographical Society,
2074,"Alton Locke, Tailor and Poet, Vol. 1 of 2: An Autobiography; In Two Volumes (Classic Reprint)",Charles Kingsley,9781330675823,320,,,FB &amp;c Ltd,07/04/2015
2075,Contemplation and Action: The Spiritual Autobiography of a Shi'i Philosopher,Nasir al-Din Tusi,9781860645235,128,,,"I. B.Tauris &amp; Company, Limited",12/03/1999
2076,China to Me,Emily Hahn,9781497619326,452,,,Open Road Media,04/01/2014
2077,Soldier: The Autobiography,Mike Jackson,9780552156028,464,,,Transworld Publishers Limited,07/08/2008
2078,"Accidental Diplomat, The: The Autobiography Of Maurice Baker",Baker Maurice,9789814618304,256,,,"World Scientific Publishing Company, Incorporated",07/29/2014
2079,Whitey and Mickey: A Joint Autobiography of the Yankee Years,Whitey Ford,9780451079633,,,,Penguin Group (USA) Incorporated,03/07/1978
2080,The Developmental Science of Adolescence: History Through Autobiography,Richard M. Lerner,9781136673795,592,,,Taylor &amp; Francis,08/15/2013
2081,Laura from Within: An Autobiography Through Poetry and Journal,Laura J. Dean,9781420893168,232,,,Authorhouse,04/28/2006
2082,My Autobiography and Reminiscences: Further Reminiscences,William Powell Frith,9781108051835,472,,,Cambridge University Press,06/28/2012
2083,"A One-Sided Autobiography, Containing the Story of My Intellectual Life",Oscar Kuhns,9781313499675,246,,,HardPress Publishing,01/28/2013
2084,"Driving in Traffic, Then and Now: An Autobiography of Samuel Costello",Samuel Costello,9781890719104,220,,,Jo-An Pictures Ltd,06/10/2011
2085,White Woman Speaks with Forked Tongue: Criticism as Autobiography,Nicole W. Jouve,9780415049528,240,,,Routledge,01/01/1991
2086,Selected from Giant Steps: The Autobiography of Kareem Abdul-Jabbar,"Kareem Abdul-Jabbar, Peter Knobler",9780785799122,63,,,Turtleback Books: A Division of Sanval,04/28/1990
2087,All the Days of My Life : An Autobiography (Illustrated),Amelia E. Barr,2940148260394,,,,"Five Star Publishing, LLC",01/15/2014
2088,The Autobiography of Charles H. Spurgeon,Susannah Spurgeon Charles Haddon Spurgeon,2940017624029,,4.3,3,,
2089,The Americanization of Edward Bok: The Autobiography of a Dutch Boy Fifty ...,Edward William Bok,2940023711997,,,,C. Scribner's Sons,
2090,God's and Jesus' Autobiography: Life Time of God and Jesus on Earth,T. L. Thomas,9781453622896,48,,,CreateSpace Publishing,08/24/2010
2091,Secret Selves: Confession and Same-Sex Desire in Victorian Autobiography,Oliver S. Buckton,9780807847022,282,,,The University of North Carolina Press,06/22/1998
2092,Metaphors of Self: The Meaning of Autobiography,James Olney,9780691062211,360,,,Princeton University Press,07/21/1972
2093,Spanner and Pen: An Autobiography,Roy Broadbent Fuller,9781856190404,192,,,Trafalgar Square,12/01/1991
2094,"Genealogical Notes of the Carpenter Family: Including the Autobiography, and Personal Reminiscences of Dr. Seymour D. Carpenter; Lieutenant Colonel, in the War for the Union (Classic Reprint)",Seymour D. Carpenter,9781330527702,296,,,FB &amp;c Ltd,07/01/2015
2095,"Life of Father Ignatius of St. Paul, Passionist (The Hon. and Rev. George Spencer) : compiled chiefly from his autobiography, journal, & letters",father Pius a Spiritu Sancto,2940017694350,,,,Dublin : J. Duffy,
2096,"The autobiography of John Brown the cordwainer, ed.",a clerical friend [G. Huntington].,2940017651223,,,,,
2097,"Autobiography of Oliver Otis Howard, Major-general, United States Army",Oliver Otis Howard,2940026674411,,,,Baker &amp; Tayloor,
2098,"Midlife Queer: Autobiography of a Decade, 1971-1981",Martin Duberman,9780299160241,240,,,University of Wisconsin Press,07/28/1998
2099,The Autobiography of Margo Asquith,Margo Asquith,9780297816027,428,,,"Orion Publishing Group, Limited",12/28/1996
2100,Autobiography of a Chinese Girl,Ping-Ying,9780710310415,256,,,Taylor &amp; Francis,10/27/2010
2101,The Autobiography of a Newspaper Girl (Classic Reprint),Elizabeth L. Banks,9781330389645,376,,,FB &amp;c Ltd,06/25/2015
2102,So You Want to Be a Pilot: An Autobiography,R. Smith,9781425924119,84,,,Authorhouse,05/28/2006
2103,Autobiography of French Protestant. [Translated From the French. With a Pref.,H. Paumier,9781407743127,300,,,HardPress Publishing,01/10/2012
2104,Autobiography,Andrew Dickson White,2940017594698,,,,New York Century,
2105,Autobiography of Seventy Years,George Frisbie Hoar,2940026700837,,,,C. Scribner's Sons,
2106,In and Out of the Ivory Tower: The Autobiography of William L. Langer,William L. Langer,9780882021775,268,,,Watson Publishing International,01/01/1978
2107,A Vermont Son: Autobiography of Conrad J. Wells,Conrad J. Wells,9781553954323,304,,,Trafford Publishing,01/14/2003
2108,Ebenezer Beriah Kelly: An Autobiography.,W. C. R. Ebenezer Beriah Kelly,2940018635222,,,,Printed by J. W. Stedman,
2109,Amer Autobiography,R. S. Perinbanayagam,9780870232633,240,,,University of Massachusetts Press,04/30/1979
2110,"A Country curate's autobiography, or, Passages of a life without a living",,2940029058478,,,,"London : Smith, Elder",
2111,"Autobiography of Thomas Guthrie, and Memoir","His Sons, Vol. 1 of 2 (Classic Reprint)",9781330753125,448,,,FB &amp;c Ltd,07/05/2015
2112,"James Lee Byars: 1/2 an Autobiography, Exhibition Catalogue",James Lee Byars,9783863355128,352,,,"Walther König, Köln/MoMA PS1/Museo Jumex",03/22/2016
2113,The Autobiography of a Quack and the Case of George Dedlow,M.D. Mitchell,9781458709370,,,,ReadHowYouWant,01/01/2006
2114,"Autobiography of Henry Taylor, 1800-1875",Henry Taylor,2940026673308,,,,"Longmans, Green and Co",
2115,A Chapter of Autobiography,Gladstone W. E. (William Ewa 1809-1898,9781313520782,70,,,HardPress Publishing,01/28/2013
2116,The autobiography of Judas Iscariot,Alfred Tresidder Sheppard,2940017733745,,,,London : Allen &amp; Unwin,
2117,Red Earth Woman : An Autobiography on Spiritual Healing,Linda S. Bowl,9780977999316,174,5.0,1,Red Earth Publishing,08/15/2006
2118,The Autobiography of Clabon Jones: The Clabon Jones Experience in the Bayou Country of Louisiana and in Vietnam,Clabon Jones,9781491836569,112,,,AuthorHouse,11/27/2013
2119,Daughter of the East : An Autobiography,Benazir Bhutto,9781847370754,464,,,Gardners Books,04/02/2007
2120,"Autobiography of Adin Ballou, 1803-1890: Containing an Elaborate Record and Narrative of Hs Life ...",William Sweetzer Heywood Adin Ballou,2940017594834,,,,The Vox populi press,
2121,The Story of a Strange Career Being the Autobiography of a Convict; an Authentic Document,MVB E-Books,9783655321508,,,,MVB E-Books,01/01/2010
2122,"Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992 / Edition 1",William F. Pinar,9780820418490,278,,,"Lang, Peter Publishing, Incorporated",02/01/1995
2123,The Stories of My Life: A Kibbutznik's Autobiography,"Shmuel Sarig, Mary Jane Shubow",9781257331673,,,,Lulu.com,06/07/2011
2124,David Lipsey: An Autobiography,David  Lipsey,9781849542166,,,,Biteback Publishing,04/28/2012
2125,Malice: The Autobiography of a 17th Century French Courtier,Ilona Rodgers,9781905299157,369,,,Stacey International,06/01/2006
2126,Ilios. The city and country of the Trojans: the results of researches and discoveries on the site of Troy and through the Troad in the years 1871-72-73-78-79; including an autobiography of the author,Heinrich Schliemann,2940019540808,,1.0,1,"New York, Harper &amp; Brothers",
2127,"The Life of the Fly: With Which Are Interspersed Some, Chapters of Autobiography (Classic Reprint)",J. Henri Fabre,9781330699652,482,,,FB &amp;c Ltd,07/04/2015
2128,Value of Solitude: The Ethics and Spirituality of Aloneness in Autobiography / Edition 1,John D. Barbour,9780813922898,240,,,Univ of Virginia Pr,10/28/2004
2129,"Lady Morgan's Memoirs: Autobiography, Diaries and Correspondence",Lady Morgan,9781409729778,540,,,Lammers Press,05/28/2008
2130,"Autobiography of Elder Joseph Luff, One of the Twelve Apostles of the Reorganized Church of Jesus Christ of Latter Day Saints",Luff Joseph 1852-1948,9781313543002,406,,,HardPress Publishing,01/28/2013
2131,Past Years - An Autobiography,Oliver Lodge,9781447402619,390,,,Read Books Design,04/20/2011
2132,Margaret Sanger: An Autobiography,Margaret Sanger,9780486204703,504,,,Dover Publications,10/28/1938
2133,Autobiography of Yukichi Fukuzawa,Yukichi Fukuzawa,2900231139860,480,,,Columbia University Press,01/02/2007
2134,Modern Classics My Autobiography,Charles Chaplin,9780141011479,576,,,Penguin UK,02/25/2003
2135,Failure: An Autobiography,Joshua Gidding,9781905736218,282,,,Cyan Communications,05/28/2007
2136,Life and Work of Enoch Howard: An Autobiography (Classic Reprint),Enoch Howard,9781330205617,36,,,FB &amp;c Ltd,06/26/2015
2137,The Autobiography of an Ex-Coloured Man,James Weldon Johnson l Summary & Study Guide,2940150040571,,,,BookRags.com,02/12/2015
2138,Pardon: The Autobiography of a Gangster,Hector Rodriguez,9781452017136,252,,,AuthorHouse,05/06/2010
2139,"A Better Class of Person: An Autobiography, 1929-1956",John Osborne,9780525066347,1,,,Penguin Group (USA) Incorporated,11/06/1981
2140,Life Under Slavery: Autobiographies of Three American Slaves,Lenny Flank,2940000721483,,,,Lenny Flank,11/10/2009
2141,Omniana : the autobiography of an Irish octogenarian,J. F. Fuller,2940020499461,,,,London : Jarrolds,
2142,Milo: A rhyming autobiography for your child,David Paul Hansen,9780692203408,42,,,David Paul Hansen,04/17/2014
2143,Declarations of Independency in Eighteenth-Century American Autobiography / Edition 1,Susan Clair Imbarrato,9781572330122,171,,,University of Tennessee Press,08/28/1998
2144,The Autobiography of Parley Parker Pratt,Parley Parker Pratt,2940148344049,,,,Lost Leaf Publications,02/20/2014
2145,Keith Shackleton: An Autobiography in Paintings,Keith Shackleton,9781840370140,144,,,Swan Hill Press,01/01/1998
2146,"Philip Gilbert Hamerton; an autobiography, 1834-1858,and a memoir","his wife, 1858-1894",2940023135502,,,,Boston : Roberts Brothers,
2147,"The autobiography of William Jerdan, with his literary, political and social reminiscences and correspondence during the last fifty years",William Jerdan,2940017364116,,,,"London, A. Hall, Virtue &amp; Co.",
2148,Liberation Of One: The Autobiography of Romuald Spasowski-Former Ambassador from Poland to the United States and Highest Ranking Polish Official to Defect to the West,Romuald Spasowski,9780156512800,720,,,Houghton Mifflin Harcourt,09/28/1987
2149,Autobiography,Frank Lloyd Wright,9780818002229,650,,,Horizon Press,10/28/1976
2150,My Life: A Beginning That Led to the Realization of God's Love: An Autobiography of Bishop Dr. Carolyn D. Arnett,Carolyn Arnett,9781490746913,112,,,Trafford Publishing,06/30/2015
2151,"Autobiography of Rev. Abel C. Thomas : including recollections of persons, incidents, and places",Abel C. Thomas,2940017763384,,,,Boston : J. M. Usher,
2152,Unconquerable Killer - an Autobiography of the Most Dreadful Destroyer,E. O. Ojofeitimi,9780806242460,,,,"Carlton Press, Corporation",01/01/1992
2153,Augustine's Confessions: Philosophy in Autobiography,William E. Mann,9780199577552,256,,,Oxford University Press,09/03/2014
2154,"News from the past, 1805-1887 : the autobiography of the nineteenth century",Yvonne Ffrench,2940021782715,,,,London : Gollancz,
2155,Autobiography,John Cowper Powys,9780571309467,662,,,Faber and Faber,12/19/2013
2156,A Lifetime of Labor: The Autobiography of Alice H. Cook,Alice H. Cook,9781558612570,354,,,"Feminist Press at CUNY, The",09/01/2000
2157,Colleen Dewhurst: Her Autobiography,"Colleen Dewhurst, Tom Viola",9780684807010,386,,,Scribner,06/15/1997
2158,"The autobiography of Karl von Dittersdorf, dictated to his son",Karl Ditters von Dittersdorf,2940017733820,,5.0,3,"London, R. Bentley",
2159,"Reflections: Essays, Aphorisms, Autobiography Writings",Walter Benjamin,9780151761890,348,,,Harcourt,07/01/1978
2160,The Autobiography Of A Narcissist,Jonathan Foster,9781591138716,260,4.0,1,"Booklocker.com, Inc.",01/04/2006
2161,The Autobiography of Benjamin Franklin: The Journal of John Woolman. Fruits ...,John Woolman Benjamin Franklin,2940027397265,,,,P.F. Collier,
2162,Autobiography of William G. Schauffler : for forty-nine years a missionary in the Orient,William G. Schauffler,2940017335314,,,,New York : A.D.F. Randolph,
2163,"Inner Voyage: The Autobiography of Yves Chesni, M. D.",Yves Chesni,9780931095085,440,,,"Live Oak Press, LLC, The",06/28/2003
2164,Keys and Pedals: An Autobiography,Carola Towne,9780805917192,173,,,"Dorrance Publishing Company, Inc.",01/01/1972
2165,Great Autobiographies: Types and Problems of Manhood and Womanhood,Edward Howard Griggs,2940026553013,,,,B.W.Huebsch,
2166,A Wandering Jew in Brazil: An Autobiography of Solomon L. Ginsburg (Classic Reprint),Solomon L. Ginsburg,9781330354070,284,,,FB &amp;c Ltd,06/24/2015
2167,The Western Avernus: Three Years' Autobiography in Western America,Roberts Morley 1857-1942,9781313758451,308,,,HardPress Publishing,01/28/2013
2168,A Little Tiger in the Chinese Night: An Autobiography in Art,Zhang,9780887763205,48,,,Tundra,09/01/1993
2169,A Salem Shipmaster and Merchant: The Autobiography of George Nichols (Classic Reprint),George Nichols,9781330743485,168,,,FB &amp;c Ltd,07/05/2015
2170,Autobiography,John Stuart Mill: Autobiography,9781494713072,186,,,CreateSpace Independent Publishing Platform,12/17/2013
2171,Autobiography of Mrs. Fletcher: With Letters and Other Family Memorials,Wordsworth Collection,9781298816191,400,,,Andesite Press,08/12/2015
2172,"Autobiography of an English Detective, Vol. 2 of 2 (Classic Reprint)",Waters Waters,9781330188651,324,,,FB &amp;c Ltd,06/25/2015
2173,"The Autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej / Edited, With the Addition of Some Supplementary Chapters",G.C. Moore Smith Volume 2,9781298491947,476,,,Andesite Press,08/08/2015
2174,Once a Blue Always a Blue: The Autobiography of Richard Edghill,"Richard Edghill, Dante Friend",9781909626881,,,,Pitch Publishing,08/01/2014
2175,"Autobiography of Dr. D. B. Kellogg: Or, Explanation of Clairvoyance ...",Daniel B. Kellogg,2940023961163,,,,Chase,
2176,Ronan O'Gara Autobiography,Ronan O'Gara,9781848270091,320,,,Transworld Publishers Limited,11/11/2008
2177,Will: The Autobiography of G. Gordon Liddy,G. Gordon Liddy,9780312924126,506,,,St. Martin's Press,07/28/1991
2178,The Autobiography of an Ex-Colored Man - Scholar's Choice Edition,James Weldon Johnson,9781298391278,214,,,Scholar's Choice,02/19/2015
2179,Wild Card: An Autobiography,Dorothy Hewett,9781853811432,268,,,Trafalgar Square,06/01/1991
2180,Robbo - My Autobiography,Bryan Robson,9781444756029,,,,"Hodder &amp; Stoughton, Ltd.",08/16/2012
2181,Abolitionists Remember: Antislavery Autobiographies and the Unfinished Work of Emancipation,Julie Roy Jeffrey,9780807837283,352,,,The University of North Carolina Press,02/01/2012
2182,"Autobiography of Col. Aaron Ogden, of Elizabethtown",Aaron Ogden,2940017704660,,,,"Paterson, N.J., The Press printing and publishing co.",
2183,That's life: Autobiography,Tyana Marie,9781468942590,,,,Booktango,01/07/2014
2184,Not Just Batman's Butler: The Autobiography of Alan Napier,"Alan Napier, James Bigwood",9781476662879,,,,"McFarland &amp; Company, Incorporated Publishers",01/31/2016
2185,The First Thirty Years: A Photo Autobiography,Mikhail Tank,9781440441219,66,,,CreateSpace Publishing,04/22/2009
2186,The autobiography of Thomas Collier Platt,Thomas Collier Platt,2940017336519,,,,"New York, B. W. Dodge &amp; company",
2187,With No Regrets An Autobiography,Krishna Nehru Hutheesing,9781406776614,164,,,Jackson Press,03/28/2007
2188,Life and Letters of Sir Charles Halle: Being an Autobiography (1819-1860) with Correspondence and Diaries,Charles Halle,9781108001823,448,,,Cambridge University Press,07/20/2009
2189,The Autobiography of Kevin M. McCarthy,Kevin M. McCarthy,9781505954623,406,,,CreateSpace Publishing,01/20/2015
2190,The Autobiography of Geronimo,Geronimo,9781610010023,120,,,Red and Black Publishers,01/27/2011
2191,Autobiography of Andrew Dickson White Volume I,Andrew Dickson White,9781507804643,440,,,CreateSpace Publishing,01/31/2015
2192,The works of Sir Benjamin Collins Brodie ... with an autobiography,Benjamin Brodie,2940024648360,,,,"London, Longman, Green, Longman, Roberts, &amp; Green",
2193,An Autobiography of Lessons Learned,Jagannath Giri,9781475985115,286,,,"iUniverse, Incorporated",06/24/2013
2194,Autobiography of A.B. Granville; Being Eighty-eight Years of the Life of a Physician. Edited With a Brief Account of the Last Years of his Life Volume 2,"Paulina Bozzi Granville, A B. 1783-1872 Granville",9781296797560,496,,,Andesite Press,08/12/2015
2195,University library of autobiography : including all the great autobiographies and the autobiographical data left,the world's famous men and women,2940025885801,,,,New York : F. Tyler Daniels,
2196,The Lucky Loadmaster: Autobiography of an Elite U.S. Air Force Loadmaster,Thomas F. Stalvey,9781468539653,244,,,AuthorHouse,03/13/2012
2197,The Autobiography of an Ex-Colored Man,Johnson James Weldon 1871-1938,9781314015218,234,,,HardPress Publishing,01/28/2013
2198,The Autobiography Of An Idea,Louis H. Sullivan,2940023961224,,,,"Press Of The Amrican Institute Of Architexts, Inc.",
2199,"A ranchman's recollections; an autobiography in which unfamiliar facts bearing upon the origin of the cattle industry in the Southwest and of the American packing business are stated, and characteristic incidents recorded",Frank S. Hastings,2940022887389,,,,"Chicago, Ill., The Breeder''s gazette",
