ID_A,ID_B,Name_A,Name_B,Address_A,Address_B,Phone_A,Phone_B
765,207,docks,'phnom penh cambodian restaurant','633 3rd ave. at 40th st.','631 larkin st.','212/ 986-8080',415-775-5979
777,169,'fiorello\'s roman cafe','lettuce souprise you (at)','1900 broadway  between 63rd and 64th sts.','3525 mall blvd.',212/595-5330,770-418-9969
850,269,odeon,oceana,'145 w. broadway at thomas st.','55 e. 54th st.',212/233-0507,212-759-5941
734,68,ct,'zankou chicken','111 e. 22nd st.  between park ave. s and lexington ave.','1415 e. colorado st.',212/995-8500,818-244-1937
906,10,'vince & eddie\'s','bristol farms market cafe','70 w. 68th st.','1570 rosecrans ave. s.',212/721-0068,310-643-5229
790,305,'gallagher\'s','mary mac\'s tea room','228 w. 52nd st.','224 ponce de leon ave.',212/245-5336,404-876-1800
783,50,follonico,'original pantry bakery','6 w. 24th st.','875 s. figueroa st. downtown',212/691-6359,213-627-6879
1012,133,'hayes street grill',moongate,'320 hayes st.','3400 las vegas blvd. s.',415/863-5545,702-791-7352
810,45,'joe allen',mishima,'326 w. 46th st.','8474 w. third st.',212/581-6464,213-782-0181
611,71,'brasserie le coze','benny\'s burritos','3393 peachtree rd.  lenox square mall  near neiman marcus','93 ave. a',404/266-1440,212-254-2054
1052,30,suppenkuche,'johnny reb\'s southern smokehouse','601 hayes st.','4663 long beach blvd.',415/252-9289,310-423-7327
795,75,'grand ticino','cucina di pesce','228 thompson st.  between w. 3rd and bleecker sts.','87 e. fourth st.',212/777-5922,212-260-6800
879,172,'sea grill','my thai','19 w. 49th st.','1248 clairmont rd.',212/332-7610,404-636-4280
961,193,'bertolini\'s','dottie\'s true blue cafe','3570 las vegas blvd. s','522 jones st.',702/735-4663,415-885-2767
896,42,'trattoria dell\'arte','martha\'s','900 7th ave.  between 56th and 57th sts.','22nd street grill 25 22nd',212/245-9800,310-376-7786
1003,243,faz,aquavit,'161 sutter st.','13 w. 54th st.',415/362-0404,212-307-7311
759,181,'corrado cafe','thelma\'s kitchen','1013 3rd ave.  between 60th and 61st sts.','764 marietta st. nw',212/753-5100,404-688-5855
843,251,'monkey bar',dawat,'60 e. 54th st.','210 e. 58th st.',212/838-2600,212-355-7555
748,298,'caffe bondi ristorante','ciboulette restaurant','7 w. 20th st.','1529 piedmont ave.',212/691-8136,404-874-7600
990,254,betelnut,'gotham bar & grill','2030 union st.','12 e. 12th st.',415/929-8855,212-620-4020
610,186,'bone\'s',zab-e-lee,'3130 piedmont road','4837 old national hwy.',404/237-2663,404-768-2705
905,306,'victor\'s cafe','nikolai\'s roof','52 236 w. 52nd st.','255 courtland st.',212/586-7714,404-221-6362
992,89,bix,'la caridad','56 gold st.','2199 broadway',415/433-6300,212-874-2780
831,244,'lucky strike',aureole,'59 grand st.  between wooster st. and w. broadway','34 e. 61st st.',212/941-0479,212-319-1660
954,13,'sundown cafe','cafe blanc','2165 cheshire bridge rd.','9777 little santa monica blvd.',404/321-1118,310-888-0108
1044,175,sanppo,'original pancake house (at)','1702 post st.','4330 peachtree rd.',415/346-3486,404-237-4116
648,28,remi,'john o\'groats','145 w. 53rd st.','10516 w. pico blvd.',212/581-4242,310-204-0692
534,132,'arnie morton\'s of chicago','monte carlo','435 s. la cienega blv.','3145 las vegas blvd. s.',310/246-1501,702-733-4524
580,64,march,taiko,'405 e. 58th st.','11677 san vicente blvd.',212/754-6272,310-207-7782
741,185,'cafe fes','white house restaurant','246 w. 4th st. at charles st.','3172 peachtree rd. ne',212/924-7653,404-237-7601
681,200,'le colonial','la cumbre','8783 beverly blvd.','515 valencia st.',310/289-0660,415-863-8205
872,329,'ruth\'s chris','ritz-carlton dining room (san francisco)','148 w. 51st st.','600 stockton st.',212/245-9600,415-296-7465
983,110,'the bacchanal',sushisay,'3570 las vegas blvd. s','38 e. 51st st.',702/731-7525,212-755-1780
1049,216,'stars cafe','tu lan','500 van ness ave.','8 sixth st.',415/861-4344,415-626-0927
580,301,march,'hedgerose heights inn  the','405 e. 58th st.','490 e. paces ferry rd. ne',212/754-6272,404-233-7673
743,73,'caffe dell\'artista','corner bistro','46 greenwich ave.','331 w. fourth st.',212/645-4431,212-242-9502
850,311,odeon,toulouse,'145 w. broadway at thomas st.','293-b peachtree rd.',212/233-0507,404-351-9533
846,21,'motown cafe','gumbo pot  the','104 w. 57th st.  near 6th ave.','6333 w. third st.',212/581-8030,213-933-0358
738,234,'cafe luxembourg','palm  the (los angeles)','200 w. 70th st.','9001 santa monica blvd.',212/873-7411,310-550-8811
959,225,'bamboo garden',citrus,'4850 flamingo rd.','6703 melrose ave.',702/871-3262,213-857-0034
581,8,'mesa grill','brent\'s deli','102 5th ave.  between 15th and 16th sts.','19565 parthenia ave.',212/807-7400,818-886-5679
548,232,matsuhisa,'locanda veneta','129 n. la cienega blvd.','8638 w. third st.',310/659-9639,310-274-1893
954,315,'sundown cafe',boulevard,'2165 cheshire bridge rd.','1 mission st.',404/321-1118,415-543-6084
752,110,'cendrillon asian grill & marimba bar',sushisay,'45 mercer st.  between broome and grand sts.','38 e. 51st st.',212/343-9012,212-755-1780
825,225,'le marais',citrus,'150 w. 46th st.','6703 melrose ave.',212/869-0900,213-857-0034
1055,99,thepin,'one if by land  tibs','298 gough st.','17 barrow st.',415/863-9335,212-228-0822
862,129,persepolis,'madame ching\'s','1423 2nd ave.  between 74th and 75th sts.','3300 las vegas blvd. s.',212/535-1100,702-894-7111
1002,250,'des alpes',daniel,'732 broadway','20 e. 76th st.',415/788-9900,212-288-0033
861,75,'penang soho','cucina di pesce','109 spring st.  between greene and mercer sts.','87 e. fourth st.',212/274-8883,212-260-6800
805,175,'internet cafe','original pancake house (at)','82 e. 3rd st.  between 1st and 2nd aves.','4330 peachtree rd.','212/ 614-0747',404-237-4116
765,17,docks,'don antonio\'s','633 3rd ave. at 40th st.','1136 westwood blvd.','212/ 986-8080',310-209-1422
972,279,'empress court','shun lee palace','3570 las vegas blvd. s','155 e. 55th st.',702/731-7888,212-371-8844
882,172,sfuzzi,'my thai','58 w. 65th st.','1248 clairmont rd.',212/873-3700,404-636-4280
1027,78,'macarthur park','edison cafe','607 front st.','228 w. 47th st.',415/398-5700,212-840-5000
675,259,'harry\'s bar & american grill','la cote basque','2020 ave. of the stars','60 w. 55th st.',310/277-2333,212-688-6525
807,173,'jean lafitte',nava,'68 w. 58th st.','3060 peachtree rd.',212/751-2323,404-240-1984
722,276,'bar anise','san domenico','1022 3rd ave.  between 60th and 61st sts.','240 central park s.',212/355-1112,212-265-5959
1029,105,maykadeh,'rose of india','470 green st.','308 e. sixth st.',415/362-8286,212-533-5011
887,150,stingray,'cafe sunflower','428 amsterdam ave.  between 80th and 81st sts.','5975 roswell rd.',212/501-7515,404-256-1675
800,43,'hudson river club','maxwell\'s cafe','4 world financial center','13329 washington blvd.',212/786-1500,310-306-7829
585,91,'park avenue cafe','lemongrass grill','100 e. 63rd st.','61a seventh ave.',212/644-1900,718-399-7100
921,17,'cafe renaissance','don antonio\'s','7050 jimmy carter blvd.  norcross','1136 westwood blvd.',770/441--0291,310-209-1422
1001,113,'cypress club','szechuan kitchen','500 jackson st.','1460 first ave.',415/296-8555,212-249-4615
681,99,'le colonial','one if by land  tibs','8783 beverly blvd.','17 barrow st.',310/289-0660,212-228-0822
646,274,bolo,'rainbow room','23 e. 22nd st.','30 rockefeller plaza',212/228-2200,212-632-5000
582,192,'mi cocina','doidge\'s','57 jane st.  off hudson st.','2217 union st.',212/627-8273,415-921-2149
534,23,'arnie morton\'s of chicago','indo cafe','435 s. la cienega blv.','10428 1/2 national blvd.',310/246-1501,310-815-1290
764,62,'dix et sept','sushi nozawa','181 w. 10th st.','11288 ventura blvd.',212/645-8023,818-508-7017
589,147,'rainbow room','bobby & june\'s kountry kitchen','30 rockefeller plaza','375 14th st.',212/632-5000,404-876-3872
784,189,'fraunces tavern','caffe greco','54 pearl st. at broad st.','423 columbus ave.',212/269-0144,415-397-6261
786,48,'french roast cafe','ocean park cafe','2340 broadway at 85th st.','3117 ocean park blvd.',212/799-1533,310-452-5728
801,297,'i trulli','buckhead diner','122 e. 27th st.  between lexington and park aves.','3073 piedmont rd.',212/481-7372,404-262-3336
941,75,'mckinnon\'s louisiane','cucina di pesce','3209 maple dr.','87 e. fourth st.',404/237-1313,212-260-6800
534,143,'arnie morton\'s of chicago','alon\'s at the terrace','435 s. la cienega blv.','659 peachtree st.',310/246-1501,404-724-0444
888,243,'sweet\'n\'tart cafe',aquavit,'76 mott st. at canal st.','13 w. 54th st.',212/334-8088,212-307-7311
595,45,'sign of the dove',mishima,'1110 3rd ave. at 65th st.','8474 w. third st.',212/861-8080,213-782-0181
750,81,'captain\'s table','gray\'s papaya','860 2nd ave. at 46th st.','2090 broadway',212/697-9538,212-799-0243
1029,62,maykadeh,'sushi nozawa','470 green st.','11288 ventura blvd.',415/362-8286,818-508-7017
1000,160,chevys,'greenwood\'s','4th and howard sts.','1087 green st.',415/543-8060,770-992-5383
777,30,'fiorello\'s roman cafe','johnny reb\'s southern smokehouse','1900 broadway  between 63rd and 64th sts.','4663 long beach blvd.',212/595-5330,310-423-7327
610,64,'bone\'s',taiko,'3130 piedmont road','11677 san vicente blvd.',404/237-2663,310-207-7782
937,95,'little szechuan','mitali east-west','c buford hwy.  northwoods plaza  doraville','296 bleecker st.',770/451-0192,212-989-1367
832,180,'mad fish',soto,'2182 broadway  between 77th and 78th sts.','3330 piedmont rd.',212/787-0202,404-233-2005
735,143,'cafe bianco','alon\'s at the terrace','1486 2nd ave.  between 77th and 78th sts.','659 peachtree st.',212/988-2655,404-724-0444
1000,314,chevys,aqua,'4th and howard sts.','252 california st.',415/543-8060,415-956-9662
955,193,'taste of new orleans','dottie\'s true blue cafe','889 w. peachtree st.','522 jones st.',404/874-5535,415-885-2767
729,178,bouterin,riviera,'420 e. 59th st.  off 1st ave.','519 e. paces ferry rd.',212/758-0323,404-262-7112
1002,225,'des alpes',citrus,'732 broadway','6703 melrose ave.',415/788-9900,213-857-0034
938,290,'lowcountry barbecue','second street grill','6301 roswell rd.  sandy springs plaza  sandy springs','200 e. fremont st.',404/255-5160,702-385-6277
740,143,'cafe centro','alon\'s at the terrace','200 park ave.  between 45th st. and vanderbilt ave.','659 peachtree st.',212/818-1222,404-724-0444
761,52,'da nico','pho hoa','164 mulberry st.  between grand and broome sts.','642 broadway',212/343-1212,213-626-5530
702,312,'tavola calda','veni vidi vici','7371 melrose ave.','41 14th st.',213/658-6340,404-875-8424
626,213,toulouse,'thep phanom','b peachtree rd.','400 waller st.',404/351-9533,415-431-2526
588,123,pisces,'andre\'s french restaurant','95 ave. a at 6th st.','401 s. 6th st.',212/260-6660,702-385-5016
673,204,'gladstone\'s','marnee thai','4 fish 17300 pacific coast hwy. at sunset blvd.','2225 irving st.',310/454-3474,415-665-9500
809,111,'jimmy sung\'s','sylvia\'s','219 e. 44th st.  between 2nd and 3rd aves.','328 lenox ave.',212/682-5678,212-996-0660
553,114,'rex il ristorante','teresa\'s','617 s. olive st.','80 montague st.',213/627-2300,718-520-2910
866,143,'post house','alon\'s at the terrace','28 e. 63rd st.','659 peachtree st.',212/935-2888,404-724-0444
552,81,'pinot bistro','gray\'s papaya','12969 ventura blvd.','2090 broadway',818/990-0500,212-799-0243
973,233,feast,matsuhisa,'2411 w. sahara ave.','129 n. la cienega blvd.',702/367-2411,310-659-9639
687,155,nicola,chopstix,'601 s. figueroa st.','4279 roswell rd.',213/485-0927,404-255-4868
1013,152,helmand,'carey\'s','430 broadway','1021 cobb pkwy. se',415/362-0641,770-422-8042
808,146,'jewel of india','bistro  the','15 w. 44th st.','56 e. andrews dr. nw',212/869-5544,404-231-5733
904,102,verbena,'palm too','54 irving pl. at 17th st.','840 second ave.',212/260-5454,212-697-5198
638,22,'la folie','hollywood hills coffee shop','2316 polk st.','6145 franklin ave.',415/776-5577,213-467-7678
987,103,2223,'patsy\'s pizza','2223 market st.','19 old fulton st.',415/431-0692,718-858-4300
614,160,delectables,'greenwood\'s','1 margaret mitchell sq.','1087 green st.',404/681-2909,770-992-5383
730,165,'brothers bar-b-q','java jive','225 varick st. at clarkston st.','790 ponce de leon ave.',212/727-2775,404-876-6161
832,22,'mad fish','hollywood hills coffee shop','2182 broadway  between 77th and 78th sts.','6145 franklin ave.',212/787-0202,213-467-7678
538,153,campanile,'carey\'s corner','624 s. la brea ave.','1215 powers ferry rd.',213/938-1447,770-933-0909
551,202,'philippe\'s the original','la taqueria','1001 n. alameda st.','2889 mission st.',213/628-3781,415-285-7117
949,138,'sa tsu ki','steakhouse  the','3043 buford hwy.','128 e. fremont st.',404/325-5285,702-382-1600
675,194,'harry\'s bar & american grill','dusit thai','2020 ave. of the stars','3221 mission st.',310/277-2333,415-826-4639
991,221,'bistro roti','bel-air hotel','155 steuart st.','701 stone canyon rd.',415/495-6500,310-472-1211
910,71,xunta,'benny\'s burritos','174 1st ave.  between 10th and 11th sts.','93 ave. a',212/614-0620,212-254-2054
543,298,'grill on the alley','ciboulette restaurant','9560 dayton way','1529 piedmont ave.',310/276-0615,404-874-7600
698,134,'roscoe\'s house of chicken \'n\' waffles','morton\'s of chicago (las vegas)','1514 n. gower st.','3200 las vegas blvd. s.',213/466-9329,702-893-0703
974,228,'golden nugget hotel','grill  the','129 e. fremont st.','9560 dayton way',702/385-7111,310-276-0615
719,137,arizona,'spago (las vegas)','206 206 e. 60th st.','3500 las vegas blvd. s.',212/838-0440,702-369-6300
996,78,'cafe marimba','edison cafe','2317 chestnut st.','228 w. 47th st.',415/776-1506,212-840-5000
798,236,'hi-life restaurant and lounge','philippe the original','1340 1st ave. at 72nd st.','1001 n. alameda st.',212/249-3600,213-628-3781
909,60,west,'ruth\'s chris steak house (los angeles)','63rd street steakhouse 44 w. 63rd st.','224 s. beverly dr.',212/246-6363,310-859-8744
778,7,firehouse,'bistro 45','522 columbus ave.  between 85th and 86th sts.','45 s. mentor ave.',212/595-3139,818-795-2478
656,91,'ca\'del sol','lemongrass grill','4100 cahuenga blvd.','61a seventh ave.',818/985-4669,718-399-7100
927,269,'dante\'s down the hatch  buckhead',oceana,'3380 peachtree rd.','55 e. 54th st.',404/266-1600,212-759-5941
670,90,'ed debevic\'s','la grenouille','134 n. la cienega','3 e. 52nd st.',310/659-1952,212-752-1495
841,134,'mavalli palace','morton\'s of chicago (las vegas)','46 e. 29th st.','3200 las vegas blvd. s.',212/679-5535,702-893-0703
694,62,prego,'sushi nozawa','362 n. camden dr.','11288 ventura blvd.',310/277-7346,818-508-7017
774,24,ferrier,'jan\'s family restaurant','29 e. 65th st.','8424 beverly blvd.',212/772-9000,213-651-2866
824,330,'le madri','rose pistola','168 w. 18th st.','532 columbus ave.',212/727-8022,415-399-0499
807,64,'jean lafitte',taiko,'68 w. 58th st.','11677 san vicente blvd.',212/751-2323,310-207-7782
1016,256,'hyde street bistro','island spice','1521 hyde st.','402 w. 44th st.',415/441-7778,212-765-1737
916,43,anthonys,'maxwell\'s cafe','3109 piedmont rd.  just south of peachtree rd.','13329 washington blvd.',404/262-7379,310-306-7829
964,11,broiler,'bruno\'s','4111 boulder hwy.','3838 centinela ave.',702/432-7777,310-397-5703
852,74,'osteria al droge','cucina della fontana','142 w. 44th st.','368 bleecker st.',212/944-3643,212-242-0636
907,155,vong,chopstix,'200 e. 54th st.','4279 roswell rd.',212/486-9592,404-255-4868
647,32,'il nido','killer shrimp','251 e. 53rd st.','4000 colfax ave.',212/753-8450,818-508-1570
590,92,'river cafe','lombardi\'s','1 water st. at the east river','32 spring st.',718/522-5200,212-941-7994
1022,329,'kuleto\'s','ritz-carlton dining room (san francisco)','221 powell st.','600 stockton st.',415/397-7720,415-296-7465
572,26,'jo jo','jody maroni\'s sausage kingdom','160 e. 64th st.','2011 ocean front walk',212/223-5656,310-306-1995
637,70,'khan toke thai house',arcadia,'5937 geary blvd.','21 e. 62nd st.',415/668-6654,212-223-2900
612,65,'buckhead diner','tommy\'s','3073 piedmont road','2575 beverly blvd.',404/262-3336,213-389-9060
621,302,'nikolai\'s roof','heera of india','255 courtland st.  at harris st.','595 piedmont ave.',404/221-6362,404-876-4408
930,92,'french quarter food shop','lombardi\'s','923 peachtree st.  at 8th st.','32 spring st.',404/875-2489,212-941-7994
692,298,'pinot hollywood','ciboulette restaurant','1448 n. gower st.','1529 piedmont ave.',213/461-8800,404-874-7600
992,176,bix,'palm  the (atlanta)','56 gold st.','3391 peachtree rd. ne',415/433-6300,404-814-1955
981,143,pamplemousse,'alon\'s at the terrace','400 e. sahara ave.','659 peachtree st.',702/733-2066,404-724-0444
965,34,'bugsy\'s diner','koo koo roo','3555 las vegas blvd. s','8393 w. beverly blvd.',702/733-3111,213-655-9045
913,222,abbey,'cafe bizou','163 ponce de leon ave.','14016 ventura blvd.',404/876-8532,818-788-3536
910,32,xunta,'killer shrimp','174 1st ave.  between 10th and 11th sts.','4000 colfax ave.',212/614-0620,818-508-1570
881,78,'seventh regiment mess and bar','edison cafe','643 park ave. at 66th st.','228 w. 47th st.',212/744-4107,212-840-5000
696,127,remi,'fiore rotisserie & grille','3rd st. promenade','3700 w. flamingo rd.',310/393-6545,702-252-7702
941,78,'mckinnon\'s louisiane','edison cafe','3209 maple dr.','228 w. 47th st.',404/237-1313,212-840-5000
893,78,terrace,'edison cafe','400 w. 119th st.  between amsterdam and morningside aves.','228 w. 47th st.',212/666-9490,212-840-5000
628,51,'alain rondelli','parkway grill','126 clement st.','510 s. arroyo pkwy.',415/387-0408,818-795-1001
622,271,'pano\'s and paul\'s',petrossian,'1232 w. paces ferry rd.','182 w. 58th st.',404/261-3662,212-245-2214
798,312,'hi-life restaurant and lounge','veni vidi vici','1340 1st ave. at 72nd st.','41 14th st.',212/249-3600,404-875-8424
1020,199,'kabuto sushi','kelly\'s on trinity','5116 geary blvd.','333 bush st.',415/752-5652,415-362-4454
924,37,'city grill','la serenata de garibaldi','50 hurt plaza','1842 e. first',404/524-2489,213-265-2887
665,173,dive!,nava,'10250 santa monica blvd.','3060 peachtree rd.',310/788-,404-240-1984
780,67,'fishin eddie','water grill','73 w. 71st st.','544 s. grand ave.',212/874-3474,213-891-0900
956,110,tomtom,sushisay,'3393 peachtree rd.','38 e. 51st st.',404/264-1163,212-755-1780
1041,125,'r&g lounge','buzio\'s in the rio','631 b kearny st.','3700 w. flamingo rd.',415/982-7877,702-252-7697
542,213,granita,'thep phanom','23725 w. malibu rd.','400 waller st.',310/456-0488,415-431-2526
1057,222,vertigo,'cafe bizou','600 montgomery st.','14016 ventura blvd.',415/433-7250,818-788-3536
1058,84,'vivande porta via','joe\'s shanghai','2125 fillmore st.','9 pell st.',415/346-4430,718-539-3838
952,10,'south of france','bristol farms market cafe','2345 cheshire bridge rd.','1570 rosecrans ave. s.',404/325-6963,310-643-5229
537,287,'cafe bizou','coyote cafe (las vegas)','14016 ventura blvd.','3799 las vegas blvd. s.',818/788-3536,702-891-7349
992,177,bix,'rainbow restaurant','56 gold st.','2118 n. decatur rd.',415/433-6300,404-633-3538
795,123,'grand ticino','andre\'s french restaurant','228 thompson st.  between w. 3rd and bleecker sts.','401 s. 6th st.',212/777-5922,702-385-5016
661,182,'cha cha cha',tortillas,'656 n. virgil ave.','774 ponce de leon ave. ne',213/664-7723,404-892-0193
638,45,'la folie',mishima,'2316 polk st.','8474 w. third st.',415/776-5577,213-782-0181
764,135,'dix et sept','nicky blair\'s','181 w. 10th st.','3925 paradise rd.',212/645-8023,702-792-9900
673,51,'gladstone\'s','parkway grill','4 fish 17300 pacific coast hwy. at sunset blvd.','510 s. arroyo pkwy.',310/454-3474,818-795-1001
789,103,'gabriela\'s','patsy\'s pizza','685 amsterdam ave. at 93rd st.','19 old fulton st.',212/961-0574,718-858-4300
885,317,'spring street natural restaurant & bar','campton place','62 spring st. at lafayette st.','340 stockton st.',212/966-0290,415-955-5555
926,169,'colonnade restaurant','lettuce souprise you (at)','1879 cheshire bridge rd.','3525 mall blvd.',404/874-5642,770-418-9969
936,23,'la grotta at ravinia dunwoody rd.','indo cafe','holiday inn/crowne plaza at ravinia  dunwoody','10428 1/2 national blvd.',770/395-9925,310-815-1290
934,277,'imperial fez','second avenue deli','2285 peachtree rd.  peachtree battle condominium','156 second ave.',404/351-0870,212-677-0606
939,150,'luna si','cafe sunflower','1931 peachtree rd.','5975 roswell rd.',404/355-5993,404-256-1675
789,75,'gabriela\'s','cucina di pesce','685 amsterdam ave. at 93rd st.','87 e. fourth st.',212/961-0574,212-260-6800
763,246,diva,'cafe des artistes','341 w. broadway  near grand st.','1 w. 67th st.',212/941-9024,212-877-3500
666,233,drago,matsuhisa,'2628 wilshire blvd.','129 n. la cienega blvd.',310/828-1585,310-659-9639
743,278,'caffe dell\'artista',seryna,'46 greenwich ave.','11 e. 53rd st.',212/645-4431,212-980-9393
710,213,'9 jones street','thep phanom','9 jones st.','400 waller st.',212/989-1220,415-431-2526
991,326,'bistro roti',mifune,'155 steuart st.','1737 post st.',415/495-6500,415-922-0337
743,85,'caffe dell\'artista','john\'s pizzeria','46 greenwich ave.','48 w. 65th st.',212/645-4431,212-721-7001
1047,235,'splendido embarcadero',patina,4,'5955 melrose ave.',415/986-3222,213-467-1108
757,263,'coco pazzo',lutece,'23 e. 74th st.','249 e. 50th st.',212/794-0205,212-752-2225
803,267,'inca grill','mi cocina','492 broome st.  near w. broadway','57 jane st.',212/966-3371,212-627-8273
543,254,'grill on the alley','gotham bar & grill','9560 dayton way','12 e. 12th st.',310/276-0615,212-620-4020
1051,201,'straits cafe','la mediterranee','3300 geary blvd.','288 noe st.',415/668-1783,415-431-7210
719,56,arizona,'rae\'s','206 206 e. 60th st.','2901 pico blvd.',212/838-0440,310-828-7937
553,201,'rex il ristorante','la mediterranee','617 s. olive st.','288 noe st.',213/627-2300,415-431-7210
1030,27,'mccormick & kuleto\'s','joe\'s','ghirardelli sq.','1023 abbot kinney blvd.',415/929-1730,310-399-5811
938,327,'lowcountry barbecue','plumpjack cafe','6301 roswell rd.  sandy springs plaza  sandy springs','3127 fillmore st.',404/255-5160,415-563-4755
607,83,tillerman,'jackson diner','2245 e. flamingo rd.','37-03 74th st.',702/731-4036,718-672-1232
787,193,'frico bar','dottie\'s true blue cafe','402 w. 43rd st.  off 9th ave.','522 jones st.',212/564-7272,415-885-2767
1047,278,'splendido embarcadero',seryna,4,'11 e. 53rd st.',415/986-3222,212-980-9393
755,170,'china grill',majestic,'60 w. 53rd st.','1031 ponce de leon ave.',212/333-7788,404-875-0276
628,27,'alain rondelli','joe\'s','126 clement st.','1023 abbot kinney blvd.',415/387-0408,310-399-5811
729,74,bouterin,'cucina della fontana','420 e. 59th st.  off 1st ave.','368 bleecker st.',212/758-0323,212-242-0636
778,218,firehouse,'wa-ha-ka oaxaca mexican grill','522 columbus ave.  between 85th and 86th sts.','2141 polk st.',212/595-3139,415-775-1055
1030,13,'mccormick & kuleto\'s','cafe blanc','ghirardelli sq.','9777 little santa monica blvd.',415/929-1730,310-888-0108
644,43,'ritz-carlton restaurant and dining room','maxwell\'s cafe','600 stockton st.','13329 washington blvd.',415/296-7465,310-306-7829
704,43,'tommy tang\'s','maxwell\'s cafe','7313 melrose ave.','13329 washington blvd.',213/937-5733,310-306-7829
1030,123,'mccormick & kuleto\'s','andre\'s french restaurant','ghirardelli sq.','401 s. 6th st.',415/929-1730,702-385-5016
734,242,ct,'21 club','111 e. 22nd st.  between park ave. s and lexington ave.','21 w. 52nd st.',212/995-8500,212-582-7200
740,107,'cafe centro','sarabeth\'s','200 park ave.  between 45th st. and vanderbilt ave.','1295 madison ave.',212/818-1222,212-410-7335
837,217,marichu,'vicolo pizzeria','342 e. 46th st.  between 1st and 2nd aves.','201 ivy st.',212/370-1866,415-863-2382
678,149,'jackson\'s farm','brookhaven cafe','439 n. beverly drive','4274 peachtree rd.',310/273-5578,404-231-5907
696,182,remi,tortillas,'3rd st. promenade','774 ponce de leon ave. ne',310/393-6545,404-892-0193
747,5,'caffe vivaldi','benita\'s frites','32 jones st. at bleecker st.','1433 third st. promenade',212/691-7538,310-458-2889
940,186,'mambo restaurante cubano',zab-e-lee,'1402 n. highland ave.','4837 old national hwy.',404/874-2626,404-768-2705
713,282,aja,'tavern on the green','937 broadway at 22nd st.','central park west',212/473-8388,212-873-3200
928,250,'dante\'s down the hatch',daniel,'underground underground mall  underground atlanta','20 e. 76th st.',404/577-1800,212-288-0033
1009,270,'harbor village','park avenue cafe (new york city)','4 embarcadero center','100 e. 63rd st.',415/781-8833,212-644-1900
977,218,'mandarin court','wa-ha-ka oaxaca mexican grill','1510 e. flamingo rd.','2141 polk st.',702/737-1234,415-775-1055
559,302,aureole,'heera of india','34 e. 61st st.','595 piedmont ave.','212/ 319-1660',404-876-4408
1042,20,rubicon,'feast from the east','558 sacramento st.','1949 westwood blvd.',415/434-4100,310-475-0400
1055,192,thepin,'doidge\'s','298 gough st.','2217 union st.',415/863-9335,415-921-2149
598,163,'uncle nick\'s','house of chan','747 9th ave.  between 50th and 51st sts.','2469 cobb pkwy.',212/315-1726,770-955-9444
885,265,'spring street natural restaurant & bar',march,'62 spring st. at lafayette st.','405 e. 58th st.',212/966-0290,212-754-6272
968,69,'capozzoli\'s','afghan kebab house','3333 s. maryland pkwy.','764 ninth ave.',702/731-5311,212-307-1612
565,246,daniel,'cafe des artistes','20 e. 76th st.','1 w. 67th st.',212/288-0033,212-877-3500
802,248,'il cortile','carnegie deli','125 mulberry st.  between canal and hester sts.','854 seventh ave.',212/226-6060,212-757-2245
936,261,'la grotta at ravinia dunwoody rd.','les celebrites','holiday inn/crowne plaza at ravinia  dunwoody','155 w. 58th st.',770/395-9925,212-484-5113
854,3,pacifica,'baja fresh','138 lafayette st.  between canal and howard sts.','3345 kimber dr.',212/941-4168,805-498-4049
638,86,'la folie','kelley & ping','2316 polk st.','127 greene st.',415/776-5577,212-228-1212
961,260,'bertolini\'s','le bernardin','3570 las vegas blvd. s','155 w. 51st st.',702/735-4663,212-489-1515
748,3,'caffe bondi ristorante','baja fresh','7 w. 20th st.','3345 kimber dr.',212/691-8136,805-498-4049
805,257,'internet cafe','jo jo','82 e. 3rd st.  between 1st and 2nd aves.','160 e. 64th st.','212/ 614-0747',212-223-5656
1026,232,'le soleil','locanda veneta','133 clement st.','8638 w. third st.',415/668-4848,310-274-1893
784,214,'fraunces tavern','ti couz','54 pearl st. at broad st.','3108 16th st.',212/269-0144,415-252-7373
613,188,ciboulette,'cafe flore','1529 piedmont ave.','2298 market st.',404/874-7600,415-621-8579
1064,304,'yoyo tsumami bistro','la grotta','1611 post st.','2637 peachtree rd. ne',415/922-7788,404-231-1368
675,98,'harry\'s bar & american grill',nobu,'2020 ave. of the stars','105 hudson st.',310/277-2333,212-219-0500
959,136,'bamboo garden','piero\'s restaurant','4850 flamingo rd.','355 convention center dr.',702/871-3262,702-369-2305
1035,78,oritalia,'edison cafe','1915 fillmore st.','228 w. 47th st.',415/346-1333,212-840-5000
895,68,'the savannah club','zankou chicken','2420 broadway at 89th st.','1415 e. colorado st.',212/496-1066,818-244-1937
788,13,'fujiyama mama','cafe blanc','467 columbus ave.  between 82nd and 83rd sts.','9777 little santa monica blvd.',212/769-1144,310-888-0108
670,200,'ed debevic\'s','la cumbre','134 n. la cienega','515 valencia st.',310/659-1952,415-863-8205
839,163,match,'house of chan','160 mercer st.  between houston and prince sts.','2469 cobb pkwy.',212/906-9173,770-955-9444
1033,175,'north india','original pancake house (at)','3131 webster st.','4330 peachtree rd.',415/931-1556,404-237-4116
919,176,'bertolini\'s','palm  the (atlanta)','3500 peachtree rd.  phipps plaza','3391 peachtree rd. ne',404/233-2333,404-814-1955
648,178,remi,riviera,'145 w. 53rd st.','519 e. paces ferry rd.',212/581-4242,404-262-7112
