Name_A,Address_A,City_A,State_A,Zipcode_A,Phone_A,Name_B,Address_B,City_B,State_B,Zipcode_B,Phone_B,Gold
Cafe Del Sol,1010 Doyle St,Menlo Park ,CA,94025.0,(650) 326-2501,Cafe Del Sol Restaurant,1010 Doyle St,Menlo Park,CA,94025.0,(650) 326-2501,1
Starbucks Coffee,2605 The Alameda,Santa Clara ,CA,95050.0,(408) 244-6873,Starbucks,71 Washington St,Santa Clara,CA,95050.0,(408) 244-3025,1
Tasty Thai Restaurant,43 S B St,San Mateo ,CA,94401.0,(650) 340-8424,Tasty Thai Restaurant,43 South B St,San Mateo,CA,94401.0,(650) 340-8424,1
Lu Lu Seafood Restaurant,8224 Olive Blvd,Saint Louis ,MO,63132.0,(314) 997-3108,Lu Lu Seafood,8224 Olive Blvd,Saint Louis,MO,63132.0,(314) 997-3108,1
Menlo BBQ,555 Willow Rd,Menlo Park ,CA,94025.0,(650) 321-6188,Menlo BBQ,555 Willow Rd,Menlo Park,CA,94025.0,(650) 321-6188,1
Da Pasquale,9749 Santa Monica Blvd,Beverly Hills ,CA,90210.0,(310) 859-3884,Da Pasquale Restaurant,9749 S Santa Monica Blvd,Beverly Hills,CA,90210.0,(310) 859-3884,1
Orange Leaf Frozen Yogurt at The Rim,6028 Worth Parkway,San Antonio ,TX,78257.0,(210) 561-8172,Orange Leaf Frozen Yogurt,6028 Worth Parkway,San Antonio,TX,78257.0,(210) 561-8172,1
Cafe Continental,1538 Northern Blvd,Manhasset ,NY,11030.0,(516) 627-4269,Cafe Continental Restaurant,1538 Northern Blvd,Manhasset,NY,11030.0,(516) 627-4269,1
Red Robin Gourmet Burgers,17403 W Interstate 10,San Antonio ,TX,78257.0,(210) 558-0900,Red Robin Gourmet Burgers,17403 IH-10 West,San Antonio,TX,78257.0,(210) 558-0900,1
Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861,Round Table Pizza,1225 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6861,1
Perbacco,700 Milam St,Houston ,TX,77002.0,(713) 224-2422,Perbacco,700 Milam St,Houston,TX,77002.0,(713) 224-2422,1
Lighthouse Restaurant,9180 Gulf Shore Dr,Naples ,FL,34108.0,(239) 597-2551,Lighthouse Restaurant,9180 Gulf Shore Dr,Naples,FL,34108.0,(239) 597-2551,1
Yard House,849 Newport Center Dr,Newport Beach ,CA,92660.0,(949) 640-9273,Yard House,849 Newport Center Dr,Newport Beach,CA,92660.0,(949) 640-9273,1
Thai Spoons,909 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 739-1798,Thai Spoons,909 W El Camino Real,Sunnyvale,CA,94087.0,(408) 739-1798,1
Nola Restaurant & Bar,535 Ramona St,Palo Alto ,CA,94301.0,(650) 328-2722,NOLA Restaurant & Bar,535 Ramona St,Palo Alto,CA,94301.0,(650) 328-2722,1
Flea Street Cafe,3607 Alameda De Las Pulgas,Menlo Park ,CA,94025.0,(650) 854-1226,Flea Street,3607 Alameda de Las Pulgas,Menlo Park,CA,94025.0,(650) 854-1226,1
Coco Pazzo Cafe,636 N Saint Clair St,Chicago ,IL,60611.0,(312) 239-6992,Coco Pazzo Cafe,636 N St. Clair St,Chicago,IL,60611.0,(312) 664-2777,1
Kaz Teriyaki Grill,71 E 4th Ave,San Mateo ,CA,94401.0,(650) 347-5777,Kaz Teriyaki Grill,71 E 4th Ave,San Mateo,CA,94401.0,(650) 347-5777,1
Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080,Chantilly Restaurant,3001 El Camino Real,Redwood City,CA,94061.0,(650) 321-4080,1
Harbor Mist Restaurant,105 Route 25A,Cold Spring Harbor ,NY,11724.0,(631) 659-3888,Harbor Mist,105 Harbor Rd,Cold Spring Harbor,NY,11724.0,(631) 659-3888,1
Edibles,1888 Century Park E Ste LL30,Los Angeles ,CA,90067.0,(310) 556-2790,Edibles Coffee Shop,1888 Century Park E,Los Angeles,CA,90067.0,(310) 556-2790,1
Juban Yakiniku House Japanese BBQ,712 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 473-6458,Juban Yakiniku House,712 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 473-6458,1
Bluefin Restaurant,7952 E Pacific Coast Hwy,Newport Coast ,CA,92657.0,(949) 715-7373,Bluefin,7952 E Pacific Coast Hwy,Newport Coast,CA,92657.0,(949) 715-7373,1
Bangkok Patio,615 E 3rd Ave,San Mateo ,CA,94401.0,(650) 548-5489,Bangkok Patio,615 E 3rd Ave,San Mateo,CA,94401.0,(650) 548-5489,1
Juban Yakiniku House Japanese BBQ,712 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 473-6458,Juban Yakiniku House,712 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 473-6458,1
Trattoria Abruzzo,835 Vanderbilt Beach Rd,Naples ,FL,34108.0,(239) 596-8010,Trattoria Abruzzo,835 Vanderbilt Beach Rd,Naples,FL,34108.0,(239) 596-8010,1
Three Seasons,518 Bryant St,Palo Alto ,CA,94301.0,(650) 838-0353,Three Seasons,518 Bryant St,Palo Alto,CA,94301.0,(650) 838-0353,1
Villa Milano,168 Plandome Rd,Manhasset ,NY,11030.0,(516) 365-3440,Villa Milano,168 Plandome Rd,Manhasset,NY,11030.0,(516) 365-3440,1
Gombei Japanese Restaurant,1438 El Camino Real,Menlo Park ,CA,94025.0,(650) 329-1799,Gombei Japanese Restaurant,1438 El Camino Real,Menlo Park,CA,94025.0,(650) 329-1799,1
Pho Little Saigon,2978 S Norfolk St,San Mateo ,CA,94403.0,(650) 345-1535,Pho Little Saigon,2978 S Norfolk St,San Mateo,CA,94403.0,(650) 345-1535,1
Applewood,989 El Camino Real,Menlo Park ,CA,94025.0,(650) 328-1556,Applewood Pizza,1001 El Camino Real,Menlo Park,CA,94025.0,(650) 324-3486,1
Sbarro,13783 W Oasis Service Rd,Lake Forest ,IL,60045.0,(847) 735-9900,Sbarro,13783 W Oasis Service Rd,Lake Forest,IL,60045.0,(847) 735-9900,1
The Counter,9110 Strada Pl Ste 6130,Naples ,FL,34108.0,(239) 566-0644,The Counter,9110 Strada Place,Naples,FL,34108.0,(239) 566-0644,1
Sultana,1149 El Camino Real,Menlo Park ,CA,94025.0,(650) 322-4343,Sultana,1149 El Camino Real,Menlo Park,CA,94025.0,(650) 322-4343,1
Protein Bar,120 S Riverside Plz,Chicago ,IL,60606.0,(312) 382-7300,Protein Bar,120 S Riverside Plz,Chicago,IL,60606.0,(312) 382-7300,1
Starbucks Coffee,100 S Wacker Dr Ste 100,Chicago ,IL,60606.0,(312) 759-5559,Starbucks,233 S Wacker Dr,Chicago,IL,60606.0,(312) 559-9930,1
Palm Beach Cafe,206 S Olive Ave,West Palm Beach ,FL,33401.0,(561) 659-4441,Palm Beach Cafe,206 S Olive Ave,West Palm Beach,FL,33401.0,(561) 659-4441,1
China Bee,31 S B St,San Mateo ,CA,94401.0,(650) 348-1889,China Bee,31 S B St,San Mateo,CA,94401.0,(650) 348-1889,1
Benihana,2105 Northern Blvd,Manhasset ,NY,11030.0,(516) 627-3400,Benihana,2105 Northern Blvd,Manhasset,NY,11030.0,(516) 627-3400,1
IHOP,1586 Northern Blvd,Manhasset ,NY,11030.0,(516) 365-2732,IHOP,1586 Northern Blvd,Manhasset,NY,11030.0,(516) 365-2732,1
Tomo Japanese Restaurant,3630 Peachtree Road NE #140,Atlanta ,GA,30326.0,(404) 835-2708,Tomo Japanese Restaurant,3630 Peachtree Rd,Atlanta,GA,30326.0,(404) 835-2708,1
Galata Bistro,827 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 325-7900,Galata Bistro,827 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 325-7900,1
Tamarine Restaurant,546 University Ave,Palo Alto ,CA,94301.0,(650) 325-8500,Tamarine Restaurant,546 University Ave,Palo Alto,CA,94301.0,(650) 325-8500,1
North Star Restaurant,85 Westchester Ave,Pound Ridge ,NY,10576.0,(914) 764-0200,North Star Restaurant,85 Westchester Ave,Pound Ridge,NY,10576.0,(914) 764-0200,1
Yip Yick Ming Inc,18 Beaver St,New York ,NY,10004.0,(212) 480-9010,Yip Yick Ming Inc,18 Beaver St,New York,NY,10004.0,(212) 480-9010,1
Osteria - Palo Alto,247 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 328-5700,Osteria,247 Hamilton Ave,Palo Alto,CA,94301.0,(650) 328-5700,1
Chez Jean-Pierre Bistro,132 N County Rd,Palm Beach ,FL,33480.0,(561) 833-1171,Chez Jean-Pierre,132 N County Rd,Palm Beach,FL,33480.0,(561) 833-1171,1
Sushi Sai,123 N Wacker Dr,Chicago ,IL,60606.0,(312) 332-8822,Sushi Sai,123 N Wacker Dr,Chicago,IL,60606.0,(312) 332-8822,1
Portola Valley Alpine Inn,3915 Alpine Rd,Portola Valley ,CA,94028.0,(650) 530-2817,Alpine Inn,3915 Alpine Rd,Portola Valley,CA,94028.0,(650) 854-4004,1
Desert Moon Cafe Inc,89 Oak Hill Rd,Chappaqua ,NY,10514.0,(914) 238-4812,Desert Moon Cafe,89 Oak Hill Rd,Chappaqua,NY,10514.0,,1
Mango Gardens,111 E 4th Ave,San Mateo ,CA,94401.0,(650) 315-2061,Mango Garden,111 E 4th Ave,San Mateo,CA,94401.0,(650) 315-2061,1
Waterfront Pizza,969 Edgewater Blvd,Foster City ,CA,94404.0,(650) 573-6634,Waterfront,969 D Edgewater Blvd,Foster City,CA,94404.0,(650) 573-6634,1
Sushi O Sushi Japanese Cuisine,2789 El Camino Real,Santa Clara ,CA,95051.0,(408) 241-1677,Sushi O Sushi,2789 El Camino Real,Santa Clara,CA,95051.0,(408) 241-1677,1
Sweetie Pies On Main,181 Main St # A,Cold Spring Harbor ,NY,11724.0,(631) 367-9500,Sweetie Pies on Main,181 Main St,Cold Spring Harbor,NY,11724.0,(631) 367-9500,1
Urasawa Restaurant,218 N Rodeo Dr,Beverly Hills ,CA,90210.0,(310) 247-8939,Urasawa,218 N Rodeo Dr,Beverly Hills,CA,90210.0,(310) 247-8939,1
Naomi Sushi,1328 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6902,Naomi Sushi,1328 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6902,1
La Madeleine,8687 N Central Expy Ste 628,Dallas ,TX,75225.0,(214) 696-2398,La Madeleine,University Park,8319 Preston Rd,,75225.0,Phone number,1
Juban Yakiniku House Japanese BBQ,712 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 473-6458,Juban Yakiniku House,712 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 473-6458,1
Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080,Chantilly Restaurant,3001 El Camino Real,Redwood City,CA,94061.0,(650) 321-4080,1
Foodlife,835 N Michigan Ave,Chicago ,IL,60611.0,(312) 335-3663,Foodlife,835 N Michigan Ave,Chicago,IL,60611.0,(312) 335-3663,1
Tamarine Restaurant,546 University Ave,Palo Alto ,CA,94301.0,(650) 325-8500,Tamarine Restaurant,546 University Ave,Palo Alto,CA,94301.0,(650) 325-8500,1
Barn Thai Restaurant,921 E Duane Ave,Sunnyvale ,CA,94085.0,(408) 732-3319,Barn Thai Restaurant,921 E Duane Ave,Sunnyvale,CA,94085.0,(408) 732-3319,1
Imoto,350 S County Rd,Palm Beach ,FL,33480.0,(561) 833-5522,Imoto,350 S County Rd,Palm Beach,FL,33480.0,(561) 833-5522,1
Il Fornaio,520 Cowper Street (At The Garden Court Hotel),Palo Alto ,CA,94301.0,(650) 853-3888,Il Fornaio,520 Cowper Street,Palo Alto,CA,94301.0,(650) 853-3888,1
Tamarine Restaurant,546 University Ave,Palo Alto ,CA,94301.0,(650) 325-8500,Tamarine Restaurant,546 University Ave,Palo Alto,CA,94301.0,(650) 325-8500,1
South End Restaurant,36 Pine St,New Canaan ,CT,6840.0,(203) 594-7364,South End,36 Pine St,New Canaan,CT,6840.0,(203) 966-5200,1
Scarpetta,225 N Canon Dr,Beverly Hills ,CA,90210.0,(310) 499-4199,Scarpetta,225 N Canon Dr,Beverly Hills,CA,90210.0,(310) 860-7970,1
Chick-Fil-A,3500 Peachtree Rd NE,Atlanta ,GA,30326.0,(404) 848-9550,Chick-fil-A,3393 Peachtree Rd NE,Atlanta,GA,30326.0,(404) 231-7972,1
Thai Bay Restaurant,1000 Okeechobee Rd,West Palm Beach ,FL,33401.0,(561) 832-6091,Thai Bay Restaurant,1000 Okeechobee Rd,West Palm Beach,FL,33401.0,(561) 832-6091,1
The Melting Pot,2 N B St,San Mateo ,CA,94401.0,(650) 342-6358,Melting Pot,2 N B St,San Mateo,CA,94401.0,(650) 342-6358,1
Stacks,600 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 838-0066,Stacks,600 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 838-0066,1
The Capital Grille,633 N Saint Clair St,Chicago ,IL,60611.0,(312) 337-9400,The Capital Grille,633 N Saint Clair St,Chicago,IL,60611.0,(312) 337-9400,1
Starbucks Coffee,150 N Wacker Dr,Chicago ,IL,60606.0,(312) 704-0655,Starbucks,150 N Wacker Dr,Chicago,IL,60606.0,(312) 704-0655,1
Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto,CA,94301.0,(650) 328-6885,1
Starbucks Coffee,1066 Foster City Blvd,Foster City ,CA,94404.0,(650) 341-4419,Starbucks,1066 Foster City Blvd,Foster City,CA,94404.0,(650) 341-4419,1
LB Steak,898 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 321-8980,LB Steak,898 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 321-8980,1
Stacks,600 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 838-0066,Stacks,600 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 838-0066,1
Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080,Chantilly Restaurant,3001 El Camino Real,Redwood City,CA,94061.0,(650) 321-4080,1
Guo Bin Chinese Restaurant,8600 Delmar Blvd Ste 1300,Saint Louis ,MO,63124.0,(314) 997-0906,Guo Bin Chinese Restaurant,8600 Delmar Blvd,Saint Louis,MO,63124.0,(314) 997-0906,1
Mariposa,15900 La Cantera Pkwy,San Antonio ,TX,78256.0,(210) 694-3550,Mariposa Restaurant,15900 La Cantera Pkwy,San Antonio,TX,78256.0,(210) 694-3550,1
Cipollini,2110C Northern Blvd,Manhasset ,NY,11030.0,(516) 627-7172,Cipollini Pronto Caffe,2060 Northern Blvd,Manhasset,NY,11030.0,(516) 627-6270,1
Ruby Tuesday,8777 Tamiami Trl N,Naples ,FL,34108.0,(239) 514-1350,Ruby Tuesday,8777 Tamiami Trail North,Naples,FL,34108.0,(239) 514-1350,1
Naomi Sushi,1328 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6902,Naomi Sushi,1328 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6902,1
Bravo Taqueria,980 Woodside Rd,Redwood City ,CA,94061.0,(650) 364-3511,Bravo Taqueria,980 Woodside Rd,Redwood City,CA,94061.0,(650) 364-3511,1
Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861,Round Table Pizza,1225 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6861,1
Nola Restaurant & Bar,535 Ramona St,Palo Alto ,CA,94301.0,(650) 328-2722,NOLA Restaurant & Bar,535 Ramona St,Palo Alto,CA,94301.0,(650) 328-2722,1
Chipotle Mexican Grill,2019 Chess Dr,Foster City ,CA,94404.0,(650) 539-3638,Chipotle Mexican Grill,2019 Chess Dr,San Mateo,CA,94404.0,,1
Sneha South & North Indian Restaurant,1214 Apollo Way # 404-B,Sunnyvale ,CA,94085.0,(408) 481-0700,Sneha,1214 Apollo Way,Sunnyvale,CA,94085.0,(408) 481-0700,1
MH Fish House,670 N Bank Ln,Lake Forest ,IL,60045.0,(847) 234-8802,MH Fish House,670 Bank Lane,Lake Forest,IL,60045.0,(847) 234-8802,1
Pizza Hut,1141 Triton Dr,Foster City ,CA,94404.0,(650) 345-3511,Pizza Hut,1141 Triton Ave,Foster City,CA,94404.0,(650) 345-3511,1
CUCINA enoteca Del Mar,2730 Via De La Valle,Del Mar ,CA,92014.0,(858) 704-4500,Cucina Enoteca,2730 Via de la Valle,Del Mar,CA,92014.0,(858) 704-4500,1
Luca Bella,206 Mamaroneck Ave,White Plains ,NY,10601.0,(914) 358-1500,Luca Bella Restaurant & Pizzeria,206 Mamaroneck Ave,White Plains,NY,10601.0,(914) 358-1500,1
Stacks,600 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 838-0066,Stacks,600 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 838-0066,1
Pho Long Restaurant,8627 Olive Blvd,Saint Louis ,MO,63132.0,(314) 997-1218,Pho Long,8627-8629 Olive Blvd,Saint Louis,MO,63132.0,(314) 997-1218,1
Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861,Round Table Pizza,1225 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6861,1
Toku Modern Asian,2014 Northern Blvd,Manhasset ,NY,11030.0,(516) 627-8658,Toku Modern Asian,2014C Northern Blvd,Manhasset,NY,11030.0,(516) 627-8658,1
Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861,Round Table Pizza,1225 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6861,1
Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080,Chantilly Restaurant,3001 El Camino Real,Redwood City,CA,94061.0,(650) 321-4080,1
A Taste Of China,55 King St,Chappaqua ,NY,10514.0,(800) 734-6995,A Taste Of China,55 King St,Chappaqua,NY,10514.0,(800) 734-6995,1
Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080,Chantilly Restaurant,3001 El Camino Real,Redwood City,CA,94061.0,(650) 321-4080,1
Madera,2825 Sand Hill Rd,Menlo Park ,CA,94025.0,(650) 561-1540,Madera,2825 Sand Hill Rd,Menlo Park,CA,94025.0,(650) 561-1540,1
Starbucks Coffee,2952 N Beverly Glen Cir,Los Angeles ,CA,90077.0,(310) 470-8121,Starbucks,2952 N Beverly Glen Cir,Los Angeles,CA,90077.0,(310) 470-8121,1
Il Pastaio,400 N Canon Dr,Beverly Hills ,CA,90210.0,(310) 205-5444,Il Pastaio,400 N Canon Dr,Beverly Hills,CA,90210.0,(310) 205-5444,1
Old Port Lobster Shack,3130 Alpine Rd,Portola Valley ,CA,94028.0,(650) 561-9500,Old Port Lobster Shack,3130 Alpine Rd,Portola Valley,CA,94028.0,(650) 561-9500,1
La Madeleine,8319 Preston Rd,Dallas ,TX,75225.0,(214) 346-9733,La Madeleine,University Park,8319 Preston Rd,,75225.0,Phone number,1
Flavors,27 Whitehall St,New York ,NY,10004.0,(212) 269-6100,Flavors,27 Whitehall St,New York,NY,10004.0,(212) 269-6100,1
Cosi,17503 La Cantera Pkwy Ste 108,San Antonio ,TX,78257.0,(210) 558-1040,Cosi,17503 La Cantera Pkwy,San Antonio,TX,78257.0,(210) 558-1040,1
China Village Seafood Restaurant,600 Ralston Ave,Belmont ,CA,94002.0,(650) 593-1831,China Village Seafood Restaurant,600 Ralston Ave,Belmont,CA,94002.0,(650) 593-1831,1
Chalet Ticino,1058A Shell Blvd,Foster City ,CA,94404.0,(650) 571-0507,Chalet Ticino,1058 Shell Blvd,Foster City,CA,94404.0,(650) 571-0507,1
Amigos Grill,3130 Alpine Rd,Portola Valley ,CA,94028.0,(650) 851-3997,Amigos Grill Cocina Mexicana Y Cantina,3130 Alpine Rd,Portola Valley,CA,94028.0,(650) 851-3997,1
Kingfish Restaurant,201 S B St,San Mateo ,CA,94401.0,(650) 343-1226,Kingfish Restaurant,201 S B St,San Mateo,CA,94401.0,(650) 343-1226,1
The Quiet Woman,3224 E Coast Hwy,Corona Del Mar ,CA,92625.0,(949) 640-7440,The Quiet Woman,3224 E Coast Hwy,Corona Del Mar,CA,92625.0,(949) 640-7440,1
Curry Up Now,129 S B St,San Mateo ,CA,94401.0,(650) 931-6333,Curry Up Now,129 S B St,San Mateo,CA,94401.0,(650) 316-8648,1
Veladora,5921 Valencia Cir,Rancho Santa Fe ,CA,92067.0,(858) 759-6216,Veladora,5921 Valencia Cir,Rancho Santa Fe,CA,92067.0,(858) 759-6216,1
Izakaya Mai Restaurant,212 2nd Ave,San Mateo ,CA,94401.0,(650) 347-2511,Izakaya Mai,212 2nd Ave,San Mateo,CA,94401.0,(650) 347-2511,1
Farm of Beverly Hills,439 N Beverly Dr,Beverly Hills ,CA,90210.0,(310) 273-5578,The Farm of Beverly Hills,439 N Beverly Dr,Beverly Hills,CA,90210.0,(310) 273-5578,1
Da Pasquale,9749 Santa Monica Blvd,Beverly Hills ,CA,90210.0,(310) 859-3884,Da Pasquale Restaurant,9749 S Santa Monica Blvd,Beverly Hills,CA,90210.0,(310) 859-3884,1
David King Chinese Restrnt Inc,128 Mamaroneck Ave,White Plains ,NY,10601.0,(914) 948-9290,David King,128 Mamaroneck Ave,White Plains,NY,10601.0,(914) 948-9290,1
Viognier,222 E 4th Ave,San Mateo ,CA,94401.0,(650) 685-3727,Viognier,222 E 4th Ave,San Mateo,CA,94401.0,(650) 685-3727,1
Red Lobster,5815 N Loop 1604 W,San Antonio ,TX,78249.0,(210) 694-5912,Red Lobster,5815 N. Loop 1604 West,San Antonio,TX,78249.0,(210) 694-5912,1
Starbucks Coffee,840 S Waukegan Rd,Lake Forest ,IL,60045.0,(847) 295-4769,Starbucks,840 S Waukegan Rd,Lake Forest,IL,60045.0,(847) 295-4769,1
Coliseum Pool & Grill,22701 Pelican Hill Rd S,Newport Coast ,CA,92657.0,(949) 467-6800,Coliseum Pool & Grill,22701 Pelican Hill Rd S,Newport Coast,CA,92657.0,(844) 443-0020,1
Sushi 25,25 Elm St,New Canaan ,CT,6840.0,(203) 966-1009,Sushi 25,25 Elm St,New Canaan,CT,6840.0,(203) 966-1009,1
Coconuts Caribbean Restaurant & Bar,642 Ramona St,Palo Alto ,CA,94301.0,(650) 329-9533,Coconuts Caribbean Restaurant & Bar,642 Ramona St,Palo Alto,CA,94301.0,(650) 329-9533,1
LB Steak,898 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 321-8980,LB Steak,898 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 321-8980,1
The Counter,41 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 212-3200,The Counter - San Mateo,41 W Hillsdale Blvd,San Mateo,CA,94403.0,(650) 212-3200,1
Siam Royal Authentic Thai Cuisine,338 University Ave,Palo Alto ,CA,94301.0,(650) 329-8129,Siam Royal Authentic Thai Cuisine,338 University Ave,Palo Alto,CA,94301.0,(650) 329-8129,1
Ristorante Lucia,454 Old Post Rd,Bedford ,NY,10506.0,(914) 234-7600,Ristorante Lucia,454 Old Post Rd,Bedford,NY,10506.0,(914) 234-7600,1
Urasawa Restaurant,218 N Rodeo Dr,Beverly Hills ,CA,90210.0,(310) 247-8939,Urasawa,218 N Rodeo Dr,Beverly Hills,CA,90210.0,(310) 247-8939,1
Tarragon Restaurant,140 S Murphy Ave,Sunnyvale ,CA,94086.0,(408) 737-8003,Tarragon Restaurant,140 S Murphy Ave,Sunnyvale,CA,94086.0,(408) 737-8003,1
Starbucks Coffee,2952 N Beverly Glen Cir,Los Angeles ,CA,90077.0,(310) 470-8121,Starbucks,2952 N Beverly Glen Cir,Los Angeles,CA,90077.0,(310) 470-8121,1
The Breakers,1 S County Rd,Palm Beach ,FL,33480.0,(561) 655-6611,The Circle At The Breakers,1 S County Rd,Palm Beach,FL,33480.0,(855) 435-5744,1
Kim Tai Restaurant,2602 Fannin St,Houston ,TX,77002.0,(713) 652-0644,Kim Tai Restaurant,2602 Fannin St,Houston,TX,77002.0,(713) 652-0644,1
Stacks,600 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 838-0066,Stacks,600 Santa Cruz Ave,Menlo Park,CA,94025.0,(650) 838-0066,1
Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861,Round Table Pizza,1225 El Camino Real,Menlo Park,CA,94025.0,(650) 321-6861,1
Shiok Singapore Kitchen,1137 Chestnut St,Menlo Park ,CA,94025.0,(650) 838-9448,Shiok Singapore Kitchen,1137 Chestnut St,Menlo Park,CA,94025.0,(650) 838-9448,1
The Capital Grille,9005 Mercato Dr,Naples ,FL,34108.0,(239) 254-0640,The Capital Grille,9005 Mercato Dr,Naples,FL,34108.0,(239) 254-0640,1
BreadBar,10250 Santa Monica Blvd,Los Angeles ,CA,90067.0,(310) 277-3770,BreadBar,10250 Santa Monica Blvd,Los Angeles,CA,90067.0,(310) 277-3770,1
Pranzo,34 Water St,New York ,NY,10004.0,(212) 344-8068,Pranzo,34 Water St,New York,NY,10004.0,(212) 344-8068,1
House of Egg Roll,1686 Lafayette St,Santa Clara ,CA,95050.0,(408) 246-6849,House of Egg Roll,1686 Lafayette St,Santa Clara,CA,95050.0,(408) 246-6849,1
Munsey Park Bagels,1661 Northern Blvd,Manhasset ,NY,11030.0,(516) 869-8077,Munsey Park Bagels,1661 Northern Blvd,Manhasset,NY,11030.0,(516) 869-8077,1
Olive Garden Italian Restaurant,5945 20th St,Vero Beach ,FL,32966.0,(772) 494-1391,Olive Garden Italian Restaurant,5995 20th Street,Vero Beach,FL,32966.0,(772) 567-3223,1
Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto,CA,94301.0,(650) 328-6885,1
Trevi Ristorante,11 Taylor Sq,West Harrison ,NY,10604.0,(914) 949-5810,Trevi Ristorante,11 Taylor Sq,West Harrison,NY,10604.0,(914) 949-5810,1
Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto,CA,94301.0,(650) 328-6885,1
Siam Royal Authentic Thai Cuisine,338 University Ave,Palo Alto ,CA,94301.0,(650) 329-8129,Siam Royal Authentic Thai Cuisine,338 University Ave,Palo Alto,CA,94301.0,(650) 329-8129,1
Arte Ristorante,473 University Ave,Palo Alto ,CA,94301.0,(650) 329-8300,Arte Ristorante,473 University Ave,Palo Alto,CA,94301.0,(650) 329-8300,1
Everyday Beijing,637 S B St,San Mateo ,CA,94401.0,(650) 373-7878,Everyday Beijing,637 S B St,San Mateo,CA,94401.0,(650) 373-7878,1
Parkside Grille,884 Portola Rd Ste A1,Portola Valley ,CA,94028.0,(650) 529-9007,Parkside Grille,884 Portola Rd,Portola Valley,CA,94028.0,(650) 529-9007,1
Choice Saint Louis,7807 Clayton Rd,Saint Louis ,MO,63105.0,(314) 932-1230,Choice Saint Louis,7807 Clayton Rd,Clayton,MO,63105.0,(314) 932-1230,1
India House,1 Hanover Sq,New York ,NY,10004.0,(212) 269-2323,Blue Bar At India House,1 Hanover Square,New York,NY,10004.0,(212) 269-2323,1
First Watch Restaurant,8001 Forsyth Blvd,Saint Louis ,MO,63105.0,(314) 863-7330,First Watch,8001 Forsyth Blvd.,Clayton,MO,63105.0,(314) 863-7330,1
Choice Saint Louis,7807 Clayton Rd,Saint Louis ,MO,63105.0,(314) 932-1230,Choice Saint Louis,7807 Clayton Rd,Clayton,MO,63105.0,(314) 932-1230,1
