Tag_A,Title_A,Authors_A,Month_A,Year_A,JournalRef_A,Tag_B,Title_B,Authors_B,Month_B,Year_B,JournalRef_B,Gold
Liu_2018_CVPR,Leveraging Unlabeled Data for Crowd Counting by Learning to Rank,"Liu, Xialei and van de Weijer, Joost and Bagdanov, Andrew D.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7661-7669",arXiv:1803.03095,Leveraging Unlabeled Data for Crowd Counting by Learning to Rank,"Xialei Liu, Joost van de Weijer, Andrew D. Bagdanov",March,2018,,1
Zellers_2018_CVPR,Neural Motifs: Scene Graph Parsing With Global Context,"Zellers, Rowan and Yatskar, Mark and Thomson, Sam and Choi, Yejin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5831-5840",arXiv:1711.06640,Neural Motifs: Scene Graph Parsing with Global Context,"Rowan Zellers, Mark Yatskar, Sam Thomson, Yejin Choi",March,2018,,1
Gao_2018_CVPR,Im2Flow: Motion Hallucination From Static Images for Action Recognition,"Gao, Ruohan and Xiong, Bo and Grauman, Kristen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5937-5947",arXiv:1712.04109,Im2Flow: Motion Hallucination from Static Images for Action Recognition,"Ruohan Gao, Bo Xiong, Kristen Grauman",May,2018,,1
Siarohin_2018_CVPR,Deformable GANs for Pose-Based Human Image Generation,"Siarohin, Aliaksandr and Sangineto, Enver and Lathuilire, Stphane and Sebe, Nicu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3408-3416",arXiv:1801.00055,Deformable GANs for Pose-based Human Image Generation,"Aliaksandr Siarohin, Enver Sangineto, Stephane Lathuiliere, Nicu Sebe",April,2018,,1
Xia_2018_CVPR,Gibson Env: Real-World Perception for Embodied Agents,"Xia, Fei and Zamir, Amir R. and He, Zhiyang and Sax, Alexander and Malik, Jitendra and Savarese, Silvio",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9068-9079",arXiv:1808.10654,Gibson Env: Real-World Perception for Embodied Agents,"Fei Xia, Amir Zamir, Zhi-Yang He, Alexander Sax, Jitendra Malik, Silvio Savarese",August,2018,CVPR 2018,1
Tran_2018_CVPR,Nonlinear 3D Face Morphable Model,"Tran, Luan and Liu, Xiaoming",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7346-7355",arXiv:1804.03786,Nonlinear 3D Face Morphable Model,"Luan Tran, Xiaoming Liu",August,2018,,1
Hu_2018_CVPR,Learning Answer Embeddings for Visual Question Answering,"Hu, Hexiang and Chao, Wei-Lun and Sha, Fei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5428-5436",arXiv:1806.03724,Learning Answer Embeddings for Visual Question Answering,"Hexiang Hu, Wei-Lun Chao, Fei Sha",June,2018,,1
Prashnani_2018_CVPR,PieAPP: Perceptual Image-Error Assessment Through Pairwise Preference,"Prashnani, Ekta and Cai, Hong and Mostofi, Yasamin and Sen, Pradeep",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1808-1817",arXiv:1806.02067,PieAPP: Perceptual Image-Error Assessment through Pairwise Preference,"Ekta Prashnani, Hong Cai, Yasamin Mostofi, Pradeep Sen",June,2018,"E. Prashnani, H. Cai, Y. Mostofi and P. Sen. PieAPP: Perceptual Image-Error Assessment through Pairwise Preference. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, 2018",1
Zhu_2018_CVPR,Towards Universal Representation for Unseen Action Recognition,"Zhu, Yi and Long, Yang and Guan, Yu and Newsam, Shawn and Shao, Ling",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9436-9445",arXiv:1803.08460,Towards Universal Representation for Unseen Action Recognition,"Yi Zhu, Yang Long, Yu Guan, Shawn Newsam, Ling Shao",March,2018,,1
Rozantsev_2018_CVPR,Residual Parameter Transfer for Deep Domain Adaptation,"Rozantsev, Artem and Salzmann, Mathieu and Fua, Pascal",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4339-4348",arXiv:1711.07714,Residual Parameter Transfer for Deep Domain Adaptation,"Artem Rozantsev, Mathieu Salzmann, Pascal Fua",November,2017,,1
Zhang_2018_CVPR,Interpretable Convolutional Neural Networks,"Zhang, Quanshi and Nian Wu, Ying and Zhu, Song-Chun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8827-8836",arXiv:1710.00935,Interpretable Convolutional Neural Networks,"Quanshi Zhang, Ying Nian Wu, Song-Chun Zhu",February,2018,,1
Li_2018_CVPR,Diversity Regularized Spatiotemporal Attention for Video-Based Person Re-Identification,"Li, Shuang and Bak, Slawomir and Carr, Peter and Wang, Xiaogang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 369-378",arXiv:1803.09882,Diversity Regularized Spatiotemporal Attention for Video-based Person Re-identification,"Shuang Li, Slawomir Bak, Peter Carr, Xiaogang Wang",March,2018,,1
Cheng_2018_CVPR,Cube Padding for Weakly-Supervised Saliency Prediction in 360 Videos,"Cheng, Hsien-Tzu and Chao, Chun-Hung and Dong, Jin-Dong and Wen, Hao-Kai and Liu, Tyng-Luh and Sun, Min",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1420-1429",arXiv:1806.01320,Cube Padding for Weakly-Supervised Saliency Prediction in 360 Videos,"Hsien-Tzu Cheng, Chun-Hung Chao, Jin-Dong Dong, Hao-Kai Wen, Tyng-Luh Liu, Min Sun",June,2018,,1
Tao_2018_CVPR,Scale-Recurrent Network for Deep Image Deblurring,"Tao, Xin and Gao, Hongyun and Shen, Xiaoyong and Wang, Jue and Jia, Jiaya",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8174-8182",arXiv:1802.01770,Scale-recurrent Network for Deep Image Deblurring,"Xin Tao, Hongyun Gao, Yi Wang, Xiaoyong Shen, Jue Wang, Jiaya Jia",February,2018,,1
Gu_2018_CVPR,"Look, Imagine and Match: Improving Textual-Visual Cross-Modal Retrieval With Generative Models","Gu, Jiuxiang and Cai, Jianfei and Joty, Shafiq R. and Niu, Li and Wang, Gang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7181-7189",arXiv:1711.06420,"Look, Imagine and Match: Improving Textual-Visual Cross-Modal Retrieval with Generative Models","Jiuxiang Gu, Jianfei Cai, Shafiq Joty, Li Niu, Gang Wang",June,2018,,1
Richter_2018_CVPR,Matryoshka Networks: Predicting 3D Geometry via Nested Shape Layers,"Richter, Stephan R. and Roth, Stefan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1936-1944",arXiv:1804.10975,Matryoshka Networks: Predicting 3D Geometry via Nested Shape Layers,"Stephan R. Richter, Stefan Roth",April,2018,,1
Luo_2018_CVPR,Discriminability Objective for Training Descriptive Captions,"Luo, Ruotian and Price, Brian and Cohen, Scott and Shakhnarovich, Gregory",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6964-6974",arXiv:1803.04376,Discriminability objective for training descriptive captions,"Ruotian Luo, Brian Price, Scott Cohen, Gregory Shakhnarovich",June,2018,,1
Zhang_2018_CVPR,Deep Unsupervised Saliency Detection: A Multiple Noisy Labeling Perspective,"Zhang, Jing and Zhang, Tong and Dai, Yuchao and Harandi, Mehrtash and Hartley, Richard",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9029-9038",arXiv:1803.10910,Deep Unsupervised Saliency Detection: A Multiple Noisy Labeling Perspective,"Jing Zhang, Tong Zhang, Yuchao Dai, Mehrtash Harandi, Richard Hartley",March,2018,,1
Dong_2018_CVPR,Style Aggregated Network for Facial Landmark Detection,"Dong, Xuanyi and Yan, Yan and Ouyang, Wanli and Yang, Yi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 379-388",arXiv:1803.04108,Style Aggregated Network for Facial Landmark Detection,"Xuanyi Dong, Yan Yan, Wanli Ouyang, Yi Yang",March,2018,,1
Qian_2018_CVPR,Attentive Generative Adversarial Network for Raindrop Removal From a Single Image,"Qian, Rui and Tan, Robby T. and Yang, Wenhan and Su, Jiajun and Liu, Jiaying",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2482-2491",arXiv:1711.10098,Attentive Generative Adversarial Network for Raindrop Removal from a Single Image,"Rui Qian, Robby T. Tan, Wenhan Yang, Jiajun Su, Jiaying Liu",May,2018,,1
Lin_2018_CVPR,Hallucinated-IQA: No-Reference Image Quality Assessment via Adversarial Learning,"Lin, Kwan-Yee and Wang, Guanxiang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 732-741",arXiv:1804.01681,Hallucinated-IQA: No-Reference Image Quality Assessment via Adversarial Learning,"Kwan-Yee Lin, Guanxiang Wang",April,2018,,1
Faraone_2018_CVPR,SYQ: Learning Symmetric Quantization for Efficient Deep Neural Networks,"Faraone, Julian and Fraser, Nicholas and Blott, Michaela and Leong, Philip H.W.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4300-4309",arXiv:1807.00301,SYQ: Learning Symmetric Quantization For Efficient Deep Neural Networks,"Julian Faraone, Nicholas Fraser, Michaela Blott, Philip H. W. Leong",July,2018,,1
Chen_2018_CVPR,Zero-Shot Visual Recognition Using Semantics-Preserving Adversarial Embedding Networks,"Chen, Long and Zhang, Hanwang and Xiao, Jun and Liu, Wei and Chang, Shih-Fu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1043-1052",arXiv:1712.01928,Zero-Shot Visual Recognition using Semantics-Preserving Adversarial Embedding Networks,"Long Chen, Hanwang Zhang, Jun Xiao, Wei Liu, Shih-Fu Chang",March,2018,,1
Lee_2018_CVPR,Wasserstein Introspective Neural Networks,"Lee, Kwonjoon and Xu, Weijian and Fan, Fan and Tu, Zhuowen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3702-3711",arXiv:1711.08875,Wasserstein Introspective Neural Networks,"Kwonjoon Lee, Weijian Xu, Fan Fan, Zhuowen Tu",April,2018,,1
Zhu_2018_CVPR,LDMNet: Low Dimensional Manifold Regularized Neural Networks,"Zhu, Wei and Qiu, Qiang and Huang, Jiaji and Calderbank, Robert and Sapiro, Guillermo and Daubechies, Ingrid",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2743-2751",arXiv:1711.06246,LDMNet: Low Dimensional Manifold Regularized Neural Networks,"Wei Zhu, Qiang Qiu, Jiaji Huang, Robert Calderbank, Guillermo Sapiro, Ingrid Daubechies",November,2017,,1
Yoon_2018_CVPR,3D Semantic Trajectory Reconstruction From 3D Pixel Continuum,"Shin Yoon, Jae and Li, Ziwei and Soo Park, Hyun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5060-5069",arXiv:1712.01359,3D Semantic Trajectory Reconstruction from 3D Pixel Continuum,"Jae Shin Yoon, Ziwei Li, Hyun Soo Park",December,2017,,1
Shen_2018_CVPR,Deep Regression Forests for Age Estimation,"Shen, Wei and Guo, Yilu and Wang, Yan and Zhao, Kai and Wang, Bo and Yuille, Alan L.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2304-2313",arXiv:1712.07195,Deep Regression Forests for Age Estimation,"Wei Shen, Yilu Guo, Yan Wang, Kai Zhao, Bo Wang, Alan Yuille",December,2017,,1
Wang_2017_CVPR,Deep Crisp Boundaries,"Wang, Yupei and Zhao, Xin and Huang, Kaiqi",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 3892-3900",arXiv:1801.02439,Deep Crisp Boundaries: From Boundaries to Higher-level Tasks,"Yupei Wang, Xin Zhao, Yin Li, Kaiqi Huang",October,2018,,1
Xu_2018_CVPR,PointFusion: Deep Sensor Fusion for 3D Bounding Box Estimation,"Xu, Danfei and Anguelov, Dragomir and Jain, Ashesh",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 244-253",arXiv:1711.10871,PointFusion: Deep Sensor Fusion for 3D Bounding Box Estimation,"Danfei Xu, Dragomir Anguelov, Ashesh Jain",August,2018,,1
Luo_2018_CVPR,Single View Stereo Matching,"Luo, Yue and Ren, Jimmy and Lin, Mude and Pang, Jiahao and Sun, Wenxiu and Li, Hongsheng and Lin, Liang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 155-163",arXiv:1803.02612,Single View Stereo Matching,"Yue Luo, Jimmy Ren, Mude Lin, Jiahao Pang, Wenxiu Sun, Hongsheng Li, Liang Lin",March,2018,,1
Chen_2018_CVPR,FSRNet: End-to-End Learning Face Super-Resolution With Facial Priors,"Chen, Yu and Tai, Ying and Liu, Xiaoming and Shen, Chunhua and Yang, Jian",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2492-2501",arXiv:1711.10703,FSRNet: End-to-End Learning Face Super-Resolution with Facial Priors,"Yu Chen, Ying Tai, Xiaoming Liu, Chunhua Shen, Jian Yang",November,2017,,1
Zou_2018_CVPR,LayoutNet: Reconstructing the 3D Room Layout From a Single RGB Image,"Zou, Chuhang and Colburn, Alex and Shan, Qi and Hoiem, Derek",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2051-2059",arXiv:1803.08999,LayoutNet: Reconstructing the 3D Room Layout from a Single RGB Image,"Chuhang Zou, Alex Colburn, Qi Shan, Derek Hoiem",March,2018,,1
Gurari_2018_CVPR,VizWiz Grand Challenge: Answering Visual Questions From Blind People,"Gurari, Danna and Li, Qing and Stangl, Abigale J. and Guo, Anhong and Lin, Chi and Grauman, Kristen and Luo, Jiebo and Bigham, Jeffrey P.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3608-3617",arXiv:1802.08218,VizWiz Grand Challenge: Answering Visual Questions from Blind People,"Danna Gurari, Qing Li, Abigale J. Stangl, Anhong Guo, Chi Lin, Kristen Grauman, Jiebo Luo, Jeffrey P. Bigham",May,2018,,1
Li_2018_CVPR,Discriminative Learning of Latent Features for Zero-Shot Recognition,"Li, Yan and Zhang, Junge and Zhang, Jianguo and Huang, Kaiqi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7463-7471",arXiv:1803.06731,Discriminative Learning of Latent Features for Zero-Shot Recognition,"Yan Li, Junge Zhang, Jianguo Zhang, Kaiqi Huang",March,2018,,1
Chen_2018_CVPR,Regularizing RNNs for Caption Generation by Reconstructing the Past With the Present,"Chen, Xinpeng and Ma, Lin and Jiang, Wenhao and Yao, Jian and Liu, Wei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7995-8003",arXiv:1803.11439,Regularizing RNNs for Caption Generation by Reconstructing The Past with The Present,"Xinpeng Chen, Lin Ma, Wenhao Jiang, Jian Yao, Wei Liu",April,2018,,1
Sabokrou_2018_CVPR,Adversarially Learned One-Class Classifier for Novelty Detection,"Sabokrou, Mohammad and Khalooei, Mohammad and Fathy, Mahmood and Adeli, Ehsan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3379-3388",arXiv:1802.09088,Adversarially Learned One-Class Classifier for Novelty Detection,"Mohammad Sabokrou, Mohammad Khalooei, Mahmood Fathy, Ehsan Adeli",May,2018,,1
Chen_2018_CVPR,Language-Based Image Editing With Recurrent Attentive Models,"Chen, Jianbo and Shen, Yelong and Gao, Jianfeng and Liu, Jingjing and Liu, Xiaodong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8721-8729",arXiv:1711.06288,Language-Based Image Editing with Recurrent Attentive Models,"Jianbo Chen, Yelong Shen, Jianfeng Gao, Jingjing Liu, Xiaodong Liu",June,2018,,1
Johnson_2018_CVPR,Image Generation From Scene Graphs,"Johnson, Justin and Gupta, Agrim and Fei-Fei, Li",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1219-1228",arXiv:1804.01622,Image Generation from Scene Graphs,"Justin Johnson, Agrim Gupta, Li Fei-Fei",April,2018,,1
Sun_2018_CVPR,Correlation Tracking via Joint Discrimination and Reliability Learning,"Sun, Chong and Wang, Dong and Lu, Huchuan and Yang, Ming-Hsuan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 489-497",arXiv:1804.08965,Correlation Tracking via Joint Discrimination and Reliability Learning,"Chong Sun, Dong Wang, Huchuan Lu, Ming-Hsuan Yang",April,2018,,1
Douze_2018_CVPR,Link and Code: Fast Indexing With Graphs and Compact Regression Codes,"Douze, Matthijs and Sablayrolles, Alexandre and Jgou, Herv",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3646-3654",arXiv:1804.09996,Link and code: Fast indexing with graphs and compact regression codes,"Matthijs Douze, Alexandre Sablayrolles, Herv Jgou",April,2018,,1
Li_2018_CVPR,A2-RL: Aesthetics Aware Reinforcement Learning for Image Cropping,"Li, Debang and Wu, Huikai and Zhang, Junge and Huang, Kaiqi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8193-8201",arXiv:1709.04595,A2-RL: Aesthetics Aware Reinforcement Learning for Image Cropping,"Debang Li, Huikai Wu, Junge Zhang, Kaiqi Huang",March,2018,,1
Tokozume_2018_CVPR,Between-Class Learning for Image Classification,"Tokozume, Yuji and Ushiku, Yoshitaka and Harada, Tatsuya",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5486-5494",arXiv:1711.10284,Between-class Learning for Image Classification,"Yuji Tokozume, Yoshitaka Ushiku, Tatsuya Harada",April,2018,,1
Li_2018_CVPR,Thoracic Disease Identification and Localization With Limited Supervision,"Li, Zhe and Wang, Chong and Han, Mei and Xue, Yuan and Wei, Wei and Li, Li-Jia and Fei-Fei, Li",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8290-8299",arXiv:1711.06373,Thoracic Disease Identification and Localization with Limited Supervision,"Zhe Li, Chong Wang, Mei Han, Yuan Xue, Wei Wei, Li-Jia Li, Li Fei-Fei",June,2018,,1
Brahmbhatt_2018_CVPR,Geometry-Aware Learning of Maps for Camera Localization,"Brahmbhatt, Samarth and Gu, Jinwei and Kim, Kihwan and Hays, James and Kautz, Jan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2616-2625",arXiv:1712.03342,Geometry-Aware Learning of Maps for Camera Localization,"Samarth Brahmbhatt, Jinwei Gu, Kihwan Kim, James Hays, Jan Kautz",April,2018,,1
Wang_2018_CVPR,Low-Shot Learning From Imaginary Data,"Wang, Yu-Xiong and Girshick, Ross and Hebert, Martial and Hariharan, Bharath",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7278-7286",arXiv:1801.05401,Low-Shot Learning from Imaginary Data,"Yu-Xiong Wang, Ross Girshick, Martial Hebert, Bharath Hariharan",April,2018,,1
Rhodin_2018_CVPR,Learning Monocular 3D Human Pose Estimation From Multi-View Images,"Rhodin, Helge and Sprri, Jrg and Katircioglu, Isinsu and Constantin, Victor and Meyer, Frdric and M_ller, Erich and Salzmann, Mathieu and Fua, Pascal",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8437-8446",arXiv:1803.04775,Learning Monocular 3D Human Pose Estimation from Multi-view Images,"Helge Rhodin, Jrg Sprri, Isinsu Katircioglu, Victor Constantin, Frdric Meyer, Erich Mller, Mathieu Salzmann, Pascal Fua",March,2018,,1
Girdhar_2018_CVPR,Detect-and-Track: Efficient Pose Estimation in Videos,"Girdhar, Rohit and Gkioxari, Georgia and Torresani, Lorenzo and Paluri, Manohar and Tran, Du",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 350-359",arXiv:1712.09184,Detect-and-Track: Efficient Pose Estimation in Videos,"Rohit Girdhar, Georgia Gkioxari, Lorenzo Torresani, Manohar Paluri, Du Tran",May,2018,,1
Teixeira_2018_CVPR,Generating Synthetic X-Ray Images of a Person From the Surface Geometry,"Teixeira, Brian and Singh, Vivek and Chen, Terrence and Ma, Kai and Tamersoy, Birgi and Wu, Yifan and Balashova, Elena and Comaniciu, Dorin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9059-9067",arXiv:1805.00553,Generating Synthetic X-ray Images of a Person from the Surface Geometry,"Brian Teixeira, Vivek Singh, Terrence Chen, Kai Ma, Birgi Tamersoy, Yifan Wu, Elena Balashova, Dorin Comaniciu",May,2018,,1
Sener_2018_CVPR,Unsupervised Learning and Segmentation of Complex Activities From Video,"Sener, Fadime and Yao, Angela",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8368-8376",arXiv:1803.09490,Unsupervised Learning and Segmentation of Complex Activities from Video,"Fadime Sener, Angela Yao",March,2018,,1
Liu_2018_CVPR,PiCANet: Learning Pixel-Wise Contextual Attention for Saliency Detection,"Liu, Nian and Han, Junwei and Yang, Ming-Hsuan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3089-3098",arXiv:1812.06314,PiCANet: Pixel-wise Contextual Attention Learning for Accurate Saliency Detection,"Nian Liu, Junwei Han, Ming-Hsuan Yang",December,2018,,1
Nguyen_2018_CVPR,Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,"Nguyen, Duy-Kien and Okatani, Takayuki",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6087-6096",arXiv:1804.00775,Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,"Duy-Kien Nguyen, Takayuki Okatani",December,2018,,1
Verma_2018_CVPR,Generalized Zero-Shot Learning via Synthesized Examples,"Kumar Verma, Vinay and Arora, Gundeep and Mishra, Ashish and Rai, Piyush",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4281-4289",arXiv:1712.03878,Generalized Zero-Shot Learning via Synthesized Examples,"Vinay Kumar Verma, Gundeep Arora, Ashish Mishra, Piyush Rai",June,2018,,1
Tanaka_2018_CVPR,Joint Optimization Framework for Learning With Noisy Labels,"Tanaka, Daiki and Ikami, Daiki and Yamasaki, Toshihiko and Aizawa, Kiyoharu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5552-5560",arXiv:1803.11364,Joint Optimization Framework for Learning with Noisy Labels,"Daiki Tanaka, Daiki Ikami, Toshihiko Yamasaki, Kiyoharu Aizawa",March,2018,,1
Liang_2018_CVPR,Focal Visual-Text Attention for Visual Question Answering,"Liang, Junwei and Jiang, Lu and Cao, Liangliang and Li, Li-Jia and Hauptmann, Alexander G.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6135-6143",arXiv:1806.01873,Focal Visual-Text Attention for Visual Question Answering,"Junwei Liang, Lu Jiang, Liangliang Cao, Li-Jia Li, Alexander Hauptmann",June,2018,,1
Tatarchenko_2018_CVPR,Tangent Convolutions for Dense Prediction in 3D,"Tatarchenko, Maxim and Park, Jaesik and Koltun, Vladlen and Zhou, Qian-Yi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3887-3896",arXiv:1807.02443,Tangent Convolutions for Dense Prediction in 3D,"Maxim Tatarchenko, Jaesik Park, Vladlen Koltun, Qian-Yi Zhou",July,2018,,1
Juefei-Xu_2018_CVPR,Perturbative Neural Networks,"Juefei-Xu, Felix and Naresh Boddeti, Vishnu and Savvides, Marios",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3310-3318",arXiv:1806.01817,Perturbative Neural Networks,"Felix Juefei-Xu, Vishnu Naresh Boddeti, Marios Savvides",June,2018,,1
Wu_2016_CVPR,Constrained Joint Cascade Regression Framework for Simultaneous Facial Action Unit Recognition and Facial Landmark Detection,"Wu, Yue and Ji, Qiang",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 3400-3408",arXiv:1709.08129,Constrained Joint Cascade Regression Framework for Simultaneous Facial Action Unit Recognition and Facial Landmark Detection,"Yue Wu, Qiang Ji",September,2017,,1
Xu_2018_CVPR,Structured Attention Guided Convolutional Neural Fields for Monocular Depth Estimation,"Xu, Dan and Wang, Wei and Tang, Hao and Liu, Hong and Sebe, Nicu and Ricci, Elisa",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3917-3925",arXiv:1803.11029,Structured Attention Guided Convolutional Neural Fields for Monocular Depth Estimation,"Dan Xu, Wei Wang, Hao Tang, Hong Liu, Nicu Sebe, Elisa Ricci",March,2018,,1
Kong_2018_CVPR,Recurrent Pixel Embedding for Instance Grouping,"Kong, Shu and Fowlkes, Charless C.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9018-9028",arXiv:1712.08273,Recurrent Pixel Embedding for Instance Grouping,"Shu Kong, Charless Fowlkes",December,2017,,1
Vicol_2018_CVPR,MovieGraphs: Towards Understanding Human-Centric Situations From Videos,"Vicol, Paul and Tapaswi, Makarand and Castrej_n, Llu_s and Fidler, Sanja",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8581-8590",arXiv:1712.06761,MovieGraphs: Towards Understanding Human-Centric Situations from Videos,"Paul Vicol, Makarand Tapaswi, Lluis Castrejon, Sanja Fidler",April,2018,,1
Ma_2018_CVPR,Attend and Interact: Higher-Order Object Interactions for Video Understanding,"Ma, Chih-Yao and Kadav, Asim and Melvin, Iain and Kira, Zsolt and AlRegib, Ghassan and Peter Graf, Hans",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6790-6800",arXiv:1711.06330,Attend and Interact: Higher-Order Object Interactions for Video Understanding,"Chih-Yao Ma, Asim Kadav, Iain Melvin, Zsolt Kira, Ghassan AlRegib, Hans Peter Graf",March,2018,,1
Yu_2018_CVPR,MAttNet: Modular Attention Network for Referring Expression Comprehension,"Yu, Licheng and Lin, Zhe and Shen, Xiaohui and Yang, Jimei and Lu, Xin and Bansal, Mohit and Berg, Tamara L.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1307-1315",arXiv:1801.08186,MAttNet: Modular Attention Network for Referring Expression Comprehension,"Licheng Yu, Zhe Lin, Xiaohui Shen, Jimei Yang, Xin Lu, Mohit Bansal, Tamara L. Berg",March,2018,,1
Yang_2018_CVPR,Robust Classification With Convolutional Prototype Learning,"Yang, Hong-Ming and Zhang, Xu-Yao and Yin, Fei and Liu, Cheng-Lin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3474-3482",arXiv:1805.03438,Robust Classification with Convolutional Prototype Learning,"Hong-Ming Yang, Xu-Yao Zhang, Fei Yin, Cheng-Lin Liu",May,2018,,1
