ID_A,ID_B,Flag,Title_A,Title_B,Director_A,Director_B,Year_A,Year_B
135,1646,0,24,24: Redemption,Jon Cassar,Jon Cassar,2007,2008
219,3315,,Guardians of the Galaxy (Plus Bonus Features)    ,Guardians of the Galaxy,James Gunn,James Gunn,2014,2014
113,4205,,The Hunger Games (2-Disc DVD + Digital Copy) ,The Hunger Games,Gary Ross,Gary Ross,2012,2012
383,151,,Beyond Evil    ,Beyond Evil,Herb Freed,Herb Freed,1980,1980
3051,5658,,Summer in February    ,Summer in February,Christopher Menaul,Christopher Menaul,2014,2014
3036,2757,,The Bourne Legacy    ,The Bourne Legacy,Tony Gilroy,Tony Gilroy,2012,2012
3428,4603,,The First Time    ,The First Time,Jon Kasdan,Jon Kasdan,2012,2012
3808,4610,,Life of Pi (Blu-ray 3D + Blu-ray + DVD + Digital Copy + UltraViolet) ,Life of Pi,Ang Lee,Ang Lee,2013,2012
3720,5749,,Fort McCoy    ,Fort McCoy,Kate Connor,Kate Connor,2014,2014
2899,4472,,Game Change    ,Game Change,Jay Roach,Jay Roach,2012,2012
743,1307,,Wild Hogs (Widescreen Edition) ,Wild Hogs,Walt Becker,Walt Becker,2007,2007
3554,208,,Apollo 13    ,Apollo 13,Ron Howard,Ron Howard,1995,1995
2130,4947,,Empire State ,Empire State,Dito Montiel,Dito Montiel,2013,2013
3989,2560,,War Horse ,War Horse,Steven Spielberg,Steven Spielberg,2012,2011
1334,2161,,The Losers    ,The Losers,Sylvain White,Sylvain White,2010,2010
606,4499,,End of Watch (Blu-ray + DVD + Digital Copy + UltraViolet) ,End of Watch,David Ayer,David Ayer,2013,2012
826,1882,,Fast & Furious 6 - Extended Edition    ,Fast & Furious,Justin Lin,Justin Lin,2013,2009
898,4799,,Jack the Giant Slayer    ,Jack the Giant Slayer,Bryan Singer,Bryan Singer,2013,2013
5102,6322,,Lila & Eve ,Lila & Eve,Charles Stone III,Charles Stone III,2015,2015
1830,119,,The Chronicles of Riddick: Dark Fury    ,The Chronicles of Riddick: Dark Fury,Peter Chung,Peter Chung,2013,2004
4236,1130,,The Guardian    ,The Guardian,Andrew Davis,Andrew Davis,2006,2006
187,2466,,Harry Potter and the Deathly Hallows - Part 2    ,Harry Potter and the Deathly Hallows - Part 2,David Yates,David Yates,2011,2011
304,3817,,Drive,Drive,Nicolas Winding Refn,Nicolas Winding Refn,2011,2011
427,2775,,Dredd [3D Blu-ray/Blu-ray + Digital Copy + UltraViolet] ,Dredd,Pete Travis,Pete Travis,2013,2012
821,69,,Wyatt Earp ,Wyatt Earp,Lawrence Kasdan,Lawrence Kasdan,1994,1994
3110,6250,,71,'71,Yann Demange,Yann Demange,2015,2015
2012,3457,,Skin Trade    ,Skin Trade,Ekachai Uekrongtham,Ekachai Uekrongtham,2015,2015
341,3417,,Black Sea    ,Black Sea,Kevin Macdonald,Kevin Macdonald,2015,2015
367,103,,The Gods Must Be Crazy    ,The Gods Must Be Crazy,Jamie Uys,Jamie Uys,1984,1980
1366,2487,,Cowboys & Aliens - Extended Edition (Blu-ray + DVD + Digital Copy + UltraViolet) ,Cowboys & Aliens,Jon Favreau,Jon Favreau,2011,2011
762,1179,,Casino Royale [Blu-ray] ,Casino Royale,Martin Campbell,Martin Campbell,2007,2006
276,885,,The Patriot (Extended Cut) [Blu-ray] ,The Patriot,Roland Emmerich,Roland Emmerich,2007,2000
1654,1082,,Superman II: The Richard Donner Cut [Blu-ray] ,Superman II,Richard Donner,Richard Donner,2006,2006
1774,1296,,Pathfinder    ,Pathfinder,Marcus Nispel,Marcus Nispel,2007,2007
534,1031,,The Fast and the Furious: Tokyo Drift (Blu-ray + Digital Copy + UltraViolet) ,The Fast and the Furious: Tokyo Drift,Justin Lin,Justin Lin,2013,2006
350,4200,,The Raid: Redemption [Blu-ray] ,The Raid: Redemption,Gareth Evans,Gareth Evans,2012,2012
4150,5576,,Some Velvet Morning    ,Some Velvet Morning,Neil LaBute,Neil LaBute,2013,2013
1212,748,,War of the Worlds ,War of the Worlds,Steven Spielberg,Steven Spielberg,2005,2005
270,3047,,Riddick: The Complete Collection (Blu-ray + Digital HD UltraViolet) ,Riddick,David Twohy,David Twohy,2014,2013
117,2931,,Oblivion    ,Oblivion,Joseph Kosinski,Joseph Kosinski,2013,2013
91,2448,,Marvel Cinematic Universe: Phase One - Avengers Assembled (Iron Man / The Incredible Hulk / Iron Man 2 / Thor / Captain America: The First Avenger / The Avengers) [Blu-ray] ,Captain America: The First Avenger,Joe Johnston,Joe Johnston,2013,2011
2024,2646,,My Way ,My Way,Je-kyu Kang,Je-kyu Kang,2012,2012
5201,1592,,The Fall ,The Fall,Tarsem Singh,Tarsem Singh,2008,2006
1453,1410,,Resident Evil: Extinction    ,Resident Evil: Extinction,Russell Mulcahy,Russell Mulcahy,2007,2007
2650,5977,,Gone Girl    ,Gone Girl,David Fincher,David Fincher,2014,2014
1232,229,,The Alamo    ,The Alamo,John Lee Hancock,John Lee Hancock,2004,2004
3393,5287,,Austenland    ,Austenland,Jerusha Hess,Jerusha Hess,2013,2013
2075,744,,Mighty Joe Young ,Mighty Joe Young,Ernest B. Schoedsack,Ernest B. Schoedsack,2014,1949
1082,2322,,The Tourist ,The Tourist,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,2011,2010
3360,5081,,Renoir (English Subtitled)   ,Renoir,Gilles Bourdos,Gilles Bourdos,2013,2013
3460,6162,,Selma    ,Selma,Ava DuVernay,Ava DuVernay,2014,2015
887,307,,Troy: Director's Cut (Special Edition) [Blu-ray] ,Troy,Wolfgang Petersen,Wolfgang Petersen,2007,2004
168,2975,,Iron Man 3    ,Iron Man 3,Shane Black,Shane Black,2013,2013
448,1352,,Transformers    ,Transformers,Michael Bay,Michael Bay,2007,2007
1360,118,,"Greystoke: The Legend of Tarzan, Lord of the Apes    ","Greystoke: The Legend of Tarzan, Lord of the Apes",Hugh Hudson,Hugh Hudson,1984,1984
3325,3441,,The Gunman    ,The Gunman,Pierre Morel,Pierre Morel,2015,2015
2278,4518,,Deadfall ,Deadfall,Stefan Ruzowitzky,Stefan Ruzowitzky,2013,2012
4923,29,,Master and Commander: The Far Side of the World [Blu-ray] ,Master and Commander: The Far Side of the World,Peter Weir,Peter Weir,2008,2003
1074,4015,,The Grey    ,The Grey,Joe Carnahan,Joe Carnahan,2012,2012
1010,5338,,Homefront ,Homefront,Gary Fleder,Gary Fleder,2014,2013
5190,6000,,My Old Lady ,My Old Lady,Israel Horovitz,Israel Horovitz,2015,2014
418,2493,,Warrior ,Warrior,Gavin O'Connor,Gavin O'Connor,2011,2011
4087,1152,,The Departed [Blu-ray] ,The Departed,Martin Scorsese,Martin Scorsese,2007,2006
3899,2071,,The Boondock Saints II: All Saints Day    ,The Boondock Saints II: All Saints Day,Troy Duffy,Troy Duffy,2009,2009
2789,5663,,Locke    ,Locke,Steven Knight,Steven Knight,2014,2014
1937,527,,The Frogmen ,The Frogmen,Lloyd Bacon,Lloyd Bacon,2005,1951
2741,5542,,Redwood Highway    ,Redwood Highway,Gary Lundgren,Gary Lundgren,2013,2014
675,710,,Kingdom of Heaven (Director's Cut) [Blu-ray] ,Kingdom of Heaven,Ridley Scott,Ridley Scott,2006,2005
1350,1812,,Fanboys [Blu-ray] ,Fanboys,Kyle Newman,Kyle Newman,2010,2008
2906,6134,,Big Eyes    ,Big Eyes,Tim Burton,Tim Burton,2014,2014
3729,2266,,Salt    ,Salt,Phillip Noyce,Phillip Noyce,2010,2010
2007,1324,,The Lost World (1960/1925) ,The Lost World,Irwin Allen,Irwin Allen,2007,1960
3218,2747,,The Dark Knight Rises [Blu-ray] ,The Dark Knight Rises,Christopher Nolan,Christopher Nolan,2012,2012
4401,3335,,A Walk Among the Tombstones ,A Walk Among the Tombstones,Scott Frank,Scott Frank,2015,2014
2213,1436,,Chaos ,Chaos,Tony Giglio,Tony Giglio,2008,2005
1436,656,,Fire and Ice [Blu-ray] ,Fire and Ice,Ralph Bakshi,Ralph Bakshi,2009,1983
4049,2242,,The Last Airbender    ,The Last Airbender,M. Night Shyamalan,M. Night Shyamalan,2010,2010
2084,1941,,Year One (Theatrical & Unrated Edition) ,Year One,Harold Ramis,Harold Ramis,2009,2009
3841,2757,,The Bourne Legacy [Blu-ray] ,The Bourne Legacy,Tony Gilroy,Tony Gilroy,2012,2012
4771,6207,,As Night Comes    ,As Night Comes,Richard Zelniker,Richard Zelniker,2015,2014
4197,6380,,Billy Elliot ,Billy Elliot the Musical Live,Stephen Daldry,Stephen Daldry,2001,2014
3422,1619,,The Incredible Hulk [Blu-ray] ,The Incredible Hulk,Louis Leterrier,Louis Leterrier,2012,2008
121,2823,,Skyfall    ,Skyfall,Sam Mendes,Sam Mendes,2012,2012
4432,6134,,Big Eyes ,Big Eyes,Tim Burton,Tim Burton,2015,2014
517,3122,,47 Ronin (Blu-ray + DVD + Digital HD with UltraViolet) ,47 Ronin,Carl Rinsch,Carl Rinsch,2014,2013
3058,3164,,Lone Survivor    ,Lone Survivor,Peter Berg,Peter Berg,2013,2014
2003,1887,,Green Lantern: First Flight [Blu-ray] ,Green Lantern: First Flight,Lauren Montgomery,Lauren Montgomery,2009,2009
5173,579,,No Way Back    ,No Way Back,Michael Borden,Michael Borden,1990,1989
431,245,,The Day After Tomorrow    ,The Day After Tomorrow,Roland Emmerich,Roland Emmerich,2004,2004
120,2460,,Boy Wonder    ,Boy Wonder,Michael Morrissey,Michael Morrissey,2011,2011
680,1885,,Watchmen    ,Watchmen,Zack Snyder,Zack Snyder,2009,2009
2202,2012,,A Perfect Getaway (Theatrical/Unrated Director's Cut) ,A Perfect Getaway,David Twohy,David Twohy,2009,2009
1785,315,,Ice Station Zebra ,Ice Station Zebra,John Sturges,John Sturges,2005,1968
4501,2084,,Sherlock Holmes ,Sherlock Holmes,Guy Ritchie,Guy Ritchie,2010,2009
260,1352,,Transformers: Dark of the Moon ,Transformers,Michael Bay,Michael Bay,2011,2007
3434,2826,,Life of Pi    ,Life of Pi,Ang Lee,Ang Lee,2012,2012
4061,2010,,Tarantino XX: 8-Film Collection (Reservoir Dogs / True Romance / Pulp Fiction / Jackie Brown / Kill Bill: Vol. 1 / Kill Bill: Vol. 2 / Death Proof / Inglourious Basterds) [Blu-ray] ,Inglourious Basterds,Quentin Tarantino,Quentin Tarantino,2012,2009
1959,6101,,Digging Up the Marrow    ,Digging Up the Marrow,Adam Green,Adam Green,2015,2015
5042,1516,,Mandingo [Blu-ray] ,Mandingo,Richard Fleischer,Richard Fleischer,2015,1975
922,5634,,Noah (Blu-ray + DVD + Digital HD) ,Noah,Darren Aronofsky,Darren Aronofsky,2014,2014
3497,5377,,The Wolf of Wall Street (Blu-ray + DVD + Digital HD) ,The Wolf of Wall Street,Martin Scorsese,Martin Scorsese,2014,2013
1646,3024,,Man of Tai Chi,Man of Tai Chi,Keanu Reeves,Keanu Reeves,2013,2013
3867,2688,,Snow White and the Huntsman (Extended Edition) ,Snow White and the Huntsman,Rupert Sanders,Rupert Sanders,2012,2012
647,5920,,Sagwan (English Subtitled)   ,Sagwan,Monti Parungao,Monti Parungao,2009,2009
4074,723,,Batman Begins [Blu-ray] ,Batman Begins,Christopher Nolan,Christopher Nolan,2008,2005
3218,1669,,The Dark Knight Rises [Blu-ray] ,The Dark Knight,Christopher Nolan,Christopher Nolan,2012,2008
653,1604,,Iron Man (Single-Disc Edition) ,Iron Man,Jon Favreau,Jon Favreau,2013,2008
3135,3766,,Moneyball    ,Moneyball,Bennett Miller,Bennett Miller,2011,2011
4468,2366,,The Mechanic    ,The Mechanic,Simon West,Simon West,2011,2011
5087,882,,The Bodyguard (1992)    ,The Bodyguard,Mick Jackson,Mick Jackson,1992,1992
777,101,,Driven (BD) [Blu-ray] ,Driven,Renny Harlin,Renny Harlin,2013,2001
2436,940,,Mogambo ,Mogambo,John Ford,John Ford,2006,1953
234,3250,,Transformers: Age of Extinction    ,Transformers: Age of Extinction,Michael Bay,Michael Bay,2014,2014
1283,292,,King Arthur    ,King Arthur,Antoine Fuqua,Antoine Fuqua,2004,2004
804,2761,,Resident Evil: Retribution    ,Resident Evil: Retribution,Paul W.S. Anderson,Paul W.S. Anderson,2012,2012
2974,5229,,Captain Phillips    ,Captain Phillips,Paul Greengrass,Paul Greengrass,2013,2013
2729,6066,,The Better Angels    ,The Better Angels,A.J. Edwards,A.J. Edwards,2014,2014
5181,5922,,Magic in the Moonlight ,Magic in the Moonlight,Woody Allen,Woody Allen,2014,2014
2127,493,,Blade: Trinity [Blu-ray] ,Blade: Trinity,David S. Goyer,David S. Goyer,2009,2004
881,1331,,Robinson Crusoe on Mars (The Criterion Collection) [Blu-ray] ,Robinson Crusoe on Mars,Byron Haskin,Byron Haskin,2011,1964
631,3067,,DCU: Justice League: War    ,Justice League: War,Jay Oliva,Jay Oliva,2014,2014
1928,1087,,Superman Returns (Widescreen Edition) ,Superman Returns,Bryan Singer,Bryan Singer,2008,2006
988,2172,,Clash of the Titans ,Clash of the Titans,Louis Leterrier,Louis Leterrier,2010,2010
2764,4154,,The Deep Blue Sea    ,The Deep Blue Sea,Terence Davies,Terence Davies,2012,2012
756,777,,The Island [Blu-ray] ,The Island,Michael Bay,Michael Bay,2011,2005
3030,4276,,The Best Exotic Marigold Hotel    ,The Best Exotic Marigold Hotel,John Madden,John Madden,2012,2012
4706,4461,,Saltwater    ,Saltwater,Charlie Vaughn,Charlie Vaughn,2012,2012
3991,5722,,Night Moves    ,Night Moves,Kelly Reichardt,Kelly Reichardt,2014,2014
4663,3501,,Something Borrowed ,Something Borrowed,Luke Greenfield,Luke Greenfield,2011,2011
3070,6283,,Runoff    ,Runoff,Kimberly Levin,Kimberly Levin,2015,2015
3243,2831,,The Hobbit: An Unexpected Journey (Extended Edition)    ,The Hobbit: An Unexpected Journey,Peter Jackson,Peter Jackson,2012,2012
3690,5604,,Interludes    ,Interludes,Christopher Dorrah,Christopher Dorrah,2014,2012
4661,4764,,Blowing Wild    ,Blowing Wild,Hugo Fregonese,Hugo Fregonese,1953,1953
1629,1401,,The Kingdom [Blu-ray] ,The Kingdom,Peter Berg,Peter Berg,2008,2007
4936,2158,,Appointment With Danger    ,Appointment With Danger,Lewis Allen,Lewis Allen,1951,1951
1106,346,,The Ice Pirates ,The Ice Pirates,Stewart Raffill,Stewart Raffill,2005,1984
3376,86,,The Lord of the Rings: The Return of the King    ,The Lord of the Rings: The Return of the King,Peter Jackson,Peter Jackson,2003,2003
290,506,0,National Treasure 2: Book of Secrets ,National Treasure,Jon Turteltaub,Jon Turteltaub,2008,2004
3392,5340,,Inside Llewyn Davis [Blu-ray] ,Inside Llewyn Davis,Ethan Coen,Ethan Coen,1916,2013
2401,1328,,The Condemned,The Condemned,Scott Wiper,Scott Wiper,2007,2007
3657,3679,,Lost Everything    ,Lost Everything,Kim St. Leon,Kim St. Leon,2013,2010
2551,4199,,Hick ,Hick,Derick Martini,Derick Martini,2012,2012
3918,3803,,Real Steel ,Real Steel,Shawn Levy,Shawn Levy,2011,2011
1389,1150,,Beowulf    ,Beowulf,Robert Zemeckis,Robert Zemeckis,2007,2007
3516,4250,,Titanic    ,Titanic,James Cameron,James Cameron,2012,1997
402,3215,,The Amazing Spider-Man 2 (3D/Blu-Ray/DVD/UltraViolet Combo Pack) ,The Amazing Spider-Man 2,Marc Webb,Marc Webb,2014,2014
1535,1694,,RocknRolla (Single-Disc Edition) ,RocknRolla,Guy Ritchie,Guy Ritchie,2009,2008
3771,5685,,Only Lovers Left Alive [Blu-ray] ,Only Lovers Left Alive,Jim Jarmusch,Jim Jarmusch,2014,2014
7,3023,,Fast & Furious 6    ,Fast & Furious 6,Justin Lin,Justin Lin,2013,2013
786,678,,Ben-Hur 50th Anniversary 2-Disc Blu-ray Combo Pack ,Ben-Hur,William Wyler,William Wyler,2012,1959
538,2084,,Sherlock Holmes: A Game of Shadows (Blu-ray) ,Sherlock Holmes,Guy Ritchie,Guy Ritchie,2012,2009
2676,3268,,X-Men: Days of Future Past    ,X-Men: Days of Future Past,Bryan Singer,Bryan Singer,2014,2014
961,771,,Fantastic Four: Rise of the Silver Surfer ,Fantastic Four,Tim Story,Tim Story,2007,2005
716,3729,,Rise of the Planet of the Apes (Two-Disc Edition Blu Ray + DVD/Digital Copy Combo) [Blu-ray] ,Rise of the Planet of the Apes,Rupert Wyatt,Rupert Wyatt,2011,2011
2646,5734,,Palo Alto    ,Palo Alto,Gia Coppola,Gia Coppola,2014,2014
914,4689,,Gangster Squad ,Gangster Squad,Ruben Fleischer,Ruben Fleischer,2013,2013
1772,1729,,Wonder Woman    ,Wonder Woman,Lauren Montgomery,Lauren Montgomery,2009,2009
3665,2513,,Real Steel    ,Real Steel,Shawn Levy,Shawn Levy,2011,2011
305,3180,,300: Rise of an Empire (2014)    ,300: Rise of an Empire,Noam Murro,Noam Murro,2014,2014
3262,4345,,Take This Waltz    ,Take This Waltz,Sarah Polley,Sarah Polley,2012,2012
4200,5172,,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,Thor Freudenthal,Thor Freudenthal,2013,2013
4264,1524,,The Bucket List ,The Bucket List,Rob Reiner,Rob Reiner,2008,2007
840,5781,,Million Dollar Arm ,Million Dollar Arm,Craig Gillespie,Craig Gillespie,2014,2014
412,2282,,Red (Special Edition) ,Red,Robert Schwentke,Robert Schwentke,2011,2010
570,45,,The Last Samurai (2003)    ,The Last Samurai,Edward Zwick,Edward Zwick,2003,2003
1133,1534,,"10,000 B.C.    ","10,000 B.C.",Roland Emmerich,Roland Emmerich,2008,2008
2633,6259,,Woman in Gold    ,Woman in Gold,Simon Curtis,Simon Curtis,2015,2015
1569,272,,Hero (English Subtitled)   ,Hero,Yimou Zhang,Yimou Zhang,2004,2004
3537,5259,,About Time ,About Time,Richard Curtis,Richard Curtis,2014,2013
1160,4517,,Flight (Two-Disc Combo: Blu-ray / DVD / Digital Copy + UltraViolet) ,Flight,Robert Zemeckis,Robert Zemeckis,2013,2012
3486,4645,,Lincoln ,Lincoln,Steven Spielberg,Steven Spielberg,2013,2012
3441,1802,,Taken    ,Taken,Pierre Morel,Pierre Morel,2009,2009
4634,6155,,Inherent Vice (2014) (Blu-ray+DVD+UltraViolet Combo Pack) ,Inherent Vice,Paul Thomas Anderson,Paul Thomas Anderson,2015,2015
745,5323,,Oldboy,Oldboy,Spike Lee,Spike Lee,2013,2013
218,2932,,G.I. Joe: Retaliation    ,G.I. Joe: Retaliation,Jon M. Chu,Jon M. Chu,2013,2013
56,3076,,Ender's Game [Blu-ray] ,Ender's Game,Gavin Hood,Gavin Hood,2014,2013
1497,3067,,Justice League: War [Blu-ray] ,Justice League: War,Jay Oliva,Jay Oliva,2014,2014
2112,232,,Cannonball ,Cannonball,Paul Bartel,Paul Bartel,2004,1976
1762,4777,,Storming Juno ,Storming Juno,Tim Wolochatiuk,Tim Wolochatiuk,2013,2010
345,2209,,Iron Man 2 (Single-Disc Edition) ,Iron Man 2,Jon Favreau,Jon Favreau,2013,2010
166,3268,,X-Men: Days of Future Past    ,X-Men: Days of Future Past,Bryan Singer,Bryan Singer,2014,2014
1667,921,,The Seven-Ups ,The Seven-Ups,Philip D'Antoni,Philip D'Antoni,1973,1973
407,1947,,Land of the Lost    ,Land of the Lost,Brad Silberling,Brad Silberling,2009,2009
4518,5221,,Enough Said    ,Enough Said,Nicole Holofcener,Nicole Holofcener,2013,2013
94,2831,,The Hobbit: An Unexpected Journey (plus bonus features)    ,The Hobbit: An Unexpected Journey,Peter Jackson,Peter Jackson,2012,2012
3896,3590,,Call Me Mrs. Miracle ,Call Me Mrs. Miracle,Michael Scott,Michael Scott,2011,2010
971,4762,,Father Goose    ,Father Goose,Ralph Nelson,Ralph Nelson,1964,1964
4528,5389,,47 Ronin,47 Ronin,Carl Rinsch,Carl Rinsch,2013,2013
195,863,,Harry Potter and the Goblet of Fire    ,Harry Potter and the Goblet of Fire,Mike Newell,Mike Newell,2005,2005
211,3394,,Interstellar    ,Interstellar,Christopher Nolan,Christopher Nolan,2014,2014
3098,6003,,Fury    ,Fury,David Ayer,David Ayer,2014,2014
384,1639,,Get Smart    ,Get Smart,Peter Segal,Peter Segal,2008,2008
1403,784,,The Great Raid ,The Great Raid,John Dahl,John Dahl,2011,2005
2810,4376,,360,360,Fernando Meirelles,Fernando Meirelles,2012,2012
4869,6230,,Old Fashioned    ,Old Fashioned,Rik Swartzwelder,Rik Swartzwelder,2014,2015
82,3036,,The Lone Ranger,The Lone Ranger,Gore Verbinski,Gore Verbinski,2013,2013
3007,3355,,Fury [Blu-ray] ,Fury,David Ayer,David Ayer,2015,2014
2041,3451,,The Dead Lands    ,The Dead Lands,Toa Fraser,Toa Fraser,2015,2015
844,2932,,G.I. Joe: Retaliation (Blu-ray / DVD / Digital Copy +UltraViolet) ,G.I. Joe: Retaliation,Jon M. Chu,Jon M. Chu,2013,2013
3369,313,,Shining Through    ,Shining Through,David Seltzer,David Seltzer,1992,1992
1521,3842,,The Rum Diary    ,The Rum Diary,Bruce Robinson,Bruce Robinson,2011,2011
4263,2676,,Battleship [Blu-ray] ,Battleship,Peter Berg,Peter Berg,2012,2012
274,4671,,Django Unchained [Blu-ray] ,Django Unchained,Quentin Tarantino,Quentin Tarantino,2013,2012
3151,5173,,Elysium (UltraViolet Digital Copy) [Blu-ray] ,Elysium,Neill Blomkamp,Neill Blomkamp,2013,2013
231,3094,,The Hunger Games: Catching Fire    ,The Hunger Games: Catching Fire,Francis Lawrence,Francis Lawrence,2013,2013
1956,2763,,Premium Rush (+ UltraViolet Digital Copy) [Blu-ray] ,Premium Rush,David Koepp,David Koepp,2012,2012
1038,2219,,Jonah Hex    ,Jonah Hex,Jimmy Hayward,Jimmy Hayward,2010,2010
3625,2015,,9,9,Shane Acker,Shane Acker,2009,2009
291,307,,Troy    ,Troy,Wolfgang Petersen,Wolfgang Petersen,2004,2004
2243,417,,Electra Glide in Blue [Blu-ray] ,Electra Glide in Blue,James William Guercio,James William Guercio,2013,1973
4108,3766,,Moneyball ,Moneyball,Bennett Miller,Bennett Miller,2012,2011
4081,1182,,Blood Diamond    ,Blood Diamond,Edward Zwick,Edward Zwick,2006,2006
131,3085,,Thor: The Dark World (With Digital-Exclusive Bonus Features)    ,Thor: The Dark World,Alan Taylor,Alan Taylor,2013,2013
3044,5360,,Saving Mr. Banks    ,Saving Mr. Banks,John Lee Hancock,John Lee Hancock,2013,2013
454,4321,,Prometheus (Blu-ray/ DVD + Digital Copy) ,Prometheus,Ridley Scott,Ridley Scott,2012,2012
138,2448,,Captain America: The First Avenger    ,Captain America: The First Avenger,Joe Johnston,Joe Johnston,2011,2011
3216,3153,,The Monuments Men ,The Monuments Men,George Clooney,George Clooney,2014,2014
2656,5467,,The Brownian Movement    ,Brownian Movement,Nanouk Leopold,Nanouk Leopold,2011,2010
851,2606,,Safe House ,Safe House,Daniel Espinosa,Daniel Espinosa,2012,2012
1927,2728,,Sinbad the Sailor ,Sinbad the Sailor,Richard Wallace,Richard Wallace,2012,1947
598,2519,,Fred 2: Night Of The Living Fred    ,Fred 2: Night Of The Living Fred,John Fortenberry,John Fortenberry,2012,2011
3131,2263,,The Town (2010)    ,The Town,Ben Affleck,Ben Affleck,2010,2010
326,2981,,After Earth    ,After Earth,M. Night Shyamalan,M. Night Shyamalan,2013,2013
2309,1887,,The Green Lantern: First Flight    ,Green Lantern: First Flight,Lauren Montgomery,Lauren Montgomery,2009,2009
739,1825,,Falling Down (Deluxe Edition) ,Falling Down,Joel Schumacher,Joel Schumacher,2009,1993
1156,1419,,The Naked Prey (The Criterion Collection) ,The Naked Prey,Cornel Wilde,Cornel Wilde,2008,1966
67,3489,,Meek's Cutoff    ,Meek's Cutoff,Kelly Reichardt,Kelly Reichardt,2011,2011
4914,4031,,The Woman in Black ,The Woman in Black,James Watkins,James Watkins,2012,2012
4174,1130,,The Guardian ,The Guardian,Andrew Davis,Andrew Davis,2007,2006
3041,1646,,24: Redemption    ,24: Redemption,Jon Cassar,Jon Cassar,2008,2008
2594,5491,,Special ID [Blu-ray] ,Special ID,Clarence Fok Yiu-leung,Clarence Fok Yiu-leung,2014,2014
911,1732,,Australia    ,Australia,Baz Luhrmann,Baz Luhrmann,2008,2008
863,1483,,Cloverfield    ,Cloverfield,Matt Reeves,Matt Reeves,2008,2008
2049,1543,,Captain Calamity    ,Captain Calamity,John Reinhardt,John Reinhardt,1936,1936
417,2940,,Olympus Has Fallen (Two Disc Combo: Blu-ray / DVD + UltraViolet Digital Copy) ,Olympus Has Fallen,Antoine Fuqua,Antoine Fuqua,2013,2013
40,2831,,The Hobbit: An Unexpected Journey (Extended Edition)    ,The Hobbit: An Unexpected Journey,Peter Jackson,Peter Jackson,2012,2012
4601,5625,,Transcendence (2014)    ,Transcendence,Wally Pfister,Wally Pfister,2014,2014
3663,1669,,The Dark Knight (+ BD Live) [Blu-ray] ,The Dark Knight,Christopher Nolan,Christopher Nolan,2008,2008
2683,2394,,13 Assassins (English Subtitled)   ,13 Assassins,Takashi Miike,Takashi Miike,2011,2011
3452,3678,,Bellflower    ,Bellflower,Evan Glodell,Evan Glodell,2011,2011
2536,3032,,Force of Execution ,Force of Execution,Keoni Waxman,Keoni Waxman,2013,2013
3013,6083,,R100    ,R100,Hitoshi Matsumoto,Hitoshi Matsumoto,2013,2015
3560,4671,,Django Unchained [Blu-ray] ,Django Unchained,Quentin Tarantino,Quentin Tarantino,2013,2012
52,3164,,Lone Survivor (Blu-ray + DVD + Digital HD with UltraViolet) ,Lone Survivor,Peter Berg,Peter Berg,2014,2014
744,304,,Harold & Kumar Go to White Castle    ,Harold & Kumar Go to White Castle,Danny Leiner,Danny Leiner,2004,2004
2711,6194,,American Sniper   ,American Sniper,Clint Eastwood,Clint Eastwood,2014,2015
4172,6229,,Welcome to Me    ,Welcome to Me,Shira Piven,Shira Piven,2015,2015
1701,552,,The Getaway (1972) [Blu-ray] ,The Getaway,Sam Peckinpah,Sam Peckinpah,2007,1972
31,723,,Batman Begins    ,Batman Begins,Christopher Nolan,Christopher Nolan,2005,2005
199,6390,,Pixels (3D Blu-ray + Blu-ray + UltraViolet) ,Pixels,Chris Columbus,Chris Columbus,2015,2015
558,4764,,Blowing Wild    ,Blowing Wild,Hugo Fregonese,Hugo Fregonese,1953,1953
3894,5083,,White House Down (+UltraViolet Digital Copy) ,White House Down,Roland Emmerich,Roland Emmerich,2013,2013
684,3022,,The Wolverine (Blu-ray + DVD + Digital HD with UltraViolet) ,The Wolverine,James Mangold,James Mangold,2013,2013
2493,535,,Never So Few    ,Never So Few,John Sturges,John Sturges,1959,1960
137,1646,0,24,24: Redemption,Jon Cassar,Jon Cassar,2006,2008
2387,297,,Charley Varrick ,Charley Varrick,Don Siegel,Don Siegel,2010,1973
1487,5951,,Horns    ,Horns,Alexandre Aja,Alexandre Aja,2014,2014
1647,1576,,Street Kings (+ Digital Copy) [Blu-ray] ,Street Kings,David Ayer,David Ayer,2008,2008
465,2142,,The Book of Eli ,The Book of Eli,Albert Hughes,Albert Hughes,2010,2010
4404,1191,,The Final Countdown (Widescreen Edition) ,The Final Countdown,Don Taylor,Don Taylor,2004,1980
191,4412,,The Dark Knight Rises    ,The Dark Knight Rises,Christopher Nolan,Christopher Nolan,2012,2012
1023,1732,,Australia ,Australia,Baz Luhrmann,Baz Luhrmann,2009,2008
1559,3920,,Extremely Loud & Incredibly Close (DVD + Ultraviolet Digital Copy) ,Extremely Loud & Incredibly Close,Stephen Daldry,Stephen Daldry,2012,2012
4766,936,,The Wings of Eagles ,The Wings of Eagles,John Ford,John Ford,2007,1957
178,3474,,Furious 7    ,Furious 7,James Wan,James Wan,2015,2015
