#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.address,ltable.name,ltable.phone,ltable.zip,rtable.address,rtable.name,rtable.phone,rtable.zip
6602,4364,2421,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,4323 E Towne Blvd,Doolittles Woodfire Grill,(608) 729-4980,53704
6603,4364,2480,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,2201 Atwood Ave,Harmony Bar & Grill,(608) 249-4333,53704
6604,4364,2566,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,3001 N Sherman Ave,Habanero’s Mexican Grill,(608) 244-1990,53704
6605,4364,2610,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,2417 Pennsylvania Ave,Slice’s Bar & Grill,(608) 243-6925,53704
6606,4364,2656,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,1849 Northport Dr,Benvenuto’s Italian Grill,(608) 241-1144,53704
6607,4364,2663,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,4628 E Washington Ave,Chipotle Mexican Grill,(608) 242-7334,53704
6608,4364,2732,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,4344 E Towne Blvd,Chili’s Bar & Grill,(608) 242-9300,53704
6609,4364,2895,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,1810 Roth St,The Lockeroom Bar and Grill,(608) 246-2010,53704
6610,4364,2910,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,4718 E Towne Blvd,Qdoba Mexican Grill,(608) 819-8910,53704
6611,4364,2951,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,Crowne Plaza Madison4402 E Washington Ave,Growlers Bar & Grille,(608) 244-4703,53704
6612,4364,2952,"3841 E. Washington Ave., Madison",Northwood's Grill,(608) 244-2481,53704,Crowne Plaza Madison4402 E Washington Ave,Growlers Bar & Grille,(608) 244-4703,53704
6613,4370,2424,"802 Regent St, Madison",Buckingham's Madison,(608) 251-4744,53715,273 N Charter St,Saigon Sandwich Madison,(608) 515-8564,53715
6614,4370,2428,"802 Regent St, Madison",Buckingham's Madison,(608) 251-4744,53715,910 Regent St,OSS Madison,(608) 709-1000,53715
6615,4370,2737,"802 Regent St, Madison",Buckingham's Madison,(608) 251-4744,53715,785 University Ave,Madison Cuisine,(608) 906-8888,53715
6616,4370,2787,"802 Regent St, Madison",Buckingham's Madison,(608) 251-4744,53715,802 Regent St,Buckingham’s Bar & Grill,(608) 251-4744,53715
6617,4370,2842,"802 Regent St, Madison",Buckingham's Madison,(608) 251-4744,53715,1212 Regent St,The Red Zone Madison,(608) 251-6766,53715
6618,4373,2402,123 W Milwaukee St,Rock Bottom Bar & Grill,(920) 675-1950,53549,3737 Milwaukee St,El Poblano Mexican Restaurant,(608) 204-2642,53714
6619,4373,2759,123 W Milwaukee St,Rock Bottom Bar & Grill,(920) 675-1950,53549,3737 Milwaukee St,Pan y Pan,(608) 285-5232,53714
6620,4374,2435,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,2916 Atwood Ave,Glass Nickel Pizza,(608) 245-0880,53704
6621,4374,2721,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,4933 Commercial Ave,Rosati’s Authentic Chicago Pizza,(608) 245-1111,53704
6622,4374,2829,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,1207 N Sherman Avenue,Falbo Bros Pizza Sherman,(608) 223-9800,53704
6623,4374,2843,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,2604 E Washington Ave,Papa John’s Pizza,(608) 244-7272,53704
6624,4374,2914,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,4128 E Washington Ave,Topper’s Pizza,(608) 246-0066,53704
6625,4374,2946,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,1860 E Washington Ave,Pizza Pit,(608) 246-7733,53704
6626,4374,3055,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,1753 Thierer Rd,Rocky’s Party Pizzeria,(608) 241-8001,53704
6627,4374,3121,"4933 Commercial Ave, Madison",Rosati's Pizza,(608) 245-1111,53704,1753 Thierer Rd,Rocky Rococo Pan Style Pizza,(608) 241-8001,53704
6628,4375,2918,"2005 N Sherman Ave, Madison",Busse's Markway Tavern Incorporated,(608) 244-0320,53704,3737 East Washington Ave,Murphy’s Tavern,(608) 249-7837,53704
6629,4375,3094,"2005 N Sherman Ave, Madison",Busse's Markway Tavern Incorporated,(608) 244-0320,53704,601 N North St,Tip Top Tavern,(608) 241-5515,53704
6630,4378,2934,4691 County Highway N,SchoolGrounds Cafe,(608) 228-9488,53527,4691 County Hwy N,School Grounds Cafe,(608) 228-9488,53527
6631,4381,3117,"57 S Stoughton Rd, Madison",Sundown Saloon,(608) 242-9646,53714,57 S Stoughton Rd,Sundown Saloon,(608) 242-9646,53714
6632,4385,2723,"914 Regent St, Madison",Greenbush Bar,(608) 257-2874,53715,914 Regent St,Greenbush Bistro,(608) 257-2874,53715
6633,4385,3161,"914 Regent St, Madison",Greenbush Bar,(608) 257-2874,53715,914 Regent St,Greenbush Bar,(608) 257-2874,53715
6634,4387,2640,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,706 John Nolen Dr,Heartland Grill,(608) 258-9505,53713
6635,4387,2682,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,6308 Metropolitan Ln,Bourbon Street Grille,(608) 222-4410,53713
6636,4387,2688,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,1821 S Park St,Sol Azteca Fusion Grill,(608) 561-8211,53713
6637,4387,2996,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,3044 Fish Hatchery Rd,Teriyaki Sushi Express,(608) 271-4000,53713
6638,4387,3152,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,2935 S Fish Hatchery Rd,Laredo’s Mexican Restaurant,(608) 274-7370,53711
6639,4387,3183,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,2601 W Beltline Hwy,Bonfyre American Grille,(608) 273-3973,53713
6640,4390,2912,"213 E Towne Mall, Madison",Steak Escape,(608) 241-7793,53704,213 East Towne Mall,Steak Escape,(608) 249-7600,53704
6641,4396,2966,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,8390 Market St,Johnny’s Italian Steakhouse,(608) 831-3705,53562
6642,4396,2984,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562
6643,4396,2993,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,2229 Deming Way,Abuelo’s,(608) 831-0739,53562
6644,4396,3082,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,2137 Deming Way,Ruth’s Chris Steak House,(608) 828-7884,53562
6645,4396,3103,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,2237 Deming Way,P.F. Chang’s,(608) 831-2488,53562
6646,4396,3109,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,2177 Deming Way,Which Wich,(608) 836-9424,53562
6647,4396,3140,2259 Deming Way,Quaker Steak & Lube,(608) 831-5823,53562,1611 Deming Way,Tanner’s Bar and Grill,(608) 833-7711,53562
6648,4401,2695,"2116 Atwood Ave, Madison",Mr Robert's,(608) 249-1660,53704,2116 Atwood Ave,Mr Roberts,(608) 249-1660,53704
6649,4407,2537,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,6604 Mineral Point Rd,North and South Seafood & Smokehouse,(608) 829-0093,53705
6650,4407,2568,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,Hilldale Shopping Center538 N Midvale Blvd,Flat Top Grill,(608) 236-0500,53705
6651,4407,2710,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,4000 University Ave,Chipotle Mexican Grill,(608) 233-4305,53705
6652,4407,2753,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,3256 University Ave,Panchero’s Mexican Grill,(608) 238-3899,53705
6653,4407,2825,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,6650 Mineral Point Rd,Qdoba Mexican Grill,(608) 827-7720,53705
6654,4407,2959,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,2741 University Ave,Qdoba Mexican Grill,(608) 218-9670,53705
6655,4407,3207,"6604 Mineral Pt Rd, Madison",Joey's Seafood & Grill,(608) 829-0093,53705,2535 University Ave,Blue Moon Bar & Grill,(608) 233-0441,53705
6656,4415,2180,119 N Main St,Harmony Bar,(608) 635-2844,53955,2817 N Main St,Dino’s Burgers,(323) 223-1843,90031
6657,4415,2379,119 N Main St,Harmony Bar,(608) 635-2844,53955,119 W Main St,The Paradise Lounge,(608) 256-2263,53703
6658,4415,2542,119 N Main St,Harmony Bar,(608) 635-2844,53955,119 E Main St,The Rigby Pub And Grill,(608) 442-1112,53703
6659,4418,2545,"696 S Whitney Way, Madison",Takara Japanese Restaurant,(608) 270-1188,53711,5710 Raymond Rd,Chang Jiang Restaurant,(608) 274-2328,53711
6660,4418,2580,"696 S Whitney Way, Madison",Takara Japanese Restaurant,(608) 270-1188,53711,696 S Whitney Way,Takara,(608) 270-1188,53774
6661,4418,2727,"696 S Whitney Way, Madison",Takara Japanese Restaurant,(608) 270-1188,53711,5401 W Beltline Hwy,Copper Top Restaurant,(608) 271-4588,53711
6662,4418,2863,"696 S Whitney Way, Madison",Takara Japanese Restaurant,(608) 270-1188,53711,2951 Triverton Pike,Liliana’s Restaurant,(608) 442-4444,53711
6663,4418,3152,"696 S Whitney Way, Madison",Takara Japanese Restaurant,(608) 270-1188,53711,2935 S Fish Hatchery Rd,Laredo’s Mexican Restaurant,(608) 274-7370,53711
6664,4422,2771,"430 N. Midvale Blvd., Madison",Caffe 608,(608) 316-6900,53705,Hilldale Mall430 N Midvale Blvd,Bar Bistro 608 / Rooftop Bar,(608) 316-6900,53705
6665,4423,2685,"506 E. Badger Rd., Madison",Badger Bowl,(608) 274-6662,53713,506 E Badger Rd,Badger Bowl,(608) 274-6662,53713
6666,4425,3197,"4711 Farwell St, McFarland",Spartan Bowl,(608) 838-8014,53558,5813 Main St,Spartan Pizza,(608) 838-8511,53558
6667,4427,2477,"1019 Williamson St, Madison",Nature's Bakery Cooperative,(608) 257-3649,53703,524 E Wilson St,Lakeview Bakery and Deli,(608) 250-2380,53703
6668,4427,2883,"1019 Williamson St, Madison",Nature's Bakery Cooperative,(608) 257-3649,53703,20 W Mifflin St,The Cooper’s Tavern,(608) 256-1600,53703
6669,4427,3052,"1019 Williamson St, Madison",Nature's Bakery Cooperative,(608) 257-3649,53703,22 S Carroll St,Signature Lounge,(608) 285-8000,53703
6670,4427,3105,"1019 Williamson St, Madison",Nature's Bakery Cooperative,(608) 257-3649,53703,831 E Johnson StSte 4,Sophia’s Bakery & Cafe,(608) 259-1506,53703
6671,4429,2597,"106 King Street, Madison",Red Sushi,(608) 294-1234,53703,449 State StSte G,Wasabi Japanese Restaurant & Sushi Bar,(608) 255-5020,53703
6672,4429,2750,"106 King Street, Madison",Red Sushi,(608) 294-1234,53703,106 King St,Red Sushi,(608) 294-1234,53703
6673,4435,3327,255 Union St,Green Forest Family Restaurant,(608) 882-0941,53536,215 Union St,La Cigogne,(718) 858-5641,11231
6674,4435,3476,255 Union St,Green Forest Family Restaurant,(608) 882-0941,53536,1032 Union St,Ital Kitchen,(347) 405-9727,11225
6675,4435,3579,255 Union St,Green Forest Family Restaurant,(608) 882-0941,53536,847 Union St,Kiwiana,(718) 230-3682,11215
6676,4435,3731,255 Union St,Green Forest Family Restaurant,(608) 882-0941,53536,144 Union St,Petite Crevette,(718) 855-2632,11231
6677,4435,3778,255 Union St,Green Forest Family Restaurant,(608) 882-0941,53536,787 Union St,Rose Water Restaurant,(718) 783-3800,11215
6678,4436,2805,"5506 University Ave, Madison",Barbie's Homemade Cookies,(608) 238-2578,53705,3306 University Ave,Double 10,(608) 231-9988,53705
6679,4436,2893,"5506 University Ave, Madison",Barbie's Homemade Cookies,(608) 238-2578,53705,626 University Ave,Churchkey Bar and Grill,(608) 259-0444,53715
6680,4437,2945,"675 South Whitney Way, Madison",Hy-Vee Market Cafe',(608) 277-6735,53711,675 S Whitney Way,Hyvee Market Cafe,(608) 277-6742,53711
6681,4440,3200,"211 King St, Madison",Natt Spil,Not Available,53703,211 King St,Natt Spil,(608) 258-8787,53703
6682,4448,2790,"444 Grand Canyon Dr, Madison",Pizza Oven,(608) 833-7272,53719,6628 Odana Rd,Pizza Pit Extreme,(608) 271-3333,53719
6683,4448,2999,"444 Grand Canyon Dr, Madison",Pizza Oven,(608) 833-7272,53719,444 Grand Canyon Dr,Schwoegler Park Towne Lanes,(608) 833-7272,53719
6684,4448,3106,"444 Grand Canyon Dr, Madison",Pizza Oven,(608) 833-7272,53719,6502 Grand Teton Plz,Pizza Hut of Southern Wis,(608) 833-2113,53719
6685,4448,3153,"444 Grand Canyon Dr, Madison",Pizza Oven,(608) 833-7272,53719,3150 Maple Valley Dr,Pizza Hut,(608) 845-0845,53719
6686,4451,2871,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,2980 Cahill Main,The Great Dane,(608) 442-9000,53711
6687,4451,2940,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,3050 Cahill MainSte 3,Curry in the Box,(608) 273-9100,53711
6688,4451,2975,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,3050 Cahill Main,Chimmies,(608) 270-2099,53711
6689,4451,2989,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711
6690,4451,3126,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,2969 Cahill Main,Tuscany Mediterranean Grill,(608) 270-1684,53711
6691,4451,3129,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,2969 Cahill Main,Tuscany Mediterranean Grill,(608) 270-1684,53711
6692,4452,2374,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,1358 Williamson St,Lazy Jane’s,(608) 257-5263,53703
6693,4452,2383,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,918 Williamson St,MSCo Patisserie,(608) 442-8009,53703
6694,4452,2384,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,625 State St,Mediterranean Cafe,(608) 251-8510,53703
6695,4452,2413,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,One John Nolen Dr,Lake Vista Cafe,(608) 261-4000,53703
6696,4452,2426,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,1351 Williamson St,Willalby’s Cafe,(608) 259-9032,53703
6697,4452,2477,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,524 E Wilson St,Lakeview Bakery and Deli,(608) 250-2380,53703
6698,4452,2597,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,449 State StSte G,Wasabi Japanese Restaurant & Sushi Bar,(608) 255-5020,53703
6699,4452,3105,"1358 Williamson St, Madison",Lazy Jane's Cafe & Bakery,(608) 257-5263,53703,831 E Johnson StSte 4,Sophia’s Bakery & Cafe,(608) 259-1506,53703
6700,4463,2484,"940 Williamson St., Madison",A Pig in a Fur Coat,(608) 316-3300,53703,940 Williamson St,A Pig In a Fur Coat,(608) 316-3300,53703
6701,4474,2906,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562,1902 Parmenter St,The Free House Pub,(608) 831-5000,53562
6702,4474,2970,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562
6703,4474,2997,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562,2227 Parmenter St,Three Sisters Old Town Inn,(608) 831-3773,53562
6704,4474,3075,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562,2906 Parmenter St,Culver’s,(608) 836-5577,53562
6705,4474,3167,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562,1920 Parmenter St,Roman Candle Pizzeria,(608) 831-7777,53562
6706,4475,2404,"600 Williamson St., Madison",Bangkok Cuisine,(608) 250-6280,53703,600 Williamson StSte E,Wah Kee Wonton Noodle,(608) 255-5580,53703
6707,4475,2484,"600 Williamson St., Madison",Bangkok Cuisine,(608) 250-6280,53703,940 Williamson St,A Pig In a Fur Coat,(608) 316-3300,53703
6708,4475,3104,"600 Williamson St., Madison",Bangkok Cuisine,(608) 250-6280,53703,600 Williamson StSte G,Mekong,(608) 250-6280,53703
6709,4475,3208,"600 Williamson St., Madison",Bangkok Cuisine,(608) 250-6280,53703,600 Williamson StSte M,Bandung Indonesian Restaurant,(608) 255-6910,53703
6710,4485,2519,"2840 University Ave, Madison",Sa Bai Thong,(608) 238-3100,53705,2840 University Ave,Sa-Bai Thong,(608) 238-3100,53705
6711,4485,2524,"2840 University Ave, Madison",Sa Bai Thong,(608) 238-3100,53705,610 University Ave,Sushi Express,(608) 467-9688,53715
6712,4485,2683,"2840 University Ave, Madison",Sa Bai Thong,(608) 238-3100,53705,2540 University Ave,Oliver’s Public House,(608) 819-8555,53705
6713,4485,2748,"2840 University Ave, Madison",Sa Bai Thong,(608) 238-3100,53705,540 University Ave,Erbert and Gerbert’s,(608) 467-7309,53703
6714,4496,2590,"36 S Fair Oaks Ave, Madison",Sala Thai,(608) 246-1889,53714,36 S Fair Oaks Ave,Sala Thai,(608) 246-1889,53714
6715,4496,2858,"36 S Fair Oaks Ave, Madison",Sala Thai,(608) 246-1889,53714,44 S Fair Oaks Ave,Fair Oaks Diner,(608) 249-7076,53714
6716,4507,2379,"116 King St, Madison",Opus Lounge,(608) 441-6787,53703,119 W Main St,The Paradise Lounge,(608) 256-2263,53703
6717,4507,2446,"116 King St, Madison",Opus Lounge,(608) 441-6787,53703,116 King St,Opus Lounge,(608) 441-6787,53703
6718,4507,2802,"116 King St, Madison",Opus Lounge,(608) 441-6787,53703,Hilton Madison Lobby9 E Wilson St,Olive Lounge,(608) 255-5100,53703
6719,4507,2890,"116 King St, Madison",Opus Lounge,(608) 441-6787,53703,240 W Gilman St,Samba Lounge,(608) 257-3300,53703
6720,4507,3052,"116 King St, Madison",Opus Lounge,(608) 441-6787,53703,22 S Carroll St,Signature Lounge,(608) 285-8000,53703
6721,4518,2528,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,444 W Johnson St,Bassett Street Brunch Club,(608) 467-5051,53703
6722,4518,2541,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,605 E Washington Ave,Blair Street BBQ & Catering,(608) 251-1000,53703
6723,4518,2556,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,305 State St,Tutto Pasta State Street,(608) 960-9980,53703
6724,4518,2588,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,603 State St,State Street Brats,(608) 255-5544,53703
6725,4518,2612,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,1001 Wisconsin Pl,The Statehouse,(608) 535-8222,53703
6726,4518,2768,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,852 Williamson St,Willy Street Pub & Grill,(608) 256-8211,53703
6727,4518,3205,"603 State St, Madison",State Street Brats,(608) 255-5544,53703,1304 E Washington Ave,Baldwin Street Grille,(608) 442-8400,53703
6728,4529,3070,"142 Market Street, Deforest",Aranda's,(608) 842-0683,53532,142 Market St,Aranda’s,(608) 842-0683,53532
6729,4551,2568,"538 N Midvale Blvd, Madison",Flat Top Grill,(608) 236-0500,53705,Hilldale Shopping Center538 N Midvale Blvd,Flat Top Grill,(608) 236-0500,53705
6730,4551,2710,"538 N Midvale Blvd, Madison",Flat Top Grill,(608) 236-0500,53705,4000 University Ave,Chipotle Mexican Grill,(608) 233-4305,53705
6731,4551,2753,"538 N Midvale Blvd, Madison",Flat Top Grill,(608) 236-0500,53705,3256 University Ave,Panchero’s Mexican Grill,(608) 238-3899,53705
6732,4551,2825,"538 N Midvale Blvd, Madison",Flat Top Grill,(608) 236-0500,53705,6650 Mineral Point Rd,Qdoba Mexican Grill,(608) 827-7720,53705
6733,4551,2959,"538 N Midvale Blvd, Madison",Flat Top Grill,(608) 236-0500,53705,2741 University Ave,Qdoba Mexican Grill,(608) 218-9670,53705
6734,4551,3207,"538 N Midvale Blvd, Madison",Flat Top Grill,(608) 236-0500,53705,2535 University Ave,Blue Moon Bar & Grill,(608) 233-0441,53705
6735,4562,2472,"2611 Monroe St, Madison",Jacs,(608) 441-5444,53711,2611 Monroe St,Jacs Dining and Tap House,(608) 441-5444,53711
6736,4563,2404,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,600 Williamson StSte E,Wah Kee Wonton Noodle,(608) 255-5580,53703
6737,4563,2484,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,940 Williamson St,A Pig In a Fur Coat,(608) 316-3300,53703
6738,4563,2497,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,944 Williamson St,Bahn Thai Restaurant,(608) 256-0202,53703
6739,4563,2530,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,316 State St,Parthenon Gyros Restaurant,(608) 251-6311,53703
6740,4563,2557,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,380 W Washington Ave,Maharani Restaurant,(608) 251-9999,53703
6741,4563,2571,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,315 State St,Takara Japanese Restaurant,(608) 268-0188,53703
6742,4563,2597,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,449 State StSte G,Wasabi Japanese Restaurant & Sushi Bar,(608) 255-5020,53703
6743,4563,2620,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,225 King St,Restaurant Muramoto,(608) 259-1040,53703
6744,4563,2649,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,226 State St,Nick’s Bar & Restaurant,(608) 255-5450,53703
6745,4563,2699,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,1236 Williamson St,Jamerica Caribbean Restaurant,(608) 251-6234,53703
6746,4563,2702,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,212 State St,608 Restaurant and Bar,(608) 250-5150,53703
6747,4563,2744,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,540 State St,Kabul Restaurant,(608) 256-6322,53703
6748,4563,2754,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,401 E Washington Ave,Bellini Italian Restaurant,(608) 250-0097,53703
6749,4563,2796,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,151 W Gorham St,Vientiane Palace Restaurant,(608) 255-2848,53703
6750,4563,3005,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,1146 Williamson St,Lao Laan-Xang Restaurant,(608) 280-0104,53703
6751,4563,3104,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,600 Williamson StSte G,Mekong,(608) 250-6280,53703
6752,4563,3208,"600 Williamson St, Madison",Bandung Indonesian Restaurant,(608) 255-6910,53703,600 Williamson StSte M,Bandung Indonesian Restaurant,(608) 255-6910,53703
6753,4574,2401,"6405 Mineral Pt Rd, Madison",Otto's Restaurant & Bar,(608) 274-4044,53705,6405 Mineral Point Rd,Otto’s Restaurant & Bar,(608) 535-6279,53705
6754,4574,2775,"6405 Mineral Pt Rd, Madison",Otto's Restaurant & Bar,(608) 274-4044,53705,5237 University Ave,Perkins Restaurant & Bakery,(608) 238-5133,53705
6755,4574,3072,"6405 Mineral Pt Rd, Madison",Otto's Restaurant & Bar,(608) 274-4044,53705,2500 University Ave,Lombardinos Italian Restaurant and Bar,(608) 238-1922,53705
6756,4585,2906,1920 Parmenter St,The Roman Candle,(608) 831-7777,53562,1902 Parmenter St,The Free House Pub,(608) 831-5000,53562
6757,4585,2970,1920 Parmenter St,The Roman Candle,(608) 831-7777,53562,1828 Parmenter St,Villa Dolce,(608) 833-0033,53562
6758,4585,2997,1920 Parmenter St,The Roman Candle,(608) 831-7777,53562,2227 Parmenter St,Three Sisters Old Town Inn,(608) 831-3773,53562
6759,4585,3075,1920 Parmenter St,The Roman Candle,(608) 831-7777,53562,2906 Parmenter St,Culver’s,(608) 836-5577,53562
6760,4585,3167,1920 Parmenter St,The Roman Candle,(608) 831-7777,53562,1920 Parmenter St,Roman Candle Pizzeria,(608) 831-7777,53562
6761,4596,2585,"5003 University Ave Ste 170, Madison",Glass Nickel Pizza Co.,(608) 218-9000,53705,2825 University Ave,Itzza Pizza,(608) 233-3500,53705
6762,4596,2601,"5003 University Ave Ste 170, Madison",Glass Nickel Pizza Co.,(608) 218-9000,53705,6644 Mineral Point Rd,Rosati’s Pizza Sports Pub,(608) 833-9300,53705
6763,4596,2638,"5003 University Ave Ste 170, Madison",Glass Nickel Pizza Co.,(608) 218-9000,53705,5003 University AveSte 170,Glass Nickel Pizza,(608) 218-9000,53705
6764,4596,2792,"5003 University Ave Ste 170, Madison",Glass Nickel Pizza Co.,(608) 218-9000,53705,6654 Mineral Point Rd,Dahmen’s Pizza Place,(608) 829-3005,53705
6765,4618,2497,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,944 Williamson St,Bahn Thai Restaurant,(608) 256-0202,53703
6766,4618,2530,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,316 State St,Parthenon Gyros Restaurant,(608) 251-6311,53703
6767,4618,2557,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,380 W Washington Ave,Maharani Restaurant,(608) 251-9999,53703
6768,4618,2571,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,315 State St,Takara Japanese Restaurant,(608) 268-0188,53703
6769,4618,2597,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,449 State StSte G,Wasabi Japanese Restaurant & Sushi Bar,(608) 255-5020,53703
6770,4618,2620,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,225 King St,Restaurant Muramoto,(608) 259-1040,53703
6771,4618,2649,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,226 State St,Nick’s Bar & Restaurant,(608) 255-5450,53703
6772,4618,2699,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,1236 Williamson St,Jamerica Caribbean Restaurant,(608) 251-6234,53703
6773,4618,2702,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,212 State St,608 Restaurant and Bar,(608) 250-5150,53703
6774,4618,2744,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,540 State St,Kabul Restaurant,(608) 256-6322,53703
