#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.address,ltable.name,ltable.phone,ltable.zip,rtable.address,rtable.name,rtable.phone,rtable.zip,gold
8120,5139,2555,"7345 Mineral Point Rd, Madison",Bonefish Grill,(608) 827-5720,53711,7345 Mineral Point Rd,Bonefish Grill,(608) 827-5720,53711,1
8174,5157,2384,"515 State St, Madison",Mia Za's Italian Cafe,(608) 250-1806,53703,625 State St,Mediterranean Cafe,(608) 251-8510,53703,0
8190,5163,2683,"2540 University Ave, Madison",Oliver's Public House,(608) 819-8555,53705,2540 University Ave,Olivers Public House,(608) 819-8555,53705,1
8214,5173,2845,"636 State St, Madison",City Bar,(608) 250-2489,53703,636 State St,City Bar,(608) 250-2489,53703,1
8243,5180,2809,"1805 Monroe St, Madison",Pizza Brutta,(608) 257-2120,53711,1614 Monroe St,Pizza Pit Extreme,(608) 251-4412,53711,0
8266,5190,2426,"1351 Williamson St, Madison",Willalby's Cafe,(608) 259-9032,53703,1351 Williamson St,Willalbys Cafe,(608) 259-9032,53703,1
8268,5191,2559,"707 N High Point Rd, Madison",Swagat Restaurant,(608) 836-9399,53717,1265 John Q Hammons Rd,Sprechers Restaurant and Pub,(608) 203-6545,53717,0
8271,5191,2891,"707 N High Point Rd, Madison",Swagat Restaurant,(608) 836-9399,53717,7017 Mineral Point Rd,Olive Garden Italian Restaurant,(608) 829-1158,53717,0
8313,5202,2848,"2098 Atwood Ave, Madison",Lao Laan Xang Restaurant,(608) 819-0140,53704,2702 Shopko Dr,Platas Restaurant at Bridges Golf Course,(608) 244-1822,53704,0
8335,5208,2507,"701 E Washington Ave Ste 104, Madison",Brass Ring,(608) 256-9359,53703,701 E Washington Ave,The Brass Ring,(608) 256-9359,53703,1
8400,5232,2412,"418 State St, Madison",Fair Trade Coffee House,(608) 268-0477,53703,558 State St,Roast Public House,(608) 260-0088,53703,0
8436,5241,3137,1965 Barber Dr,Halverson's Supper Club,(608) 873-3001,53589,1965 Barber Dr,Halversons Supper Club,(608) 873-3001,53589,1
8465,5255,2516,"319 West Gorham St, Madison",Chaser's Bar & Grille,(608) 512-0501,53703,240 W Gilman StFl 2,Samba Brazilian Grill,(608) 257-1111,53703,0
8490,5260,3762,2451 W Broadway,World Buffet,(608) 222-2962,53713,65 W Broadway,Saleya,(212) 510-7390,10007,0
8499,5268,2535,"1221 Ann St, Madison",Parkway Family Restaurant,(608) 255-2355,53713,1221 Ann St,Parkway Family Restaurant,(608) 255-2355,53713,1
8527,5280,2649,"225 King St, Madison",Restaurant Muramoto,(608) 259-1040,53703,226 State St,Nicks Bar & Restaurant,(608) 255-5450,53703,0
8582,5296,2458,6815 University Avenue,Middleton Sport Bowl,(608) 831-5238,53562,2862 University Ave,La Brioche True Food,(608) 233-3388,53705,0
8592,5296,2683,6815 University Avenue,Middleton Sport Bowl,(608) 831-5238,53562,2540 University Ave,Olivers Public House,(608) 819-8555,53705,0
8595,5296,2725,6815 University Avenue,Middleton Sport Bowl,(608) 831-5238,53562,604 University Ave,The Taco Shop,(608) 250-8226,53715,0
8607,5296,2959,6815 University Avenue,Middleton Sport Bowl,(608) 831-5238,53562,2741 University Ave,Qdoba Mexican Grill,(608) 218-9670,53705,0
8630,5298,2949,"Mineral Point Rd, Madison",Jason's Deli,(608) 827-7780,53717,6608 Mineral Point Rd,China Kitchen,(608) 826-4432,53705,0
8660,5309,2431,"419 State St, Madison",Palmyra Mediterranean Grill,Not Available,53703,419 State St,Palmyra Mediterranean Grill,(608) 630-9191,53703,1
8670,5309,2768,"419 State St, Madison",Palmyra Mediterranean Grill,Not Available,53703,852 Williamson St,Willy Street Pub & Grill,(608) 256-8211,53703,0
8705,5319,2705,"505 State St, Madison",Osaka House,(608) 819-8855,53703,908 E Johnson St,Johnson Public House,(608) 347-0483,53703,0
8737,5321,638,207 Milwaukee Ave E,Beauty & The Bean,(920) 563-4938,53538,4914 N Milwaukee Ave,Gale Street Inn,(773) 725-1300,60630,0
8740,5321,671,207 Milwaukee Ave E,Beauty & The Bean,(920) 563-4938,53538,2732 N Milwaukee Ave,The Harding Tavern,(773) 697-9340,60647,0
8764,5324,2557,"1 South Pinckney Street, Madison",L'Etoile Restaurant,(608) 251-0500,53703,380 W Washington Ave,Maharani Restaurant,(608) 251-9999,53703,0
8788,5333,2440,"117 W Main St, Madison",Shamrock Bar,(608) 255-5029,53703,117 W Main St,Shamrock Bar & Grille,(608) 255-5029,53703,1
8807,5341,2616,4503 Monona Dr,Rossi's,(608) 222-5115,53716,4544 Monona Dr,El Bolillo Bakery,(608) 819-6560,53716,0
8817,5341,3096,4503 Monona Dr,Rossi's,(608) 222-5115,53716,5805 Monona Dr,Silver Eagle Bar & Grill,(608) 222-2843,53716,0
8832,5344,3168,111 W Main St,Mojo's Sports Pub & Grill,(608) 849-6656,53597,1008 Quinn Dr,Luckys Bar & Grille,(608) 850-5825,53597,0
8836,5345,2870,"5956 Executive Drive, Madison",Funk's Pub,(608) 442-9500,53719,5956 Executive DrSte 101,Funks Pub,(608) 442-9500,53719,1
8886,5360,2556,"1304 E Washington Ave, Madison",Baldwin Street Grille,(608) 442-8400,53703,305 State St,Tutto Pasta State Street,(608) 960-9980,53703,0
8917,5362,2768,"123 E. Main St., Madison",Argus Bar Grille,(608) 256-4141,53703,852 Williamson St,Willy Street Pub & Grill,(608) 256-8211,53703,0
8940,5369,2744,"380 W Washington Ave, Madison",Maharani Indian Restaurant,(608) 251-9999,53703,540 State St,Kabul Restaurant,(608) 256-6322,53703,0
8944,5369,3208,"380 W Washington Ave, Madison",Maharani Indian Restaurant,(608) 251-9999,53703,600 Williamson StSte M,Bandung Indonesian Restaurant,(608) 255-6910,53703,0
9027,5407,2911,6250 Nesbitt Rd,True Coffee Roasters,(608) 277-1455,53719,6261 Nesbitt Rd,Quiveys Grove,(608) 273-4900,53719,0
9031,5408,2689,"2825 University Ave, Madison",Itzza Pizza,(608) 233-3500,53705,2825 University AveSte 1,IHOP,(608) 236-4200,53705,0
9076,5429,3009,8205 Klevenville Riley Rd,Riley Tavern,(608) 845-9150,53593,410 W Verona Ave,The Klassik Tavern,(608) 845-6471,53593,0
9142,5449,2737,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,785 University Ave,Madison Cuisine,(608) 906-8888,53715,0
9176,5458,2699,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,1236 Williamson St,Jamerica Caribbean Restaurant,(608) 251-6234,53703,0
9244,5484,2768,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,852 Williamson St,Willy Street Pub & Grill,(608) 256-8211,53703,0
9281,5497,2616,4605 Monona Dr,Snicks Sportsman Bar,(608) 661-2812,53716,4544 Monona Dr,El Bolillo Bakery,(608) 819-6560,53716,0
9322,5513,2473,"5518 University Ave, Madison",Original Pancake House,(608) 231-3666,53705,5518 University Ave,Original Pancake House,(608) 231-3666,53705,1
9365,5524,2620,"1146 Williamson St, Madison",Lao Laan-Xang Restaurant,(608) 280-0104,53703,225 King St,Restaurant Muramoto,(608) 259-1040,53703,0
9389,5534,2566,"2810 E Washington Ave, Madison",Happy Grill,(608) 249-5828,53704,3001 N Sherman Ave,Habaneros Mexican Grill,(608) 244-1990,53704,0
9449,5547,2895,"3001 North Sherman Avenue, Madison",Habanero's Mexican Grill,(608) 244-1990,53704,1810 Roth St,The Lockeroom Bar and Grill,(608) 246-2010,53704,0
9486,5559,2616,5805 Monona Dr,Silver Eagle Bar & Grill,(608) 222-2843,53716,4544 Monona Dr,El Bolillo Bakery,(608) 819-6560,53716,0
9504,5562,2928,"E Main St & S Pinckney St, Madison",Good Food,(608) 217-5227,53703,33 E Main St,Good Food,(608) 217-5227,53703,1
9520,5571,3136,217 W Main St,CamRock Cafe & Sport,(608) 423-2111,53523,509 W Main St,M-N-Ms Coffeehouse,(608) 850-3665,53597,0
9560,5584,2401,8640 W Mineral Point Rd,Morgan's Bar and Grill,(608) 798-1552,53528,6405 Mineral Point Rd,Ottos Restaurant & Bar,(608) 535-6279,53705,0
9586,5586,3606,100 Front St,Deb's Squeeze Inn,(608) 868-4849,53563,259 Front St,Cowgirl Sea Horse,(212) 608-7873,10038,0
9612,5597,3375,28 N Water St E,Bienfang's Bar,(920) 563-8046,53538,1 Water St,The River Caf,(718) 522-5200,11201,0
9629,5606,2928,118 E Main St,Silver Fox Bar,(608) 655-3381,53559,33 E Main St,Good Food,(608) 217-5227,53703,0
9632,5607,2764,4173 County Road P,Hilltop Inn,(608) 798-2893,53528,5737 County Road Cv,Veterans of Foreign Wars Truax-Longmire Post 8483,(608) 241-3740,53704,0
9662,5619,3215,"3910 E Washington Ave, Madison",Wendy's,(608) 244-1999,53704,2810 E Washington Ave,Peoples Bakery,(608) 245-0404,53704,0
9688,5634,3139,2202 W Broadway,Antler's Tavern,(608) 222-9872,53713,2409 W Broadway,Happy Wok,(608) 221-1661,53713,0
9708,5642,3004,121 E Main St,Wendigo,(608) 205-2775,53589,121 East Main St,Wendigo,(608) 205-2775,53589,1
9770,5674,2542,"525 W Johnson St, Madison",Badgerland Bar & Grill,(608) 251-3033,53703,119 E Main St,The Rigby Pub And Grill,(608) 442-1112,53703,0
9788,5677,2737,"703 University Ave, Madison",Fresh Madison Market,(608) 287-0000,53715,785 University Ave,Madison Cuisine,(608) 906-8888,53715,0
9789,5677,2842,"703 University Ave, Madison",Fresh Madison Market,(608) 287-0000,53715,1212 Regent St,The Red Zone Madison,(608) 251-6766,53715,0
9821,5687,3085,"7866 Mineral Point Rd, Madison",Silly Yak Bakery & Bread Barn,(608) 833-5965,53717,7866 Mineral Point Rd,Jacobson Bros Meats & Deli,(608) 833-6433,53717,0
9836,5702,2929,"1026 N Sherman Ave, Madison",Cafe La Bellitalia,(608) 243-1200,53704,4320 E Towne Blvd,Olive Garden Italian Restaurant,(608) 249-0340,53704,0
9849,5706,2136,726 S Main St,Jim's Burger Corner,(920) 674-4033,53549,646 S Main St,Natural Selection,(213) 265-7470,90014,0
9851,5706,3078,726 S Main St,Jim's Burger Corner,(920) 674-4033,53549,300 S Main St,AJs Pizzeria and Diner,(608) 497-1303,53593,0
9862,5713,2393,"2827 Atwood Dr., Madison",Daisy Cafe and Cupcakery,(608) 241-2200,53704,2827 Atwood Ave,Daisy Cafe and Cupcakery,(608) 241-2200,53704,1
9887,5725,2530,"316 State St, Madison",Pantheon Bar,(608) 251-6311,53703,316 State St,Parthenon Gyros Restaurant,(608) 251-6311,53703,1
9923,5755,3088,19 E Main St,Night Owl Food & Spirits,(608) 882-9973,53536,239 E Main St,Atlantis Taverna,(608) 837-5700,53590,0
9951,5769,3072,"610 University Ave, Madison",Sushi Express,(608) 467-9688,53715,2500 University Ave,Lombardinos Italian Restaurant and Bar,(608) 238-1922,53705,0
9979,5780,2863,"2701 Monroe St Ste 700, Madison",Bluephies Restaurant & Vodkatorium,(608) 231-3663,53711,2951 Triverton Pike,Lilianas Restaurant,(608) 442-4444,53711,0
10016,5857,3536,"156 E 2nd Street, New York",Supper,(212) 477-7600,10009,156 E 2nd St,Supper,(212) 477-7600,10009,1
10022,5874,3278,"68 Clinton Street, New York",Pig And Khao,(212) 920-4485,10002,68 Clinton St,Pig And Khao,(347) 704-2398,10002,1
10117,6170,3873,"231 E 9th Street, New York",Robataya NY,(212) 979-9674,10003,231 E 9th St,Robataya NY,(212) 979-9674,10003,1
10138,6240,3361,"454 Van Brunt Street, Brooklyn",Hometown Bar-B-Que,(347) 294-4644,11231,454 Van Brunt St,Hometown Bar-B-Que,(347) 294-4644,11231,1
10153,6305,3318,"163 Mulberry Street, New York",La Bella Vita Ristorante,(212) 775-8484,10013,138 Mulberry St,Pellegrinos Italian Restaurant,(212) 226-3177,10013,0
10154,6306,3420,"35 Avenue Of The Americas, New York",AOA Bar and Grill,(212) 925-1600,10013,71 N Moore St,Smith and Mills,(212) 226-2515,10013,0
10169,6349,3936,"131 Duane Street, New York",City Hall Restaurant,(212) 227-7777,10013,80 Bayard St,Bo Ky Restaurant,(212) 406-2292,10013,0
10180,6416,3948,"813 8th Avenue, New York",West End Bar and Grill,(212) 707-8986,10019,249 W 49th St,Lillies Victorian Bar & Restaurant,(212) 957-4530,10019,0
10191,6437,3691,"36 E 4th Street, New York",Aroma Kitchen & Winebar,(212) 375-0100,10003,103 1st Ave,Ugly Kitchen,(212) 777-6677,10003,0
10202,6457,3698,"236 5th Avenue, New York",ilili Restaurant,(212) 683-2929,10001,299 10th Ave,Porteno Restaurant,(212) 695-9694,10001,0
10210,6477,3510,"121 Hudson Street, New York",Mr. Chow Tribeca,(212) 965-9500,10013,200 Church St,Tribecas Kitchen,(646) 893-1022,10013,0
10218,6518,3986,"8 W 18th Street, New York",Ootoya,(212) 255-0833,10003,41 E 11th St,Ootoya Greenwich Village,(212) 473-4300,10003,0
10238,6568,3861,"145 W Broadway, New York",The Odeon,(212) 233-0507,10013,145 W Broadway,The Odeon,(212) 233-0507,10013,1
10243,6601,3493,"131 Rivington Street, New York",Schiller's Liquor Bar,(212) 260-4555,10002,65 Rivington St,Millers Near & Far,(646) 559-1210,10002,0
10268,6678,3398,"94 Avenue C, New York",Bobwhite Lunch & Supper Counter,(212) 228-2972,10009,94 Ave C,Bobwhite Counter,(212) 228-2972,10009,1
10334,6845,3665,"9 Pell Street, New York",Joe's Shanghai,(212) 233-8888,10013,14A Elizabeth St,Shanghai Asian Cuisine,(212) 964-5640,10013,0
10336,6848,3858,"10 W 28th Street, New York",The NoMad Restaurant,(212) 796-1500,10001,1170 Broadway,The NoMad Library,(347) 472-5660,10001,0
10361,6906,3319,"18 Bedford Avenue, Brooklyn",Five Leaves,(718) 383-5345,11222,18 Bedford Ave,Five Leaves,(718) 383-5345,11222,1
10397,6973,4027,"300 E 12th Street, New York",Angelica Kitchen,(212) 228-2909,10003,35 E 18th St,ABC Kitchen,(212) 475-5829,10003,0
10406,6985,3396,"Chelsea Market, 75 9th Avenue, New York",Mokbar,(646) 964-5963,10011,Chelsea Market75 9th Ave,The Green Table,(212) 741-6623,10011,0
10423,7023,3786,"691 8th Avenue, New York",Shake Shack,(646) 435-0136,10036,691 8th Ave,Shake Shack,(646) 435-0136,10036,1
10441,7098,3644,"315 West 48th Street, New York, NY",Maria's Mont Blanc Restaurant,(212) 582-9648,10036,43 W 46th St,Ipanema Restaurant,(646) 791-7171,10036,0
10448,7144,4001,"373 West 46th Street, New York",Hourglass Tavern,(212) 265-2060,10036,373 W 46th St,Hourglass Tavern,(212) 265-2060,10036,1
10463,7232,3791,"324 Lafayette Street, New York",Gato,(212) 334-6400,10012,324 Lafayette St,Gato,(212) 334-6400,10012,1
10468,7241,3962,"Time-Life Buildiing, 155 E 42nd Street, New York",The Capital Grille,(212) 953-2000,10017,16 E 48th St,Graso Grill,(212) 759-4848,10017,0
10470,7245,3627,"171 1st Avenue, New York",Momofuku Noodle Bar,(212) 777-1603,10003,8 Extra Pl,Momofuku Ko,(212) 203-8095,10003,0
10514,7343,3636,"140 W 46th Street, New York",St Andrews Restaurant & Bar,(212) 840-8413,10036,43 W 46th St,Ipanema Restaurant,(646) 791-7171,10036,0
10522,7368,3962,"633 3rd Avenue, New York, NY",Docks Oyster Bar & Seafood Grill,(212) 986-8080,10017,16 E 48th St,Graso Grill,(212) 759-4848,10017,0
10573,7510,4001,"252 W 47th Street, New York",Glass House Tavern,(212) 730-4800,10036,373 W 46th St,Hourglass Tavern,(212) 265-2060,10036,0
10589,7567,3862,"157 Mott Street, New York",Pho Bang Resturant,(212) 966-3797,10013,281 W Broadway,Pepolino Restaurant,(212) 966-9983,10013,0
10612,7642,3318,"93 Baxter Street, New York",Forlini's Restaurant,(212) 349-6779,10013,138 Mulberry St,Pellegrinos Italian Restaurant,(212) 226-3177,10013,0
10620,7660,3869,"757 Fulton Street, Brooklyn",Habana Outpost,(718) 858-9500,11217,757 Fulton St,Habana Outpost,(718) 858-9500,11217,1
10627,7682,3903,"105 Mulberry Street, New York",Sambuca's Cafe,(212) 431-0408,10013,48 Mulberry St,Sharkeys Cafe,(212) 804-8183,10013,0
