ID_A,ID_B,Title_A,Title_B,ISBN_A,ISBN_B
bn_459,B1001,DBASE III Plus Made Easy,"Learning Apache Kafka, Second Edition",9780078812941,9781784393090.0
bn_1545,B2580,Data Mining and Business Analytics with R / Edition 1,Practical Google Analytics and Google Tag Manager  for Developers,9781118447147,9781484202661.0
bn_2226,B2346,Getting Started with Enterprise Miner Software,Advanced Oracle Utilities: The Definitive Reference (Oracle In-Focus series),9781580251532,9780979795138.0
bn_308,B60,Life Science Data Mining,Oracle RMAN for Absolute Beginners,9789812700650,9781484207642.0
bn_2210,B1182,Visual Guide to Microsoft Access for Windows 95,Database Programming Language,9781566042864,9783540440802.0
bn_2406,B1258,"Database Theory and Application: International Conference, DTA 2009, Held as Part of the Future Generation Information Technology Conference, FGIT 2009, Jeju Island, Korea, December 10-12, 2009, Proceedings / Edition 1",UML and Data Modeling: A Reconciliation,9783642105821,9781935504191.0
bn_1577,B765,Learning to Use Microcomputer Applications: Paradox 4.5 DOS,Microsoft Access 97: Beginner's Course for Users (PC Crash Course),9780877092926,9781873005415.0
bn_124,B51,Optimizing Performance in DB2,Microsoft SQL Server 2012 A Beginners Guide 5/E,9780136382300,9780071761604.0
bn_156,B329,Paradox Queries 5.0 for Windows,Access 2013 Bible,9781558514010,9781118490358.0
bn_962,B2783,Introducing FoxPro 2.5 for Windows,Beginning SAS Programming: a true beginner's guide for learning SAS,9780070515901,9781514218990.0
bn_1629,B1554,First Look at Paradox 3.5,Advanced Information Systems Engineering,9780070204911,9783540437383.0
bn_2056,B2011,"Comprehensive Guide to the JDBC SQL API, with Cd-ROM",PowerBuilder 6.0 Questions & Answers,9781566046374,9781884777707.0
bn_2563,B626,Microsoft Excel and Access Integration: With Office 2007,Web Data Management: A Warehouse Approach (Springer Professional Computing),9780470104880,9781441918062.0
bn_829,B2775,"Digital Libraries - Current Issues: Digital Libraries Workshop, DL &#039;94, Newark, NJ, USA, May 19- 20, 1994. Selected Papers / Edition 1",MCITP Self-Paced Training Kit (Exam 70-441): Designing Database Solutions by Using Microsoft® SQL Server 2005: Designing Database Solutions by Using ... Server 2005 (Microsoft Press Training Kit),9783540592822,9780735623422.0
bn_740,B2867,Data Management: Databases &amp; Organizations / Edition 5,Microsoft Access at a Glance (At a Glance (Microsoft)),9780471715368,9781572313699.0
bn_2039,B97,Microsoft SQL Server 2005 New Features (Database Series),Index Data Structures in Object-Oriented Databases (Advances in Database Systems),9780072227765,9781461378495.0
bn_907,B2926,Inside Microsoft SQL Server 6.5,Getting Started with Impala: Interactive SQL for Apache Hadoop,9781572313316,9781491905777.0
bn_1337,B2101,Data Dictionaries and Data Administration: Concepts and Practices for Data Resource Management,Microsoft Excel 2013 Data Analysis and Business Modeling,9780814455968,9780735669130.0
bn_2438,B2213,Oracle Enterprise Manager Cloud Control 12c Deep Dive,"Algorithm Engineering and Experimentation: International Workshop ALENEX'99 Baltimore, MD, USA, January 15-16, 1999, Selected Papers (Lecture Notes in Computer Science)",9780071790574,9783540662273.0
bn_1864,B207,Support Vector Machines: Theory and Applications / Edition 1,Business Analysis Using Regression: A Casebook,9783642063688,9780683306729.0
bn_2306,B1253,Concepts and Case Studies in Data Management,SAP Business Information Warehouse Reporting: Building Better BI with SAP BI 7.0,9781555447618,9780071496162.0
bn_339,B2469,Learn Access 2002 Comprehensive / Edition 1,Oracle8 Database Design Using UML  Object Modeling,9780130097231,9780078824746.0
bn_593,B278,Database Developer's Guide with Visual C++ 2,Sybase SQL Server: Performance and Tuning Guide : Sybase SQL Server Release 11.0.X,9780672306136,9781850328834.0
bn_2120,B492,The Definitive Guide to db4o / Edition 1,Understanding Relational Databases with Examples in SQL-92,9781590596562,9780471585381.0
bn_1580,B1742,MySQL: Building User Interfaces,Measuring Data Quality for Ongoing Improvement: A Data Quality Assessment Framework (The Morgan Kaufmann Series on Business Intelligence),9780735710498,9780123970336.0
bn_1083,B1259,Advanced Oracle SQL Tuning: The Definitive Reference,Microsoft® Office Access 2003 Inside Out (Bpg-Inside Out),9780991638604,9780735615137.0
bn_1667,B1797,Access 97 Programming Unleashed,Hadoop Operations and Cluster Management Cookbook,9780672310492,9781782165163.0
bn_2229,B277,Sap R/3 Reporting Tools,"SQL for Beginners: Learn the Structured Query Language for the Most Popular Databases including Microsoft SQL Server, MySQL, MariaDB, PostgreSQL, and Oracle",9780072123425,9781508503422.0
bn_531,B2525,Working with Paradox for Windows,Beginning Visual Web Programming in C#,9780877090243,9781590593615.0
bn_2787,B1936,Principles of Data Mining / Edition 1,SQL Design Patterns: Expert Guide to SQL Programming (IT In-Focus series) (Volume 4),9780262082907,9780977671540.0
bn_830,B88,Collaborative Computing with Delphi,SQL All-in-One For Dummies,9781556225543,9780470929964.0
bn_360,B1790,Sybase SQL Server 11 Unleashed,Access Bible for Windows 95,9780672309090,9781568844930.0
bn_938,B1394,Sams Teach Yourself PL/SQL in 21 Days with Cdrom,Microsoft Access 2002 (Marquee Series),9780672311239,9780763814663.0
bn_2455,B433,"Database and Expert Systems Applications: 7th International Conference, DEXA '96, Zurich, Switzerland, September 9 - 13 , 1996. Proceedings",Access 97: No Experience Required,9783540616566,9780782121506.0
bn_2217,B1517,"ICDT Ninety: Proceedings of the Third International Conference on Database Theory, Paris, France, December 12-14, 1990",Information on Demand: Introduction to DB2 9 New Features,9780387535074,9780071487832.0
bn_2156,B2285,"Database Programming Languages (DBPL-5): Proceedings of the Fifth International Workshop on Database Programming Languages, Gubbio, Umbria, Italy, 6-8 September 1995","Databases in Telecommunications II: VLDB 2001 International Workshop, DBTel 2001 Rome, Italy, September 10, 2001 Proceedings (Lecture Notes in Computer Science)",9783540760863,9783540426233.0
bn_1298,B955,Informix On-Line Performance Tuning,"Multimodal Technologies for Perception of Humans: International Evaluation Workshops CLEAR 2007 and RT 2007, Baltimore, MD, USA, May 8-11, 2007, ... Papers (Lecture Notes in Computer Science)",9780131243224,9783540685845.0
bn_1465,B2944,GIS Data Conversion Handbook,Db2 10.1 Exam 610 Practice Questions,9780962506345,9781105933455.0
bn_37,B128,Oracle And Open Source,"Conceptual Modeling ER'99: 18th International Conference on Conceptual Modeling Paris, France, November 15-18, 1999 Proceedings (Lecture Notes in Computer Science)",9780596000189,9783540666868.0
bn_2719,B2042,"Advances in Databases and Information Systems: Proceedings of the Second International Workshop on Advances in Databases and Information Systems (ADBIS'95), Moscow, 27-30 June 1995","PRICAI 2014: Trends in Artificial Intelligence: 13th Pacific Rim International Conference on Artificial Intelligence, PRICAI 2014, Gold Coast, QLD, ... (Lecture Notes in Computer Science)",9783540760146,9783319135595.0
bn_254,B1965,End-User Searching: Services and Providers,Client/Server Programming With Access & SQL Server: The Integrated Guide for Programmers & Developers,9780838904886,9781566046930.0
bn_1809,B906,Professional SQL Server Development with Access 2000 / Edition 1,IBM Ess and IBM DB2 Udb Working Together,9781861004833,9780738422589.0
bn_671,B2540,The FoxPro Code Book,Practical Business Intelligence with SQL Server 2005,9781556236143,9780321356987.0
bn_1511,B386,The Entity-Relationship Approach to Logical Data Base Design,PowerBuilder 5 Developer's Resource: Client/Server Programming for the Enterprise,9780894353840,9780132711562.0
bn_1431,B2710,Social Media Mining: An Introduction,DB2 9 Exam 730 Practice Questions,9781107018853,9780557033188.0
bn_931,B1656,"Microsoft Access VBA Programming for the Absolute Beginner, Second Edition",Parallel Robots (Solid Mechanics and Its Applications),9781592007233,9781402003851.0
bn_2375,B2078,Data Mining And Knowledge Discovery Technologies,"Data Mining Techniques: For Marketing, Sales, and Customer Relationship Management",9781599049601,9780470650936.0
bn_1389,B1932,Oracle Big Data Handbook,Oracle Nt Handbook,9780071827263,9780072119176.0
bn_1554,B1323,Implementing Database Systems Using Java / Edition 1,Beginner Database Design & SQL Programming Using Microsoft SQL Server 2012,9780471757160,9781479156047.0
bn_1236,B1762,Secure Data Management in Decentralized Systems / Edition 1,Informix Universal Data Option (Client/Server),9780387276946,9780079136978.0
bn_965,B906,Database Systems: The Complete Book / Edition 2,IBM Ess and IBM DB2 Udb Working Together,9780131873254,9780738422589.0
bn_1566,B2616,View Updating and Relational Theory,Oracle DBA 101,9781449357849,9780072121209.0
bn_2169,B2483,The Handbook of Multimedia Information Management,JasperReports 3.5 for Java Developers,9780132073257,9781847198082.0
bn_171,B135,Microsoft ADO. Net 2. 0 Step by Step,"New Perspectives on Microsoft Access 2013, Introductory",9780735621640,9781285099217.0
bn_2061,B2665,Microsoft Access 2000,The Arithmetic of Dynamical Systems (Graduate Texts in Mathematics),9780735610668,9781441924179.0
bn_1232,B414,Medical Data Mining and Knowledge Discovery / Edition 1,Microsoft OLAP Unleashed with CDROM,9783790824780,9780672316715.0
bn_1628,B2242,OS/2 Database Manager: A Developer's Guide,"PhoneGap 3, Beginner's Guide, 2nd Edition",9780471508038,9781782160984.0
bn_689,B2529,"Database and Expert Systems Applications: 10th International Conference, DEXA'99, Florence, Italy, August 30 - September 3, 1999, Proceedings","Oracle CRM - Best Practices: Wie Sie CRM nutzen, um Kunden zu gewinnen, zu binden und Beziehungen auszubauen (German Edition)",9783540664482,9783834812407.0
bn_2448,B2001,Multi-Domain Master Data Management: Advanced MDM and Data Governance in Practice,Oracle PL/SQL Language Pocket Reference (Pocket Reference (O'Reilly)),9780128008355,9780596514044.0
bn_1492,B2543,"Information Security Theory and Practices. Smart Devices, Convergence and Next Generation Networks: Second IFIP WG 11.2 International Workshop, WISTP 2008, Seville, Spain, May 13-16, 2008 / Edition 1",Access 2010 24-Hour Trainer,9783540799658,9780470591673.0
bn_767,B2424,World Wide Web Bible,An Introduction to Database Systems (8th Edition),9781558284104,9780321197849.0
bn_2045,B1902,dBASE IV 2.0 Programming,Oracle Debugging,9780830645787,9780982306147.0
bn_598,B1551,Microsoft Access 2.0: LTU Windows Applications / Edition 1,Building dBASE 4 2.0 Applications: A Hands-On Programming Guide,9780877095941,9780201626346.0
bn_2367,B2759,GO! with Microsoft Access 2013 Introductory / Edition 1,"FileMaker 12 Developers Reference: Functions, Scripts, Commands, and Grammars",9780133417487,9780789748478.0
bn_876,B2460,Access 2.0 (Teach Yourself),Powerbuilder 5: A Developer's Guide,9781558283510,9781558514737.0
bn_1633,B283,Information Engineering for the Practioner: Putting Theory into Practice,dBase III User's Handbook,9780134645797,9780345323781.0
bn_1951,B2171,Interactive Data Warehousing Via the Web,Python Data Analysis,9780130803719,9781783553358.0
bn_2635,B183,Pro Data Visualization using R and JavaScript,PHP and MySQL for Beginners,9781430258063,9780990402015.0
bn_2487,B2059,Amazon Redshift: A Columnar Database SQL and Architecture (PagePerfect NOOK Book),Microsoft Word 2000 Quick Access (Quick Access Reference Charts),9781940540290,9780878913237.0
bn_1220,B914,Microsoft ADO.NET 4 Step by Step,e-Government and Employment Services: A Case Study in Effectiveness (SpringerBriefs in Applied Sciences and Technology),9780735638884,9783319020297.0
bn_261,B475,DB2 10 for z/OS Database Administration: Certification Study Guide,Microsoft Access for Windows 95 (Quicktorial),9781583473696,9780538715416.0
bn_178,B116,FileMaker Pro and the World Wide Web,"Microsoft Office Access 2013: A Skills Approach, Complete",9780126380552,9780077394233.0
bn_989,B2096,Querying with SQL T-SQL for Microsoft SQL Server,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,2940044777088,9780789715074.0
bn_2557,B1113,Databases Demystified: A Self-Teaching Guide,Inside RRAS: Remote Access Solutions for Windows NTÂ,9780072253641,9780471251590.0
bn_1815,B2723,Oracle Warehouse Builder 11gR2: Getting Started 2011,DB2 9 Exam 543 Practice Questions,9781849683456,9781475222210.0
bn_2914,B1571,"Databases: Proceedings of the First British National Conference on Databases Held at Jesus College, Cambridge, 13-14 July 1981",Exam 98-369 Cloud Fundamentals,9780470272954,9781119062868.0
bn_2520,B1885,"Uncertainty and Intelligent Systems: Proceedings of the 2nd International Conference on Information Processing and Management of Uncertainty in Knowledge Based Systems. IPMU '88, Urbino, Italy, July 4-7, 1988",Advanced Oracle SQL Programming: The Expert Guide to Writing Complex Queries (Oracle In-Focus series) (Volume 28),9780387194028,9780977671588.0
bn_2479,B1929,Data Mining with SQL Server 2005,Learning C# 3.0,9780471462613,9780596521066.0
bn_2729,B1589,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map","Essential Oracle8i Data Warehousing: Designing, Building, and Managing Oracle Data Warehouses",9781430264453,9780471376781.0
bn_870,B1657,Temporal And Spatio-Temporal Data Mining,Oracle8i Certified Professional DBA Practice Exams,9781599043876,9780072133417.0
bn_2399,B739,PostgreSQL,Secrets of the NLP Masters: 50 Techniques to be Exceptional (Teach Yourself),9780672327568,9781473600126.0
bn_741,B102,Zabbix Network Monitoring Essentials,PHP Programming with MySQL,9781784394080,9780619216870.0
bn_724,B2576,Database Management,The Sql Guide to Oracle,9780878357130,9780201565454.0
bn_2014,B231,Professional NoSQL,"ISIS: International Symposium on Interdisciplinary Science: Northwestern State University, Natchitoches, Louisiana, 6-8 October 2004 (AIP Conference Proceedings / Mathematical and Statistical Physics)",9780470942246,9780735402409.0
bn_1899,B2048,Microsoft Access for Teachers,Microsoft SQL Server 2000 Weekend Crash Course,9780743938112,9780764548406.0
bn_2268,B2711,"Advanced Database Systems: 10th British National Conference on Databases, BNCOD 10, Aberdeen, Scotland, July 6 - 8, 1992. Proceedings / Edition 1","How to Cheat at Managing Windows Server Update Services, Volume 1",9783540556930,9781597490276.0
bn_997,B94,SAP BusinessObjects BI 4.0 The Complete Reference 3/E / Edition 1,"Business Process Management Workshops: BPM 2014 International Workshops, Eindhoven, The Netherlands, September 7-8, 2014, Revised Papers (Lecture Notes in Business Information Processing)",9780071773126,9783319158945.0
bn_401,B1714,Unix for Oracle Dbas Pocket Reference,Essentials: Access 2002 Level 2 (Essentials Series: Microsoft Office XP),9780596000660,9780130927606.0
bn_286,B2427,"Database Security, V: Status and Prospects",Play Framework Cookbook,9780444895189,9781849515528.0
bn_1632,B2237,In Hindsight: A Compendium of Business Continuity Case Studies,Oracle PL / SQL For Dummies,9781849285919,9780764599576.0
bn_1317,B948,"Making Sense of Data II: A Practical Guide to Data Visualization, Advanced Data Mining Methods, and Applications / Edition 1",Oracle Essentials: Oracle Database 11g,9780470222805,
bn_687,B2965,Mastering Data Analysis with R,Building Access 2 Applications: Using Point-and-Click Programming,9781783982035,9780471303619.0
bn_2158,B295,Managing Information Assurance in Financial Services / Edition 1,Delivering Business Intelligence with Microsoft SQL Server 2012 3/E,9781599041711,9780071759380.0
bn_1110,B1239,Quick Course in Microsoft Access 2000: Effective Software Training for People in a Hurry,Oracle SQL and Introductory PL/SQL,9781572319790,9780072860467.0
bn_1956,B1145,Linq in Action,Developing with Couchbase Server,9781933988160,9781449331160.0
bn_224,B1391,SQL/400: A Professional Programmer's Guide,Individual-based Modeling and Ecology: (Princeton Series in Theoretical and Computational Biology),9780070407992,9780691096667.0
bn_1145,B2479,Paradox for Windows Quick Reference,Powerbuilder Foundation Class Library Professional Reference (Team Powersoft Series),9780880229470,9780079132673.0
bn_600,B1998,6th International Workshop on Object-Oriented Real-Time Dependable Systems (Words 2001),Database Design and Programming for DB2/400,9780769510682,9781882419067.0
bn_2225,B1402,Modern Computational Approaches to Traditional Chinese Medicine,"Data Warehousing and Decision Support : The State of the Art, Volume 1",9780123985101,9781571090058.0
bn_1170,B2149,Big Data for Chimps: A Guide to Massive-Scale Data Processing in Practice,Oracle 10g Developer: PL/SQL Programming,9781491923900,9781423901365.0
bn_597,B331,Learn SQL in Three Days,Discrete Event Systems: Diagnosis and Diagnosability (SpringerBriefs in Electrical and Computer Engineering),9781556227653,9781461400301.0
bn_603,B1307,Microsoft Access 2002 ? Illustrated Complete / Edition 1,"Modular Ontologies: Concepts, Theories and Techniques for Knowledge Modularization (Lecture Notes in Computer Science / Theoretical Computer Science and General Issues)",9780619045081,9783642019067.0
bn_350,B1436,"Text Mining and Its Applications to Intelligence, Crm and Knowledge Management",Delivering Continuity and Extreme Capacity With the IBM DB2 Purescale Feature,9781853129957,9780738437170.0
bn_28,B2609,Course ILT: Filemaker Pro 5.0,Voice User Interface Design,9780619023119,9780321185761.0
bn_2808,B1342,Focus on Symphony Databases,Oracle Automatic Storage Management: Under-the-Hood & Practical Deployment Guide (Oracle Press),9780895883360,9780071496070.0
bn_2500,B2516,Microsoft Access Version 2002 Step-by-Step Courseware: Core Skills,Using Oracle,9780470069370,9780880225069.0
bn_998,B774,Database Integrity: Challenges and Solutions,Oracle JDeveloper 3 Handbook (Osborne ORACLE Press Series),9781930708389,9780072127164.0
bn_111,B2658,DB2 for Z/OS and OS/390 Development for Performance Vol. 2 of 2,"Visual Data Mining: Theory, Techniques and Tools for Visual Analytics (Lecture Notes in Computer Science)",9780966846065,9783540710790.0
bn_698,B230,Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining,Apache Mahout Essentials,9781118834817,9781783554997.0
bn_1546,B1415,Managing Data Mining: Advice from Experts,DBA's Guide to Databases Under Linux,9781591402435,9781928994046.0
bn_2572,B987,Databases with Access: Learning Made Simple,Adobe Acrobat DC Classroom in a Book,9780750681865,9780134171838.0
bn_2941,B2664,Sams Teach Yourself SQL in 24 Hours,"Data Mining Techniques: For Marketing, Sales, and Customer Support",9780672318993,9780471179801.0
bn_2550,B17,Pro Couchbase Server,"Mastering and Using Microsoft Access 2000: Comprehensive Course, Updated Edition",9781430266136,9780619051501.0
bn_2619,B2657,Upgrading SAP®,Sams Teach Yourself Oracle8 Database Development in 21 Days,9781449630072,9780672310782.0
bn_2300,B61,"Deductive and Object-Oriented Databases: Third International Conference, DOOD '93, Phoenix, Arizona, U. S. A., December 6-8, 1993: Proceedings",Just Hibernate,9780387575308,9781449334376.0
bn_187,B2572,Oracle 8 Black Book,Learn File Maker Pro 5.0,9781576101872,9781556228001.0
bn_853,B262,"The Organization of Reduction, Data Flow, and Control Flow Systems",Learning Hadoop 2,9780262610810,9781783285518.0
bn_2146,B1137,Pro Oracle Spatial for Oracle Database 11g / Edition 1,DB2 - Quick Upper Bound Estimate an Application Design Methodology,9781590598993,9780738407692.0
bn_1329,B134,Information Security Management: Concepts and Practice / Edition 1,Essential Oracle 7,9781420078541,9780672308734.0
bn_2147,B54,Beginning Microsoft SQL Server 2012 Programming,Exploring Microsoft Office XP,9781118102282,9780790612331.0
bn_944,B555,Paradox 3.5 User's Instant Reference,"The dBASE Book, Vol 2: Developing Windows Applications with dBASE Plus (Volume 2)",9780895887665,9780989287517.0
bn_2836,B1552,Learning Haskell Data Analysis,MongoDB: The Definitive Guide,9781784395230,9781449344689.0
bn_1530,B2353,Advances in Data Base Theory,Distributed Computing with IBMÂ MQSeries,9780306406294,9780471149347.0
bn_2261,B2503,Access 97 Exam Prep,SQL Server T-SQL Comprehensive: version 2012,9781576102312,9780988330047.0
bn_1542,B2289,PC Data Recovery and Disaster Prevention,"Desarrollo Web con PHP, Apache y MySQL/ Beginning  PHP, Apache and MySQL Web Development (Spanish Edition)",9781855541627,9788441517554.0
bn_177,B2670,Data Quality For The Information Age / Edition 1,"15th International Conference on Data Engineering: Proceedings March 23-26, 1999 Sydney, Australia",9780890068830,9780769500713.0
bn_294,B487,Mastering FoxPro,"Laboratory Course in Disc Operating System, WORDPERFECT 4.2, V.P. Planner Plus and dBase III Plus (Heath laboratory course series)",9780895886712,9780669217445.0
bn_770,B2707,"Service Parts Planning with mySAP SCM: Processes, Structures, and Functions / Edition 1",dBASE IV: Programmer's Reference Guide (Database Performance Library),9783540326502,9780672226540.0
bn_1531,B2220,Mastering and Using: Microsoft Access 2000: Comprehensive Course / Edition 1,NHibernate 3 Beginner's Guide,9780538426107,9781849516020.0
bn_1139,B1016,Database Magic with Ken North,Probabilistic Methods for Algorithmic Discrete Mathematics (Algorithms and Combinatorics),9780136471998,9783642084263.0
bn_1559,B974,DBASE IV SmartStart,DB2 for Os/390 and Z/OS Powering the World's E-Business Solutions,9781565292512,9780738422541.0
bn_897,B2961,"Advances in Web-Age Information Management: 5th International Conference, WAIM 2004, Dalian, China, July 15-17, 2004, Proceedings / Edition 1",Mysql 5: La más popular de las bases de datos libres (Spanish Edition),9783540224181,9783846563816.0
bn_2643,B1046,Professional SQL Server Reporting Services,Experience Skype to the Max: The Essential Guide to the World's Leading Internet Communications Platform,9780764568787,9781484206577.0
bn_1581,B883,Sams Teach Yourself SAP in 24 Hours,Einführung in SAP Business Information Warehouse (German Edition),9780132715102,9783540311249.0
bn_2562,B2344,Bento Book: Beauty and Simplicity in Digital Organization,DB2 Udb Evaluation Guide for Linux and Windows,9780789738127,9780738429267.0
bn_2718,B2011,Introduction to Paradox 4.0,PowerBuilder 6.0 Questions & Answers,9781565270664,9781884777707.0
bn_2301,B327,Multimedia Data Mining: A Systematic Introduction to Concepts and Theory,The Microsoft SQL Server 2000 Performance Optimization and Tuning Handbook,9781584889663,9781555582418.0
bn_1410,B648,Auf dem Weg zur Integration Factory: Proceedings der DW2004 - Data Warehousing und EAI / Edition 1,dBASE Demystified: dBASE Ii/Iii/III Plus : Applications and Solutions to Real Problems (Byte Books),9783790815641,9780070038448.0
bn_2778,B1278,JDBC API Tutorial and Reference / Edition 3,Data Wrangling with Python,9780321173843,9781491948811.0
bn_2051,B1799,Microsoft FoxPro 2.5 for Windows Step by Step,Data Warehousing For Dummies,9781556155406,9780470407479.0
bn_2989,B2132,"Computer Security and Information Integrity: Proceedings of the IFIP Tc11 Sixth International Conference, Helsinki, Finland, 23-25 May, 1990",Oracle Database Administration Concepts & Implementation Made Simple,9780444888594,9780977073900.0
bn_230,B1971,"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop (Industrial Stream)",DB2 10 for z/OS: Cost Savings . . . Right Out of the Box,9789813083530,9781583473610.0
bn_1703,B2502,Access 2000: No Experience Required,"High Availability and Disaster Recovery Options for DB2 for Linux, Unix, and Windows",9780782124859,9780738437347.0
bn_1086,B70,SAP Database Administration with MS SQL Server 2000,Oracle9i Application Server Portal Handbook (Osborne ORACLE Press Series),9781592290055,9780072222494.0
bn_628,B2366,Data Mining and Business Intelligence: A Guide to Productivity,Microsoft® SQL Server 2000 Programming Step by Step (Step by Step Developer),9781930708037,9780735611429.0
bn_1043,B2933,"SQL The Complete Reference, 3rd Edition / Edition 3",Interactive Computing Series:  Microsoft Access 2000 Brief Edition,9780071592550,9780072340754.0
bn_827,B1792,INTRODUCTION TO DATA MINING WITH CASE STUDIES,Microsoft® Active Directory® Branch Office Guide Volume 1: Planning,9788120350021,9780735618244.0
bn_2066,B1255,Oracle Developers Resource Library,"Flash, Php Y Mysql. Contenidos Dinamicos, 2006 / Flash, PHP and MySQL, Dynamic Contents. 2006 (Diseno Y Creatividad / Design & Creativity) (Spanish Edition)",9780130106209,9788441519343.0
bn_1786,B2204,"Microsoft Office Access 2003, Illustrated Brief, CourseCard Edition / Edition 1",FileMakerÂ Pro 5 Bible,9781418842970,9780764534065.0
bn_2748,B2943,"Provenance and Annotation of Data and Processes: Second International Provenance and Annotation Workshop, IPAW 2008, Salt Lake City, UT, USA, June 17-18, 2008 / Edition 1","Head First Data Analysis: A learner's guide to big numbers, statistics, and good decisions",9783540899648,9780596153939.0
bn_942,B2435,Introduction to Metadata: Revised Edition / Edition 2,DB2 9 Fundamentals: Certification Study Guide,9780892368969,9781583470725.0
bn_2238,B696,The SAP R/3 System: An Introduction to ERP and Business Software Technology / Edition 2,Sams Teach Yourself SQL in 24 Hours (5th Edition),9780201596175,9780672335419.0
bn_59,B2921,FileMaker Pro 13 Absolute Beginner's Guide,"Internet Security: Hacking, Counterhacking ,and Security",9780789748843,9780763735364.0
bn_826,B1737,Data Warehouse : Practical Advice from the Experts / Edition 1,Developing Enterprise Applications With Powerbuilder 6.0,9780135773703,9781556226090.0
bn_2388,B1796,A Guide to SQL / Edition 8,Data Links: Managing Files Using DB2 (Ibm Redbooks),9780324597684,9780738423104.0
bn_746,B936,dBASE IV Hotline Q and A,MOS 2013 Study Guide for Microsoft Access (MOS Study Guide),9780442013844,9780735669192.0
bn_296,B1186,Data Scientists at Work,Microcomputer Software: Wordperfect 5.1 Step by Step,9781430265986,9780135828755.0
bn_153,B459,Fast Track ADO.NET,Forecasting Oracle Performance,9781861007605,9781430211853.0
bn_1024,B562,Up and Running with dBASE III Plus,Integrating Geographic Information Systems and Agent-Based Modeling Techniques for Simulating Social and Ecological Processes (Santa Fe Institute Studies on the Sciences of Complexity),9780895888860,9780195143379.0
bn_1354,B894,PC Learning Labs Teaches Fox Pro 2.5 for Windows,SQL Server 2014 Development Essentials,9781562761769,9781782172550.0
bn_1819,B726,SQL Fundamentals,Microsoft Access 2010 VBA Macro Programming,9780130960160,9780071738576.0
bn_1276,B2346,High Performance Relational Database Design,Advanced Oracle Utilities: The Definitive Reference (Oracle In-Focus series),9780130301987,9780979795138.0
bn_331,B1563,"Research Advances in Database and Information Systems Security: IFIP TC11 WG11.3 Thirteenth Working Conference on Database Security July 25-28, 1999, Seattle, Washington, USA / Edition 1","Graph Transformations: Second International Conference, ICGT 2004, Rome, Italy, September 28 - October 1, 2004, Proceedings (Lecture Notes in Computer Science)",9780792378488,9783540232070.0
bn_1498,B2423,Medical Data Management: A Practical Guide / Edition 1,DB2 Information Integrator And Websphere Portal Server: A Synergistic Solution,9780387951591,9780738498430.0
bn_2552,B72,Oracle8i: A Beginner's Guide,Python Data Analytics,9780072122046,9781484209592.0
bn_2979,B2699,How To Recover Deleted Files- Your Step-By-Step Guide To Recovering Deleted Files,Talend for Big Data,2940012182043,9781782169499.0
bn_2848,B2516,Paradox Programming,Using Oracle,9780830635412,9780880225069.0
bn_2577,B1311,Database Management Systems,Java Persistence with Hibernate,9780246122186,9781932394887.0
bn_1646,B566,Advanced SQL:1999: Understanding Object-Relational and Other Advanced Features,Microsoft SQL Server 7.0 Unleashed,9781558606777,9780672312274.0
bn_1465,B2178,GIS Data Conversion Handbook,"Algorithms - ESA 2000: 8th Annual European Symposium Saarbrücken, Germany, September 5-8, 2000 Proceedings (Lecture Notes in Computer Science)",9780962506345,9783540410041.0
bn_2572,B1509,Databases with Access: Learning Made Simple,Access from the Ground Up,9780750681865,9781559585118.0
bn_2108,B1388,Database Machines and Knowledge Base Machines,"Mathematical Tools for Data Mining: Set Theory, Partial Orders, Combinatorics (Advanced Information and Knowledge Processing)",9781461289487,9781849967518.0
bn_2100,B425,C++ Database Development,HTML5 and JavaScript Projects (Expert's Voice in Web Development),9780805282153,9781430240327.0
bn_1460,B2776,FileMaker Pro 14: The Missing Manual,PHP y MySQL practico / Practical PHP and MySQL: Para Disenadores Y Programadores Web (Spanish Edition),9781491917480,9788441523111.0
bn_643,B526,Crash Course in dBASE for Windows Programming,MCSE Readiness Review Exam 70-029: Designing and Implementing Databases with Microsoft SQL Server 7,9781565299382,9780735606739.0
bn_122,B1026,Microsoft SQL Server 6.5 Programming Unleashed,Developer's Guide to Oracle Tools with CDROM,9780672312441,9781556227172.0
bn_313,B2596,Sap R-3's Abap-4 Command Reference,The GIS Guide to Public Domain Data,9780789714169,9781589482449.0
bn_2476,B1168,Relational Database Systems: Analysis and Comparison,Text Processing with Ruby: Extract Value from the Data That Surrounds You,9783642688492,9781680500707.0
bn_2246,B1226,"Online Search Services in the Academic Library: Planning, Management, and Operation",Powerbuilder 4 Programming for Dummies,9780838904909,9781568843254.0
bn_1677,B713,"New Perspectives on Microsoft Office Access 2003, Brief, CourseCard Edition / Edition 1",dBASE IV 2.0 Programmer's Reference,9781418839079,9781583483961.0
bn_1847,B2568,Microsoft Access 97,An Introduction to Programming with IDL: Interactive Data Language,9780030237218,9780120885596.0
bn_817,B2251,Access 97 Macro and VBA Handbook (Developer's Handbook Series),Oracle GoldenGate 11g Handbook,9780782119770,9780071790888.0
