ID_A,ID_B,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
7565,390,Il Gattopardo,Homestead On The Roof,10019,60622,"13 W 54 Street, #15, New York",1924 W Chicago Ave
7076,66,Agave,The Kitchen Chicago,10014,60654,"140 7th Avenue South, New York",316 N Clark St
3256,1617,Plancha Taco,Wurstküche,90048,90013,"8250 W 3rd St #108, Los Angeles",800 E 3rd St
5366,3956,Maple Tree Restaurant,Joe Allen,53558,10036,6010 US Highway 51,326 W 46th St
5723,2182,Irish Pub,The Punchbowl,53703,90027,"317 State St Ste A, Madison",4645 Melbourne Ave
5182,138,Fair Oaks Diner,Fontano Foods,53714,60607,"44 S Fair Oaks Ave, Madison",1058 W Polk St
7624,753,Le Gigot,Fuel City Tacos,10014,75207,"18 Cornelia Street, New York",801 S Riverfront Blvd
6662,3159,Pete's Cafe,1855 Saloon and Grill,10458,53527,"570 E Fordham Rd, Bronx",218 S. Main Street
346,245,Thai Bowl,Masa Azul,60607,60647,"1049 W. Taylor Street, Chicago",2901 W Diversey Ave
3997,275,Izakaya Honda-Ya,Podhalanka,90013,60642,"333 S Alameda St # 314, Los Angeles",1549 W Division St
5830,1140,Crema Restaurante,Stratos Greek Taverna,10011,75220,"111 West 17th Street, New York",2907 W Northwest Hwy
4074,2191,Picca Peruvian Cantina,HMS Bounty,90035,90010,"9575 W Pico Blvd, Los Angeles",3357 Wilshire Blvd
7278,3048,Doughnut Plant,Burger King,10002,53704,"379 Grand Street, New York",2655 E Washington Ave
7675,2649,Milk Bar Brooklyn,Nick’s Bar & Restaurant,11238,53703,"620 Vanderbilt Avenue, Brooklyn",226 State St
7198,2790,Gyu-Kaku,Pizza Pit Extreme,10003,53719,"34 Cooper Square, New York",6628 Odana Rd
2101,1153,The Grill on the Alley,Pho Crimson,75240,75204,"Galleria Dallas, 13270 Dallas Parkway, Level one, Dallas",3000 Blackburn StSte 140C
811,2195,Dao Thai,Frankie’s,60611,90046,"230 E. Ohio Street, Chicago",7228 Melrose Ave
5025,638,Ian's Pizza by the Slice,Gale Street Inn,53703,60630,"319 N Frances St, Madison",4914 N Milwaukee Ave
265,2175,Jake Melnick's Corner Tap,Sapp Coffee Shop,60611,90027,"41 E. Superior Street, Chicago",5183 Hollywood Blvd
3110,3571,Pinot Grill,Zizi Limona,90012,11211,"135 N Grand Ave, Los Angeles",129 Havemeyer St
644,142,Tre Kronor,Pequod’s Pizzeria,60625,60614,"3258 W. Foster Avenue, Chicago",2207 N Clybourn Ave
1251,726,Emmett's Brewing Company,Belly Shack,60515,60647,5200 Main Street,1912 N Western Ave
7144,84,Hourglass Tavern,The Drinkingbird,10036,60614,"373 West 46th Street, New York",2201 N Clybourn Ave
4018,328,French Quarter Market Place,Sultan’s Market,90046,60647,7985 Santa Monica Blvd,2057 W North Ave
6919,3880,Lure Fishbar,Hu Kitchen,10012,10011,"142 Mercer Street, New York",78 5th Ave
6579,3950,The Kunjip,Giuseppina’s,10001,11215,"32 W 32nd Street, New York",691 6th ave
4101,1525,Kyoto's Sushi,Birch,91307,90028,"22906 Vanowen St, West Hills",1634 N Cahuenga Blvd
195,2691,Viaggio Ristorante & Lounge,Metropolitan Coffee and Wine,60607,53703,"1330 W. Madison Street, Chicago",329 W Mifflin St
6045,3229,Le Rivage,Freemans,10036,10002,"340 West 46th Street, New York",191 Chrystie StSte 2F
3017,3679,Solley's Restaurant & Deli,Scarpetta,91403,10014,4578 Van Nuys Blvd,355 W 14th St
549,4018,Chicago Cut Steakhouse,Juni,60654,10016,"300 N. LaSalle Street, Chicago",12 E 31st St
4961,20,Remi's Thirsty Moose,Wildberry Pancakes and Cafe,53955,60601,N3135 County Rd V,130 E Randolph St
5316,1218,Mason's on Main,The Nodding Donkey Greenville,53575,75206,113 South Main St,5600 SMU BlvdSte 120
4319,1130,Pomodoro Trattoria,Record Grill,90024,75202,"1393 Westwood Blvd, Los Angeles",605 Elm St
6994,1111,The Loeb Boathouse Central Park,La Hacienda Chichen - Itza,10021,75206,"East 72nd Street & Park Drive North, New York",5710 Richmond Ave
1948,1571,Carrabba's Italian Grill,Hiatus Urban Barbeque,75287,90019,"17548 Dallas Parkway, Dallas",1292 S La Brea Ave
6873,260,Il Bambino,A Tavola,11106,60622,"34-08 31st Avenue, Queens",2148 W Chicago Ave
2111,3220,Nickel & Rye,The Saint Austere,75201,11211,"2523 McKinney Avenue, Dallas",613 Grand St
6925,2637,Song,Bubbles’ Doubles,11215,53703,"295 5th Avenue, Brooklyn",2 East Mifflin St
1931,3393,Big Al's Smokehouse BBQ,The Marshal,75235,10036,"3317 Inwood Road, Dallas",628 10th Ave
6280,3592,Brooklyn Bagel & Coffee Company,Monument Lane,11106,10014,"35-05 Broadway, Queens",103 Greenwich Ave
2423,2132,Venice Beach Wines,Blazing Stone Pizza,90291,90032,529 Rose Ave,3501 Monterey Rd
2237,3254,Hunan Express,YUJI Ramen,75235,11211,"5323 Harry Hines Boulevard, Dallas",150 Ainslie St
4042,3215,District By Hannah An,People’s Bakery,90048,53704,"8722 W 3rd St, Los Angeles",2810 E Washington Ave
1344,797,Cesar's Killer Margaritas,RollnGo,60657,75206,"2924 N. Broadway Street, Chicago",6110 Greenville AveSte 100
7074,2146,Tacombi at Fonda Nolita,House of Macau,10012,90028,"267 Elizabeth Street, New York",1600 Vine St
7147,3761,Nan Xiang Xiao Long Bao,Malaparte,11354,10014,"38-12 Prince Street, Queens",753 Washington St
4401,3807,Mr Robert's,Gyu-Kaku Japanese BBQ,53704,10036,"2116 Atwood Ave, Madison",321 W 44th St
4316,2827,Tropicalia Brazilian Grill,Ginger Root,90027,53715,"1966 Hillhurst Ave, Los Angeles",1308 W Dayton St
7104,275,Red Lobster,Podhalanka,10036,60642,"5 Times Square, New York",1549 W Division St
879,3103,The Chicago Diner,P.F. Chang’s,60647,53562,"2333 N. Milwaukee Avenue, Chicago",2237 Deming Way
7182,1842,Bonnie's Grill,Takuma’s Burgers,11215,90026,"278 5th Avenue, Brooklyn",2939 W Sunset Blvd
6503,1141,Fedora Restaurant,Anvil Pub,10014,75226,"239 W 4th Street, New York",2638 Elm St
6608,2644,Hi-Life Bar & Grill,Steep & Brew,10024,53703,"477 Amsterdam Avenue, New York",544 State St
1081,1578,Vapiano,Powerplant Super Food Cafe,60603,90019,"44 S. Wabash Avenue, Chicago",5671 W Pico Blvd
3923,3216,Asahi Ramen,Cafe Porta Alba,90025,53705,"2027 Sawtelle Blvd, Los Angeles",Hilldale Mall558 N Midvale Blvd
3163,1659,SliceTruck,Vernetti,90025,90004,"2012 Sawtelle Blvd, Los Angeles",225 N Larchmont Blvd
6043,3052,DiWine,Signature Lounge,11103,53703,4115 31st Avenue,22 S Carroll St
1067,2018,Pasta Bowl,Berlin Currywurst,60614,90026,"2434 N. Clark Street, Chicago",3827 W Sunset Blvd
1678,3504,Luscher's Red Hots,Maharlika,75226,10003,"2653 Commerce Street, Dallas",111 1st Ave
426,1938,Kokopelli,Kabayo Cham Bada,60622,90004,"1324 N. Milwaukee Avenue, Chicago",201 N Western Ave
1561,2613,Bread Winners,Flaming Wok,75204,53704,"3301 McKinney Avenue, Dallas",4237 Lien RdSte H
6862,2724,La Bonne Soupe,Cool Beans Coffee Cafe,10019,53704,"48 W 55th Street, New York",1748 Eagan Rd
6876,2014,Isabella's,Best Fish Taco In Ensenada,10024,90027,"359 Columbus Avenue, New York",1650 Hillhurst Ave
1234,1005,M Burger,The Social House,60611,75201,"161 E. Huron Street, Chicago",2708 Routh St
5262,2770,Zoe's Pizzeria,Get Some Burritos,53597,53703,604 E Main,309 N  Henry St
2312,485,Royal Thai,La Catrina Cafe,75206,60608,"5500 Greenville Avenue, Suite 608, Dallas",1011 W 18th St
7100,1265,Rosa Mexicano,Rusty Taco,10023,75206,"61 Columbus Avenue, New York",4802 Greenville Ave
3483,3141,Villa Blanca Restaurant,Monte’s Grill & Pub,90210,53593,9601 Brighton Way,608A W Verona Ave
5153,340,Cranberry Creek Restaurant & Catering,Turquoise Restaurant,53713,60618,"1501 Lake Point Dr, Madison",2147 W Roscoe St
5586,1905,Deb's Squeeze Inn,Good-Ha Express,53563,90020,100 Front St,3324 W 6th St
5985,3636,Los Tacos No. 1,Ipanema Restaurant,10011,10036,"Chelsea Market, 75 9th Avenue, New York",43 W 46th St
4280,2734,Dr. Sandwich,Java Cat,90212,53716,9113 W Olympic Blvd,3918 Monona Dr
1731,1427,Cantina Laredo,Ojeda’s,75261,75219,"3200 East Airfield Drive, DFW Airport",4617 Maple Ave
4117,2497,Gangadin,Bahn Thai Restaurant,91604,53703,12067 Ventura Pl,944 Williamson St
6826,1080,Hill Country Chicken,Cindi’s NY Delicatessen Restaurant & Bakery,10010,75234,"1123 Broadway, New York",3565 Forest Ln
1244,2551,Wasabi,Capriotti’s Sandwich Shop,60647,53717,"2115 N. Milwaukee Avenue, Chicago",610 Junction RdSte 113
1890,320,True Food Kitchen,Scofflaw,75225,60647,"8383 Preston Center Plaza, Suite 100",3201 W Armitage Ave
5175,2949,Einstein Bros Bagels,China Kitchen,53703,53705,"652 State St, Madison",6608 Mineral Point Rd
4185,3391,Tart Restaurant,SoleLuna Restaurant,90036,11104,"115 S Fairfax Ave, Los Angeles",40-01 Queens Blvd
6352,3198,Egger's Ice Cream Parlor,Deforest Family Restaurant,10310,53532,1194 Forest Ave,505 W North St
280,1905,The Winchester,Good-Ha Express,60622,90020,"1001 N. Winchester Avenue, Chicago",3324 W 6th St
3032,3930,Midori Sushi Encino,Queens Comfort,91316,11103,17047 1/2 Ventura Blvd.,40-09 30th Ave
3567,2176,Terroni,Mirak 2,90036,90006,"7605 Beverly Blvd, Los Angeles",1101 S Vermont Ave
5109,2475,8 Seasons Grille,Mr. Brews Taphouse All American Burgers,53703,53717,"45 S. Bassett St, Madison",610 Junction RdSte 107
1737,920,The Egg & I,Abacus,75248,75205,"15203 Knoll Trail Drive, Dallas",4511 McKinney Ave
7276,1583,L'Ecole Restaurant,Son of a Gun,10013,90048,"462 Broadway, New York",8370 W 3rd St
998,2420,Triple Crown Restaurant,Estrellón,60616,53703,2217 S. Wentworth Avenue,313 W Johnson St
5423,2374,Milton Family Restaurant,Lazy Jane’s,53563,53703,541 Vernal Ave,1358 Williamson St
2232,3948,E Bar Tex Mex,Lillie’s Victorian Bar & Restaurant,75204,10019,"1901 N Haskell Avenue, Suite 120, Dallas",249 W 49th St
6155,3618,Cucina di Pesce,Little Mo,10003,11221,"87 E 4th Street, New York",1158 Myrtle Ave
3545,3568,Alegria on Sunset,Barn Joo,90026,10003,"3510 W Sunset Blvd, Los Angeles",893 Broadway
6280,2819,Brooklyn Bagel & Coffee Company,Dairyland Family Restaurant,11106,53716,"35-05 Broadway, Queens",716 Cottage Grove Rd
3821,696,Piknic,Artango Bistro,90094,60613,"13020 Pacific Promenade, Playa Vista",4217 N Ravenswood Ave
6372,2260,The Lion,Awoolim,10011,90006,"62 W 9th Street, New York, NY","Koreatown Plaza928 S Western Ave, Ste 125"
1795,3386,Dragonfly - Hotel Zaza,Samurai Papa,75201,11206,"Hotel Zaza, 2332 Leonard Street, Dallas",32 Varet St
4957,52,Red Lobster,Range,53704,60614,"4502 E Towne Blvd, Madison",1119 W Webster
7467,1939,Per Se,ISA Japanese Restaurant,10019,90036,"Time Warner Center, 10 Columbus Circle, 4th Floor, New York",916 S La Brea Ave
1523,1173,Pappasito's Cantina,Kuai Dumplings & Soups,75220,75202,"10433 Lombardy Lane, Dallas",Renaissance Tower1201 Elm St
3409,2419,Carmine's,Madison Food Explorers,90025,53704,"10463 Santa Monica Blvd, Los Angeles",2406 Upham St
5355,3401,Christy's Landing,My Pie,53711,10022,"2952 Waubesa Ave, Madison",696 Lexington Ave
7513,1984,The Smith,Yxta Cocina Mexicana,10023,90021,"1900 Broadway, New York",601 S Central Ave
7521,1932,Sevilla,Sweetsalt,10014,91602,"62 Charles Street, New York",10218 Riverside Dr
5828,253,RIstorante Saint Ambroeus,Park Tavern,10021,60612,"1000 Madison Avenue, New York",1645 W Jackson Blvd
7124,1474,Cabana,Campisis,11375,75209,107-10 70th Road,5405 W Lovers Ln
5549,2936,Rookies Food & Spirits,Jimmy John’s,53560,53715,10267 US Hwy 14,1 N Randall Ave
3976,1128,King Taco,Hunky’s Hamburgers,90022,75208,"4504 E 3rd St, Los Angeles",321 N Bishop Ave
7518,2249,The Mermaid Inn,Burger Lounge,10024,90004,"568 Amsterdam Avenue, New York",217 North Larchmont Blvd
5521,2319,Next Door Brewing Company,Falafel Corner,53704,90005,"2439 Atwood Avenue, Madison",698 Irolo StSte 103
897,3240,Chicago French Market,Brooklyn Star,60661,11211,131 N. Clinton Street,593 Lorimer St
3306,650,Sushi Mon,Emperor’s Choice Restaurant,90048,60616,"8562 W 3rd St, Los Angeles",2238 S Wentworth Ave
5315,2882,Jimmy John's,Silver Mine Subs,53705,53703,"6130 Mineral Point Rd, Madison",311 N Frances St
583,25,Wildberry Pancakes & Cafe,El Cubanito,60173,60639,1383 N. Meacham Road,2555 N Pulaski Rd
1170,3562,"Pastoral Artisan Cheese, Bread & Wine",Taqueria Kermes,60601,11385,"53 E. Lake Street, Chicago",66-36 Fresh Pond Rd
5221,2590,Leystra's Venture Restaurant,Sala Thai,53583,53714,200 Phillips Blvd,36 S Fair Oaks Ave
1389,2953,Noodles in the Pot,Milio’s Sandwiches,60614,53704,"2453 N. Halsted Street, Chicago",4292 E Towne Blvd
2130,543,Casa Rubia,Cafe El Tapatio,75212,60657,"3011 Gulden Lane, Suite 116, Dallas",3400 N Ashland Ave
301,847,Dozika,Twisted Root Burger Co.,60201,75206,601 Dempster Street,5609 SMU BlvdSuite 102
6319,2160,Trestle on Tenth,Daikokuya,10001,90064,"242 10th Avenue, New York",2208 Sawtelle Blvd
5442,3399,Great Scott's Pizza,Mémé Mediterranean,53572,10014,1213 Business 18 And 151 E,581 Hudson St
7532,939,Westway Diner,Taco Borracho,10036,75201,"614 9th Avenue, New York",300 N Akard St
1620,3427,Banana Leaf,Manousheh,75252,10012,"17370 Preston Rd, Dallas",193 Bleecker St
5462,1292,Cousins Subs,Project Pie,53575,75225,990 Janesville Street,6030 Luther Ln
2112,1589,Chip's Old Fashioned Hamburgers,I Panini Di Ambra,75214,90028,6115 La Vista Drive,5633 Hollywood Blvd
2453,1212,Henry's Tacos,El Ranchito,91604,75218,4389 Tujunga Ave,1141 Peavy Rd
2842,3789,Hamakaze,Mulberry & Vine,90066,10007,"13327 W. Washington Boulevard, Los Angeles",73 Warren St
3090,1957,EMC Seafood & Raw Bar,Honey Pig,90020,90005,"3500 West 6th St, Los Angeles",3400 W 8th St
2218,826,TNT Tacos and Tequila,Carbone’s,75201,75219,"2800 Routh Street, Suite 155, Dallas",4208 Oak Lawn Ave
4896,449,Mariner's Inn,Bourgeois Pig Cafe,53704,60614,"5339 Lighthouse Bay Dr, Madison",738 W Fullerton Ave
1521,2653,Wild Salsa,Buffalo Wild Wings,75201,53715,"1800 Main Street, Suite 100, Dallas",789 University Avenue
7605,2573,Le Zie,Wilson’s Bar,10011,53704,"172 7th Avenue, New York",2144 Atwood Ave
2485,679,Reyhan Persian Grill,Rolls ‘N Bowls,90230,60625,11800 Jefferson Blvd,5501 N Lincoln Ave
3,1692,Four Belly,Wirtshaus,60657,90036,"3227 N. Clark Street, Chicago",345 N La Brea Ave
6131,3557,The Lambs Club,Tavern on Jane,10036,10014,"132 West 44th Street, New York",31 8th Ave
2070,128,Jade Garden Chinese,Three Aces,75204,60607,"4800 Bryan Street, Dallas",1321 W Taylor St
1,3072,Francesco's Hole In The Wall,Lombardinos Italian Restaurant and Bar,60062,53705,254 Skokie Boulevard,2500 University Ave
7642,3551,Forlini's Restaurant,Carroll Place,10013,10012,"93 Baxter Street, New York",157 Bleecker St
795,1274,"Joe's Seafood, Prime Steak & Stone Crab",House of Blues,60611,75202,"60 E. Grand Avenue, Chicago",2200 N Lamar St
2212,4016,Carmine's Pizzeria,Bunsmith,75248,11238,"7615 Campbell Road, Dallas",789 Franklin Ave
945,1096,Pleasant House Bakery,Miss Chi Vietnamese,60608,75225,"964 W. 31st Street, Chicago",6030 Luther LnSte 130
5735,1887,Brocach Irish Pub,Surawon,53703,90006,"7 W Main St, Madison",2833 W Olympic Blvd
5604,661,Club Lamark,El Milagro Tortilla,53704,60608,"1525 N Stoughton Rd, Madison",1927 S Blue Island Ave
2523,1874,Rockwell Patio,Guadalupe’s Place,90027,90038,"1714 N Vermont Ave, Los Angeles",5028 Melrose Ave
2550,3563,The Hollywood Corner,H K Wonton Garden,90038,10013,"1156 N Highland Ave, Los Angeles",79 Mulberry St
1181,2730,Luella's Southern Kitchen,VFW Day Post 7591,60625,53716,"4609 N. Lincoln Avenue, Chicago",301 Cottage Grove Rd
6446,1218,The Spotted Pig,The Nodding Donkey Greenville,10014,75206,"314 W 11th Street, New York",5600 SMU BlvdSte 120
2509,3578,Shiki Sushi,Hibino,91604,11101,12745 Ventura Blvd,10-70 Jackson Ave
7221,1580,Maman,Mohawk Bend,10013,90026,"239 Centre Street, New York",2141 W Sunset Blvd
7559,3483,10Below Ice Cream,Lulu & Po,10013,11205,"10 Mott Street, New York, NY",154 Carlton Ave
4157,2724,Forage,Cool Beans Coffee Cafe,90026,53704,"3823 W Sunset Blvd, Los Angeles",1748 Eagan Rd
2995,1029,My Thai,Jerry’s Wood-Fired Dogs,91040,75214,"8654 Foothill Blvd, Sunland",6340 Gaston Ave
5217,948,Fraboni's Italian Specialties,CiboDivino Marketplace,53716,75208,108 Owen Rd,1868 Sylvan AveSte D100
6354,1773,El Basurero,Noshi Sushi,11103,90004,"32-17 Steinway Street, Queens",4430 Beverly Blvd
5593,374,China King,La Palma Puerto Rican Restaurant,53925,60651,107 N Ludington St,1340 N Homan Ave
7492,377,Las Ramblas,Herb,10014,60640,"170 W 4th Street, New York",5424 N Broadway St
5721,2424,Michael's Frozen Custard,Saigon Sandwich Madison,53714,53715,"3826 Atwood Ave, Madison",273 N Charter St
910,3662,Santullo's Eatery,The Red Cat,60622,10011,"1943 W. North Avenue, Chicago",227 10th Ave
2350,1511,Johnny Pacific,Lee Harvey’s,91306,75215,7574 Winnetka Ave,1807 Gould St
1519,1341,Off-Site Kitchen,Tacos Y Mas,75212,75206,"331 Singleton Boulevard, Suite 100, Dallas",2820 Greenville Ave
534,632,Scapa,Duke Of Perth,60514,60657,1 Walker Avenue,2913 N Clark St
137,1207,Maciano's Pizza & Pastaria,La Calle Doce,60124,75208,"3091 U.S. Route 20, Unit 114",415 W 12th St
7279,1953,New Park Pizza,Park’s BBQ,11414,90006,"156-71 Crossbay Boulevard, Queens",955 S Vermont Ave
5087,3850,Zuzu Cafe,Le Barricou,53715,11211,"1336 Drake St, Madison",533 Grand St
6667,306,Ed's Lobster Bar,Bread & Wine,10012,60618,"222 Lafayette Street, New York",3732 W Irving Park Rd
2421,427,Mayflower Seafood,BenjYehuda,90012,60607,"679 N Spring St, Los Angeles",212 W Van Buren
7208,1995,Flor de Mayo,Palm’s Thai Restaurant,10025,90028,"2651 Broadway, New York",5900 Hollywood BlvdSte B
7660,724,Habana Outpost,Cafe Orient 33,11217,60625,"757 Fulton Street, Brooklyn",4829 N Kedzie Ave
1812,3230,In-N-Out,Walter’s,75240,11217,"7909 LBJ Freeway, Dallas",166 DeKalb Ave
6266,3469,Bella Blu,Wolfnights,10021,10002,"967 Lexington Avenue, New York",99 Rivington St
6581,1281,Vinnie's Pizzeria,Truck Yard,11249,75206,"148 Bedford Ave, Brooklyn",5624 Sears St
6564,512,Brasserie 8 1/2,Isla Pilipina,10019,60625,"Solow Building, 9 West 57th Street, New York",2501 W Lawrence AveUnit D
4869,3373,Marigold Kitchen,Balthazar Restaurant,53703,10012,"118 S Pinckney St, Madison",80 Spring St
7238,3294,Georgetown Cupcake,BeeHive Oven Biscuit Cafe,10012,11211,"111 Mercer Street, New York",182 S 2nd St
965,1888,Symphony's Restaurant,Zzamong,60201,90004,1945 Central Street,4255 W 3rd St
3195,1218,Barlo,The Nodding Donkey Greenville,90291,75206,"1697 Pacific Ave, Los Angeles",5600 SMU BlvdSte 120
7393,3638,Ben Ash Delicatessen,Salt & Fat,10019,11104,"857 7th Avenue, New York",41-16 Queens Blvd
6869,1433,Basta Pasta,Tin Star Taco Bar,10011,75201,"37 W 17th Street, New York",2101 Cedar SpringsSte R115
1331,531,Tropi Cuba Restaurant,Qing Xiang Yuan Dumplings,60647,60616,"3000 W. Lyndale Street, Chicago",2002 S  Wentworth Ave
7209,1633,Tertulia,California Chicken Cafe,10014,90038,"359 Sixth Avenue, New York",6805 Melrose Ave
3952,1411,Aroma Coffee & Tea,Masque Dallas,91604,75201,4360 Tujunga Ave,2533 McKinney Ave
347,3649,Tavern On La Grange,Love Mamak,60525,10003,5403 S. LaGrange Road,174 2nd Ave
7150,188,Tom's Restaurant,Sumo Sushi & Hibachi Grill,11238,60657,"782 Washington Avenue, Brooklyn",2936 N Broadway
3464,3806,Diddy Riese Cookies,Kabob Shack,90024,11211,"926 Broxton Ave, Los Angeles",182 Havemeyer St
678,1514,J. Alexander's Restaurant,Cane Rosso,60523,75226,1410 16th Street,2612 Commerce St
5858,852,Ideya,Ziziki’s,11238,75205,"636 Carlton Avenue, Brooklyn",4514 Travis StSte 122
79,1560,Barley & Brass,The Kitchen,60622,90029,"2015 W. Division Street, Chicago",4348 Fountain Ave
3968,272,Ugo - An Italian Cafe,Boka,90232,60614,3865 Cardiff Ave,1729 N Halsted St
2543,2057,Panera Bread,Amalia’s Restaurant,91604,90029,12131 Ventura Blvd,751 N Virgil Ave
3064,1834,La Cevicheria,Ostrich Farm,90019,90026,"3809 W Pico Blvd, Los Angeles",1525 W Sunset Blvd
5576,1660,Papa John's Pizza,Community Los Feliz,53703,90027,"515 University Ave, Madison",2044 Hillhurst Ave
5905,1216,Big Daddy's,Pera Turkish Kitchen,10003,75252,"239 Park Avenue South, New York",17479 Preston Rd
169,1622,Wâfel,Jang Ga Ne,60661,90006,"217 N. Clinton Street, Chicago",3003 W Olympic Blvd
5333,3437,Shamrock Bar,Upland,53703,10010,"117 W Main St, Madison",345 Park Ave S
641,3381,Public House,Krupa Grocery,60654,11215,"400 N. State Street, Chicago",231 Prospect Park W
432,2911,Taco Grill & Salsa Bar,Quivey’s Grove,60559,53719,111 W. Ogden Avenue,6261 Nesbitt Rd
2888,112,It's Thai Hometaurant,Dove’s Luncheonette,90026,60622,"1311 Glendale Boulevard, Suite A, Los Angeles",1545 N Damen Ave
536,3765,R.J. Grunts,Forno Pizzeria E Trattoria,60614,11378,"2056 N. Lincoln Park West, Chicago",52-27 69th St
6073,1862,Maysville,Wako Donkasu,10010,90006,"17 West 26th Street, New York",2904 W Olympic Blvd
7249,691,Sapporo Restaurant,Fish N Go,10019,60625,"Times Square, 152 W 49th Street, New York",4749 N Pulaski Rd
4906,2973,The Nitty Gritty,HomeTown Buffet,53590,53704,315 E Linnerud Dr,1745 Parkside Dr
3853,3001,Trattoria Amici,Pine Cone Restaurant,90210,53532,469 N Doheny Dr,6162 US Hwy 51
72,4022,Gemini Bistro,Bistro Petit,60614,11211,"2075 N. Lincoln Avenue, Chicago",170 S 3rd St
7597,2803,Turkish Kitchen,Panera Bread,10016,53703,"386 3rd Avenue, New York",656 West Washington Ave
751,551,Mana Food Bar,Cozy Noodles & Rice,60622,60657,"1742 W. Division Street, Chicago",3456 N Sheffield Ave
475,3915,Julius Meinl,Saxon + Parole,60618,10012,"4363 N. Lincoln Avenue, Chicago",316 Bowery
3873,2288,Angel Maid Bakery,Guisados,90066,90026,"4538 S Centinela Ave, Los Angeles",1261 W Sunset Blvd
6453,322,Sura,Bodhi Thai,10025,60616,"2656 Broadway, New York",1800 S Jefferson
2899,769,Mi Casita Mexicana,Henk’s European Deli & Black Forest Bakery,91040,75231,"8069 Foothill Blvd, Sunland",5811 Blackwell St
3953,1367,District Pub,Victory Tavern,91601,75219,"5249 Lankershim Blvd, Los Angeles",2501 N Houston St
6125,3707,John & Joe's Pizzeria,Jack the Horse Tavern,10462,11201,"749 Lydig Avenue, Bronx",66 Hicks St
2326,1243,25 Degrees,Chino Chinatown,90028,75212,"7000 Hollywood Blvd, Los Angeles",3011 Gulden LnSte 110
3729,2441,Tacos Delta,Madison’s,90026,53703,"3806 W Sunset Blvd, Los Angeles",119 King St
6860,318,ChikaLicious Dessert Bar,Balena,10003,60614,"203 E 10th Street, New York",1633 N Halsted St
1629,3902,Mariano's Hacienda Ranch,Boqueria,75231,10075,"6300 Skillman Street, Building J, Dallas",1460 2nd Ave
6389,230,Kismat Indian Restaurant,Rockwell’s Neighborhood Grill,10040,60625,"603 Fort Washington Avenue, New York",4632 N Rockwell St
2123,1446,Pizza Guy,Big Al’s Smokehouse BBQ,75252,75235,"17390 Preston Road, Dallas",3317 Inwood Rd
5333,3875,Shamrock Bar,The Shakespeare,53703,10016,"117 W Main St, Madison",24 E 39th St
640,1973,Sushi Ya,Jjukku Jjukku BBQ,60193,90010,261 S. Roselle Road,3377 Wilshire BlvdSuite 105
2549,2088,ShopHouse Southeast Asian Kitchen,Hot Wings Cafe,90028,90038,"6333 Sunset Boulevard, Los Angeles",7011 Melrose Ave
6390,11,Craft,Xoco,10003,60654,"43 E 19th Street, New York",449 N Clark St
1503,2072,Gas Monkey Bar N' Grill,Wilde Wine Bar & Restaurant,75220,90036,"10261 Technology Boulevard, Dallas",320 South La Brea
6516,1578,Del Frisco's Grille,Powerplant Super Food Cafe,10020,90019,"50 Rockefeller Plaza, New York",5671 W Pico Blvd
1873,3389,La Hacienda Ranch,Eastwick,75252,11206,"17390 Preston Road, Dallas",112 Graham Ave
6678,1179,Bobwhite Lunch & Supper Counter,Chicken Scratch,10009,75208,"94 Avenue C, New York",2303 Pittman St
5964,1080,Randazzo's Clam Bar,Cindi’s NY Delicatessen Restaurant & Bakery,11235,75234,"2023 Emmons Avenue, Brooklyn",3565 Forest Ln
6351,959,The General Greene,Savor Gastropub,11205,75201,"229 DeKalb Avenue, Brooklyn",2000 Woodall Rodgers Fwy
4310,33,Millions of Milkshakes,The Monkey’s Paw,90069,60614,"8910 Santa Monica Blvd, Los Angeles",2524 N Southport Ave
6864,603,Tribeca Grill,The Winchester,10013,60622,"375 Greenwich Street, New York",1001 N Winchester Ave
7302,3811,French Roast,Bella Gioia,10024,11217,"2340 Broadway, New York",209 4th Ave
3596,1323,Lucky's Tavern,Ambala Grill,90028,75229,6613 Hollywood Blvd,11641 Harry Hines BlvdSte 201
451,1592,Baisi Thai,Olympic Noodle,60611,90019,"900 Shops, 900 N. Michigan Avenue, 6th Floor, Chicago",4008 W Olympic Blvd
2576,1740,P.F. Chang's China Bistro,Versailles Restaurant,91367,90035,21821 Oxnard St,1415 S La Cienega Blvd
2398,2549,Mario's Peruvian Seafood Restaurant,Tap Room At Hawks Landing,90638,53593,15720 Imperial Hwy,88 Hawks Landing Cir
111,1722,Addis Abeba,Fat Dog,60201,90046,1322 Chicago Avenue,801 N Fairfax Ave
3190,2234,Coral Tree Cafe,Soot Bull Jeep,91316,90005,17499 Ventura Blvd,3136 W 8th St
7430,3977,Morton's The Steakhouse,Red Bamboo,10017,10012,"551 5th Avenue, New York",140 W 4th St
7411,1975,Havana Central,U Pick Cafe,10036,90041,"151 W 46th Street, New York",4682 York Blvd
2446,185,El Criollo,Fat Willy’s Rib Shack,91405,60647,6622 Van Nuys Blvd,2416 W Schubert Ave
2065,2101,Tops Cafe,Organic Corner Cafe,75224,90017,"718 Wynnewood Village Shopping Center, Dallas",1001 Wilshire Blvd
6787,3489,The Flatiron Room,The Grey Dog,10010,10011,"37 W 26th Street, New York",242 W 16th St
