ID_A,ID_B,Flag,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
176,82,,Antique Taco,Antique Taco,60622,60622,"1360 N. Milwaukee Avenue, Chicago",1360 N Milwaukee Ave
1244,9,,Wasabi,Wasabi,60647,60647,"2115 N. Milwaukee Avenue, Chicago",2115 N Milwaukee Ave
1992,936,,Start,Start,75206,75206,"4814 Greenville Avenue, Dallas",4814 Greenville Ave
279,41,,Carriage House,Carriage House,60622,60622,"1700 W. Division Street, Chicago",1700 W Division St
1595,928,,Desperados Mexican Restaurant,Desperados Mexican Restaurant,75206,75206,"4818 Greenville Avenue, Dallas",4818 Greenville Ave
1625,911,,Aw Shucks Oyster Bar,Aw Shucks,75206,75206,"3601 Greenville Avenue, Dallas",3601 Greenville Ave
2006,904,,Nora Restaurant and Bar,Nora Restaurant and Bar,75206,75206,"1928 Greenville Avenue, Dallas",1928 Greenville Ave
2005,894,,Remedy,Remedy,75206,75206,"2010 Greenville Avenue, Suite B, Dallas",2010B Greenville Ave
1484,879,,Thai Thai,Thai Thai Restaurant,75206,75206,"1731 Greenville Avenue, Dallas",1731 Greenville Ave
1871,877,,Fireside Pies,Fireside Pies,75206,75206,"2820 N Henderson Avenue, Dallas",2820 N Henderson Ave
1591,870,,Sundown at Granada,Sundown At Granada,75206,75206,"3520 Greenville Avenue, Dallas",3520 Greenville Ave
1543,867,,Cowboy Chicken,Cowboy Chicken,75206,75206,"5315 Greenville Avenue, Dallas",5315 Greenville AveSte 125
1485,842,,The Libertine Bar,Libertine Bar,75206,75206,"2101 Greenville Avenue, Dallas",2101 Greenville Ave
1528,830,,Vickery Park,Vickery Park,75206,75206,"2810 N Henderson Avenue, Dallas",2810 N Henderson Ave
1667,816,,Gemma,Gemma,75206,75206,"2323 N Henderson Avenue, Suite 109, Dallas",2323 N Henderson AveSte 109
1791,811,,Mot Hai Ba,Mot Hai Ba,75206,75206,"6047 Lewis Street, Dallas",6047 Lewis St
1572,805,,HG Sply Co.,HG Sply Co,75206,75206,"2008 Greenville Avenue, Dallas",2008 Greenville Ave
2009,780,,Knife - The Highland Hotel,Knife,75206,75206,"The Highland Hotel, 5300 E Mockingbird Lane, Dallas",5300 E Mockingbird Ln
1480,772,,The Blind Butcher,Blind Butcher,75206,75206,"1919 Greenville Avenue, Dallas",1919 Greenville Ave
2227,1516,,Meddlesome Moth,Meddlesome Moth,75207,75207,"1621 Oak Lawn Avenue, Dallas",1621 Oak Lawn Ave
2246,1431,,Resto Gastro Bistro,Resto Gastro Bistro,75212,75212,"3011 Gulden Lane, Suite 104, Dallas","Trinity Groves3011 Gulden Ln, Ste 104"
2277,1498,,Aloha Hawaiian Barbecue,Aloha Hawaiian Barbecue,75209,75209,"5610 Lemmon Avenue, Suite A1, Dallas",5610 Lemmon AveSte A1
2400,2149,,Tacos Baja Ensenada,Tacos Baja Ensenada,90022,90022,"5385 Whittier Blvd, Los Angeles",5385 Whittier Blvd
2426,2366,,Animal,Animal,90036,90036,"435 N Fairfax Ave, Los Angeles",435 N Fairfax Ave
2516,2328,,Churros Calientes,Churros Calientes,90025,90025,"11521 Santa Monica Blvd., Los Angeles",11521 Santa Monica Blvd
2530,2348,,El Taurino,El Taurino,90006,90006,"2306 W 11th St, Los Angeles",2306 W 11th St
2703,2372,,Wood Spoon,Wood Spoon,90015,90015,"107 West 9th St, Los Angeles",107 W 9th St
2742,2209,,Gushi,Gushi,90024,90024,"978 Gayley Ave, Los Angeles",978 Gayley Ave
3478,2358,,Guisados,Guisados,90033,90033,"2100 E. Cesar E Chavez Ave., Los Angeles",2100 E Cesar Chavez Ave
2120,1477,,Reikyu,Reikyu Sushi & Bar,75206,75206,"5321 E Mockingbird Lane, Second Level, Dallas",5321 E Mockingbird LnSte 200
2177,1508,,Green House Market,Green House Market,75225,75225,"8687 North Central Expressway, Dallas",8687 N Central Expy
2253,1366,,El Taquito Cafe,El Taquito Cafe,75223,75223,5427 E Grand Avenue,5427 E Grand Ave
2326,2355,,25 Degrees,25 Degrees,90028,90028,"7000 Hollywood Blvd, Los Angeles",Hollywood Roosevelt Hotel7000 Hollywood Blvd
2410,2293,,Top Round Roast Beef,Top Round Roast Beef,90019,90019,"1000 South La Brea Avenue, Los Angeles",1000 S La Brea Ave
2838,2288,,Guisados,Guisados,90026,90026,"1261 Sunset Blvd, Los Angeles",1261 W Sunset Blvd
3140,1970,,TLT Food,TLT Food,90024,90024,"1116 Westwood Blvd, Los Angeles",1116 Westwood Blvd
3194,2309,,Izaka-Ya,The IZAKA-YA by KATSU-YA,90048,90048,"8420 west third street, Los Angeles",8420 W 3rd St
3423,2160,,Daikokuya,Daikokuya,90064,90064,"2208 Sawtelle Boulevard, Los Angeles",2208 Sawtelle Blvd
3439,2316,,Atwater Village Tavern,Atwater Village Tavern,90039,90039,"3218 Glendale Boulevard, Los Angeles",3216 Glendale Blvd
3611,2352,,Pinches Tacos,Pinches Tacos,90046,90046,8200 W Sunset Blvd,8200 W Sunset Blvd
3752,2305,,The Oinkster,The Oinkster,90041,90041,"2005 Colorado Blvd, Los Angeles",2005 Colorado Blvd
3820,2317,,Hama Sushi,Hama Sushi,90012,90012,"347 E 2nd St, Los Angeles",347 E 2nd St
3908,2142,,Gulfstream,Gulfstream,90067,90067,"10250 Santa Monica Boulevard, Los Angeles",10250 Santa Monica Blvd
3940,2301,,ROC Kitchen,ROC Kitchen,90025,90025,"2049 Sawtelle Blvd, Los Angeles",2049 Sawtelle Blvd
4240,2253,,Industriel,Industriel,90017,90017,"609 S Grand Ave, Los Angeles",609 S Grand Ave
2118,1479,,The Nodding Donkey,The Nodding Donkey,75204,75204,"2900 Thomas Avenue, Dallas",2900 Thomas Ave
2155,1438,,Amore Italian,Amore Italian Restaurant,75205,75205,"6931 Snider Plaza, Dallas",6931 Snider Plz
2267,1491,,Italia Express,Italia Express,75219,75219,"4000A Cedar Springs Road, Dallas",4000 Cedar Springs Rd
2392,1857,,Hinoki & the Bird,Hinoki & The Bird,90067,90067,"10 Century Dr, Los Angeles",10 W Century Dr
2529,2294,,The Village Bakery and Cafe,The Village Bakery and Cafe,90039,90039,"3119 Los Feliz Blvd., Los Angeles",3119 Los Feliz Blvd
2834,2365,,Seongbukdong,Seongbukdong,90020,90020,"3303 W 6th St, Los Angeles",3303 W 6th St
3178,2048,,Carnitas Michoacan,Carnitas Michoacan,90031,90031,"1901 N Broadway, Los Angeles",1901 N Broadway
3468,1762,,Ink.Sack,Ink.sack,90069,90069,"8360 Melrose Ave, Los Angeles",8360 Melrose AveSte 107
3491,2247,,Swingers,Swingers Diner,90048,90048,"8020 Beverly Blvd, Los Angeles",8020 Beverly Blvd
3586,1762,,Ink,Ink.sack,90069,90069,"8360 Melrose Ave, Los Angeles",8360 Melrose AveSte 107
3649,2016,,Simpang Asia,Simpang Asia,90034,90034,"10433 National Blvd #213, Los Angeles",10433 National BlvdSte 2
3656,1824,,Clementine,Clementine,90024,90024,"1751 Ensley Ave, Los Angeles",1751 Ensley Ave
4054,2239,,Bar & Kitchen,Bar & Kitchen,90017,90017,"819 S Flower St, Los Angeles",O Hotel819 S Flower St
4253,2138,,Villains Tavern,Villains Tavern,90013,90013,"1356 Palmetto St, Los Angeles",1356 Palmetto St
4066,2264,,The Little Bear,Little Bear,90021,90021,"1855 Industrial St, Los Angeles",1855 Industrial St
2115,810,,Spiral Diner & Bakery,Spiral Diner & Bakery,75203,75203,"1101 N Beckley Avenue, Dallas",1101 N Beckley Ave
2130,1350,,Casa Rubia,Casa Rubia,75212,75212,"3011 Gulden Lane, Suite 116, Dallas",3011 Gulden LnSte 116
2260,1460,,Freebirds,Freebirds World Burrito,75206,75206,"5500 Greenville Avenue, Dallas",5500 Greenville AveSte 209
2447,2231,,La Paella,LA Paella,90048,90048,"476 S San Vicente Blvd, Los Angeles",476 S San Vicente Blvd
2837,2094,,Mariscos Jalisco,Mariscos Jalisco,90023,90023,"3040 E Olympic Blvd, Los Angeles",3040 E Olympic Blvd
2974,2229,,Pizzanista!,Pizzanista!,90021,90021,"2019 E. 7th St., Los Angeles",2019 E 7th St
3324,1991,,Ondal 2,Ondal 2,90016,90016,"4566 W Washington Blvd, Los Angeles",4566 W Washington Blvd
3347,1684,,Craft,Craft,90067,90067,10100 Constellation Blvd,10100 Constellation Blvd
3487,2015,,Cafe Beaujolais,Cafe Beaujolais,90041,90041,"1712 Colorado Blvd, Los Angeles",1712 Colorado Blvd
3586,1652,,Ink,Ink,90069,90069,"8360 Melrose Ave, Los Angeles",8360 Melrose AveSte 101
3715,2276,,Curry House,Curry House,90012,90012,"123 Astronaut E S Onizuka St, Los Angeles",123 S Onizuka StSte 204
3920,1794,,Fundamental LA,fundamental LA,90024,90024,"1303 Westwood Blvd, Los Angeles",1303 Westwood Blvd
3985,2204,,Sage Organic Vegan,Sage Organic Vegan Bistro,90026,90026,"1700 W Sunset Blvd, Los Angeles",1700 Sunset Blvd
4031,1830,,Shintaro,Shintaro Japanese Restaurant,90068,90068,"1900 N Highland Ave, Los Angeles",1900 N Highland AveSte 5
3468,1652,,Ink.Sack,Ink,90069,90069,"8360 Melrose Ave, Los Angeles",8360 Melrose AveSte 101
2141,1282,,Sahara Restaurant,Sahara Restaurant,75240,75240,"5441 Alpha Road, Dallas",5441 Alpha RdSte 110
2218,1475,,TNT Tacos and Tequila,TNT Tacos and Tequila,75201,75201,"2800 Routh Street, Suite 155, Dallas",2800 Routh St
2550,2281,,The Hollywood Corner,The Hollywood Corner,90038,90038,"1156 N Highland Ave, Los Angeles",1156 N Highland Ave
2600,2287,,Al Wazir Chicken,Al Wazir Chicken,90028,90028,6051 Hollywood Blvd,6051 Hollywood Blvd
2728,1689,,Vees Cafe,Vees Cafe,90016,90016,"5418 W Adams Blvd, Los Angeles",5418 W Adams Blvd
2919,2026,,Food,Food,90064,90064,"10571 Pico Blvd, Los Angeles",10571 Pico Blvd
3097,2186,,The Original Ramen Burger,The Original Ramen Burger,90004,90004,"239 S Vermont Avenue, Los Angeles, CA",239 S Vermont Ave
3199,2321,,Aroma Bar and Grill,Aroma Bar and Grill,90046,90046,"7373 W Sunset Blvd, Los Angeles",7373 W Sunset Blvd
3512,2332,,Shaky Alibi,Shaky Alibi,90036,90036,"7401 Beverly Blvd., Los Angeles",7401 Beverly Blvd
3574,2223,,Commissary,Commissary,90010,90010,"3515 Wilshire Blvd, Los Angeles",The Line Hotel3515 Wilshire Blvd
3650,1796,,Santouka Ramen,Santouka Ramen,90066,90066,"3760 S Centinela Ave, Los Angeles",3760 S Centinela Ave
3845,2289,,Tlayuda L.A.,Tlayuda L.A. Mexican Restaurant,90029,90029,5450 Santa Monica Boulevard,5450 Santa Monica Blvd
4055,2154,,El Cochinito,El Cochinito Restaurant,90026,90026,"3508 W Sunset Blvd, Los Angeles",3508 W Sunset Blvd
2224,1349,,Sushi Kyoto,Sushi Kyoto,75205,75205,"6429 Hillcrest Avenue, Dallas",6429 Hillcrest Ave
2261,1343,,City Cafe,City Cafe,75209,75209,"5757 West Lovers Lane, Dallas",5757 W Lovers Ln
2262,1121,,Taco Stop,Taco Stop,75207,75207,"1900 Irving Boulevard, Dallas",1900 Irving Blvd
2459,1986,,Westside Tavern,Westside Tavern,90064,90064,"10850 W. Pico Blvd, Los Angeles",10850 W Pico Blvd
2816,2267,,Pho 87,Pho 87,90012,90012,"1019 N Broadway, Los Angeles",1019 N  Broadway
3061,1800,,Hollywood Pies,Hollywood Pies,90035,90035,"6116 1/2 W Pico Blvd, Los Angeles",6116 1/2 W Pico Blvd
3592,2109,,Perch,Perch,90013,90013,"448 S Hill St, Los Angeles",448 S Hill St
3635,2184,,Tsujita LA,Tsujita LA Artisan Noodle,90025,90025,"2057 Sawtelle Blvd, Los Angeles",2057 Sawtelle Blvd
4148,2159,,El Carmen,El Carmen,90048,90048,"8138 W 3rd St, Los Angeles",8138 W 3rd St
4155,2133,,The Park,The Park,90026,90026,"1400 W Sunset Blvd, Los Angeles",1400 Sunset Blvd
2511,2133,0,The Park's Finest,The Park,90026,90026,"1267 W Temple Street, Los Angeles",1400 Sunset Blvd
2422,2215,,Wat Dong Moon Lek Noodle,Wat Dong Moon Lek Noodle,90029,90029,"4356 Fountain Ave, Los Angeles",4356 Fountain Ave
2761,2220,,Greenleaf Gourmet Chopshop,Greenleaf Gourmet Chopshop,90028,90028,"6201 Hollywood Blvd, Los Angeles",6201 W Hollywood BlvdSte 120
3331,2120,,Meze,Meze,90039,90039,"2662 Griffith Park Blvd, Los Angeles",2662 Griffith Park Blvd
3630,2266,,BLD,BLD,90036,90036,"7450 Beverly Blvd, Los Angeles",7450 Beverly Blvd
3734,2083,,Village Pizzeria,Village Pizzeria,90004,90004,"131 N Larchmont Blvd, Los Angeles",131 N Larchmont Blvd
3839,2145,,Pacific Dining Car,Pacific Dining Car,90017,90017,"1310 W 6th St, Los Angeles",1310 W 6th St
3878,2256,,Mitsuru Cafe,Mitsuru Cafe,90012,90012,"117 Japanese Village Plaza Mall, Los Angeles",117 Japanese Village Plz Mall
3911,2098,,Blossom,Blossom Restaurant,90013,90013,"426 S Main St, Los Angeles",426 S Main St
4125,2263,,The Fix Burger,The Fix Burger,90027,90027,"2520 Hyperion Ave, Los Angeles",2520 Hyperion Ave
4168,1556,,Little Beast Restaurant,Little Beast Restaurant,90041,90041,"1496 Colorado Boulevard, Los Angeles",1496 Colorado Blvd
2738,2248,,Xiomara on Melrose,Xiomara,90038,90038,"6101 Melrose Ave, Los Angeles",6101 Melrose Ave
2200,1159,,Full Circle Tavern,Full Circle Tavern,75215,75215,"1319 S Lamar Street, Dallas",1319 S Lamar St
2203,1190,,Mangiamo Italian Restaurant,Mangiamo Italian Restaurant,75230,75230,"Preston Valley, 12835 Preston Road, Suite 220, Dallas",12835 Preston RdSte 220
2300,1189,,Grand Lux Cafe,Grand Lux Cafe,75240,75240,"Galleria Dallas, 13420 Dallas Pkwy, Level One, Dallas",13420 N Dallas Pkwy
2301,1346,,El Fenix,El Fenix Mexican Restaurants,75202,75202,"1601 McKinney Avenue, Dallas",1601 McKinney Ave
3090,2277,,EMC Seafood & Raw Bar,EMC Seafood & Raw Bar,90020,90020,"3500 West 6th St, Los Angeles",3500 W 6th StSte 101
3295,1933,,Otomisan,Otomisan Restaurant,90033,90033,"2506 1/2 E 1st St, Los Angeles",2506 E 1st St
3461,2234,,Soot Bull Jeep,Soot Bull Jeep,90005,90005,"3136 W 8th St, Los Angeles",3136 W 8th St
3905,1826,,Chichen Itza,Chichen Itza Restaurant,90007,90007,"3655 S Grand Ave Ste C6, Los Angeles",3655 S Grand AveSte C6
4107,1835,,Plan Check Kitchen + Bar,Plan Check Kitchen + Bar,90025,90025,"1800 Sawtelle Blvd, Los Angeles",1800 Sawtelle Blvd
3901,1550,,Blue Cow Kitchen & Bar,Blue Cow Kitchen,90071,90071,"350 S Grand Ave, Los Angeles",350 S Grand Ave
2101,1176,,The Grill on the Alley,The Grill on the Alley,75240,75240,"Galleria Dallas, 13270 Dallas Parkway, Level one, Dallas",13270 Dallas Pkwy1155
2962,2245,,Cielito Lindo,Cielito Lindo,90012,90012,"23 Olvera St, Los Angeles",E-23 Olvera StSte E
3055,2116,,Wako Donkasu,Wako Donkasu,90010,90010,"3377 Wilshire Blvd, Los Angeles",3377 Wilshire BlvdSte 112
3104,2039,,Sticky Rice,Sticky Rice,90013,90013,"317 S Broadway Spc C45, Los Angeles",317 S BroadwaySte C-4-5
4104,1984,,Yxta Cocina Mexicana,Yxta Cocina Mexicana,90021,90021,"601 S Central Ave, Los Angeles",601 S Central Ave
2228,1328,,Union Park Dallas,Union Park,75202,75202,"1311 Main Street, Dallas",1311 Main St
2099,1394,,Rockfish Seafood Grill,Rockfish Seafood Grill,75206,75206,"5331 E Mockingbird Lane, First Level, Dallas",5331 E Mockingbird LnSte 160
2903,2100,,Grub,Grub,90038,90038,"911 Seward St, Los Angeles",911 Seward St
2981,1893,,Bestia,Bestia,90021,90021,"2121 7th Pl, Los Angeles",2121 E 7th Pl
3147,1740,,Versailles,Versailles Restaurant,90035,90035,"1415 S La Cienega Blvd, Los Angeles",1415 S La Cienega Blvd
3755,2166,,Soowon Galbi,Soowon Galbi KBBQ Restaurant,90005,90005,"856 S Vermont Ave, Los Angeles",856 S Vermont AveSte C
3782,2222,,Genwa Korean BBQ,Genwa Korean BBQ,90036,90036,"5115 Wilshire Blvd #A, Los Angeles",5115 Wilshire Blvd
3918,2175,,Sapp Coffee Shop,Sapp Coffee Shop,90027,90027,"5183 Hollywood Blvd, Los Angeles",5183 Hollywood Blvd
4059,2228,,Izakaya Fu-ga,Izakaya Fu-ga,90012,90012,"111 S San Pedro St, Los Angeles",111 S San Pedro St
4085,2000,,Larchmont Bungalow,Larchmont Bungalow,90004,90004,"107 N Larchmont Blvd, Los Angeles",107 N Larchmont Blvd
4156,2020,,Aroma,Aroma Restaurant,90026,90026,"2903 W Sunset Blvd, Los Angeles",2903 W Sunset Blvd
4177,2050,,Panini Cafe,Panini Cafe -Downtown,90015,90015,"600 W 9th St, Los Angeles",600 W 9th St
2455,2088,,Hot Wings Cafe,Hot Wings Cafe,90038,90038,"7011 Melrose Ave, Los Angeles",7011 Melrose Ave
2587,2018,,Berlin Currywurst,Berlin Currywurst,90026,90026,"3827 W Sunset Blvd, Los Angeles",3827 W Sunset Blvd
3193,2078,,LA Rose Cafe,LA Rose Cafe,90029,90029,"4749 Fountain Ave, Los Angeles",4749 Fountain Ave
3661,2211,,Little Jewel of New Orleans,Little Jewel of New Orleans,90012,90012,"207 Ord St, Los Angeles",207 Ord St
4075,1996,,Biergarten,Biergarten,90004,90004,"206 N. Western Ave, Los Angeles",206 N Western Ave
2129,1274,,Crossroads at House of Blues,House of Blues,75202,75202,"2200 N Lamar Street, Dallas",2200 N Lamar St
2092,885,,Havana Cafe,Havana Cafe,75218,75218,"1152 Buckner Boulevard, Suite 126, Dallas",1152 Buckner BlvdSte J-126
2275,1064,,Loca Luna Mexican Cuisine,Loca Luna Mexican Cuisine,75240,75240,"5301 Alpha Road, Suite 80, Dallas",5301 Alpha RdSte 80
3239,2193,,Homegirl Cafe,Homegirl Cafe and Catering,90012,90012,"130 Bruno St, Los Angeles",130 W Bruno  St
3515,2171,,KyoChon,KyoChon,90020,90020,"3833 W 6th St, Los Angeles",3833 W 6th St
3597,2035,,Osteria Mozza,Osteria Mozza,90038,90038,"6602 Melrose Ave, Los Angeles",6602 Melrose Ave
3694,2090,,Bourgeois Pig,Bourgeois Pig,90028,90028,"5931 Franklin Ave, Los Angeles",5931 Franklin Ave
3847,2010,,Fratelli Cafe,Fratelli Cafe,90046,90046,"7200 Melrose Ave, Los Angeles",7200 Melrose Ave
4238,2203,,Petty Cash Taqueria,Petty Cash Taqueria,90036,90036,"7360 Beverly Blvd, Los Angeles",7360 Beverly Blvd
3435,1727,,Dune Kitchen,Dune,90039,90039,"3143 Glendale Blvd, Los Angeles",3143 Glendale Blvd
4074,1665,,Picca Peruvian Cantina,Picca,90035,90035,"9575 W Pico Blvd, Los Angeles",9575 W Pico Blvd
2909,2104,,Oo-Kook Korean BBQ,Oo-Kook Korean BBQ,90005,90005,"3385 W. 8th Street, Los Angeles",3385 W 8th St
2914,2189,,Chego,Chego!,90012,90012,"727 North Broadway, Los Angeles",727 N BroadwayUnit 117
3360,2200,,Rascal,Rascal,90036,90036,"801 S La Brea Ave, Los Angeles",801 S LA Brea Ave
3393,1927,,The Oinkster,The Oinkster,90038,90038,"776 Vine St, Los Angeles",776 Vine St
3536,2008,,Vinoteque on Melrose,Vinoteque On Melrose,90046,90046,"7469 Melrose Ave, Los Angeles",7469 Melrose Ave
2581,1658,,Faith & Flower,Faith & Flower,90015,90015,"705 W 9th St, Los Angeles",705 W 9th St
3555,1969,,Library Bar,Library Bar,90017,90017,"630 W 6th St Ste 116A, Los Angeles",630 W 6th StSte 116-A
3871,1527,,Komodo,Komodo Cafe,90035,90035,"8809 W Pico Blvd, Los Angeles",8809 W Pico Blvd
3919,1908,,Nickel Diner,Nickel Diner,90013,90013,"524 S Main St, Los Angeles",524 S Main St
3981,1964,,Vintage Enoteca,Vintage Enoteca,90046,90046,"7554 W Sunset Blvd, Los Angeles",7554 W Sunset Blvd
3996,1926,,Providence,Providence,90038,90038,"5955 Melrose Ave, Los Angeles",5955 Melrose Ave
2283,1043,,Alligator Cafe,Alligator Cafe,75226,75226,"2912 Elm Street, Dallas",2912 Elm St
2298,1365,,Oasis,Oasis Restaurant,75206,75206,"5945 Greenville Avenue, Dallas",5945 Greenville Ave
2355,1981,,Terrine,Terrine,90048,90048,"8265 Beverly Blvd, Los Angeles",8265 Beverly Blvd
2384,1930,,Meals By Genet,Meals by Genet,90019,90019,"1053 S Fairfax Ave, Los Angeles",1053 S Fairfax Ave
3294,1889,,The Must,The Must,90013,90013,"117 Winston St, Los Angeles",117 Winston St
3431,1942,,Tulip Cafe,Tulip Cafe,90014,90014,"628 St Vincent Ct, Los Angeles",628 Saint Vincent Ct
3618,2068,,Il Capriccio on Vermont,Il Capriccio on Vermont,90027,90027,"1757 N Vermont Ave, Los Angeles",1757 N Vermont Ave
3667,2122,,Beer Belly,Beer Belly,90020,90020,"532 S Western Ave, Los Angeles",532 S Western Ave
2199,1023,,Stonedeck Pizza Pub,Stonedeck Pizza Pub,75226,75226,"2613 Elm Street, Dallas",2613 Elm St
2238,1233,,Green Papaya,Green Papaya,75219,75219,"3211 Oak Lawn Avenue, Suite B, Dallas",3211 Oak Lawn AveSte B
2313,1104,,Celebration,Celebration,75209,75209,"4503 West Lovers Lane, Dallas",4503 W Lovers Ln
2679,2003,,Sadie Kitchen and Lounge,Sadie Kitchen and Lounge,90028,90028,1638 North Las Palmas Ave,1638 N Las Palmas Ave
3496,2014,,Best Fish Taco in Ensenada,Best Fish Taco In Ensenada,90027,90027,"1650 Hillhurst Ave, Los Angeles",1650 Hillhurst Ave
3505,1903,,Village Idiot,The Village Idiot,90046,90046,"7383 Melrose Ave, West Hollywood",7383 Melrose Ave
3634,1894,,BCD Tofu House,BCD Tofu House,90010,90010,"3575 Wilshire Blvd, Los Angeles",3575 Wilshire Blvd
3842,1962,,Kings Road Cafe,Kings Road Cafe,90048,90048,"8361 Beverly Blvd, Los Angeles",8361 Beverly Blvd
4014,2103,,Spitz,Spitz - Little Tokyo,90012,90012,"371 E 2nd St, Los Angeles",371 E 2nd St
2147,990,,Elbow Room,The Elbow Room,75226,75226,"3010 Gaston Avenue, Dallas",3010 Gaston Ave
2157,1067,,El Corazon de Tejas,El Corazon de Tejas,75208,75208,"110 W Davis Street, Dallas",110 W Davis St
2292,1092,,Ming Place,Ming Place China Bistro,75209,75209,"5715 Lemmon Avenue, Dallas",5715 Lemmon AveSte 3
2293,921,,Crossroads Diner,Crossroads Diner,75231,75231,"8121 Walnut Hill Lane, Suite 1100, Dallas",8121 Walnut Hill Ln
3033,1799,,Zinc Cafe,Zinc Cafe & Market,90013,90013,"580 Mateo St, Los Angeles",580 Mateo St
3462,1999,,Zankou Chicken,Zankou Chicken - Hollywood,90027,90027,"5065 W Sunset Blvd, Los Angeles",5065 Sunset Blvd
3778,1847,,Colori Kitchen,Colori Kitchen,90014,90014,"429 W 8th St, Los Angeles",429 W 8th St
3897,1848,,Bottega Louie,Bottega Louie,90017,90017,"700 S Grand Ave, Los Angeles",700 S Grand Ave
2100,875,,Bugatti Ristorante,Bugatti Ristorante,75220,75220,"3802 W Northwest Highway, Dallas",3802 W Northwest Hwy
2139,968,,Cold Beer Company,Cold Beer Company,75226,75226,"3600 Main Street, Dallas",3600 Main St
2310,977,,Royal China,Royal China,75230,75230,"6025 Royal Lane, Suite 201, Dallas",6025 Royal LnSte 201
2365,1957,,Honey Pig,Honey Pig,90005,90005,"3400 W 8th St, Los Angeles",3400 W 8th St
3826,1863,,Black Hogg,Sopressata At Black Hogg,90026,90026,"2852 W Sunset Blvd, Los Angeles",2852 Sunset Blvd
3835,1810,,M Grill,M Grill,90010,90010,"3832 W Wilshire Blvd, Los Angeles",3832 Wilshire BlvdSte 202
4187,1744,,B.S. Taqueria,B.S. Taqueria,90014,90014,"514 W 7th St, Los Angeles",514 W 7th St
4244,1983,,Speranza,Speranza,90027,90027,"2547 Hyperion Ave, Los Angeles",2547 Hyperion Ave
2217,909,,Super Chix,Super Chix,75254,75254,"14999 Preston Road, Suite 226 D, Dallas, TX",14999 Preston RdSte 226
3138,1820,,All About the Bread,All About the Bread,90046,90046,"7111 Melrose Ave, Los Angeles",7111 Melrose Ave
3500,1846,,Road To Seoul,Road To Seoul,90006,90006,"1230 S Western Avenue, Los Angeles",1230 S Western Ave
3659,1714,,Square One Dining,Square One Dining,90029,90029,"4854 Fountain Ave, Los Angeles",4854 Fountain Ave
3987,1898,,Pizzeria il Fico,Pizzeria Il Fico,90048,90048,"310 S Robertson Blvd, Los Angeles",310 S Robertson Blvd
4046,1813,,Cactus Mexican Food,Cactus Mexican Food,90038,90038,"950 Vine St, Los Angeles",950 Vine St
2232,1215,,E Bar Tex Mex,E Bar Tex Mex,75204,75204,"1901 N Haskell Avenue, Suite 120, Dallas",1901 N Haskell AveSte 120
2979,1730,,The Factory Kitchen,The Factory Kitchen,90013,90013,"1300 Factory Place # 101, Los Angeles",1300 Factory PlSte 101
3279,1768,,Seoul Garden,Seoul Garden Restaurant,90006,90006,"1833 W Olympic Blvd, Los Angeles",1833 W Olympic Blvd
3535,1958,,Sanamluang Cafe,Sanamluang Cafe,90027,90027,"5176 Hollywood Blvd, Los Angeles",5176 Hollywood Blvd
3620,1921,,Birds,Birds Rotisserie Chicken Cafe & Bar,90028,90028,5925 Franklin Ave,5925 Franklin Ave
4029,1573,,Jacks N Joe,Jacks N Joe,90007,90007,"2498 S Figueroa St, Los Angeles",2498 S Figueroa St
4057,2004,,JiST Cafe,JiST Cafe,90012,90012,"116 Judge John Aiso St., Los Angeles",116 Judge John Aiso St
3770,1895,,Saint Felix Hollywood,Saint Felix,90028,90028,"1602 Cahuenga Blvd, Los Angeles",1602 N Cahuenga Blvd
4052,1859,,Simplethings Sandwich & Pie Shop,Simplethings,90048,90048,"8310 W Third Street, Los Angeles",8310 W 3rd St
4067,1948,,OB Bear,OB Bear,90005,90005,"3002 W 7th St, Los Angeles",3002 W 7th St
4151,1623,,Local Table,Local Table,90017,90017,"800 S Figueroa St, Los Angeles",800 S Figueroa StSte 103
3002,1636,,DeSano Pizza,DeSano Pizza Bakery,90029,90029,"4959 Santa Monica Blvd, Los Angeles",4959 Santa Monica Blvd
3909,1809,,Pingtung,PINGTUNG Eat-in Market,90046,90046,"7455 Melrose Ave, Los Angeles",7455 Melrose Ave
2269,975,,Burguesa Burger,Burguesa Burger,75208,75208,"710 Fort Worth Avenue, Dallas",710 Ft. Worth Ave
2849,1832,,Knuckle & Claw,Knuckle & Claw,90026,90026,"3112 Sunset Blvd, Los Angeles",3112 W. Sunset Blvd
2902,1618,,KazuNori,KazuNori,90013,90013,"421 S Main St, Los Angeles",421 S Main St
3354,1579,,Poppy + Rose,Poppy + Rose,90014,90014,"765 Wall St, Los Angeles",765 Wall St
3472,1833,,MessHall,MESSHALL,90027,90027,"4500 Los Feliz Blvd, Los Angeles",4500 Los Feliz Blvd
3607,1773,,Noshi Sushi,Noshi Sushi,90004,90004,"4430 Beverly Blvd, Los Angeles",4430 Beverly Blvd
4184,1935,,Mexicali Taco & Co,Mexicali Taco & Co,90012,90012,"702 N Figueroa St, Los Angeles",702 N Figueroa St
3256,1838,,Plancha Taco,Plancha Tacos,90048,90048,"8250 W 3rd St #108, Los Angeles",8250 W 3rd St
2328,1769,,Night + Market Song,Night + Market Song,90026,90026,"3322 Sunset Blvd, Los Angeles",3322 W Sunset Blvd
