#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
"_id","ltable.id","rtable.id","ltable.title","ltable.director","ltable.year","ltable.cost","ltable.star","rtable.title","rtable.director","rtable.year","rtable.rotten_tomatoes","rtable.review1","rtable.review2","rtable.review3","rtable.review4","rtable.review5","gold"
217,2409,439,"Marilyn Monroe Special Anniversary Collection (The Seven Year Itch / Gentlemen Prefer Blondes / Niagara / River of No Return / Let's Make Love / Marilyn - The Final Days)","Billy Wilder",2006,$47.81,"Marilyn Monroe","Eyes of Texas","William Witney",1948,0,"It's a decent Roy Rogers B-Western.",,,,,0
218,2409,5701,"Marilyn Monroe Special Anniversary Collection (The Seven Year Itch / Gentlemen Prefer Blondes / Niagara / River of No Return / Let's Make Love / Marilyn - The Final Days)","Billy Wilder",2006,$47.81,"Marilyn Monroe","Rulers Of Darkness","Dale Windle",2013,0,,,,,,0
219,2430,2740,"End of Days","Peter Hyams",1999,"Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Arnold Schwarzenegger, Gabriel Byrne","40 Days And Nights","Peter Geiger",2012,0,,,,,,0
220,2430,2782,"End of Days","Peter Hyams",1999,"Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Arnold Schwarzenegger, Gabriel Byrne","Universal Soldier: Day of Reckoning","John Hyams",2012,51,"Several sequences of this gorefest, which is posed between hyperkinetic martial-arts mayhem and near-static moments of confusion and terror, have a gleeful virtuosity that nearly redeems its lumbering longueurs and generic splatter.","Day of Reckoning is somehow not just the best film in the series, but a damn fine piece of action filmmaking by any measure.","There... is... no... end Van Damme announces in between blows. As a comment on the current film, I'll agree. As a prediction - all I can do is shudder.","An intensity of purpose and a patient, suspenseful directing style make the B-movie Universal Soldier: Day of Reckoning superior to most of the big-budget action films I've seen lately.","This bloody wallow in sweat, guns and fisticuffs - for those who swing that way - delivers.",0
221,2438,481,"Conqueror Of The Orient","Tanio Boccia",2007,"Buy SD $7.99,","Gianna Maria Canale, Rik Battaglia","Knives of the Avenger","Mario Bava",1966,0,"Has some appeal in its earnest story.","Grand Viking opera","The colossally incompetent vibe will undoubtedly turn off all but the most ardent Bava follower...",,,0
222,2452,4081,"The Ron Howard Action Pack (Eat My Dust! / Grand Theft Auto) [Roger Corman's Cult Classics]","Ron Howard",2011,$14.19,"Ron Howard","Stand By for Action","Robert Z. Leonard",1942,0,,,,,,0
223,2462,2446,"Lawrence Of Arabia","David Lean",1962,,"Peter O'Toole, Alec Guinness","Fire Of Conscience (For lung)","Dante Lam",2010,0,,,,,,0
224,2465,1560,"Watch the Skies! (The Cosmic Man / The Flying Saucer / Stranger From Venus)","Mikel Conrad",2006,$7.89,"Patricia Neal","The Hanged Man","Michael Caffey",1974,0,,,,,,0
225,2467,97,"Snow on tha Bluff","Damon Russell",2012,$7.88,"Curtis Snow","Coogan's Bluff","Don Siegel",1968,94,"Story is of the clash between sophisticated law enforcement and frontier-style simplistics, which is perhaps one of the major internal American problems.","Even Siegel's somehow off-centre treatment of New York hippiedom is intriguingly wry.","The screenplay is so predictable in situation and so arch in its supposedly tough, blunt, wise talk that it turns into a joke told by someone with no sense of humor.","Siegel knows what he wants and gets it.","Eastwood's performance as the flawed, headstrong superman has been terribly underrated, but he brings to the part of Coogan a sure knowledge of the man's obvious strengths and not so obvious failings.",0
226,2467,2613,"Snow on tha Bluff","Damon Russell",2012,$7.88,"Curtis Snow","Snow on tha Bluff","Damon Russell",2012,0,"No one seems to have a steady job, and there's no shaking the sense of wasted souls in a forsaken sector of society.","Frequently scored to hip-hop heard through car speakers, Bluff's portrait of street life has a grungy off-the-cuff realism that's only compromised by some obviously staged incidents...","Immediate and unrelenting, Snow On Tha Bluff is unlike anything you'll see this year... unless, of course, you live in the Bluff.","Questions of authenticity aside, Damon Russell evinces a shrewd understanding of how to juxtapose the handheld camera's finite sightline with the bursts of chaos that suddenly invade it.",,1
227,2470,2481,"The Story Of Robin Hood And His Merrie Men","Ken Annakin",1952,"Rent SD $2.99,Buy SD $9.99,","Richard Todd, Joan Rice","5 Days Of War","Renny Harlin",2011,33,"An action movie scarcely deeper than a Michael Bay extravaganza.","Harlin's film begins with the familiar adage that truth is the first casualty of war. Usually that phrase precedes an attempt to revive the patient, not bury it deeper in the rubble of propaganda.","The plot is culled from a variety of ""war is hell but I'm covering it anyway"" journalist-in-the-field movies but handled with clichd clumsiness in a script by David Battle and doctored by Finnish writer Mikko Alanne.","Flimsy dramatization of Russia/Georgia conflict fails both as historical re-enactment and as action-flick thrill ride.","As propaganda, 5 Days Of War is unlikely to make a mark, though perhaps the idea of reaching people through would-be blockbusters will.",0
228,2493,5093,"Never So Few","John Sturges",1959,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Frank Sinatra, Gina Lollobrigida","Never Forget","Joseph Sargent",1991,0,,,,,,0
229,2510,5985,"Disturbing Behavior","David Nutter",1999,$27.19,"James Marsden","Bordering On Bad Behavior","Jac Mulder",2014,0,,,,,,0
230,2518,2988,"Miami Vice / Inside Man Double Feature [Blu-ray]","Spike Lee",2013,$8.99,"Barry Shabaka Henley","The Man in the Iron Mask","Mike Newell",1977,0,,,,,,0
231,2543,2511,"Renfrew Of The Royal Mounted","Albert Herman",1937,"Buy SD $9.99,","James Newill, Carol Hughes","Tales of an Ancient Empire","Albert Pyun",2010,0,"This is a movie like frozen beef is a burger.",,,,,0
232,2547,938,"Forbidden Hollywood Collection: Volume Three (Other Men's Women / The Purchase Price / Frisco Jenny / Midnight Mary / Heroes for Sale / Wild Boys of the Road)","William Wellman",2009,,"Grant Withers","Track of the Cat","William Wellman",1954,0,"It has no psychological pattern, no dramatic point. There's a lot of pretty snow scenery in it and a lot of talk about deep emotional things. But it gets lost in following some sort of pretense.",,,,"It's one of those overlooked great films that somehow slips under the radar, in this case probably because it's unique as a Western.",0
233,2547,2821,"Forbidden Hollywood Collection: Volume Three (Other Men's Women / The Purchase Price / Frisco Jenny / Midnight Mary / Heroes for Sale / Wild Boys of the Road)","William Wellman",2009,,"Grant Withers","Rise of the Guardians","William Joyce",2012,74,"Less-than-compelling storyline.","The film has a square-jawed elegance that occasionally hits a note of grandeur when it's not just being silly.","Energetic animation and a handful of amusing character touches help, but they can't compensate for the paper-thin story and muddled messages.","A beautiful fantasy adventure that might change a few minds about the power and importance of these childhood fantasy characters.","DreamWorks' newest picture is definitely one for the kids, but director Peter Ramsey makes it fun enough to put a smile on parents' faces.",0
234,2548,2687,"Son of Kong","Ernest B. Schoedsack",2005,$12.99,"Robert Armstrong","Dawn of the Dragonslayer","Anne K. Black",2011,0,,,,,,0
235,2566,1372,"The Blood of Heroes","David Webb Peoples",2003,$6.27,"Rutger Hauer","Harry Potter and the Order of the Phoenix","David Yates",2007,79,"By focussing the story on Harry (a leaner and slightly meaner Daniel Radcliffe) and his exploits, Yates dispenses with many of the novel's subplots and is able to push the story forward, ominously foreshadowing the dark times to come.","Performances are more mature, the soundtrack (by Nicholas Hooper) less grandiose, and Yates executes some thrilling set-pieces.","The older these kids get, the darker and more engrossing the Harry Potter movies become.","It's clear that Harry Potter and the Order of the Phoenix has left the dewy-eyed awe of childhood magic and entered the brooding angst of adolescent powerlessness.","An emotional and involving installment in this hit or miss series",0
236,2676,1535,"X-Men: Days of Future Past","Bryan Singer",2014,"Buy HD $12.99,Buy SD $14.99,","Hugh Jackman, James McAvoy","Get Smart's Bruce and Lloyd Out of Control","Gil Junger",2008,0,"It doesn't necessarily stand alone, although if you saw Get Smart and liked the Bruce and Lloyd characters, then you can get a certain level of enjoyment out of their pseudo-sequel.","...more like a series of afterthoughts than a fully realized motion picture.",,,,0
237,2682,458,"The Hobbit: Battle of Five Armies 3D (Extended Edition with Figurine) (Amazon Exclusive) [Blu-ray]","Peter Jackson",2015,$71.98,"Ian McKellen","Voyage to the Planet of Prehistoric Women","Peter Bogdanovich",1968,0,,,,,,0
238,2682,2499,"The Hobbit: Battle of Five Armies 3D (Extended Edition with Figurine) (Amazon Exclusive) [Blu-ray]","Peter Jackson",2015,$71.98,"Ian McKellen","The Greening Of Whitney Brown","Peter Skillman Odiorne",2011,13,"It's all extraordinarily predictable, made no more palatable by flat characters and a dull cast.","There's a fair amount of greening, but that doesn't make Whitney any less grating.","As she learns the value of public schools and pickup trucks, her erstwhile friends in Philadelphia seem happy to be rid of her. By movie's end, you'll feel exactly the same.","It flies off the rails in a third act so devoid of logic it could have been concocted on the moon.","Helmer Odiorne creates a suitably groomed pastoral setting for Gilchriest's relentlessly upbeat script, but does little to suggest a context larger than Whitney's limited p.o.v.",0
239,2682,2831,"The Hobbit: Battle of Five Armies 3D (Extended Edition with Figurine) (Amazon Exclusive) [Blu-ray]","Peter Jackson",2015,$71.98,"Ian McKellen","The Hobbit: An Unexpected Journey","Peter Jackson",2012,64,"A bloated, entirely unnecessary cash-grab prequel suffering from a fatal case of elephantitis.","You may have seen Middle Earth before. But you haven't been IN Middle Earth.Peter Jackson's 'The Hobbit: An Unexpected Journey' has made it possible for you to feel like you're surrounded by the astonishing environment created by J.R.R. Tolkien.","With the first film pushing three hours, purists will be pleased. Less die-hard audiences will find a lot of meandering set-up - albeit visually gorgeous meandering setup.","Remember the joke that The Fellowship of the Ring was just a bunch of people walking around for three hours? In this case, it's actually true.","An occasionally entertaining but empty fantasy epic...",0
240,2682,6152,"The Hobbit: Battle of Five Armies 3D (Extended Edition with Figurine) (Amazon Exclusive) [Blu-ray]","Peter Jackson",2015,$71.98,"Ian McKellen","The Duke Of Burgundy","Peter Strickland",2015,92,"[Peter Strickland's] new movie has more going on than cinematic mind games.","There's voyeurism, fetishism, bondage, lingerie and high-flown naughtiness galore, but that's hardly the movie's most conspicuous achievement.","The Duke of Burgundy is no mere style exercise or slavish homage. Strickland finds both humour and pathos in the situation of Cynthia and Evelyn, who are every bit as trapped as the insects they collect and catalogue.","The Duke of Burgundy is like Fifty Shades of Grey as staged by Masterpiece Theater.","It will appeal to a limited group of high cinephiles, and those who always got off on the kind of fantasy soft-porn the film so dutifully replicates, and most of all, to the subset of folk who are both. That would be me.",0
241,2714,4980,"The Bling Ring","Sofia Coppola",2013,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Katie Chang, Israel Broussard","The Bling Ring","Sofia Coppola",2013,60,"It's smart and droll.","The sense of detachment that is a signature of Sofia Coppola's work -- the coolly distant, stylishly dreamlike way she regards her characters -- works to her detriment in The Bling Ring.","...Coppola definitely finds a captivating way of telling the tale. Her script and the performances give us something thought-provoking out of something superficial.","Antonioni watches too much TMZ in Sofia Coppola's detached portrait of hollowed-out youth culture.","Five children-four princesses and a prince-run in gentle Angeleno night from enchanted castle to enchanted castle, gathering treasure-beads and raiment and gold and currency-spending themselves afterward on endorphins and coke.",1
242,2722,3822,"The Sunset Limited","Tommy Lee Jones",2011,"Buy SD $14.99,","Samuel L. Jackson, Tommy Lee Jones","The Sunset Limited","Tommy Lee Jones",2011,0,,"A thinking man's drama that rolls deep, heavy thoughts around and around, trying to puzzle out where the truth lies. Or, indeed, if what we see as the truth is just that: a lie.",,,,1
243,2723,5711,"The Magic Of Belle Isle","Rob Reiner",2012,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Morgan Freeman, Kenan Thompson","Aleister Crowley: Legend of the Beast","Dom Lenoir",2013,0,,,,,,0
244,2753,1303,"Testament Of Youth","James Kent",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $14.99,Buy SD $13.99,","Alicia Vikander,Kit Harington","The Wild Women of Wongo","James L. Wolcott",1958,0,"One of the most bizarre movies I have seen in a long time - and I mean that in a bad way.",,,,,0
245,2753,6253,"Testament Of Youth","James Kent",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $14.99,Buy SD $13.99,","Alicia Vikander,Kit Harington","Echoes of War","Kane Senes",2015,31,"[A] sluggish post-Civil War drama directed and co-written by Kane Senes that wears its shopworn ideas too heavily on its sleeve.","The somber period western ""Echoes of War"" retraces some well-traveled moral ground but is invigorated by a cast that includes James Badge Dale, Ethan Embry and William Forsythe.","A gloomy, somewhat underwritten story of two families just after the Civil War, an exploration of the kind of disruption that lingers after fighting on the battlefield is over.","There's something stale about Kane Senes's tepid historical drama Echoes of War, which utilizes the genre's symbols without delivering on its potential for moral or narrative satisfaction.","This tale of the futility of revenge works well enough on its own modest terms.",0
246,2788,445,"Fifty Shades of Grey (Unrated)","Sam Taylor-Johnson",2015,"Buy HD $14.99,Buy SD $14.99,","Dakota Johnson, Jamie Dornan","The Mystery of the Hooded Horsemen","Ray Taylor",1937,0,"The best of singing cowboy Tex Ritter's B Westerns.",,,,,0
247,2806,3748,"Ultimate Avengers The Movie","Curt Geda",2006,"Rent SD $2.99,Buy HD $9.99,Buy SD $9.99,","Justin Gross, Grey Griffin","The Tunnel Movie","Carlo Ledesma",2012,100,,"When scary s--- happens, the terror sticks with you because you're never shown enough to be certain of anything.","[It] might sound like a mundane retread of recent creature features such as Creep or The Descent, but it manages to be something a bit more haunting in practice.","Not a bad effort for a mini-budgeted fan-funded horror project.","The audience is teased with fleeting glimpses of the threat lurking in the shadows and its first real appearance is played so well it is a thing of horror poetry.",0
248,2815,1142,"Midnight in the Garden of Good and Evil","Clint Eastwood",1997,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","John Cusack, Kevin Spacey","Flags of Our Fathers","Clint Eastwood",2006,73,"Eastwood's two-film project is one of the most visionary of all efforts to depict the reality and meaning of battle.","Here, the feelings run very deep, and dark as dried blood, with Clint aware that some things don't need to be said and others shouldn't be shown.","Possibly the richest testament Hollywood has yet made about the paroxysm of World War II ... an astounding movie on every level, not the least of which is its common humanity.","Sequences fade into the pack and make it difficult to differentiate one player from the others, much less remember them after the lights go up.","A human-sized contemplation of propaganda and fame",0
249,2817,3952,"Scent of a Woman","Martin Brest",1992,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Al Pacino, Chris O'Donnell","King of Devil's Island","Marius Holst",2011,93,"Rather one-note in its bleakness, and doesn't have a vast amount to say beyond 'reform school sucks'.","Possibly no one else does ""grim"" with as much unsparing enthusiasm as the Scandinavians.","Skarsgard is riveting throughout as a man whose high morality is steeped in hypocrisy and whose mask of civility easily slips, when challenged, to reveal the monster beneath.","It's a very measured account of how men will accept their fates to a degree, slowly coil up and then spring with anger.","A slow-burning but satisfying drama that persuasively blends elements of Scum and Papillon.",0
250,2817,5377,"Scent of a Woman","Martin Brest",1992,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Al Pacino, Chris O'Donnell","The Wolf of Wall Street","Martin Scorsese",2013,77,"It may be the most exuberant film about sin ever made.","A marathon of depravity. The relentless vulgarity feels heroic.","DiCaprio's powerhouse performance, and Scorsese's brilliantly energetic direction make this a must watch for film lovers.","A terrific watch, and bound to be one of the funniest films of the year, but perhaps a tad indulgent and lacking the emotional resonance that could've escalated it to truly unmissable status.","A forgiving nature and lots of stamina is needed for this no-holds-barred hedonistic ride into the Roman orgy-style excesses of the 1990s' financial world",0
251,2832,2784,"The Hobbit: The Battle of Five Armies Extended Edition (BD) [Blu-ray]","Peter Jackson",2015,$27.80,"Ian McKellen","Night of the Templar","Paul Sampson",2010,0,,,,,,0
252,2840,5282,"The Age Of Adaline","Lee Toland Krieger",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $19.99,Buy SD $17.99,","Blake Lively, Michiel Huisman","Life of a King","Jake Goldberger",2014,38,"Solid performances-especially from star Cuba Gooding Jr.-elevate the film slightly above the familiar trappings of its genre.","An effective, even heartwarming, tale of one man's commitment to teaching that playing by the rules is more important than winning.","The furious energy with which Mr. Gooding stifles his own intensity becomes a fascinating subtext in what is otherwise a forgettable film.","Gooding gives a strong performance, but viewers might be better off seeking out the...documentary Brooklyn Castle, which focuses on the championship chess team at an inner-city New York middle school.","Even if the story is faithful to the way the events played out in real life - and the official description is that the picture is a ""dramatic retelling"" - Life of a King couldn't feel more formulaic.",0
253,2840,6343,"The Age Of Adaline","Lee Toland Krieger",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $19.99,Buy SD $17.99,","Blake Lively, Michiel Huisman","The Age of Adaline","Lee Toland Krieger",2015,54,"Harrison Ford's performance is the big surprise in this otherwise wonky, frequently shambling tall tale.","Lively's cool, timeless poise is perfect for Adaline's melancholy reserve, the aloofness of someone from a different era, wary of letting anyone get too close.","The Age of Adaline is salvaged by the performances of Lively and Ford; that is if you're brain hasn't been shutdown by fake science.","Fans of more curious romantic dramas such as Benjamin Button and The Time Traveller's Wife will get the most out of The Age of Adaline, an engrossing if flawed drama.","Staying 29 forever is every woman's fantasy. But, as ""Gossip Girl"" alum Blake Lively finds out in the predictable but endearing love story ""The Age of Adaline,"" that blessing becomes a burden.",1
254,2852,4772,"Eternal Sunshine of the Spotless Mind","Michel Gondry",2004,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Jim Carrey, Kate Winslet","""Joshua Tree, 1951: A Portrait of James Dean""","Matthew Mishory",2012,60,"The movie is art and borders on art-film pretentiousness here and there, but there's no question that it's also mesmerizing and sexy.","A prologue featuring French poet Rimbaud underlines Mishory's vision of the American actor as part of a line of iconoclastic artists. But his pre-fame Dean seems more sullen brat than talented maverick.","Mishory's film walks the same forlorn street as that of Bruce Weber's 1988 Chet Baker documentary, Let's Get Lost, and shares its palpable fascination for an iconic individual cursed by both beauty and artistic genius.","Matthew Mishory's A Portrait of James Dean: Joshua Tree, 1951, some will argue, is a triumph of style over substance.","Its beauty is marred whenever it opens its mouth.",0
255,2862,3952,"Wolf Of Wall Street","Martin Scorsese",2013,"Buy HD $14.99,Buy SD $12.99,","Leonardo DiCaprio, Jonah Hill","King of Devil's Island","Marius Holst",2011,93,"Rather one-note in its bleakness, and doesn't have a vast amount to say beyond 'reform school sucks'.","Possibly no one else does ""grim"" with as much unsparing enthusiasm as the Scandinavians.","Skarsgard is riveting throughout as a man whose high morality is steeped in hypocrisy and whose mask of civility easily slips, when challenged, to reveal the monster beneath.","It's a very measured account of how men will accept their fates to a degree, slowly coil up and then spring with anger.","A slow-burning but satisfying drama that persuasively blends elements of Scum and Papillon.",0
256,2862,4425,"Wolf Of Wall Street","Martin Scorsese",2013,"Buy HD $14.99,Buy SD $12.99,","Leonardo DiCaprio, Jonah Hill","Dreams of a Life","Carol Morley",2012,70,"Somewhere at the bottom of this story is an ache about the value of a life.","Its holes or omissions cannot diminish the gaping eloquence of the situation and the questions that arise.","For all its subtext about identity and London's social fabric, ""Dreams of a Life"" leaves too many blanks and is ultimately more frustrating than rewarding.","A riveting tale of a onetime vivacious personality, described by those who knew her as ""stunning,"" ""lovely,"" and ""very well liked,"" but who nevertheless died alone, friendless and seemingly missed by nobody.","Director Morley has at least restored something of a soul to her subject.",0
257,2867,3094,"The Hunger Games: Catching Fire","Francis Lawrence",2013,"Rent HD $3.99,Rent SD $2.99,Buy HD $13.99,Buy SD $12.99,","Jennifer Lawrence, Liam Hemsworth","The Hunger Games: Catching Fire","Francis Lawrence",2013,89,"This is Empire Strikes Back stuff. It has that second Star Wars movie's kick of confidence.","What a difference a director makes.","While Catching Fire could easily stand on its own, it also should make audiences hungry for the next installment.","Not only surpasses its original but also brings with it the undeniable sense that yes, finally, all the maddening chaos and underlying pathos of this deeply political story has finally revealed an important subtext.","Though overlong at 146 minutes, Catching Fire retains the original's curiously-engaging mix of The Running Man, Spartacus, Ben Hur, Avatar and Rambo.",1
258,2891,4138,"Salmon Fishing in the Yemen","Lasse Hallstrm",2012,"Rent HD $3.99,Rent SD $2.99,Buy HD $13.99,Buy SD $9.99,","Amr Waked, Emily Blunt","Salmon Fishing in the Yemen","Lasse Hallstrom",2012,67,"It's an affable, inoffensive British comedy that just wants you to like it so much that you can't help but snicker behind its back.","To say this movie requires an utter suspension of disbelief is a vast understatement.","... just because something seems absurd doesn't mean it can't happen. And just because a film seems to lack surprises doesn't mean it won't take an entirely satisfying turn at the end.","As it stands, the best elements of the film become mired in the unwelcome narrative muck, branding Salmon Fishing in the Yemen the one that got away.","Everything that happens is horribly predictable, and the tone varies from light and fluffy to over-the-top camp, especially with Kristin Scott Thomas as the cynical British press secretary.",1
259,2946,4465,"City of God (English Subtitled)","Fernando Meirelles",2004,"Rent HD $3.99,Rent SD $2.99,Buy HD $18.99,Buy SD $17.99,","Alexandre Rodrigues, Leandro Firmino","Kingdom of Gladiators","Stefano Milla",2011,0,,,,,,0
260,2954,1873,"The Hobbit: An Unexpected Journey","Peter Jackson",2012,"Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $9.99,","Ian McKellen, Martin Freeman","Journey to the Moon","Stephen Cookson",2009,0,,,,,,0
261,2968,2499,"Hobbit, The: Battle of Five Armies Extended Edition with Figurine [Bluray + Ultra-Violet ] (Amazon Exclusive) [Blu-ray]","Peter Jackson",2015,$54.89,"Ian McKellen","The Greening Of Whitney Brown","Peter Skillman Odiorne",2011,13,"It's all extraordinarily predictable, made no more palatable by flat characters and a dull cast.","There's a fair amount of greening, but that doesn't make Whitney any less grating.","As she learns the value of public schools and pickup trucks, her erstwhile friends in Philadelphia seem happy to be rid of her. By movie's end, you'll feel exactly the same.","It flies off the rails in a third act so devoid of logic it could have been concocted on the moon.","Helmer Odiorne creates a suitably groomed pastoral setting for Gilchriest's relentlessly upbeat script, but does little to suggest a context larger than Whitney's limited p.o.v.",0
262,2976,117,"The Quiet Man","John Ford",1952,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","John Wayne, Maureen O'Hara","Tarzan, the Ape Man","John Derek",1981,11,"This opus will disappoint both Tarzan fans and Bo admirers.","Judging by the amount of time everybody spends swimming, the African jungle resembles Hornsey Baths filled with oversized pot plants.","Of course it's completely ridiculous, but at the same time it has a certain disarming charm.","To describe the film as inept would be to miss the point, which is to present Mrs. Derek in as many different poses, nude and seminude, as there are days of the year, all in something less than two hours.","worst film ever",0
263,2976,768,"The Quiet Man","John Ford",1952,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","John Wayne, Maureen O'Hara","Cinderella Man","Ron Howard",2005,80,"Howard's movie skillfully delivers that primal, heart-pounding satisfaction that is the promise of all boxing tales.","As for the fights themselves, Howard brings nothing new to the canvas. Like the movie as a whole, they work fine enough, even while encased in leaden certitude.","The fight scenes have a stinging authenticity and, although at 144 minutes it outstays its welcome, this is Howard's best film since Apollo 13","It ain't no Rocky, but it ain't half bad.","The affection for Braddock and his story can be felt in every frame and heard in every word.",0
264,2976,6006,"The Quiet Man","John Ford",1952,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","John Wayne, Maureen O'Hara","Every Man for Himself","Jean-Luc Godard",1980,0,"Is Godard the prostitute or the pimp?","has a pungent melancholy to it","Even in the same year as Raging Bull, Melvin and Howard, Dressed to Kill and The Long Riders it was still the freshest, most thrilling movie to behold.",,,0
265,3027,1146,"Lawrence Of Arabia","David Lean",1989,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Peter O'Toole, Alec Guinness","The Last of the Mohicans","David Maloney",1971,0,,,,,,0
266,3057,462,"Scary Movie 3.5","David Zucker",2005,"Rent HD $3.99,Rent SD $2.99,Buy HD $8.99,Buy SD $6.99,","Pamela Anderson, Jenny McCarthy","Are You Being Served?: The Movie","David Croft",1977,0,,,,,,0
267,3098,3355,"Fury","David Ayer",2014,"Buy HD $17.99,Buy SD $13.99,","Brad Pitt, Shia LaBeouf","Fury","David Ayer",2014,77,"An impressively solid World War II movie of the kind they don't make anymore.","While these orgies of violence are staged with tense, gruesome precision, they don't convey much beyond what we already know. Namely, that war is hell. Message received.","Pitt, who at 50 still looks great with his shirt off, has the gruff charisma to play a dauntless soldier with killer courage and a vestigial streak of humanity.","It's an ""unflinching"" account of war -- ""unflinching,"" in quotes, because every moment of the film is composed to grind your face into the muck and be proud of itself for doing so.","Pitt is at the top of his game, playing a man who has forgotten whatever he used to be and has wholly embraced his role in this war.",1
268,3130,1602,"Red Cliff (English Subtitled)","John Woo",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Tony Chiu Wai Leung, Takeshi Kaneshiro","Red Cliff (Chi Bi)","John Woo",2009,89,"The director's magnum opus.","The result is an awfully big and powerful movie, even in abbreviated form.","A formidable prelude to an epic battle with resplendent effects and action spectacles.","Woo has re-embraced his Chinese roots with brutal commitment.","Flaws and all, you can't watch a frame of it without feeling that it has been generations since Hollywood tackled anything on this scale.",0
269,3203,3128,"Lord of the Rings: The Return of the King (Extended Edition)","Peter Jackson",2004,"Buy HD $17.99,Buy SD $9.99,","Noel Appleby, Ali Astin","The Hobbit: The Desolation of Smaug","Peter Jackson",2013,74,"The Hobbit: The Desolation of Smaug is technically better than The Hobbit: An Unexpected Journey in the same way Attack of the Clones was technically better than The Phantom Menace.","The Hobbit: The Desolation of Smaug is another grand entry in the Tolkien saga, raising the emotional and physical stakes while revealing more of the sinister forces that we know will ultimately come to threaten the entire world.","(There) seems to be more action this time around. It's much more thrilling and is, again, pertinent, necessary action. And the character moments just work better in this installment.","Smaug slept through the first Hobbit film, and boy was I jealous.","For all the great effects it garners, [it] is a cold, and monotonous epic that borders on fan fiction.",0
270,3206,402,"The Mark Of Zorro","Rouben Mamoulian",1940,,"Tyrone Power, Linda Darnell","Red Trousers: The Life of the Hong Kong Stuntmen","Robin Shou",2003,24,"Fills you with a healthy respect for the men and women gladly risking their lives for your entertainment.","Rather than the That's Entertainment of jumps, falls and back flips, actor-director Robin Shou's tribute to his former profession is half-baked and a little self-serving.","It jumps from one subject to another, it provides little historical context, it shows a lot of stunts being prepared and executed but refuses to ask the obvious questions in our minds.","Feels more like a 'making-of' piece or vanity project for actor and first-time director Robin Shou ... than a tight, thorough documentary.","An often intriguing documentary, albeit one with wires attached.",0
271,3250,544,"Little Shop of Horrors","Frank Oz",2009,$9.14,"Rick Moranis","A Brooklyn State of Mind","Frank Rainone",1998,0,,,,,,0
273,3258,4963,"Now You See Me","Louis Leterrier",2013,"Rent HD $3.99,Rent SD $2.99,Buy HD $17.99,Buy SD $14.99,","Jesse Eisenberg, Mark Ruffalo","Love Is All You Need","Susanne Bier",2013,74,"Result: sufficient pleasure.","The middle-aged romance between the central characters is a lovely thing, and that makes up for everything.","Bier is daring to deal with both familial dysfunction and mature romance without painting either in the standard broad strokes.","We've seen enough romantic comedy to know these two are destined to fall for each other, but Bier is that rare filmmaker who can make you wonder if there will actually be a happy ending.","Pierce Brosnan isn't the only reason to see Love is All You Need. He's merely the best reason to seek out Danish filmmaker Susanne Bier's entertaining if familiar romantic comedy.",0
274,3279,3315,"The End of the Tour [DVD + Digital]","James Ponsoldt",2015,$12.99,"Jesse Eisenberg","Guardians of the Galaxy","James Gunn",2014,91,"Guardians of the Galaxy is the perfect summer movie, delivering exactly what you want from a comic book adaptation.","It's like an Assistant Editors' Month issue writ large.","Credit too must go to director James Gunn who puts his individual stamp on the film while operating within Marvel's house style.","James Gunn's first foray into big-budget movie making succeeds despite focusing on characters largely unknown to mainstream audiences and provides some of the most genuinely affecting moments of any Marvel film to date.","Guardians of the Galaxy is first-class, Grade-A space adventure comedy.",0
275,3306,2364,"Army of Darkness","Sam Raimi",1993,"Rent SD $2.99,Buy HD $4.99,Buy SD $4.99,","Bruce Campbell, Embeth Davidtz","Thor: Tales Of Asgard","Sam Liu",2011,0,"Animated fantasy has violence, some drinking, and innuendo.","Don't judge this DVD by its cover: the movie might as well be called Young Thor or I Was a Teenaged Norse Deity!",,,,0
