ID_A,ID_B,Flag,Name_A,Name_B,Director_A,Director_B,Year_A,Year_B
tt2400016,a_free_bird,,Unknown Project,A Free Bird,Steve Altman,Gregg Russell,2013,2013 2014 2015
tt3519936,bloodsport_2_the_next_kumite,,The Secret Handshake,Bloodsport 2: The Next Kumite,Howard Klausner,Alan Mehrez,2015,1995 1996 1997
tt1549572,1209731-1984,,Another Earth,1984,Mike Cahill,Michael Anderson,2011,1955 1956 1957
tt0381707,john_q,,White Chicks,John Q,Keenen Ivory Wayans,Nick Cassavetes,2004,2001 2002 2003
tt1706593,a_free_bird,,Chronicle,A Free Bird,Josh Trank,Gregg Russell,2012,2013 2014 2015
tt2948078,ice_princess,,Lake Eerie,Ice Princess,Chris Majors,Tim Fywell,2015,2004 2005 2006
tt2891174,sunshine,,99 Homes,Sunshine,Ramin Bahrani,Danny Boyle,2014,2006 2007 2008
tt0120877,vacation_2011,,Vampires,Vacation!,John Carpenter,Zach Clark,1998,2010 2011 2012
tt0469623,national_lampoons_van_wilder,,Things We Lost in the Fire,National Lampoon's Van Wilder,Susanne Bier,"Walt Becker,Walter Becker",2007,2001 2002 2003
tt1337137,all_things_must_pass_the_rise_and_fall_of_tower_records,,South of the Border,All Things Must Pass: The Rise and Fall of Tower Records,Oliver Stone,Colin Hanks,2009,2014 2015 2016
tt0090056,771429556,,Spies Like Us,Milk,John Landis,Noemi Weis,1985,2014 2015 2016
tt2458202,1118003-tangled,,Beyond Right and Wrong: Stories of Justice and Forgiveness,Tangled,"Lekha Singh,Roger Spottiswoode",Jay Lowi,2012,2001 2002 2003
tt0090605,quiet_riot_well_now_youre_here_theres_no_way_back_2015,,Aliens,"Quiet Riot: Well Now You're Here, There's No Way Back",James Cameron,Regina Russell,1986,2014 2015 2016
tt1148204,the_durango_kid,,Orphan,The Durango Kid,Jaume Collet-Serra,Lambert Hillyer,2009,1939 1940 1941
tt0196216,10009146-headless_horseman,,Small Time Crooks,Headless Horseman,Woody Allen,Anthony C. Ferrante,2000,2006 2007 2008
tt0117731,1094103-vendetta,,Star Trek: First Contact,Vendetta,Jonathan Frakes,Nicholas Meyer,1996,1998 1999 2000
tt0101694,single_white_female,,Deceived,Single White Female,Damian Harris,Barbet Schroeder,1991,1991 1992 1993
tt0146984,trainwreck_my_life_as_an_idiot,,The Legend of Bagger Vance,Trainwreck: My Life as an Idiot,Robert Redford,Tod Harrison Williams,2000,2006 2007 2008
tt0462244,terminator_genisys,,Daddy Day Camp,Terminator Genisys,Fred Savage,"Alan Taylor,Alan Taylor",2007,2014 2015 2016
tt0272152,poor-little-rich-girl-1965,,K-PAX,Poor Little Rich Girl,Iain Softley,Andy Warhol,2001,1964 1965 1966
tt0110763,hitcher_ii_ive_been_waiting,,The Pagemaster,The Hitcher II: I've Been Waiting,"Pixote Hunt,Joe Johnston",Louis Morneau,1994,2002 2003 2004
tt0084675,1071464-last_supper,,Shoot the Moon,The Last Supper,Alan Parker,Stacy Title,1982,1995 1996 1997
tt3675568,tuck_everlasting,,Merchants of Doubt,Tuck Everlasting,Robert Kenner,Jay Russell,2014,2001 2002 2003
tt0081259,best_worst_movie,,The Octagon,Best Worst Movie,Eric Karson,Michael Stephenson,1980,2009 2010 2011
tt0185431,games_of_love_and_chance,,Little Nicky,Games of Love and Chance (L'Esquive),Steven Brill,Abdel Kechiche,2000,2004 2005 2006
tt0080928,hookers_at_the_point,,Inside Moves,Hookers at the Point,Richard Donner,Brent Owens,1980,2001 2002 2003
tt0117581,urban_cowboy,,The Secret Agent Club,Urban Cowboy,John Murlowski,James Bridges,1996,1979 1980 1981
tt0246989,the_getaway,,Tomcats,The Getaway,Gregory Poirier,Ellen Novack,2001,2009 2010 2011
tt0349683,the_sphinx,,King Arthur,The Sphinx,Antoine Fuqua,"Phil Rosen,Wilfred Lucas",2004,1932 1933 1934
tt2395199,1193303-1193303-trumbo,,Enemies Closer,Trumbo,Peter Hyams,Peter Askin,2013,2006 2007 2008
tt0045897,spawn,,I Confess,Spawn,Alfred Hitchcock,"Mark Dippé,Mark A.Z. Dippé",1953,1996 1997 1998
tt1772850,december_7th_the_movie,,Exit 33,December 7th: The Movie,Tommy Brunswick,John Ford,2011,2000 2001 2002
tt1753786,1018412-scrooge,,Mercury Plains,Scrooge,Charles Burmeister,Henry Edwards,2015,1934 1935 1936
tt0083033,johnny_english,,Saturday the 14th,Johnny English,Howard R. Cohen,"Ben Miller,Peter Howitt (II),Douglas McFerran,Greg Wise,John Malkovich,Kevin McNally,Natalie Imbruglia,Rowan Atkinson,Steve Nicolson,Tasha de Vasconcelos,Terence Harvey,Tim Pigott-Smith,Peter Howitt",1981,2002 2003 2004
tt1229340,1094164-dog_of_flanders,,Anchorman 2: The Legend Continues,A Dog of Flanders,Adam McKay,Kevin Brodie,2013,1998 1999 2000
tt0059221,if_not_for_his_grace,,The Ghost and Mr. Chicken,If Not For His Grace,Alan Rafkin,Dennis Rowe,1966,2014 2015 2016
tt0081554,hootenanny_hoot,,Stardust Memories,Hootenanny Hoot,Woody Allen,Gene Nelson,1980,1963 1964 1965
tt1220634,official_story,,Resident Evil: Afterlife,La Historia Oficial (The Official Story),Paul W.S. Anderson,Luis Puenzo,2010,1984 1985 1986
tt0949815,1009483-hello_dolly,,Mr. Warmth: The Don Rickles Project,"Hello, Dolly!",John Landis,Gene Kelly,2007,1968 1969 1970
tt4651140,ella_enchanted,,The Screwtape Letters,Ella Enchanted,Johnny Gagnon,Tommy O'Haver,2014,2003 2004 2005
tt1967545,all_dogs_go_to_heaven,,Labor Day,All Dogs Go To Heaven,Jason Reitman,"Don Bluth,Gary Goldman,Dan Kuenster",2013,1988 1989 1990
tt0937237,1017237-razors_edge,,Redacted,The Razor's Edge,Brian De Palma,Edmund Goulding,2007,1945 1946 1947
tt3899932,dirty_dancing_havana_nights,,Call Me Lucky,Dirty Dancing: Havana Nights,Bobcat Goldthwait,Guy Ferland,2015,2003 2004 2005
tt0061655,spiderman,,The Fearless Vampire Killers,Spider-Man,Roman Polanski,Sam Raimi,1967,2001 2002 2003
tt0059346,max_steel,,Invasion of Astro-Monster,Max Steel,Ishirô Honda,Stewart Hendler,1965,2014 2015 2016
tt1446192,birdman_of_alcatraz,,Rise of the Guardians,Birdman of Alcatraz,Peter Ramsey,John Frankenheimer,2012,1961 1962 1963
tt0068909,jeanne_and_the_perfect_guy_1999,,Man of La Mancha,Jeanne and the Perfect Guy,Arthur Hiller,"Jacques Martineau,Olivier Ducastel",1972,1998 1999 2000
tt0881891,chasing_mavericks,,All About Steve,Chasing Mavericks,Phil Traill,"Curtis Hanson,Michael Apted",2009,2011 2012 2013
tt2311948,blast_from_the_past,,Grantham & Rose,Blast From the Past,Kristin Hanggi,Hugh Wilson,2014,1998 1999 2000
tt0261392,1112237-order,,Jay and Silent Bob Strike Back,The Order,Kevin Smith,Sheldon Lettich,2001,2001 2002 2003
tt0039441,story_of_us,,Gunfighters,The Story of Us,George Waggner,Rob Reiner,1947,1998 1999 2000
tt0477302,1022373-unforgiven,,Extremely Loud & Incredibly Close,The Unforgiven,Stephen Daldry,John Huston,2011,1959 1960 1961
tt0421715,47_ronin,,The Curious Case of Benjamin Button,47 Ronin,David Fincher,"Carl Rinsch,Carl Erik Rinsch",2008,2012 2013 2014
tt4687464,stolen_seas_2013,,Transpecos,Stolen Seas,Greg Kwedar,Thymaya Payne,2016,2012 2013 2014
tt1071875,daybreak_1993,,Ghost Rider: Spirit of Vengeance,Daybreak,"Mark Neveldine,Brian Taylor",Stephen Tolkin,2011,1992 1993 1994
tt0118055,7_minutes,,Up Close & Personal,7 Minutes,Jon Avnet,"Jay Martin (V),Martin Jay Sadoff",1996,2014 2015 2016
tt0085390,ghostbusters,,Daffy Duck's Movie: Fantastic Island,Ghostbusters,"Phil Monroe,Friz Freleng",Ivan Reitman,1983,1983 1984 1985
tt1619277,as_i_stand,,Conception,As I Stand,Josh Stolberg,Carlo Nicoletta,2011,2012 2013 2014
tt0099685,the_big_broadcast_of_1937,,Goodfellas,The Big Broadcast of 1937,Martin Scorsese,Mitchell Leisen,1990,1935 1936 1937
tt0043895,dredd,,The Painted Hills,Dredd,Harold F. Kress,Pete Travis,1951,2011 2012 2013
tt0033105,10009980-rebound,,Strange Cargo,The Rebound,Frank Borzage,Bart Freundlich,1940,2008 2009 2010
tt0421239,karate_kid_2010,,Red Eye,The Karate Kid,Wes Craven,Harald Zwart,2005,2009 2010 2011
tt0099703,hope_springs_2012,,The Grifters,Hope Springs,Stephen Frears,David Frankel,1990,2011 2012 2013
tt1037222,illusionist,,Robosapien: Rebooted,The Illusionist,Sean McNamara,"Bob Yari,Neil Burger",2013,2005 2006 2007
tt3138104,1197016-mirrors,,The Hungover Games,Mirrors,Josh Stolberg,Alexandre Aja,2014,2007 2008 2009
tt1034305,1009427-heaven_can_wait,,Don't Look Up,Heaven Can Wait,Fruit Chan,"Warren Beatty,Buck Henry",2009,1977 1978 1979
tt4510398,river_runs_through_it,,4Got10,A River Runs Through It,Timothy Woodward Jr.,Robert Redford,2015,1991 1992 1993
tt0125308,the-rookie-1959,,"Baker County, U.S.A.",The Rookie,William Fruet,George O'Hanlon,1982,1958 1959 1960
tt0100157,771203480,,Misery,Devil,Rob Reiner,"Drew Dowdle,John Erick Dowdle",1990,2009 2010 2011
tt0075784,world_trade_center,,A Bridge Too Far,World Trade Center,Richard Attenborough,Oliver Stone,1977,2005 2006 2007
tt3749372,woman_at_her_window,,Broadway 4D,A Woman At Her Window (Une femme à sa fenêtre),"Gary Goddard,Bryan Singer",Pierre Granier-Deferre,2015,1975 1976 1977
tt1600196,1003086-bridge_at_remagen,,The Drop,The Bridge at Remagen,Michaël R. Roskam,John Guillermin,2014,1968 1969 1970
tt0085615,spanglish,,Gorky Park,Spanglish,Michael Apted,James L. Brooks,1983,2003 2004 2005
tt0108327,fired_up,,The Thing Called Love,Fired Up,Peter Bogdanovich,Will Gluck,1993,2008 2009 2010
tt0031397,next,,Gulliver's Travels,Next,Dave Fleischer,Lee Tamahori,1939,2006 2007 2008
tt0085549,skeleton_key_2,,Flashdance,Skeleton Key 2,Adrian Lyne,John Johnson,1983,2007 2008 2009
tt0021873,hillsong_let_hope_rise,,Five Star Final,Hillsong: Let Hope Rise,Mervyn LeRoy,Michael John Warren,1931,2014 2015 2016
tt0064651,1097259-road_trip,,"Me, Natalie",Road Trip,Fred Coe,Todd Phillips,1969,1999 2000 2001
tt0116329,ugly_truth,,Fly Away Home,The Ugly Truth,Carroll Ballard,Robert Luketic,1996,2008 2009 2010
tt0086567,1010792-its_a_wonderful_life,,WarGames,It's a Wonderful Life,John Badham,Frank Capra,1983,1945 1946 1947
tt2235602,hot_shots_part_deux,,Candid,Hot Shots! Part Deux,Vishnu Seesahai,Jim Abrahams,2014,1992 1993 1994
tt0111408,internes-cant-take-money,,That's Entertainment! III,Internes Can't Take Money (You Can't Take Money),"Bud Friedgen,Michael J. Sheridan",Alfred Santell,1994,1936 1937 1938
tt1045642,10004504-ultraviolet,,Tales from the Script,Ultraviolet,Peter Hanson,Kurt Wimmer,2009,2005 2006 2007
tt0117918,1065684-braveheart,,Tin Cup,Braveheart,Ron Shelton,Mel Gibson,1996,1994 1995 1996
tt0380623,lookalike,,The Perfect Man,The Lookalike,Mark Rosman,Gary Nelson,2005,1989 1990 1991
tt0069113,1071708-nutty_professor,,The Poseidon Adventure,The Nutty Professor,"Ronald Neame,Irwin Allen",Tom Shadyac,1972,1995 1996 1997
tt0120878,1018989-silent_night_deadly_night,,The Velocity of Gary,"Silent Night, Deadly Night",Dan Ireland,Charles E. Sellier Jr,1998,1983 1984 1985
tt0093144,year_one,,Hansel and Gretel,Year One,Len Talan,Harold Ramis,1987,2008 2009 2010
tt0114462,the_hobbit_the_battle_of_the_five_armies,,The Skateboard Kid II,The Hobbit: The Battle of the Five Armies,Andrew Stevens,Peter Jackson,1995,2013 2014 2015
tt0067756,sleepaway_camp,,Silent Running,Sleepaway Camp,Douglas Trumbull,Robert Hiltzik,1972,1982 1983 1984
tt3134340,sommersby,,Blood Ganja,Sommersby,"Daniel Bollag,Anthony Ferro",Jon Amiel,2013,1992 1993 1994
tt0498380,our_brand_is_crisis_2016,,Letters from Iwo Jima,Our Brand is Crisis,Clint Eastwood,David Gordon Green,2006,2014 2015 2016
tt0074156,staying_alive_2012,,Assault on Precinct 13,Staying Alive,John Carpenter,Anant Mahadevan,1976,2011 2012 2013
tt0307901,my_life_in_ruins,,25th Hour,My Life in Ruins,Spike Lee,"Jose Luis Alcaine,Donald Petrie",2002,2008 2009 2010
tt1827578,the_face_of_an_angel,,The End of Love,The Face Of An Angel,Mark Webber,Michael Winterbottom,2012,2014 2015 2016
tt0104254,surfs_up,,FernGully: The Last Rainforest,Surf's Up,Bill Kroyer,"Ash Brannon,Chris Buck",1992,2006 2007 2008
tt0395699,when_in_rome,,The Pacifier,When in Rome,Adam Shankman,Mark Steven Johnson,2005,2009 2010 2011
tt0762125,wolf_totem,,Planet 51,Wolf Totem,"Jorge Blanco,Javier Abad",Jean-Jacques Annaud,2009,2014 2015 2016
tt0070290,fright_night-2011,,The Last Detail,Fright Night,Hal Ashby,Craig Gillespie,1973,2010 2011 2012
tt4104014,team_america_world_police,,Clew,Team America: World Police,Eric Badros,"Matt Stone,Trey Parker",2015,2003 2004 2005
tt3854104,two_bit_waltz,,Felt,Two-Bit Waltz,Jason Banker,Clara Mamet,2014,2013 2014 2015
tt0120458,the-tourist,,Virus,The Tourist,John Bruno,Eisha Marjara,1999,2005 2006 2007
tt0083959,desperate_lives_1982,,Forbidden World,Desperate Lives,Allan Holzman,"Robert Lewis,Robert Michael Lewis,Robert M. Lewis",1982,1981 1982 1983
tt1247692,oceans_thirteen,,Shrink,Ocean's Thirteen,Jonas Pate,Steven Soderbergh,2009,2006 2007 2008
tt3898368,2_guns,,Glamarus,2 Guns,Dylan Greenberg,Baltasar Kormákur,2014,2012 2013 2014
tt0041088,skyline_1931,,Act of Violence,Skyline,Fred Zinnemann,Sam Taylor,1948,1930 1931 1932
tt2377322,any_given_sunday,,Deliver Us from Evil,Any Given Sunday,Scott Derrickson,Oliver Stone,2014,1998 1999 2000
tt0037885,volunteers,,Love Letters,Volunteers,William Dieterle,Nicholas Meyer,1945,1984 1985 1986
tt0448179,cowboys_vs_dinosaurs,,Wild Things: Diamonds in the Rough,Cowboys Vs. Dinosaurs,Jay Lowi,Ari Novak,2005,2014 2015 2016
tt1748043,slumber_party_massacre_ii,,Hell and Back Again,Slumber Party Massacre II,Danfung Dennis,Deborah Brock,2011,1986 1987 1988
tt0120828,1139813-into_the_sun,,Six Days Seven Nights,Into the Sun,Ivan Reitman,"Christian Duguay,mink",1998,2004 2005 2006
tt0160611,je-deteste-les-enfants-des-autres,,Ordinary Decent Criminal,Je Déteste les Enfants des Autres (I Hate My Best Friends' Kids),Thaddeus O'Sullivan,Anne Fassio,2000,2006 2007 2008
tt0086190,1001848-beach_girls,,Star Wars: Episode VI - Return of the Jedi,The Beach Girls,Richard Marquand,Bud Townsend,1983,1981 1982 1983
tt0089907,dont_go_in_the_woods_2011,,The Return of the Living Dead,Don't Go in the Woods,Dan O'Bannon,Vincent D'Onofrio,1985,2011 2012 2013
tt0120188,basic,,Three Kings,Basic,David O. Russell,John McTiernan,1999,2002 2003 2004
tt0099938,riddick,,Kindergarten Cop,Riddick,Ivan Reitman,David Twohy,1990,2012 2013 2014
tt1445683,monkey_kingdom,,Great Directors,Monkey Kingdom,Angela Ismailos,"Mark Linfield,Alastair Fothergill",2009,2014 2015 2016
tt1855199,apocalypse_now_redux_2001,,End of Watch,Apocalypse Now Redux,David Ayer,Francis Ford Coppola,2012,2000 2001 2002
tt0062622,the_hobbit_an_unexpected_journey_extended_edition_2015,,2001: A Space Odyssey,The Hobbit: An Unexpected Journey Extended Edition,Stanley Kubrick,Peter Jackson,1968,2014 2015 2016
tt2125501,1010752-island_of_dr_moreau,,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",The Island of Dr. Moreau,Mark Hartley,Don Taylor,2014,1976 1977 1978
tt0087277,1031385-jungle_book,,Footloose,The Jungle Book,Herbert Ross,"Stephen Sommers,Wolfgang Reitherman",1984,1966 1967 1968
tt3268030,1104203-pledge,,Advanced Style,The Pledge,Lina Plioplyte,Sean Penn,2014,2000 2001 2002
tt0025410,1073316-emma,,Little Miss Marker,Emma,Alexander Hall,Douglas McGrath,1934,1995 1996 1997
tt0071680,beyond_rangoon,,Italianamerican,Beyond Rangoon,Martin Scorsese,John Boorman,1974,1994 1995 1996
tt0368891,1057862-swiss_family_robinson,,National Treasure,Swiss Family Robinson,Jon Turteltaub,Edward Ludwig,2004,1939 1940 1941
tt0838283,1042538-alive,,Step Brothers,Alive,Adam McKay,Frank Marshall,2008,1992 1993 1994
tt0116731,daryl,,The Juror,D.A.R.Y.L.,Brian Gibson,Simon Wincer,1996,1984 1985 1986
tt3181400,dont_look_back_1967,,El Americano: The Movie,Dont Look Back,"Ricardo Arnaiz,Mike Kunkel",D.A. Pennebaker,2015,1966 1967 1968
tt0969250,penny_dreadful,,Dog Gone,Penny Dreadful,Mark Stouffer,Richard Brandes,2008,2005 2006 2007
tt0113028,the_passage_2004,,Far from Home: The Adventures of Yellow Dog,The Passage,Phillip Borsos,"Wen-Tang Cheng,Daniel Casey-VanHout",1995,2003 2004 2005
tt0116695,animatrix,,Jerry Maguire,The Animatrix,Cameron Crowe,"Peter Chung,Andy Jones,Yoshiaki Kawajiri,Takeshi Koike,Mahiro Maeda,Kôji Morimoto,Shinichirô Watanabe",1996,2002 2003 2004
tt2608324,1016584-poseidon_adventure,,Manhattan Romance,The Poseidon Adventure,Tom O'Brien,Ronald Neame,2015,1971 1972 1973
tt0024450,771416897,,Picture Snatcher,Dirty Weekend,Lloyd Bacon,Neil LaBute,1933,2014 2015 2016
tt1074638,10001205-climb,,Skyfall,The Climb,Sam Mendes,John Schmidt,2012,2001 2002 2003
tt1178663,wedding_crashers,,Whatever Works,Wedding Crashers,Woody Allen,David Dobkin,2009,2004 2005 2006
tt0033852,in_the_eyes_of_a_stranger,,Love Crazy,In the Eyes of a Stranger,Jack Conway,Michael Toshiyuki Uno,1941,1991 1992 1993
tt0112851,knights_of_the_round_table,,Desperado,Knights of the Round Table,Robert Rodriguez,Richard Thorpe,1995,1953 1954 1955
tt1958043,nonstop_new_york,,The Houses October Built,Non-Stop New York,Bobby Roe,Robert Stevenson,2014,1936 1937 1938
tt1263670,missed_connections_2015,,Crazy Heart,Missed Connections,Scott Cooper,Brandon Ho,2009,2014 2015 2016
tt0083550,dark_passage,,Amityville II: The Possession,Dark Passage,Damiano Damiani,Delmer Daves,1982,1946 1947 1948
tt0075229,steve_jobs_2015,,Sky Riders,Steve Jobs,Douglas Hickox,Danny Boyle,1976,2014 2015 2016
tt3800796,the_expendables_3,,The Exorcism of Molly Hartley,The Expendables 3,Steven R. Monroe,Patrick Hughes,2015,2013 2014 2015
tt0093315,people_places_things,,Jocks,People Places Things,Steve Carver,James C. Strouse,1986,2014 2015 2016
tt0144528,lloyd,,Nutty Professor II: The Klumps,Lloyd,Peter Segal,Hector Barron,2000,2000 2001 2002
tt3393786,1194515-ice_age_dawn_of_the_dinosaurs,,Jack Reacher 2,Ice Age: Dawn of the Dinosaurs (Ice Age 3),Edward Zwick,"Carlos Saldanha,Mike Thurmeier",2016,2008 2009 2010
tt0051786,the-lorax,,It! The Terror from Beyond Space,The Lorax,Edward L. Cahn,Hawley Pratt,1958,1971 1972 1973
tt0433383,cheerleader_camp,,"Good Night, and Good Luck.",Cheerleader Camp,George Clooney,"John Quinn (III),John Quinn",2005,1987 1988 1989
tt0091554,kings_of_the_sun,,The Morning After,Kings of the Sun,Sidney Lumet,J. Lee Thompson,1986,1962 1963 1964
tt3603758,drinking_buddies_2013,,Finding Hope,Drinking Buddies,Julian Grant,Joe Swanberg,2015,2012 2013 2014
tt1483013,ring_two,,Oblivion,The Ring Two,Joseph Kosinski,Hideo Nakata,2013,2004 2005 2006
tt3233418,11th_hour,,Spare Parts,The 11th Hour,Sean McNamara,"Nadia Conners,Leila Conners Petersen",2015,2006 2007 2008
tt0105242,pieces,,Shatterbrain,Pieces,Dan O'Bannon,"Juan Piquer Simón,J.P. Simon",1991,1982 1983 1984
tt0102798,1003531-captains_courageous,,Robin Hood: Prince of Thieves,Captains Courageous,Kevin Reynolds,Victor Fleming,1991,1936 1937 1938
tt0041373,the-rainmakers1935,,Flamingo Road,The Rainmakers,Michael Curtiz,Fred Guiol,1949,1934 1935 1936
tt3210602,seize_the_day,,All I Want for Christmas,Seize the Day,Fred Olen Ray,Fielder Cook,2013,1985 1986 1987
tt2815072,nanny_mcphee_returns,,Indigenous,Nanny McPhee Returns,Alastair Orr,Susanna White,2014,2009 2010 2011
tt2125501,every_secret_thing,,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",Every Secret Thing,Mark Hartley,Amy Berg,2014,2014 2015 2016
tt1821694,hard-core-logo,,RED 2,Hard Core Logo,Dean Parisot,Bruce McDonald,2013,1997 1998 1999
tt0181984,beethovens_4th,,Boiler Room,Beethoven's 4th,Ben Younger,"David M. Evans,David Mickey Evans",2000,2000 2001 2002
tt0286716,dog_gone_love,,Hulk,Dog Gone Love,Ang Lee,Rob Lundsgaard,2003,2003 2004 2005
tt1575539,the_croods_2,,Elena Undone,The Croods 2,Nicole Conn,"Chris Sanders (III),Kirk De Micco,Chris Sanders,Kirk DeMicco",2010,2016 2017 2018
tt1385867,sandlot_2,,Cop Out,The Sandlot 2,Kevin Smith,"David M. Evans,David Mickey Evans",2010,2004 2005 2006
tt0032520,hopscotch,,The Ghost Breakers,Hopscotch,George Marshall,Ronald Neame,1940,1979 1980 1981
tt2933544,dark_was_the_night,,5 Flights Up,Dark Was The Night,Richard Loncraine,Jack Heller,2014,2014 2015 2016
tt0043557,1037649-my_girl,,Fort Worth,My Girl,Edwin L. Marin,Howard Zieff,1951,1990 1991 1992
tt0173937,1001193-around_the_world_in_80_days,,Jack and the Beanstalk,Around the World in 80 Days,Barry Mahon,"John Farrow,Michael Anderson",1970,1955 1956 1957
tt0028843,north_woods,,Every Day's a Holiday,North Woods,A. Edward Sutherland,Chris Moore,1937,2014 2015 2016
tt1170358,north_to_alaska,,The Hobbit: The Desolation of Smaug,North to Alaska,Peter Jackson,Henry Hathaway,2013,1959 1960 1961
tt3598850,celeste,,The Zeroes,Céleste,Steve Royall,Percy Adlon,2014,1980 1981 1982
tt0093167,racing_stripes,,Heaven and Earth,Racing Stripes,Ulli Lommel,Frederik Du Chau,1987,2004 2005 2006
tt0170016,westward_ho_the_wagons_1956,,How the Grinch Stole Christmas,Westward Ho the Wagons!,Ron Howard,William Beaudine,2000,1955 1956 1957
tt0240510,1066169-home_for_the_holidays,,The Four Feathers,Home for the Holidays,Shekhar Kapur,Jodie Foster,2002,1994 1995 1996
tt0045888,the_other_woman_2011,,House of Wax,The Other Woman,André De Toth,Don Roos,1953,2010 2011 2012
tt0118655,trust_1991,,Austin Powers: International Man of Mystery,Trust,Jay Roach,Hal Hartley,1997,1990 1991 1992
tt0850669,net_20,,Slacker Uprising,The Net 2.0,Michael Moore,Charles Winkler,2007,2005 2006 2007
tt0285685,analyze_that,,MVP: Most Vertical Primate,Analyze That,Robert Vince,Harold Ramis,2001,2001 2002 2003
tt3486626,head_above_water,,The Nut Job 2,Head Above Water,Cal Brunker,Jim Wilson,2017,1995 1996 1997
tt0117165,1208882-cove,,Never Ever,The Cove,Charles Finch,Louie Psihoyos,1996,2008 2009 2010
tt0399877,tenacious_d_in_the_pick_of_destiny,,What the #$*! Do We (K)now!?,Tenacious D in The Pick of Destiny,"William Arntz,Betsy Chasse",Liam Lynch,2004,2005 2006 2007
tt1628055,constantine,,Touchback,Constantine,Don Handfield,"Francis Lawrence (II),Francis Lawrence",2011,2004 2005 2006
tt1483324,horses_the_story_of_equus,,At Middleton,Horses: The Story of Equus,Adam Rodgers,"Michael Caulfield,Michael Caulfied",2013,2000 2001 2002
tt0084445,big_sur_2013,,One from the Heart,Big Sur,Francis Ford Coppola,Michael Polish,1981,2012 2013 2014
tt0795358,my_santa_2013,,Coming Attractions: The History of the Movie Trailer,My Santa,"Michael J. Shapiro,Jeff Werner",Sam Irvin,2009,2012 2013 2014
tt2719848,spare_parts_2015,,Everest,Spare Parts,Baltasar Kormákur,Sean McNamara,2015,2014 2015 2016
tt2011265,la-vieille-fille-the-old-maid,,Tchoupitoulas,La Vieille fille (The Old Maid),"Bill Ross IV,Turner Ross",Jean-Pierre Blanc,2012,1971 1972 1973
tt0450278,1111645-behind_enemy_lines,,Hostel,Behind Enemy Lines,Eli Roth,John Moore,2005,2000 2001 2002
tt0026835,safe,,Our Little Girl,Safe,John S. Robertson,Todd Haynes,1935,1994 1995 1996
tt0067314,the_dead_lands,,Kotch,The Dead Lands,Jack Lemmon,Toa Fraser,1971,2014 2015 2016
tt0122690,1082542-imitation_of_life,,Ronin,Imitation of Life,John Frankenheimer,John M. Stahl,1998,1933 1934 1935
tt0260924,honeymoon_1998,,A Gentleman's Game,Honeymoon,J. Mills Goodloe,"Joan Carr-Wiggin,Dan Sallitt",2002,1997 1998 1999
tt0123209,black_stallion,,The Other Sister,The Black Stallion,Garry Marshall,Carroll Ballard,1999,1978 1979 1980
tt0108071,the-young-girls-of-rochefort,,The Secret Garden,The Young Girls of Rochefort (Les Demoiselles de Rochefort),Agnieszka Holland,"Agnès Varda,Jacques Demy",1993,1967 1968 1969
tt1212436,771417427,,The Back-up Plan,Kid Kulafu,Alan Poul,Paul Soriano,2010,2014 2015 2016
tt0044685,roger_waters_the_wall,,Hans Christian Andersen,Roger Waters The Wall,Charles Vidor,"Roger Waters the Wall,Roger Waters,Sean Evans",1952,2014 2015 2016
tt3395792,1192456-1192456-speed,,Evaporating Borders,Speed,Iva Radivojevic,Vikram Bhatt,2014,2006 2007 2008
tt0477051,the_chronicles_of_riddick_dark_fury,,Norbit,The Chronicles of Riddick: Dark Fury,Brian Robbins,Peter Chung,2007,2003 2004 2005
tt0024239,the_chronicles_of_riddick_dark_fury,,Lady Killer,The Chronicles of Riddick: Dark Fury,Roy Del Ruth,Peter Chung,1933,2003 2004 2005
tt2254131,1033052-robin_hood,,Shelter,Robin Hood,"Wrion Bowling,Adam C. Caudill",John Irvin,2015,1990 1991 1992
tt0893532,pacific_rim_2,,Kill Theory,Pacific Rim 2,Chris Moore,Guillermo del Toro,2009,2017 2018 2019
tt0043812,1007573-flipper,,The Mob,Flipper,Robert Parrish,James B. Clark,1951,1962 1963 1964
tt0132347,my_life,,Mystery Men,My Life,Kinka Usher,Bruce Joel Rubin,1999,1992 1993 1994
tt0138524,evil_bong_420,,Intolerable Cruelty,Evil Bong 420,"Joel Coen,Ethan Coen",Charles Band,2003,2014 2015 2016
tt0029992,stay,,A Christmas Carol,Stay,Edwin L. Marin,Marc Forster,1938,2004 2005 2006
tt1667310,dish_dogs,,Deadfall,Dish Dogs,Stefan Ruzowitzky,"Bob Kubilos,Robert Kubilos",2012,1999 2000 2001
tt0102138,cold_steel,,JFK,Cold Steel,Oliver Stone,Dorothy Ann Puzo,1991,1986 1987 1988
tt0036775,scaramouche_1923,,Double Indemnity,Scaramouche,Billy Wilder,George Sidney,1944,1951 1952 1953
tt0117628,1010825-ivanhoe,,She's the One,Ivanhoe,Edward Burns,Douglas Camfield,1996,1981 1982 1983
tt0090329,hatchet_iii,,Witness,Hatchet III,Peter Weir,B.J. McDonnell,1985,2012 2013 2014
tt2378884,in-the-name-of-the-king-a-dungeon-siege-tale,,Cavemen,In the Name of the King: A Dungeon Siege Tale,Herschel Faber,Uwe Boll,2013,2005 2006 2007
