ID_A,ID_B,Flag,Name_A,Name_B,Director_A,Director_B,Year_A,Year_B
tt1800741,step_up_revolution,,Step Up Revolution,Step Up Revolution,Scott Speer,Scott Speer,2012,2011 2012 2013
tt0307901,25th_hour,,25th Hour,25th Hour,Spike Lee,Spike Lee,2002,2002 2003 2004
tt0037365,the_thin_man_goes_home,,The Thin Man Goes Home,The Thin Man Goes Home,Richard Thorpe,Richard Thorpe,1945,1944 1945 1946
tt0269095,city_by_the_sea,,City by the Sea,City by the Sea,Michael Caton-Jones,Michael Caton-Jones,2002,2001 2002 2003
tt0443706,zodiac,,Zodiac,Zodiac,David Fincher,David Fincher,2007,2006 2007 2008
tt0758746,friday_the_13th_prequel,,Friday the 13th,Friday the 13th,Marcus Nispel,Marcus Nispel,2009,2008 2009 2010
tt0050825,paths_of_glory,,Paths of Glory,Paths of Glory,Stanley Kubrick,Stanley Kubrick,1957,1956 1957 1958
tt0144084,american_psycho,,American Psycho,American Psycho,Mary Harron,Mary Harron,2000,1999 2000 2001
tt0155267,thomas_crown_affair_the,,The Thomas Crown Affair,The Thomas Crown Affair,John McTiernan,John McTiernan,1999,1998 1999 2000
tt0039082,1067699-virginian,,The Virginian,The Virginian,Stuart Gilmore,Stuart Gilmore,1946,1945 1946 1947
tt0058331,mary_poppins,,Mary Poppins,Mary Poppins,Robert Stevenson,Robert Stevenson,1964,1963 1964 1965
tt1313104,1208882-cove,,The Cove,The Cove,Louie Psihoyos,Louie Psihoyos,2009,2008 2009 2010
tt0414853,barnyard,,Barnyard,Barnyard,Steve Oedekerk,Steve Oedekerk,2006,2005 2006 2007
tt0118747,blues_brothers_2000,,Blues Brothers 2000,Blues Brothers 2000,John Landis,John Landis,1998,1996 1997 1998
tt0082801,1014804-neighbors,,Neighbors,Neighbors,John G. Avildsen,John G. Avildsen,1981,1980 1981 1982
tt0022835,1006207-dr_jekyll_and_mr_hyde,,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,Rouben Mamoulian,Rouben Mamoulian,1931,1930 1931 1932
tt0433963,1171416-dark_ride,,Dark Ride,Dark Ride,Craig Singer,Craig Singer,2006,2005 2006 2007
tt0373152,mind_the_gap,,Mind the Gap,Mind the Gap,Eric Schaeffer,Eric Schaeffer,2004,2004 2005 2006
tt0109830,forrest_gump,,Forrest Gump,Forrest Gump,Robert Zemeckis,Robert Zemeckis,1994,1993 1994 1995
tt0083629,beast_within,,The Beast Within,The Beast Within,Philippe Mora,Philippe Mora,1982,1981 1982 1983
tt2967224,dont_mess_with_texas_2014,,Hot Pursuit,Hot Pursuit,Anne Fletcher,Anne Fletcher,2015,2014 2015 2016
tt0039360,the-exile,,The Exile,The Exile,Max Ophüls,Max Ophüls,1947,1946 1947 1948
tt0181875,almost_famous,,Almost Famous,Almost Famous,Cameron Crowe,Cameron Crowe,2000,1999 2000 2001
tt0099422,1029314-dick_tracy,,Dick Tracy,Dick Tracy,Warren Beatty,Warren Beatty,1990,1989 1990 1991
tt0024264,1012524-little_women,,Little Women,Little Women,George Cukor,George Cukor,1933,1932 1933 1934
tt1800241,american_hustle,,American Hustle,American Hustle,David O. Russell,David O. Russell,2013,2012 2013 2014
tt0087928,police_academy,,Police Academy,Police Academy,Hugh Wilson,Hugh Wilson,1984,1983 1984 1985
tt0120591,armageddon,,Armageddon,Armageddon,Michael Bay,Michael Bay,1998,1997 1998 1999
tt1605630,american_reunion_2012,,American Reunion,American Reunion,"Jon Hurwitz,Hayden Schlossberg","Jon Hurwitz,Hayden Schlossberg",2012,2011 2012 2013
tt0428251,1151780-venom,,Venom,Venom,Jim Gillespie,Jim Gillespie,2005,2004 2005 2006
tt0081283,ordinary_people,,Ordinary People,Ordinary People,Robert Redford,Robert Redford,1980,1979 1980 1981
tt0103855,1042108-bodyguard,,The Bodyguard,The Bodyguard,Mick Jackson,Mick Jackson,1992,1991 1992 1993
tt0028988,1009437-heidi,,Heidi,Heidi,Allan Dwan,Allan Dwan,1937,1936 1937 1938
tt3859076,truth_2015,,Truth,Truth,James Vanderbilt,James Vanderbilt,2015,2014 2015 2016
tt1939659,carrie,,Carrie,Carrie,Kimberly Peirce,Kimberly Peirce,2013,2012 2013 2014
tt0381849,310_to_yuma,,3:10 to Yuma,3:10 to Yuma,James Mangold,James Mangold,2007,2006 2007 2008
tt0100842,unbelievable_truth,,The Unbelievable Truth,The Unbelievable Truth,Hal Hartley,Hal Hartley,1989,1989 1990 1991
tt0027214,the_whole_towns_talking,,The Whole Town's Talking,The Whole Town's Talking,John Ford,John Ford,1935,1934 1935 1936
tt0134084,scream_3,,Scream 3,Scream 3,Wes Craven,Wes Craven,2000,1999 2000 2001
tt0252076,maid_in_manhattan,,Maid in Manhattan,Maid in Manhattan,Wayne Wang,Wayne Wang,2002,2001 2002 2003
tt0113074,fist-of-the-north-star1995,,Fist of the North Star,Fist of the North Star,Tony Randel,Tony Randel,1995,1994 1995 1996
tt0227445,1108799-score,,The Score,The Score,Frank Oz,Frank Oz,2001,2000 2001 2002
tt1186788,1211138-baby_on_board,,Baby on Board,Baby on Board,Brian Herzlinger,Brian Herzlinger,2009,2007 2008 2009
tt0104714,lethal_weapon_3,,Lethal Weapon 3,Lethal Weapon 3,Richard Donner,Richard Donner,1992,1991 1992 1993
tt0071803,mame,,Mame,Mame,Gene Saks,Gene Saks,1974,1973 1974 1975
tt0087995,repo_man,,Repo Man,Repo Man,Alex Cox,Alex Cox,1984,1983 1984 1985
tt0379217,coffee_and_cigarettes,,Coffee and Cigarettes,Coffee and Cigarettes,Jim Jarmusch,Jim Jarmusch,2003,2003 2004 2005
tt0043557,fort-worth,,Fort Worth,Fort Worth,Edwin L. Marin,Edwin L. Marin,1951,1950 1951 1952
tt0790804,comebacks,,The Comebacks,The Comebacks,Tom Brady,Tom Brady,2007,2006 2007 2008
tt0083630,beastmaster,,The Beastmaster,The Beastmaster,Don Coscarelli,Don Coscarelli,1982,1981 1982 1983
tt0097731,let_it_ride,,Let It Ride,Let It Ride,Joe Pytka,Joe Pytka,1989,1988 1989 1990
tt0070608,1017699-robin_hood,,Robin Hood,Robin Hood,Wolfgang Reitherman,Wolfgang Reitherman,1973,1972 1973 1974
tt2820852,furious_7,,Furious 7,Furious 7,James Wan,James Wan,2015,2014 2015 2016
tt1859650,to_rome_with_love,,To Rome with Love,To Rome with Love,Woody Allen,Woody Allen,2012,2011 2012 2013
tt0130018,i_still_know_what_you_did_last_summer,,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,Danny Cannon,Danny Cannon,1998,1997 1998 1999
tt0057193,its_a_mad_mad_mad_mad_world,,"It's a Mad, Mad, Mad, Mad World","It's a Mad, Mad, Mad, Mad World",Stanley Kramer,Stanley Kramer,1963,1962 1963 1964
tt0088326,1022370-unfaithfully_yours,,Unfaithfully Yours,Unfaithfully Yours,Howard Zieff,Howard Zieff,1984,1983 1984 1985
tt0422720,1158195-marie_antoinette,,Marie Antoinette,Marie Antoinette,Sofia Coppola,Sofia Coppola,2006,2005 2006 2007
tt0114753,two-bits,,Two Bits,Two Bits,James Foley,James Foley,1995,1994 1995 1996
tt0097815,major_league,,Major League,Major League,David S. Ward,David S. Ward,1989,1988 1989 1990
tt0093693,overboard,,Overboard,Overboard,Garry Marshall,Garry Marshall,1987,1986 1987 1988
tt0141109,1090089-jack_frost,,Jack Frost,Jack Frost,Troy Miller,Troy Miller,1998,1997 1998 1999
tt0050212,bridge_on_the_river_kwai,,The Bridge on the River Kwai,The Bridge on the River Kwai,David Lean,David Lean,1957,1956 1957 1958
tt0116259,extreme_measures,,Extreme Measures,Extreme Measures,Michael Apted,Michael Apted,1996,1995 1996 1997
tt1517260,the_host_2013,,The Host,The Host,Andrew Niccol,Andrew Niccol,2013,2012 2013 2014
tt1958053,771401565,,Changing Hearts,Changing Hearts,Brian Brough,Brian Brough,2012,2011 2012 2013
tt3798628,brand_a_second_coming,,Brand: A Second Coming,Brand: A Second Coming,Ondi Timoner,Ondi Timoner,2015,2014 2015 2016
tt0080752,forbidden-zone,,Forbidden Zone,Forbidden Zone,Richard Elfman,Richard Elfman,1980,1979 1980 1981
tt0314431,hope_springs,,Hope Springs,Hope Springs,Mark Herman,Mark Herman,2003,2002 2003 2004
tt0078788,apocalypse_now,,Apocalypse Now,Apocalypse Now,Francis Ford Coppola,Francis Ford Coppola,1979,1978 1979 1980
tt1663696,torture_chamber,,Torture Chamber,Torture Chamber,Dante Tomaselli,Dante Tomaselli,2013,2012 2013 2014
tt0034746,for_me_and_my_gal,,For Me and My Gal,For Me and My Gal,Busby Berkeley,Busby Berkeley,1942,1941 1942 1943
tt0244000,american_outlaws,,American Outlaws,American Outlaws,Les Mayfield,Les Mayfield,2001,2000 2001 2002
tt1772261,the_curse_of_downers_grove,,The Curse of Downers Grove,The Curse of Downers Grove,Derick Martini,Derick Martini,2015,2014 2015 2016
tt0077402,1005339-dawn_of_the_dead,,Dawn of the Dead,Dawn of the Dead,George A. Romero,George A. Romero,1978,1978 1979 1980
tt0114048,operation_dumbo_drop,,Operation Dumbo Drop,Operation Dumbo Drop,Simon Wincer,Simon Wincer,1995,1994 1995 1996
tt0088645,1918,,1918,1918,Ken Harrison,Ken Harrison,1985,1984 1985 1986
tt0024239,1035049-lady_killer,,Lady Killer,Lady Killer,Roy Del Ruth,Roy Del Ruth,1933,1932 1933 1934
tt0037168,the_pearl_of_death_1944,,The Pearl of Death,The Pearl of Death,Roy William Neill,Roy William Neill,1944,1943 1944 1945
tt0284769,askari_2001,,Askari,Askari,David Lister,David Lister,2001,2000 2001 2002
tt0101812,end_of_innocence,,The End of Innocence,The End of Innocence,Dyan Cannon,Dyan Cannon,1990,1989 1990 1991
tt0113627,leaving_las_vegas,,Leaving Las Vegas,Leaving Las Vegas,Mike Figgis,Mike Figgis,1995,1994 1995 1996
tt0195685,erin_brockovich,,Erin Brockovich,Erin Brockovich,Steven Soderbergh,Steven Soderbergh,2000,1999 2000 2001
tt0030241,holiday,,Holiday,Holiday,George Cukor,George Cukor,1938,1937 1938 1939
tt0113464,jeffrey,,Jeffrey,Jeffrey,Christopher Ashley,Christopher Ashley,1995,1994 1995 1996
tt0230838,1104841-sweet_november,,Sweet November,Sweet November,Pat O'Connor,Pat O'Connor,2001,2000 2001 2002
tt0042192,1000626-all_about_eve,,All About Eve,All About Eve,Joseph L. Mankiewicz,Joseph L. Mankiewicz,1950,1949 1950 1951
tt0181865,1103281-traffic,,Traffic,Traffic,Steven Soderbergh,Steven Soderbergh,2000,1999 2000 2001
tt1650554,kick_ass_2_2013,,Kick-Ass 2,Kick-Ass 2,Jeff Wadlow,Jeff Wadlow,2013,2012 2013 2014
tt0349683,1133964-king_arthur,,King Arthur,King Arthur,Antoine Fuqua,Antoine Fuqua,2004,2003 2004 2005
tt0041088,act_of_violence,,Act of Violence,Act of Violence,Fred Zinnemann,Fred Zinnemann,1948,1947 1948 1949
tt0102798,robin_hood_prince_of_thieves,,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,Kevin Reynolds,Kevin Reynolds,1991,1990 1991 1992
tt0101862,1037864-father_of_the_bride,,Father of the Bride,Father of the Bride,Charles Shyer,Charles Shyer,1991,1990 1991 1992
tt0091990,sorority_house_massacre,,Sorority House Massacre,Sorority House Massacre,Carol Frank,Carol Frank,1986,1986 1987 1988
tt0109306,blue-sky,,Blue Sky,Blue Sky,Tony Richardson,Tony Richardson,1994,1993 1994 1995
tt0278504,1114154-insomnia,,Insomnia,Insomnia,Christopher Nolan,Christopher Nolan,2002,2001 2002 2003
tt0046759,1041745-beau_brummel,,Beau Brummell,Beau Brummell,Curtis Bernhardt,Curtis Bernhardt,1954,1953 1954 1955
tt0086361,staying_alive,,Staying Alive,Staying Alive,Sylvester Stallone,Sylvester Stallone,1983,1982 1983 1984
tt0375679,1144992-crash,,Crash,Crash,Paul Haggis,Paul Haggis,2004,2003 2004 2005
tt0083658,blade_runner,,Blade Runner,Blade Runner,Ridley Scott,Ridley Scott,1982,1981 1982 1983
tt0131484,misbegotten,,Misbegotten,Misbegotten,Mark L. Lester,Mark L. Lester,1998,1997 1998 1999
tt0114888,1058635-1058635-walking_dead,,The Walking Dead,The Walking Dead,Preston A. Whitmore II,Preston A. Whitmore II,1995,1993 1994 1995
tt0445990,invincible,,Invincible,Invincible,Ericson Core,Ericson Core,2006,2005 2006 2007
tt2172584,maps_to_the_stars,,Maps to the Stars,Maps to the Stars,David Cronenberg,David Cronenberg,2014,2014 2015 2016
tt0497116,inconvenient_truth,,An Inconvenient Truth,An Inconvenient Truth,Davis Guggenheim,Davis Guggenheim,2006,2005 2006 2007
tt0070643,1018318-scarecrow,,Scarecrow,Scarecrow,Jerry Schatzberg,Jerry Schatzberg,1973,1972 1973 1974
tt0117247,1074374-one_fine_day,,One Fine Day,One Fine Day,Michael Hoffman,Michael Hoffman,1996,1995 1996 1997
tt2980472,just_before_i_go,,Just Before I Go,Just Before I Go,Courteney Cox,Courteney Cox,2014,2014 2015 2016
tt0115857,1072457-chain_reaction,,Chain Reaction,Chain Reaction,Andrew Davis,Andrew Davis,1996,1995 1996 1997
tt2407380,test_2014,,Test,Test,Chris Mason Johnson,Chris Mason Johnson,2013,2013 2014 2015
tt0029747,way_out_west,,Way Out West,Way Out West,James W. Horne,James W. Horne,1937,1936 1937 1938
tt3195644,insidious_chapter_3_2015,,Insidious: Chapter 3,Insidious: Chapter 3,Leigh Whannell,Leigh Whannell,2015,2014 2015 2016
tt0112792,dangerous_minds,,Dangerous Minds,Dangerous Minds,John N. Smith,John N. Smith,1995,1994 1995 1996
tt0037098,mummys_curse,,The Mummy's Curse,The Mummy's Curse,Leslie Goodwins,Leslie Goodwins,1944,1943 1944 1945
tt0278035,1123682-shooters,,Shooters,Shooters,"Glenn Durfort,Colin Teague","Glenn Durfort,Colin Teague",2002,1999 2000 2001
tt0046807,brigadoon,,Brigadoon,Brigadoon,Vincente Minnelli,Vincente Minnelli,1954,1953 1954 1955
tt0985694,machete,,Machete,Machete,"Ethan Maniquis,Robert Rodriguez","Ethan Maniquis,Robert Rodriguez",2010,2009 2010 2011
tt1601913,the_grey_2012,,The Grey,The Grey,Joe Carnahan,Joe Carnahan,2011,2011 2012 2013
tt0119485,kundun,,Kundun,Kundun,Martin Scorsese,Martin Scorsese,1997,1996 1997 1998
tt0477347,night_at_the_museum,,Night at the Museum,Night at the Museum,Shawn Levy,Shawn Levy,2006,2005 2006 2007
tt0042250,highway-301-1950,,Highway 301,Highway 301,Andrew L. Stone,Andrew L. Stone,1950,1949 1950 1951
tt0457400,10009083-land_of_the_lost,,Land of the Lost,Land of the Lost,Brad Silberling,Brad Silberling,2009,2008 2009 2010
tt1285016,the-social-network,,The Social Network,The Social Network,David Fincher,David Fincher,2010,2009 2010 2011
tt3214002,video_games_the_movie,,Video Games: The Movie,Video Games: The Movie,Jeremy Snead,Jeremy Snead,2014,2013 2014 2015
tt0475394,smokin_aces,,Smokin' Aces,Smokin' Aces,Joe Carnahan,Joe Carnahan,2006,2006 2007 2008
tt1951266,the_hunger_games_mockingjay_part_2,,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,Francis Lawrence,2015,2014 2015 2016
tt2333784,the_expendables_3,,The Expendables 3,The Expendables 3,Patrick Hughes,Patrick Hughes,2014,2013 2014 2015
tt0044760,1010824-ivanhoe,,Ivanhoe,Ivanhoe,Richard Thorpe,Richard Thorpe,1952,1951 1952 1953
tt0093428,living_daylights,,The Living Daylights,The Living Daylights,John Glen,John Glen,1987,1986 1987 1988
tt0352248,cinderella_man,,Cinderella Man,Cinderella Man,Ron Howard,Ron Howard,2005,2004 2005 2006
tt0186894,bounce,,Bounce,Bounce,Don Roos,Don Roos,2000,1999 2000 2001
tt0304669,the_santa_clause_2,,The Santa Clause 2,The Santa Clause 2,Michael Lembeck,Michael Lembeck,2002,2001 2002 2003
tt0080756,foxes,,Foxes,Foxes,Adrian Lyne,Adrian Lyne,1980,1979 1980 1981
tt0070047,exorcist,,The Exorcist,The Exorcist,William Friedkin,William Friedkin,1973,1972 1973 1974
tt1059786,eagle_eye,,Eagle Eye,Eagle Eye,D.J. Caruso,D.J. Caruso,2008,2007 2008 2009
tt0115433,1074108-101_dalmatians,,101 Dalmatians,101 Dalmatians,Stephen Herek,Stephen Herek,1996,1995 1996 1997
tt0026752,1014481-mutiny_on_the_bounty,,Mutiny on the Bounty,Mutiny on the Bounty,Frank Lloyd,Frank Lloyd,1935,1934 1935 1936
tt0086374,strange_invaders,,Strange Invaders,Strange Invaders,Michael Laughlin,Michael Laughlin,1983,1982 1983 1984
tt3698558,some_kind_of_hate,,Some Kind of Hate,Some Kind of Hate,Adam Egypt Mortimer,Adam Egypt Mortimer,2015,2014 2015 2016
tt0038650,1010792-its_a_wonderful_life,,It's a Wonderful Life,It's a Wonderful Life,Frank Capra,Frank Capra,1946,1945 1946 1947
tt3605418,knock_knock_2015,,Knock Knock,Knock Knock,Eli Roth,Eli Roth,2015,2014 2015 2016
tt3813310,cop_car,,Cop Car,Cop Car,Jon Watts,Jon Watts,2015,2014 2015 2016
tt0099733,happily-ever-after,,Happily Ever After,Happily Ever After,John Howley,John Howley,1990,1992 1993 1994
tt0040897,treasure_of_the_sierra_madre,,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,John Huston,John Huston,1948,1947 1948 1949
tt0074540,the-food-of-the-gods,,The Food of the Gods,The Food of the Gods,Bert I. Gordon,Bert I. Gordon,1976,1975 1976 1977
tt0036342,1018688-shadow_of_a_doubt,,Shadow of a Doubt,Shadow of a Doubt,Alfred Hitchcock,Alfred Hitchcock,1943,1942 1943 1944
tt2149360,found_2014,,Found,Found,Scott Schirmer,Scott Schirmer,2012,2013 2014 2015
tt0081515,1018997-silent_scream,,The Silent Scream,The Silent Scream,Denny Harris,Denny Harris,1979,1979 1980 1981
tt1951261,the_hangover_part_iii,,The Hangover Part III,The Hangover Part III,Todd Phillips,Todd Phillips,2013,2012 2013 2014
tt0427327,hairspray,,Hairspray,Hairspray,Adam Shankman,Adam Shankman,2007,2006 2007 2008
tt0265086,black_hawk_down,,Black Hawk Down,Black Hawk Down,Ridley Scott,Ridley Scott,2001,2000 2001 2002
tt0090633,american_tail,,An American Tail,An American Tail,Don Bluth,Don Bluth,1986,1985 1986 1987
tt0113492,judge_dredd,,Judge Dredd,Judge Dredd,Danny Cannon,Danny Cannon,1995,1994 1995 1996
tt1579361,chasing_ice_2012,,Chasing Ice,Chasing Ice,Jeff Orlowski,Jeff Orlowski,2012,2011 2012 2013
tt2752736,the_stream,,The Stream,The Stream,Estlin Feigley,Estlin Feigley,2013,2012 2013 2014
tt1674771,entourage,,Entourage,Entourage,Doug Ellin,Doug Ellin,2015,2014 2015 2016
tt3683398,dont_look_back_2014,,Don't Look Back,Don't Look Back,William Dickerson,William Dickerson,2014,2013 2014 2015
tt2488778,the_keeping_room,,The Keeping Room,The Keeping Room,Daniel Barber,Daniel Barber,2014,2014 2015 2016
tt0030657,1017295-rebecca_of_sunnybrook_farm,,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,Allan Dwan,Allan Dwan,1938,1937 1938 1939
tt0146309,thirteen_days,,Thirteen Days,Thirteen Days,Roger Donaldson,Roger Donaldson,2000,1999 2000 2001
tt0089755,out_of_africa,,Out of Africa,Out of Africa,Sydney Pollack,Sydney Pollack,1985,1984 1985 1986
tt2637276,ted_2,,Ted 2,Ted 2,Seth MacFarlane,Seth MacFarlane,2015,2014 2015 2016
tt0057129,1009277-haunting,,The Haunting,The Haunting,Robert Wise,Robert Wise,1963,1962 1963 1964
tt1436568,assassination_games,,Assassination Games,Assassination Games,Ernie Barbarash,Ernie Barbarash,2011,2010 2011 2012
tt0101701,delirious,,Delirious,Delirious,Tom Mankiewicz,Tom Mankiewicz,1991,1990 1991 1992
tt0107120,1045250-hocus_pocus,,Hocus Pocus,Hocus Pocus,Kenny Ortega,Kenny Ortega,1993,1992 1993 1994
tt1334102,the-resident,,The Resident,The Resident,Antti Jokinen,Antti Jokinen,2011,2011 2012 2013
tt0118883,conspiracy_theory,,Conspiracy Theory,Conspiracy Theory,Richard Donner,Richard Donner,1997,1996 1997 1998
tt0109093,amateur_1995,,Amateur,Amateur,Hal Hartley,Hal Hartley,1994,1994 1995 1996
tt2510894,hotel_transylvania_2,,Hotel Transylvania 2,Hotel Transylvania 2,Genndy Tartakovsky,Genndy Tartakovsky,2015,2014 2015 2016
tt0085995,national_lampoons_vacation,,National Lampoon's Vacation,National Lampoon's Vacation,Harold Ramis,Harold Ramis,1983,1982 1983 1984
tt0099141,bird_on_a_wire,,Bird on a Wire,Bird on a Wire,John Badham,John Badham,1990,1989 1990 1991
tt2427224,missed_connections_2015,,Missed Connections,Missed Connections,Brandon Ho,Brandon Ho,2015,2014 2015 2016
tt0086525,1022473-valley_girl,,Valley Girl,Valley Girl,Martha Coolidge,Martha Coolidge,1983,1982 1983 1984
tt1082868,1196221-quarantine,,Quarantine,Quarantine,John Erick Dowdle,John Erick Dowdle,2008,2007 2008 2009
tt0478087,10009192-21,,21,21,Robert Luketic,Robert Luketic,2008,2007 2008 2009
tt0056552,1021067-terror,,Tales of Terror,Tales of Terror,Roger Corman,Roger Corman,1962,1961 1962 1963
tt0110064,house_party_3,,House Party 3,House Party 3,Eric Meza,Eric Meza,1994,1993 1994 1995
tt0106665,dark_tide,,Dark Tide,Dark Tide,Luca Bercovici,Luca Bercovici,1994,1992 1993 1994
tt1014759,1221547-alice_in_wonderland,,Alice in Wonderland,Alice in Wonderland,Tim Burton,Tim Burton,2010,2009 2010 2011
tt0030479,my-bill,,My Bill,My Bill,John Farrow,John Farrow,1938,1937 1938 1939
tt0090727,1002364-big_trouble,,Big Trouble,Big Trouble,John Cassavetes,John Cassavetes,1986,1985 1986 1987
tt0103241,what_about_bob,,What About Bob?,What About Bob?,Frank Oz,Frank Oz,1991,1990 1991 1992
tt1230414,1208806-its_complicated,,It's Complicated,It's Complicated,Nancy Meyers,Nancy Meyers,2009,2008 2009 2010
tt0040705,portrait-of-jennie,,Portrait of Jennie,Portrait of Jennie,William Dieterle,William Dieterle,1948,1947 1948 1949
tt0177971,perfect_storm,,The Perfect Storm,The Perfect Storm,Wolfgang Petersen,Wolfgang Petersen,2000,1999 2000 2001
tt0358349,agent_cody_banks_2_destination_london,,Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,Kevin Allen,Kevin Allen,2004,2003 2004 2005
tt0901476,bride_wars,,Bride Wars,Bride Wars,Gary Winick,Gary Winick,2009,2008 2009 2010
tt0099581,1007522-flashback,,Flashback,Flashback,Franco Amurri,Franco Amurri,1990,1989 1990 1991
tt0770752,fools_gold_2008,,Fool's Gold,Fool's Gold,Andy Tennant,Andy Tennant,2008,2007 2008 2009
tt1869716,the_east_2013,,The East,The East,Zal Batmanglij,Zal Batmanglij,2013,2012 2013 2014
tt0096271,a_time_of_destiny,,A Time of Destiny,A Time of Destiny,Gregory Nava,Gregory Nava,1988,1987 1988 1989
tt0054127,north_to_alaska,,North to Alaska,North to Alaska,Henry Hathaway,Henry Hathaway,1960,1959 1960 1961
tt0108153,skateboard_kid,,The Skateboard Kid,The Skateboard Kid,Larry Swerdlove,Larry Swerdlove,1993,1992 1993 1994
tt0178642,invisible_circus,,The Invisible Circus,The Invisible Circus,Adam Brooks,Adam Brooks,2001,2000 2001 2002
tt0109506,crow,,The Crow,The Crow,Alex Proyas,Alex Proyas,1994,1993 1994 1995
tt0457433,1171939-perfect_stranger,,Perfect Stranger,Perfect Stranger,James Foley,James Foley,2007,2006 2007 2008
tt0023876,cavalcade,,Cavalcade,Cavalcade,Frank Lloyd,Frank Lloyd,1933,1932 1933 1934
tt0099653,1031086-ghost,,Ghost,Ghost,Jerry Zucker,Jerry Zucker,1990,1989 1990 1991
tt0052918,1010417-imitation_of_life,,Imitation of Life,Imitation of Life,Douglas Sirk,Douglas Sirk,1959,1958 1959 1960
tt0431021,the_possession,,The Possession,The Possession,Ole Bornedal,Ole Bornedal,2012,2011 2012 2013
tt0307479,solaris,,Solaris,Solaris,Steven Soderbergh,Steven Soderbergh,2002,2001 2002 2003
tt0077766,jaws_2,,Jaws 2,Jaws 2,Jeannot Szwarc,Jeannot Szwarc,1978,1977 1978 1979
tt0051745,houseboat,,Houseboat,Houseboat,Melville Shavelson,Melville Shavelson,1958,1957 1958 1959
tt1666801,the_duff,,The DUFF,The DUFF,Ari Sandel,Ari Sandel,2015,2014 2015 2016
tt0362227,1133499-1133499-terminal,,The Terminal,The Terminal,Steven Spielberg,Steven Spielberg,2004,2003 2004 2005
tt0455760,dead_silence,,Dead Silence,Dead Silence,James Wan,James Wan,2007,2006 2007 2008
tt0083564,annie_1981,,Annie,Annie,John Huston,John Huston,1982,1981 1982 1983
tt0292506,recruit,,The Recruit,The Recruit,Roger Donaldson,Roger Donaldson,2003,2002 2003 2004
tt1475191,american_radical,,American Radical: The Trials of Norman Finkelstein,American Radical: The Trials of Norman Finkelstein,"David Ridgen,Nicolas Rossier","David Ridgen,Nicolas Rossier",2009,2009 2010 2011
tt0074958,network,,Network,Network,Sidney Lumet,Sidney Lumet,1976,1975 1976 1977
tt0093091,ghoulies_2,,Ghoulies II,Ghoulies II,Albert Band,Albert Band,1988,1987 1988 1989
tt0120812,rush_hour,,Rush Hour,Rush Hour,Brett Ratner,Brett Ratner,1998,1997 1998 1999
tt1424432,senna,,Senna,Senna,Asif Kapadia,Asif Kapadia,2010,2010 2011 2012
tt0137523,fight_club,,Fight Club,Fight Club,David Fincher,David Fincher,1999,1998 1999 2000
tt3091126,my_santa_2013,,My Santa,My Santa,Sam Irvin,Sam Irvin,2013,2012 2013 2014
tt0120029,rocketman_1997,,RocketMan,RocketMan,Stuart Gillard,Stuart Gillard,1997,1996 1997 1998
tt3479316,parallels_2015,,Parallels,Parallels,Christopher Leone,Christopher Leone,2015,2014 2015 2016
tt0183649,phone_booth,,Phone Booth,Phone Booth,Joel Schumacher,Joel Schumacher,2002,2002 2003 2004
tt0100403,predator_2,,Predator 2,Predator 2,Stephen Hopkins,Stephen Hopkins,1990,1989 1990 1991
tt0093437,lost_boys,,The Lost Boys,The Lost Boys,Joel Schumacher,Joel Schumacher,1987,1986 1987 1988
tt1193138,up_in_the_air_2009,,Up in the Air,Up in the Air,Jason Reitman,Jason Reitman,2009,2008 2009 2010
tt0074860,marathon_man,,Marathon Man,Marathon Man,John Schlesinger,John Schlesinger,1976,1975 1976 1977
tt0090112,sylvester,,Sylvester,Sylvester,Tim Hunter,Tim Hunter,1985,1984 1985 1986
tt2692904,locke,,Locke,Locke,Steven Knight,Steven Knight,2013,2013 2014 2015
tt0245844,1110288-count_of_monte_cristo,,The Count of Monte Cristo,The Count of Monte Cristo,Kevin Reynolds,Kevin Reynolds,2002,2001 2002 2003
tt4046784,maze_runner_the_scorch_trials,,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,Wes Ball,Wes Ball,2015,2014 2015 2016
tt3450650,paul_blart_mall_cop_2,,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,Andy Fickman,Andy Fickman,2015,2014 2015 2016
tt0039302,dark_passage,,Dark Passage,Dark Passage,Delmer Daves,Delmer Daves,1947,1946 1947 1948
tt0962736,young_victoria,,The Young Victoria,The Young Victoria,Jean-Marc Vallée,Jean-Marc Vallée,2009,2008 2009 2010
tt0086320,sleepaway_camp,,Sleepaway Camp,Sleepaway Camp,Robert Hiltzik,Robert Hiltzik,1983,1982 1983 1984
tt2332522,leviathan_2012,,Leviathan,Leviathan,"Lucien Castaing-Taylor,Verena Paravel","Lucien Castaing-Taylor,Verena Paravel",2012,2012 2013 2014
