ID,Name,Director,Creator,Duration,Rating,Year,Release_Date,Genre
tt0119782,Nico the Unicorn,Graeme Campbell,"Frank Sacks,Frank Sacks",90 min,5.9,1998,14 August 2001 (USA),"Adventure,Family,Fantasy"
tt0499603,10 Items or Less,Brad Silberling,Brad Silberling,82 min,6.7,2006,8 February 2007 (Israel),"Comedy,Drama"
tt0113624,Leapin' Leprechauns!,Ted Nicolaou,"Charles Band,Michael McGann",84 min,4.1,1995,26 July 1995 (USA),"Family,Fantasy,Horror"
tt2342071,Dorothy and the Witches of Oz,Leigh Scott,"Leigh Scott,Eliza Swenson",101 min,4.4,2012,17 February 2012 (USA),"Action,Family,Fantasy"
tt3915174,Puss in Boots 2: Nine Lives & 40 Thieves,Chris Miller,,,,2018,21 December 2018 (USA),Animation
tt3691740,The BFG,Steven Spielberg,"Roald Dahl,Melissa Mathison",,,2016,1 July 2016 (USA),"Family,Fantasy"
tt0074174,The Bad News Bears,Michael Ritchie,Bill Lancaster,102 min,7.3,1976,7 April 1976 (USA),"Comedy,Family,Sport"
tt0152444,The Silver Screen: Color Me Lavender,Mark Rappaport,,100 min,6.4,1997,November 1997 (USA),"Documentary,History"
tt0089791,Pee-wee's Big Adventure,Tim Burton,"Phil Hartman,Paul Reubens",91 min,7.0,1985,9 August 1985 (USA),"Adventure,Comedy,Family"
tt0080752,Forbidden Zone,Richard Elfman,"Richard Elfman,Richard Elfman",74 min,6.9,1980,21 March 1980 (USA),"Comedy,Fantasy,Musical"
tt0093743,Pinocchio and the Emperor of the Night,Hal Sutherland,"Robby London,Barry O'Brien",87 min,6.7,1987,25 December 1987 (USA),"Animation,Adventure,Family"
tt0282120,The Wild Thornberrys Movie,"Cathy Malkasian,Jeff McGrath","Arlene Klasky,Gabor Csupo",85 min,5.2,2002,20 December 2002 (USA),"Adventure,Animation,Family"
tt0265632,Recess: School's Out,Chuck Sheetz,"Paul Germain,Joe Ansolabehere",82 min,6.5,2001,16 February 2001 (USA),"Animation,Family,Comedy"
tt0110527,Miracle on 34th Street,Les Mayfield,"Valentine Davies,George Seaton",114 min,6.4,1994,18 November 1994 (USA),"Family,Fantasy"
tt0486583,Fred Claus,David Dobkin,"Dan Fogelman,Jessie Nelson",116 min,5.6,2007,9 November 2007 (USA),"Comedy,Family,Fantasy"
tt0452681,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Ed Decter,John J. Strauss",97 min,4.6,2006,3 November 2006 (USA),"Adventure,Comedy,Family"
tt3307800,The Dog Who Saved Easter,Sean Olson,"Michael Ciminera,Michael Ciminera",87 min,4.2,2014,18 March 2014 (USA),Family
tt0826823,Magic,Robert Davi,"John Penney,Leo Grillo",,3.0,2010,2010 (USA),"Adventure,Family"
tt0415965,Martian Child,Menno Meyjes,"Seth Bass,Jonathan Tolins",106 min,6.8,2007,2 November 2007 (USA),"Comedy,Drama,Family"
tt2098799,A Country Christmas,Dustin Rikert,"William Shockley,Dustin Rikert",91 min,5.5,2013,27 October 2013 (USA),Family
tt0155754,I'll Remember April,Bob Clark,Mark Sanderson,90 min,6.5,2000,5 April 2001 (Singapore),"Drama,Family,War"
tt0107983,Romeo Is Bleeding,Peter Medak,Hilary Henkin,100 min,6.6,1993,4 February 1994 (USA),"Action,Crime,Drama"
tt0099242,Chattahoochee,Mick Jackson,James Hicks,97 min,6.4,1989,20 April 1990 (USA),"Biography,Drama"
tt0114345,The Scarlet Letter,Roland Joffé,"Nathaniel Hawthorne,Douglas Day Stewart",135 min,5.1,1995,13 October 1995 (USA),"Drama,Romance"
tt0113870,Murder in the First,Marc Rocco,Dan Gordon,122 min,7.3,1995,20 January 1995 (USA),"Drama,Thriller"
tt0424908,Copying Beethoven,Agnieszka Holland,"Stephen J. Rivele,Christopher Wilkinson",104 min,6.8,2006,8 March 2007 (Hungary),"Biography,Drama,Music"
tt0100685,State of Grace,Phil Joanou,Dennis McIntyre,134 min,7.3,1990,14 September 1990 (USA),"Action,Crime,Drama"
tt0086879,Amadeus,Milos Forman,"Peter Shaffer,Peter Shaffer",160 min,8.3,1984,5 April 1985 (USA),"Biography,Drama,History"
tt1204342,The Muppets,James Bobin,"Jason Segel,Nicholas Stoller",103 min,7.2,2011,23 November 2011 (USA),"Comedy,Family,Musical"
tt2187884,Escape from Tomorrow,Randy Moore,Randy Moore,90 min,5.2,2013,19 July 2014 (Japan),"Fantasy,Horror"
tt2281587,Muppets Most Wanted,James Bobin,"James Bobin,Nicholas Stoller",107 min,6.5,2014,21 March 2014 (USA),"Adventure,Comedy,Crime"
tt0280030,Return to Never Land,"Robin Budd,Donovan Cook","Temple Mathews,Carter Crocker",72 min,5.8,2002,15 February 2002 (USA),"Animation,Adventure,Family"
tt1216516,Tinker Bell and the Lost Treasure,Klay Hall,"Klay Hall,Evan Spiliotopoulos",81 min,6.7,2009,3 September 2009 (Argentina),"Animation,Adventure,Family"
tt0062190,The Reluctant Astronaut,Edward Montagne,"James Fritzell,Everett Greenbaum",101 min,6.3,1967,15 April 1968 (Denmark),"Comedy,Family,Sci-Fi"
tt0107719,The Nutcracker,Emile Ardolino,Susan Cooper,92 min,5.7,1993,24 November 1993 (USA),"Family,Fantasy,Music"
tt0076054,Freaky Friday,Gary Nelson,"Mary Rodgers,Mary Rodgers",95 min,6.3,1976,21 January 1977 (USA),"Comedy,Family,Fantasy"
tt0114069,Outbreak,Wolfgang Petersen,"Laurence Dworet,Robert Roy Pool",127 min,6.5,1995,10 March 1995 (USA),"Action,Drama,Thriller"
tt0164212,Under Suspicion,Stephen Hopkins,"John Wainwright,Claude Miller",110 min,6.5,2000,15 November 2000 (France),"Crime,Drama,Thriller"
tt0315297,Twisted,Philip Kaufman,Sarah Thorp,97 min,5.2,2004,27 February 2004 (USA),"Crime,Drama,Mystery"
tt0145681,The Bone Collector,Phillip Noyce,"Jeffery Deaver,Jeremy Iacone",118 min,6.6,1999,5 November 1999 (USA),"Crime,Drama,Mystery"
tt0112722,Copycat,Jon Amiel,"Ann Biderman,David Madsen",123 min,6.6,1995,27 October 1995 (USA),"Crime,Drama,Mystery"
tt0164334,Along Came a Spider,Lee Tamahori,"James Patterson,Marc Moss",104 min,6.3,2001,6 April 2001 (USA),Thriller
tt0164184,The Sum of All Fears,Phil Alden Robinson,"Tom Clancy,Paul Attanasio",124 min,6.4,2002,31 May 2002 (USA),"Action,Drama,Thriller"
tt0150377,Double Jeopardy,Bruce Beresford,"David Weisberg,Douglas Cook",105 min,6.3,1999,24 September 1999 (USA),"Crime,Mystery,Thriller"
tt0109446,The Client,Joel Schumacher,"John Grisham,Akiva Goldsman",119 min,6.7,1994,20 July 1994 (USA),"Crime,Drama,Mystery"
tt0156812,My Dog Skip,Jay Russell,"Willie Morris,Gail Gilchriest",95 min,7.0,2000,3 March 2000 (USA),"Drama,Family,Sport"
tt1083470,The Rainbow Tribe,Christopher R. Watson,Daniel Frisch,90 min,6.0,2008,1 February 2011 (USA),"Comedy,Family"
tt0055207,Mysterious Island,Cy Endfield,"John Prebble,Daniel B. Ullman",101 min,6.8,1961,20 December 1961 (USA),"Adventure,Family,Sci-Fi"
tt0113345,The Undercover Kid,Linda Shayne,"Dennis Carr,Dennis Carr",80 min,4.9,1996,June 1997 (Hungary),Family
tt0057197,Jason and the Argonauts,Don Chaffey,"Jan Read,Beverley Cross",104 min,7.4,1963,19 June 1963 (USA),"Adventure,Family,Fantasy"
tt0051337,The 7th Voyage of Sinbad,Nathan Juran,Ken Kolb,88 min,7.2,1958,23 December 1958 (USA),"Family,Fantasy,Action"
tt0110593,Munchie Strikes Back,Jim Wynorski,"R.J. Robertson,Jim Wynorski",94 min,3.0,1994,29 June 1994 (USA),"Comedy,Family,Fantasy"
tt0095930,Purple People Eater,Linda Shayne,Linda Shayne,90 min,4.4,1988,16 December 1988 (USA),"Comedy,Family,Sci-Fi"
tt0140796,Air Bud: Golden Receiver,Richard Martin,"Kevin DiCicco,Paul Tamasy",90 min,4.4,1998,14 August 1998 (USA),"Comedy,Family,Sport"
tt2414212,Santa Paws 2: The Santa Pups,Robert Vince,"Philip Fracassi,Anna McRoberts",88 min,5.0,2012,20 November 2012 (USA),"Adventure,Family"
tt0396592,Fat Albert,Joel Zwick,"Bill Cosby,Charles Kipps",93 min,4.3,2004,25 December 2004 (USA),"Comedy,Family,Fantasy"
tt0997047,College Road Trip,Roger Kumble,"Emi Mochizuki,Carrie Lee Wilson",83 min,4.2,2008,7 March 2008 (USA),"Adventure,Comedy,Drama"
tt0376108,Rebound,Steve Carr,"William Wolff,Ed Decter",103 min,5.1,2005,1 July 2005 (USA),"Comedy,Family,Sport"
tt1091751,The Longshots,Fred Durst,Nick Santora,94 min,5.1,2008,22 August 2008 (USA),"Biography,Comedy,Drama"
tt2635832,Doggiewoggiez! Poochiewoochiez!,Everything Is Terrible,,55 min,7.0,2012,27 January 2012 (USA),Comedy
tt1190536,Black Dynamite,Scott Sanders,"Michael Jai White,Byron Minns",84 min,7.4,2009,13 January 2010 (France),"Action,Comedy"
tt0044207,When Worlds Collide,Rudolph Maté,"Sydney Boehm,Edwin Balmer",83 min,6.7,1951,30 November 1951 (Finland),"Family,Sci-Fi"
tt0078869,The Black Hole,Gary Nelson,"Jeb Rosebrook,Bob Barbash",98 min,5.9,1979,21 December 1979 (USA),"Action,Adventure,Family"
tt0071615,The Holy Mountain,Alejandro Jodorowsky,Alejandro Jodorowsky,114 min,7.9,1973,21 August 1974 (West Germany),"Drama,Fantasy"
tt0054357,Swiss Family Robinson,Ken Annakin,"Lowell S. Hawley,Johann David Wyss",126 min,7.2,1960,21 December 1960 (USA),"Adventure,Family"
tt0313911,Agent Cody Banks,Harald Zwart,"Ashley Miller,Zack Stentz",102 min,5.0,2003,14 March 2003 (USA),"Action,Adventure,Comedy"
tt0265298,Big Fat Liar,Shawn Levy,"Dan Schneider,Brian Robbins",88 min,5.4,2002,8 February 2002 (USA),"Adventure,Comedy,Family"
tt1028532,Hachi: A Dog's Tale,Lasse Hallström,"Stephen P. Lindsey,Kaneto Shindô",93 min,8.2,2009,12 March 2010 (UK),"Drama,Family"
tt0120645,Meet the Deedles,Steve Boyum,Jim Herzfeld,93 min,3.8,1998,27 March 1998 (USA),"Comedy,Family"
tt0196106,MVP: Most Valuable Primate,Robert Vince,"Anne Vince,Robert Vince",93 min,3.7,2000,20 October 2000 (USA),"Comedy,Family,Sport"
tt3950488,Black Beauty,Daniel Zirilli,"Daniel Zirilli,Amy Zirilli",86 min,4.1,2015,16 July 2015 (USA),Family
tt0275277,Cowboy Bebop: The Movie,"Shinichirô Watanabe,Hiroyuki Okiura","Marc Handler,Keiko Nobumoto",115 min,7.9,2001,16 May 2003 (USA),"Animation,Action,Crime"
tt0110687,North,Rob Reiner,"Alan Zweibel,Alan Zweibel",87 min,4.4,1994,22 July 1994 (USA),"Adventure,Comedy,Drama"
tt1400335,First Dog,Bryan Michael Stoller,Bryan Michael Stoller,90 min,4.7,2010,15 December 2012 (Belgium),Family
tt0111408,That's Entertainment! III,"Bud Friedgen,Michael J. Sheridan","Bud Friedgen,Michael J. Sheridan",113 min,7.6,1994,July 1994 (USA),"Documentary,Family,Musical"
tt0041259,A Connecticut Yankee in King Arthur's Court,Tay Garnett,"Mark Twain,Edmund Beloin",106 min,6.7,1949,22 April 1949 (USA),"Comedy,Family,Fantasy"
tt0045586,By the Light of the Silvery Moon,David Butler,"Robert O'Brien,Irving Elinson",101 min,7.0,1953,15 February 1954 (Sweden),"Comedy,Family,Musical"
tt0054188,Please Don't Eat the Daisies,Charles Walters,"Isobel Lennart,Jean Kerr",112 min,6.5,1960,2 June 1960 (West Germany),"Comedy,Family,Romance"
tt0075323,"That's Entertainment, Part II",Gene Kelly,Leonard Gershe,133 min,7.3,1976,17 May 1976 (USA),"Documentary,Family,Musical"
tt0087265,The Flamingo Kid,Garry Marshall,"Neal Marshall,Garry Marshall",100 min,6.2,1984,21 December 1984 (USA),"Comedy,Drama,Romance"
tt0116059,Dear God,Garry Marshall,"Warren Leight,Ed Kaplan",112 min,5.2,1996,1 November 1996 (USA),Comedy
tt0791304,Georgia Rule,Garry Marshall,Mark Andrus,113 min,5.9,2007,11 May 2007 (USA),"Comedy,Drama"
tt0123209,The Other Sister,Garry Marshall,"Alexandra Rose,Blair Richwood",129 min,6.4,1999,26 February 1999 (USA),"Comedy,Drama,Romance"
tt4687464,Transpecos,Greg Kwedar,"Clint Bentley,Greg Kwedar",,,2016,2016 (USA),Thriller
tt2817118,Fluidic,Jeremiah Jones,"Jeremiah Jones,Craig S. Cunningham",,,2015,,Sci-Fi
tt2717870,Chuck Hank and the San Diego Twins,Jonathan Keevil,Jonathan Keevil,,,2016,2016 (USA),Action
tt4460854,Chronically Metropolitan,Xavier Manrique,Nicholas Schutt,,,2016,2016 (USA),Comedy
tt3729800,Worthy,Marianna Palka,Amberlee Colson,89 min,8.1,2015,26 April 2015 (USA),"Comedy,Drama"
tt3488184,7 Chinese Brothers,Bob Byington,Bob Byington,76 min,5.8,2015,28 August 2015 (USA),Comedy
tt0089155,Fletch,Michael Ritchie,"Gregory McDonald,Andrew Bergman",98 min,6.9,1985,31 May 1985 (USA),"Comedy,Crime,Mystery"
tt0097366,Fletch Lives,Michael Ritchie,"Gregory McDonald,Leon Capetanos",95 min,6.0,1989,17 March 1989 (USA),"Comedy,Mystery,Crime"
tt2338424,Tumbledown,Sean Mewshaw,"Sean Mewshaw,Desiree Van Til",105 min,8.5,2015,12 February 2016 (USA),"Comedy,Music,Romance"
tt2461150,Masterminds,Jared Hess,"Chris Bowman,Hubbel Palmer",94 min,,2015,8 October 2015 (Netherlands),"Action,Comedy,Crime"
tt0072272,That's Entertainment!,Jack Haley Jr.,Jack Haley Jr.,135 min,7.7,1974,21 June 1974 (USA),"Documentary,Family,Musical"
tt0763831,A Thousand Words,Brian Robbins,Steve Koren,91 min,5.9,2012,9 March 2012 (USA),"Comedy,Drama"
tt0019993,The Hollywood Revue of 1929,Charles Reisner,"Al Boasberg,Robert E. Hopkins",130 min,7.7,1929,23 November 1929 (USA),Musical
tt2241116,White Rabbit,Tim McCann,"Anthony Di Pietro,Anthony Di Pietro",90 min,6.0,2013,13 February 2015 (USA),Drama
tt4435082,Running Wild,Alex Ranarivelo,"Christina Moore,Brian Rudnick",,,2016,March 2016 (USA),Drama
tt2263648,What About Love,Klaus Menzel,"Klaus Menzel,Douglas Day Stewart",,,2016,12 February 2016 (USA),Drama
tt0009309,Little Women,Harley Knoles,"Louisa May Alcott,Anne Maxwell",60 min,6.2,1918,5 January 1919 (USA),"Drama,Family,Romance"
tt3727202,Life on the Line,David Hackl,"Primo Brown,Peter I. Horton",,,2015,,Action
tt0901476,Bride Wars,Gary Winick,"Greg DePaul,Casey Wilson",89 min,5.4,2009,9 January 2009 (USA),"Comedy,Romance"
tt1033643,What Happens in Vegas,Tom Vaughan,Dana Fox,99 min,6.1,2008,9 May 2008 (USA),"Comedy,Romance"
tt1103153,Killers,Robert Luketic,"Bob DeRosa,Ted Griffin",100 min,5.4,2010,4 June 2010 (USA),"Action,Comedy,Romance"
tt0974661,17 Again,Burr Steers,Jason Filardi,102 min,6.4,2009,17 April 2009 (USA),"Comedy,Drama,Fantasy"
tt1055292,Life as We Know It,Greg Berlanti,"Ian Deitchman,Kristin Rusk Robinson",114 min,6.5,2010,8 October 2010 (USA),"Comedy,Drama,Romance"
tt0337563,13 Going on 30,Gary Winick,"Josh Goldsmith,Cathy Yuspa",98 min,6.1,2004,23 April 2004 (USA),"Comedy,Fantasy,Romance"
tt0758752,Love & Other Drugs,Edward Zwick,"Charles Randolph,Edward Zwick",112 min,6.7,2010,24 November 2010 (USA),"Comedy,Drama,Romance"
tt1411238,No Strings Attached,Ivan Reitman,"Elizabeth Meriwether,Michael Samonek",108 min,6.2,2011,21 January 2011 (USA),"Comedy,Romance"
tt2983414,Flying Horse,Gary Oldman,Gary Oldman,,,2016,2016 (USA),"Biography,Drama"
tt3014866,Criminal,Ariel Vromen,"Douglas Cook,David Weisberg",,,2016,15 April 2016 (USA),"Action,Crime,Drama"
tt4623856,Wolves,Bart Freundlich,Bart Freundlich,,,2016,2016 (USA),Drama
tt1320261,Gulliver's Travels,Rob Letterman,"Joe Stillman,Nicholas Stoller",85 min,4.9,2010,25 December 2010 (USA),"Adventure,Comedy,Family"
tt1438254,Charlie St. Cloud,Burr Steers,"Craig Pearce,Lewis Colick",99 min,6.4,2010,30 July 2010 (USA),"Drama,Fantasy,Romance"
tt1327194,The Lucky One,Scott Hicks,"Will Fetters,Nicholas Sparks",101 min,6.5,2012,20 April 2012 (USA),"Drama,Romance"
tt1723121,We're the Millers,Rawson Marshall Thurber,"Bob Fisher,Steve Faber",110 min,7.1,2013,7 August 2013 (USA),"Action,Adventure,Comedy"
tt0377092,Mean Girls,Mark Waters,"Rosalind Wiseman,Tina Fey",97 min,7.0,2004,30 April 2004 (USA),Comedy
tt1663207,Life of Crime,Daniel Schechter,"Daniel Schechter,Elmore Leonard",98 min,5.8,2013,29 August 2014 (Bahamas),"Comedy,Crime"
tt1767372,She's Funny That Way,Peter Bogdanovich,"Peter Bogdanovich,Louise Stratten",93 min,6.2,2014,21 August 2015 (USA),Comedy
tt1655460,Wanderlust,David Wain,"David Wain,Ken Marino",98 min,5.6,2012,24 February 2012 (USA),Comedy
tt0436331,Friends with Money,Nicole Holofcener,Nicole Holofcener,88 min,5.9,2006,21 April 2006 (USA),"Comedy,Drama,Romance"
tt3442006,Cake,Daniel Barnz,Patrick Tobin,102 min,6.5,2014,23 January 2015 (USA),Drama
tt0452711,Never Been Thawed,Sean Anders,"Sean Anders,Chuck LeVinus",87 min,6.0,2005,15 April 2005 (USA),Comedy
tt3333870,Antibirth,Danny Perez,Danny Perez,,,2016,2016 (USA),Horror
tt2752604,JacobJosefAimee,Jacob Brown,"Jacob Brown,Jacob Brown",80 min,8.4,2014,,Drama
tt1753786,Mercury Plains,Charles Burmeister,Charles Burmeister,,,2015,,"Action,Adventure,Drama"
tt1175713,The Family Tree,Vivi Friedman,Mark Lisson,87 min,5.5,2011,26 August 2011 (USA),"Comedy,Drama"
tt2505294,Ask Me Anything,Allison Burnett,"Allison Burnett,Allison Burnett",100 min,6.0,2014,19 December 2014 (USA),"Drama,Mystery,Thriller"
tt0053882,The 3 Worlds of Gulliver,Jack Sher,"Arthur A. Ross,Jack Sher",100 min,6.4,1960,December 1960 (Austria),"Animation,Adventure,Family"
tt0471005,Home of the Giants,Rusty Gorman,Rusty Gorman,104 min,6.4,2007,2009 (USA),"Crime,Drama,Sport"
tt0245090,Edges of the Lord,Yurek Bogayevicz,Yurek Bogayevicz,95 min,7.0,2001,12 October 2001 (Poland),"Drama,Crime,War"
tt2420166,The World Made Straight,David Burris,"Shane Danielsen,Shane Danielsen",119 min,5.4,2015,9 January 2015 (USA),Drama
tt4007556,Mis-Adventures of the Dunderheads,D.G. Brock,P.D. Hughen,,4.7,2012,12 October 2012 (USA),
tt4185370,Sleepwalker,Elliott Lester,"Jack Olsen,Jack Olsen",,,2015,,Thriller
tt4955566,Holding Patterns,Jake Goldberger,Jake Goldberger,,,2016,2016 (USA),"Comedy,Drama"
tt2751310,Sex Ed,Isaac Feder,"Bill Kennedy,Bill Kennedy",92 min,5.6,2014,7 November 2014 (USA),"Comedy,Romance"
tt1291570,Solace,Afonso Poyart,"Sean Bailey,Ted Griffin",101 min,6.5,2015,2015 (USA),"Mystery,Thriller"
tt1127883,The Girl,David Riker,David Riker,95 min,6.2,2012,6 December 2013 (Mexico),"Drama,Mystery,Thriller"
tt1290138,Frank & Lola,Matthew M. Ross,Matthew M. Ross,,,2015,2015 (USA),Thriller
tt3868656,The Merge with Abbie Cornish,Ian Pfaff,Eliza Skinner,,5.7,2014,9 June 2014 (USA),"Short,Comedy"
tt0033727,Mr. Bug Goes to Town,"Dave Fleischer,Shamus Culhane","Dave Fleischer,Dan Gordon",78 min,7.1,1941,5 December 1941 (USA),"Animation,Comedy,Family"
tt0034928,Jungle Book,Zoltan Korda,Laurence Stallings,108 min,6.8,1942,3 April 1942 (USA),"Action,Adventure,Family"
tt0077743,International Velvet,Bryan Forbes,"Enid Bagnold,Bryan Forbes",127 min,5.7,1978,1 September 1978 (Denmark),"Drama,Family,Sport"
tt3526622,Slay Belles,Dan Walker,"Jessica Luhrssen,Dan Walker",,,2015,1 November 2015 (USA),Horror
tt0038427,Courage of Lassie,Fred M. Wilcox,Lionel Houser,92 min,6.3,1946,8 November 1946 (USA),"Drama,Adventure,Family"
tt2578608,Krampus: The Christmas Devil,Jason Hull,Jason Hull,82 min,2.0,2013,17 August 2013 (USA),"Action,Horror,Thriller"
tt0053001,Li'l Abner,Melvin Frank,"Al Capp,Melvin Frank",114 min,6.7,1959,15 June 1961 (Mexico),"Comedy,Musical,Family"
tt3527772,Krampus: The Devil Returns,Jason Hull,"Jason Hull,A.J. Leslie",,,2016,4 November 2016 (USA),"Action,Horror,Thriller"
tt4065212,My Bakery in Brooklyn,Gustavo Ron,"Gustavo Ron,Francisco Zegers",,,2015,2015 (Spain),"Comedy,Romance"
tt3744264,Pali Road,Jonathan Hua Lang Lim,"Doc Pedrolie,Victoria Arch",92 min,,2015,2015 (USA),"Drama,Mystery,Romance"
tt2791026,City of Dead Men,Kirk Sullivan,"Andrew Poston,Andrew Poston",87 min,,2014,2015 (USA),"Horror,Thriller"
tt4795692,Sister Cities,Sean Hanish,Colette Freedman,,,2016,,Drama
tt4445398,The Staremaster,Sean Linezo,Sean Linezo,,,2016,,Documentary
tt3099498,Tusk,Kevin Smith,Kevin Smith,102 min,5.4,2014,19 September 2014 (USA),"Comedy,Drama,Horror"
tt0059796,Those Calloways,Norman Tokar,"Louis Pelletier,Paul Annixter",131 min,6.9,1965,6 July 1966 (France),"Drama,Family"
tt1273221,London Fields,Mathew Cullen,"Martin Amis,Roberta Hanley",118 min,,2015,,"Crime,Mystery,Thriller"
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning,Espen Sandberg","Stuart Beattie,Ted Elliott",,,2017,7 July 2017 (USA),"Action,Adventure,Comedy"
tt2016294,Taco Shop,Joaquin Perea,"Rick Najera,Oskar Toruno",,,2016,2016 (USA),Comedy
tt0059094,Dear Brigitte,Henry Koster,"John Haase,Hal Kanter",100 min,6.3,1965,8 January 1965 (USA),"Comedy,Family"
tt3776826,Operation Avalanche,Matt Johnson,"Josh Boles,Matt Johnson",,,2015,2015 (USA),Thriller
tt4680196,Planetarium,Rebecca Zlotowski,"Rebecca Zlotowski,Robin Campillo",,,2016,2016 (Faroe Islands),Drama
tt0104389,The Hand That Rocks the Cradle,Curtis Hanson,Amanda Silver,110 min,6.5,1992,10 January 1992 (USA),"Drama,Thriller"
tt0105414,Single White Female,Barbet Schroeder,"John Lutz,Don Roos",107 min,6.3,1992,14 August 1992 (USA),"Drama,Thriller"
tt0114496,Something to Talk About,Lasse Hallström,Callie Khouri,106 min,5.7,1995,4 August 1995 (USA),"Comedy,Drama,Romance"
tt0107798,The Pelican Brief,Alan J. Pakula,"John Grisham,Alan J. Pakula",141 min,6.5,1993,17 December 1993 (USA),"Crime,Drama,Mystery"
tt1135503,Julie & Julia,Nora Ephron,"Nora Ephron,Julie Powell",123 min,7.0,2009,7 August 2009 (USA),"Biography,Drama,Romance"
tt0457939,The Holiday,Nancy Meyers,Nancy Meyers,138 min,6.9,2006,8 December 2006 (USA),"Comedy,Romance"
tt0376541,Closer,Mike Nichols,"Patrick Marber,Patrick Marber",104 min,7.3,2004,10 December 2004 (USA),"Drama,Romance"
tt0892318,Letters to Juliet,Gary Winick,"Jose Rivera,Tim Sullivan",105 min,6.5,2010,14 May 2010 (USA),"Comedy,Drama,Romance"
tt1104733,Hamlet 2,Andrew Fleming,"Pam Brady,Andrew Fleming",92 min,6.4,2008,27 August 2008 (USA),"Comedy,Music"
tt0128853,You've Got Mail,Nora Ephron,"Miklós László,Nora Ephron",119 min,6.5,1998,18 December 1998 (USA),"Comedy,Drama,Romance"
tt0243155,Bridget Jones's Diary,Sharon Maguire,"Helen Fielding,Helen Fielding",97 min,6.7,2001,13 April 2001 (USA),"Comedy,Drama,Romance"
tt0114924,While You Were Sleeping,Jon Turteltaub,"Daniel G. Sullivan,Fredric LeBow",103 min,6.6,1995,21 April 1995 (USA),"Comedy,Drama,Romance"
tt0317198,Bridget Jones: The Edge of Reason,Beeban Kidron,"Helen Fielding,Andrew Davies",108 min,5.9,2004,19 November 2004 (USA),"Comedy,Drama,Romance"
tt0758766,Music and Lyrics,Marc Lawrence,Marc Lawrence,96 min,6.5,2007,14 February 2007 (USA),"Comedy,Music,Romance"
tt0280720,The Guru,Daisy von Scherler Mayer,Tracey Jackson,94 min,5.4,2002,14 February 2003 (USA),"Comedy,Fantasy,Music"
tt0385307,Miss Congeniality 2: Armed and Fabulous,John Pasquin,"Marc Lawrence,Katie Ford",115 min,5.0,2005,24 March 2005 (USA),"Action,Comedy,Crime"
tt0101921,Fried Green Tomatoes,Jon Avnet,"Fannie Flagg,Fannie Flagg",130 min,7.6,1991,24 January 1992 (USA),Drama
tt0094715,Beaches,Garry Marshall,"Iris Rainer,Mary Agnes Donoghue",123 min,6.7,1988,13 January 1989 (USA),"Comedy,Drama,Music"
tt0095690,Mystic Pizza,Donald Petrie,"Amy Holden Jones,Amy Holden Jones",104 min,6.2,1988,21 October 1988 (USA),"Comedy,Drama,Romance"
tt0080319,Nine to Five,Colin Higgins,"Patricia Resnick,Colin Higgins",110 min,6.7,1980,19 December 1980 (USA),Comedy
tt0057523,Spencer's Mountain,Delmer Daves,"Earl Hamner Jr.,Delmer Daves",118 min,7.0,1963,16 May 1963 (USA),"Drama,Family"
tt0314331,Love Actually,Richard Curtis,Richard Curtis,135 min,7.7,2003,14 November 2003 (USA),"Comedy,Drama,Romance"
tt0276751,About a Boy,"Chris Weitz,Paul Weitz","Nick Hornby,Peter Hedges",101 min,7.1,2002,17 May 2002 (USA),"Comedy,Drama,Romance"
tt0458352,The Devil Wears Prada,David Frankel,"Aline Brosh McKenna,Lauren Weisberger",109 min,6.8,2006,30 June 2006 (USA),"Comedy,Drama,Romance"
tt0092890,Dirty Dancing,Emile Ardolino,Eleanor Bergstein,100 min,6.9,1987,21 August 1987 (USA),"Drama,Music,Romance"
tt1049405,The Other End of the Line,James Dodson,Tracey Jackson,106 min,6.2,2008,12 February 2009 (Singapore),"Comedy,Drama,Romance"
tt1155056,"I Love You, Man",John Hamburg,"John Hamburg,Larry Levin",105 min,7.1,2009,20 March 2009 (USA),"Comedy,Romance"
tt0417001,Must Love Dogs,Gary David Goldberg,"Claire Cook,Gary David Goldberg",98 min,5.9,2005,29 July 2005 (USA),"Comedy,Romance"
tt0185937,The Blair Witch Project,"Daniel Myrick,Eduardo Sánchez","Daniel Myrick,Eduardo Sánchez",81 min,6.4,1999,30 July 1999 (USA),Horror
tt0240890,Serendipity,Peter Chelsom,Marc Klein,90 min,6.9,2001,5 October 2001 (USA),"Comedy,Romance"
tt0117002,Mary Reilly,Stephen Frears,"Valerie Martin,Christopher Hampton",108 min,5.8,1996,23 February 1996 (USA),"Drama,Horror,Romance"
tt0110093,I Love Trouble,Charles Shyer,"Nancy Meyers,Charles Shyer",123 min,5.2,1994,29 June 1994 (USA),"Action,Comedy,Romance"
tt2884018,Macbeth,Justin Kurzel,"Jacob Koskoff,Michael Lesslie",113 min,7.7,2015,4 December 2015 (USA),"Drama,War"
tt0055277,The Parent Trap,David Swift,"Erich Kästner,David Swift",129 min,7.1,1961,21 June 1961 (USA),"Comedy,Family,Romance"
tt0063821,With Six You Get Eggroll,Howard Morris,"Gwen Bagni,Paul Dubov",95 min,6.4,1968,7 August 1968 (USA),"Comedy,Drama,Family"
