ID,title,authors,cover,pages,publisher,language,ISBN-10,ISBN13,price
B2618,dBASE III Plus Made Easy,"Miriam Liskin,",paperback,350, Mcgraw-Hill Osborne Media (November 1987), English,78812941,9780078812941,
B2619,Teach Yourself Microsoft SQL Server 6.5 in 21 Days,,paperback,636," Sams Publishing (March 9, 1998)", English,672311380,9780672311383,
B2620,Inside Microsoft® SQL Server 2005: The Storage Engine (Developer Reference),"Kalen Delaney,",paperback,464," Microsoft Press; 2005 ed. edition (October 18, 2006)", English,735621055,9780735621053,$3.83
B2621,Using Algebraic Geometry (Graduate Texts in Mathematics),"David A Cox,Donal O'Shea,",paperback,575," Springer; 2nd edition (March 17, 2005)", English,387207333,9780387207339,$41.55
B2622,Oracle Application Express for Mobile Web Applications (Expert's Voice in Oracle),"Roel Hartman,",paperback,224," Apress; 1 edition (March 28, 2013)", English,1430249471,9781430249474,$44.99
B2623,Computational Financial Mathematics using MATHEMATICA®: Optimal Trading in Stocks and Options,"Srdjan Stojanovic,",paperback,481," Birkhäuser; Softcover reprint of the original 1st ed. 2003 edition (May 17, 2013)", English, 146126586X,9781461265863,$84.26
B2624,Computational Engineering - Introduction to Numerical Methods,"Michael Schäfer,",paperback,321," Springer; 2006 edition (April 3, 2006)", English,3540306854,9783540306856,$109.00
B2625,"Wiley Getting Started, With Microsoft Access 7.0 for Windows 95 (Getting Started Series)",,paperback,256," Wiley; 1 edition (August 28, 1996)", English,471158690,9780471158691,$7.87
B2626,SAS For Dummies,"Stephen McDaniel,Chris Hemedinger,",paperback,408," For Dummies; 1 edition (June 12, 2007)", English,471788325,9780471788324,$10.20
B2627,Access 97: For Windows 95/NT (Mastering),"Alan Simpson,",paperback,1140, Sybex Inc; 4th edition (January 1997), English,782119247,9780782119244,
B2628,Professional SQL Server 2005 Programming,"Robert Vieira,",paperback,912," Wrox (December 1, 2006)", English,764584340,9780764584343,$49.99
B2629,Beginning Transact-SQL with SQL Server 2000 and 2005,"Paul Turley,",paperback,600," Wrox; 1 edition (October 31, 2005)", English, 076457955X,9780764579554,$3.99
B2630,Essential PHP fast,"Simon Stobart,",paperback,256," Springer; Softcover reprint of the original 1st ed. 2002 edition (August 15, 2002)", English,1852335785,9781852335786,
B2631,Microsoft Access (Training Guide),"Jeff Middleton,",paperback,128," Financial Times Prentice Hall (September 10, 1993)", English,273604171,9780273604174,
B2632,Oracle9i for Windows(R) 2000 Tips & Techniques,"Scott Jesse,",paperback,612," McGraw-Hill Companies; 1st edition (December 7, 2001)", English,72194626,9780072194623,
B2633,SQL: The Complete Reference,"James R. Groff,Paul N. Weinberg,",paperback,994, Osborne/McGraw-Hill; Bk&CD Rom edition (February 1999), English,72118458,9780072118452,$5.49
B2634,Code-First Development with Entity Framework,,paperback,174," Packt Publishing (March 20, 2015)", English,1784396273,9781784396275,
B2635,MCTS Self-Paced Training Kit (Exam 70-445): Microsoft SQL Server 2005,"Erik Veerman,Teo Lachev,",paperback,608," Microsoft Press; PAP/CDR edition (September 12, 2007)", English,735623414,9780735623415,$59.99
B2636,"Hands-On: MS-Dos, Wordperfect, dBASE III +, Lotus 1-2-3","Lawrence C. Metzelaar,",paperback,368, Benjamin-Cummings Pub Co; 2 Sub edition (March 1990), English,805345027,9780805345025,
B2637,"Algorithm Theory - SWAT'98: 6th Scandinavian Workshop on Algorithm Theory, Stockholm, Sweden, July 8-10, 1998, Proceedings (Lecture Notes in Computer Science)",,paperback,350," Springer; 1998 edition (June 24, 1998)", English,3540646825,9783540646822,
B2638,SQL Server 7 Administration,"Mark A. Linsenbardt,",paperback,680," Computing Mcgraw-Hill (August 24, 1999)", English,72121475,9780072121476,
B2639,MCITP Self-Paced Training Kit (Exam 70-442): Designing and Optimizing Data Access by Using Microsoft® SQL Server 2005: Designing and Optimizing Data ... Server 2005 (Microsoft Press Training Kit),"Sara Morgan,Tobias Thernstrom,",paperback,544," Microsoft Press; 1 edition (April 25, 2007)", English, 073562383X,9780735623835,$59.99
B2640,Introducing dBASE II (A Byte Book),"Lan Barnes,",paperback,380, Mcgraw-Hill (Tx) (January 1985), English,70418071,9780070418073,
B2641,Quick Course in Microsoft Access 97 (Education/Training Edition),"Joyce Cox,",paperback,171, Online Press Inc. (January 1997), English,1879399733,9781879399730,$4.00
B2642,Bazaar Version Control,"Janos Gyerik,",paperback,402," Packt Publishing (June 6, 2013)", English,1849513562,9781849513562,
B2643,Oracle9i RMAN Backup & Recovery,"Matthew Hart,",paperback,608," McGraw-Hill Education; 1 edition (November 8, 2002)", English,72226625,9780072226621,$55.00
B2644,dBASE IV Handbook,,paperback,600, Que Pub; 3 Sub edition (February 1989), English,880223804,9780880223805,
B2645,Professional Microsoft SQL Server 6.5 Admin,,paperback,493, Apress (September 1996), English,1874416494,9781874416494,
B2646,Oracle 24x7 Tips and Techniques,"Venkat S. Devraj,",paperback,1005," Osborne/McGraw-Hill; 1 edition (November 1, 1999)", English,72119993,9780072119992,$19.99
B2647,Oracle8 Tuning (Oracle Press Series),"Michael J. Corey,",paperback,608," Osborne Publishing; Authorized edition (October 30, 1997)", English,78823900,9780078823909,$4.87
B2648,Visual Foxpro Form Designer: Special Report,"Stephen Sawyer,",paperback,216, Pinnacle Pub (February 1996), English,1880935430,9781880935439,
B2649,Official Powerbuilder 6: Advanced Tools for the Enterprise (US Computer Science),,paperback,600," Intl Thomson Computer Pr (T); 2nd edition (February 11, 1998)", English,1850329184,9781850329183,
B2650,"Learning PHP, MySQL, JavaScript, CSS & HTML5: A Step-by-Step Guide to Creating Dynamic Websites","Robin Nixon,",paperback,786," O'Reilly Media; 3 edition (June 16, 2014)", English,1491949465,9781491949467,$28.82
B2651,Database Design and Publishing With Filemaker Pro 4: For Mac and Windows,"Jeff Gagne,",paperback,561, M & T Books (January 1998), English,1558515143,9781558515147,
B2652,AS/400 Data Warehousing: The Complete Guide to Implementation,"Brian W. Kelly,",paperback,315, Midrange Computing; 2nd edition (January 1997), English,1883884373,9781883884376,
B2653,Oracle Discoverer Handbook,"Michael Armstrong-Smith,",paperback,569," McGraw-Hill/Osborne Media (September 26, 2000)", English,72126353,9780072126358,
B2654,Proactive Data Mining with Decision Trees (SpringerBriefs in Electrical and Computer Engineering),"Shahar Cohen,Lior Rokach,",paperback,88," Springer; 2014 edition (February 15, 2014)", English,1493905384,9781493905386,$54.99
B2655,The SPICE Book,"Andrei Vladimirescu,",paperback,432," Wiley; 1 edition (January 6, 1994)", English,471609269,9780471609261,$67.77
B2656,Secret Oracle - Unleashing the Full Potential of the Oracle DBMS by Leveraging Undocumented Features,"Norbert Debes,",paperback,404," Lulu.com (March 23, 2008)", English,1435705513,9781435705517,
B2657,Sams Teach Yourself Oracle8 Database Development in 21 Days,"David Lockman,",paperback,665," Sams; Pap/Cdr edition (August 15, 1997)", English,672310783,9780672310782,
B2658,"Visual Data Mining: Theory, Techniques and Tools for Visual Analytics (Lecture Notes in Computer Science)",,paperback,407," Springer; 2008 edition (August 27, 2008)", English,3540710795,9783540710790,$67.31
B2659,"Algorithms - ESA 2009: 17th Annual European Symposium, Copenhagen, Denmark, September 7-9, Proceedings (Lecture Notes in Computer Science / Theoretical Computer Science and General Issues)",,paperback,790," Springer; 2009 edition (October 7, 2009)", English,3642041272,9783642041273,$189.00
B2660,Linux Kernel Module Programming Guide,,paperback,132, Iuniverse Inc (August 2000), English,595100422,9780595100422,
B2661,DB2/400 Design Concepts: Referential Integrity and Triggers,,paperback,236," Midrange Computing (January 1, 1996)", English,1883884292,9781883884291,
B2662,Microsoft Access: Databases (Clearly Computing),"Paul Gent,",paperback,100, Blackhall Publishing Ltd (February 2002), English,1842180398,9781842180396,
B2663,"Theoretical Computer Science: 9th Italian Conference, ICTCS 2005, Siena, Italy, October 12-14, 2005, Proceedings (Lecture Notes in Computer Science)",,paperback,411," Springer; 2005 edition (November 14, 2005)", English,3540291067,9783540291060,
B2664,"Data Mining Techniques: For Marketing, Sales, and Customer Support","Michael J. A. Berry,",paperback,464," Wiley; 1 edition (June 10, 1997)", English,471179809,9780471179801,$0.01
B2665,The Arithmetic of Dynamical Systems (Graduate Texts in Mathematics),,paperback,511," Springer; Softcover reprint of hardcover 1st ed. 2007 edition (November 19, 2010)", English,1441924175,9781441924179,$59.99
B2666,Learning Qlikview Data Visualization,,paperback,156," Packt Publishing (September 25, 2013)", English,1782179895,9781782179894,
B2667,IBM DB2 9 New Features,"George Baklarz,Leon Katsnelson,",paperback,422," McGraw-Hill Education; 1 edition (January 15, 2007)", English,72264594,9780072264593,$45.00
B2668,Machine Learning and Data Science: An Introduction to Statistical Learning Methods with R,,paperback,320," Technics Publications; First edition (September 14, 2015)", English,1634620968,9781634620963,
B2669,Information Management Using dBASE,"A. Neil Yerkey,",paperback,273, Neal Schuman Pub (December 1991), English,1555700942,9781555700942,
B2670,"15th International Conference on Data Engineering: Proceedings March 23-26, 1999 Sydney, Australia",,paperback,648, Ieee (March 1999), English,769500714,9780769500713,$145.00
B2671,Pro Spatial with SQL Server 2012 (Expert's Voice in Databases),"Alastair Aitchison,",paperback,560," Apress; 1 edition (May 15, 2012)", English,1430234911,9781430234913,
B2672,A Computational Model of Public Support for Insurgency and Terrorism: A Prototype for More-General Social-Science Modeling,"Paul K. Davis,",paperback,110," RAND Corporation (June 7, 2013)", English,833079190,9780833079190,$29.95
B2673,Application of Big Data for National Security: A Practitioner's Guide to Emerging Technologies,"Babak Akhgar,Gregory B. Saathoff,",paperback,316," Butterworth-Heinemann; 1 edition (March 3, 2015)", English,128019670,9780128019672,$61.59
B2674,Social Learning Systems and Communities of Practice,,paperback,247," Springer; 2010 edition (June 1, 2010)", English,1849961328,9781849961325,
B2675,Access Basic Cookbook,"Chris St. Valentine,",paperback,400, Addison-Wesley (C); Pap/Dskt edition (August 1993), English,201626365,9780201626360,
B2676,Fifty Key Anthropologists (Routledge Key Guides),"Robert J. Gordon,",paperback,320," Routledge (December 19, 2010)", English,415461057,9780415461054,$23.72
B2677,Microsoft Access 97 Exam Prep,,paperback,432," Coriolis Group (October 10, 1997)", English,1576102319,9781576102312,
B2678,"Flexible Query Answering Systems: 8th International Conference, FQAS 2009, Roskilde, Denmark, October 26-28, 2009, Proceedings (Lecture Notes in Computer Science)",,paperback,676," Springer; 2009 edition (November 23, 2009)", English,3642049567,9783642049569,$169.00
B2679,Microsoft Access 2007 Data Analysis,"Michael Alexander,",paperback,552," Wiley; 1 edition (March 26, 2007)", English,470104856,9780470104859,$25.44
B2680,The Teradata Database : Introduction and SQL,,paperback,464," Education In Parallel (March 1, 2000)",966549333, 978-0966549331,,
B2681,DB2 Administration Solution Pack for Z/Os: Streamlining DB2 for Z/Os Database Administration,,paperback,314," Vervante (August 27, 2013)", English,738438669,9780738438665,
B2682,Programming the Perl DBI: Database programming with Perl,"Tim Bunce,Alligator Descartes,",paperback,366," O'Reilly Media; 1 edition (February 14, 2000)", English,1565926994,9781565926998,
B2683,Professional Microsoft SQL Server 2008 Programming,"Robert Vieira,",paperback,936," Wrox; 1 edition (April 27, 2009)", English,470257024,9780470257029,$27.46
B2684,dBase II and III (Computer Handbooks),"D. Remenyi,",paperback,312, Financial Times Prentice Hall (May 1986), English,582296765,9780582296763,
B2685,"New Perspectives on Microsoft Access 2002 with Visual Basic for Applications, Advanced (New Perspectives (Course Technology Paperback))",,paperback,520," Course Technology; 1 edition (December 19, 2002)", English,619044667,9780619044664,$49.35
B2686,Teach Yourself VISUALLY Access 2013,,paperback,339," Visual; 1 edition (April 8, 2013)", English,1118517709,9781118517703,
B2687,Corpus Analysis for Descriptive and Pedagogical Purposes: ESP Perspectives (Linguistic Insights),,paperback,432," Peter Lang AG, Internationaler Verlag der Wissenschaften; 1 edition (March 18, 2014)", English,3034315163,9783034315166,
B2688,Data Warehousing with Microsoft SQL Server 7.0 Technical Reference (Microsoft Technical Reference),"Jake Sturm,",paperback,500," Microsoft Press (March 1, 2000)", English,735608598,9780735608597,
B2689,The Business Value of DB2 for z/OS: IBM DB2 Analytics Accelerator and Optimizer,,paperback,144," Mc Press; 1 edition (May 28, 2013)", English,1583473815,9781583473818,
B2690,Learning Haskell Data Analysis,,paperback,194," Packt Publishing - ebooks Account (July 31, 2015)", English, 178439470X,9781784394707,
B2691,Java Persistence with MyBatis 3,"K. Siva Prasad Reddy,",paperback,132," Packt Publishing (June 20, 2013)", English,1782166807,9781782166801,
B2692,Transactions on Large-Scale Data- and Knowledge-Centered Systems XIX: Special Issue on Big Data and Open Data (Lecture Notes in Computer Science),,paperback,129," Springer; 2015 edition (February 24, 2015)", English,3662465612,9783662465615,
B2693,Test-Driven Database Development: Unlocking Agility (Net Objectives Lean-Agile Series),,paperback,352," Addison-Wesley Professional; 1 edition (March 3, 2013)", English, 032178412X,9780321784124,$43.17
B2694,Relational Database Design for Starters: Explained through a Case Study in Microsoft Access,,paperback,244," Lulu.com (January 28, 2008)", English,1435707982,9781435707986,
B2695,"Algorithms - ESA'99: 7th Annual European Symposium, Prague, Czech Republic, July 16-18, 1999 Proceedings (Lecture Notes in Computer Science)",,paperback,552," Springer; 1999 edition (July 7, 1999)", English,3540662510,9783540662518,$149.00
B2696,dBASE IV 1.5 Inside & Out,"Edward Jones,",paperback,864, Mcgraw-Hill Osborne Media (June 1992), English,78818176,9780078818172,
B2697,"New Perspectives on Microsoft Office Access 2007, Introductory, Premium Video Edition (Available Titles Skills Assessment Manager (SAM) - Office 2007)",,paperback,284," Course Technology; 1 edition (March 12, 2010)", English,538475269,9780538475266,$4.49
B2698,Probability and Random Processes for Electrical Engineering (2nd Edition),,paperback,596," Addison-Wesley; 2 edition (August 10, 1993)", English, 020150037X,9780201500370,$4.37
B2699,Talend for Big Data,,paperback,96," Packt Publishing (February 21, 2014)", English,1782169490,9781782169499,
B2700,Using the New DB2: IBM's Object-Relational Database System (Morgan Kaufmann Series in Data Management Systems),"D. D. Chamberlin,",paperback,681, Ap Professional (May 1996), English,1558603735,9781558603738,
B2701,MATLAB Graphics and Data Visualization Cookbook (Quick Answers to Common Problems),"Swapnonil Banerjee,",paperback,284," Packt Publishing (November 23, 2012)", English,1849693161,9781849693165,
B2702,JSP¿ and XML: Integrating XML and Web Services in Your JSP Application,"Casey Kochmer,",paperback,592," Addison-Wesley Professional; 1 edition (March 29, 2002)", English,672323540,9780672323546,$54.99
B2703,Using R to Unlock the Value of Big Data: Big Data Analytics with Oracle R Enterprise and Oracle R Connector for Hadoop,"Tom Plunkett,",paperback,84," McGraw-Hill Education; 1 edition (June 27, 2013)", English,71824383,9780071824385,$19.79
B2704,OCP Upgrade to Oracle Database 12c Exam Guide (Exam 1Z0-060) (Oracle Press),"Sam R. Alapati,",paperback,528," McGraw-Hill Education; 2 edition (June 3, 2014)", English,71819975,9780071819978,$45.19
B2705,Look Smarter Than You Are With Essbase Studio,"Glenn Schwartzberg,",paperback,230," lulu.com (August 26, 2011)", English,1458362434,9781458362438,
B2706,"Mining the Social Web: Data Mining Facebook, Twitter, LinkedIn, Google+, GitHub, and More",,paperback,448," O'Reilly Media; Second Edition edition (October 20, 2013)", English,1449367615,9781449367619,$31.28
B2707,dBASE IV: Programmer's Reference Guide (Database Performance Library),"Edward Jones,",paperback,600, Sams Publishing; 1st edition (January 1989), English,672226545,9780672226540,
B2708,Block Error-Correcting Codes: A Computational Primer (Universitext),,paperback,266," Springer; Softcover reprint of the original 1st ed. 2003 edition (July 29, 2003)", English,3540003959,9783540003953,$69.95
B2709,Accessible Access 2000,"Mark Whitehorn,",paperback,322," Springer (March 25, 2004)", English,1852333138,9781852333133,$49.95
B2710,DB2 9 Exam 730 Practice Questions,"Robert Wingate,",paperback,168," Lulu.com (December 10, 2008)", English,557033187,9780557033188,
B2711,"How to Cheat at Managing Windows Server Update Services, Volume 1",,paperback,392," Syngress; 1 edition (March 2, 2006)", English, 159749027X,9781597490276,$44.44
B2712,Database Modeling from 0 to 60 in 4 seconds,,paperback,412," CreateSpace Independent Publishing Platform (October 25, 2012)", English,1478279990,9781478279990,
B2713,Essential PHP Security,"Chris Shiflett,",paperback,130," O'Reilly Media; 1 edition (October 23, 2005)", English, 059600656X,9780596006563,
B2714,Machine Learning: An Algorithmic Perspective (Chapman & Hall/Crc Machine Learning & Pattern Recognition),"Stephen Marsland,",paperback,406," Chapman and Hall/CRC; 1 edition (April 1, 2009)", English,1420067184,9781420067187,$46.90
B2715,Mathematical Methods in Counterterrorism,,paperback,389," Springer; 2009 edition (November 11, 2014)", English,3709116643,9783709116647,$82.62
B2716,SQL Server 2000 Administration (Book/CD-ROM),"Mark A. Linsenbardt,",paperback,586," McGraw-Hill Companies (October 18, 2000)", English,72126183,9780072126181,
B2717,Advanced dBASE II With Applications for the IBM PC (Micropower Series),"Elizabeth Whittaker,",paperback,192, William C Brown Pub (May 1985), English, 069700712X,9780697007124,
B2718,Application Development with Microsoft Access 2007 LiveLessons (Video Training),,paperback,144," Sams Publishing; 1 edition (December 24, 2008)", English,672330210,9780672330216,$69.99
B2719,Inside 3d Studio Max: Advanced Modeling and Materials (v. 2),,paperback,586, New Riders Pub (May 1997), English,1562056794,9781562056797,
B2720,Oracle E-Business Suite Interview Questions You'll Most Likely Be Asked,"Vibrant Publishers,",paperback,112," CreateSpace Independent Publishing Platform (January 19, 2011)", English,1456521942,9781456521943,
B2721,Getting Started with Oracle Data Integrator 11g: A Hands-on Tutorial,,paperback,384," Packt Publishing (May 25, 2012)", English, 184968068X,9781849680684,
B2722,GO! with Microsoft Access 2010 Brief,"Shelley Gaskin,",paperback,288," Prentice Hall; 1 edition (July 9, 2010)", English,136122477,9780136122470,$67.80
B2723,DB2 9 Exam 543 Practice Questions,"Robert Wingate,",paperback,164," CreateSpace Independent Publishing Platform (May 8, 2012)", English,1475222211,9781475222210,
B2724,eXist: A NoSQL Document Database and Application Platform,"Adam Retter,",paperback,584," O'Reilly Media; 1 edition (December 25, 2014)", English,1449337104,9781449337100,$38.13
B2725,"Advances in Databases: 17th British National Conference on Databases, BNCOD 17 Exeter, UK, July 3-5, 2000 Proceedings (Lecture Notes in Computer Science)",,paperback,226," Springer; 2000 edition (July 31, 2000)", English,3540677437,9783540677437,$89.99
B2726,This is not available 059814,,paperback,86," ProQuest, UMI Dissertation Publishing (July 17, 2012)", English,1249073510,9781249073512,
B2727,Oracle Database 10g Insider Solutions,,paperback,528," Sams; 1 edition (September 2, 2005)", English,672327910,9780672327919,$5.16
B2728,Make an iPhone App with MySQL and WordPress: iPhone App with sample code using WordPress & MySQL,"Sunny Chanday,",paperback,118," CreateSpace Independent Publishing Platform; 1 edition (June 26, 2014)", English,1500331031,9781500331030,
B2729,Oracle Database 11g Building Oracle XML DB Applications (Oracle Press),"Jinyu Wang,",paperback,416," McGraw-Hill Education; 1 edition (July 22, 2011)", English,71751297,9780071751292,$50.00
B2730,Oracle E-Business Suite Development & Extensibility Handbook (Oracle Press),"Anil Passi,Vladimir Ajvaz,",paperback,512," McGraw-Hill Education; 1 edition (October 12, 2009)", English,71629424,9780071629423,$31.00
B2731,"MOS 2010 Study Guide for Microsoft Word Expert, Excel Expert, Access, and SharePoint Exams (MOS Study Guide)","John Pierce,",paperback,720," Microsoft Press; 1 edition (August 22, 2011)", English,735657882,9780735657885,$34.27
B2732,OCP MySQL 5.6 Database Administrator Exam Guide (Exam 1Z0-883) (All-in-One),,paperback,816," McGraw-Hill Education; 1 edition (February 22, 2016)", English,71775781,9780071775786,
B2733,"Parallel Processing for Scientific Computing (Software, Environments and Tools)",,paperback,397," Society for Industrial and Applied Mathematic (November 1, 2006)", English,898716195,9780898716191,$104.00
B2734,Windows Communication Foundation 4 Step by Step (Step by Step Developer),"John Sharp,",paperback,740," Microsoft Press; 1 edition (December 3, 2010)", English,735645566,9780735645561,
B2735,Beginning SQL,"Paul Wilton,",paperback,520," Wrox; 1 edition (March 4, 2005)", English,764577328,9780764577321,$29.99
B2736,Oracle Replication: Expert Methods for Robust Data Sharing (Oracle In-Focus series),"Robert G. Freeman,",paperback,288," Rampant Techpress; 1 edition (December 1, 2003)", English,972751335,9780972751339,
B2737,Toad for Oracle Unleashed,,paperback,288," Sams Publishing; 1 edition (July 26, 2015)", English,134131851,9780134131856,$41.29
B2738,Oracle8i DBA: SQL and PL/SQL Exam Cram (Exam: 1Z0-001),"Michael R. Ault,",paperback,464," Coriolis Group Books; 1st edition (July 24, 2001)", English,1588800377,9781588800374,
B2739,Introducing Microsoft WebMatrix,"Laurence Moroney,",paperback,320," Microsoft Press; 1 edition (May 21, 2011)", English,735649707,9780735649705,$26.23
B2740,Liskin's dBASE IV 1.1. Programming Book,,paperback,1337, Mcgraw-Hill Osborne Media (February 1991), English,78816815,9780078816819,
B2741,"Combinatorial Image Analysis: 11th International Workshop, IWCIA 2006, Berlin, Germany, June 19-21, 2006, Proceedings (Lecture Notes in Computer Science)",,paperback,484," Springer; 2006 edition (July 26, 2006)", English,3540351531,9783540351535,$129.00
B2742,Learning Cloudera Impala,,paperback,150," Packt Publishing (December 24, 2013)", English,1783281278,9781783281275,
B2743,Productivity Tools: Pc-DOS & MS-DOS Wordperfect 5.0/5.1 Lotus 1-2-3 Release 2.01/2.2 dBASE III Plus (Computing Fundamentals),,paperback,622, Addison-Wesley (March 1990), English,201198207,9780201198201,
B2744,XQuery: Search Across a Variety of XML Data,,paperback,746," O'Reilly Media; 2 edition (November 25, 2015)", English,1491915102,9781491915103,$44.99
B2745,"Algorithms in Bioinformatics: 8th International Workshop, WABI 2008, Karlsruhe, Germany, September 15-19, 2008, Proceedings (Lecture Notes in Computer Science)",,paperback,396," Springer; 2008 edition (October 24, 2008)", English,3540873600,9783540873600,$119.00
B2746,MySQL (2nd Edition) (Developer's Library),,paperback,1248," Sams; 2 edition (January 17, 2003)", English,735712123,9780735712126,$23.49
B2747,An Introduction to IMS: Your Complete Guide to IBM's Information Management System (paperback) (IBM Press),"Dean Meltz,",paperback,592," IBM Press; 1 edition (January 9, 2005)", English,132659522,9780132659529,$75.45
B2748,Oracle SQL Performance Tuning and Optimization: It's all about the Cardinalities,"Kevin Meade,",paperback,568," CreateSpace Independent Publishing Platform (September 16, 2014)", English,1501022695,9781501022692,
B2749,"Oracle 10g RAC Grid, Services & Clustering","Murali Vallath,",paperback,704," Digital Press; 1 edition (June 8, 2006)", English,1555583210,9781555583217,$63.95
B2750,Special Edition Using Microsoft Office Access 2003,"Roger Jennings,",paperback,1502," Que Publishing; 1 edition (September 21, 2003)", English,789729520,9780789729521,$59.99
B2751,"The Silicon Jungle: A Novel of Deception, Power, and Internet Intrigue","Shumeet Baluja,",paperback,352," Princeton University Press; Reprint edition (August 25, 2015)", English,691169675,9780691169675,
B2752,Microsoft Access 2000 VBA Fundamentals/Mastering Set (Training Kit),,paperback,384," Microsoft Press (June 1, 1999)", English,735608148,9780735608146,
B2753,Professional Data Warehousing with SQL Server 7.0 and OLAP Services,"Sakhr Youness,",paperback,600, Peer Information Inc. (January 2000), English,1861002815,9781861002815,
B2754,"Learn Computing Fundamentals in Microsoft Excel, Access, Visual Studio and Webmatrix",,paperback,134," Paragon Publishing (April 11, 2011)", English,1907611851,9781907611858,
B2755,"Advances in Multimedia Information Systems: 11th International Workshop, MIS 2005, Sorrento, Italy, September 19-21, 2005, Proceedings (Lecture Notes in Computer Science)","K. Selçuk Candan,",paperback,230," Springer; 2005 edition (October 6, 2005)", English,3540287922,9783540287926,
B2756,Crash Course in dBASE 5. 0 for Windows Programming,"Christopher R. Green,",paperback,224, Que Pub (October 1994), English,1565299388,9781565299382,
B2757,Building Applications on Mesos,,paperback,225," O'Reilly Media; 1 edition (December 25, 2015)", English, 149192652X,9781491926529,$26.24
B2758,Essential SQLAlchemy,"Rick Copeland,",paperback,240," O'Reilly Media; 1 edition (June 15, 2008)", English,596516142,9780596516147,$25.58
B2759,"FileMaker 12 Developers Reference: Functions, Scripts, Commands, and Grammars",,paperback,672," Que Publishing; 1 edition (September 9, 2012)", English,789748479,9780789748478,$30.15
B2760,Oracle Business Intelligence Discoverer 11g Handbook,"Michael Armstrong-Smith,",paperback,1152," McGraw-Hill Education; 1 edition (November 5, 2013)", English,71804307,9780071804301,$48.00
B2761,"Adaptive Hypermedia and Adaptive Web-Based Systems: 4th International Conference, AH 2006, Dublin, Ireland, June 21-23, 2006, Proceedings (Lecture Notes in Computer Science)",,paperback,474," Springer; 2006 edition (July 26, 2006)", English,3540346961,9783540346968,
B2762,Understanding Relational Database Query Languages,,paperback,192," Prentice Hall; 1 edition (March 8, 2001)", English,130286524,9780130286529,$12.78
B2763,Create and Use Databases (Access 2002),"Cheryl Price,Julia Wix,",paperback,200, Software Publications (July 2002), English,1877305448,9781877305443,
B2764,Instant Data Intensive Apps with pandas How-to,"Trent Hauck,",paperback,50," Packt Publishing (May 23, 2013)", English,1782165584,9781782165583,
B2765,Microsoft Excel 2013 Building Data Models with PowerPivot (Business Skills),"Alberto Ferrari,Marco Russo,",paperback,500," Microsoft Press; 1 edition (March 25, 2013)", English,735676348,9780735676343,$25.05
B2766,Oracle8i Data Warehousing,,paperback,831," McGraw-Hill Companies; 2nd edition (January 19, 2001)", English,72126752,9780072126754,
B2767,Learning Classifier Systems: From Foundations to Applications (Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence),,paperback,347," Springer; 2000 edition (July 31, 2000)", English,3540677291,9783540677291,
B2768,"Algorithms - ESA 2002: 10th Annual European Symposium, Rome, Italy, September 17-21, 2002, Proceedings (Lecture Notes in Computer Science)",,paperback,919," Springer; 2002 edition (September 2, 2002)", English,3540441808,9783540441809,
B2769,Microsoft Business Intelligence For Dummies,"Ken Withee,",paperback,432," For Dummies; 1 edition (April 5, 2010)", English,470526939,9780470526934,$16.68
B2770,Expert Oracle Database 10g Administration (Expert's Voice),,paperback,1304," Apress; 1 edition (September 13, 2005)", English,1590594517,9788181283733,
B2771,A Concise and Practical Introduction to Programming Algorithms in Java (Undergraduate Topics in Computer Science),"Frank Nielsen,",paperback,252," Springer; 2009 edition (April 1, 2009)", English, 184882338X,9781848823389,
B2772,"DB2 for the Cobol Programmer, Part 2",,paperback,395," Mike Murach & Associates; 2nd edition (October 1, 1999)", English,1890774030,9781890774035,
B2773,Microsoft Access for Windows: Step by Step/Book and Disk,"Margaret D. McGee,",paperback,378, Microsoft Pr; Pap/Dskt edition (February 1993), English,1556154828,9781556154829,
B2774,Access 2000 Intermediate Course (Briefcase 2000),"Brian Favro,",paperback,161," Labyrinth Publications (October 30, 2001)", English,1887281916,9781887281911,
B2775,MCITP Self-Paced Training Kit (Exam 70-441): Designing Database Solutions by Using Microsoft® SQL Server 2005: Designing Database Solutions by Using ... Server 2005 (Microsoft Press Training Kit),"Dejan Sarka,",paperback,656," Microsoft Press; PAP/CDR/PS edition (September 12, 2007)", English,735623422,9780735623422,$4.34
B2776,PHP y MySQL practico / Practical PHP and MySQL: Para Disenadores Y Programadores Web (Spanish Edition),,paperback,896, Anaya Multimedia (January 2008), Spanish,8441523118,9788441523111,
B2777,Spark Cookbook,"Rishi Yadav,",paperback,221," Packt Publishing - ebooks Account (August 3, 2015)", English,1783987065,9781783987061,
B2778,Neo4j in Action,"Aleksa Vukotic,Nicki Watt,",paperback,304," Manning Publications; 1 edition (December 21, 2014)", English,1617290769,9781617290763,$35.74
B2779,"Advances in Database Technology - EDBT 2000: 7th International Conference on Extending Database Technology Konstanz, Germany, March 27-31, 2000 Proceedings (Lecture Notes in Computer Science)",,paperback,540," Springer; 2000 edition (April 13, 2000)", English,3540672273,9783540672272,
B2780,Evaluation Roots: Tracing Theorists' Views and Influences,,paperback,440," SAGE Publications, Inc; 1 edition (February 19, 2004)", English,761928944,9780761928942,$75.80
