#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.Title,ltable.Pages,ltable.ISBN,rtable.Title,rtable.Pages,rtable.ISBN,Gold
2933,bn_1631,B2812,"SQL Server 2000 Stored Procedure & XML Programming, Second Edition",696.0,9780072228960,"SQL Server 2000 Stored Procedure & XML Programming, Second Edition",696.0,9780072228960,1
2785,bn_1579,B2813,Personal Oracle Real Application Clusters: Create Oracle 10g Grid Computing At-Home,200.0,9780976157380,Personal Oracle Real Application Clusters: Create Oracle 10g Grid Computing at-home (Oracle In-Focus series),200.0,9780976157380,1
831,bn_478,B2816,Access 2000 for Windows For Dummies: Quick Reference,240.0,9780764504457,Access 97 for Windows For Dummies,384.0,9780764500480,0
2751,bn_1533,B2827,Exploring Microsoft Office Access 2010 Introductory,336.0,9780132092272,Exploring Microsoft Office Access 2003 Comprehensive- Adhesive Bound,624.0,9780131452435,0
1959,bn_1135,B2830,Access 2002 For Dummies Quick Reference,9.78076450852e+12,9780764508523,Access 2002 For Dummies Quick Reference,240.0,9780764508523,1
2903,bn_1623,B2830,Access 2003 All-in-One Desk Reference For Dummies,840.0,9780764539886,Access 2002 For Dummies Quick Reference,240.0,9780764508523,0
3929,bn_2117,B2841,Running Microsoft Access 2000,1072.0,9781572319349,Microsoft Access 2013 Inside Out,848.0,9780735671232,0
74,bn_31,B2869,SQL Server 2005 Distilled,336.0,9780132704670,SQL Server 2005 Distilled,336.0,9780321349798,0
3619,bn_1934,B2876,Microsoft SQL Server 2000 Unleashed,1472.0,9780672319976,Data Mining with Microsoft SQL Server 2008,672.0,9780470277744,0
1457,bn_820,B2891,Sams Teach Yourself Oracle 8 in 21 Days,604.0,9780672311598,Teach Yourself Oracle8 in 21 Days (Sams Teach Yourself...),800.0,9780672311598,1
4259,bn_2297,B2891,Sams Teach Yourself OLE DB and ADO in 21 Days,9.78067231084e+12,9780672310836,Teach Yourself Oracle8 in 21 Days (Sams Teach Yourself...),800.0,9780672311598,0
725,bn_396,B2892,Microsoft Access 2000 / Edition 1,344.0,9780201459166,O'Leary Series:  Microsoft Access 2000 Introductory Edition,440.0,9780072337495,0
984,bn_564,B2903,Introduction to SQL,400.0,9780201175219,Introduction to Ingres,250.0,9780534928698,0
1378,bn_774,B2908,Inside Microsoft SQL Server 2005: T-SQL Querying,640.0,9780735623132,Inside Microsoft SQL Server 2005: T-SQL Programming (Developer Reference),536.0,9780735621978,0
4271,bn_2303,B2913,Professional SQL Server 2005 Programming,912.0,9780764584343,SQL SeFor Dummies,408.0,9781118893173,0
3177,bn_1732,B2933,O'Leary Series: Microsoft Access 2000 Brief Edition,248.0,9780072337518,Interactive Computing Series:  Microsoft Access 2000 Brief Edition,160.0,9780072340754,0
971,bn_552,B2962,SQL Essentials,294.0,9781590280294,dBASE IV Essentials,304.0,9780830691166,0
4361,bn_2350,B2966,Common Warehouse Metamodel,288.0,9780471200529,Common Warehouse Metamodel (OMG),288.0,9780471200529,1
33,bn_8,B2975,"New Perspectives on Microsoft Access 2010, Comprehensive",832.0,9780538798471,"New Perspectives on Microsoft Office Access 2003, Comprehensive (New Perspectives Series)",792.0,9780619206727,0
5085,bn_2773,B2975,"Your Office: Microsoft Access 2013, Comprehensive / Edition 1",800.0,9780133143034,"New Perspectives on Microsoft Office Access 2003, Comprehensive (New Perspectives Series)",792.0,9780619206727,0
472,bn_262,B2980,End-User Computing: Concepts and Applications,601.0,9780538704977,Mastering Microcomputers: Core Concepts and Applications,525.0,9780805311709,0
2560,bn_1448,B2985,Microsoft SQL Server 2008 R2 Analytics & Data Visualization,576.0,9780071601436,Microsoft SQL Server 2008 R2 Analytics & Data Visualization,576.0,9780071601436,1
4567,bn_2446,B2987,Sams Teach Yourself ADO 2.5 in 21 Days,744.0,9780672318733,Sams Teach Yourself SQL in 24 Hours,432.0,9780672312458,0
2660,bn_1482,B2998,Microsoft Office Access 2007: Illustrated Introductory / Edition 1,256.0,9781423905189,Microsoft Office Access 2007: Illustrated Introductory (Available Titles Skills Assessment Manager (SAM) - Office 2007),256.0,9781423905189,1
