ID,Title,Author,ISBN,Publisher,PublicationDate,Pages,price,ProductType
bn_1635,From Concept to Comprehension: Access 2.0 For Windows,"Michelle Poolet,  Michael Reilly,  Micheal Reilly,  Michael Reilly",9780877099833,"Course Technology, Inc.",01/28/1995,256,,Paperback
bn_1636,Unofficial SAP WebDynpro for ABAP,Equity Press,2940032977926,Equity Press,01/07/2012,,$9.99,NOOK Book
bn_1637,Illustrated Clipper 5.0,John Mueller,9781556222313,"Wordware Publishing, Inc.",05/28/1991,480,,Paperback
bn_1638,Building a Web Application with PHP and MariaDB: A Reference Guide,Sai Srinivas Sriparasa,9781783981625,Packt Publishing,06/16/2014,200,$35.99,Paperback
bn_1639,Oracle Business Process Management Suite 11g Handbook,"Manoj Das,  Manas Deb,  Mark Wilkins,  Daniel Atwood",9780071754491,McGraw-Hill Professional Publishing,09/28/2011,704,$41.68,Paperback
bn_1640,Advanced Database Machine Architecture,David K. Hsiao,9780130112620,Prentice Hall Professional Technical Reference,08/01/1983,464,,Hardcover
bn_1641,Advanced Database Systems / Edition 1,Carlo Zaniolo,9781558604438,Elsevier Science,05/01/1997,576,$31.02,Hardcover
bn_1642,DB Technology: Software Engineering Approach,John G. Hughes,9780131979147,Prentice Hall Professional Technical Reference,11/01/1988,300,,Hardcover
bn_1643,Information Technology Risk Management in Enterprise Environments: A Review of Industry Practices and a Practical Guide to Risk Management Teams / Edition 1,"Jake Kouns,  Daniel Minoli",9780471762546,Wiley,01/07/2010,421,$78.60,Hardcover
bn_1644,Concepts of Database Management / Edition 6,"Philip J. Pratt,  Joseph J. Adamski",9781423901471,Cengage Learning,08/22/2007,400,$26.10,Paperback
bn_1645,Scalable Fuzzy Algorithms For Data Management And Analysis,Anne Laurent,9781605668581,IGI Global,10/31/2009,468,$180.00,Hardcover
bn_1646,Advanced SQL:1999: Understanding Object-Relational and Other Advanced Features,Jim Melton,9781558606777,Elsevier Science,09/01/2002,562,$91.95,Paperback
bn_1647,Oracle 11g for Dummies,"Chris Zeis,  Chris Ruel,  Wessler",9780470277652,Wiley,01/14/2009,408,$22.59,Paperback
bn_1648,"Engineering Databases: Survey of Existing Engineering Database Management Systems, Criteria for Selecting a Database, and Some Practical Experiences in Applying a Database System","CIAD Project Group on Engineering Database,  M L. Boerstra",9780444424723,Elsevier Science,06/28/1985,178,,Hardcover
bn_1649,Learning to Use Windows Applications: Paradox 4.5 for Windows,"Thomas J. Shelly,  Philip J. Pratt,  Thomas J. Cashman",9780877097396,"Course Technology, Inc.",07/28/1998,416,,Paperback
bn_1650,Monitoring and DeBugging of Distributed Real-Time Systems,Jeffrey J. Tsai,9780818665370,"Wiley, John & Sons, Incorporated",01/28/1995,429,,Paperback
bn_1651,Database IV: Short Course,Dennis P. Curtin,9780131997387,Prentice Hall Professional Technical Reference,03/28/1990,174,,Paperback
bn_1652,How to Do Everything with PHP &amp; MySQL / Edition 1,Vikram Vaswani,9780072257953,McGraw-Hill Professional Publishing,03/31/2005,400,$15.14,Paperback
bn_1653,Access for Windows 95 for Dummies,John Kaufeld,9781568849294,"Wiley, John & Sons, Incorporated",12/01/1995,384,,Paperback
bn_1654,Creating the Semantic Web with RDF: Professional Developer's Guide,Johan Hjelm,9780471402596,Wiley,05/11/2001,304,,Paperback
bn_1655,Oracle Application Server 10g Administration Handbook / Edition 1,"John Garmany,  Donald Burleson",9780072229585,McGraw-Hill Professional Publishing,07/16/2003,408,$54.15,Paperback
bn_1656,Genome Exploitation: Data Mining the Genome,J. Perry Gustafson,9780387241234,Springer US,07/28/2005,252,$199.00,Hardcover
bn_1657,Security and Watermarking of Multimedia Contents,"Ping Wah Wong,  Edward J. Delp",9780819431288,SPIE Press,04/28/1999,524,,Paperback
bn_1658,Patterns: Information Aggregation and Data Integration with DB2 Information Integrator,Nagraj Alur,9780738491363,I B M,01/28/2004,308,,Hardcover
bn_1659,Oracle PL/SQL Best Practices,Steven Feuerstein,9780596514105,"O'Reilly Media, Incorporated",10/28/2007,294,$23.84,Paperback
bn_1660,Access 2007,John Hales,2940012252913,"BarCharts, Incorporated",01/20/2011,6,$5.95,NOOK Book
bn_1661,Interactive Computing Series: Microsoft Access 2000 Brief Edition,"Kenneth C. Laudon,  Jason Eiseman,  Jason Eiseman",9780072340754,"McGraw-Hill Companies, The",05/07/1999,160,,Paperback
bn_1662,IMS Design and Implementation Techniques,"T. Jack McElreath,  Edwin F. Kerr,  David G. Shaw,  Lawrence K. Grodman",9780894350238,"Wiley, John & Sons, Incorporated",11/13/1990,256,,Paperback
bn_1663,Informix Guide to SQL: Reference and Syntax,"Informix Software,  Inc.",9780130161666,Pearson Education,11/18/1999,1776,,Paperback
bn_1664,Understanding the IBM Totalstorage Dr550,"Bertrand Dufrasne,  Thorsten Altmannsberger,  Kai Nunnemann",9780738492025,I B M,09/30/2005,238,,Hardcover
bn_1665,Expert Database Systems: A Gentle Introduction,Paul Beynon Davies,9780077072407,"McGraw-Hill Companies, The",06/15/1991,186,,Paperback
bn_1666,Introduction to DB2 Programming,Viet G. Tran,9780070651203,"McGraw-Hill Companies, The",01/01/1989,320,,Paperback
bn_1667,Access 97 Programming Unleashed,"Scott Billings Jr.,  Joe Rhemann,  Sams Development Staff,  Joe Rhemann",9780672310492,Pearson Education,04/11/1997,874,,Multimedia Set
bn_1668,Cassandra Data Modeling and Analysis,C.Y. Kan,9781783988891,Packt Publishing,12/23/2014,,$17.99,NOOK Book
bn_1669,Perceptual Metrics for Image Database Navigation / Edition 1,"Yossi Rubner,  Carlo Tomasi",9781441948632,Springer US,12/06/2010,137,$279.00,Paperback
bn_1670,Psychological Information: Protecting the Right to Privacy: A Guidebook for Mental Health Practitioners and Their Clients,Robert Henley Woody,9781887841313,"International Universities Press, Incorporated",01/28/2001,170,,Paperback
bn_1671,Microsoft SQL Server 2008 MDX Step by Step,"Bryan Smith,  C. Clay,  Hitachi Consulting",9780735638440,Pearson Education,02/25/2009,400,$23.49,NOOK Book
bn_1672,SQL and Relational Databases,Soren Vang,9780915391424,"Slawson Communications, Incorporated",09/01/1990,350,,Paperback
bn_1673,Cryptography and Data Security / Edition 1,Dorothy Elizabeth Robling Denning,9780201101508,Addison-Wesley,06/28/1982,500,$33.70,Hardcover
bn_1674,"UNIX, a Database Approach",Sumitabha Das,9780070157453,"McGraw-Hill Companies, The",12/01/1994,475,,Paperback
bn_1675,Troubleshooting Microsoft Access 2002,"Virginia Andersen,  John Pierce",9780735614888,Microsoft Press,03/13/2002,352,,Paperback
bn_1676,DBASE III Plus - Programmer's Reference Guide,Nathan Goldenthal,9780938862956,"Weber Systems, Incorporated",03/28/1988,538,,Paperback
bn_1677,"New Perspectives on Microsoft Office Access 2003, Brief, CourseCard Edition / Edition 1","Joseph J. Adamski,  Kathy T. Finnegan",9781418839079,Cengage Learning,03/29/2005,216,$1.99,Paperback
bn_1678,Pro Oracle Database 12c Administration,Darl Kuhn,9781430257288,Apress,07/31/2013,756,$59.99,Paperback
bn_1679,MacWorld Filemaker Pro 2.0-2.1 Bible,Steven A. Schwartz,9781568842011,"Wiley, John & Sons, Incorporated",08/01/1994,648,,Paperback
bn_1680,The Database Relational Model: A Retrospective Review and Analysis / Edition 1,C. J. Date,9780201612943,Pearson,05/28/2000,128,$12.25,Paperback
bn_1681,ProCite in Libraries: Applications in Bibliographic Database Management,Deb Renee Biggs,9780938734901,"Information Today, Incorporated",01/28/1995,221,,Hardcover
bn_1682,MySQL Workbench Data Modeling and Development,Michael McLaughlin,9780071791885,McGraw-Hill Professional Publishing,05/03/2013,480,$34.37,Paperback
bn_1683,"Learning to Use Windows Applications: Microsoft Word 2.0 for Windows, Microsoft Excel 4.0 for Windows, Paradox 1.0","Gary B. Shelly,  Thomas J. Cashman,  Misty E. Vermaat",9780877091028,"Course Technology, Inc.",01/01/1994,1,,Paperback
bn_1684,Solving Data Mining Problems Through Pattern Recognition / Edition 1,"Unica Technologies Inc,  C. D. Reed,  Benjamin Van Roy,  Yuchun Lee",9780130950833,Pearson Education,12/04/1997,400,$1.99,Multimedia Set
bn_1685,Uncertainty Handling and Quality Assessment in Data Mining / Edition 1,"Michalis Vazirgiannis,  Maria Halkidi,  Dimitrious Gunopulos",9781852336554,Springer London,06/26/2003,226,$129.00,Hardcover
bn_1686,Microsoft SQL Server 2005 Developer's Guide,"Michael Otey,  Denielle Otey",9780072260991,McGraw-Hill Professional Publishing,09/05/2005,507,$55.00,Paperback
bn_1687,The Data Access Handbook: Achieving Optimal Database Application Performance and Scalability,"John Goodson,  Robert A. Steward",9780137143931,Prentice Hall,03/30/2009,360,$47.04,Paperback
bn_1688,"Construction and Analysis of Safe, Secure, and Interoperable Smart Devices: International Workshop, CASSIS 2004, Marseille, France, March 10-14, 2004, Revised Selected Papers / Edition 1",Gilles Barthe,9783540242871,Springer Berlin Heidelberg,03/14/2005,258,$89.99,Paperback
bn_1689,Mastering DataEase,Susan M. Harmon,9780895886897,"Wiley, John & Sons, Incorporated",09/01/1990,531,,Paperback
bn_1690,Real-World Data Mining: Applied Business Analytics and Decision Making,Dursun Delen,9780133551075,Pearson FT Press,01/06/2015,288,$63.36,Hardcover
bn_1691,DB2 Essentials: Understanding DB2 in a Big Data World,"Raul F. Chong,  Clara Liu",9780133461909,IBM Press,11/13/2013,784,$51.50,Hardcover
bn_1692,Paradox: A Student Tutorial,"Eric L. Denna,  Michael P. Briggs,  Jeff Gibbs",9780136506492,Prentice Hall Professional Technical Reference,05/15/1991,160,,Paperback
bn_1693,Understanding FoxPro 2.0,George Chou,9780553353990,Random House Information Group,12/16/1991,640,,Paperback
bn_1694,"Oracle Privacy Security Auditing: Includes Federal Law Compliance with HIPAA, Sarbanes-Oxley & The Gramm-Leach-Bliley Act GLB","Arup Nanda,  Donald K. Burleson",9780972751391,Rampant Techpress,12/01/2003,670,,Paperback
bn_1695,On-Line Information Retrieval Systems: A User's Manual,"Bernard Houghton,  John Convey",9780208016607,"Shoe String Press, Incorporated",03/01/1978,160,,Hardcover
bn_1696,SQL For Dummies,Allen G. Taylor,9781118607961,Wiley,09/03/2013,480,$21.19,Paperback
bn_1697,Sams Teach Yourself SAP in 24 Hours,George Anderson,9780672335426,Sams,06/07/2011,448,$30.00,Paperback
bn_1698,"Visual Basic .NET Developer&#039;s Guide to ASP .NET, XML and ADO.NET","Jeffrey P. McManus,  Chris Kinsman",9780672321313,Addison-Wesley,02/27/2002,9780672321313,$1.99,Paperback
bn_1699,Knowledge-Based System,Academic Press,9780124438774,Elsevier Science & Technology Books,05/28/2000,1449,$6.00,Hardcover
bn_1700,Microsoft SQL Server 2000 DTS [Data Transformation Services],Timothy Peterson,9780672320118,Sams,12/12/2000,706,,Paperback
bn_1701,Data Base Management Systems - MS-DOS: Evaluating MS-DOS Database Software,David J. Kruglinski,9780078811807,Osborne/McGraw-Hill,08/28/1985,400,,Paperback
bn_1702,"Web Services: Concepts, Architectures and Applications / Edition 1","Gustavo Alonso,  Fabio Casati,  Harumi Kuno,  Vijay Machiraju",9783642078880,Springer Berlin Heidelberg,12/01/2010,354,$40.05,Paperback
bn_1703,Access 2000: No Experience Required,Celeste Robinson,9780782124859,"Sybex, Incorporated",05/28/1999,608,,Paperback
bn_1704,FoxPro for Windows Solutions,Bryan Pfaffenberger,9780471590477,Wiley,09/08/1993,512,,Paperback
bn_1705,Metadata: A Cataloger's Primer,Richard Smiraglia,9781136435911,Taylor & Francis,11/12/2012,318,$36.99,NOOK Book
bn_1706,"Fully Integrated Data Environments: Persistent Programming Languages, Object Stores, and Programming Environments",Malcolm P. Atkinson,9783642640551,Springer Berlin Heidelberg,07/31/2012,629,$139.00,Paperback
bn_1707,Microsoft Office Access 2003 QuickSteps,"John Cronan,  Virginia Andersen,  Brenda Andersen",9780072232295,McGraw-Hill Professional Publishing,02/25/2004,224,$19.99,Paperback
bn_1708,"Exploring: Microsoft Access 2013, Comprehensive / Edition 1","Mary Anne Poatsy,  Cynthia Krebs,  Eric Cameron,  Jerri Williams",9780133412208,Prentice Hall,06/21/2013,656,$25.04,Other Format
bn_1709,Flexible Databases Supporting Imprecision and Uncertainty / Edition 1,Gloria Bordogna,9783540332886,Springer Berlin Heidelberg,06/16/2006,346,$239.00,Hardcover
bn_1710,Introduction to SQL: Mastering the Relational Database Language / Edition 4,Rick F. van der Lans,9780321305961,Addison-Wesley,10/10/2006,1056,$36.85,Paperback
bn_1711,SQLite for Mobile Apps Simplified,Sribatsa Das,2940149802180,Sribatsa Das,07/25/2014,122,$9.99,NOOK Book
bn_1712,Professional Microsoft SQL Server 2012 Analysis Services with MDX and DAX,"Sivakumar Harinath,  Ronald Pihlgren",9781118101100,Wiley,10/02/2012,1176,$33.18,Paperback
bn_1713,Database: Technology and Management,Robert C. Goldstein,9780471887379,Wiley,01/18/1985,352,,Hardcover
bn_1714,Q and A 4 Wiley Command Reference,"Karim Meghji,  Dave Reid",9780471542643,Wiley,03/22/1991,304,,Paperback
bn_1715,Optimizing Oracle Performance,"Cary Millsap,  Jeff Holt",9780596005276,"O'Reilly Media, Incorporated",09/01/2003,416,$25.99,Paperback
bn_1716,Knowledge Systems Design,John K. Debenham,9780135164280,Prentice Hall Professional Technical Reference,07/01/1989,302,,Paperback
bn_1717,EDP-Security,Lars Frank,9780444886088,Elsevier Science,06/28/1992,230,,Hardcover
bn_1718,Complete Gd OMNIS 3,Donna M. Mosich,9780673185952,Addison Wesley School,01/01/1987,352,,Paperback
bn_1719,Enterprise Database in a Client-Server Environment,Michael M. Gorman,9780471521648,Wiley,02/28/1994,375,,Hardcover
bn_1720,Microsoft Office Access 2007,Alison Balter,9780789738011,Que,07/28/2008,96,,Paperback
bn_1721,Learning NumPy Array,Ivan Idris,9781783983919,Packt Publishing,06/13/2014,,$11.89,NOOK Book
bn_1722,Oracle Enterprise Manager 101,Lars Bo Vanting,9780072223071,"McGraw-Hill Companies, The",03/26/2002,644,$43.95,Paperback
bn_1723,Access 2000 Guidebook / Edition 3,"Maggie Trigg,  Phyllis Dobson,  Phyllis Dobson",9781576760437,Addison-Wesley,01/01/1999,650,$1.99,Paperback
bn_1724,Understanding dBASE IV,Judd Robbins,9780672272844,Sams,06/15/1989,384,,Hardcover
bn_1725,The Intranet Data Warehouse: Tools and Techniques for Building an Intranet-Enabled Data Warehouse,Richard Tanler,9780471180043,Wiley,08/21/1997,338,,Paperback
bn_1726,Intelligent Image Databases: Towards Advanced Image Retrieval / Edition 1,Yihong Gong,9780792380153,Springer US,10/31/1997,134,,Hardcover
bn_1727,Access 2007 Guidebook / Edition 6,"Maggie Trigg,  Phyllis Dobson",9780321517012,Addison-Wesley,08/17/2007,672,$78.37,Paperback
bn_1728,Oracle SQL Thinking: Vom Problem zum SQL-Statement mit Oracle 12c,"Cornel Brücher,  Wulf Kollmann,  Frank Jüdes",9783826695827,MITP,09/01/2014,,$32.82,NOOK Book
bn_1729,Relational Database Systems / Edition 1,"Dan A. Simovici,  Richard L. Tenney",9780126443752,Elsevier Science,08/15/1995,485,$72.95,Hardcover
bn_1730,Java Programming with Oracle JDBC,Donald Bales,9780596000882,"O'Reilly Media, Incorporated",12/28/2001,498,$54.99,Paperback
bn_1731,Oracle DBA Exam Cram: Test 3 and Test 4,"Michael R. Ault,  Michael R. Ault",9781576103319,Coriolis Group,09/11/1998,385,,Paperback
bn_1732,O'Leary Series: Microsoft Access 2000 Brief Edition,Timothy O'Leary,9780072337518,"McGraw-Hill Companies, The",06/10/1999,248,,Paperback
bn_1733,Sams Teach Yourself Database Programming with Visual Basic 6 in 21 Days,"Curtis Smith,  Michael C. Amundsen,  M. Amundsen",9780672313080,Pearson Education,09/28/1998,900,,Paperback
bn_1734,The Kimball Group Reader: Relentlessly Practical Tools for Data Warehousing and Business Intelligence,"Ralph Kimball,  Margy Ross",9780470563106,Wiley,02/08/2010,744,$46.25,Paperback
bn_1735,Visual FoxPro 5 for Dummies,"Idg Publishing,  Jim Keogh",9780764501234,"Wiley, John & Sons, Incorporated",03/28/1997,364,,Paperback
bn_1736,Hands-On Programming Fundamentals,Joseph R. Sweeney,2940013554870,"Writer(AKA) Publishing, LLC",11/01/2009,,$9.95,NOOK Book
bn_1737,Fundamentals: Building Visual Studio Applications on a Visual FoxPro Foundation,Whil Hentzen,9780965509350,Hentzenwerke Publishing,09/01/1999,800,,Paperback
bn_1738,Data File Programming on Your IBM PC,Alan Simpson,9780895881465,"Wiley, John & Sons, Incorporated",04/01/1984,219,,Hardcover
bn_1739,Database Design and Relational Theory: Normals Forms and All That Jazz,C. J. Date,9781449328016,"O'Reilly Media, Incorporated",04/24/2012,278,$37.76,Paperback
bn_1740,"Intelligent Database Tools and Applications: Hyperinformation Access, Data Quality, Visualization, Automatic Discovery","Kamran Parsaye,  Mark Chignell",9780471570660,Wiley,04/07/1993,560,,Paperback
bn_1741,Introducing Delphi Programming: Theory Through Practise,"John Barrow,  Linda Miller,  Helene Gelderblom",9780195781359,"Oxford University Press, USA",03/01/2004,560,,Paperback
bn_1742,DBASE III+ Programming Tips and Techniques,Cary N. Prague,9780131994980,Sams,07/01/1989,,,Paperback
bn_1743,Access 97 One Step at a Time,"Julia Kelly,  Wiley",9780764580277,Wiley,12/25/1997,332,,Paperback
bn_1744,ORACLE 12c/11g/10g. Administraci n Avanzada de Bases de datos con ORACLE ENTERPRISE MANAGER,Antonio Prieto,9781494353025,CreateSpace Independent Publishing Platform,12/03/2013,152,$17.89,Paperback
bn_1745,Using FoxPro for Windows,Bob Grommes,9780789700766,Macmillan Computer Publishing,07/28/1995,1136,,Hardcover
bn_1746,The dBASE III-III Plus Quick Reference Guide,David Segal,9780936862576,DDC Publishing,01/01/1989,76,,Paperback
bn_1747,Smart Data: Enterprise Performance Optimization Strategy / Edition 1,"James A. George,  James A. Rodger",9780470473252,Wiley,03/15/2010,327,$135.00,Hardcover
bn_1748,Visual FoxPro 3.0 Power Toolkit: Cutting-Edge Tools and Techniques for Programmers,Lisa C. Slater,9781566042413,"Ventana Communications Group, Incorporated",06/01/1995,800,,Paperback
bn_1749,Learning dBASE III Plus,Annette J. Thomason,9780395357323,CENGAGE Learning,06/01/1990,487,,Hardcover
bn_1750,Understanding Data and Information Systems for Recordkeeping,Philip C. Bantin,9781555705800,ALA Editions,12/30/2007,346,$80.00,Paperback
bn_1751,Master Data Management And Customer Data Integration For A Global Enterprise,"Alex Berson,  Larry Dubov",9780072263497,McGraw-Hill Osborne Media,05/24/2007,434,,Paperback
bn_1752,Digital Triage Forensics: Processing the Digital Crime Scene,"Stephen Pearson,  Richard Watson",9781597495967,Elsevier Science,07/10/2010,280,$62.95,Paperback
bn_1753,Data Modeling and Database Design / Edition 1,"Richard W. Scamell,  Narayan S. Umanath",9781423900832,Cengage Learning,01/17/2007,720,$45.89,Hardcover
bn_1754,Sybase Database Administrator's Handbook,Brian Hitchcock,9780133574777,Prentice Hall Professional Technical Reference,11/09/1995,520,,Hardcover
bn_1755,Teradata Database - Implementation for Performance,Brian Marshall,9780966549355,Education in Parallel,03/28/2001,308,,Paperback
bn_1756,Professional Microsoft SharePoint 2007 Reporting with SQL Server 2008 Reporting Services,"Coskun Cavusoglu,  Jacob J. Sanford,  Reza Alirezaei",9780470481899,Wiley,09/22/2009,480,,Paperback
bn_1757,Microsoft Data Mining,Barry de Ville,9781555582425,Elsevier Science,04/01/2001,336,$82.95,Paperback
bn_1758,DBase III Plus: Short Course,James E. Shuman,9780028003207,Glencoe/McGraw-Hill,01/01/1991,126,,Hardcover
bn_1759,Ingres: Tools for Building an Information Architecture,"Carl Malamud,  Malamudc",9780442318000,Van Nostrand Reinhold,06/01/1991,337,,Hardcover
bn_1760,"Proceedings of the Fifh International Workshop on Web Information and Data Management: Widm 2003: November 7-8, 2003, New Orleans, Louisiana, USA: CO-Located with Cikm 2003","Roger Chiang,  Laender Alberto H. F.,  Ee-Peng Lim",9781581137255,Association for Computing Machinery,01/28/2003,156,,Hardcover
bn_1761,Decomposition Methodology for Knowledge Discovery and Data Mining: Theory and Applications,"Rokach Lior,  Lior Rokach",9789812560797,"World Scientific Publishing Company, Incorporated",05/18/2005,344,$101.28,Hardcover
bn_1762,Special Edition Using Microsoft Access 2002,"Roger Jennings,  Jennings",9780789725103,Que,06/28/2001,1488,$54.99,Paperback
bn_1763,Microsoft Access 2000,"Julia Kelly,  Kelly",9780764532900,"Wiley, John & Sons, Incorporated",10/01/1999,360,,Paperback
bn_1764,Information and Database Quality,"Mario G. Piattini,  Coral Calero Munoz,  Marcela F. Genero",9781461352600,Springer US,04/30/2013,227,$229.00,Paperback
bn_1765,Access 2003 Personal Trainer,Inc. CustomGuide,9780596009373,"O'Reilly Media, Incorporated",03/28/2005,368,,Paperback
bn_1766,Temporal Databases: Research and Practice / Edition 1,Opher Etzion,9783540645191,Springer Berlin Heidelberg,07/01/1998,437,,Paperback
bn_1767,Decision Support Systems / Edition 2,George M. Marakas,9780130922069,Prentice Hall,08/01/2002,640,$39.30,Hardcover
bn_1768,"Image and Video Retrieval: International Conference, CIVR 2002, London, UK, July 18-19, 2002. Proceedings",Michael S. Lew,9783540438991,Springer Berlin Heidelberg,08/26/2002,392,$129.00,Paperback
bn_1769,"Recent Advances in Temporal Databases: Proceedings of the International Workshop on Temporal Databases, Zurich, Switzerland, 17-18 September 1995",James Clifford,9783540199458,Springer London,10/28/1995,360,$99.00,Paperback
bn_1770,Security and Data Protection with SAP Systems / Edition 1,"Werner Hornberger,  Jurgen Schneider,  Jürgen Schneider",9780201734973,Pearson Education,12/31/2001,352,$29.69,Hardcover
bn_1771,Selected Readings On Database Technologies And Applications,Terry Haplin,9781605660981,IGI Global,04/26/2011,564,$195.00,Hardcover
bn_1772,Video Data (Innovative Technology Series: Information Systems and Networks),Mohand-Said Hacid,9781903996225,ISTE/Hermes Science Publishing,01/28/2003,131,,Paperback
bn_1773,Mining the Web: Discovering Knowledge from Hypertext Data / Edition 1,Soumen Chakrabarti,9781558607545,Elsevier Science,10/09/2002,344,$70.13,Hardcover
bn_1774,Mining Very Large Databases with Parallel Processing / Edition 1,"Alex A. Freitas,  Simon H. Lavington,  S. H. Lavington",9780792380481,Springer US,11/27/1997,208,$339.00,Hardcover
bn_1775,Learning and Modeling with Probabilistic Conditional Logic,J. Fisseler,9781607500988,"I O S Press, Incorporated",01/15/2010,236,$73.00,Paperback
bn_1776,Practitioner's Blueprint for Logical and Physical Data Base Design,Eric Garrigue Vesely,9780136942672,Prentice Hall Professional Technical Reference,03/28/1986,240,,Hardcover
bn_1777,Building an Enterprise-Wide Business Continuity Program / Edition 1,Kelley Okolita,9781420088649,Taylor & Francis,08/25/2009,344,$69.11,Hardcover
bn_1778,Database Management Using Micrsoft Access,"John M. Preston,  Robert Ferrett",9780697222831,Business & Educational Technologies,11/28/1993,128,,Hardcover
bn_1779,Using Paradox 4.0,Levi Reiss,9780070518483,"McGraw-Hill Companies, The",02/01/1993,158,,Paperback
bn_1780,Object-Oriented Database Design Clearly Explained / Edition 1,Jan L. Harrington,9780123264282,Elsevier Science & Technology Books,10/01/1999,312,$1.99,Paperback
bn_1781,Mastering SQL,Martin Gruber,9780782125382,Wiley,01/28/2000,976,,Multimedia Set
bn_1782,Running Database with Windows,John L. Viescas,9781556155079,Microsoft Press,11/01/1992,600,,Paperback
bn_1783,"Modeling Techniques in Predictive Analytics: Business Problems and Solutions with R, Revised and Expanded Edition",Thomas W. Miller,9780133886016,Pearson FT Press,10/15/2014,384,$65.28,Hardcover
bn_1784,Extend Microsoft Access Applications to the Cloud,Andrew Couch,9780735667686,Microsoft Press,02/18/2015,432,$26.49,Paperback
bn_1785,Advances in Cryptology - CRYPTO '85,H. C. Williams,9780387164632,"Springer-Verlag New York, LLC",05/01/1986,548,,Hardcover
bn_1786,"Microsoft Office Access 2003, Illustrated Brief, CourseCard Edition / Edition 1",Lisa Friedrichsen,9781418842970,Cengage Learning,03/29/2005,120,$1.99,Paperback
bn_1787,Performance Analysis of Data-Sharing Environments,Asit Dan,9780262541534,MIT Press,11/03/1992,142,,Paperback
bn_1788,SAS/ACCESS 9.1 Supplement for Microsoft SQL Server (SAS/ACCESS for Relational Databases),"Inc SAS Institute,  Sas Institute",9781590472484,SAS Institute Inc.,04/19/2004,48,,Paperback
bn_1789,Backup and Restore Practices for the Enterprise,"Stan Stringfellow,  Miroslav Klivansky",9780130894014,Pearson Education,08/30/2000,200,,Paperback
bn_1790,"Advances in Business, Operations, and Product Analytics: Cutting Edge Cases from Finance to Manufacturing to Healthcare",Matthew J. Drake,9780133963700,Pearson FT Press,09/18/2015,240,$78.45,Hardcover
bn_1791,Visual FoxPro Certification Exams Study Guide,"Cindy Winegarden,  Evan Delay",9781930919044,Hentzenwerke Publishing,03/28/2001,185,,Paperback
bn_1792,Consolidation in the Data Center: Simplifying IT Environments to Reduce Total Cost of Ownership / Edition 1,"David Hornby,  Bill Walker",9780130454959,Prentice Hall,09/23/2002,240,$58.00,Paperback
bn_1793,Mastering Phpmyadmin 3.3.X For Effective Mysql Management,Marc Delisle,9781849513548,Packt Publishing,10/11/2010,412,$39.99,Paperback
bn_1794,Oracle8 For Dummies,"Carol McCullough,  Jill Newsome",9780764502392,Wiley,10/30/1997,380,,Paperback
bn_1795,Apache Sqoop Cookbook,"Kathleen Ting,  Jarek Jarcec Cecho",9781449364625,"O'Reilly Media, Incorporated",07/15/2013,94,$12.87,Paperback
bn_1796,"Advances in Databases and Information Systems: 6th East European Conference, ADBIS 2002, Bratislava, Slovakia, September 8-11, 2002, Proceedings",Yannis Manolopoulos,9783540441380,Springer Berlin Heidelberg,10/03/2002,422,$119.00,Paperback
bn_1797,Analysis and Design of Stream Ciphers,Rainer A. Rueppel,9783642828676,Springer Berlin Heidelberg,07/28/2012,244,$99.00,Paperback
bn_1798,SAP Lumira Essentials,Dmitry Anoshin,9781785285622,Packt Publishing,09/03/2015,,$35.99,NOOK Book
bn_1799,Master Data Management And Data Governance / Edition 2,"Alex Berson,  Larry Dubov",9780071744584,McGraw-Hill Professional Publishing,11/09/2010,536,$11.87,Hardcover
bn_1800,PCM Guide to Client Server Databases,Joe Salemi,9781562763107,Ziff-Davis Press,06/15/1995,450,,Paperback
bn_1801,"Information Hiding: Second International Workshop, IH'98, Portland, Oregon, USA, April 14-17, 1998, Proceedings","David Aucsmith,  D. Aucsmith",9783540653868,Springer Berlin Heidelberg,12/28/1998,369,$99.00,Paperback
bn_1802,Information Security Policies Made Easy Version 8,Charles Cresson Wood,9781881585077,Information Shield,01/01/2001,780,,Paperback
bn_1803,Expert Oracle Database 11g Administration / Edition 1,Sam Alapati,9781430210153,Apress,11/14/2008,1400,$99.00,Paperback
bn_1804,SQL Server 2012 Query Performance Tuning,"Grant Fritchey,  Sajal Dam",9781430242031,Apress,06/20/2012,532,$48.32,Paperback
bn_1805,One Hundred One Plus FoxPro and dBASE IV User-Defined Functions,Philip Steele,9780830625512,McGraw-Hill Professional Publishing,10/28/1991,400,,Paperback
bn_1806,Practical Data Base Management,Auerbach Publishers Staff,9780835955911,Prentice Hall Professional Technical Reference,05/01/1981,480,,Hardcover
bn_1807,Current Trends in Data Management Technology,"Dogac,  M. Tamer Ozsu",9781878289575,IGI Global,01/28/1999,277,,Paperback
bn_1808,Database System Concepts (3/P),Henry F. Korth,9780071005296,"McGraw-Hill Companies, The",01/01/1986,,,Other Format
bn_1809,Professional SQL Server Development with Access 2000 / Edition 1,DOBSON,9781861004833,Apress,09/01/2000,9781861004833,$1.99,Hardcover
bn_1810,Data Warehousing for E-Business,"W. H. Inmon,  R. H. Terdeman,  Joyce Norris-Montanari,  Dan Meers",9780471415794,Wiley,01/28/2001,272,,Paperback
