ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
1026,1442,Gaussian process regression as a predictive model for Quality-of-Service in Web service systems,Gaussian Process Volatility Model,"Jakub M. Tomczak, Jerzy Swiatek, Krzysztof Latawiec","Yue Wu, Jos Miguel Hernndez-Lobato, Zoubin Ghahramani"
303,3947,Improving Generalization and Stability of Generative Adversarial Networks,Graphical Generative Adversarial Networks,"Hoang Thanh-Tung, Truyen Tran, Svetha Venkatesh","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
105,3749,Stochastic Variance Reduction for Nonconvex Optimization,Stochastic Nested Variance Reduced Gradient Descent for Nonconvex Optimization,"Sashank J. Reddi, Ahmed Hefny, Suvrit Sra, Barnabas Poczos, Alex Smola","Dongruo Zhou, Pan Xu, Quanquan Gu"
1691,2261,Impact of Fully Connected Layers on Performance of Convolutional Neural Networks for Image Classification,Doubly Convolutional Neural Networks,"S H Shabbeer Basha, Shiv Ram Dubey, Viswanath Pulabaigari, Snehasis Mukherjee","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
628,565,Information-Theoretical Learning of Discriminative Clusters for Unsupervised Domain Adaptation,Co-Training for Domain Adaptation,"Yuan Shi, Fei Sha","Minmin Chen, Kilian Q. Weinberger, John Blitzer"
332,3389,Convolutional Neural Networks for Medical Image Analysis: Full Training or Fine Tuning?,Structure-Aware Convolutional Neural Networks,"Nima Tajbakhsh, Jae Y. Shin, Suryakanth R. Gurudu, R. Todd Hurst, Christopher B. Kendall, Michael B. Gotway, Jianming Liang","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
1903,2716,Sampling-based Gradient Regularization for Capturing Long-Term Dependencies in Recurrent Neural Networks,Dilated Recurrent Neural Networks,"Artem Chernodub, Dimitri Nowicki","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
3490,3227,Segmental Recurrent Neural Networks,Maximizing Subset Accuracy with Recurrent Neural Networks in Multi-label Classification,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Jinseok Nam, Eneldo Loza Menca, Hyunwoo J. Kim, Johannes Frnkranz"
2250,2021,Autoregressive Convolutional Recurrent Neural Network for Univariate and Multivariate Time Series Prediction,Minimax Time Series Prediction,"Matteo Maggiolo, Gerasimos Spanakis","Wouter M. Koolen, Alan Malek, Peter L. Bartlett, Yasin Abbasi"
180,408,A SMART Stochastic Algorithm for Nonconvex Optimization with Applications to Robust Machine Learning,Structure Learning for Optimization,"Aleksandr Aravkin, Damek Davis","Shulin Yang, Ali Rahimi"
3475,4061,Modeling The Intensity Function Of Point Process Via Recurrent Neural Networks,Relational recurrent neural networks,"Shuai Xiao, Junchi Yan, Stephen M. Chu, Xiaokang Yang, Hongyuan Zha","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
2907,1676,Determinantal point processes for machine learning,Expectation-Maximization for Learning Determinantal Point Processes,"Alex Kulesza, Ben Taskar","Jennifer A. Gillenwater, Alex Kulesza, Emily Fox, Ben Taskar"
1565,1309,A novel adaptive learning rate scheduler for deep neural networks,Adaptive dropout for training deep neural networks,"Rahul Yedida, Snehanshu Saha","Jimmy Ba, Brendan Frey"
3490,60,Segmental Recurrent Neural Networks,Over-complete representations on recurrent neural networks can support persistent percepts,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Shaul Druckmann, Dmitri B. Chklovskii"
3054,3117,Hybrid Macro/Micro Level Backpropagation for Training Deep Spiking Neural Networks,Sobolev Training for Neural Networks,"Yingyezhe Jin, Wenrui Zhang, Peng Li","Wojciech M. Czarnecki, Simon Osindero, Max Jaderberg, Grzegorz Swirszcz, Razvan Pascanu"
2666,987,Sequence Training and Adaptation of Highway Deep Neural Networks,Training and Analysing Deep Recurrent Neural Networks,Liang Lu,"Michiel Hermans, Benjamin Schrauwen"
1836,3211,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,Triangle Generative Adversarial Networks,"Chen-Hsuan Lin, Ersin Yumer, Oliver Wang, Eli Shechtman, Simon Lucey","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
1887,4218,Learning to Adaptively Scale Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Hao Hu, Liqiang Wang, Guo-Jun Qi","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
2291,3240,Generative Adversarial Positive-Unlabelled Learning,Approximation and Convergence Properties of Generative Adversarial Learning,"Ming Hou, Brahim Chaib-draa, Chao Li, Qibin Zhao","Shuang Liu, Olivier Bousquet, Kamalika Chaudhuri"
2437,3389,Diagnosis of Celiac Disease and Environmental Enteropathy on Biopsy Images Using Color Balancing on Convolutional Neural Networks,Structure-Aware Convolutional Neural Networks,"Kamran Kowsari, Rasoul Sali, Marium N. Khan, William Adorno, S. Asad Ali, Sean R. Moore, Beatrice C. Amadi, Paul Kelly, Sana Syed, Donald E. Brown","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3653,408,Surrogate Losses for Online Learning of Stepsizes in Stochastic Non-Convex Optimization,Structure Learning for Optimization,"Zhenxun Zhuang, Ashok Cutkosky, Francesco Orabona","Shulin Yang, Ali Rahimi"
3148,617,Unsupervised learning of phase transitions: from principal component analysis to variational autoencoders,Semiparametric Principal Component Analysis,Sebastian Johann Wetzel,"Fang Han, Han Liu"
1017,2963,Lipschitz Generative Adversarial Nets,Dual Discriminator Generative Adversarial Nets,"Zhiming Zhou, Jiadong Liang, Yuxuan Song, Lantao Yu, Hongwei Wang, Weinan Zhang, Yong Yu, Zhihua Zhang","Tu Nguyen, Trung Le, Hung Vu, Dinh Phung"
3406,2651,Fast Bounded Online Gradient Descent Algorithms for Scalable Kernel-Based Online Learning,Dual Space Gradient Descent for Online Learning,"Peilin Zhao, Jialei Wang, Pengcheng Wu, Rong Jin, Steven C. H. Hoi","Trung Le, Tu Nguyen, Vu Nguyen, Dinh Phung"
2797,38,The Cost of Privacy: Optimal Rates of Convergence for Parameter Estimation with Differential Privacy,Rates of convergence for the cluster tree,"T. Tony Cai, Yichen Wang, Linjun Zhang","Kamalika Chaudhuri, Sanjoy Dasgupta"
3680,2942,Coresets for Kernel Regression,Generative Local Metric Learning for Kernel Regression,"Yan Zheng, Jeff M. Phillips","Yung-Kyun Noh, Masashi Sugiyama, Kee-Eung Kim, Frank Park, Daniel D. Lee"
2291,2649,Generative Adversarial Positive-Unlabelled Learning,Generative Adversarial Imitation Learning,"Ming Hou, Brahim Chaib-draa, Chao Li, Qibin Zhao","Jonathan Ho, Stefano Ermon"
1879,4154,Generative models for local network community detection,Information-theoretic Limits for Community Detection in Network Models,Twan van Laarhoven,"Chuyang Ke, Jean Honorio"
2859,2649,Adversarial Exploration Strategy for Self-Supervised Imitation Learning,Generative Adversarial Imitation Learning,"Zhang-Wei Hong, Tsu-Jui Fu, Tzu-Yun Shann, Yi-Hsiang Chang, Chun-Yi Lee","Jonathan Ho, Stefano Ermon"
137,3389,Graph Convolutional Neural Networks for Web-Scale Recommender Systems,Structure-Aware Convolutional Neural Networks,"Rex Ying, Ruining He, Kaifeng Chen, Pong Eksombatchai, William L. Hamilton, Jure Leskovec","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
2443,3211,Constrained Generative Adversarial Networks for Interactive Image Generation,Triangle Generative Adversarial Networks,Eric Heim,"Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
262,964,Crime incidents embedding using restricted Boltzmann machines,Cardinality Restricted Boltzmann Machines,"Shixiang Zhu, Yao Xie","Kevin Swersky, Ilya Sutskever, Daniel Tarlow, Richard S. Zemel, Ruslan R. Salakhutdinov, Ryan P. Adams"
2901,72,Learning RoboCup-Keepaway with Kernels,Learning Kernels with Radiuses of Minimum Enclosing Balls,"Tobias Jung, Daniel Polani","Kun Gai, Guangyun Chen, Chang-shui Zhang"
1190,3237,On the Power and Limitations of Random Features for Understanding Neural Networks,On the Complexity of Learning Neural Networks,"Gilad Yehudai, Ohad Shamir","Le Song, Santosh Vempala, John Wilmes, Bo Xie"
1129,4061,Multi-Step Prediction of Occupancy Grid Maps with Recurrent Neural Networks,Relational recurrent neural networks,"Nima Mohajerin, Mohsen Rohani","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
3210,1837,Instant Learning: Parallel Deep Neural Networks and Convolutional Bootstrapping,Shepard Convolutional Neural Networks,Andrew J. R. Simpson,"Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
874,3275,Learning Compact Recurrent Neural Networks with Block-Term Tensor Decomposition,Fast-Slow Recurrent Neural Networks,"Jinmian Ye, Linnan Wang, Guangxi Li, Di Chen, Shandian Zhe, Xinqi Chu, Zenglin Xu","Asier Mujika, Florian Meier, Angelika Steger"
2087,3211,Convergence Problems with Generative Adversarial Networks (GANs),Triangle Generative Adversarial Networks,Samuel A. Barnett,"Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
1141,617,Suppressing Background Radiation Using Poisson Principal Component Analysis,Semiparametric Principal Component Analysis,"P. Tandon, P. Huggins, A. Dubrawski, S. Labov, K. Nelson","Fang Han, Han Liu"
1818,2612,Meta-Unsupervised-Learning: A supervised approach to unsupervised learning,A Minimax Approach to Supervised Learning,"Vikas K. Garg, Adam Tauman Kalai","Farzan Farnia, David Tse"
2011,4061,Strongly-Typed Recurrent Neural Networks,Relational recurrent neural networks,"David Balduzzi, Muhammad Ghifary","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
1606,3211,Skin Lesion Synthesis with Generative Adversarial Networks,Triangle Generative Adversarial Networks,"Alceu Bissoto, Fbio Perez, Eduardo Valle, Sandra Avila","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
2449,3813,A Tight Convergence Analysis for Stochastic Gradient Descent with Delayed Updates,Byzantine Stochastic Gradient Descent,"Yossi Arjevani, Ohad Shamir, Nathan Srebro","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
504,142,Spectrum Monitoring for Radar Bands using Deep Convolutional Neural Networks,Tiled convolutional neural networks,"Ahmed Selim, Francisco Paisana, Jerome A. Arokkiam, Yi Zhang, Linda Doyle, Luiz A. DaSilva","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
3546,3275,Parameter Compression of Recurrent Neural Networks and Degradation of Short-term Memory,Fast-Slow Recurrent Neural Networks,Jonathan A. Cox,"Asier Mujika, Florian Meier, Angelika Steger"
1342,1837,Deep learning with convolutional neural networks for decoding and visualization of EEG pathology,Shepard Convolutional Neural Networks,"Robin Tibor Schirrmeister, Lukas Gemein, Katharina Eggensperger, Frank Hutter, Tonio Ball","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
315,2826,Learning Constraints from Demonstrations,Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets,"Glen Chou, Dmitry Berenson, Necmiye Ozay","Karol Hausman, Yevgen Chebotar, Stefan Schaal, Gaurav Sukhatme, Joseph J. Lim"
1160,3333,Protein Secondary Structure Prediction Using Cascaded Convolutional and Recurrent Neural Networks,Protein Interface Prediction using Graph Convolutional Networks,"Zhen Li, Yizhou Yu","Alex Fout, Jonathon Byrd, Basir Shariat, Asa Ben-Hur"
728,2716,Riemannian metrics for neural networks II: recurrent networks and learning symbolic data sequences,Dilated Recurrent Neural Networks,Yann Ollivier,"Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
2789,2900,Generative Mixture of Networks,Stabilizing Training of Generative Adversarial Networks through Regularization,"Ershad Banijamali, Ali Ghodsi, Pascal Poupart","Kevin Roth, Aurelien Lucchi, Sebastian Nowozin, Thomas Hofmann"
2020,2874,DANTE: Deep AlterNations for Training nEural networks,Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks,"Sneha Kudugunta, Vaibhav B Sinha, Adepu Ravi Sankar, Surya Teja Chavali, Purushottam Kar, Vineeth N Balasubramanian","Urs Kster, Tristan Webb, Xin Wang, Marcel Nassar, Arjun K. Bansal, William Constable, Oguz Elibol, Scott Gray, Stewart Hall, Luke Hornof, Amir Khosrowshahi, Carey Kloss, Ruby J. Pai, Naveen Rao"
2009,3459,Quantum generative adversarial networks,KDGAN: Knowledge Distillation with Generative Adversarial Networks,"Pierre-Luc Dallaire-Demers, Nathan Killoran","Xiaojie Wang, Rui Zhang, Yu Sun, Jianzhong Qi"
3289,3389,Automatic tagging using deep convolutional neural networks,Structure-Aware Convolutional Neural Networks,"Keunwoo Choi, George Fazekas, Mark Sandler","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
1589,288,Variance Reduction for Distributed Stochastic Gradient Descent,Parallelized Stochastic Gradient Descent,"Soham De, Gavin Taylor, Tom Goldstein","Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola"
774,3702,Sample-Efficient Learning of Mixtures,Nearly tight sample complexity bounds for learning mixtures of Gaussians via sample compression schemes,"Hassan Ashtiani, Shai Ben-David, Abbas Mehrabian","Hassan Ashtiani, Shai Ben-David, Nicholas Harvey, Christopher Liaw, Abbas Mehrabian, Yaniv Plan"
3962,3692,Hierarchical Critics Assignment for Multi-agent Reinforcement Learning,Data-Efficient Hierarchical Reinforcement Learning,"Zehong Cao, Chin-Teng Lin","Ofir Nachum, Shixiang (Shane) Gu, Honglak Lee, Sergey Levine"
3200,2021,Prediction of Dynamical time Series Using Kernel Based Regression and Smooth Splines,Minimax Time Series Prediction,"Raymundo Navarrete, Divakar Viswanath","Wouter M. Koolen, Alan Malek, Peter L. Bartlett, Yasin Abbasi"
1099,1196,The Sample Complexity of Learning Linear Predictors with the Squared Loss,On the Sample Complexity of Subspace Learning,Ohad Shamir,"Alessandro Rudi, Guillermo D. Canas, Lorenzo Rosasco"
2486,3027,Adaptive Context Tree Weighting,Dynamic-Depth Context Tree Weighting,"Alexander O'Neill, Marcus Hutter, Wen Shao, Peter Sunehag","Joao V. Messias, Shimon Whiteson"
1836,3081,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,Structured Generative Adversarial Networks,"Chen-Hsuan Lin, Ersin Yumer, Oliver Wang, Eli Shechtman, Simon Lucey","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
3275,3700,Learning to superoptimize programs,Learning to Optimize Tensor Programs,"Rudy Bunel, Alban Desmaison, M. Pawan Kumar, Philip H. S. Torr, Pushmeet Kohli","Tianqi Chen, Lianmin Zheng, Eddie Yan, Ziheng Jiang, Thierry Moreau, Luis Ceze, Carlos Guestrin, Arvind Krishnamurthy"
504,1837,Spectrum Monitoring for Radar Bands using Deep Convolutional Neural Networks,Shepard Convolutional Neural Networks,"Ahmed Selim, Francisco Paisana, Jerome A. Arokkiam, Yi Zhang, Linda Doyle, Luiz A. DaSilva","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
407,2261,Toolflows for Mapping Convolutional Neural Networks on FPGAs: A Survey and Future Directions,Doubly Convolutional Neural Networks,"Stylianos I. Venieris, Alexandros Kouris, Christos-Savvas Bouganis","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
3831,1837,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,Shepard Convolutional Neural Networks,"Dipankar Das, Naveen Mellempudi, Dheevatsa Mudigere, Dhiraj Kalamkar, Sasikanth Avancha, Kunal Banerjee, Srinivas Sridharan, Karthik Vaidyanathan, Bharat Kaul, Evangelos Georganas, Alexander Heinecke, Pradeep Dubey, Jesus Corbal, Nikita Shustrov, Roma Dubtsov, Evarist Fomenko, Vadim Pirogov","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
2368,962,"Garbage In, Reward Out: Bootstrapping Exploration in Multi-Armed Bandits",Risk-Aversion in Multi-armed Bandits,"Branislav Kveton, Csaba Szepesvari, Sharan Vaswani, Zheng Wen, Mohammad Ghavamzadeh, Tor Lattimore","Amir Sani, Alessandro Lazaric, Rmi Munos"
2309,4268,Neural Discrete Representation Learning,Towards Understanding Learning Representations: To What Extent Do Different Neural Networks Learn the Same Representation,"Aaron van den Oord, Oriol Vinyals, Koray Kavukcuoglu","Liwei Wang, Lunjia Hu, Jiayuan Gu, Zhiqiang Hu, Yue Wu, Kun He, John Hopcroft"
216,4144,Variational Hamiltonian Monte Carlo via Score Matching,Variational Bayesian Monte Carlo,"Cheng Zhang, Babak Shahbaba, Hongkai Zhao",Luigi Acerbi
3475,4218,Modeling The Intensity Function Of Point Process Via Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Shuai Xiao, Junchi Yan, Stephen M. Chu, Xiaokang Yang, Hongyuan Zha","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3432,564,Gaussian Process Optimization in the Bandit Setting: No Regret and Experimental Design,Contextual Gaussian Process Bandit Optimization,"Niranjan Srinivas, Andreas Krause, Sham M. Kakade, Matthias Seeger","Andreas Krause, Cheng S. Ong"
3565,1837,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,Shepard Convolutional Neural Networks,"Dipankar Das, Naveen Mellempudi, Dheevatsa Mudigere, Dhiraj Kalamkar, Sasikanth Avancha, Kunal Banerjee, Srinivas Sridharan, Karthik Vaidyanathan, Bharat Kaul, Evangelos Georganas, Alexander Heinecke, Pradeep Dubey, Jesus Corbal, Nikita Shustrov, Roma Dubtsov, Evarist Fomenko, Vadim Pirogov","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
79,4179,GraphConnect: A Regularization Framework for Neural Networks,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,"Jiaji Huang, Qiang Qiu, Robert Calderbank, Guillermo Sapiro","Jeffrey Chan, Valerio Perrone, Jeffrey Spence, Paul Jenkins, Sara Mathieson, Yun Song"
1342,3555,Deep learning with convolutional neural networks for decoding and visualization of EEG pathology,Collaborative Learning for Deep Neural Networks,"Robin Tibor Schirrmeister, Lukas Gemein, Katharina Eggensperger, Frank Hutter, Tonio Ball","Guocong Song, Wei Chai"
455,4218,Sequence Modeling using Gated Recurrent Neural Networks,Reversible Recurrent Neural Networks,Mohammad Pezeshki,"Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
752,2716,Learning to fail: Predicting fracture evolution in brittle material models using recurrent graph convolutional neural networks,Dilated Recurrent Neural Networks,"Max Schwarzer, Bryce Rogan, Yadong Ruan, Zhengming Song, Diana Y. Lee, Allon G. Percus, Viet T. Chau, Bryan A. Moore, Esteban Rougier, Hari S. Viswanathan, Gowri Srinivasan","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
994,3803,Toward Diverse Text Generation with Inverse Reinforcement Learning,Lifelong Inverse Reinforcement Learning,"Zhan Shi, Xinchi Chen, Xipeng Qiu, Xuanjing Huang","Jorge Armando Mendez Mendez, Shashank Shivkumar, Eric Eaton"
1114,1442,Efficient Bayesian Inference for a Gaussian Process Density Model,Gaussian Process Volatility Model,"Christian Donner, Manfred Opper","Yue Wu, Jos Miguel Hernndez-Lobato, Zoubin Ghahramani"
1093,142,Surface Defect Classification in Real-Time Using Convolutional Neural Networks,Tiled convolutional neural networks,"Selim Arikan, Kiran Varanasi, Didier Stricker","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
907,3745,Learning Sparse Neural Networks through $L_0$ Regularization,Learning sparse neural networks via sensitivity-driven regularization,"Christos Louizos, Max Welling, Diederik P. Kingma","Enzo Tartaglione, Skjalg Lepsy, Attilio Fiandrotti, Gianluca Francini"
3275,3946,Learning to superoptimize programs,Learning to Infer Graphics Programs from Hand-Drawn Images,"Rudy Bunel, Alban Desmaison, M. Pawan Kumar, Philip H. S. Torr, Pushmeet Kohli","Kevin Ellis, Daniel Ritchie, Armando Solar-Lezama, Josh Tenenbaum"
3228,3275,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,Fast-Slow Recurrent Neural Networks,"Federico Monti, Michael M. Bronstein, Xavier Bresson","Asier Mujika, Florian Meier, Angelika Steger"
3546,4218,Parameter Compression of Recurrent Neural Networks and Degradation of Short-term Memory,Reversible Recurrent Neural Networks,Jonathan A. Cox,"Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3490,3856,Segmental Recurrent Neural Networks,Geometry-Aware Recurrent Neural Networks for Active Visual Recognition,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Ricson Cheng, Ziyan Wang, Katerina Fragkiadaki"
3384,4061,Comparing Fixed and Adaptive Computation Time for Recurrent Neural Networks,Relational recurrent neural networks,"Daniel Fojo, Vctor Campos, Xavier Giro-i-Nieto","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
3760,3112,Low-Cost Learning via Active Data Procurement,Learning Active Learning from Data,"Jacob Abernethy, Yiling Chen, Chien-Ju Ho, Bo Waggoner","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
2266,2559,Near Optimal Bayesian Active Learning for Decision Making,Threshold Learning for Optimal Decision Making,"Shervin Javdani, Yuxin Chen, Amin Karbasi, Andreas Krause, J. Andrew Bagnell, Siddhartha Srinivasa",Nathan F. Lepora
3845,3202,Metric Gaussian Variational Inference,Excess Risk Bounds for the Bayes Risk using Variational Inference in Latent Gaussian Models,"Jakob Knollmller, Torsten A. Enlin","Rishit Sheth, Roni Khardon"
2725,2261,Hierarchical Transfer Convolutional Neural Networks for Image Classification,Doubly Convolutional Neural Networks,"Xishuang Dong, Hsiang-Huang Wu, Yuzhong Yan, Lijun Qian","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
3446,2881,From Language to Goals: Inverse Reinforcement Learning for Vision-Based Instruction Following,Repeated Inverse Reinforcement Learning,"Justin Fu, Anoop Korattikara, Sergey Levine, Sergio Guadarrama","Kareem Amin, Nan Jiang, Satinder Singh"
2291,4065,Generative Adversarial Positive-Unlabelled Learning,Disconnected Manifold Learning for Generative Adversarial Networks,"Ming Hou, Brahim Chaib-draa, Chao Li, Qibin Zhao","Mahyar Khayatkhoei, Maneesh K. Singh, Ahmed Elgammal"
157,142,Effective Use of Word Order for Text Categorization with Convolutional Neural Networks,Tiled convolutional neural networks,"Rie Johnson, Tong Zhang","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
2291,4076,Generative Adversarial Positive-Unlabelled Learning,Multi-Agent Generative Adversarial Imitation Learning,"Ming Hou, Brahim Chaib-draa, Chao Li, Qibin Zhao","Jiaming Song, Hongyu Ren, Dorsa Sadigh, Stefano Ermon"
2514,3813,Trading-off variance and complexity in stochastic gradient descent,Byzantine Stochastic Gradient Descent,"Vatsal Shah, Megasthenis Asteris, Anastasios Kyrillidis, Sujay Sanghavi","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
1917,288,SGDR: Stochastic Gradient Descent with Warm Restarts,Parallelized Stochastic Gradient Descent,"Ilya Loshchilov, Frank Hutter","Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola"
3585,1628,Functional Principal Component Analysis for Extrapolating Multi-stream Longitudinal Data,Cone-Constrained Principal Component Analysis,"Seokhyun Chung, Raed Kontar","Yash Deshpande, Andrea Montanari, Emile Richard"
3644,1348,Optimal Exploration-Exploitation in a Multi-Armed-Bandit Problem with Non-stationary Rewards,Stochastic Multi-Armed-Bandit Problem with Non-stationary Rewards,"Omar Besbes, Yonatan Gur, Assaf Zeevi","Omar Besbes, Yonatan Gur, Assaf Zeevi"
970,2425,A 3D Probabilistic Deep Learning System for Detection and Diagnosis of Lung Cancer Using Low-Dose CT Scans,A Probabilistic Framework for Deep Learning,"Onur Ozdemir, Rebecca L. Russell, Andrew A. Berlin","Ankit B. Patel, Minh Tan Nguyen, Richard Baraniuk"
760,2379,Learn What Not to Learn: Action Elimination with Deep Reinforcement Learning,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,"Tom Zahavy, Matan Haroush, Nadav Merlis, Daniel J. Mankowitz, Shie Mannor","Jakob Foerster, Ioannis Alexandros Assael, Nando de Freitas, Shimon Whiteson"
3293,1837,Convolutional neural networks with low-rank regularization,Shepard Convolutional Neural Networks,"Cheng Tai, Tong Xiao, Yi Zhang, Xiaogang Wang, Weinan E","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
3228,4061,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,Relational recurrent neural networks,"Federico Monti, Michael M. Bronstein, Xavier Bresson","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
1013,4061,Low-pass Recurrent Neural Networks - A memory architecture for longer-term correlation discovery,Relational recurrent neural networks,"Thomas Stepleton, Razvan Pascanu, Will Dabney, Siddhant M. Jayakumar, Hubert Soyer, Remi Munos","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
2505,1482,Variational Inference for Gaussian Process Models with Linear Complexity,Automated Variational Inference for Gaussian Process Models,"Ching-An Cheng, Byron Boots","Trung V. Nguyen, Edwin V. Bonilla"
645,3081,Anime Style Space Exploration Using Metric Learning and Generative Adversarial Networks,Structured Generative Adversarial Networks,"Sitao Xiang, Hao Li","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
1241,868,A Note on Improved Loss Bounds for Multiple Kernel Learning,Multiple Operator-valued Kernel Learning,"Zakria Hussain, John Shawe-Taylor, Mario Marchand","Hachem Kadri, Alain Rakotomamonjy, Philippe Preux, Francis R. Bach"
726,2192,Generative Adversarial Networks recover features in astrophysical images of galaxies beyond the deconvolution limit,Coupled Generative Adversarial Networks,"Kevin Schawinski, Ce Zhang, Hantian Zhang, Lucas Fowler, Gokula Krishnan Santhanam","Ming-Yu Liu, Oncel Tuzel"
3546,4061,Parameter Compression of Recurrent Neural Networks and Degradation of Short-term Memory,Relational recurrent neural networks,Jonathan A. Cox,"Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
