ID,Title,Authors,Date,Journal-ref
2622,Stochastic Three-Composite Convex Minimization,"Alp Yurtsever, Bang Cong Vu, Volkan Cevher",December 2016,Neurips 2016
2623,Using Fast Weights to Attend to the Recent Past,"Jimmy Ba, Geoffrey E. Hinton, Volodymyr Mnih, Joel Z. Leibo, Catalin Ionescu",December 2016,Neurips 2016
2624,Maximal Sparsity with Deep Networks?,"Bo Xin, Yizhou Wang, Wen Gao, David Wipf, Baoyuan Wang",December 2016,Neurips 2016
2625,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings,"Tolga Bolukbasi, Kai-Wei Chang, James Y. Zou, Venkatesh Saligrama, Adam T. Kalai",December 2016,Neurips 2016
2626,beta-risk: a New Surrogate Risk for Learning from Weakly Labeled Data,"Valentina Zantedeschi, Rmi Emonet, Marc Sebban",December 2016,Neurips 2016
2627,Learning Additive Exponential Family Graphical Models via ,"Xiaotong Yuan, Ping Li, Tong Zhang, Qingshan Liu, Guangcan Liu",December 2016,Neurips 2016
2628,Backprop KF: Learning Discriminative Deterministic State Estimators,"Tuomas Haarnoja, Anurag Ajay, Sergey Levine, Pieter Abbeel",December 2016,Neurips 2016
2629,LightRNN: Memory and Computation-Efficient Recurrent Neural Networks,"Xiang Li, Tao Qin, Jian Yang, Tie-Yan Liu",December 2016,Neurips 2016
2630,Fast recovery from a union of subspaces,"Chinmay Hegde, Piotr Indyk, Ludwig Schmidt",December 2016,Neurips 2016
2631,Incremental Variational Sparse Gaussian Process Regression,"Ching-An Cheng, Byron Boots",December 2016,Neurips 2016
2632,A Consistent Regularization Approach for Structured Prediction,"Carlo Ciliberto, Lorenzo Rosasco, Alessandro Rudi",December 2016,Neurips 2016
2633,Clustering Signed Networks with the Geometric Mean of Laplacians,"Pedro Mercado, Francesco Tudisco, Matthias Hein",December 2016,Neurips 2016
2634,An urn model for majority voting in classification ensembles,"Victor Soto, Alberto Surez, Gonzalo Martinez-Muoz",December 2016,Neurips 2016
2635,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction,"Jacob Steinhardt, Gregory Valiant, Moses Charikar",December 2016,Neurips 2016
2636,Fast and accurate spike sorting of high-channel count probes with KiloSort,"Marius Pachitariu, Nicholas A. Steinmetz, Shabnam N. Kadir, Matteo Carandini, Kenneth D. Harris",December 2016,Neurips 2016
2637,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,"Wouter M. Koolen, Peter Grnwald, Tim van Erven",December 2016,Neurips 2016
2638,Ancestral Causal Inference,"Sara Magliacane, Tom Claassen, Joris M. Mooij",December 2016,Neurips 2016
2639,"More Supervision, Less Computation: Statistical-Computational Tradeoffs in Weakly Supervised Learning","Xinyang Yi, Zhaoran Wang, Zhuoran Yang, Constantine Caramanis, Han Liu",December 2016,Neurips 2016
2640,Tagger: Deep Unsupervised Perceptual Grouping,"Klaus Greff, Antti Rasmus, Mathias Berglund, Tele Hao, Harri Valpola, Jrgen Schmidhuber",December 2016,Neurips 2016
2641,An Efficient Streaming Algorithm for the Submodular Cover Problem,"Ashkan Norouzi-Fard, Abbas Bazzi, Ilija Bogunovic, Marwa El Halabi, Ya-Ping Hsieh, Volkan Cevher",December 2016,Neurips 2016
2642,"Interaction Networks for Learning about Objects, Relations and Physics","Peter Battaglia, Razvan Pascanu, Matthew Lai, Danilo Jimenez Rezende, koray kavukcuoglu",December 2016,Neurips 2016
2643,"Efficient state-space modularization for planning: theory, behavioral and neural signatures","Daniel McNamee, Daniel M. Wolpert, Mate Lengyel",December 2016,Neurips 2016
2644,Provable Efficient Online Matrix Completion via Non-convex Stochastic Gradient Descent,"Chi Jin, Sham M. Kakade, Praneeth Netrapalli",December 2016,Neurips 2016
2645,Online Bayesian Moment Matching for Topic Modeling with Unknown Number of Topics,"Wei-Shou Hsu, Pascal Poupart",December 2016,Neurips 2016
2646,Computing and maximizing influence in linear threshold and triggering models,"Justin T. Khim, Varun Jog, Po-Ling Loh",December 2016,Neurips 2016
2647,Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions,"Yichen Wang, Nan Du, Rakshit Trivedi, Le Song",December 2016,Neurips 2016
2648,Optimal Learning for Multi-pass Stochastic Gradient Methods,"Junhong Lin, Lorenzo Rosasco",December 2016,Neurips 2016
2649,Generative Adversarial Imitation Learning,"Jonathan Ho, Stefano Ermon",December 2016,Neurips 2016
2650,Latent Attention For If-Then Program Synthesis,"Chang Liu, Xinyun Chen, Richard Shin, Mingcheng Chen, Dawn Song",December 2016,Neurips 2016
2651,Dual Space Gradient Descent for Online Learning,"Trung Le, Tu Nguyen, Vu Nguyen, Dinh Phung",December 2016,Neurips 2016
2652,Riemannian SVRG: Fast Stochastic Optimization on Riemannian Manifolds,"Hongyi Zhang, Sashank J. Reddi, Suvrit Sra",December 2016,Neurips 2016
2653,Professor Forcing: A New Algorithm for Training Recurrent Networks,"Alex M. Lamb, Anirudh Goyal ALIAS PARTH GOYAL, Ying Zhang, Saizheng Zhang, Aaron C. Courville, Yoshua Bengio",December 2016,Neurips 2016
2654,Learning brain regions via large-scale online structured sparse dictionary learning,"Elvis DOHMATOB, Arthur Mensch, Gael Varoquaux, Bertrand Thirion",December 2016,Neurips 2016
2655,Efficient Neural Codes under Metabolic Constraints,"Zhuo Wang, Xue-Xin Wei, Alan A. Stocker, Daniel D. Lee",December 2016,Neurips 2016
2656,Approximate maximum entropy principles via Goemans-Williamson with applications to provable variational methods,"Andrej Risteski, Yuanzhi Li",December 2016,Neurips 2016
2657,Efficient High-Order Interaction-Aware Feature Selection Based on Conditional Mutual Information,"Alexander Shishkin, Anastasia Bezzubtseva, Alexey Drutsa, Ilia Shishkov, Ekaterina Gladkikh, Gleb Gusev, Pavel Serdyukov",December 2016,Neurips 2016
2658,Bayesian Intermittent Demand Forecasting for Large Inventories,"Matthias W. Seeger, David Salinas, Valentin Flunkert",December 2016,Neurips 2016
2659,Visual Question Answering with Question Representation Update (QRU),"Ruiyu Li, Jiaya Jia",December 2016,Neurips 2016
2660,Learning Parametric Sparse Models for Image Super-Resolution,"Yongbo Li, Weisheng Dong, Xuemei Xie, GUANGMING Shi, Xin Li, Donglai Xu",December 2016,Neurips 2016
2661,Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning,"Jean-Bastien Grill, Michal Valko, Remi Munos",December 2016,Neurips 2016
2662,Asynchronous Parallel Greedy Coordinate Descent,"Yang You, Xiangru Lian, Ji Liu, Hsiang-Fu Yu, Inderjit S. Dhillon, James Demmel, Cho-Jui Hsieh",December 2016,Neurips 2016
2663,Iterative Refinement of the Approximate Posterior for Directed Belief Networks,"Devon Hjelm, Ruslan R. Salakhutdinov, Kyunghyun Cho, Nebojsa Jojic, Vince Calhoun, Junyoung Chung",December 2016,Neurips 2016
2664,Assortment Optimization Under the Mallows model,"Antoine Desir, Vineet Goyal, Srikanth Jagabathula, Danny Segev",December 2016,Neurips 2016
2665,Disease Trajectory Maps,"Peter Schulam, Raman Arora",December 2016,Neurips 2016
2666,Multistage Campaigning in Social Networks,"Mehrdad Farajtabar, Xiaojing Ye, Sahar Harati, Le Song, Hongyuan Zha",December 2016,Neurips 2016
2667,Learning in Games: Robustness of Fast Convergence,"Dylan J. Foster, Zhiyuan Li, Thodoris Lykouris, Karthik Sridharan, Eva Tardos",December 2016,Neurips 2016
2668,Improved Variational Inference with Inverse Autoregressive Flow,"Durk P. Kingma, Tim Salimans, Rafal Jozefowicz, Xi Chen, Ilya Sutskever, Max Welling",December 2016,Neurips 2016
2669,Algorithms and matching lower bounds for approximately-convex optimization,"Andrej Risteski, Yuanzhi Li",December 2016,Neurips 2016
2670,Unified Methods for Exploiting Piecewise Linear Structure in Convex Optimization,"Tyler B. Johnson, Carlos Guestrin",December 2016,Neurips 2016
2671,Kernel Bayesian Inference with Posterior Regularization,"Yang Song, Jun Zhu, Yong Ren",December 2016,Neurips 2016
2672,Neural Universal Discrete Denoiser,"Taesup Moon, Seonwoo Min, Byunghan Lee, Sungroh Yoon",December 2016,Neurips 2016
2673,Optimal Architectures in a Solvable Model of Deep Networks,"Jonathan Kadmon, Haim Sompolinsky",December 2016,Neurips 2016
2674,Conditional Image Generation with PixelCNN Decoders,"Aaron van den Oord, Nal Kalchbrenner, Lasse Espeholt, koray kavukcuoglu, Oriol Vinyals, Alex Graves",December 2016,Neurips 2016
2675,Supervised Learning with Tensor Networks,"Edwin Stoudenmire, David J. Schwab",December 2016,Neurips 2016
2676,Multi-step learning and underlying structure in statistical models,Maia Fraser,December 2016,Neurips 2016
2677,Structure-Blind Signal Recovery,"Dmitry Ostrovsky, Zaid Harchaoui, Anatoli Juditsky, Arkadi S. Nemirovski",December 2016,Neurips 2016
2678,"An Architecture for Deep, Hierarchical Generative Models",Philip Bachman,December 2016,Neurips 2016
2679,Feature selection in functional data classification with recursive maxima hunting,"Jos L. Torrecilla, Alberto Surez",December 2016,Neurips 2016
2680,Achieving budget-optimality with adaptive schemes in crowdsourcing,"Ashish Khetan, Sewoong Oh",December 2016,Neurips 2016
2681,Near-Optimal Smoothing of Structured Conditional Probability Matrices,"Moein Falahatgar, Mesrob I. Ohannessian, Alon Orlitsky",December 2016,Neurips 2016
2682,Supervised Word Mover's Distance,"Gao Huang, Chuan Guo, Matt J. Kusner, Yu Sun, Fei Sha, Kilian Q. Weinberger",December 2016,Neurips 2016
2683,Exploiting Tradeoffs for Exact Recovery in Heterogeneous Stochastic Block Models,"Amin Jalali, Qiyang Han, Ioana Dumitriu, Maryam Fazel",December 2016,Neurips 2016
2684,Full-Capacity Unitary Recurrent Neural Networks,"Scott Wisdom, Thomas Powers, John Hershey, Jonathan Le Roux, Les Atlas",December 2016,Neurips 2016
2685,"Threshold Bandits, With and Without Censored Feedback","Jacob D. Abernethy, Kareem Amin, Ruihao Zhu",December 2016,Neurips 2016
2686,Understanding the Effective Receptive Field in Deep Convolutional Neural Networks,"Wenjie Luo, Yujia Li, Raquel Urtasun, Richard Zemel",December 2016,Neurips 2016
2687,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,"Lev Bogolubsky, Pavel Dvurechenskii, Alexander Gasnikov, Gleb Gusev, Yurii Nesterov, Andrei M. Raigorodskii, Aleksey Tikhonov, Maksim Zhukovskii",December 2016,Neurips 2016
2688,k*-Nearest Neighbors: From Global to Local,"Oren Anava, Kfir Levy",December 2016,Neurips 2016
2689,Normalized Spectral Map Synchronization,"Yanyao Shen, Qixing Huang, Nati Srebro, Sujay Sanghavi",December 2016,Neurips 2016
2690,Beyond Exchangeability: The Chinese Voting Process,"Moontae Lee, Seok Hyun Jin, David Mimno",December 2016,Neurips 2016
2691,A posteriori error bounds for joint matrix decomposition problems,"Nicolo Colombo, Nikos Vlassis",December 2016,Neurips 2016
2692,A Bayesian method for reducing bias in neural representational similarity analysis,"Ming Bo Cai, Nicolas W. Schuck, Jonathan W. Pillow, Yael Niv",December 2016,Neurips 2016
2693,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,"Chris Junchi Li, Zhaoran Wang, Han Liu",December 2016,Neurips 2016
2694,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,"Ruitong Huang, Tor Lattimore, Andrs Gyrgy, Csaba Szepesvari",December 2016,Neurips 2016
2695,SDP Relaxation with Randomized Rounding for Energy Disaggregation,"Kiarash Shaloudegi, Andrs Gyrgy, Csaba Szepesvari, Wilsun Xu",December 2016,Neurips 2016
2696,Recovery Guarantee of Non-negative Matrix Factorization via Alternating Updates,"Yuanzhi Li, Yingyu Liang, Andrej Risteski",December 2016,Neurips 2016
2697,Unsupervised Learning of 3D Structure from Images,"Danilo Jimenez Rezende, S. M. Ali Eslami, Shakir Mohamed, Peter Battaglia, Max Jaderberg, Nicolas Heess",December 2016,Neurips 2016
2698,Poisson-Gamma dynamical systems,"Aaron Schein, Hanna Wallach, Mingyuan Zhou",December 2016,Neurips 2016
2699,Gaussian Processes for Survival Analysis,"Tamara Fernandez, Nicolas Rivera, Yee Whye Teh",December 2016,Neurips 2016
2700,Dual Decomposed Learning with Factorwise Oracle for Structural SVM of Large Output Domain,"Ian En-Hsu Yen, Xiangru Huang, Kai Zhong, Ruohan Zhang, Pradeep K. Ravikumar, Inderjit S. Dhillon",December 2016,Neurips 2016
2701,Optimal Binary Classifier Aggregation for General Losses,"Akshay Balsubramani, Yoav S. Freund",December 2016,Neurips 2016
2702,Disentangling factors of variation in deep representation using adversarial training,"Michael F. Mathieu, Junbo Jake Zhao, Junbo Zhao, Aditya Ramesh, Pablo Sprechmann, Yann LeCun",December 2016,Neurips 2016
2703,A primal-dual method for conic constrained distributed optimization problems,"Necdet Serhat Aybat, Erfan Yazdandoost Hamedani",December 2016,Neurips 2016
2704,Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing,"Farshad Lahouti, Babak Hassibi",December 2016,Neurips 2016
2705,An Online Sequence-to-Sequence Model Using Partial Conditioning,"Navdeep Jaitly, Quoc V. Le, Oriol Vinyals, Ilya Sutskever, David Sussillo, Samy Bengio",December 2016,Neurips 2016
2706,Learning to Poke by Poking: Experiential Learning of Intuitive Physics,"Pulkit Agrawal, Ashvin V. Nair, Pieter Abbeel, Jitendra Malik, Sergey Levine",December 2016,Neurips 2016
2707,Learning Deep Parsimonious Representations,"Renjie Liao, Alex Schwing, Richard Zemel, Raquel Urtasun",December 2016,Neurips 2016
2708,Only H is left: Near-tight Episodic PAC RL,,December 2016,Neurips 2016
2709,"Wider and Deeper, Cheaper and Faster: Tensorized LSTMs for Sequence Learning","Zhen He, Shaobing Gao, Liang Xiao, Daxue Liu, Hangen He, David Barber",December 2017,Neurips 2017
2710,Concentration of Multilinear Functions of the Ising Model with Applications to Network Data,"Constantinos Daskalakis, Nishanth Dikkala, Gautam Kamath",December 2017,Neurips 2017
2711,Deep Subspace Clustering Networks,"Pan Ji, Tong Zhang, Hongdong Li, Mathieu Salzmann, Ian Reid",December 2017,Neurips 2017
2712,Attentional Pooling for Action Recognition,"Rohit Girdhar, Deva Ramanan",December 2017,Neurips 2017
2713,On the Consistency of Quick Shift,Heinrich Jiang,December 2017,Neurips 2017
2714,Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization,"Fabian Pedregosa, Rmi Leblond, Simon Lacoste-Julien",December 2017,Neurips 2017
2715,Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis,"Jian Zhao, Lin Xiong, Panasonic Karlekar Jayashree, Jianshu Li, Fang Zhao, Zhecan Wang, Panasonic Sugiri Pranata, Panasonic Shengmei Shen, Shuicheng Yan, Jiashi Feng",December 2017,Neurips 2017
2716,Dilated Recurrent Neural Networks,"Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang",December 2017,Neurips 2017
2717,"Hunt For The Unique, Stable, Sparse And Fast Feature Learning On Graphs","Saurabh Verma, Zhi-Li Zhang",December 2017,Neurips 2017
2718,Scalable Generalized Linear Bandits: Online Computation and Hashing,"Kwang-Sung Jun, Aniruddha Bhargava, Robert Nowak, Rebecca Willett",December 2017,Neurips 2017
2719,Probabilistic Models for Integration Error in the Assessment of Functional Cardiac Models,"Chris Oates, Steven Niederer, Angela Lee, Franois-Xavier Briol, Mark Girolami",December 2017,Neurips 2017
2720,Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent,"Peva Blanchard, El Mahdi El Mhamdi, Rachid Guerraoui, Julien Stainer",December 2017,Neurips 2017
2721,Dynamic Safe Interruptibility for Decentralized Multi-Agent Reinforcement Learning,"El Mahdi El Mhamdi, Rachid Guerraoui, Hadrien Hendrikx, Alexandre Maurer",December 2017,Neurips 2017
2722,Interactive Submodular Bandit,"Lin Chen, Andreas Krause, Amin Karbasi",December 2017,Neurips 2017
2723,Learning to See Physics via Visual De-animation,"Jiajun Wu, Erika Lu, Pushmeet Kohli, Bill Freeman, Josh Tenenbaum",December 2017,Neurips 2017
2724,Label Efficient Learning of Transferable Representations acrosss Domains and Tasks,"Zelun Luo, Yuliang Zou, Judy Hoffman, Li F. Fei-Fei",December 2017,Neurips 2017
2725,Decoding with Value Networks for Neural Machine Translation,"Di He, Hanqing Lu, Yingce Xia, Tao Qin, Liwei Wang, Tie-Yan Liu",December 2017,Neurips 2017
2726,Parametric Simplex Method for Sparse Learning,"Haotian Pang, Han Liu, Robert J. Vanderbei, Tuo Zhao",December 2017,Neurips 2017
2727,Group Sparse Additive Machine,"Hong Chen, Xiaoqian Wang, Cheng Deng, Heng Huang",December 2017,Neurips 2017
2728,Uprooting and Rerooting Higher-Order Graphical Models,"Mark Rowland, Adrian Weller",December 2017,Neurips 2017
2729,The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings,"Krzysztof M. Choromanski, Mark Rowland, Adrian Weller",December 2017,Neurips 2017
2730,From Parity to Preference-based Notions of Fairness in Classification,"Muhammad Bilal Zafar, Isabel Valera, Manuel Rodriguez, Krishna Gummadi, Adrian Weller",December 2017,Neurips 2017
2731,Inferring Generative Model Structure with Static Analysis,"Paroma Varma, Bryan D. He, Payal Bajaj, Nishith Khandwala, Imon Banerjee, Daniel Rubin, Christopher R",December 2017,Neurips 2017
2732,Structured Embedding Models for Grouped Data,"Maja Rudolph, Francisco Ruiz, Susan Athey, David Blei",December 2017,Neurips 2017
2733,A Linear-Time Kernel Goodness-of-Fit Test,"Wittawat Jitkrittum, Wenkai Xu, Zoltan Szabo, Kenji Fukumizu, Arthur Gretton",December 2017,Neurips 2017
2734,Cortical microcircuits as gated-recurrent neural networks,"Rui Costa, Ioannis Alexandros Assael, Brendan Shillingford, Nando de Freitas, TIm Vogels",December 2017,Neurips 2017
2735,k-Support and Ordered Weighted Sparsity for Overlapping Groups: Hardness and Algorithms,"Cong Han Lim, Stephen Wright",December 2017,Neurips 2017
2736,A simple model of recognition and recall memory,"Nisheeth Srivastava, Edward Vul",December 2017,Neurips 2017
2737,On Structured Prediction Theory with Calibrated Convex Surrogate Losses,"Anton Osokin, Francis Bach, Simon Lacoste-Julien",December 2017,Neurips 2017
2738,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model,"Jiasen Lu, Anitha Kannan, Jianwei Yang, Devi Parikh, Dhruv Batra",December 2017,Neurips 2017
2739,MaskRNN: Instance Level Video Object Segmentation,"Yuan-Ting Hu, Jia-Bin Huang, Alexander Schwing",December 2017,Neurips 2017
2740,Gated Recurrent Convolution Neural Network for OCR,"Jianfeng Wang, Xiaolin Hu",December 2017,Neurips 2017
2741,Towards Accurate Binary Convolutional Neural Network,"Xiaofan Lin, Cong Zhao, Wei Pan",December 2017,Neurips 2017
2742,Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks,"Wei-Sheng Lai, Jia-Bin Huang, Ming-Hsuan Yang",December 2017,Neurips 2017
2743,Learning a Multi-View Stereo Machine,"Abhishek Kar, Christian Hne, Jitendra Malik",December 2017,Neurips 2017
2744,Phase Transitions in the Pooled Data Problem,"Jonathan Scarlett, Volkan Cevher",December 2017,Neurips 2017
2745,Universal Style Transfer via Feature Transforms,"Yijun Li, Chen Fang, Jimei Yang, Zhaowen Wang, Xin Lu, Ming-Hsuan Yang",December 2017,Neurips 2017
2746,On the Model Shrinkage Effect of Gamma Process Edge Partition Models,"Iku Ohama, Issei Sato, Takuya Kida, Hiroki Arimura",December 2017,Neurips 2017
2747,Pose Guided Person Image Generation,"Liqian Ma, Xu Jia, Qianru Sun, Bernt Schiele, Tinne Tuytelaars, Luc Van Gool",December 2017,Neurips 2017
2748,Inference in Graphical Models via Semidefinite Programming Hierarchies,"Murat A. Erdogdu, Yash Deshpande, Andrea Montanari",December 2017,Neurips 2017
2749,Variable Importance Using Decision Trees,"Jalil Kazemitabar, Arash Amini, Adam Bloniarz, Ameet S. Talwalkar",December 2017,Neurips 2017
2750,Preventing Gradient Explosions in Gated Recurrent Units,"Sekitoshi Kanai, Yasuhiro Fujiwara, Sotetsu Iwamura",December 2017,Neurips 2017
2751,On the Power of Truncated SVD for General High-rank Matrix Estimation Problems,"Simon S. Du, Yining Wang, Aarti Singh",December 2017,Neurips 2017
2752,f-GANs in an Information Geometric Nutshell,"Richard Nock, Zac Cranko, Aditya K. Menon, Lizhen Qu, Robert C. Williamson",December 2017,Neurips 2017
2753,Toward Multimodal Image-to-Image Translation,"Jun-Yan Zhu, Richard Zhang, Deepak Pathak, Trevor Darrell, Alexei A. Efros, Oliver Wang, Eli Shechtman",December 2017,Neurips 2017
2754,Mixture-Rank Matrix Approximation for Collaborative Filtering,"Dongsheng Li, Chao Chen, Wei Liu, Tun Lu, Ning Gu, Stephen Chu",December 2017,Neurips 2017
2755,Continuous DR-submodular Maximization: Structure and Algorithms,"An Bian, Kfir Levy, Andreas Krause, Joachim M. Buhmann",December 2017,Neurips 2017
2756,Learning with Average Top-k Loss,"Yanbo Fan, Siwei Lyu, Yiming Ying, Baogang Hu",December 2017,Neurips 2017
2757,Learning multiple visual domains with residual adapters,"Sylvestre-Alvise Rebuffi, Hakan Bilen, Andrea Vedaldi",December 2017,Neurips 2017
2758,"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions",Ryan J. Tibshirani,December 2017,Neurips 2017
2759,Learning Spherical Convolution for Fast Features from 360 Imagery,"Yu-Chuan Su, Kristen Grauman",December 2017,Neurips 2017
2760,MarrNet: 3D Shape Reconstruction via 2.5D Sketches,"Jiajun Wu, Yifan Wang, Tianfan Xue, Xingyuan Sun, Bill Freeman, Josh Tenenbaum",December 2017,Neurips 2017
2761,Multimodal Learning and Reasoning for Visual Question Answering,"Ilija Ilievski, Jiashi Feng",December 2017,Neurips 2017
2762,Adversarial Surrogate Losses for Ordinal Regression,"Rizal Fathony, Mohammad Ali Bashiri, Brian Ziebart",December 2017,Neurips 2017
2763,Hypothesis Transfer Learning via Transformation Functions,"Simon S. Du, Jayanth Koushik, Aarti Singh, Barnabas Poczos",December 2017,Neurips 2017
2764,Controllable Invariance through Adversarial Feature Learning,"Qizhe Xie, Zihang Dai, Yulun Du, Eduard Hovy, Graham Neubig",December 2017,Neurips 2017
2765,Convergence Analysis of Two-layer Neural Networks with ReLU Activation,"Yuanzhi Li, Yang Yuan",December 2017,Neurips 2017
2766,Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization,"Tomoya Murata, Taiji Suzuki",December 2017,Neurips 2017
2767,Langevin Dynamics with Continuous Tempering for Training Deep Neural Networks,"Nanyang Ye, Zhanxing Zhu, Rafal Mantiuk",December 2017,Neurips 2017
2768,Efficient Online Linear Optimization with Approximation Algorithms,Dan Garber,December 2017,Neurips 2017
2769,Geometric Descent Method for Convex Composite Minimization,"Shixiang Chen, Shiqian Ma, Wei Liu",December 2017,Neurips 2017
2770,Diffusion Approximations for Online Principal Component Estimation and Global Convergence,"Chris Junchi Li, Mengdi Wang, Han Liu, Tong Zhang",December 2017,Neurips 2017
2771,Avoiding Discrimination through Causal Reasoning,"Niki Kilbertus, Mateo Rojas Carulla, Giambattista Parascandolo, Moritz Hardt, Dominik Janzing, Bernhard Schlkopf",December 2017,Neurips 2017
2772,Nonparametric Online Regression while Learning the Metric,"Ilja Kuzborskij, Nicol Cesa-Bianchi",December 2017,Neurips 2017
2773,Recycling Privileged Learning and Distribution Matching for Fairness,"Novi Quadrianto, Viktoriia Sharmanska",December 2017,Neurips 2017
2774,Safe and Nested Subgame Solving for Imperfect-Information Games,"Noam Brown, Tuomas Sandholm",December 2017,Neurips 2017
2775,Unsupervised Image-to-Image Translation Networks,"Ming-Yu Liu, Thomas Breuel, Jan Kautz",December 2017,Neurips 2017
2776,Coded Distributed Computing for Inverse Problems,"Yaoqing Yang, Pulkit Grover, Soummya Kar",December 2017,Neurips 2017
2777,A Screening Rule for l1-Regularized Ising Model Estimation,"Zhaobin Kuang, Sinong Geng, David Page",December 2017,Neurips 2017
2778,Improved Dynamic Regret for Non-degenerate Functions,"Lijun Zhang, Tianbao Yang, Jinfeng Yi, Jing Rong, Zhi-Hua Zhou",December 2017,Neurips 2017
2779,Learning Efficient Object Detection Models with Knowledge Distillation,"Guobin Chen, Wongun Choi, Xiang Yu, Tony Han, Manmohan Chandraker",December 2017,Neurips 2017
2780,One-Sided Unsupervised Domain Mapping,"Sagie Benaim, Lior Wolf",December 2017,Neurips 2017
2781,Deep Mean-Shift Priors for Image Restoration,"Siavash Arjomand Bigdeli, Matthias Zwicker, Paolo Favaro, Meiguang Jin",December 2017,Neurips 2017
2782,Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees,"Francesco Locatello, Michael Tschannen, Gunnar Raetsch, Martin Jaggi",December 2017,Neurips 2017
2783,A New Theory for Matrix Completion,"Guangcan Liu, Qingshan Liu, Xiaotong Yuan",December 2017,Neurips 2017
2784,Robust Hypothesis Test for Nonlinear Effect with Gaussian Processes,"Jeremiah Liu, Brent Coull",December 2017,Neurips 2017
2785,Lower bounds on the robustness to adversarial perturbations,"Jonathan Peck, Joris Roels, Bart Goossens, Yvan Saeys",December 2017,Neurips 2017
2786,Minimizing a Submodular Function from Samples,"Eric Balkanski, Yaron Singer",December 2017,Neurips 2017
2787,Introspective Classification with Convolutional Nets,"Long Jin, Justin Lazarow, Zhuowen Tu",December 2017,Neurips 2017
2788,Label Distribution Learning Forests,"Wei Shen, KAI ZHAO, Yilu Guo, Alan L. Yuille",December 2017,Neurips 2017
2789,Unsupervised learning of object frames by dense equivariant image labelling,"James Thewlis, Hakan Bilen, Andrea Vedaldi",December 2017,Neurips 2017
2790,Compression-aware Training of Deep Networks,"Jose M. Alvarez, Mathieu Salzmann",December 2017,Neurips 2017
2791,Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces,"Daniel Milstein, Jason Pacheco, Leigh Hochberg, John D. Simeral, Beata Jarosiewicz, Erik Sudderth",December 2017,Neurips 2017
2792,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs,"Yunbo Wang, Mingsheng Long, Jianmin Wang, Zhifeng Gao, Philip S. Yu",December 2017,Neurips 2017
2793,Detrended Partial Cross Correlation for Brain Connectivity Analysis,"Jaime Ide, Fbio Cappabianco, Fabio Faria, Chiang-shan R. Li",December 2017,Neurips 2017
2794,Contrastive Learning for Image Captioning,"Bo Dai, Dahua Lin",December 2017,Neurips 2017
2795,Safe Model-based Reinforcement Learning with Stability Guarantees,"Felix Berkenkamp, Matteo Turchetta, Angela Schoellig, Andreas Krause",December 2017,Neurips 2017
2796,Online multiclass boosting,"Young Hun Jung, Jack Goetz, Ambuj Tewari",December 2017,Neurips 2017
2797,Matching on Balanced Nonlinear Representations for Treatment Effects Estimation,"Sheng Li, Yun Fu",December 2017,Neurips 2017
2798,Learning Overcomplete HMMs,"Vatsal Sharan, Sham M. Kakade, Percy S. Liang, Gregory Valiant",December 2017,Neurips 2017
2799,GP CaKe: Effective brain connectivity with causal kernels,"Luca Ambrogioni, Max Hinne, Marcel Van Gerven, Eric Maris",December 2017,Neurips 2017
2800,"Decoupling ""when to update"" from ""how to update""","Eran Malach, Shai Shalev-Shwartz",December 2017,Neurips 2017
2801,Self-Normalizing Neural Networks,"Gnter Klambauer, Thomas Unterthiner, Andreas Mayr, Sepp Hochreiter",December 2017,Neurips 2017
2802,Learning to Pivot with Adversarial Networks,"Gilles Louppe, Michael Kagan, Kyle Cranmer",December 2017,Neurips 2017
2803,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions,"Kristof Schtt, Pieter-Jan Kindermans, Huziel Enoc Sauceda Felix, Stefan Chmiela, Alexandre Tkatchenko, Klaus-Robert Mller",December 2017,Neurips 2017
