ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
3079,1314,,Auto-JacoBin: Auto-encoder Jacobian Binary Hashing,Analyzing the Harmonic Structure in Graph-Based Learning,"Xiping Fu, Brendan McCane, Steven Mills, Michael Albert, Lech Szymanski","Xiao-Ming Wu, Zhenguo Li, Shih-Fu Chang"
1058,1699,,Inverse Moment Methods for Sufficient Forecasting using High-Dimensional Predictors,Distributed Bayesian Posterior Sampling via Moment Sharing,"Wei Luo, Lingzhou Xue, Jiawei Yao","Minjie Xu, Balaji Lakshminarayanan, Yee Whye Teh, Jun Zhu, Bo Zhang"
3425,1538,,Efficient GAN-Based Anomaly Detection,Probabilistic Differential Dynamic Programming,"Houssam Zenati, Chuan Sheng Foo, Bruno Lecouat, Gaurav Manek, Vijay Ramaseshan Chandrasekhar","Yunpeng Pan, Evangelos Theodorou"
1174,3704,,Adversarial Active Learning for Deep Networks: a Margin Based Approach,Step Size Matters in Deep Learning,"Melanie Ducoffe, Frederic Precioso","Kamil Nar, Shankar Sastry"
20,1804,,Subspace Network: Deep Multi-Task Censored Regression for Modeling Neurodegenerative Diseases,Online Rank Elicitation for Plackett-Luce: A Dueling Bandits Approach,"Mengying Sun, Inci M. Baytas, Liang Zhan, Zhangyang Wang, Jiayu Zhou","Balzs Szrnyi, Rbert Busa-Fekete, Adil Paul, Eyke Hllermeier"
453,1966,,Single Shot Active Learning using Pseudo Annotators,b-bit Marginal Regression,"Yazhou Yang, Marco Loog","Martin Slawski, Ping Li"
3056,3596,,Classifying Documents within Multiple Hierarchical Datasets using Multi-Task Learning,BourGAN: Generative Networks with Metric Embeddings,"Azad Naik, Anveshi Charuvaka, Huzefa Rangwala","Chang Xiao, Peilin Zhong, Changxi Zheng"
1386,4115,,Semantic Classification of Tabular Datasets via Character-Level Convolutional Neural Networks,RenderNet: A deep convolutional network for differentiable rendering from 3D shapes,"Paul Azunre, Craig Corcoran, Numa Dhamani, Jeffrey Gleason, Garrett Honke, David Sullivan, Rebecca Ruppel, Sandeep Verma, Jonathon Morgan","Thu H. Nguyen-Phuoc, Chuan Li, Stephen Balaban, Yongliang Yang"
2085,1037,,A Complex Networks Approach for Data Clustering,Prior-free and prior-dependent regret bounds for Thompson Sampling,"Francisco A. Rodrigues, Guilherme Ferraz de Arruda, Luciano da Fontoura Costa","Sebastien Bubeck, Che-Yu Liu"
2056,826,,Effective Bayesian Modeling of Groups of Related Count Time Series,Bayesian nonparametric models for bipartite graphs,Nicolas Chapados,Francois Caron
345,1549,,Learning Multiscale Features Directly From Waveforms,QUIC & DIRTY: A Quadratic Approximation Approach for Dirty Statistical Models,"Zhenyao Zhu, Jesse H. Engel, Awni Hannun","Cho-Jui Hsieh, Inderjit S. Dhillon, Pradeep K. Ravikumar, Stephen Becker, Peder A. Olsen"
1317,3100,,The Least Wrong Model Is Not in the Data,Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation,Oscar Stiffelman,"Shinji Ito, Daisuke Hatano, Hanna Sumita, Akihiro Yabe, Takuro Fukunaga, Naonori Kakimura, Ken-Ichi Kawarabayashi"
1269,469,,Global Fitting of the Response Surface via Estimating Multiple Contours of a Simulator,The Fast Convergence of Boosting,"Feng Yang, C. Devon Lin, Pritam Ranjan",Matus J. Telgarsky
2334,1037,,Learn to Combine Modalities in Multimodal Deep Learning,Prior-free and prior-dependent regret bounds for Thompson Sampling,"Kuan Liu, Yanen Li, Ning Xu, Prem Natarajan","Sebastien Bubeck, Che-Yu Liu"
298,3587,,NIPS 2016 Tutorial: Generative Adversarial Networks,Dual Principal Component Pursuit: Improved Analysis and Efficient Algorithms,Ian Goodfellow,"Zhihui Zhu, Yifan Wang, Daniel Robinson, Daniel Naiman, Rene Vidal, Manolis Tsakiris"
3952,707,,Approximating Continuous Functions by ReLU Nets of Minimal Width,Mirror Descent Meets Fixed Share (and feels no regret),"Boris Hanin, Mark Sellke","Nicol Cesa-bianchi, Pierre Gaillard, Gabor Lugosi, Gilles Stoltz"
1284,3170,,Performance Analysis and Dynamic Evolution of Deep Convolutional Neural Network for Nonlinear Inverse Scattering,Working hard to know your neighbor's margins: Local descriptor learning loss,"Lianlin Li, Long Gang Wang, Fernando L. Teixeira","Anastasiia Mishchuk, Dmytro Mishkin, Filip Radenovic, Jiri Matas"
299,2576,,Self-Paced Multi-Task Learning,Cooperative Inverse Reinforcement Learning,"Changsheng Li, Junchi Yan, Fan Wei, Weishan Dong, Qingshan Liu, Hongyuan Zha","Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan"
2587,2216,,How Robust are Deep Neural Networks?,Barzilai-Borwein Step Size for Stochastic Gradient Descent,"Biswa Sengupta, Karl J. Friston","Conghui Tan, Shiqian Ma, Yu-Hong Dai, Yuqiu Qian"
2413,2669,,Generative Adversarial Network with Multi-Branch Discriminator for Cross-Species Image-to-Image Translation,Algorithms and matching lower bounds for approximately-convex optimization,"Ziqiang Zheng, Zhibin Yu, Haiyong Zheng, Yang Wu, Bing Zheng, Ping Lin","Andrej Risteski, Yuanzhi Li"
2430,964,,A Probabilistic $\ell_1$ Method for Clustering High Dimensional Data,Cardinality Restricted Boltzmann Machines,"Tsvetan Asamov, Adi Ben-Israel","Kevin Swersky, Ilya Sutskever, Daniel Tarlow, Richard S. Zemel, Ruslan R. Salakhutdinov, Ryan P. Adams"
855,4225,,Online Structured Laplace Approximations For Overcoming Catastrophic Forgetting,Learning Safe Policies with Expert Guidance,"Hippolyt Ritter, Aleksandar Botev, David Barber","Jessie Huang, Fa Wu, Doina Precup, Yang Cai"
3265,2626,,Scalable Twin Neural Networks for Classification of Unbalanced Data,beta-risk: a New Surrogate Risk for Learning from Weakly Labeled Data," Jayadeva, Himanshu Pant, Sumit Soman, Mayank Sharma","Valentina Zantedeschi, Rmi Emonet, Marc Sebban"
3669,1751,,Retrieval of Experiments by Efficient Estimation of Marginal Likelihood,Galileo: Perceiving Physical Object Properties by Integrating a Physics Engine with Deep Learning,"Sohan Seth, John Shawe-Taylor, Samuel Kaski","Jiajun Wu, Ilker Yildirim, Joseph J. Lim, Bill Freeman, Josh Tenenbaum"
489,3042,,Probabilistic Neural Architecture Search,Model-based Bayesian inference of neural activity and connectivity from all-optical interrogation of a neural circuit,"Francesco Paolo Casale, Jonathan Gordon, Nicolo Fusi","Laurence Aitchison, Lloyd Russell, Adam M. Packer, Jinyao Yan, Philippe Castonguay, Michael Hausser, Srinivas C. Turaga"
592,1289,,Walk-Steered Convolution for Graph Classification,Linear decision rule as aspiration for simple decision heuristics,"Jiatao Jiang, Zhen Cui, Chunyan Xu, Chengzheng Li, Jian Yang",zgr imek
930,1896,,$?^3$-IRT: A New Item Response Model and its Applications,Probabilistic Variational Bounds for Graphical Models,"Yu Chen, Telmo Silva Filho, Ricardo B. C. Prudncio, Tom Diethe, Peter Flach","Qiang Liu, John W. Fisher III, Alexander T. Ihler"
874,2802,,Learning Compact Recurrent Neural Networks with Block-Term Tensor Decomposition,Learning to Pivot with Adversarial Networks,"Jinmian Ye, Linnan Wang, Guangxi Li, Di Chen, Shandian Zhe, Xinqi Chu, Zenglin Xu","Gilles Louppe, Michael Kagan, Kyle Cranmer"
2835,883,,Bayesian Discovery of Linear Acyclic Causal Models,Minimization of Continuous Bethe Approximations: A Positive Variation,"Patrik O. Hoyer, Antti Hyttinen","Jason Pacheco, Erik B. Sudderth"
573,849,,Deep Clustering and Conventional Networks for Music Separation: Stronger Together,Online L1-Dictionary Learning with Application to Novel Document Detection,"Yi Luo, Zhuo Chen, John R. Hershey, Jonathan Le Roux, Nima Mesgarani","Shiva P. Kasiviswanathan, Huahua Wang, Arindam Banerjee, Prem Melville"
707,1431,,Optimization of the Area Under the ROC Curve using Neural Network Supervectors for Text-Dependent Speaker Verification,Scalable Methods for Nonnegative Matrix Factorizations of Near-separable Tall-and-skinny Matrices,"Victoria Mingote, Antonio Miguel, Alfonso Ortega, Eduardo Lleida","Austin R. Benson, Jason D. Lee, Bartek Rajwa, David F. Gleich"
3031,14,,"Multiple testing, uncertainty and realistic pictures",A Bayesian Approach to Concept Drift,"Mikhail A. Langovoy, Olaf Wittich","Stephen Bach, Mark Maloof"
1225,3563,,Neural Tensor Factorization,Precision and Recall for Time Series,"Xian Wu, Baoxu Shi, Yuxiao Dong, Chao Huang, Nitesh Chawla","Nesime Tatbul, Tae Jun Lee, Stan Zdonik, Mejbah Alam, Justin Gottschlich"
3846,4175,,Import2vec - Learning Embeddings for Software Libraries,A convex program for bilinear inversion of sparse vectors,"Bart Theeten, Frederik Vandeputte, Tom Van Cutsem","Alireza Aghasi, Ali Ahmed, Paul Hand, Babhru Joshi"
2209,3914,,On the Approximation Properties of Neural Networks,Learning convex polytopes with margin,"Jonathan W. Siegel, Jinchao Xu","Lee-Ad Gottlieb, Eran Kaufman, Aryeh Kontorovich, Gabriel Nivasch"
3044,538,,A Semantic Matching Energy Function for Learning with Multi-relational Data,A Brain-Machine Interface Operating with a Real-Time Spiking Neural Network Control Algorithm,"Xavier Glorot, Antoine Bordes, Jason Weston, Yoshua Bengio","Julie Dethier, Paul Nuyujukian, Chris Eliasmith, Terrence C. Stewart, Shauki A. Elasaad, Krishna V. Shenoy, Kwabena A. Boahen"
1643,3185,,Trajectory Clustering and an Application to Airspace Monitoring,Q-LDA: Uncovering Latent Patterns in Text-based Sequential Decision Processes,"Maxime Gariel, Ashok N. Srivastava, Eric Feron","Jianshu Chen, Chong Wang, Lin Xiao, Ji He, Lihong Li, Li Deng"
888,184,,Multi-Objective Non-parametric Sequential Prediction,Natural Policy Gradient Methods with Parameter-based Exploration for Control Tasks,"Guy Uziel, Ran El-Yaniv","Atsushi Miyamae, Yuichi Nagata, Isao Ono, Shigenobu Kobayashi"
1903,341,,Sampling-based Gradient Regularization for Capturing Long-Term Dependencies in Recurrent Neural Networks,Object Detection with Grammar Models,"Artem Chernodub, Dimitri Nowicki","Ross B. Girshick, Pedro F. Felzenszwalb, David A. McAllester"
1202,960,,Learning from Noisy Labels with Distillation,Tight Bounds on Profile Redundancy and Distinguishability,"Yuncheng Li, Jianchao Yang, Yale Song, Liangliang Cao, Jiebo Luo, Li-Jia Li","Jayadev Acharya, Hirakendu Das, Alon Orlitsky"
2627,3878,,LabelBank: Revisiting Global Perspectives for Semantic Segmentation,Sample Efficient Stochastic Gradient Iterative Hard Thresholding Method for Stochastic Sparse Linear Regression with Limited Attribute Observation,"Hexiang Hu, Zhiwei Deng, Guang-Tong Zhou, Fei Sha, Greg Mori","Tomoya Murata, Taiji Suzuki"
2717,2215,,Quantum-chemical insights from interpretable atomistic neural networks,A Simple Practical Accelerated Method for Finite Sums,"Kristof T. Schtt, Michael Gastegger, Alexandre Tkatchenko, Klaus-Robert Mller",Aaron Defazio
1812,3083,,Transferable Pedestrian Motion Prediction Models at Intersections,Variational Memory Addressing in Generative Models,"Macheng Shen, Golnaz Habibi, Jonathan P. How","Jrg Bornschein, Andriy Mnih, Daniel Zoran, Danilo Jimenez Rezende"
2230,1571,,Fast inference of deep neural networks in FPGAs for particle physics,Recurrent Models of Visual Attention,"Javier Duarte, Song Han, Philip Harris, Sergo Jindariani, Edward Kreinar, Benjamin Kreis, Jennifer Ngadiuba, Maurizio Pierini, Ryan Rivera, Nhan Tran, Zhenbin Wu","Volodymyr Mnih, Nicolas Heess, Alex Graves, koray kavukcuoglu"
748,980,,Machine Learning Accelerated Likelihood-Free Event Reconstruction in Dark Matter Direct Detection,Robust Multimodal Graph Matching: Sparse Coding Meets Graph Matching,"U. Simola, B. Pelssers, D. Barge, J. Conrad, J. Corander","Marcelo Fiori, Pablo Sprechmann, Joshua Vogelstein, Pablo Muse, Guillermo Sapiro"
2,739,,Adversarially Trained Model Compression: When Robustness Meets Efficiency,How Prior Probability Influences Decision Making: A Unifying Probabilistic Model,"Shupeng Gui, Haotao Wang, Chen Yu, Haichuan Yang, Zhangyang Wang, Ji Liu","Yanping Huang, Timothy Hanks, Mike Shadlen, Abram L. Friesen, Rajesh P. Rao"
45,176,,Deep Neural Nets with Interpolating Function as Output Activation,Why are some word orders more common than others? A uniform information density account,"Bao Wang, Xiyang Luo, Zhen Li, Wei Zhu, Zuoqiang Shi, Stanley J. Osher","Luke Maurits, Dan Navarro, Amy Perfors"
2022,1690,,Feature Selection for Microarray Gene Expression Data using Simulated Annealing guided by the Multivariate Joint Entropy,Convex Deep Learning via Normalized Kernels,"Fernando Gonzlez, Llus A. Belanche","zlem Aslan, Xinhua Zhang, Dale Schuurmans"
2447,2838,,Uncertainty-Aware Imitation Learning using Kernelized Movement Primitives,Deanonymization in the Bitcoin P2P Network,"Joo Silvrio, Yanlong Huang, Fares J. Abu-Dakka, Leonel Rozo, Darwin G. Caldwell","Giulia Fanti, Pramod Viswanath"
214,3290,,Active Learning for High-Dimensional Binary Features,SVCCA: Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability,"Ali Vahdat, Mouloud Belbahri, Vahid Partovi Nia","Maithra Raghu, Justin Gilmer, Jason Yosinski, Jascha Sohl-Dickstein"
2249,2334,,Conditional Noise-Contrastive Estimation of Unnormalised Models,Consistent Kernel Mean Estimation for Functions of Random Variables,"Ciwan Ceylan, Michael U. Gutmann","Carl-Johann Simon-Gabriel, Adam Scibior, Ilya O. Tolstikhin, Bernhard Schlkopf"
3494,1491,,Generative Adversarial Nets for Information Retrieval: Fundamentals and Advances,Spectral Methods for Indian Buffet Process Inference,Weinan Zhang,"Hsiao-Yu Tung, Alexander J. Smola"
725,1261,,Analysis on the Nonlinear Dynamics of Deep Neural Networks: Topological Entropy and Chaos,A Stability-based Validation Procedure for Differentially Private Machine Learning,Husheng Li,"Kamalika Chaudhuri, Staal A. Vinterbo"
304,440,,Informed Machine Learning - Towards a Taxonomy of Explicit Integration of Knowledge into Machine Learning,Boosting with Maximum Adaptive Sampling,"Laura von Rueden, Sebastian Mayer, Jochen Garcke, Christian Bauckhage, Jannis Schuecker","Charles Dubout, Francois Fleuret"
3126,965,,Randomized Robust Subspace Recovery for High Dimensional Data Matrices,Generalization Bounds for Domain Adaptation,"Mostafa Rahmani, George Atia","Chao Zhang, Lei Zhang, Jieping Ye"
3518,454,,Online learning over a finite action set with limited switching,Convergence Rates of Inexact Proximal-Gradient Methods for Convex Optimization,"Jason Altschuler, Kunal Talwar","Mark Schmidt, Nicolas L. Roux, Francis R. Bach"
3912,107,,DASA: Domain Adaptation in Stacked Autoencoders using Systematic Dropout,A Dirty Model for Multi-task Learning,"Abhijit Guha Roy, Debdoot Sheet","Ali Jalali, Sujay Sanghavi, Chao Ruan, Pradeep K. Ravikumar"
1401,3058,,Coordinated Online Learning With Applications to Learning User Preferences,On the Optimization Landscape of Tensor Decompositions,"Christoph Hirnschall, Adish Singla, Sebastian Tschiatschek, Andreas Krause","Rong Ge, Tengyu Ma"
1070,2920,,Logarithmic Regret for parameter-free Online Logistic Regression,Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe,"Joseph De Vilmarest, Olivier Wintenberger","Quentin Berthet, Vianney Perchet"
3051,1823,,Clinical Concept Embeddings Learned from Massive Sources of Multimodal Medical Data,Fast Randomized Kernel Ridge Regression with Statistical Guarantees,"Andrew L. Beam, Benjamin Kompa, Inbar Fried, Nathan P. Palmer, Xu Shi, Tianxi Cai, Isaac S. Kohane","Ahmed Alaoui, Michael W. Mahoney"
3232,3865,,GANAX: A Unified MIMD-SIMD Acceleration for Generative Adversarial Networks,Why so gloomy? A Bayesian explanation of human pessimism bias in the multi-armed bandit task,"Amir Yazdanbakhsh, Hajar Falahati, Philip J. Wolfe, Kambiz Samadi, Nam Sung Kim, Hadi Esmaeilzadeh","Dalin Guo, Angela J. Yu"
33,2720,,Adaptive stochastic gradient algorithms on Riemannian manifolds,Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent,"Hiroyuki Kasai, Pratik Jawanpuria, Bamdev Mishra","Peva Blanchard, El Mahdi El Mhamdi, Rachid Guerraoui, Julien Stainer"
2925,1083,,A probabilistic estimation and prediction technique for dynamic continuous social science models: The evolution of the attitude of the Basque Country population towards ETA as a case study,First-order Decomposition Trees,"Juan-Carlos Corts, Francisco-J. Santonja, Ana-C. Tarazona, Rafael-J. Villanueva, Javier Villanueva-Oller","Nima Taghipour, Jesse Davis, Hendrik Blockeel"
1511,1709,,Learning protein sequence embeddings using information from structure,Consistency of weighted majority votes,"Tristan Bepler, Bonnie Berger","Daniel Berend, Aryeh Kontorovich"
390,3346,,An SIR Graph Growth Model for the Epidemics of Communicable Diseases,Few-Shot Adversarial Domain Adaptation,"Charanpal Dhanjal, Stphan Clmenon","Saeid Motiian, Quinn Jones, Seyed Iranmanesh, Gianfranco Doretto"
2175,484,,Stochastic bandits robust to adversarial corruptions,Advice Refinement in Knowledge-Based SVMs,"Thodoris Lykouris, Vahab Mirrokni, Renato Paes Leme","Gautam Kunapuli, Richard Maclin, Jude W. Shavlik"
1778,1445,,Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent,Learning Neural Network Policies with Guided Policy Search under Unknown Dynamics,"Jaehoon Lee, Lechao Xiao, Samuel S. Schoenholz, Yasaman Bahri, Jascha Sohl-Dickstein, Jeffrey Pennington","Sergey Levine, Pieter Abbeel"
3094,2485,,A New Geometric Approach to Latent Topic Modeling and Discovery,On Robustness of Kernel Clustering,"Weicong Ding, Mohammad H. Rohban, Prakash Ishwar, Venkatesh Saligrama","Bowei Yan, Purnamrita Sarkar"
914,1506,,Gene selection with guided regularized random forest,Convex Optimization Procedure for Clustering: Theoretical Revisit,"Houtao Deng, George Runger","Changbo Zhu, Huan Xu, Chenlei Leng, Shuicheng Yan"
1839,2062,,Towards Building an Intelligent Anti-Malware System: A Deep Learning Approach using Support Vector Machine (SVM) for Malware Classification,Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff,Abien Fred Agarap,"Ofer Dekel, Ronen Eldan, Tomer Koren"
2250,62,,Autoregressive Convolutional Recurrent Neural Network for Univariate and Multivariate Time Series Prediction,Copula Bayesian Networks,"Matteo Maggiolo, Gerasimos Spanakis",Gal Elidan
3660,2486,,Fusion of ANN and SVM Classifiers for Network Attack Detection,High resolution neural connectivity from incomplete tracing data using nonnegative spline regression,"Takwa Omrani, Adel Dallali, Bilgacem Chibani Rhaimi, Jaouhar Fattahi","Kameron D. Harris, Stefan Mihalas, Eric Shea-Brown"
1743,989,,VISER: Visual Self-Regularization,Variational Policy Search via Trajectory Optimization,"Hamid Izadinia, Pierre Garrigues","Sergey Levine, Vladlen Koltun"
531,3663,,Label Stability in Multiple Instance Learning,When do random forests fail?,"Veronika Cheplygina, Lauge Srensen, David M. J. Tax, Marleen de Bruijne, Marco Loog","Cheng Tang, Damien Garreau, Ulrike von Luxburg"
3161,2532,,Information-Theoretic Bounds for Adaptive Sparse Recovery,"Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers","Cem Aksoylar, Venkatesh Saligrama","Veeranjaneyulu Sadhanala, Yu-Xiang Wang, Ryan J. Tibshirani"
3627,1326,,Low Rank Matrix Completion with Exponential Family Noise,Kernel Mean Estimation via Spectral Filtering,Jean Lafond,"Krikamol Muandet, Bharath Sriperumbudur, Bernhard Schlkopf"
3884,1932,,Engineering Safety in Machine Learning,Communication Complexity of Distributed Convex Learning and Optimization,Kush R. Varshney,"Yossi Arjevani, Ohad Shamir"
3157,505,,Incremental Majorization-Minimization Optimization with Application to Large-Scale Machine Learning,Efficient Offline Communication Policies for Factored Multiagent POMDPs,Julien Mairal,"Joo V. Messias, Matthijs Spaan, Pedro U. Lima"
2163,3280,,Fake News Detection via NLP is Vulnerable to Adversarial Attacks,Fader Networks:Manipulating Images by Sliding Attributes,"Zhixuan Zhou, Huankang Guan, Meghana Moorthy Bhat, Justin Hsu","Guillaume Lample, Neil Zeghidour, Nicolas Usunier, Antoine Bordes, Ludovic DENOYER, Marc'Aurelio Ranzato"
882,3719,,Efficiently Using Second Order Information in Large l1 Regularization Problems,Tight Bounds for Collaborative PAC Learning via Multiplicative Weights,"Xiaocheng Tang, Katya Scheinberg","Jiecao Chen, Qin Zhang, Yuan Zhou"
1564,1438,,Second-Order Optimization for Non-Convex Machine Learning: An Empirical Study,Constant Nullspace Strong Convexity and Fast Convergence of Proximal Methods under High-Dimensional Settings,"Peng Xu, Farbod Roosta-Khorasani, Michael W. Mahoney","Ian En-Hsu Yen, Cho-Jui Hsieh, Pradeep K. Ravikumar, Inderjit S. Dhillon"
3295,1275,,Machine learning method for single trajectory characterization,Optimizing Instructional Policies,"Gorka Muoz-Gil, Miguel Angel Garcia-March, Carlo Manzo, Jos D. Martn-Guerrero, Maciej Lewenstein","Robert V. Lindsey, Michael C. Mozer, William J. Huggins, Harold Pashler"
3723,1085,,Learning Mixtures of Bernoulli Templates by Two-Round EM with Performance Guarantee,Lasso Screening Rules via Dual Polytope Projection,"Adrian Barbu, Tianfu Wu, Ying Nian Wu","Jie Wang, Jiayu Zhou, Peter Wonka, Jieping Ye"
3608,3198,,Planning under risk and uncertainty based on Prospect-theoretic models,Regularizing Deep Neural Networks by Noise: Its Interpretation and Optimization,"Aamodh Suresh, Sonia Martinez","Hyeonwoo Noh, Tackgeun You, Jonghwan Mun, Bohyung Han"
3078,1493,,Inverse Reinforcement Learning with Gaussian Process,Top Rank Optimization in Linear Time,"Qifeng Qiao, Peter A. Beling","Nan Li, Rong Jin, Zhi-Hua Zhou"
3117,3230,,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems,Multi-View Decision Processes: The Helper-AI Problem,"Morteza Ibrahimi, Adel Javanmard, Benjamin Van Roy","Christos Dimitrakakis, David C. Parkes, Goran Radanovic, Paul Tylkin"
608,793,,Deep Multi-View Spatial-Temporal Network for Taxi Demand Prediction,Active Comparison of Prediction Models,"Huaxiu Yao, Fei Wu, Jintao Ke, Xianfeng Tang, Yitian Jia, Siyu Lu, Pinghua Gong, Jieping Ye, Zhenhui Li","Christoph Sawade, Niels Landwehr, Tobias Scheffer"
1755,3983,,Learning with Sets in Multiple Instance Regression Applied to Remote Sensing,Learning to Teach with Dynamic Loss Functions,Thomas Uriot,"Lijun Wu, Fei Tian, Yingce Xia, Yang Fan, Tao Qin, Lai Jian-Huang, Tie-Yan Liu"
3816,788,,"Clustering with t-SNE, provably",A lattice filter model of the visual pathway,"George C. Linderman, Stefan Steinerberger","Karol Gregor, Dmitri B. Chklovskii"
3015,4255,,Learning Latent Fractional dynamics with Unknown Unknowns,Deepcode: Feedback Codes via Deep Learning,"Gaurav Gupta, Sergio Pequito, Paul Bogdan","Hyeji Kim, Yihan Jiang, Sreeram Kannan, Sewoong Oh, Pramod Viswanath"
303,3077,,Improving Generalization and Stability of Generative Adversarial Networks,Dynamic Routing Between Capsules,"Hoang Thanh-Tung, Truyen Tran, Svetha Venkatesh","Sara Sabour, Nicholas Frosst, Geoffrey E. Hinton"
2061,1821,,"Distributed Machine Learning in Materials that Couple Sensing, Actuation, Computation and Communication",Subspace Clustering with Irrelevant Features via Robust Dantzig Selector,"Dana Hughes, Nikolaus Correll","Chao Qu, Huan Xu"
2851,3078,,Reconstructing Gaussian sources by spatial sampling,Incorporating Side Information by Adaptive Convolution,Vinay Praneeth Boda,"Di Kang, Debarun Dhar, Antoni Chan"
2773,3391,,Multiplayer Multi-armed Bandits for Optimal Assignment in Heterogeneous Networks,HOGWILD!-Gibbs can be PanAccurate,"Harshvardhan Tibrewal, Sravan Patchala, Manjesh K. Hanawal, Sumit J. Darak","Constantinos Daskalakis, Nishanth Dikkala, Siddhartha Jayanti"
743,1931,,Provably robust estimation of modulo 1 samples of a smooth function with applications to phase unwrapping,Inverse Reinforcement Learning with Locally Consistent Reward Functions,"Mihai Cucuringu, Hemant Tyagi","Quoc Phong Nguyen, Bryan Kian Hsiang Low, Patrick Jaillet"
1983,3333,,An Optimal Algorithm for Online Unconstrained Submodular Maximization,Protein Interface Prediction using Graph Convolutional Networks,"Tim Roughgarden, Joshua R. Wang","Alex Fout, Jonathon Byrd, Basir Shariat, Asa Ben-Hur"
170,1295,,Modeling Events with Cascades of Poisson Processes,Context-sensitive active sensing in humans,"Aleksandr Simma, Michael I. Jordan","Sheeraz Ahmad, He Huang, Angela J. Yu"
2085,4035,,A Complex Networks Approach for Data Clustering,Efficient online algorithms for fast-rate regret bounds under sparsity,"Francisco A. Rodrigues, Guilherme Ferraz de Arruda, Luciano da Fontoura Costa","Pierre Gaillard, Olivier Wintenberger"
419,81,,Fast ALS-based tensor factorization for context-aware recommendation from implicit feedback,"Humans Learn Using Manifolds, Reluctantly","Balzs Hidasi, Domonkos Tikk","Tim Rogers, Chuck Kalish, Joseph Harrison, Jerry Zhu, Bryan R. Gibson"
1278,2505,,Singular ridge regression with homoscedastic residuals: generalization error with estimated parameters,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks,"Lyudmila Grigoryeva, Juan-Pablo Ortega","Noah Apthorpe, Alexander Riordan, Robert Aguilar, Jan Homann, Yi Gu, David Tank, H. Sebastian Seung"
1364,1198,,Sub-Gaussian estimators of the mean of a random matrix with heavy-tailed entries,Embed and Project: Discrete Sampling with Universal Hashing,Stanislav Minsker,"Stefano Ermon, Carla P. Gomes, Ashish Sabharwal, Bart Selman"
2233,2945,,Second-order Quantile Methods for Experts and Combinatorial Games,Deep Supervised Discrete Hashing,"Wouter M. Koolen, Tim van Erven","Qi Li, Zhenan Sun, Ran He, Tieniu Tan"
681,1595,,Model Vulnerability to Distributional Shifts over Image Transformation Sets,Multivariate f-divergence Estimation With Confidence,"Riccardo Volpi, Vittorio Murino","Kevin Moon, Alfred Hero"
1595,2223,,Statistical Query Lower Bounds for Robust Estimation of High-dimensional Gaussians and Gaussian Mixtures,Online Convex Optimization with Unconstrained Domains and Losses,"Ilias Diakonikolas, Daniel M. Kane, Alistair Stewart","Ashok Cutkosky, Kwabena A. Boahen"
1351,2597,,Linearized Alternating Direction Method with Parallel Splitting and Adaptive Penalty for Separable Convex Programs in Machine Learning,Linear Relaxations for Finding Diverse Elements in Metric Spaces,"Zhouchen Lin, Risheng Liu, Huan Li","Aditya Bhaskara, Mehrdad Ghadiri, Vahab Mirrokni, Ola Svensson"
3814,3772,,Authorship Analysis based on Data Compression,Flexible and accurate inference and learning for deep generative models,"Daniele Cerra, Mihai Datcu, Peter Reinartz","Eszter Vrtes, Maneesh Sahani"
1129,3087,,Multi-Step Prediction of Occupancy Grid Maps with Recurrent Neural Networks,Learning Deep Structured Multi-Scale Features using Attention-Gated CRFs for Contour Prediction,"Nima Mohajerin, Mohsen Rohani","Dan Xu, Wanli Ouyang, Xavier Alameda-Pineda, Elisa Ricci, Xiaogang Wang, Nicu Sebe"
1005,341,,Matrix Completion with Nonconvex Regularization: Spectral Operators and Scalable Algorithms,Object Detection with Grammar Models,"Rahul Mazumder, Diego F. Saldana, Haolei Weng","Ross B. Girshick, Pedro F. Felzenszwalb, David A. McAllester"
2560,382,,Variational limits of k-NN graph based functionals on data clouds,Active Learning Ranking from Pairwise Preferences with Almost Optimal Query Complexity,Nicolas Garcia Trillos,Nir Ailon
3061,2100,,Near-Data Processing for Differentiable Machine Learning Models,Decomposition Bounds for Marginal MAP,"Hyeokjun Choe, Seil Lee, Hyunha Nam, Seongsik Park, Seijoon Kim, Eui-Young Chung, Sungroh Yoon","Wei Ping, Qiang Liu, Alexander T. Ihler"
562,1109,,Randomised Bayesian Least-Squares Policy Iteration,Reshaping Visual Datasets for Domain Adaptation,"Nikolaos Tziortziotis, Christos Dimitrakakis, Michalis Vazirgiannis","Boqing Gong, Kristen Grauman, Fei Sha"
