ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
133,7436,Kernel-PCA Analysis of Surface Normals for Shape-from-Shading,A Tutorial on Modeling and Inference in Undirected Graphical Models for Hyperspectral Image Analysis,"Snape, Patrick and Zafeiriou, Stefanos","Utsav B. Gewali, Sildomar T. Monteiro"
275,714,Robust Separation of Reflection from Multiple Images,Real-time 2D Multi-Person Pose Estimation on CPU: Lightweight OpenPose,"Guo, Xiaojie and Cao, Xiaochun and Ma, Yi",Daniil Osokin
2742,8225,A High-Quality Denoising Dataset for Smartphone Cameras,Improved Stability of Whole Brain Surface Parcellation with Multi-Atlas Segmentation,"Abdelhamed, Abdelrahman and Lin, Stephen and Brown, Michael S.","Yuankai Huo, Shunxing Bao, Prasanna Parvathaneni, Bennett A. Landman"
3492,7614,Revisiting Deep Intrinsic Image Decompositions,Simultaneous Tensor Completion and Denoising by Noise Inequality Constrained Convex Optimization,"Fan, Qingnan and Yang, Jiaolong and Hua, Gang and Chen, Baoquan and Wipf, David","Tatsuya Yokota, Hidekata Hontani"
1804,8306,Surface Motion Capture Transfer With Gaussian Process Regression,Occlusion-aware Hand Pose Estimation Using Hierarchical Mixture Density Network,"Boukhayma, Adnane and Franco, Jean-Sebastien and Boyer, Edmond","Qi Ye, Tae-Kyun Kim"
3264,4689,Graph-Cut RANSAC,SCAN: Sliding Convolutional Attention Network for Scene Text Recognition,"Barath, Daniel and Matas, Ji_","Yi-Chao Wu, Fei Yin, Xu-Yao Zhang, Li Liu, Cheng-Lin Liu"
3233,7160,Multispectral Image Intrinsic Decomposition via Subspace Constraint,Multiple Target Tracking by Learning Feature Representation and Distance Metric Jointly,"Huang, Qian and Zhu, Weixin and Zhao, Yang and Chen, Linsen and Wang, Yao and Yue, Tao and Cao, Xun","Jun Xiang, Guoshuai Zhang, Jianhua Hou, Nong Sang, Rui Huang"
1180,1063,Scale-Aware Alignment of Hierarchical Image Segmentation,Explicit Bias Discovery in Visual Question Answering Models,"Chen, Yuhua and Dai, Dengxin and Pont-Tuset, Jordi and Van Gool, Luc","Varun Manjunatha, Nirat Saini, Larry S. Davis"
2244,3261,An Empirical Evaluation of Visual Question Answering for Novel Objects,Acquisition of Localization Confidence for Accurate Object Detection,"Ramakrishnan, Santhosh K. and Pal, Ambar and Sharma, Gaurav and Mittal, Anurag","Borui Jiang, Ruixuan Luo, Jiayuan Mao, Tete Xiao, Yuning Jiang"
374,7165,"Detection, Rectification and Segmentation of Coplanar Repeated Patterns",Boosting Image Forgery Detection using Resampling Features and Copy-move analysis,"Pritts, James and Chum, Ondrej and Matas, Jiri","Tajuddin Manhar Mohammed, Jason Bunk, Lakshmanan Nataraj, Jawadul H. Bappy, Arjuna Flenner, B. S. Manjunath, Shivkumar Chandrasekaran, Amit K. Roy-Chowdhury, Lawrence Peterson"
744,7081,Salient Object Detection via Bootstrap Learning,Teaching Machines to Code: Neural Markup Generation with Visual Attention,"Tong, Na and Lu, Huchuan and Ruan, Xiang and Yang, Ming-Hsuan",Sumeet S. Singh
1758,3223,"Estimating Correspondences of Deformable Objects ""In-The-Wild""",Depth Estimation via Affinity Learned with Convolutional Spatial Propagation Network,"Zhou, Yuxiang and Antonakos, Epameinondas and Alabort-i-Medina, Joan and Roussos, Anastasios and Zafeiriou, Stefanos","Xinjing Cheng, Peng Wang, Ruigang Yang"
1575,8499,Using Self-Contradiction to Learn Confidence Measures in Stereo Vision,Weakly Supervised Object Discovery by Generative Adversarial & Ranking Networks,"Mostegel, Christian and Rumpler, Markus and Fraundorfer, Friedrich and Bischof, Horst","Ali Diba, Vivek Sharma, Rainer Stiefelhagen, Luc Van Gool"
437,5086,Region-based Particle Filter for Video Object Segmentation,Situation Assessment for Planning Lane Changes: Combining Recurrent Models and Prediction,"Varas, David and Marques, Ferran","Oliver Scheel, Loren Schwarz, Nassir Navab, Federico Tombari"
711,2707,Learning to Propose Objects,Learning a Policy for Opportunistic Active Learning,"Krahenbuhl, Philipp and Koltun, Vladlen","Aishwarya Padmakumar, Peter Stone, Raymond J. Mooney"
1425,4505,Actions ~ Transformations,Massively Parallel Video Networks,"Wang, Xiaolong and Farhadi, Ali and Gupta, Abhinav","Joao Carreira, Viorica Patraucean, Laurent Mazare, Andrew Zisserman, Simon Osindero"
2478,6704,Not Afraid of the Dark: NIR-VIS Face Recognition via Cross-Spectral Hallucination and Low-Rank Embedding,Deep Thermal Imaging: Proximate Material Type Recognition in the Wild through Deep Learning of Spatial Surface Temperature Patterns,"Lezama, Jose and Qiu, Qiang and Sapiro, Guillermo","Youngjun Cho, Nadia Bianchi-Berthouze, Nicolai Marquardt, Simon J. Julier"
450,1096,Three Guidelines of Online Learning for Large-Scale Visual Recognition,Bayesian CycleGAN via Marginalizing Latent Sampling,"Ushiku, Yoshitaka and Hidaka, Masatoshi and Harada, Tatsuya","Haoran You, Yu Cheng, Tianheng Cheng, Chunliang Li, Pan Zhou"
877,5510,Image Partitioning Into Convex Polygons,Deep Convolutional AutoEncoder-based Lossy Image Compression,"Duan, Liuyun and Lafarge, Florent","Zhengxue Cheng, Heming Sun, Masaru Takeuchi, Jiro Katto"
365,8063,Deblurring Text Images via L0-Regularized Intensity and Gradient Prior,Multi-Scale Video Frame-Synthesis Network with Transitive Consistency Loss,"Pan, Jinshan and Hu, Zhe and Su, Zhixun and Yang, Ming-Hsuan","Zhe Hu, Yinglan Ma, Lizhuang Ma"
2141,9736,Joint Detection and Identification Feature Learning for Person Search,The Mating Rituals of Deep Neural Networks: Learning Compact Feature Representations through Sexual Evolutionary Synthesis,"Xiao, Tong and Li, Shuang and Wang, Bochao and Lin, Liang and Wang, Xiaogang","Audrey Chung, Mohammad Javad Shafiee, Paul Fieguth, Alexander Wong"
3418,3088,Arbitrary Style Transfer With Deep Feature Reshuffle,Quantized Densely Connected U-Nets for Efficient Landmark Localization,"Gu, Shuyang and Chen, Congliang and Liao, Jing and Yuan, Lu","Zhiqiang Tang, Xi Peng, Shijie Geng, Lingfei Wu, Shaoting Zhang, Dimitris Metaxas"
755,121,Efficient and Accurate Approximations of Nonlinear Convolutional Networks,Multi-Frame Super-Resolution Reconstruction with Applications to Medical Imaging,"Zhang, Xiangyu and Zou, Jianhua and Ming, Xiang and He, Kaiming and Sun, Jian",Thomas Khler
2961,9108,Environment Upgrade Reinforcement Learning for Non-Differentiable Multi-Stage Pipelines,A Survey on Optical Character Recognition System,"Xie, Shuqin and Chen, Zitian and Xu, Chao and Lu, Cewu","Noman Islam, Zeeshan Islam, Nazia Noor"
1680,84,Shape Analysis With Hyperbolic Wasserstein Distance,Spatial and Temporal Mutual Promotion for Video-based Person Re-identification,"Shi, Jie and Zhang, Wen and Wang, Yalin","Yiheng Liu, Zhenxun Yuan, Wengang Zhou, Houqiang Li"
3416,3906,Single Image Dehazing via Conditional Generative Adversarial Network,A Fully Convolutional Two-Stream Fusion Network for Interactive Image Segmentation,"Li, Runde and Pan, Jinshan and Li, Zechao and Tang, Jinhui","Yang Hu, Andrea Soltoggio, Russell Lock, Steve Carter"
2379,4999,Designing Energy-Efficient Convolutional Neural Networks Using Energy-Aware Pruning,DifNet: Semantic Segmentation by Diffusion Networks,"Yang, Tien-Ju and Chen, Yu-Hsin and Sze, Vivienne","Peng Jiang, Fanglin Gu, Yunhai Wang, Changhe Tu, Baoquan Chen"
2004,1183,ChestX-ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases,Image declipping with deep networks,"Wang, Xiaosong and Peng, Yifan and Lu, Le and Lu, Zhiyong and Bagheri, Mohammadhadi and Summers, Ronald M.","Shachar Honig, Michael Werman"
28,8844,Histograms of Pattern Sets for Image Classification and Object Recognition,ReBNet: Residual Binarized Neural Network,"Voravuthikunchai, Winn and Cremilleux, Bruno and Jurie, Frederic","Mohammad Ghasemzadeh, Mohammad Samragh, Farinaz Koushanfar"
176,5445,Deep Fisher Kernels - End to End Learning of the Fisher Kernel GMM Parameters,A Bimodal Learning Approach to Assist Multi-sensory Effects Synchronization,"Sydorov, Vladyslav and Sakurada, Mayu and Lampert, Christoph H.","Raphael Abreu, Joel dos Santos, Eduardo Bezerra"
1776,3642,Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,Method for motion artifact reduction using a convolutional neural network for dynamic contrast enhanced MRI of the liver,"Bansal, Aayush and Russell, Bryan and Gupta, Abhinav","Daiki Tamada, Marie-Luise Kromrey, Hiroshi Onishi, Utaroh Motosugi"
3055,963,Analysis of Hand Segmentation in the Wild,Dynamic-Net: Tuning the Objective Without Re-training,"Urooj, Aisha and Borji, Ali","Alon Shoshan, Roey Mechrez, Lihi Zelnik-Manor"
3430,1643,Synthesizing Images of Humans in Unseen Poses,Action and intention recognition of pedestrians in urban traffic,"Balakrishnan, Guha and Zhao, Amy and Dalca, Adrian V. and Durand, Frdo and Guttag, John","Dimitrios Varytimidis, Fernando Alonso-Fernandez, Boris Duran, Cristofer Englund"
1072,9101,HC-Search for Structured Prediction in Computer Vision,Hardware design for binarization and thinning of fingerprint images,"Lam, Michael and Rao Doppa, Janardhan and Todorovic, Sinisa and Dietterich, Thomas G.","Farshad Kheiri, Shadrokh Samavi, Nader Karimi"
3301,4447,UV-GAN: Adversarial Facial UV Map Completion for Pose-Invariant Face Recognition,Accurate Detection of Inner Ears in Head CTs Using a Deep Volume-to-Volume Regression Network with False Positive Suppression and a Shape-Based Constraint,"Deng, Jiankang and Cheng, Shiyang and Xue, Niannan and Zhou, Yuxiang and Zafeiriou, Stefanos","Dongqing Zhang, Jianing Wang, Jack H. Noble, Benoit M. Dawant"
3111,4270,3D Human Pose Estimation in the Wild by Adversarial Learning,Standard Plane Detection in 3D Fetal Ultrasound Using an Iterative Transformation Network,"Yang, Wei and Ouyang, Wanli and Wang, Xiaolong and Ren, Jimmy and Li, Hongsheng and Wang, Xiaogang","Yuanwei Li, Bishesh Khanal, Benjamin Hou, Amir Alansary, Juan J. Cerrolaza, Matthew Sinclair, Jacqueline Matthew, Chandni Gupta, Caroline Knight, Bernhard Kainz, Daniel Rueckert"
300,149,Occlusion Coherence: Localizing Occluded Faces with a Hierarchical Deformable Part Model,Three Dimensional Reconstruction of Botanical Trees with Simulatable Geometry,"Ghiasi, Golnaz and Fowlkes, Charless C.","Ed Quigley, Winnie Lin, Yilin Zhu, Ronald Fedkiw"
3306,5012,"Revisiting Salient Object Detection: Simultaneous Detection, Ranking, and Subitizing of Multiple Salient Objects",Unsupervised Deep Context Prediction for Background Foreground Separation,"Amirul Islam, Md and Kalash, Mahmoud and Bruce, Neil D. B.","Maryam Sultana, Arif Mahmood, Sajid Javed, Soon Ki Jung"
597,201,Deep Hierarchical Parsing for Semantic Segmentation,A Tour of Unsupervised Deep Learning for Medical Image Analysis,"Sharma, Abhishek and Tuzel, Oncel and Jacobs, David W.","Khalid Raza, Nripendra Kumar Singh"
3079,5245,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning,High-resolution medical image synthesis using progressively grown generative adversarial networks,"Mascharka, David and Tran, Philip and Soklaski, Ryan and Majumdar, Arjun","Andrew Beers, James Brown, Ken Chang, J. Peter Campbell, Susan Ostmo, Michael F. Chiang, Jayashree Kalpathy-Cramer"
39,4888,"Bayesian Active Contours with Affine-Invariant, Elastic Shape Prior",Residual Networks as Geodesic Flows of Diffeomorphisms,"Bryner, Darshan and Srivastava, Anuj","Francois Rousseau, Ronan Fablet"
11,1104,Pulling Things out of Perspective,Facial Expression and Peripheral Physiology Fusion to Decode Individualized Affective Experience,"Ladicky, Lubor and Shi, Jianbo and Pollefeys, Marc","Yu Yin, Mohsen Nabian, Miolin Fan, ChunAn Chou, Maria Gendron, Sarah Ostadabbas"
1151,4926,Learning Attributes Equals Multi-Source Domain Generalization,Toward a Thinking Microscope: Deep Learning in Optical Microscopy and Image Reconstruction,"Gan, Chuang and Yang, Tianbao and Gong, Boqing","Yair Rivenson, Aydogan Ozcan"
1400,4399,Patch-Based Convolutional Neural Network for Whole Slide Tissue Image Classification,Selfless Sequential Learning,"Hou, Le and Samaras, Dimitris and Kurc, Tahsin M. and Gao, Yi and Davis, James E. and Saltz, Joel H.","Rahaf Aljundi, Marcus Rohrbach, Tinne Tuytelaars"
2504,4268,Colorization as a Proxy Task for Visual Understanding,Myocardial Segmentation of Contrast Echocardiograms Using Random Forests Guided by Shape Model,"Larsson, Gustav and Maire, Michael and Shakhnarovich, Gregory","Yuanwei Li, Chin Pang Ho, Navtej Chahal, Roxy Senior, Meng-Xing Tang"
3463,1576,Learning Compositional Visual Concepts With Mutual Consistency,Decoding Brain Representations by Multimodal Learning of Neural Activity and Visual Features,"Gong, Yunye and Karanam, Srikrishna and Wu, Ziyan and Peng, Kuan-Chuan and Ernst, Jan and Doerschuk, Peter C.","Simone Palazzo, Concetto Spampinato, Isaak Kavasidis, Daniela Giordano, Mubarak Shah"
396,5500,Unsupervised Multi-Class Joint Image Segmentation,Progressive Neural Networks for Image Classification,"Wang, Fan and Huang, Qixing and Ovsjanikov, Maks and Guibas, Leonidas J.","Zhi Zhang, Guanghan Ning, Yigang Cen, Yang Li, Zhiqun Zhao, Hao Sun, Zhihai He"
239,5694,3D-aided Face Recognition Robust to Expression and Pose Variations,The TUM VI Benchmark for Evaluating Visual-Inertial Odometry,"Chu, Baptiste and Romdhani, Sami and Chen, Liming","David Schubert, Thore Goll, Nikolaus Demmel, Vladyslav Usenko, Jrg Stckler, Daniel Cremers"
3224,740,Lose the Views: Limited Angle CT Reconstruction via Implicit Sinogram Completion,Future-State Predicting LSTM for Early Surgery Type Recognition,"Anirudh, Rushil and Kim, Hyojin and Thiagarajan, Jayaraman J. and Aditya Mohan, K. and Champley, Kyle and Bremer, Timo","Siddharth Kannan, Gaurav Yengera, Didier Mutter, Jacques Marescaux, Nicolas Padoy"
206,3758,PANDA: Pose Aligned Networks for Deep Attribute Modeling,LandmarkBoost: Efficient Visual Context Classifiers for Robust Localization,"Zhang, Ning and Paluri, Manohar and Ranzato, Marc'Aurelio and Darrell, Trevor and Bourdev, Lubomir","Marcin Dymczyk, Igor Gilitschenski, Juan Nieto, Simon Lynen, Bernhard Zeisl, Roland Siegwart"
2421,183,Generative Attribute Controller With Conditional Filtered Generative Adversarial Networks,A Gated Peripheral-Foveal Convolutional Neural Network for Unified Image Aesthetic Prediction,"Kaneko, Takuhiro and Hiramatsu, Kaoru and Kashino, Kunio","Xiaodan Zhang, Xinbo Gao, Wen Lu, Lihuo He"
0,6014,Fast and Accurate Image Matching with Cascade Hashing for 3D Reconstruction,SketchMate: Deep Hashing for Million-Scale Human Sketch Retrieval,"Cheng, Jian and Leng, Cong and Wu, Jiaxiang and Cui, Hainan and Lu, Hanqing","Peng Xu, Yongye Huang, Tongtong Yuan, Kaiyue Pang, Yi-Zhe Song, Tao Xiang, Timothy M. Hospedales, Zhanyu Ma, Jun Guo"
1400,537,Patch-Based Convolutional Neural Network for Whole Slide Tissue Image Classification,Feasibility of Colon Cancer Detection in Confocal Laser Microscopy Images Using Convolution Neural Networks,"Hou, Le and Samaras, Dimitris and Kurc, Tahsin M. and Gao, Yi and Davis, James E. and Saltz, Joel H.","Nils Gessert, Lukas Wittig, Daniel Drmann, Tobias Keck, Alexander Schlaefer, David B. Ellebrecht"
2113,6317,Image Super-Resolution via Deep Recursive Residual Network,Effective deep learning training for single-image super-resolution in endomicroscopy exploiting video-registration-based reconstruction,"Tai, Ying and Yang, Jian and Liu, Xiaoming","Daniele Rav, Agnieszka Barbara Szczotka, Dzhoshkun Ismail Shakir, Stephen P Pereira, Tom Vercauteren"
341,2555,Preconditioning for Accelerated Iteratively Reweighted Least Squares in Structured Sparsity Reconstruction,Dynamic Block Matching to assess the longitudinal component of the dense motion field of the carotid artery wall in B-mode ultrasound sequences - Association with coronary artery disease,"Chen, Chen and Huang, Junzhou and He, Lei and Li, Hongsheng","Guillaume Zahnd, Kozue Saito, Kazuyuki Nagatsuka, Yoshito Otake, Yoshinobu Sato"
2025,7545,Deep Level Sets for Salient Object Detection,StressedNets: Efficient Feature Representations via Stress-induced Evolutionary Synthesis of Deep Neural Networks,"Hu, Ping and Shuai, Bing and Liu, Jun and Wang, Gang","Mohammad Javad Shafiee, Brendan Chwyl, Francis Li, Rongyan Chen, Michelle Karg, Christian Scharfenberger, Alexander Wong"
534,994,Beyond Human Opinion Scores: Blind Image Quality Assessment based on Synthetic Scores,Are pre-trained CNNs good feature extractors for anomaly detection in surveillance videos?,"Ye, Peng and Kumar, Jayant and Doermann, David","Tiago S. Nazare, Rodrigo F. de Mello, Moacir A. Ponti"
288,4717,Scattering Parameters and Surface Normals from Homogeneous Translucent Materials using Photometric Stereo,Whole Brain Susceptibility Mapping Using Harmonic Incompatibility Removal,"Dong, Bo and Moore, Kathleen D. and Zhang, Weiyi and Peers, Pieter","Chenglong Bao, Jae Kyu Choi, Bin Dong"
3274,3675,Interpretable Video Captioning via Trajectory Structured Localization,Magnetic Resonance Fingerprinting Reconstruction via Spatiotemporal Convolutional Neural Networks,"Wu, Xian and Li, Guanbin and Cao, Qingxing and Ji, Qingge and Lin, Liang","Fabian Balsiger, Amaresha Shridhar Konar, Shivaprasad Chikop, Vimal Chandran, Olivier Scheidegger, Sairam Geethanath, Mauricio Reyes"
892,9610,Self Scaled Regularized Robust Regression,GLAD: Global-Local-Alignment Descriptor for Pedestrian Retrieval,"Wang, Yin and Dicle, Caglayan and Sznaier, Mario and Camps, Octavia","Longhui Wei, Shiliang Zhang, Hantao Yao, Wen Gao, Qi Tian"
1965,5884,Multi-Modal Mean-Fields via Cardinality-Based Clamping,Reference-Conditioned Super-Resolution by Neural Texture Transfer,"Baque, Pierre and Fleuret, Francois and Fua, Pascal","Zhifei Zhang, Zhaowen Wang, Zhe Lin, Hairong Qi"
416,9714,Patch to the Future: Unsupervised Visual Prediction,Adaptive Real-Time Removal of Impulse Noise in Medical Images,"Walker, Jacob and Gupta, Abhinav and Hebert, Martial","Zohreh HosseinKhani, Mohsen Hajabdollahi, Nader Karimi, Reza Soroushmehr, Shahram Shirani, Kayvan Najarian, Shadrokh Samavi"
2341,5720,Hardware-Efficient Guided Image Filtering for Multi-Label Problem,Training convolutional neural networks with megapixel images,"Dai, Longquan and Yuan, Mengke and Li, Zechao and Zhang, Xiaopeng and Tang, Jinhui","Hans Pinckaers, Geert Litjens"
1583,7813,Structure From Motion With Objects,Denoising of image gradients and total generalized variation denoising,"Crocco, Marco and Rubino, Cosimo and Del Bue, Alessio","Birgit Komander, Dirk A. Lorenz, Lena Vestweber"
247,8428,Fast Supervised Hashing with Decision Trees for High-Dimensional Data,Efficient and Invariant Convolutional Neural Networks for Dense Prediction,"Lin, Guosheng and Shen, Chunhua and Shi, Qinfeng and van den Hengel, Anton and Suter, David","Hongyang Gao, Shuiwang Ji"
1961,4464,Learning Non-Lambertian Object Intrinsics Across ShapeNet Categories,Sample Dropout for Audio Scene Classification Using Multi-Scale Dense Connected Convolutional Neural Network,"Shi, Jian and Dong, Yue and Su, Hao and Yu, Stella X.","Dawei Feng, Kele Xu, Haibo Mi, Feifan Liao, Yan Zhou"
1577,353,Stereo Matching With Color and Monochrome Cameras in Low-Light Conditions,An efficient supervised dictionary learning method for audio signal recognition,"Jeon, Hae-Gon and Lee, Joon-Young and Im, Sunghoon and Ha, Hyowon and So Kweon, In","Imad Rida, Romain Hrault, Gilles Gasso"
3371,8209,Repulsion Loss: Detecting Pedestrians in a Crowd,Incorporating External Knowledge to Answer Open-Domain Visual Questions with Dynamic Memory Networks,"Wang, Xinlong and Xiao, Tete and Jiang, Yuning and Shao, Shuai and Sun, Jian and Shen, Chunhua","Guohao Li, Hang Su, Wenwu Zhu"
1360,3851,Efficient Indexing of Billion-Scale Datasets of Deep Descriptors,Unsupervised Natural Image Patch Learning,"Babenko, Artem and Lempitsky, Victor","Dov Danon, Hadar Averbuch-Elor, Ohad Fried, Daniel Cohen-Or"
3137,6897,Generative Image Inpainting With Contextual Attention,Wide Compression: Tensor Ring Nets,"Yu, Jiahui and Lin, Zhe and Yang, Jimei and Shen, Xiaohui and Lu, Xin and Huang, Thomas S.","Wenqi Wang, Yifan Sun, Brian Eriksson, Wenlin Wang, Vaneet Aggarwal"
286,6278,High Quality Photometric Reconstruction using a Depth Camera,Correcting differences in multi-site neuroimaging data using Generative Adversarial Networks,"Mohammadul Haque, Sk. and Chatterjee, Avishek and Madhav Govindu, Venu","Harrison Nguyen, Richard W. Morris, Anthony W. Harris, Mayuresh S. Korgoankar, Fabio Ramos"
2955,6205,Learning From Synthetic Data: Addressing Domain Shift for Semantic Segmentation,Image Generation and Translation with Disentangled Representations,"Sankaranarayanan, Swami and Balaji, Yogesh and Jain, Arpit and Nam Lim, Ser and Chellappa, Rama","Tobias Hinz, Stefan Wermter"
1150,91,One-Shot Learning of Scene Locations via Feature Trajectory Transfer,Motion Selective Prediction for Video Frame Synthesis,"Kwitt, Roland and Hegenbart, Sebastian and Niethammer, Marc",Veronique Prinet
1413,7604,Comparative Deep Learning of Hybrid Representations for Image Recommendations,Soft Locality Preserving Map (SLPM) for Facial Expression Recognition,"Lei, Chenyi and Liu, Dong and Li, Weiping and Zha, Zheng-Jun and Li, Houqiang","Cigdem Turan, Kin-Man Lam, Xiangjian He"
1251,2153,Hierarchical Recurrent Neural Encoder for Video Representation With Application to Captioning,Visual Diver Recognition for Underwater Human-Robot Collaboration,"Pan, Pingbo and Xu, Zhongwen and Yang, Yi and Wu, Fei and Zhuang, Yueting","Youya Xia, Junaed Sattar"
1219,2786,A Benchmark Dataset and Evaluation Methodology for Video Object Segmentation,NavigationNet: A Large-scale Interactive Indoor Navigation Dataset,"Perazzi, Federico and Pont-Tuset, Jordi and McWilliams, Brian and Van Gool, Luc and Gross, Markus and Sorkine-Hornung, Alexander","He Huang, Yujing Shen, Jiankai Sun, Cewu Lu"
946,7905,Human Action Segmentation With Hierarchical Supervoxel Consistency,Learning to Write Stylized Chinese Characters by Reading a Handful of Examples,"Lu, Jiasen and Xu, ran and Corso, Jason J.","Danyang Sun, Tongzheng Ren, Chongxun Li, Hang Su, Jun Zhu"
3240,7642,Efficient Video Object Segmentation via Network Modulation,Optimizing Channel Selection for Seizure Detection,"Yang, Linjie and Wang, Yanran and Xiong, Xuehan and Yang, Jianchao and Katsaggelos, Aggelos K.","Vinit Shah, Meysam Golmohammadi, Saeedeh Ziyabari, Eva Von Weltin, Iyad Obeid, Joseph Picone"
1309,558,Large-Scale Location Recognition and the Geometric Burstiness Problem,Walking on Thin Air: Environment-Free Physics-based Markerless Motion Capture,"Sattler, Torsten and Havlena, Michal and Schindler, Konrad and Pollefeys, Marc","Micha Livne, Leonid Sigal, Marcus A. Brubaker, David J. Fleet"
967,5520,Joint Calibration of Ensemble of Exemplar SVMs,Learnable Histogram: Statistical Context Features for Deep Neural Networks,"Modolo, Davide and Vezhnevets, Alexander and Russakovsky, Olga and Ferrari, Vittorio","Zhe Wang, Hongsheng Li, Wanli Ouyang, Xiaogang Wang"
2948,3275,DenseASPP for Semantic Segmentation in Street Scenes,Multi-bin Trainable Linear Unit for Fast Image Restoration Networks,"Yang, Maoke and Yu, Kun and Zhang, Chi and Li, Zhiwei and Yang, Kuiyuan","Shuhang Gu, Radu Timofte, Luc Van Gool"
3238,4775,Real-World Anomaly Detection in Surveillance Videos,Random mesh projectors for inverse problems,"Sultani, Waqas and Chen, Chen and Shah, Mubarak","Sidharth Gupta, Konik Kothari, Maarten V. de Hoop, Ivan Dokmani"
3232,8606,Divide and Conquer for Full-Resolution Light Field Deblurring,Superpixels Based Segmentation and SVM Based Classification Method to Distinguish Five Diseases from Normal Regions in Wireless Capsule Endoscopy,"Mahesh Mohan, M. R. and Rajagopalan, A. N.",Omid Haji Maghsoudi
653,9344,A Low-Dimensional Step Pattern Analysis Algorithm With Application to Multimodal Retinal Image Registration,Neural Multi-Atlas Label Fusion: Application to Cardiac MR Images,"Addison Lee, Jimmy and Cheng, Jun and Hai Lee, Beng and Ping Ong, Ee and Xu, Guozhen and Wing Kee Wong, Damon and Liu, Jiang and Laude, Augustinus and Han Lim, Tock","Heran Yang, Jian Sun, Huibin Li, Lisheng Wang, Zongben Xu"
3089,9117,Direct Shape Regression Networks for End-to-End Face Alignment,Self-Supervised Visual Planning with Temporal Skip Connections,"Miao, Xin and Zhen, Xiantong and Liu, Xianglong and Deng, Cheng and Athitsos, Vassilis and Huang, Heng","Frederik Ebert, Chelsea Finn, Alex X. Lee, Sergey Levine"
140,6761,Multi-Output Learning for Camera Relocalization,Enhancement of land-use change modeling using convolutional neural networks and convolutional denoising autoencoders,"Guzman-Rivera, Abner and Kohli, Pushmeet and Glocker, Ben and Shotton, Jamie and Sharp, Toby and Fitzgibbon, Andrew and Izadi, Shahram","Guodong Du, Liang Yuan, Kong Joo Shin, Shunsuke Managi"
3516,3702,Learning Intelligent Dialogs for Bounding Box Annotation,Deep Generative Model using Unregularized Score for Anomaly Detection with Heterogeneous Complexity,"Konyushkova, Ksenia and Uijlings, Jasper and Lampert, Christoph H. and Ferrari, Vittorio","Takashi Matsubara, Kenta Hama, Ryosuke Tachibana, Kuniaki Uehara"
261,4423,Collective Matrix Factorization Hashing for Multimodal Data,What Is It Like Down There? Generating Dense Ground-Level Views and Image Features From Overhead Imagery Using Conditional Generative Adversarial Networks,"Ding, Guiguang and Guo, Yuchen and Zhou, Jile","Xueqing Deng, Yi Zhu, Shawn Newsam"
2580,8704,Multistage Adversarial Losses for Pose-Based Human Image Synthesis,Deep Epitome for Unravelling Generalized Hamming Network: A Fuzzy Logic Interpretation of Deep Learning,"Si, Chenyang and Wang, Wei and Wang, Liang and Tan, Tieniu",Lixin Fan
2402,4396,End-To-End 3D Face Reconstruction With Deep Neural Networks,Efficient Active Learning for Image Classification and Segmentation using a Sample Selection and Conditional Generative Adversarial Network,"Dou, Pengfei and Shah, Shishir K. and Kakadiaris, Ioannis A.","Dwarikanath Mahapatra, Behzad Bozorgtabar, Jean-Philippe Thiran, Mauricio Reyes"
3237,7155,Making Convolutional Networks Recurrent for Visual Sequence Learning,Augmented Reality needle ablation guidance tool for Irreversible Electroporation in the pancreas,"Yang, Xiaodong and Molchanov, Pavlo and Kautz, Jan","Timur Kuzhagaliyev, Neil T. Clancy, Mirek Janatka, Kevin Tchaka, Francisco Vasconcelos, Matthew J. Clarkson, Kurinchi Gurusamy, David J. Hawkes, Brian Davidson, Danail Stoyanov"
2655,1460,Learning Steerable Filters for Rotation Equivariant CNNs,CariGANs: Unpaired Photo-to-Caricature Translation,"Weiler, Maurice and Hamprecht, Fred A. and Storath, Martin","Kaidi Cao, Jing Liao, Lu Yuan"
1055,2409,EgoSampling: Fast-Forward and Stereo for Egocentric Videos,Geometric Image Synthesis,"Poleg, Yair and Halperin, Tavi and Arora, Chetan and Peleg, Shmuel","Hassan Abu Alhaija, Siva Karthik Mustikovela, Andreas Geiger, Carsten Rother"
344,1309,Tracking Indistinguishable Translucent Objects over Time using Weakly Supervised Structured Learning,Triple consistency loss for pairing distributions in GAN-based face synthesis,"Fiaschi, Luca and Diego, Ferran and Gregor, Konstantin and Schiegg, Martin and Koethe, Ullrich and Zlatic, Marta and Hamprecht, Fred A.","Enrique Sanchez, Michel Valstar"
1540,566,Variable Aperture Light Field Photography: Overcoming the Diffraction-Limited Spatio-Angular Resolution Tradeoff,Crowd Sourcing based Active Learning Approach for Parking Sign Recognition,"Chang, Julie and Kauvar, Isaac and Hu, Xuemei and Wetzstein, Gordon","Humayun Irshad, Qazaleh Mirsharif, Jennifer Prendki"
