ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
3411,3004,0,Importance Weighted Adversarial Nets for Partial Domain Adaptation,Partial Adversarial Domain Adaptation,"Zhang, Jing and Ding, Zewei and Li, Wanqing and Ogunbona, Philip","Zhangjie Cao, Lijia Ma, Mingsheng Long, Jianmin Wang"
3411,6288,,Importance Weighted Adversarial Nets for Partial Domain Adaptation,Importance Weighted Adversarial Nets for Partial Domain Adaptation,"Zhang, Jing and Ding, Zewei and Li, Wanqing and Ogunbona, Philip","Jing Zhang, Zewei Ding, Wanqing Li, Philip Ogunbona"
3412,5450,,Efficient Subpixel Refinement With Symbolic Linear Predictors,Efficient Subpixel Refinement with Symbolic Linear Predictors,"Lui, Vincent and Geeves, Jonathon and Yii, Winston and Drummond, Tom","Vincent Lui, Jonathon Geeves, Winston Yii, Tom Drummond"
3413,7258,,Scale-Recurrent Network for Deep Image Deblurring,Scale-recurrent Network for Deep Image Deblurring,"Tao, Xin and Gao, Hongyun and Shen, Xiaoyong and Wang, Jue and Jia, Jiaya","Xin Tao, Hongyun Gao, Yi Wang, Xiaoyong Shen, Jue Wang, Jiaya Jia"
3414,8573,,DeblurGAN: Blind Motion Deblurring Using Conditional Adversarial Networks,DeblurGAN: Blind Motion Deblurring Using Conditional Adversarial Networks,"Kupyn, Orest and Budzan, Volodymyr and Mykhailych, Mykola and Mishkin, Dmytro and Matas, Ji_","Orest Kupyn, Volodymyr Budzan, Mykola Mykhailych, Dmytro Mishkin, Jiri Matas"
3415,9596,,A2-RL: Aesthetics Aware Reinforcement Learning for Image Cropping,A2-RL: Aesthetics Aware Reinforcement Learning for Image Cropping,"Li, Debang and Wu, Huikai and Zhang, Junge and Huang, Kaiqi","Debang Li, Huikai Wu, Junge Zhang, Kaiqi Huang"
3417,8074,,On the Duality Between Retinex and Image Dehazing,On the Duality Between Retinex and Image Dehazing,"Galdran, Adrian and Alvarez-Gila, Aitor and Bria, Alessandro and Vazquez-Corral, Javier and Bertalm_o, Marcelo","Adrian Galdran, Aitor Alvarez-Gila, Alessandro Bria, Javier Vazquez-Corral, Marcelo Bertalmio"
3418,5203,,Arbitrary Style Transfer With Deep Feature Reshuffle,Arbitrary Style Transfer with Deep Feature Reshuffle,"Gu, Shuyang and Chen, Congliang and Liao, Jing and Yuan, Lu","Shuyang Gu, Congliang Chen, Jing Liao, Lu Yuan"
3419,6467,,Nonlocal Low-Rank Tensor Factor Analysis for Image Restoration,Nonlocal Low-Rank Tensor Factor Analysis for Image Restoration,"Zhang, Xinyuan and Yuan, Xin and Carin, Lawrence","Xinyuan Zhang, Xin Yuan, Lawrence Carin"
3420,5215,,Avatar-Net: Multi-Scale Zero-Shot Style Transfer by Feature Decoration,Avatar-Net: Multi-scale Zero-shot Style Transfer by Feature Decoration,"Sheng, Lu and Lin, Ziyi and Shao, Jing and Wang, Xiaogang","Lu Sheng, Ziyi Lin, Jing Shao, Xiaogang Wang"
3421,5989,,Missing Slice Recovery for Tensors Using a Low-Rank Model in Embedded Space,Missing Slice Recovery for Tensors Using a Low-rank Model in Embedded Space,"Yokota, Tatsuya and Erem, Burak and Guler, Seyhmus and Warfield, Simon K. and Hontani, Hidekata","Tatsuya Yokota, Burak Erem, Seyhmus Guler, Simon K. Warfield, Hidekata Hontani"
3422,6664,,Deep Semantic Face Deblurring,Deep Semantic Face Deblurring,"Shen, Ziyi and Lai, Wei-Sheng and Xu, Tingfa and Kautz, Jan and Yang, Ming-Hsuan","Ziyi Shen, Wei-Sheng Lai, Tingfa Xu, Jan Kautz, Ming-Hsuan Yang"
3424,9600,,Recurrent Saliency Transformation Network: Incorporating Multi-Stage Visual Cues for Small Organ Segmentation,Recurrent Saliency Transformation Network: Incorporating Multi-Stage Visual Cues for Small Organ Segmentation,"Yu, Qihang and Xie, Lingxi and Wang, Yan and Zhou, Yuyin and Fishman, Elliot K. and Yuille, Alan L.","Qihang Yu, Lingxi Xie, Yan Wang, Yuyin Zhou, Elliot K. Fishman, Alan L. Yuille"
3425,8634,,Thoracic Disease Identification and Localization With Limited Supervision,Thoracic Disease Identification and Localization with Limited Supervision,"Li, Zhe and Wang, Chong and Han, Mei and Xue, Yuan and Wei, Wei and Li, Li-Jia and Fei-Fei, Li","Zhe Li, Chong Wang, Mei Han, Yuan Xue, Wei Wei, Li-Jia Li, Li Fei-Fei"
3426,6589,,Quantization of Fully Convolutional Networks for Accurate Biomedical Image Segmentation,Quantization of Fully Convolutional Networks for Accurate Biomedical Image Segmentation,"Xu, Xiaowei and Lu, Qing and Yang, Lin and Hu, Sharon and Chen, Danny and Hu, Yu and Shi, Yiyu","Xiaowei Xu, Qing Lu, Yu Hu, Lin Yang, Sharon Hu, Danny Chen, Yiyu Shi"
3427,8435,,Visual Feature Attribution Using Wasserstein GANs,Visual Feature Attribution using Wasserstein GANs,"Baumgartner, Christian F. and Koch, Lisa M. and Can Tezcan, Kerem and Xi Ang, Jia and Konukoglu, Ender","Christian F. Baumgartner, Lisa M. Koch, Kerem Can Tezcan, Jia Xi Ang, Ender Konukoglu"
3428,7675,,"Total Capture: A 3D Deformation Model for Tracking Faces, Hands, and Bodies","Total Capture: A 3D Deformation Model for Tracking Faces, Hands, and Bodies","Joo, Hanbyul and Simon, Tomas and Sheikh, Yaser","Hanbyul Joo, Tomas Simon, Yaser Sheikh"
3429,5185,,Augmented Skeleton Space Transfer for Depth-Based Hand Pose Estimation,Augmented Skeleton Space Transfer for Depth-based Hand Pose Estimation,"Baek, Seungryul and In Kim, Kwang and Kim, Tae-Kyun","Seungryul Baek, Kwang In Kim, Tae-Kyun Kim"
3430,5610,,Synthesizing Images of Humans in Unseen Poses,Synthesizing Images of Humans in Unseen Poses,"Balakrishnan, Guha and Zhao, Amy and Dalca, Adrian V. and Durand, Frdo and Guttag, John","Guha Balakrishnan, Amy Zhao, Adrian V. Dalca, Fredo Durand, John Guttag"
3433,6269,,Unsupervised Learning and Segmentation of Complex Activities From Video,Unsupervised Learning and Segmentation of Complex Activities from Video,"Sener, Fadime and Yao, Angela","Fadime Sener, Angela Yao"
3434,4355,,Unsupervised Training for 3D Morphable Model Regression,Unsupervised Training for 3D Morphable Model Regression,"Genova, Kyle and Cole, Forrester and Maschinot, Aaron and Sarna, Aaron and Vlasic, Daniel and Freeman, William T.","Kyle Genova, Forrester Cole, Aaron Maschinot, Aaron Sarna, Daniel Vlasic, William T. Freeman"
3435,6600,,Video Based Reconstruction of 3D People Models,Video Based Reconstruction of 3D People Models,"Alldieck, Thiemo and Magnor, Marcus and Xu, Weipeng and Theobalt, Christian and Pons-Moll, Gerard","Thiemo Alldieck, Marcus Magnor, Weipeng Xu, Christian Theobalt, Gerard Pons-Moll"
3439,6101,,Seeing Voices and Hearing Faces: Cross-Modal Biometric Matching,Seeing Voices and Hearing Faces: Cross-modal biometric matching,"Nagrani, Arsha and Albanie, Samuel and Zisserman, Andrew","Arsha Nagrani, Samuel Albanie, Andrew Zisserman"
3440,6599,,Learning Monocular 3D Human Pose Estimation From Multi-View Images,Learning Monocular 3D Human Pose Estimation from Multi-view Images,"Rhodin, Helge and Sprri, Jrg and Katircioglu, Isinsu and Constantin, Victor and Meyer, Frdric and M_ller, Erich and Salzmann, Mathieu and Fua, Pascal","Helge Rhodin, Jrg Sprri, Isinsu Katircioglu, Victor Constantin, Frdric Meyer, Erich Mller, Mathieu Salzmann, Pascal Fua"
3441,8620,,Separating Style and Content for Generalized Style Transfer,Separating Style and Content for Generalized Style Transfer,"Zhang, Yexun and Zhang, Ya and Cai, Wenbin","Yexun Zhang, Ya Zhang, Wenbin Cai, Jie Chang"
3443,8186,,Connecting Pixels to Privacy and Utility: Automatic Redaction of Private Information in Images,Connecting Pixels to Privacy and Utility: Automatic Redaction of Private Information in Images,"Orekondy, Tribhuvanesh and Fritz, Mario and Schiele, Bernt","Tribhuvanesh Orekondy, Mario Fritz, Bernt Schiele"
3446,4310,,VirtualHome: Simulating Household Activities via Programs,VirtualHome: Simulating Household Activities via Programs,"Puig, Xavier and Ra, Kevin and Boben, Marko and Li, Jiaman and Wang, Tingwu and Fidler, Sanja and Torralba, Antonio","Xavier Puig, Kevin Ra, Marko Boben, Jiaman Li, Tingwu Wang, Sanja Fidler, Antonio Torralba"
3452,6131,,Guide Me: Interacting With Deep Networks,Guide Me: Interacting with Deep Networks,"Rupprecht, Christian and Laina, Iro and Navab, Nassir and Hager, Gregory D. and Tombari, Federico","Christian Rupprecht, Iro Laina, Nassir Navab, Gregory D. Hager, Federico Tombari"
3453,9645,,Art of Singular Vectors and Universal Adversarial Perturbations,Art of singular vectors and universal adversarial perturbations,"Khrulkov, Valentin and Oseledets, Ivan","Valentin Khrulkov, Ivan Oseledets"
3454,7408,,Deflecting Adversarial Attacks With Pixel Deflection,Deflecting Adversarial Attacks with Pixel Deflection,"Prakash, Aaditya and Moran, Nick and Garber, Solomon and DiLillo, Antonella and Storer, James","Aaditya Prakash, Nick Moran, Solomon Garber, Antonella DiLillo, James Storer"
3455,7892,,MovieGraphs: Towards Understanding Human-Centric Situations From Videos,MovieGraphs: Towards Understanding Human-Centric Situations from Videos,"Vicol, Paul and Tapaswi, Makarand and Castrej_n, Llu_s and Fidler, Sanja","Paul Vicol, Makarand Tapaswi, Lluis Castrejon, Sanja Fidler"
3456,5073,,SemStyle: Learning to Generate Stylised Image Captions Using Unaligned Text,SemStyle: Learning to Generate Stylised Image Captions using Unaligned Text,"Mathews, Alexander and Xie, Lexing and He, Xuming","Alexander Mathews, Lexing Xie, Xuming He"
3458,9178,,IVQA: Inverse Visual Question Answering,iVQA: Inverse Visual Question Answering,"Liu, Feng and Xiang, Tao and Hospedales, Timothy M. and Yang, Wankou and Sun, Changyin","Feng Liu, Tao Xiang, Timothy M. Hospedales, Wankou Yang, Changyin Sun"
3459,2139,,Unsupervised Person Image Synthesis in Arbitrary Poses,Unsupervised Person Image Synthesis in Arbitrary Poses,"Pumarola, Albert and Agudo, Antonio and Sanfeliu, Alberto and Moreno-Noguer, Francesc","Albert Pumarola, Antonio Agudo, Alberto Sanfeliu, Francesc Moreno-Noguer"
3460,6064,,Learning Descriptor Networks for 3D Shape Synthesis and Analysis,Learning Descriptor Networks for 3D Shape Synthesis and Analysis,"Xie, Jianwen and Zheng, Zilong and Gao, Ruiqi and Wang, Wenguan and Zhu, Song-Chun and Nian Wu, Ying","Jianwen Xie, Zilong Zheng, Ruiqi Gao, Wenguan Wang, Song-Chun Zhu, Ying Nian Wu"
3461,5723,,Neural Kinematic Networks for Unsupervised Motion Retargetting,Neural Kinematic Networks for Unsupervised Motion Retargetting,"Villegas, Ruben and Yang, Jimei and Ceylan, Duygu and Lee, Honglak","Ruben Villegas, Jimei Yang, Duygu Ceylan, Honglak Lee"
3463,8647,,Learning Compositional Visual Concepts With Mutual Consistency,Learning Compositional Visual Concepts with Mutual Consistency,"Gong, Yunye and Karanam, Srikrishna and Wu, Ziyan and Peng, Kuan-Chuan and Ernst, Jan and Doerschuk, Peter C.","Yunye Gong, Srikrishna Karanam, Ziyan Wu, Kuan-Chuan Peng, Jan Ernst, Peter C. Doerschuk"
3464,8012,,NestedNet: Learning Nested Sparse Structures in Deep Neural Networks,NestedNet: Learning Nested Sparse Structures in Deep Neural Networks,"Kim, Eunwoo and Ahn, Chanho and Oh, Songhwai","Eunwoo Kim, Chanho Ahn, Songhwai Oh"
3465,9238,,Context Embedding Networks,Context Embedding Networks,"Ho Kim, Kun and Mac Aodha, Oisin and Perona, Pietro","Kun Ho Kim, Oisin Mac Aodha, Pietro Perona"
3466,6124,,Iterative Learning With Open-Set Noisy Labels,Iterative Learning with Open-set Noisy Labels,"Wang, Yisen and Liu, Weiyang and Ma, Xingjun and Bailey, James and Zha, Hongyuan and Song, Le and Xia, Shu-Tao","Yisen Wang, Weiyang Liu, Xingjun Ma, James Bailey, Hongyuan Zha, Le Song, Shu-Tao Xia"
3468,7655,,SBNet: Sparse Blocks Network for Fast Inference,SBNet: Sparse Blocks Network for Fast Inference,"Ren, Mengye and Pokrovsky, Andrei and Yang, Bin and Urtasun, Raquel","Mengye Ren, Andrei Pokrovsky, Bin Yang, Raquel Urtasun"
3469,8642,,Language-Based Image Editing With Recurrent Attentive Models,Language-Based Image Editing with Recurrent Attentive Models,"Chen, Jianbo and Shen, Yelong and Gao, Jianfeng and Liu, Jingjing and Liu, Xiaodong","Jianbo Chen, Yelong Shen, Jianfeng Gao, Jingjing Liu, Xiaodong Liu"
3470,7610,,Net2Vec: Quantifying and Explaining How Concepts Are Encoded by Filters in Deep Neural Networks,Net2Vec: Quantifying and Explaining how Concepts are Encoded by Filters in Deep Neural Networks,"Fong, Ruth and Vedaldi, Andrea","Ruth Fong, Andrea Vedaldi"
3471,6050,,End-to-End Dense Video Captioning With Masked Transformer,End-to-End Dense Video Captioning with Masked Transformer,"Zhou, Luowei and Zhou, Yingbo and Corso, Jason J. and Socher, Richard and Xiong, Caiming","Luowei Zhou, Yingbo Zhou, Jason J. Corso, Richard Socher, Caiming Xiong"
3472,6822,,A Neural Multi-Sequence Alignment TeCHnique (NeuMATCH),A Neural Multi-sequence Alignment TeCHnique (NeuMATCH),"Dogan, Pelin and Li, Boyang and Sigal, Leonid and Gross, Markus","Pelin Dogan, Boyang Li, Leonid Sigal, Markus Gross"
3473,6742,,Path Aggregation Network for Instance Segmentation,Path Aggregation Network for Instance Segmentation,"Liu, Shu and Qi, Lu and Qin, Haifang and Shi, Jianping and Jia, Jiaya","Shu Liu, Lu Qi, Haifang Qin, Jianping Shi, Jiaya Jia"
3475,6941,,Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,"Huk Park, Dong and Anne Hendricks, Lisa and Akata, Zeynep and Rohrbach, Anna and Schiele, Bernt and Darrell, Trevor and Rohrbach, Marcus","Dong Huk Park, Lisa Anne Hendricks, Zeynep Akata, Anna Rohrbach, Bernt Schiele, Trevor Darrell, Marcus Rohrbach"
3476,8432,,StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation,StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation,"Choi, Yunjey and Choi, Minje and Kim, Munyoung and Ha, Jung-Woo and Kim, Sunghun and Choo, Jaegul","Yunjey Choi, Minje Choi, Munyoung Kim, Jung-Woo Ha, Sunghun Kim, Jaegul Choo"
3477,8268,,High-Resolution Image Synthesis and Semantic Manipulation With Conditional GANs,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs,"Wang, Ting-Chun and Liu, Ming-Yu and Zhu, Jun-Yan and Tao, Andrew and Kautz, Jan and Catanzaro, Bryan","Ting-Chun Wang, Ming-Yu Liu, Jun-Yan Zhu, Andrew Tao, Jan Kautz, Bryan Catanzaro"
3478,5435,,Semi-Parametric Image Synthesis,Semi-parametric Image Synthesis,"Qi, Xiaojuan and Chen, Qifeng and Jia, Jiaya and Koltun, Vladlen","Xiaojuan Qi, Qifeng Chen, Jiaya Jia, Vladlen Koltun"
3480,1974,0,Interpretable Convolutional Neural Networks,Interpretable Convolutional Neural Networks via Feedforward Design,"Zhang, Quanshi and Nian Wu, Ying and Zhu, Song-Chun","C. -C. Jay Kuo, Min Zhang, Siyang Li, Jiali Duan, Yueru Chen"
3480,9287,,Interpretable Convolutional Neural Networks,Interpretable Convolutional Neural Networks,"Zhang, Quanshi and Nian Wu, Ying and Zhu, Song-Chun","Quanshi Zhang, Ying Nian Wu, Song-Chun Zhu"
3480,9297,0,Interpretable Convolutional Neural Networks,Deep Convolutional Neural Networks for Interpretable Analysis of EEG Sleep Stage Scoring,"Zhang, Quanshi and Nian Wu, Ying and Zhu, Song-Chun","Albert Vilamala, Kristoffer H. Madsen, Lars K. Hansen"
3482,5691,0,Interleaved Structured Sparse Convolutional Neural Networks,IGCV$2$: Interleaved Structured Sparse Convolutional Neural Networks,"Xie, Guotian and Wang, Jingdong and Zhang, Ting and Lai, Jianhuang and Hong, Richang and Qi, Guo-Jun","Guotian Xie, Jingdong Wang, Ting Zhang, Jianhuang Lai, Richang Hong, Guo-Jun Qi"
3483,5780,,A Variational U-Net for Conditional Appearance and Shape Generation,A Variational U-Net for Conditional Appearance and Shape Generation,"Esser, Patrick and Sutter, Ekaterina and Ommer, Bjrn","Patrick Esser, Ekaterina Sutter, Bjrn Ommer"
3485,6497,,Learning Deep Structured Active Contours End-to-End,Learning deep structured active contours end-to-end,"Marcos, Diego and Tuia, Devis and Kellenberger, Benjamin and Zhang, Lisa and Bai, Min and Liao, Renjie and Urtasun, Raquel","Diego Marcos, Devis Tuia, Benjamin Kellenberger, Lisa Zhang, Min Bai, Renjie Liao, Raquel Urtasun"
3489,3842,,Deep Spatio-Temporal Random Fields for Efficient Video Segmentation,Deep Spatio-Temporal Random Fields for Efficient Video Segmentation,"Chandra, Siddhartha and Couprie, Camille and Kokkinos, Iasonas","Siddhartha Chandra, Camille Couprie, Iasonas Kokkinos"
3490,5382,,Customized Image Narrative Generation via Interactive Visual Question Generation and Answering,Customized Image Narrative Generation via Interactive Visual Question Generation and Answering,"Shin, Andrew and Ushiku, Yoshitaka and Harada, Tatsuya","Andrew Shin, Yoshitaka Ushiku, Tatsuya Harada"
3491,9711,,"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume","PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume","Sun, Deqing and Yang, Xiaodong and Liu, Ming-Yu and Kautz, Jan","Deqing Sun, Xiaodong Yang, Ming-Yu Liu, Jan Kautz"
3496,5072,,LiteFlowNet: A Lightweight Convolutional Neural Network for Optical Flow Estimation,LiteFlowNet: A Lightweight Convolutional Neural Network for Optical Flow Estimation,"Hui, Tak-Wai and Tang, Xiaoou and Change Loy, Chen","Tak-Wai Hui, Xiaoou Tang, Chen Change Loy"
3497,5825,,VITAL: VIsual Tracking via Adversarial Learning,VITAL: VIsual Tracking via Adversarial Learning,"Song, Yibing and Ma, Chao and Wu, Xiaohe and Gong, Lijun and Bao, Linchao and Zuo, Wangmeng and Shen, Chunhua and Lau, Rynson W.H. and Yang, Ming-Hsuan","Yibing Song, Chao Ma, Xiaohe Wu, Lijun Gong, Linchao Bao, Wangmeng Zuo, Chunhua Shen, Rynson Lau, Ming-Hsuan Yang"
3498,8264,,Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation,Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation,"Jiang, Huaizu and Sun, Deqing and Jampani, Varun and Yang, Ming-Hsuan and Learned-Miller, Erik and Kautz, Jan","Huaizu Jiang, Deqing Sun, Varun Jampani, Ming-Hsuan Yang, Erik Learned-Miller, Jan Kautz"
3499,4314,0,"Real-World Repetition Estimation by Div, Grad and Curl",Repetition Estimation,"Runia, Tom F. H. and Snoek, Cees G. M. and Smeulders, Arnold W. M.","Tom F. H. Runia, Cees G. M. Snoek, Arnold W. M. Smeulders"
3499,6862,,"Real-World Repetition Estimation by Div, Grad and Curl","Real-World Repetition Estimation by Div, Grad and Curl","Runia, Tom F. H. and Snoek, Cees G. M. and Smeulders, Arnold W. M.","Tom F. H. Runia, Cees G. M. Snoek, Arnold W. M. Smeulders"
3500,7827,,Recurrent Pixel Embedding for Instance Grouping,Recurrent Pixel Embedding for Instance Grouping,"Kong, Shu and Fowlkes, Charless C.","Shu Kong, Charless Fowlkes"
3501,6184,,Deep Unsupervised Saliency Detection: A Multiple Noisy Labeling Perspective,Deep Unsupervised Saliency Detection: A Multiple Noisy Labeling Perspective,"Zhang, Jing and Zhang, Tong and Dai, Yuchao and Harandi, Mehrtash and Hartley, Richard","Jing Zhang, Tong Zhang, Yuchao Dai, Mehrtash Harandi, Richard Hartley"
3502,6065,,Learning Intrinsic Image Decomposition From Watching the World,Learning Intrinsic Image Decomposition from Watching the World,"Li, Zhengqi and Snavely, Noah","Zhengqi Li, Noah Snavely"
3503,7582,,TieNet: Text-Image Embedding Network for Common Thorax Disease Classification and Reporting in Chest X-Rays,TieNet: Text-Image Embedding Network for Common Thorax Disease Classification and Reporting in Chest X-rays,"Wang, Xiaosong and Peng, Yifan and Lu, Le and Lu, Zhiyong and Summers, Ronald M.","Xiaosong Wang, Yifan Peng, Le Lu, Zhiyong Lu, Ronald M. Summers"
3504,5375,,Generating Synthetic X-Ray Images of a Person From the Surface Geometry,Generating Synthetic X-ray Images of a Person from the Surface Geometry,"Teixeira, Brian and Singh, Vivek and Chen, Terrence and Ma, Kai and Tamersoy, Birgi and Wu, Yifan and Balashova, Elena and Comaniciu, Dorin","Brian Teixeira, Vivek Singh, Terrence Chen, Kai Ma, Birgi Tamersoy, Yifan Wu, Elena Balashova, Dorin Comaniciu"
3505,2685,,Gibson Env: Real-World Perception for Embodied Agents,Gibson Env: Real-World Perception for Embodied Agents,"Xia, Fei and Zamir, Amir R. and He, Zhiyang and Sax, Alexander and Malik, Jitendra and Savarese, Silvio","Fei Xia, Amir Zamir, Zhi-Yang He, Alexander Sax, Jitendra Malik, Silvio Savarese"
3507,7581,,Feature Space Transfer for Data Augmentation,Feature Space Transfer for Data Augmentation,"Liu, Bo and Wang, Xudong and Dixit, Mandar and Kwitt, Roland and Vasconcelos, Nuno","Bo Liu, Mandar Dixit, Roland Kwitt, Nuno Vasconcelos"
3509,5837,,Detail-Preserving Pooling in Deep Networks,Detail-Preserving Pooling in Deep Networks,"Saeedan, Faraz and Weber, Nicolas and Goesele, Michael and Roth, Stefan","Faraz Saeedan, Nicolas Weber, Michael Goesele, Stefan Roth"
3510,6676,,Rethinking Feature Distribution for Loss Functions in Image Classification,Rethinking Feature Distribution for Loss Functions in Image Classification,"Wan, Weitao and Zhong, Yuanyi and Li, Tianpeng and Chen, Jiansheng","Weitao Wan, Yuanyi Zhong, Tianpeng Li, Jiansheng Chen"
3511,8501,,"Shift: A Zero FLOP, Zero Parameter Alternative to Spatial Convolutions","Shift: A Zero FLOP, Zero Parameter Alternative to Spatial Convolutions","Wu, Bichen and Wan, Alvin and Yue, Xiangyu and Jin, Peter and Zhao, Sicheng and Golmant, Noah and Gholaminejad, Amir and Gonzalez, Joseph and Keutzer, Kurt","Bichen Wu, Alvin Wan, Xiangyu Yue, Peter Jin, Sicheng Zhao, Noah Golmant, Amir Gholaminejad, Joseph Gonzalez, Kurt Keutzer"
3512,5426,,Sketch-a-Classifier: Sketch-Based Photo Classifier Generation,Sketch-a-Classifier: Sketch-based Photo Classifier Generation,"Hu, Conghui and Li, Da and Song, Yi-Zhe and Xiang, Tao and Hospedales, Timothy M.","Conghui Hu, Da Li, Yi-Zhe Song, Tao Xiang, Timothy M. Hospedales"
3514,9378,,Learning Generative ConvNets via Multi-Grid Modeling and Sampling,Learning Generative ConvNets via Multi-grid Modeling and Sampling,"Gao, Ruiqi and Lu, Yang and Zhou, Junpei and Zhu, Song-Chun and Nian Wu, Ying","Ruiqi Gao, Yang Lu, Junpei Zhou, Song-Chun Zhu, Ying Nian Wu"
3516,7832,,Learning Intelligent Dialogs for Bounding Box Annotation,Learning Intelligent Dialogs for Bounding Box Annotation,"Konyushkova, Ksenia and Uijlings, Jasper and Lampert, Christoph H. and Ferrari, Vittorio","Ksenia Konyushkova, Jasper Uijlings, Christoph Lampert, Vittorio Ferrari"
3518,8673,,NISP: Pruning Networks Using Neuron Importance Score Propagation,NISP: Pruning Networks using Neuron Importance Score Propagation,"Yu, Ruichi and Li, Ang and Chen, Chun-Fu and Lai, Jui-Hsin and Morariu, Vlad I. and Han, Xintong and Gao, Mingfei and Lin, Ching-Yung and Davis, Larry S.","Ruichi Yu, Ang Li, Chun-Fu Chen, Jui-Hsin Lai, Vlad I. Morariu, Xintong Han, Mingfei Gao, Ching-Yung Lin, Larry S. Davis"
3520,6849,,Tell Me Where to Look: Guided Attention Inference Network,Tell Me Where to Look: Guided Attention Inference Network,"Li, Kunpeng and Wu, Ziyan and Peng, Kuan-Chuan and Ernst, Jan and Fu, Yun","Kunpeng Li, Ziyan Wu, Kuan-Chuan Peng, Jan Ernst, Yun Fu"
3521,8354,,3D Semantic Segmentation With Submanifold Sparse Convolutional Networks,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks,"Graham, Benjamin and Engelcke, Martin and van der Maaten, Laurens","Benjamin Graham, Martin Engelcke, Laurens van der Maaten"
3522,6605,,TOM-Net: Learning Transparent Object Matting From a Single Image,TOM-Net: Learning Transparent Object Matting from a Single Image,"Chen, Guanying and Han, Kai and Wong, Kwan-Yee K.","Guanying Chen, Kai Han, Kwan-Yee K. Wong"
3524,7194,,An Unsupervised Learning Model for Deformable Medical Image Registration,An Unsupervised Learning Model for Deformable Medical Image Registration,"Balakrishnan, Guha and Zhao, Amy and Sabuncu, Mert R. and Guttag, John and Dalca, Adrian V.","Guha Balakrishnan, Amy Zhao, Mert R. Sabuncu, John Guttag, Adrian V. Dalca"
3525,8333,,Deep Lesion Graphs in the Wild: Relationship Learning and Organization of Significant Radiology Image Findings in a Diverse Large-Scale Lesion Database,Deep Lesion Graphs in the Wild: Relationship Learning and Organization of Significant Radiology Image Findings in a Diverse Large-scale Lesion Database,"Yan, Ke and Wang, Xiaosong and Lu, Le and Zhang, Ling and Harrison, Adam P. and Bagheri, Mohammadhadi and Summers, Ronald M.","Ke Yan, Xiaosong Wang, Le Lu, Ling Zhang, Adam Harrison, Mohammadhad Bagheri, Ronald Summers"
3526,6227,,Learning Distributions of Shape Trajectories From Longitudinal Datasets: A Hierarchical Model on a Manifold of Diffeomorphisms,Learning distributions of shape trajectories from longitudinal datasets: a hierarchical model on a manifold of diffeomorphisms,"Bne, Alexandre and Colliot, Olivier and Durrleman, Stanley","Alexandre Bne, Olivier Colliot, Stanley Durrleman"
3529,6061,,3D Registration of Curves and Surfaces Using Local Differential Information,3D Registration of Curves and Surfaces using Local Differential Information,"Raposo, Carolina and Barreto, Joo P.","Carolina Raposo, Joao P. Barreto"
3532,6897,,Wide Compression: Tensor Ring Nets,Wide Compression: Tensor Ring Nets,"Wang, Wenqi and Sun, Yifan and Eriksson, Brian and Wang, Wenlin and Aggarwal, Vaneet","Wenqi Wang, Yifan Sun, Brian Eriksson, Wenlin Wang, Vaneet Aggarwal"
3533,8632,,Improvements to Context Based Self-Supervised Learning,Improvements to context based self-supervised learning,"Nathan Mundhenk, T. and Ho, Daniel and Chen, Barry Y.","T. Nathan Mundhenk, Daniel Ho, Barry Y. Chen"
3534,6139,,Learning Structure and Strength of CNN Filters for Small Sample Size Training,Learning Structure and Strength of CNN Filters for Small Sample Size Training,"Keshari, Rohit and Vatsa, Mayank and Singh, Richa and Noore, Afzel","Rohit Keshari, Mayank Vatsa, Richa Singh, Afzel Noore"
3535,5384,,Boosting Self-Supervised Learning via Knowledge Transfer,Boosting Self-Supervised Learning via Knowledge Transfer,"Noroozi, Mehdi and Vinjimoor, Ananth and Favaro, Paolo and Pirsiavash, Hamed","Mehdi Noroozi, Ananth Vinjimoor, Paolo Favaro, Hamed Pirsiavash"
3538,8277,,Spatially-Adaptive Filter Units for Deep Neural Networks,Spatially-Adaptive Filter Units for Deep Neural Networks,"Tabernik, Domen and Kristan, Matej and Leonardis, Ale","Domen Tabernik, Matej Kristan, Ale Leonardis"
3539,6624,,SO-Net: Self-Organizing Network for Point Cloud Analysis,SO-Net: Self-Organizing Network for Point Cloud Analysis,"Li, Jiaxin and Chen, Ben M. and Hee Lee, Gim","Jiaxin Li, Ben M. Chen, Gim Hee Lee"
3541,7627,,SketchyGAN: Towards Diverse and Realistic Sketch to Image Synthesis,SketchyGAN: Towards Diverse and Realistic Sketch to Image Synthesis,"Chen, Wengling and Hays, James","Wengling Chen, James Hays"
