ID_A,ID_B,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
TZsVVmiiHqEJ,conf/sigmod/KarbhariRXD02,ACDN: a content delivery network for applications,ACDN: a content delivery network for applications,,2002,"P Karbhari, M Rabinovich, Z Xiao, F Douglis","P Karbhari, M Rabinovich, Z Xiao, F Douglis"
NegSmYlF-awJ,journals/sigmod/TheodoridisN00,Generating Spatiotemporal Datasets on the WWW,Generating Spatiotemporal Datasets on the WWW,,2000,"Y Theodoridos, M Nascimento","Y Theodoridis, M Nascimento"
wHaeR7DBDTUJ,conf/sigmod/Bayardo98,Efficiently Mining Long Patterns from Databases,Efficiently Mining Long Patterns from Databases,1998.0,1998,â?¦,R Jr.
7fCRAqLTNeUJ,conf/vldb/StohrMR00,Multi-Dimensional Database Allocation for Parallel Data Warehouses,Multi-Dimensional Database Allocation for Parallel Data Warehouses,2000.0,2000,"T Stoehr, H Maertens, E Rahm","T Stіhr, H Mфrtens, E Rahm"
WGWZ2cNZW2YJ,conf/sigmod/AcharyaGP00,Congressional Samples for Approximate Answering of Group-By Queries,Congressional Samples for Approximate Answering of Group-By Queries,2000.0,2000,"S Acharya, PB Gibbons, V Poosala","S Acharya, P Gibbons, V Poosala"
gWslyEjd3BYJ,conf/sigmod/ZhangDWEMPMDR03,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,2003.0,2003,"X Zhang, K Dimitrova, L Wang, M El Sayed, B Murphy ","X Zhang, K Dimitrova, L Wang, M El-Sayed, B Murphy, B Pielech, M Mulchandani, L Ding, E Rundensteiner"
OFGtGwUHhUQJ,conf/sigmod/ChaudhuriGS03,Factorizing Complex Predicates in Queries to Exploit Indexes,Factorizing Complex Predicates in Queries to Exploit Indexes,2003.0,2003,"S Chaudhuri, P Ganesan, S Sarawagi","S Chaudhuri, P Ganesan, S Sarawagi"
MxYiwR2f9UYJ,conf/vldb/GehaniJR94,OdeFS: A File System Interface to an Object-Oriented Database,OdeFS: A File System Interface to an Object-Oriented Database,1994.0,1994,"NH Gehani, HV Jagadish, WD Roome","N Gehani, H Jagadish, W Roome"
_dOpWA3QWOEJ,conf/vldb/MengLLA03,OrientStore: A Schema Based Native XML Storage System,OrientStore: A Schema Based Native XML Storage System,2003.0,2003,"X Meng, D Luo, ML Lee, J An","X Meng, D Luo, M Lee, J An"
SYVDufoTe_IJ,journals/sigmod/Snodgrass94,Overview of the Special Section on Temporal Database Infrastructure,Overview of the Special Section on Temporal Database Infrastructure,1994.0,1994,RT Snodgrass,R Snodgrass
ChD3-mp23f8J,conf/sigmod/BohannonMR01,Main-Memory Index Structures with Fixed-Size Partial Keys,Main-Memory Index Structures with Fixed-Size Partial Keys,2001.0,2001,"P Bohannon, R Rastogi","P Bohannon, P McIlroy, R Rastogi"
9rbctPoEdNUJ,conf/vldb/LinLYZ03,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,,2003,"X Lin, Q Liu, Y Yuan, X Zhou","X Lin, Q Liu, Y Yuan, X Zhou"
Xm3ygCvkmN8J,conf/vldb/GarofalakisRS99,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,1999.0,1999,"M Garofalakis, R Rastogi, K Shim","M Garofalakis, R Rastogi, K Shim"
lvIPWxkN4YAJ,journals/sigmod/StolfoLCFE01,Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project,Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project,2001.0,2001,"SJ Stolfo, W Lee, PK Chan, W Fan, E Eskin","S Stolfo, W Lee, P Chan, W Fan, E Eskin"
62aA4DYB0MQJ,conf/vldb/BernsteinHSSZ97,The Microsoft Repository,The Microsoft Repository,,1997,"B Harry, P Sanders, PA Bernstein, D Shutt, J  ","P Bernstein, B Harry, P Sanders, D Shutt, J Zander"
PPH2NlobSwsJ,journals/sigmod/Datta94,Research Issues in Databases for ARCS: Active Rapidly Changing Data Systems,Research Issues in Databases for ARCS: Active Rapidly Changing Data Systems,1994.0,1994,A Datta,A Datta
z5EfiutEfScJ,conf/sigmod/Jamil99,Belief Reasoning in MLS Deductive Databases,Belief Reasoning in MLS Deductive Databases,1999.0,1999,HM Jamil,H Jamil
UF4wxbIa6FMJ,conf/sigmod/RodriguezR00,MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources,MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources,2000.0,2000,"M RodrÄ±guez-MartÄ±nez, N Roussopoulos","M Rodriguez-Martinez, N Roussopoulos"
V2WMOB42Gj0J,journals/sigmod/RamirezSP94,Medical Information Systems: Characterization and Challenges,Medical Information Systems: Characterization and Challenges,1994.0,1994,"JCG Ramirez, LA Smith","J Ramirez, L Smith, L Peterson"
8tFA4ENYqKQJ,conf/sigmod/KrishnanVI96,Estimating Alphanumeric Selectivity in the Presence of Wildcards,Estimating Alphanumeric Selectivity in the Presence of Wildcards,1996.0,1996,"P Krishnan, JS Vitter, B Iyer","P Krishnan, J Vitter, B Iyer"
ntrSSBumclMJ,journals/vldb/EyalM01,Integrating and customizing heterogeneous e-commerce applications,Integrating and customizing heterogeneous e-commerce applications,2001.0,2001,"A Eyal, T Milo","A Eyal, T Milo"
zWp_JdEQ8MgJ,conf/vldb/Pound99,In Cyber Space No One can Hear You Scream,In Cyber Space No One can Hear You Scream,1999.0,1999,C Pound,C Pound
VG96hL8afvgJ,conf/sigmod/Pirahesh94,Object-Oriented Features of DB2 Client/Server,Object-Oriented Features of DB2 Client/Server,,1994,H Pirahesh,H Pirahesh
8_HtXom0CVgJ,conf/vldb/Cuppens96,Querying a Multilevel Database: A Logical Analysis,Querying a Multilevel Database: A Logical Analysis,1996.0,1996,F Cuppens,F Cuppens
32AYdsd8K3kJ,conf/vldb/NgH94,Efficient and Effective Clustering Methods for Spatial Data Mining,Efficient and Effective Clustering Methods for Spatial Data Mining,,1994,J Han,"R Ng, J Han"
GnjIUQVlZ0UJ,conf/sigmod/DogacHKOONDMAKE96,METU Interoperable Database System,METU Interoperable Database System,,1996,AL Dogac Aet,"A Dogac, U Halici, E Kilic, G жzhan, F Ozcan, S Nural, C Dengi, S Mancuhan, I Arpinar, P Koksal, C Evrendilek"
ZFI7XBuonJAJ,conf/vldb/ChanFFGR02,Tree Pattern Aggregation for Scalable XML Data Dissemination,Tree Pattern Aggregation for Scalable XML Data Dissemination,2002.0,2002,"CY Chan, W Fan, P Felber, MN Garofalakis, R  ","C Chan, W Fan, P Felber, M Garofalakis, R Rastogi"
VaDXNMtPZ4oJ,conf/vldb/MignetMAC01,Change-Centric Management of Versions in an XML Warehouse,Change-Centric Management of Versions in an XML Warehouse,2001.0,2001,"A Marian, S Abiteboul, G Cobena, L Mignet","A Marian, S Abiteboul, G Cobena, L Mignet"
bKfF2TdyKDwJ,conf/vldb/BunkerCCMMW01,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,2001.0,2001,"CJ Bunker, LS Colby, RL Cole, WJ McKenna, G  ","C Bunker, L Colby, R Cole, W McKenna, G Mulagund, D Wilhite"
QHUtoLECZzgJ,conf/sigmod/HarinarayanRU96,Implementing Data Cubes Efficiently,Implementing Data Cubes Efficiently,1996.0,1996,"V Harinarayan, A Rajaraman, JD Ullman","V Harinarayan, A Rajaraman, J Ullman"
af50lhGnD8gJ,conf/vldb/HvasshovdBT00,An Ultra Highly Available DBMS,An Ultra Highly Available DBMS,,2000,"SO Hvasshovd, SE Bratsberg, O Torbjoernsen","S Hvasshovd, S Bratsberg, и Torbjјrnsen"
cb1kf4z7hA4J,conf/sigmod/BrinkhoffKSS94,Multi-Step Processing of Spatial Joins,Multi-Step Processing of Spatial Joins,,1994,"T Brinkhoff, HP Kriegel, R Schneider, B Seeger","T Brinkhoff, H Kriegel, R Schneider, B Seeger"
AQLsLBctUI4J,conf/vldb/MendelzonV00,Temporal Queries in OLAP,Temporal Queries in OLAP,2000.0,2000,"AO Mendelzon, AA Vaisman","A Mendelzon, A Vaisman"
AwFxLUGiceUJ,conf/sigmod/ZhouWGGZWXYF03,TREX: DTD-Conforming XML to XML Transformations,TREX: DTD-Conforming XML to XML Transformations,,2003,"A Zhou, Q Wang, Z Guo, X Gong, S Zheng, H Wu, J  ","A Zhou, Q Wang, Z Guo, X Gong, S Zheng, H Wu, J Xiao, K Yue, W Fan"
L9eva_gsxrIJ,conf/vldb/ChakravarthyKAK94,"Composite Events for Active Databases: Semantics, Contexts and Detection","Composite Events for Active Databases: Semantics, Contexts and Detection",1994.0,1994,"S Chakravarthy, V Krishnaprasad, E Anwar, SK Kim","S Chakravarthy, V Krishnaprasad, E Anwar, S Kim"
nJycrIdh5E4J,conf/sigmod/Olson95,Cover Your Assets,Cover Your Assets,1995.0,1995,MA Olson,M Olson
OuVZjeR64pMJ,conf/vldb/KiesslingK02,"Preference SQL - Design, Implementation, Experiences","Preference SQL - Design, Implementation, Experiences",2002.0,2002,"W Kiessling, G Koestler","W Kieпling, G Kіstler"
hHMtxXFlyu8J,conf/sigmod/JagatheesanR03,Data Grid Management Systems,Data Grid Management Systems,,2003,"A Jagatheesan, A Rajasekar","A Jagatheesan, A Rajasekar"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D63742426type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02b,Book Review Column,Book Review Column,2002.0,2002,SM Databases,K Aberer
TodiMgxv4vMJ,conf/sigmod/SeidlK98,Optimal Multi-Step k-Nearest Neighbor Search,Optimal Multi-Step k-Nearest Neighbor Search,,1998,"T Seidl, HP Kriegel","T Seidl, H Kriegel"
LPapCvY4RFkJ,conf/vldb/HelalL00,Rainbow: Distributed Database System for Classroom Education and Experimental Research,Rainbow: Distributed Database System for Classroom Education and Experimental Research,2000.0,2000,"A Helal, H Li","A Helal, H Li"
Jl3IrO4qDqMJ,conf/vldb/ShaferAM96,SPRINT: A Scalable Parallel Classifier for Data Mining,SPRINT: A Scalable Parallel Classifier for Data Mining,,1996,"R Agrawal, M Mehta, JC Shafer","J Shafer, R Agrawal, M Mehta"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D50734526type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/HummerLW02,Contracting in the Days of eBusiness,Contracting in the Days of eBusiness,2002.0,2002,"W Hthnmer, W Lehner, H Wedekind","W Hќmmer, W Lehner, H Wedekind"
TUOBVMb4PBsJ,journals/sigmod/Segev94,Editor's Notes,Editor's Notes,,1994,DW Leslie,A Segev
k3WA-AE7Sh4J,conf/sigmod/BaumannDFRW98,The Multidimensional Database System RasDaMan,The Multidimensional Database System RasDaMan,,1998,"P Baumann, A Dehmel, P Furtado, R Ritsch, N  ","P Baumann, A Dehmel, P Furtado, R Ritsch, N Widmann"
MfWZUBAVPFUJ,journals/sigmod/RafanelliBT96,The Aggregate Data Problem: A System for their Definition and Management,The Aggregate Data Problem: A System for their Definition and Management,1996.0,1996,"M Rafanelli, A Bezenchek, L Tininini","M Rafanelli, A Bezenchek, L Tininini"
_SsvlmhsusEJ,journals/sigmod/Liu02b,Editor's Notes,Editor's Notes,,2002,JA Neff,L Liu
TUOBVMb4PBsJ,journals/sigmod/Widom96,Editor's Notes,Editor's Notes,,1996,DW Leslie,J Widom
url:http://portal.acm.org/ft_gateway.cfm3Fid3D27636926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,conf/sigmod/NaumanS98,"Developing a High Traffic, Read-Only Web Site","Developing a High Traffic, Read-Only Web Site",,1998,"J Nauman, R Suorsa","J Nauman, R Suorsa"
C1Wu3OVlJCsJ,conf/vldb/FaloutsosJS97,Recovering Information from Summary Data,Recovering Information from Summary Data,,1997,"HV Jagadish, ND Sidiropoulost","C Faloutsos, H Jagadish, N Sidiropoulos"
url:http://www.springerlink.com/index/RTCC57FUUW3CADRF.pdf,journals/vldb/AtluriJY03,Guest editorial,Guest editorial,2003.0,2003,"PA Bernstein, Y Ioannidis, R Ramakrishnan",
XVP8s4K0Bg4J,conf/sigmod/SimmenSM96,Fundamental Techniques for Order Optimization,Fundamental Techniques for Order Optimization,1996.0,1996,"DE Simmen, EJ Shekita, T Malkemus","D Simmen, E Shekita, T Malkemus"
GxDfgCi-rq4J,conf/sigmod/Galhardas00,AJAX: An Extensible Data Cleaning Tool,AJAX: An Extensible Data Cleaning Tool,,2000,"H Galhardas, D Florescu, D Shasha, E Simon","H Galhardas, D Florescu, D Shasha, E Simon"
_SsvlmhsusEJ,journals/sigmod/Liu03b,Editor's Notes,Editor's Notes,,2003,JA Neff,L Liu
TUOBVMb4PBsJ,journals/sigmod/Franklin98,Editor's Notes,Editor's Notes,,1998,DW Leslie,M Franklin
MqdtZ_cUxDEJ,conf/sigmod/HanKK97,Scalable Parallel Data Mining for Association Rules,Scalable Parallel Data Mining for Association Rules,1997.0,1997,EH Hanâ?¦,"E Han, G Karypis, V Kumar"
mCU3zHcPfCsJ,conf/vldb/PellenkoftLK97,The Complexity of Transformation-Based Join Enumeration,The Complexity of Transformation-Based Join Enumeration,,1997,"A Pellenkoft1T2, CA Galindo-Legaria, M Kersten","A Pellenkoft, C Galindo-Legaria, M Kersten"
qcZ2tYThtK0J,conf/sigmod/BergstraesserBPS99,Versions and Workspaces in Microsoft Repository,Versions and Workspaces in Microsoft Repository,,1999,"T Bergstraesser, PA Bernstein, S Pal, D Shutt","T Bergstraesser, P Bernstein, S Pal, D Shutt"
Em3qp7RGalkJ,journals/sigmod/FreemanG96,Lifestreams: A Storage Model for Personal Data,Lifestreams: A Storage Model for Personal Data,1996.0,1996,"E Freeman, D Gelernter","E Freeman, D Gelernter"
xkvXoYlg2-cJ,conf/vldb/MehtaD95,Managing Intra-operator Parallelism in Parallel Database Systems,Managing Intra-operator Parallelism in Parallel Database Systems,1995.0,1995,M Mehta,"M Mehta, D DeWitt"
8vtUokULDisJ,journals/vldb/ApersCS02,Editorial,Editorial,,2002,V Quint,
tiAgO7G7YuAJ,conf/vldb/Hallmark95,The Oracle Warehouse,The Oracle Warehouse,,1995,D Sources,G Hallmark
bCj32WyDQ0IJ,conf/sigmod/SismanisDRK02,Dwarf: shrinking the PetaCube,Dwarf: shrinking the PetaCube,,2002,"Y Sismanis, Y Kotidis","Y Sismanis, A Deligiannakis, N Roussopoulos, Y Kotidis"
_SsvlmhsusEJ,journals/sigmod/Franklin98,Editor's Notes,Editor's Notes,,1998,JA Neff,M Franklin
micx2kyGfKIJ,conf/sigmod/LiBKN03,Composing XSL Transformations with XML Publishing Views,Composing XSL Transformations with XML Publishing Views,2003.0,2003,"C Li, P Bohannon, HF Korth, PPS Narayan","C Li, P Bohannon, H Korth, P Narayan"
gbjXwFztQTsJ,conf/vldb/Moni96,DISNIC-PLAN: A NICNET Based Distributed Database for Micro-level Planning in India,DISNIC-PLAN: A NICNET Based Distributed Database for Micro-level Planning in India,1996.0,1996,M Moni,M Moni
3k61gi_ld_UJ,conf/vldb/LeeLWS97,A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,1997.0,1997,"JH Lee, YK Lee, KY Whang","J Lee, Y Lee, K Whang, I Song"
-aml_OMAQNgJ,conf/vldb/HasanM95,Coloring Away Communication in Parallel Query Optimization,Coloring Away Communication in Parallel Query Optimization,1995.0,1995,"W Hasan, R Motwani","W Hasan, R Motwani"
2wGOv6yh4yIJ,conf/sigmod/ShahC01,"Fault-tolerant, Load-balancing Queries in Telegraph","Fault-tolerant, Load-balancing Queries in Telegraph",2001.0,2001,"MA Shah, S Chandrasekaran","M Shah, S Chandrasekaran"
Phcd3C1cfLcJ,journals/sigmod/Bussler02,The Role of B2B Engines in B2B Integration Architectures,The Role of B2B Engines in B2B Integration Architectures,2002.0,2002,C Bussler,C Bussler
xjlz3nY-EZsJ,conf/vldb/AgarwalADGNRS96,On the Computation of Multidimensional Aggregates,On the Computation of Multidimensional Aggregates,,1996,"SA BIT971, R Agrawal, P Deshpande, A Gupta, J  ","S Agarwal, R Agrawal, P Deshpande, A Gupta, J Naughton, R Ramakrishnan, S Sarawagi"
zMW_rq3S6VgJ,journals/sigmod/Franklin98,Editor's Notes,Editor's Notes,,1998,TE Cyrs,M Franklin
lSJVvYYknn0J,journals/sigmod/SouzaS99,Efficient Materialization and Use of Views in Data Warehouses,Efficient Materialization and Use of Views in Data Warehouses,1999.0,1999,"MF de Souza, MC Sampaio","M Souza, M Sampaio"
url:http://www.springerlink.com/index/3G9E0YCGLRQFPN89.pdf,journals/vldb/Ozsu03,New partnership with ACM and update on the journal,New partnership with ACM and update on the journal,2003.0,2003,M Tamer Ã?zsu,M жzsu
4tTQJrG4pn8J,conf/vldb/ChoN02,Effective Change Detection Using Sampling,Effective Change Detection Using Sampling,2002.0,2002,"J Cho, A Ntoulas","J Cho, A Ntoulas"
url:http://www.springerlink.com/index/6UEYKJ4UQTK18H6D.pdf,journals/vldb/Halevy02,Guest Editorial,Guest Editorial,2002.0,2002,AY Halevy,
jD6nDNmhP3AJ,journals/sigmod/SpynsMJ02,Data Modelling versus Ontology Engineering,Data Modelling versus Ontology Engineering,2002.0,2002,"P Spyns, R Meersman","P Spyns, R Meersman, M Jarrar"
mzqmEYGGT_IJ,journals/sigmod/Ritter98,The Middleware Muddle,The Middleware Muddle,1998.0,1998,D Ritter,D Ritter
zWoRcQffsq8J,journals/sigmod/CaleroPR03,Towards a database body of knowledge: a study from Spain,Towards a database body of knowledge: a study from Spain,2003.0,2003,"C Calero, M Piattini, F Ruiz","C Calero, M Piattini, F Ruiz"
9sm_ptv5pmYJ,conf/sigmod/Ross00,Expressing Business Rules,Expressing Business Rules,,2000,RG Ross,R Ross
PKGXc-nVZ_8J,journals/vldb/ApersCS02,Editorial,Editorial,,2002,A DW,
iAYjhuQV_qMJ,conf/vldb/GravanoIJKMS01,Approximate String Joins in a Database (Almost) for Free,Approximate String Joins in a Database (Almost) for Free,2001.0,2001,"L Gravano, PG Ipeirotis, HV Jagadish, N Koudas, S  ","L Gravano, P Ipeirotis, H Jagadish, N Koudas, S Muthukrishnan, D Srivastava"
TUOBVMb4PBsJ,journals/sigmod/Franklin97b,Editor's Notes,Editor's Notes,,1997,DW Leslie,M Franklin
-UHxodSX8oMJ,conf/sigmod/KalnisP01,Proxy-Server Architectures for OLAP,Proxy-Server Architectures for OLAP,,2001,"P Kalnis, D Papadias","P Kalnis, D Papadias"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D60186526type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02c,Book Review Column,Book Review Column,2002.0,2002,L Processing,K Aberer
url:http://portal.acm.org/ft_gateway.cfm3Fid3D50735326type3Dpdf26dl3Dportal26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02a,Book Review Column,Book Review Column,2002.0,2002,AAO Approach,K Aberer
LDxiVdRU6EEJ,conf/vldb/Hammond96,Using Referential Integrity To Easily Define Consistent Subset Replicas,Using Referential Integrity To Easily Define Consistent Subset Replicas,1996.0,1996,B Hammond,B Hammond
-tbXaORoThUJ,conf/sigmod/BrinMS97,Beyond Market Baskets: Generalizing Association Rules to Correlations,Beyond Market Baskets: Generalizing Association Rules to Correlations,,1997,"C Silverstein, R Motwani, S Brin","S Brin, R Motwani, C Silverstein"
UQY439hXMEgJ,conf/vldb/CatozziR01,Operating System Extensions for the Teradata Parallel VLDB,Operating System Extensions for the Teradata Parallel VLDB,,2001,NCR NCR,"J Catozzi, S Rabinovici"
9Ft0BSj3FqMJ,journals/sigmod/McHughAGQW97,Lore: A Database Management System for Semistructured Data,Lore: A Database Management System for Semistructured Data,,1997,"S Abiteboul, J McHugh, D Quass, J Widom, R Goldman","J McHugh, S Abiteboul, R Goldman, D Quass, J Widom"
Uxh3R2hfBOAJ,journals/vldb/FengYLH02,A template model for multidimensional inter-transactional association rules,A template model for multidimensional inter-transactional association rules,2002.0,2002,"L Feng, JX Yu, H Lu, J Han","L Feng, J Yu, H Lu, J Han"
oAVbM_vepr8J,conf/sigmod/SlivinskasJS01,Adaptable Query Optimization and Evaluation in Temporal Middleware,Adaptable Query Optimization and Evaluation in Temporal Middleware,2001.0,2001,"G Slivinskas, CS Jensen, RT Snodgrass","G Slivinskas, C Jensen, R Snodgrass"
ln1yHhG7gdgJ,conf/vldb/ShahabiFKF00,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,2000.0,2000,"C Shahabi, A Faisal, FB Kashani, J Faruque","C Shahabi, A Faisal, F Kashani, J Faruque"
zMW_rq3S6VgJ,journals/sigmod/Segev94,Editor's Notes,Editor's Notes,,1994,TE Cyrs,A Segev
xhXJfYv1MPwJ,journals/sigmod/AshishK97,Wrapper Generation for Semi-structured Internet Sources,Wrapper Generation for Semi-structured Internet Sources,,1997,NAC Knoblock,"N Ashish, C Knoblock"
Y1lEnVPl6d8J,conf/vldb/WienerN95,OODB Bulk Loading Revisited: The Partitioned-List Approach,OODB Bulk Loading Revisited: The Partitioned-List Approach,1995.0,1995,"JL Wiener, JF Naughton","J Wiener, J Naughton"
T5ZdpquqfJ0J,conf/sigmod/BenediktCFFR03,Capturing both Types and Constraints in Data Integration,Capturing both Types and Constraints in Data Integration,2003.0,2003,"M Benedikt, CY Chan, W Fan, J Freire, R Rastogi","M Benedikt, C Chan, W Fan, J Freire, R Rastogi"
asukNMVeZZYJ,journals/sigmod/BarbaraCJW01,ADAM: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,ADAM: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,2001.0,2001,"D Barbara, J Couto, S Jajodia, N Wu","D Barbarс, J Couto, S Jajodia, N Wu"
A92KQRVdZaoJ,conf/vldb/AksoyZF01,Data Staging for On-Demand Broadcast,Data Staging for On-Demand Broadcast,2001.0,2001,"D Aksoy, MJ Franklin, S Zdonik","D Aksoy, M Franklin, S Zdonik"
nwWpGh3Mx7MJ,conf/sigmod/HanWDPW02,CubeExplorer: online exploration of data cubes,CubeExplorer: online exploration of data cubes,,2002,"J Han, J Wang, G Dong, J Pei, K Wang","J Han, J Wang, G Dong, J Pei, K Wang"
DY6x1fDAy9EJ,journals/sigmod/Chaudhri95,An Annotated Bibliography of Benchmarks for Object Databases,An Annotated Bibliography of Benchmarks for Object Databases,1995.0,1995,AB Chaudhri,A Chaudhri
a3aecJJ58NIJ,conf/vldb/MarronL01,On Processing XML in LDAP,On Processing XML in LDAP,2001.0,2001,"PJ Marron, G Lausen","P Marrѓn, G Lausen"
5fb1l1MyGisJ,conf/sigmod/JonssonFS98,Interaction of Query Evaluation and Buffer Management for Information Retrieval,Interaction of Query Evaluation and Buffer Management for Information Retrieval,1998.0,1998,"BT Jonsson, MJ Franklin, D Srivastava","B Jѓnsson, M Franklin, D Srivastava"
GUdXGx4blW8J,conf/sigmod/DewanSHH94,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,1994.0,1994,"HM Dewan, SJ Stolfo, M Hernandez, JJ Hwang","H Dewan, S Stolfo, M Hernсndez, J Hwang"
xsV7dkJi-YMJ,journals/sigmod/GerlhofKM96,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,,1996,"G Moerkotte, C Gerlhof, A Kemper","C Gerlhof, A Kemper, G Moerkotte"
fz4PKDuWGmoJ,journals/vldb/HelmerM03,A performance study of four index structures for set-valued attributes of low cardinality,A performance study of four index structures for set-valued attributes of low cardinality,2003.0,2003,"S Helmer, G Moerkotte","S Helmer, G Moerkotte"
MNDAemDpS3cJ,conf/vldb/LabrinidisR01,Update Propagation Strategies for Improving the Quality of Data on the Web,Update Propagation Strategies for Improving the Quality of Data on the Web,2001.0,2001,ALN Roussopoulos,"A Labrinidis, N Roussopoulos"
7D59wPTtkdcJ,conf/sigmod/ArasuBBDIRW03,STREAM: The Stanford Stream Data Manager,STREAM: The Stanford Stream Data Manager,,2003,D Proposal,"A Arasu, B Babcock, S Babu, M Datar, K Ito, I Nishizawa, J Rosenstein, J Widom"
j6v2b9hN-R4J,conf/sigmod/AndersonBKW98,"Replication, Consistency, and Practicality: Are These Mutually Exclusive?","Replication, Consistency, and Practicality: Are These Mutually Exclusive?",1998.0,1998,"T Anderson, Y Breitbart, HF Korth, A Wool","T Anderson, Y Breitbart, H Korth, A Wool"
Y8HMa1ZZE6sJ,conf/sigmod/GuhaRS98,CURE: An Efficient Clustering Algorithm for Large Databases,CURE: An Efficient Clustering Algorithm for Large Databases,,1998,"G Sudipto, R Rastogi, K Shim","S Guha, R Rastogi, K Shim"
dGbuUkhWNhMJ,conf/sigmod/ChristophidesACS94,From Structured Documents to Novel Query Facilities,From Structured Documents to Novel Query Facilities,1994.0,1994,"V Christophides, S Abiteboul, S Cluet, M Scholl","V Christophides, S Abiteboul, S Cluet, M Scholl"
CiYPfP3-5_kJ,conf/vldb/WhiteheadSM97,GTE SuperPages: Using IR Techniques for Searching Complex Objects,GTE SuperPages: Using IR Techniques for Searching Complex Objects,1997.0,1997,"S Whitehead, H Sinha, M Murphy","S Whitehead, H Sinha, M Murphy"
iQ3Zi3crc9wJ,conf/vldb/GrumbachRS00,Manipulating Interpolated Data is Easier than You Thought,Manipulating Interpolated Data is Easier than You Thought,2000.0,2000,"S Grumbach, P Rigaux, L Segoufin","S Grumbach, P Rigaux, L Segoufin"
4Uf5sjXgwhoJ,conf/sigmod/BerchtoldBK98,The Pyramid-Technique: Towards Breaking the Curse of Dimensionality,The Pyramid-Technique: Towards Breaking the Curse of Dimensionality,1998.0,1998,"S Berchtold, HP Kriegel","S Berchtold, C Bіhm, H Kriegel"
9Ai_9dZChG4J,journals/sigmod/DadamK97,The Database and Information System Research Group at the University of Ulm,The Database and Information System Research Group at the University of Ulm,1997.0,1997,"P Dadam, W Klas","P Dadam, W Klas"
5cw83MyqYrMJ,conf/sigmod/GrayHOS96,The Dangers of Replication and a Solution,The Dangers of Replication and a Solution,,1996,"D Shasha, PO'Neil, J Gray, P Helland","J Gray, P Helland, P O'Neil, D Shasha"
UYAoi4DYOXUJ,journals/sigmod/Cardelli01,Describing Semistructured Data,Describing Semistructured Data,2001.0,2001,L Cardelli,L Cardelli
7SeTnikjovEJ,conf/vldb/MatiasVW00,Dynamic Maintenance of Wavelet-Based Histograms,Dynamic Maintenance of Wavelet-Based Histograms,2000.0,2000,"Y Matias, JS Vitter, M Wang","Y Matias, J Vitter, M Wang"
2Pc6rKYB8ykJ,conf/vldb/GotoK02,A New Passenger Support System for Public Transport using Mobile Database Access,A New Passenger Support System for Public Transport using Mobile Database Access,2002.0,2002,"K Goto, Y Kambayashi","K Goto, Y Kambayashi"
wRHapJxb_-QJ,conf/vldb/MadhavanBR01,Generic Schema Matching with Cupid,Generic Schema Matching with Cupid,2001.0,2001,"J Madhavan, PA Bernstein, E Rahm","J Madhavan, P Bernstein, E Rahm"
GKUflKzgAVEJ,journals/sigmod/EisenbergM01,SQL/XML and the SQLX Informal Group of Companies,SQL/XML and the SQLX Informal Group of Companies,2001.0,2001,"A Eisenberg, J Melton","A Eisenberg, J Melton"
_1N4nkD4AMIJ,conf/vldb/KornackerB95,High-Concurrency Locking in R-Trees,High-Concurrency Locking in R-Trees,,1995,"D Banks, M Kornacker, M Stonebraker","M Kornacker, D Banks"
