Name_A,Address_A,City_A,Phone_A,type_A,Name_B,Address_B,City_B,Phone_B,type_B,Gold
pastis,'1015 battery st.','san francisco',415/391-2555,french,'yujean kang\'s','67 n. raymond ave.',pasadena,818-585-0855,chinese,0
felix,'340 w. broadway at grand st.','new york',212/431-0021,french,'andre\'s french restaurant','401 s. 6th st.','las vegas',702-385-5016,'french (classic)',0
'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'carey\'s','1021 cobb pkwy. se',marietta,770-422-8042,hamburgers,0
'the bacchanal','3570 las vegas blvd. s','las vegas',702/731-7525,'only in las vegas',sushisay,'38 e. 51st st.','new york city',212-755-1780,japanese,0
'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'brookhaven cafe','4274 peachtree rd.',atlanta,404-231-5907,vegetarian,0
'sarabeth\'s kitchen','423 amsterdam ave.  between 80th and 81st sts.','new york',212/496-6280,american,chops,'70 w. paces ferry rd.',atlanta,404-262-2675,steakhouses,0
'harry\'s bar & american grill','2020 ave. of the stars','los angeles',310/277-2333,italian,'dusit thai','3221 mission st.','san francisco',415-826-4639,thai,0
first,'87 1st ave.  between 5th and 6th sts.','new york',212/674-3823,american,jiraffe,'502 santa monica blvd','santa monica',310-917-6671,californian,0
'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'la grotta','2637 peachtree rd. ne',atlanta,404-231-1368,italian,0
'rex il ristorante','617 s. olive st.','los angeles',213/627-2300,italian,'teresa\'s','80 montague st.',queens,718-520-2910,polish,0
'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','cafe flore','2298 market st.','san francisco',415-621-8579,californian,0
'empire korea','6 e. 32nd st.','new york',212/725-1333,asian,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,0
'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'la cumbre','515 valencia st.','san francisco',415-863-8205,mexican,0
ciboulette,'1529 piedmont ave.',atlanta,404/874-7600,french,'java jive','790 ponce de leon ave.',atlanta,404-876-6161,'coffee shops',0
'la grotta at ravinia dunwoody rd.','holiday inn/crowne plaza at ravinia  dunwoody',atlanta,770/395-9925,italian,'les celebrites','155 w. 58th st.','new york city',212-484-5113,'french (classic)',0
'morton\'s','8764 melrose ave.','los angeles',310/276-5205,american,pisces,'95 ave. a','new york city',212-260-6660,seafood,0
s.p.q.r,'133 mulberry st.  between hester and grand sts.','new york',212/925-3120,italian,'maxwell\'s cafe','13329 washington blvd.','marina del rey',310-306-7829,american,0
'alley\'s end','311 w. 17th st.','new york',212/627-8899,american,'bobby & june\'s kountry kitchen','375 14th st.',atlanta,404-876-3872,southern/soul,0
'casa la femme','150 wooster st.  between houston and prince sts.','new york',212/505-0005,'middle eastern','plumpjack cafe','3127 fillmore st.','san francisco',415-563-4755,'american (new)',0
'l\'udo','432 lafayette st.  near astor pl.','new york',212/388-0978,french,'roosevelt tamale parlor','2817 24th st.','san francisco',415-550-9213,mexican,0
'planet hollywood','140 w. 57th st.','new york',212/333-7827,american,'second street grill','200 e. fremont st.','las vegas',702-385-6277,'pacific rim',0
suppenkuche,'601 hayes st.','san francisco',415/252-9289,russian/german,'johnny reb\'s southern smokehouse','4663 long beach blvd.','long beach',310-423-7327,southern/soul,0
'fleur de lys','777 sutter st.','san francisco',415/673-7779,french,'cha cha cha\'s','1805 haight st.','san francisco',415-386-5758,caribbean,0
'indigo coastal grill','1397 n. highland ave.',atlanta,404/876-0676,caribbean,'la grenouille','3 e. 52nd st.','new york city',212-752-1495,'french (classic)',0
'golden steer','308 w. sahara ave.','las vegas',702/384-4470,'steak houses','arnie morton\'s of chicago','435 s. la cienega blvd.','los angeles',310-246-1501,steakhouses,0
'luna si','1931 peachtree rd.',atlanta,404/355-5993,continental,'falafel king','1059 broxton ave.',westwood,310-208-4444,'middle eastern',0
'empress court','3570 las vegas blvd. s','las vegas',702/731-7888,asian,'brent\'s deli','19565 parthenia ave.',northridge,818-886-5679,delis,0
'city grill','50 hurt plaza',atlanta,404/524-2489,international,'cha cha cha\'s','1805 haight st.','san francisco',415-386-5758,caribbean,0
faz,'161 sutter st.','san francisco',415/362-0404,'greek and middle eastern',lutece,'249 e. 50th st.','new york city',212-752-2225,'french (classic)',0
docks,'633 3rd ave. at 40th st.','new york','212/ 986-8080',seafood,'don antonio\'s','1136 westwood blvd.',westwood,310-209-1422,italian,0
'san pietro','18 e. 54th st.','new york',212/753-9015,italian,nava,'3060 peachtree rd.',atlanta,404-240-1984,southwestern,0
'caffe roma','385 broome st. at mulberry','new york',212/226-8413,'coffee bar','bristol farms market cafe','1570 rosecrans ave. s.',pasadena,310-643-5229,californian,0
barbetta,'321 w. 46th st.','new york',212/246-9171,italian,oceana,'55 e. 54th st.','new york city',212-759-5941,seafood,0
first,'87 1st ave.  between 5th and 6th sts.','new york',212/674-3823,american,'ej\'s luncheonette','432 sixth ave.','new york city',212-473-5555,diners,0
'california pizza kitchen','207 s. beverly dr.','los angeles',310/275-1101,californian,'second street grill','200 e. fremont st.','las vegas',702-385-6277,'pacific rim',0
'hong kong villa','2332 clement st.','san francisco',415/752-8833,asian,'mayflower cuisinier','4750 w. sahara ave.','las vegas',702-870-8432,chinese,0
'taste of new orleans','889 w. peachtree st.',atlanta,404/874-5535,southern,'dottie\'s true blue cafe','522 jones st.','san francisco',415-885-2767,diners,0
'mary mac\'s tea room','224 ponce de leon ave.',atlanta,404/876-1800,southern,'lulu restaurant-bis-cafe','816 folsom st.','san francisco',415-495-5775,mediterranean,0
'captain\'s table','860 2nd ave. at 46th st.','new york',212/697-9538,seafood,'gray\'s papaya','2090 broadway','new york city',212-799-0243,'hot dogs',0
verbena,'54 irving pl. at 17th st.','new york',212/260-5454,american,'palm too','840 second ave.','new york city',212-697-5198,steakhouses,0
'bamboo garden','4850 flamingo rd.','las vegas',702/871-3262,asian,citrus,'6703 melrose ave.','los angeles',213-857-0034,californian,0
'da nico','164 mulberry st.  between grand and broome sts.','new york',212/343-1212,italian,'pho hoa','642 broadway',chinatown,213-626-5530,vietnamese,0
'harbor village','4 embarcadero center','san francisco',415/781-8833,asian,'park avenue cafe (new york city)','100 e. 63rd st.','new york city',212-644-1900,'american (new)',0
remi,'145 w. 53rd st.','new york',212/581-4242,italian,'l\'orangerie','903 n. la cienega blvd.','w. hollywood',310-652-9770,'french (classic)',0
picholine,'35 w. 64th st.','new york',212/724-8585,mediterranean,'teresa\'s','80 montague st.',queens,718-520-2910,polish,0
'ca\'brea','346 s. la brea ave.','los angeles',213/938-2863,italian,shiro,'1505 mission st. s.',pasadena,818-799-4774,'pacific new wave',0
'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'dusit thai','3221 mission st.','san francisco',415-826-4639,thai,0
'bamboo garden','4850 flamingo rd.','las vegas',702/871-3262,asian,'piero\'s restaurant','355 convention center dr.','las vegas',702-369-2305,italian,0
daniel,'20 e. 76th st.','new york',212/288-0033,french,'falafel king','1059 broxton ave.',westwood,310-208-4444,'middle eastern',0
'nikolai\'s roof','255 courtland st.  at harris st.',atlanta,404/221-6362,continental,'swan oyster depot','1517 polk st.','san francisco',415-673-1101,seafood,0
'captain\'s table','860 2nd ave. at 46th st.','new york',212/697-9538,seafood,'21 club','21 w. 52nd st.','new york city',212-582-7200,'american (new)',0
pamir,'1065 1st ave.  at 58th st.','new york',212/644-9258,'middle eastern',kiev,'117 second ave.','new york city',212-674-4040,ukrainian,0
'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
aqua,'252 california st.','san francisco',415/956-9662,seafood,'sign of the dove','1110 third ave.','new york city',212-861-8080,'american (new)',0
faz,'161 sutter st.','san francisco',415/362-0404,'greek and middle eastern',aquavit,'13 w. 54th st.','new york city',212-307-7311,scandinavian,0
drago,'2628 wilshire blvd.','santa monica',310/828-1585,italian,'cafe lalo','201 w. 83rd st.','new york city',212-496-6031,coffeehouses,0
'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'don antonio\'s','1136 westwood blvd.',westwood,310-209-1422,italian,0
thepin,'298 gough st.','san francisco',415/863-9335,asian,'doidge\'s','2217 union st.','san francisco',415-921-2149,american,0
'mandarin court','1510 e. flamingo rd.','las vegas',702/737-1234,asian,'mi cocina','57 jane st.','new york city',212-627-8273,mexican,0
'caffe vivaldi','32 jones st. at bleecker st.','new york',212/691-7538,'coffee bar','benita\'s frites','1433 third st. promenade','santa monica',310-458-2889,'fast food',0
abbey,'163 ponce de leon ave.',atlanta,404/876-8532,international,veggieland,'220 sandy springs circle',atlanta,404-231-3111,vegetarian,0
'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','jo jo','160 e. 64th st.','new york city',212-223-5656,'french bistro',0
'kuleto\'s','221 powell st.','san francisco',415/397-7720,italian,'ritz-carlton dining room (san francisco)','600 stockton st.','san francisco',415-296-7465,'french (new)',0
'evergreen cafe','1288 1st ave. at 69th st.','new york',212/744-3266,asian,'bernard\'s','515 s. olive st.','los angeles',213-612-1580,continental,0
sfuzzi,'58 w. 65th st.','new york',212/873-3700,american,'tillerman  the','2245 e. flamingo rd.','las vegas',702-731-4036,steakhouses,0
'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
'bar anise','1022 3rd ave.  between 60th and 61st sts.','new york',212/355-1112,mediterranean,'san domenico','240 central park s.','new york city',212-265-5959,italian,0
'caffe roma','385 broome st. at mulberry','new york',212/226-8413,'coffee bar','cha cha cha\'s','1805 haight st.','san francisco',415-386-5758,caribbean,0
matsuhisa,'129 n. la cienega blvd.','beverly hills',310/659-9639,asian,'locanda veneta','8638 w. third st.','los angeles',310-274-1893,italian,0
2223,'2223 market st.','san francisco',415/431-0692,american,'island spice','402 w. 44th st.','new york city',212-765-1737,caribbean,0
'l\'orangerie','903 n. la cienega blvd.','los angeles',310/652-9770,french,arcadia,'21 e. 62nd st.','new york city',212-223-2900,'american (new)',0
'new york noodletown','28 1/2 bowery at bayard st.','new york',212/349-0923,asian,frijoleros,'1031 peachtree st. ne',atlanta,404-892-8226,tex-mex,0
'trader vic\'s','9876 wilshire blvd.','los angeles',310/276-6345,asian,valentino,'3115 pico blvd.','santa monica',310-829-4313,italian,0
'park avenue cafe','100 e. 63rd st.','new york',212/644-1900,american,'cafe sunflower','5975 roswell rd.',atlanta,404-256-1675,'health food',0
'mambo restaurante cubano','1402 n. highland ave.',atlanta,404/874-2626,caribbean,canoe,'4199 paces ferry rd.',atlanta,770-432-2663,'american (new)',0
'cafe renaissance','7050 jimmy carter blvd.  norcross',atlanta,770/441--0291,american,'don antonio\'s','1136 westwood blvd.',westwood,310-209-1422,italian,0
docks,'633 3rd ave. at 40th st.','new york','212/ 986-8080',seafood,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',0
rain,'100 w. 82nd st.','new york',212/501-0776,asian,'indo cafe','10428 1/2 national blvd.',la,310-815-1290,indonesian,0
'tse yang','34 e. 51st st.','new york',212/688-5447,asian,'la cumbre','515 valencia st.','san francisco',415-863-8205,mexican,0
tapika,'950 8th ave. at 56th st.','new york','212/ 397-3737',american,'belvedere  the','9882 little santa monica blvd.','beverly hills',310-788-2306,'pacific new wave',0
'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,darbar,'44 w. 56th st.','new york city',212-432-7227,indian,0
'art\'s delicatessen','12224 ventura blvd.','studio city',818/762-1221,american,'buckhead diner','3073 piedmont rd.',atlanta,404-262-3336,'american (new)',0
mikado,'3400 las vegas blvd. s','las vegas',702/791-7111,asian,'nuevo laredo cantina','1495 chattahoochee ave. nw',atlanta,404-352-9009,mexican,0
'kyo-ya. sheraton palace hotel','2 new montgomery st.  at market st.','san francisco',415/546-5000,asian,'palace court','3570 las vegas blvd. s.','las vegas',702-731-7110,'french (new)',0
rumpus,'1 tillman pl.','san francisco',415/421-2300,american,'thailand restaurant','106 bayard st.','new york city',212-349-3132,thai,0
'frico bar','402 w. 43rd st.  off 9th ave.','new york',212/564-7272,italian,'zankou chicken','1415 e. colorado st.',glendale,818-244-1937,'middle eastern',0
'georgia grille','2290 peachtree rd.  peachtree square shopping center',atlanta,404/352-3517,american,'buckhead diner','3073 piedmont rd.',atlanta,404-262-3336,'american (new)',0
'columbus bakery','53rd sts.','new york',212/421-0334,'coffee bar','les celebrites','155 w. 58th st.','new york city',212-484-5113,'french (classic)',0
't salon','143 mercer st. at prince st.','new york',212/925-3700,'coffee bar','sparks steak house','210 e. 46th st.','new york city',212-687-4855,steakhouses,0
ipanema,'13 w. 46th st.','new york',212/730-5848,'latin american','le montrachet bistro','3000 paradise rd.','las vegas',702-732-5651,'french bistro',0
'cafe centro','200 park ave.  between 45th st. and vanderbilt ave.','new york',212/818-1222,french,'alon\'s at the terrace','659 peachtree st.',atlanta,404-724-0444,sandwiches,0
citrus,'6703 melrose ave.','los angeles',213/857-0034,californian,nava,'3060 peachtree rd.',atlanta,404-240-1984,southwestern,0
palio,'151 w. 51st. st.','new york',212/245-4850,italian,'michael\'s (las vegas)','3595 las vegas blvd. s.','las vegas',702-737-7111,continental,0
'lowcountry barbecue','6301 roswell rd.  sandy springs plaza  sandy springs',atlanta,404/255-5160,barbecue,'locanda veneta','8638 w. third st.','los angeles',310-274-1893,italian,0
'harbor village','4 embarcadero center','san francisco',415/781-8833,asian,'joe\'s','1023 abbot kinney blvd.',venice,310-399-5811,'american (new)',0
'alley\'s end','311 w. 17th st.','new york',212/627-8899,american,sushisay,'38 e. 51st st.','new york city',212-755-1780,japanese,0
'pano\'s and paul\'s','1232 w. paces ferry rd.',atlanta,404/261-3662,international,'masa\'s','648 bush st.','san francisco',415-989-7154,'french (new)',0
valentino,'3115 pico blvd.','santa monica',310/829-4313,italian,'ruby\'s (la)','45 s. fair oaks ave.',pasadena,818-796-7829,diners,0
'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'bistro  the','56 e. andrews dr. nw',atlanta,404-231-5733,'french bistro',0
'american place','2 park ave. at 32nd st.','new york',212/684-2122,american,'manhattan ocean club','57 w. 58th st.','new york city',212-371-7777,seafood,0
aja,'937 broadway at 22nd st.','new york',212/473-8388,american,'tavern on the green','central park west','new york city',212-873-3200,'american (new)',0
'cafe  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,'ext 6108 international',pisces,'95 ave. a','new york city',212-260-6660,seafood,0
'la grotta','2637 peachtree rd.  peachtree house condominium',atlanta,404/231-1368,italian,'la cachette','10506 little santa monica blvd.','century city',310-470-4992,'french (new)',0
'empire korea','6 e. 32nd st.','new york',212/725-1333,asian,'main course  the','10509 w. pico blvd.','rancho park',310-475-7564,american,0
kamogawa,'3300 peachtree rd.  grand hyatt',atlanta,404/841-0314,asian,r-23,'923 e. third st.','los angeles',213-687-7178,japanese,0
'l\'orangerie','903 n. la cienega blvd.','los angeles',310/652-9770,french,'chez michel','804 north point st.','san francisco',415-775-7036,californian,0
pastis,'1015 battery st.','san francisco',415/391-2555,french,'kelley & ping','127 greene st.','new york city',212-228-1212,pan-asian,0
'ca\'del sol','4100 cahuenga blvd.','los angeles',818/985-4669,italian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',0
'canter\'s','419 n. fairfax ave.','los angeles',213/651-2030.,american,'piero\'s restaurant','355 convention center dr.','las vegas',702-369-2305,italian,0
'south park cafe','108 south park','san francisco',415/495-7275,french,chanterelle,'2 harrison st.','new york city',212-966-6960,'french (new)',0
'hedgerose heights inn','490 e. paces ferry rd.',atlanta,404/233-7673,international,seryna,'11 e. 53rd st.','new york city',212-980-9393,japanese,0
'film center cafe','635 9th ave.  between 44th and 45th sts.','new york','212/ 262-2525',american,'tillerman  the','2245 e. flamingo rd.','las vegas',702-731-4036,steakhouses,0
remi,'145 w. 53rd st.','new york',212/581-4242,italian,'chin\'s','3200 las vegas blvd. s.','las vegas',702-733-8899,chinese,0
'mon kee seafood restaurant','679 n. spring st.','los angeles',213/628-6717,asian,'cucina della fontana','368 bleecker st.','new york city',212-242-0636,italian,0
'l\'auberge du midi','310 w. 4th st.  between w. 12th and bank sts.','new york',212/242-4705,french,'pink\'s famous chili dogs','709 n. la brea ave.',la,213-931-4223,'hot dogs',0
'brasserie le coze','3393 peachtree rd.  lenox square mall  near neiman marcus',atlanta,404/266-1440,french,'benny\'s burritos','93 ave. a','new york city',212-254-2054,mexican,0
otabe,'68 e. 56th st.','new york',212/223-7575,asian,'maxwell\'s cafe','13329 washington blvd.','marina del rey',310-306-7829,american,0
'bamboo garden','4850 flamingo rd.','las vegas',702/871-3262,asian,lutece,'249 e. 50th st.','new york city',212-752-2225,'french (classic)',0
pacifica,'138 lafayette st.  between canal and howard sts.','new york',212/941-4168,asian,'sweet lady jane','8360 melrose ave.',la,213-653-7145,desserts,0
'broadway deli','3rd st. promenade','santa monica',310/451-0616,american,palm,'837 second ave.','new york city',212-687-2953,steakhouses,0
'pano\'s and paul\'s','1232 w. paces ferry rd.',atlanta,404/261-3662,international,'nicky blair\'s','3925 paradise rd.','las vegas',702-792-9900,italian,0
'tommy tang\'s','7313 melrose ave.','los angeles',213/937-5733,asian,'maxwell\'s cafe','13329 washington blvd.','marina del rey',310-306-7829,american,0
bolo,'23 e. 22nd st.','new york',212/228-2200,mediterranean,'benny\'s burritos','93 ave. a','new york city',212-254-2054,mexican,0
'post house','28 e. 63rd st.','new york',212/935-2888,american,'alon\'s at the terrace','659 peachtree st.',atlanta,404-724-0444,sandwiches,0
'macarthur park','607 front st.','san francisco',415/398-5700,american,'103 west','103 w. paces ferry rd.',atlanta,404-233-5993,continental,0
odeon,'145 w. broadway at thomas st.','new york',212/233-0507,american,'sarabeth\'s','1295 madison ave.','new york city',212-410-7335,american,0
'sofia fabulous pizza','1022 madison ave.  near 79th st.','new york',212/734-2676,italian,'swan oyster depot','1517 polk st.','san francisco',415-673-1101,seafood,0
'georgia grille','2290 peachtree rd.  peachtree square shopping center',atlanta,404/352-3517,american,'jan\'s family restaurant','8424 beverly blvd.',la,213-651-2866,'coffee shops',0
eclipse,'8800 melrose ave.','los angeles',310/724-5959,californian,'lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
'georgia grille','2290 peachtree rd.  peachtree square shopping center',atlanta,404/352-3517,american,'edison cafe','228 w. 47th st.','new york city',212-840-5000,diners,0
alamo,'304 e. 48th st.','new york','212/ 759-0590',mexican,patina,'5955 melrose ave.','los angeles',213-467-1108,californian,0
'penang soho','109 spring st.  between greene and mercer sts.','new york',212/274-8883,asian,'cucina di pesce','87 e. fourth st.','new york city',212-260-6800,seafood,0
'mesa grill','102 5th ave.  between 15th and 16th sts.','new york',212/807-7400,american,'brent\'s deli','19565 parthenia ave.',northridge,818-886-5679,delis,0
prego,'362 n. camden dr.','los angeles',310/277-7346,italian,'sushi nozawa','11288 ventura blvd.','studio city',818-508-7017,japanese,0
'mccormick & kuleto\'s','ghirardelli sq.','san francisco',415/929-1730,seafood,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',0
'gilliland\'s','2424 main st.','santa monica',310/392-3901,american,'gumbo pot  the','6333 w. third st.',la,213-933-0358,cajun/creole,0
'ruth\'s chris','148 w. 51st st.','new york',212/245-9600,american,'cha cha cha\'s','1805 haight st.','san francisco',415-386-5758,caribbean,0
orso,'322 w. 46th st.','new york',212/489-7212,italian,'lemongrass grill','61a seventh ave.',brooklyn,718-399-7100,thai,0
'corrado cafe','1013 3rd ave.  between 60th and 61st sts.','new york',212/753-5100,'coffee bar','thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,0
sanppo,'1702 post st.','san francisco',415/346-3486,asian,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,0
'mary mac\'s tea room','224 ponce de leon ave.',atlanta,404/876-1800,southern,shiro,'1505 mission st. s.',pasadena,818-799-4774,'pacific new wave',0
'wu kong','101 spear st.','san francisco',415/957-9300,asian,'ruth\'s chris steak house (los angeles)','224 s. beverly dr.','beverly hills',310-859-8744,steakhouses,0
march,'405 e. 58th st.','new york',212/754-6272,american,'lemongrass grill','61a seventh ave.',brooklyn,718-399-7100,thai,0
'les celebrites','160 central park s','new york',212/484-5113,french,'slanted door','584 valencia st.','san francisco',415-861-8032,vietnamese,0
rubicon,'558 sacramento st.','san francisco',415/434-4100,american,'feast from the east','1949 westwood blvd.','west la',310-475-0400,chinese,0
'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'la mediterranee','288 noe st.','san francisco',415-431-7210,mediterranean,0
'nate \'n\' al\'s','414 n. beverly dr.','los angeles',310/274-0101,american,'koo koo roo','8393 w. beverly blvd.',la,213-655-9045,chicken,0
'arnie morton\'s of chicago','435 s. la cienega blv.','los angeles',310/246-1501,american,'monte carlo','3145 las vegas blvd. s.','las vegas',702-733-4524,'french (new)',0
'main street','446 columbus ave.  between 81st and 82nd sts.','new york',212/873-5025,american,'bistro  the','56 e. andrews dr. nw',atlanta,404-231-5733,'french bistro',0
'caffe lure','169 sullivan st.  between houston and bleecker sts.','new york',212/473-2642,french,daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
daniel,'20 e. 76th st.','new york',212/288-0033,french,'cafe des artistes','1 w. 67th st.','new york city',212-877-3500,'french (classic)',0
'hotel bel-air','701 stone canyon rd.','bel air',310/472-1211,californian,'johnny rockets (la)','7507 melrose ave.',la,213-651-3361,american,0
maykadeh,'470 green st.','san francisco',415/362-8286,'greek and middle eastern','sushi nozawa','11288 ventura blvd.','studio city',818-508-7017,japanese,0
layla,'211 w. broadway at franklin st.','new york',212/431-0700,'middle eastern','main course  the','10509 w. pico blvd.','rancho park',310-475-7564,american,0
'tang pavillion','65 w. 55th st.','new york',212/956-6888,asian,chops,'70 w. paces ferry rd.',atlanta,404-262-2675,steakhouses,0
'gladstone\'s','4 fish 17300 pacific coast hwy. at sunset blvd.','pacific palisades',310/454-3474,american,valentino,'3115 pico blvd.','santa monica',310-829-4313,italian,0
'hudson river club','4 world financial center','new york',212/786-1500,american,'carnegie deli','854 seventh ave.','new york city',212-757-2245,delis,0
'bugsy\'s diner','3555 las vegas blvd. s','las vegas',702/733-3111,'coffee shops/diners','koo koo roo','8393 w. beverly blvd.',la,213-655-9045,chicken,0
'rose pistola','532 columbus ave.','san francisco',415/399-0499,italian,'patsy\'s pizza','19 old fulton st.',brooklyn,718-858-4300,pizza,0
'emily\'s','1325 5th ave. at 111th st.','new york',212/996-1212,american,'virgil\'s real bbq','152 w. 44th st.','new york city',212-921-9494,bbq,0
'san pietro','18 e. 54th st.','new york',212/753-9015,italian,'szechuan hunan cottage','1588 york ave.','new york city',212-535-5223,chinese,0
'turkish kitchen','386 3rd ave.  between 27th and 28th sts.','new york',212/679-1810,'middle eastern','mi cocina','57 jane st.','new york city',212-627-8273,mexican,0
faz,'161 sutter st.','san francisco',415/362-0404,'greek and middle eastern','elias corner','24-02 31st st.',queens,718-932-1510,greek,0
'tommy tang\'s','7313 melrose ave.','los angeles',213/937-5733,asian,darbar,'44 w. 56th st.','new york city',212-432-7227,indian,0
verbena,'54 irving pl. at 17th st.','new york',212/260-5454,american,'carmine\'s','2450 broadway','new york city',212-362-2200,italian,0
'south of france','2345 cheshire bridge rd.',atlanta,404/325-6963,french,'sam\'s noodle shop','411 third ave.','new york city',212-213-2288,chinese,0
'shun lee west','43 w. 65th st.','new york',212/371-8844,asian,'original pantry bakery','875 s. figueroa st. downtown',la,213-627-6879,diners,0
alamo,'304 e. 48th st.','new york','212/ 759-0590',mexican,'good enough to eat','483 amsterdam ave.','new york city',212-496-0163,american,0
'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,oceana,'55 e. 54th st.','new york city',212-759-5941,seafood,0
'judson grill','152 w. 52nd st.','new york',212/582-5252,american,riviera,'519 e. paces ferry rd.',atlanta,404-262-7112,mediterranean,0
'little szechuan','c buford hwy.  northwoods plaza  doraville',atlanta,770/451-0192,asian,'mitali east-west','296 bleecker st.','new york city',212-989-1367,indian,0
oritalia,'1915 fillmore st.','san francisco',415/346-1333,italian,'shun lee palace','155 e. 55th st.','new york city',212-371-8844,chinese,0
'r&g lounge','631 b kearny st.','san francisco',415/982-7877,'or 415/982-3811 asian','buzio\'s in the rio','3700 w. flamingo rd.','las vegas',702-252-7697,seafood,0
'harry\'s bar & american grill','2020 ave. of the stars','los angeles',310/277-2333,italian,'la cote basque','60 w. 55th st.','new york city',212-688-6525,'french (classic)',0
'tavola calda','7371 melrose ave.','los angeles',213/658-6340,italian,'veni vidi vici','41 14th st.',atlanta,404-875-8424,italian,0
'nikolai\'s roof','255 courtland st.  at harris st.',atlanta,404/221-6362,continental,'heera of india','595 piedmont ave.',atlanta,404-876-4408,indian,0
tomtom,'3393 peachtree rd.',atlanta,404/264-1163,continental,'les celebrites','155 w. 58th st.','new york city',212-484-5113,'french (classic)',0
'gabriela\'s','685 amsterdam ave. at 93rd st.','new york',212/961-0574,mexican,'patsy\'s pizza','19 old fulton st.',brooklyn,718-858-4300,pizza,0
drago,'2628 wilshire blvd.','santa monica',310/828-1585,italian,matsuhisa,'129 n. la cienega blvd.','beverly hills',310-659-9639,seafood,0
'gladstone\'s','4 fish 17300 pacific coast hwy. at sunset blvd.','pacific palisades',310/454-3474,american,'marnee thai','2225 irving st.','san francisco',415-665-9500,thai,0
'roettelle a. g','126 e. 7th st.  between 1st ave. and ave. a','new york',212/674-4140,continental,delectables,'1 margaret mitchell sq.',atlanta,404-681-2909,cafeterias,0
'fishin eddie','73 w. 71st st.','new york',212/874-3474,seafood,'spago (las vegas)','3500 las vegas blvd. s.','las vegas',702-369-6300,californian,0
'caffe vivaldi','32 jones st. at bleecker st.','new york',212/691-7538,'coffee bar',soto,'3330 piedmont rd.',atlanta,404-233-2005,japanese,0
'emily\'s','1325 5th ave. at 111th st.','new york',212/996-1212,american,'buckhead diner','3073 piedmont rd.',atlanta,404-262-3336,'american (new)',0
'french quarter food shop','923 peachtree st.  at 8th st.',atlanta,404/875-2489,southern,'lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
'les halles','411 park ave. s  between 28th and 29th sts.','new york',212/679-4111,french,'pinot bistro','12969 ventura blvd.','studio city',818-990-0500,'french bistro',0
'imperial fez','2285 peachtree rd.  peachtree battle condominium',atlanta,404/351-0870,mediterranean,'second avenue deli','156 second ave.','new york city',212-677-0606,delis,0
home,'20 cornelia st.  between bleecker and w. 4th st.','new york',212/243-9579,american,'fenix at the argyle','8358 sunset blvd.','w. hollywood',213-848-6677,'french (new)',0
'ca\'brea','346 s. la brea ave.','los angeles',213/938-2863,italian,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,0
pomaire,'371 w. 46th st.  off 9th ave.','new york','212/ 956-3055','latin american','afghan kebab house','764 ninth ave.','new york city',212-307-1612,afghan,0
'le bernardin','155 w. 51st st.','new york',212/489-1515,french,'carey\'s','1021 cobb pkwy. se',marietta,770-422-8042,hamburgers,0
'brothers bar-b-q','225 varick st. at clarkston st.','new york',212/727-2775,american,'java jive','790 ponce de leon ave.',atlanta,404-876-6161,'coffee shops',0
'yank sing','427 battery st.','san francisco',415/541-4949,asian,'good enough to eat','483 amsterdam ave.','new york city',212-496-0163,american,0
'roettelle a. g','126 e. 7th st.  between 1st ave. and ave. a','new york',212/674-4140,continental,'phnom penh cambodian restaurant','631 larkin st.','san francisco',415-775-5979,cambodian,0
