ID,Title,Author,Price,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC1641,The Lost City of Faar(Pendragon (Quality)),D. J. MacHale,$10.60,9780743437325,Aladdin Paperbacks,"Jan. 1st, 2003",400,5.13 x 7.66 x 1.12 inches
HC1642,"Izzy, Willy-Nilly",Cynthia Voigt,$8.71,9781416903390,Simon Pulse,"May. 17th, 2005",336,4.22 x 7.06 x 0.93 inches
HC1643,Where the Lilies Bloom,Vera Cleaver,$9.85,9780064470056,HarperTrophy,"Oct. 6th, 1989",224,4.17 x 7.01 x 0.53 inches
HC1644,Autumn(Miki Falls),Mark Crilley,$9.89,9780060846183,Harper Teen,"Sep. 25th, 2007",176,5.08 x 7.42 x 0.56 inches
HC1645,Beastly,Alex Flinn,$10.61,9780061998669,Harper Teen,"Dec. 29th, 2009",304,5.25 x 8.00 x 0.85 inches
HC1646,Sing Down the Moon(Laurel-Leaf Historical Fiction),Scott O'Dell,,9780440979753,Laurel Leaf Library,"Mar. 31st, 1997",121,4.68 x 6.78 x 0.36 inches
HC1647,Kit's Wilderness,David Almond,$8.44,9780440416050,Laurel Leaf Library,"Sep. 11th, 2001",229,4.22 x 6.86 x 0.70 inches
HC1648,Last Breath(Morganville Vampires),Rachel Caine,$11.27,9780451235800,New American Library,"Apr. 3rd, 2012",368,5.54 x 8.19 x 0.81 inches
HC1649,The River Between Us,Richard Peck,$8.45,9780142403105,Puffin Books,"Apr. 21st, 2005",164,5.41 x 8.39 x 0.50 inches
HC1650,Shadow of a Bull,Maia Wojciechowska,$8.43,9781416933953,Aladdin Paperbacks,"Feb. 1st, 2007",151,5.21 x 7.61 x 0.46 inches
HC1651,Running Scared(Mysteries in Our National Parks (Paperback)),Gloria Skurzynski,$7.04,9781426301827,National Geographic Society,"Oct. 14th, 2008",155,5.10 x 7.40 x 0.60 inches
HC1652,Wicked Lovely(Wicked Lovely (Paper)),Melissa Marr,$10.00,9780061214677,Harper Teen,"Apr. 29th, 2008",328,5.36 x 8.08 x 0.84 inches
HC1653,Skeleton Key(Alex Rider Graphic Novels),Anthony Horowitz,$13.34,9780399254185,Philomel Books,"Nov. 12th, 2009",328,6.26 x 8.94 x 0.36 inches
HC1654,My Bucketfilling Journal,Carol McCloud,$8.51,9781933916798,Ferne Press,"Feb. 1st, 2011",328,6.20 x 8.70 x 0.30 inches
HC1655,How to Rock Braces and Glasses(How to Rock),Meg Haston,$6.60,9780316068246,Poppy Books,"Sep. 4th, 2012",352,
HC1656,Criss Cross,Lynne Rae Perkins,$8.47,9780060092740,HarperTrophy,"Dec. 26th, 2007",337,5.24 x 7.62 x 0.79 inches
HC1657,The Body Finder,Kimberly Derting,$10.71,9780061779831,Harper,"Feb. 15th, 2011",329,5.38 x 8.00 x 0.90 inches
HC1658,Frightful's Mountain,Jean Craighead George,$8.47,9780141312354,Puffin Books,"May. 21st, 2001",258,5.14 x 7.74 x 0.75 inches
HC1659,Ablaze,Colleen Swaim,$121.92,9780764820298,Liguori Publications,"Jul. 1st, 2011",132,5.50 x 8.10 x 0.50 inches
HC1660,Before You Meet Prince Charming,Sarah Mally,$15.70,9780971940543,Tomorrow's Forefathers Inc,"May. 1st, 2007",259,6.00 x 8.90 x 0.60 inches
HC1661,Corrie Ten Boom(Christian Heroes: Then & Now),Janet Benge,$12.01,9781576581360,YWAM Publishing,"Sep. 1st, 1998",208,5.34 x 8.12 x 0.56 inches
HC1662,Scorpions,Walter Dean Myers,$9.85,9780064470667,HarperTrophy,"Apr. 25th, 1990",224,4.17 x 6.99 x 0.52 inches
HC1663,Lioness Rampant(Song of the Lioness (Paperback)),Tamora Pierce,$10.10,9781442427662,Atheneum Books for Young Readers,"Apr. 19th, 2011",368,5.52 x 8.25 x 0.92 inches
HC1664,Purple Heart,Patricia McCormick,$10.58,9780061730924,Balzer & Bray/Harperteen,"Feb. 15th, 2011",199,5.40 x 8.20 x 0.50 inches
HC1665,Out of the Deep(Mysteries in Our National Parks (Unnumbered)),Gloria Skurzynski,$7.04,9781426302510,National Geographic Society,"May. 13th, 2008",157,5.22 x 7.59 x 0.43 inches
HC1666,If I Grow Up,Todd Strasser,$10.69,9781416994435,Simon & Schuster Children's Publishing,"Feb. 23rd, 2010",222,5.40 x 8.10 x 0.80 inches
HC1667,The Winter Room,Gary Paulsen,,9780545085342,Apple Signature (Scholastic),"Jan. 1st, 2009",103,5.20 x 7.30 x 0.50 inches
HC1668,Blackwater(Harper Trophy Books (Paperback)),Eve Bunting,$7.72,9780064408905,HarperTrophy,"Aug. 8th, 2000",160,5.36 x 7.50 x 0.38 inches
HC1669,The Sky Is Everywhere,Jandy Nelson,$9.99,9780142417805,Speak,"Mar. 22nd, 2011",275,5.62 x 8.19 x 0.85 inches
HC1670,Forgotten Fire,Adam Bagdasarian,$9.27,9780440229179,Laurel Leaf Library,"Apr. 9th, 2002",304,4.09 x 7.31 x 0.81 inches
HC1671,The Cruisers(Cruisers (Quality)),Walter Dean Myers,$7.55,9780439916332,Scholastic Press,"Jul. 1st, 2011",144,5.34 x 7.65 x 0.38 inches
HC1672,Peter and the Sword of Mercy(Starcatchers (Paperback)),Dave Barry,$10.91,9781423130703,Hyperion Books,"Jan. 18th, 2011",515,5.33 x 7.58 x 1.12 inches
HC1673,Nelson Mandela(DK Biography (Paperback)),Laaren Brown,$7.97,9780756621094,DK Publishing (Dorling Kindersley),"Aug. 1st, 2006",128,6.00 x 7.98 x 0.35 inches
HC1674,Colibri(Readers Circle (Laurel-Leaf)),Ann Cameron,$7.73,9780440420521,Laurel Leaf Library,"Sep. 13th, 2005",227,4.24 x 6.92 x 0.73 inches
HC1675,The Way of the Warrior(Young Samurai (Quality)),Chris Bradford,$120.44,9781423119869,Hyperion Books,"Feb. 16th, 2010",359,5.22 x 7.62 x 0.91 inches
HC1676,The Girl Who Was on Fire,Leah Wilson,$12.69,9781936661589,Smart Pop,"Jan. 17th, 2012",261,5.57 x 8.23 x 0.67 inches
HC1677,Chicken Soup for the Teenage Soul on Tough Stuff(Chicken Soup for the Soul (Paperback Health Communications)),Jack Canfield,,9781558749429,Chicken Soup for the Soul,"Oct. 18th, 2001",400,5.52 x 8.52 x 0.91 inches
HC1678,The Burn Journals,Brent Runyon,$14.09,9781400096428,Vintage Books USA,"Oct. 11th, 2005",325,5.30 x 8.00 x 0.72 inches
HC1679,Donuthead,Sue Stauffacher,$7.73,9780440419341,Dell Yearling,"Jun. 28th, 2005",144,5.19 x 7.63 x 0.44 inches
HC1680,Truth(Chasing Yesterday (Paperback)),Robin Wasserman,$166.56,9780439933421,Scholastic Paperbacks,"Sep. 30th, 2007",235,5.56 x 7.56 x 0.64 inches
HC1681,Mars Trilogy,Edgar Rice Burroughs,$11.09,9781442423879,Simon & Schuster Books for Young Readers,"Feb. 7th, 2012",689,5.40 x 8.20 x 2.00 inches
HC1682,The Hallowed Ones,Laura Bickle,$10.02,9780547859262,Graphia Books,"Sep. 25th, 2012",320,
HC1683,"September 11, 2011",Wilborn Hampton,$13.04,9780763657673,Candlewick Press (MA),"Aug. 23rd, 2011",169,7.40 x 8.90 x 0.60 inches
HC1684,"Brighter Child English & Grammar, Grade 6(Brighter Child Workbooks Brighter Child English & Grammar Wo)",School Specialty Publishing,$14.71,9780769676265,Brighter Child,"Mar. 1st, 2006",80,8.42 x 10.76 x 0.20 inches
HC1685,Dark Sons,Nikki Grimes,$9.87,9780310721451,Zondervan,"Aug. 17th, 2010",190,5.40 x 8.50 x 0.60 inches
HC1686,Terrier(Beka Cooper (Paperback)),Tamora Pierce,$10.83,9780375838163,Random House Books for Young Readers,"Oct. 23rd, 2007",582,5.53 x 8.21 x 1.31 inches
HC1687,The Clay Marble(Sunburst Book),Minfong Ho,$9.16,9780374412296,Farrar Straus Giroux,"Sep. 1st, 1993",163,5.30 x 7.62 x 0.46 inches
HC1688,The Day of the Pelican,Katherine Paterson,$9.15,9780547406275,Houghton Mifflin Harcourt (HMH),"Sep. 20th, 2010",145,5.30 x 7.64 x 0.39 inches
HC1689,The Last Little Blue Envelope,Maureen Johnson,$9.16,9780061976810,Harper Teen,"Apr. 24th, 2012",288,5.29 x 7.99 x 0.71 inches
HC1690,Olive's Ocean,Kevin Henkes,$8.49,9780060535452,HarperTrophy,"Apr. 26th, 2005",217,5.16 x 7.64 x 0.61 inches
HC1691,Chicken Soup for the Girl's Soul(Chicken Soup for the Soul (Paperback Health Communications)),Jack Canfield,$5.79,9780757303135,Chicken Soup for the Soul,"Sep. 7th, 2005",345,5.54 x 8.60 x 0.85 inches
HC1692,The Hunted(Mysteries in Our National Parks (Paperback)),Gloria Skurzynski,$7.23,9781426300950,National Geographic Society,"Oct. 9th, 2007",157,5.30 x 7.64 x 0.42 inches
HC1693,Sexpectations Girl/Sexpectations Boy,Leissa Pitts,$7.95,9781741751437,Allen & Unwin Australia,"Jun. 1st, 2012",224,6.60 x 9.00 x 0.70 inches
HC1694,Click,Nick Hornby,$123.93,9780439411394,Scholastic Paperbacks,"Apr. 30th, 2010",217,5.42 x 7.96 x 0.43 inches
HC1695,The Adventures of Tintin(Adventures of Tintin (Paperback)),Herge,$11.39,9780316358316,"Little, Brown Books for Young Readers","Jun. 30th, 1974",62,8.68 x 11.63 x 0.22 inches
HC1696,Obernewtyn(Obernewtyn Chronicles the Obernewtyn Chronicles),Isobelle Carmody,$8.44,9780375857676,Random House Books for Young Readers,"Dec. 9th, 2008",244,4.10 x 6.70 x 0.80 inches
HC1697,"Phantom, Evil Thirst, Creatures of Forever(Thirst (Paperback))",Christopher Pike,$11.62,9781416983095,Simon Pulse,"Jan. 5th, 2010",581,5.50 x 8.10 x 1.40 inches
HC1698,"By the Time You Read This, I'll Be Dead",Julie Anne Peters,$10.65,9781423130215,Hyperion Books,"May. 17th, 2011",200,5.30 x 8.20 x 0.60 inches
HC1699,The Tombs of Atuan(Earthsea Cycle),Ursula K. Le Guin,$9.15,9780689845369,Simon Pulse,"Sep. 1st, 2001",192,4.19 x 7.01 x 0.49 inches
HC1700,Escape from Fear(Mysteries in Our National Parks (Paperback)),Gloria Skurzynski,$7.05,9781426301810,National Geographic Society,"Oct. 14th, 2008",158,5.20 x 7.40 x 0.50 inches
HC1701,Teens Cook,Megan Carle,$18.25,9781580085847,Ten Speed Press,"May. 1st, 2004",146,7.64 x 11.24 x 0.41 inches
HC1702,A Corner of the Universe,Ann Matthews Martin,$8.92,9780439388818,Scholastic Paperbacks,"Jan. 1st, 2004",189,5.40 x 7.60 x 0.53 inches
HC1703,Interworld,Neil Gaiman,$10.58,9780061238987,Eos,"Apr. 29th, 2008",239,5.44 x 7.64 x 0.55 inches
HC1704,Lost(Magic Thief (Paper)),Sarah Prineas,$9.25,9780061375927,HarperCollins,"Apr. 27th, 2010",391,5.80 x 7.00 x 1.30 inches
HC1705,Healing Your Grieving Heart for Teens(Healing Your Grieving Heart),Alan D. Wolfelt,$11.96,9781879651234,Companion Press (CO),"Apr. 1st, 2001",128,5.40 x 8.40 x 0.40 inches
HC1706,"The Roman, the Twelve and the King(Epic Order of the Seven)",Jenny L. Cote,$14.34,9780899577913,Living Ink Books,"Sep. 10th, 2012",512,6.00 x 9.00 x 1.50 inches
HC1707,"Spice & Wolf, Volume 4(Spice and Wolf)",Isuna Hasekura,$12.73,9780759531086,Yen Press,"Jun. 28th, 2011",249,5.64 x 8.27 x 0.72 inches
HC1708,An Acceptable Time(Madeleine L'Engle's Time Quintet),Madeleine L'Engle,$8.49,9780312368586,Square Fish,"May. 1st, 2007",373,5.28 x 7.64 x 1.01 inches
HC1709,Closer(Tunnels Books (Quality)),Roderick Gordon,$11.55,9780545201162,Chicken House,"Mar. 1st, 2012",560,5.20 x 7.50 x 1.60 inches
HC1710,The Gift of the Magi(Aladdin Picture Books),O. Henry,$9.14,9780689817014,Aladdin Paperbacks,"Oct. 1st, 1997",26,7.98 x 9.64 x 0.10 inches
HC1711,Pride and Prejudice(Puffin Classics (Paperback)),Jane Austen,$7.99,9780140373370,Puffin Books,"Oct. 1st, 1995",384,5.04 x 7.94 x 0.74 inches
HC1712,The Vampire Diaries: The Return(Vampire Diaries: The Return (Quality)),L. J. Smith,$11.01,9780061720802,Harper Teen,"Mar. 16th, 2010",608,5.30 x 8.14 x 1.41 inches
HC1713,"Fairy Tail, Volume 17(Fairy Tail (del Ray))",Hiro Mashima,$11.39,9781612620541,Kodansha Comics,"Jan. 24th, 2012",208,5.00 x 7.50 x 0.80 inches
HC1714,Thirteen Plus One(Winnie Years),Lauren Myracle,$8.47,9780142419014,Puffin Books,"May. 17th, 2011",290,5.00 x 7.60 x 0.90 inches
HC1715,"I, Emma Freke",Elizabeth Atkinson,$11.27,9780761385004,Carolrhoda Books,"Jan. 1st, 2012",234,5.27 x 7.44 x 0.60 inches
HC1716,The First Americans(History of US (Paperback)),Joy Hakim,$15.09,9780195327151,"Oxford University Press, USA","Jan. 1st, 2007",183,7.51 x 9.09 x 0.37 inches
HC1717,The Stout-Hearted Seven(Sterling Point Books (Paperback)),Neta Lohnes Frazier,$9.65,9781402736179,Sterling Publishing (NY),"Aug. 1st, 2006",193,5.50 x 8.20 x 0.61 inches
HC1718,Jaguar,Roland Smith,$8.45,9780786813124,Hyperion Books for Children,"Jan. 1st, 1900",256,5.22 x 7.62 x 0.67 inches
HC1719,Roald Dahl's Book of Ghost Stories,Roald Dahl,$14.12,9780374518684,Farrar Straus Giroux,"Oct. 1st, 1984",240,5.43 x 8.16 x 0.61 inches
HC1720,North of Beautiful,Justina Chen Headley,$10.63,9780316025065,"Little, Brown Books for Young Readers","Feb. 1st, 2010",373,5.60 x 8.20 x 1.02 inches
HC1721,Everfound(Skinjacker Trilogy),Neal Shusterman,$6.85,9781416990505,Simon & Schuster Books for Young Readers,"May. 1st, 2012",500,5.40 x 8.20 x 1.50 inches
HC1722,Thunder Rolling in the Mountains,Scott O'Dell,$5.79,9780440408796,Yearling Books,"Oct. 31st, 1993",128,5.13 x 7.62 x 0.39 inches
HC1723,The Prom Queen(Life at Kingston High),Melody Carlson,$5.79,9780800719616,Fleming H. Revell Company,"Jan. 1st, 2013",128,
HC1724,Closed for the Season,Mary Downing Hahn,$7.75,9780547398532,Houghton Mifflin Harcourt (HMH),"Sep. 6th, 2010",182,6.18 x 7.62 x 0.49 inches
HC1725,Zoo Station,Christiane F,$8.53,9781936976225,Zest Books,"Jan. 4th, 2013",320,
HC1726,Buried Alive(Mysteries in Our National Parks (Unnumbered)),Gloria Skurzynski,$7.04,9781426302527,National Geographic Society,"May. 13th, 2008",158,5.53 x 7.57 x 0.44 inches
HC1727,Catalyst,Laurie Halse Anderson,$9.39,9780142400012,Speak,"Sep. 15th, 2003",232,5.44 x 8.50 x 0.65 inches
HC1728,The Riddle of Penncroft Farm(Odyssey/Great Episodes Book),Dorothea Jensen,$8.43,9780152164416,Graphia Books,"Aug. 1st, 2001",272,4.56 x 7.03 x 0.68 inches
HC1729,Peter Pan,James Matthew Barrie,$6.51,9780451520883,Signet Classics,"Jul. 5th, 2011",208,4.20 x 6.85 x 0.62 inches
HC1730,The Little House Cookbook,Barbara M. Walker,$10.72,9780064460903,HarperTrophy,"Sep. 7th, 1989",240,7.06 x 8.99 x 0.65 inches
HC1731,The Bomb,Theodore Taylor,$8.53,9780152061654,Harcourt Paperbacks,"Aug. 1st, 2007",200,4.64 x 6.79 x 0.51 inches
HC1732,"Ashes, Ashes",Jo Treggiari,$12.08,9780545255646,Scholastic Paperbacks,"Jan. 1st, 2013",352,
HC1733,The Bar Code Rebellion,Suzanne Weyn,$6.88,9780439803854,Scholastic Paperbacks,"Aug. 31st, 2006",265,5.12 x 6.64 x 0.76 inches
HC1734,The Ruby in the Smoke(Sally Lockhart Mysteries),Philip Pullman,$9.37,9780375845161,Alfred A. Knopf Books for Young Readers,"Sep. 9th, 2008",230,6.36 x 8.00 x 0.58 inches
HC1735,33 Things Every Girl Should Know,Tonya Bolden,$11.80,9780517709368,Alfred A. Knopf,"Feb. 17th, 1998",160,7.13 x 8.89 x 0.42 inches
HC1736,The Time-Traveling Fashionista on Board the Titanic,Bianca Turetsky,$5.79,9780316105446,Poppy Books,"Apr. 3rd, 2012",272,5.10 x 8.00 x 0.90 inches
HC1737,El Mar de los Monstruos = The Sea of Monsters(Percy Jackson y Los Dioses del Olimpo),Rick Riordan,$24.50,9788498382808,Salamandra,"Mar. 1st, 2010",253,5.30 x 8.60 x 0.80 inches
HC1738,The Kidnapped Prince,Olaudiah Equiano,$7.72,9780375803468,Yearling Books,"Jan. 25th, 2000",160,5.26 x 7.56 x 0.41 inches
HC1739,Weetzie Bat(Weetzie Bat Books),Francesca Lia Block,$9.85,9780060736255,Harper Teen,"Jul. 6th, 2004",128,4.96 x 7.14 x 0.36 inches
HC1740,Green Angel,Alice Hoffman,,9780439443852,Scholastic Paperbacks,"Jun. 30th, 2004",116,4.20 x 6.84 x 0.36 inches
HC1741,Phoenix Rising,Karen Hesse,$9.86,9780312535629,Square Fish,"Feb. 17th, 2009",182,5.22 x 7.64 x 0.57 inches
HC1742,Blue Bloods,Melissa de La Cruz,$6.79,9781423134473,Hyperion Books,"Aug. 21st, 2012",112,
HC1743,Drive-By(Harper Trophy Books (Paperback)),Lynne Ewing,$7.72,9780064406499,HarperCollins,"Dec. 20th, 1997",96,5.28 x 7.56 x 0.25 inches
HC1744,Crabbe,William Bell,$9.49,9780773674837,Stoddart Kids,"Jun. 1st, 1999",169,4.11 x 6.91 x 0.41 inches
HC1745,Hurt Go Happy,Ginny Rorby,$5.79,9780765353047,Starscape Books,"Jul. 31st, 2007",272,5.31 x 7.62 x 0.74 inches
HC1746,Fang(Maximum Ride (Mass Market)),James Patterson,$24.66,9780446545211,Grand Central Publishing,"Sep. 1st, 2011",270,4.27 x 6.77 x 0.94 inches
HC1747,Book of a Thousand Days,Shannon Hale,$10.71,9781599903781,Bloomsbury Publishing PLC,"Sep. 15th, 2009",305,5.08 x 7.86 x 0.82 inches
HC1748,The French Revolution(Witness to History (Paperback)),Sean Connolly,$12.49,9781403436375,Heinemann Library,"Apr. 1st, 2003",56,6.32 x 9.20 x 0.24 inches
HC1749,Crossing the Line(Border Town),Malin Alegria,$5.79,9780545402408,Point,"May. 1st, 2012",182,4.25 x 6.81 x 0.53 inches
HC1750,Abraham Lincoln(DK Biography (Paperback)),Tanya Lee Stone,$7.97,9780756608347,DK Publishing (Dorling Kindersley),"Jan. 1st, 2005",128,6.84 x 7.84 x 0.34 inches
HC1751,To Save a Life,Jim Britts,$16.22,9780982374467,Outreach Publishing,"Oct. 1st, 2009",315,5.18 x 8.70 x 0.86 inches
HC1752,The King of Attolia(Thief of Eddis (Paperback)),Megan Whalen Turner,$9.27,9780060835798,Eos,"Jun. 12th, 2007",387,5.23 x 7.56 x 0.93 inches
HC1753,Tortall and Other Lands,Tamora Pierce,$11.27,9780375866333,Bluefire,"Apr. 10th, 2012",369,5.50 x 8.10 x 1.00 inches
HC1754,We All Fall Down,Robert Cormier,$8.54,9780440215561,Laurel Leaf Library,"Aug. 1st, 1993",208,4.44 x 7.18 x 0.60 inches
HC1755,Dark Kiss(Nightwatchers),Michelle Rowen,$10.86,9780373210473,Harlequin Teen,"May. 22nd, 2012",348,5.30 x 8.20 x 1.00 inches
HC1756,Stranger with My Face,Lois Duncan,$10.60,9780316099042,"Little, Brown Books for Young Readers","Apr. 19th, 2011",287,5.40 x 8.10 x 1.00 inches
HC1757,Bandit's Moon,Sid Fleischman,,9780440415862,Yearling Books,"Apr. 30th, 2000",144,5.30 x 7.60 x 0.39 inches
HC1758,"Deogratias, a Tale of Rwanda",Jean-Philippe Stassen,$16.94,9781596431034,First Second,"May. 2nd, 2006",79,6.08 x 8.48 x 0.32 inches
HC1759,The Bar Code Rebellion,Suzanne Weyn,$13.62,9780545470551,Scholastic Paperbacks,"Oct. 1st, 2012",79,
HC1760,On the Way Home(Little House),Laura Ingalls Wilder,$8.67,9780064400800,HarperCollins,"Oct. 20th, 1976",128,5.15 x 7.61 x 0.35 inches
HC1761,Full Tilt,Neal Shusterman,$8.69,9780689873256,Simon Pulse,"Jul. 27th, 2004",201,4.18 x 7.01 x 0.56 inches
HC1762,The Fallen(Fallen (Paperback)),Thomas E. Sniegoski,$59.65,9781416938774,Simon Pulse,"Sep. 30th, 2006",268,4.24 x 6.94 x 0.72 inches
HC1763,Chopsticks,Jessica Anthony,$16.89,9781595144355,Razorbill,"Feb. 2nd, 2012",304,8.00 x 9.40 x 1.00 inches
HC1764,How Angel Peterson Got His Name,Gary Paulsen,$8.43,9780440229353,Dell Yearling,"Aug. 10th, 2004",111,5.20 x 7.40 x 0.40 inches
HC1765,Last Shot(Final Four Mysteries (Paperback)),John Feinstein,$9.16,9780553494600,Yearling Books,"Jun. 27th, 2006",251,5.21 x 7.64 x 0.70 inches
HC1766,Alabama Moon,Watt Key,$9.99,9780312644802,Square Fish,"Aug. 3rd, 2010",294,5.16 x 7.78 x 0.86 inches
HC1767,Firelight(Firelight (Paperback - Trilogy)),Sophie Jordan,$10.71,9780061935091,Harper,"Sep. 6th, 2011",326,5.20 x 7.90 x 1.00 inches
HC1768,Confessions of the Sullivan Sisters,Natalie Standiford,$14.58,9780545107112,Scholastic Paperbacks,"Nov. 1st, 2012",320,
HC1769,Castle in the Air,Diana Wynne Jones,$9.29,9780061478772,Eos,"Apr. 22nd, 2008",383,5.10 x 7.65 x 0.89 inches
HC1770,Sparks,S. J. Adams,$10.15,9780738726762,Flux,"Nov. 8th, 2011",256,5.10 x 7.90 x 0.70 inches
HC1771,Luna,Julie Anne Peters,$10.59,9780316011273,"Little, Brown Books for Young Readers","Apr. 1st, 2006",256,5.56 x 8.30 x 0.81 inches
HC1772,Dragon Moon,Carole Wilkinson,$146.77,9781423111740,Hyperion Books,"May. 1st, 2009",328,5.26 x 7.50 x 0.83 inches
HC1773,A Hat Full of Sky(Discworld),Terry Pratchett,$9.65,9780060586621,HarperTrophy,"Jun. 14th, 2005",407,4.28 x 6.72 x 1.18 inches
HC1774,Gone Special Edition(Gone),Michael Grant,$44.74,9780062236913,Katherine Tegen Books,"Mar. 5th, 2013",592,
HC1775,Fear(Gone),Michael Grant,$10.86,9780061449178,Katherine Tegen Books,"Apr. 2nd, 2013",544,
HC1776,The Warriors,Joseph Bruchac,$7.01,9781581960228,Darby Creek Publishing,"Sep. 1st, 2004",127,5.50 x 7.30 x 0.40 inches
HC1777,Torn Thread,Anne Isaacs,$8.24,9780590603645,Scholastic Signature,"Oct. 1st, 2002",188,5.20 x 7.51 x 0.46 inches
HC1778,Samir and Yonatan,Daniella Carmi,,9780439135238,Blue Sky Press,"Nov. 30th, 2002",192,5.26 x 7.66 x 0.52 inches
HC1779,Street Pharm,Allison Van Diepen,$8.28,9781416911548,Simon Pulse,"Jul. 1st, 2006",297,5.08 x 7.16 x 0.84 inches
HC1780,Over the Edge(Little Secrets (Mass Market)),Emily Blake,$11.28,9780439836814,Scholastic,"Mar. 31st, 2008",197,4.24 x 6.78 x 0.57 inches
HC1781,The Skin I'm in,Sharon G. Flake,,9780786813070,Hyperion Books,Unknown,176,5.22 x 7.42 x 0.43 inches
HC1782,The Tale of Troy(Puffin Classics (Paperback)),Roger Lancelyn Green,$7.95,9780140367454,Puffin Books,"Dec. 1st, 1995",224,5.05 x 7.68 x 0.55 inches
HC1783,Lord of the Shadows(Cirque Du Freak: Saga of Darren Shan (Mass Market)),Darren Shan,$115.43,9780316016629,"Little, Brown Young Readers","Oct. 31st, 2007",220,4.34 x 6.78 x 0.68 inches
HC1784,Life in Prison,Stanley Tookie Williams,$8.44,9781587170942,Chronicle Books (CA),"Feb. 1st, 2001",80,6.00 x 8.78 x 0.28 inches
HC1785,"Slam Dunk, Volume 2(Slam Dunk (Viz))",Takehiko Inoue,$9.16,9781421519845,Viz Media,"Feb. 1st, 2009",196,4.90 x 7.20 x 0.70 inches
HC1786,The Hunt for the Seventh,Christine Morton-Shaw,$9.56,9780060728243,Katherine Tegen Books,"Oct. 6th, 2009",273,5.46 x 7.58 x 0.65 inches
HC1787,Summer and the City(Carrie Diaries (Paperback)),Candace Bushnell,$10.86,9780061729003,Balzer & Bray/Harperteen,"Apr. 24th, 2012",416,5.30 x 7.90 x 1.20 inches
HC1788,We Are Witnesses,Jacob Boas,$10.58,9780312535674,Square Fish,"Mar. 17th, 2009",196,5.54 x 8.18 x 0.58 inches
HC1789,Let's Get This Straight,Tina Fakhrid-Deen,$14.92,9781580053334,Seal Press (CA),"Sep. 28th, 2010",203,5.50 x 8.20 x 0.50 inches
HC1790,Legend of Korra Junior Novelization (Nickelodeon(Junior Novel),Erica David,$175.14,9780449815540,Random House Books for Young Readers,"Jan. 8th, 2013",256,
HC1791,Illusions(Aprilynne Pike (Quality)),Aprilynne Pike,$6.88,9780061668111,Harper Teen,"May. 1st, 2012",375,5.35 x 8.08 x 1.01 inches
HC1792,Hiroshima(Apple Paperbacks),Laurence Yep,$7.54,9780590208338,Scholastic Paperbacks,"May. 1st, 1996",56,5.25 x 7.56 x 0.18 inches
HC1793,I Am a Taxi,Deborah Lynn Ellis,$9.85,9780888997364,Groundwood Books,"Feb. 28th, 2008",208,5.13 x 7.53 x 0.57 inches
HC1794,The Kindling,Braden Bell,$14.37,9781462110278,Sweetwater Books,"Jul. 10th, 2012",291,5.50 x 8.20 x 0.80 inches
HC1795,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,$10.72,9780312561284,Square Fish,"Jun. 23rd, 2009",284,5.70 x 8.28 x 0.76 inches
HC1796,"Homecoming(Tillerman Cycle, the Tillerman Cycle)",Cynthia Voigt,$10.31,9781442428782,Atheneum Books for Young Readers,"Mar. 6th, 2012",400,5.40 x 8.20 x 1.20 inches
HC1797,Kingdom Keepers V(Kingdom Keepers (Paperback)),Ridley Pearson,$10.30,9781423171959,Hyperion Books,"Feb. 26th, 2013",560,
HC1798,Inside Out,Terry Trueman,$9.83,9780064473767,Harper Teen,"Oct. 26th, 2004",128,5.00 x 7.20 x 0.30 inches
HC1799,Blank Confession,Pete Hautman,$10.67,9781416913283,Simon & Schuster Books for Young Readers,"Nov. 15th, 2011",176,5.40 x 8.10 x 0.70 inches
HC1800,Life Strategies for Teens,Jay McGraw,$15.10,9780743224703,Fireside Books,"Aug. 28th, 2001",176,7.44 x 9.22 x 0.47 inches
HC1801,Gilmore Girls(Gilmore Girls),Catherine Clark,$129.70,9780060097578,HarperEntertainment,"Sep. 30th, 2002",176,6.38 x 6.88 x 0.54 inches
HC1802,Lord Loss(Demonata (Paperback)),Darren Shan,$10.70,9780316012331,"Little, Brown Books for Young Readers","May. 10th, 2006",233,5.52 x 8.26 x 0.63 inches
HC1803,Tehanu(Earthsea Cycle),Ursula K. Le Guin,$8.77,9781442459960,Atheneum Books for Young Readers,"Sep. 11th, 2012",320,
HC1804,Brain Jack,Brian Falkner,$10.01,9780375843679,Ember,"Aug. 9th, 2011",347,5.50 x 8.21 x 0.85 inches
HC1805,The Lost Years of Merlin (Digest)(Lost Years of Merlin),T. A. Barron,$5.79,9780441009305,Ace Books,"Apr. 30th, 2002",304,5.18 x 7.63 x 0.86 inches
HC1806,English and Grammar Grade 5(Brighter Child Workbooks (Paperback)),School Specialty Publishing,$15.07,9780769676258,Brighter Child,"Mar. 1st, 2006",80,8.20 x 10.70 x 0.20 inches
HC1807,Border Town #3(Border Town),Malin Alegria,$9.03,9780545402422,Point,"Sep. 1st, 2012",192,
HC1808,Nation,Terry Pratchett,$10.71,9780061433030,HarperCollins,"Sep. 22nd, 2009",367,5.30 x 8.50 x 0.80 inches
HC1809,Runaway Twin,Peg Kehret,$8.45,9780142418499,Puffin Books,"Jan. 20th, 2011",197,5.15 x 7.74 x 0.57 inches
