ID_A,ID_B,Flag,Title_A,Title_B,ISBN13_A,ISBN13_B
BN0461,HC1856,,Anna Dressed in Blood,Bridge to Terabithia,9.78077E+12,9.78006E+12
BN2013,HC0807,,The Rise and Fall of a Theater Geek,The Clique: Charmed and Dangerous(Clique (Quality)),9.78045E+12,9.78032E+12
BN1814,HC0849,,Downriver,Get Out of Your Mind and Into Your Life for Teens,9.78144E+12,9.78161E+12
BN1061,HC2141,,The Loners (Quarantine Series #1),Curse of the Bane(Last Apprentice (Paperback)),9.78161E+12,9.78006E+12
BN1713,HC0053,,Boundless,Seedfolks(Joanna Colter Books),9.78006E+12,9.78006E+12
BN0463,HC2687,,Deep Blue (Waterfire Saga Series #1),Human.4,9.78148E+12,9.78161E+12
BN1850,HC2989,,The Nine Lives of Chloe King: The Fallen; The Stolen; The Chosen,Calico Captive,9.78144E+12,9.78062E+12
BN2983,HC1451,,Heaven,Demonglass(Hex Hall (Quality)),9.78069E+12,9.78142E+12
BN2154,HC1613,,Dark Secrets 2: No Time to Die and The Deep End of Fear (Dark Secrets Series),Sabriel(Abhorsen Trilogy (Paperback)),9.78142E+12,9.78006E+12
BN1651,HC1945,,Sever (Chemical Garden Series #3),Greek Gods and Heroes,9.78144E+12,9.78044E+12
BN0833,HC1831,,The Hobbit: The Enchanting Prelude to The Lord of the Rings,Forever . . .,9.78035E+12,9.78142E+12
BN2199,HC2159,,The Fame Game (Fame Game Series #1),The Misadventures of Maude March,9.78006E+12,9.78038E+12
BN2837,HC1855,,A Whole New Ball Game: The Story of the All-American Girls Professional Baseball League,The Golem's Eye(Bartimaeus Trilogy (Paperback)),9.78163E+12,9.78079E+12
BN0103,HC0398,,The Assassin's Blade: The Throne of Glass Novellas,Dust & Decay(Rot & Ruin),9.78162E+12,9.78144E+12
BN2378,HC0072,,Quicksilver,The Westing Game(Puffin Classics (Paperback)),9.78044E+12,9.78014E+12
BN1748,HC1613,,Star Wars The New Jedi Order #13: Traitor,Sabriel(Abhorsen Trilogy (Paperback)),9.78035E+12,9.78006E+12
BN1258,HC1848,,Kissed by an Angel Trilogy (Kissed by an Angel Series),Your Space(Scholastic Choices),9.78142E+12,9.78053E+12
BN0298,HC1926,,Every Last Breath (Dark Elements Series #3),White Lilacs,9.78037E+12,9.78015E+12
BN2869,HC0739,,The Kidnapping of Christina Lattimore,Dear Bully,9.78015E+12,9.78006E+12
BN0326,HC2990,,The Miracle Worker,"A Solitary Blue(Tillerman Cycle, the Tillerman Cycle)",9.78142E+12,9.78069E+12
BN0561,HC1432,,Mort (Discworld Series #4),Diamond Willow,9.78006E+12,9.78031E+12
BN0107,HC1346,,Anna and the French Kiss,Artemis Fowl(Artemis Fowl (Graphic Novels)),9.78014E+12,9.78079E+12
BN1003,HC1766,,Girl of Nightmares,Alabama Moon,9.78077E+12,9.78031E+12
BN1421,HC0360,,Erased (Altered Series #2),Impulse,9.78032E+12,9.78142E+12
BN2565,HC2103,,Shadowland (Mediator Series #1),Raising Dragons(Dragons in Our Midst),9.78006E+12,9.7809E+12
BN1595,HC1412,,Better Than Perfect,The Social Success Workbook for Teens,9.7808E+12,9.78157E+12
BN2171,HC0283,,Coach Carter,The War with Grandpa(Yearling),9.78006E+12,9.78044E+12
BN0264,HC2940,,"Grimalkin, the Witch Assassin (Last Apprentice Series #9)",Small Persons with Wings,9.78006E+12,9.78014E+12
BN2312,HC0626,,13: Thirteen Stories That Capture the Agony and Ecstasy of Being Thirteen,Warriors: Omen of the Stars #3(Warriors (Avon Paperback)),9.78142E+12,9.78006E+12
BN1694,HC1558,,The Pigman & Me,Living Dead Girl,9.78194E+12,9.78142E+12
BN2483,HC1068,,The Essence (Pledge Trilogy Series #2),The Pigman & Me,9.78144E+12,9.78194E+12
BN1347,HC1790,,Epic,Legend of Korra Junior Novelization (Nickelodeon(Junior Novel),9.78014E+12,9.78045E+12
BN2563,HC2709,,My Soul to Save (Soul Screamers Series #2),Crystal,9.78037E+12,9.78006E+12
BN2911,HC2597,,No One Needs to Know,Lemony Snicket,9.78074E+12,9.78006E+12
BN1404,HC2767,,The Probability of Miracles,Far from Home,9.7816E+12,9.78185E+12
BN2123,HC2737,,Someday This Pain Will Be Useful to You,Julius Caesar(Wicked History (Paperback)),9.78031E+12,9.78053E+12
BN1116,HC1648,,Cujo,Last Breath(Morganville Vampires),9.78045E+12,9.78045E+12
BN0961,HC2340,,Forever...,Malice(Malice (Quality)),9.78148E+12,9.78055E+12
BN2279,HC0335,,Wings of the Wicked,Anna and the French Kiss,9.78006E+12,9.78014E+12
BN0563,HC2053,,Curtsies & Conspiracies (Finishing School Series #2),The Wind Singer(Wind on Fire (Paperback)),9.78032E+12,9.78079E+12
BN1894,HC0389,,The Story: Teen Edition: Read the Bible as one seamless story from beginning to end,Warriors #4(Warriors (Avon Paperback)),9.78031E+12,9.78006E+12
BN1143,HC1726,,The Street,Buried Alive(Mysteries in Our National Parks (Unnumbered)),9.7804E+12,9.78143E+12
BN1019,HC0362,,"I'd Tell You I Love You, but Then I'd Have to Kill You (Gallagher Girls Series #1)",Parallel Journeys,9.78142E+12,9.78069E+12
BN1141,HC1844,,Miracle's Boys,The Blue Fairy Book(Dover Storybooks for Children),9.78014E+12,9.78049E+12
BN0082,HC0969,,The Fault in Our Stars,"Janitors, Book 1(Janitors)",9.78014E+12,9.78161E+12
BN1424,HC2709,,Luna,Crystal,9.78032E+12,9.78006E+12
BN0428,HC2004,,Opal (Lux Series #3),Dead Is a Battlefield(Dead Is (Paper)),9.78162E+12,9.78055E+12
BN2720,HC1329,,Byzantium,The Hunger Games Tribute Guide,9.78006E+12,9.78055E+12
BN0896,HC2606,,Demon Lord of Karanda (Malloreon Series #3),The Sable Quean(Redwall (Firebird Paperback)),9.78035E+12,9.78014E+12
BN0533,HC1364,,Monument 14 (Monument 14 Series #1),Twelfth Grade Kills #5(Chronicles of Vladimir Tod (Quality)),9.78125E+12,9.78014E+12
BN0326,HC1171,,The Miracle Worker,Lioness Rampant(Song of the Lioness (Paperback)),9.78142E+12,9.78069E+12
BN0456,HC0236,,Beautiful Chaos (Beautiful Creatures Series #3),Pretties(Uglies Trilogy),9.78032E+12,9.78144E+12
BN1028,HC1914,,Man vs. Beast: Mission 6 (Cherub Series),Handbook for Boys,9.78144E+12,9.78006E+12
BN2294,HC1102,,Coke or Pepsi?,The Carrie Diaries TV Tie-In Edition,9.78189E+12,9.78006E+12
BN1981,HC0400,,Paranormalcy (Paranormalcy Series #1),Don't Let Your Emotions Run Your Life for Teens,9.78006E+12,9.78157E+12
BN2321,HC1552,,Pretty Girl-13,The Pool of Fire(Tripods (Paperback)),9.78006E+12,9.78069E+12
BN1256,HC2589,,The Shadow Rising (Wheel of Time Series #4),The Selection,9.78081E+12,9.78006E+12
BN1002,HC0889,,The Rising (Darkness Rising Series #3),The Adventures of Tintin(Adventures of Tintin (Paperback)),9.78006E+12,9.78032E+12
BN0022,HC2999,,Mockingjay (Hunger Games Series #3),"Run, Boy, Run",9.78055E+12,9.78062E+12
BN1480,HC2302,,Under the Blood-Red Sun,Trino's Choice,9.78039E+12,9.78156E+12
BN0365,HC3068,,Unite Me (Shatter Me Series),Far from You,9.78006E+12,9.78142E+12
BN2061,HC0209,,The Unbound (Archived Series #2),Brisingr(Inheritance Cycle (Paperback)),9.78142E+12,9.78038E+12
BN1278,HC0926,,"Truly, Madly, Deadly",Prove It! the Catholic Teen Bible-Nab,9.7814E+12,9.78159E+12
BN2416,HC2422,,Indelible (Twixt Series #1),Hunter Brown and the Eye of Ends(Codebearers),9.78037E+12,9.78159E+12
BN2654,HC0247,,Words Wound: Delete Cyberbullying and Make Kindness Go Viral,Los Juegos del Hambre = The Hunger Games(Hunger Games),9.78158E+12,9.78843E+12
BN1379,HC2968,,Solitary Witch: The Ultimate Book of Shadows for the New Generation,Legacy(Harlequin Teen),9.78074E+12,9.78037E+12
BN1167,HC0363,,Feet of Clay (Discworld Series #19),The Chocolate War,9.78006E+12,9.78044E+12
BN0247,HC2792,,Plague (Gone Series #4),Made to Crave for Young Women,9.78006E+12,9.78031E+12
BN0763,HC2656,,Artemis Fowl; The Arctic Incident,Fade Out(Morganville Vampires (Mass Market)),9.78142E+12,9.78045E+12
BN2270,HC2226,,Circle of Fire,Allies of the Night(Cirque Du Freak: Saga of Darren Shan (Mass Market)),9.78032E+12,9.78032E+12
BN1804,HC1534,,The Beach,Lucy in the Sky,9.78157E+12,9.78144E+12
BN1592,HC1622,,Hunters of the Dusk (Cirque Du Freak Series #7),The War in Iraq(24/7: Behind the Headlines Special Editions),9.78032E+12,9.78053E+12
BN0463,HC1594,,Deep Blue (Waterfire Saga Series #1),The Big Nothing,9.78148E+12,9.78156E+12
BN0286,HC1645,,Sleeping Freshmen Never Lie,Beastly,9.78014E+12,9.78006E+12
BN0185,HC0529,,Life of Pi,Darkness Before Dawn,9.78016E+12,9.78069E+12
BN0673,HC1523,,The Dragon Reborn (Wheel of Time Series #3),Oliver Twist(Penguin Classics),9.78081E+12,9.78014E+12
BN0498,HC1492,,The Girl of Fire and Thorns (Girl of Fire and Thorns Series #1),The Outsiders(Penguin Classics),9.78006E+12,9.78014E+12
BN0645,HC1748,,Skeleton Key (Alex Rider Series #3),The French Revolution(Witness to History (Paperback)),9.78014E+12,9.7814E+12
BN2281,HC2332,,Doomed Queen Anne (Young Royals Series),Dragon and Soldier(Dragonback (Quality)),9.78015E+12,9.78077E+12
BN0565,HC1862,,"I, Robot",Messenger,9.78055E+12,9.78044E+12
BN1731,HC1856,,Solanin,Bridge to Terabithia,9.78142E+12,9.78006E+12
BN2217,HC1311,,North of Beautiful,Wild Magic(Immortals (Paperback)),9.78032E+12,9.78142E+12
BN1618,HC0062,,The Elf Queen of Shannara (Heritage of Shannara Series #3),Monster,9.78035E+12,9.78006E+12
BN2093,HC2951,,Midnight (Vampire Diaries: The Return Series #3),The Keys to the Kingdom #2(Keys to the Kingdom (Quality)),9.78006E+12,9.78044E+12
BN1483,HC1125,,Green Angel,Canyons,9.78055E+12,9.78044E+12
BN1592,HC1068,,Hunters of the Dusk (Cirque Du Freak Series #7),The Pigman & Me,9.78032E+12,9.78194E+12
BN2416,HC2312,,Indelible (Twixt Series #1),Off Course(a Circuit),9.78037E+12,9.7816E+12
BN2833,HC3045,,Raised by Wolves (Raised by Wolves Series #1),Green Heart,9.78161E+12,9.78055E+12
BN1790,HC2993,,Untold (Lynburn Legacy Series #2),Wicked Whodunits,9.78038E+12,9.7814E+12
BN2825,HC2986,,Pathfinder & Ruins (Pathfinder Series),Carl Sandburg(Poetry for Young People (Paperback)),9.78144E+12,9.7814E+12
BN1967,HC2298,,Her Dark Curiosity (Madman's Daughter Series #2),Point Blank(Alex Rider Adventures (Paperback)),9.78006E+12,9.7804E+12
BN1202,HC1143,,Hidden Girl: The True Story of a Modern-Day Child Slave,"Every You, Every Me",9.78144E+12,9.78038E+12
BN2784,HC1471,,"Every You, Every Me",The Crazy Horse Electric Game,9.78038E+12,9.78006E+12
BN2161,HC1902,,Lament: The Faerie Queen's Deception,Spectrum Science(Spectrum Science),9.78074E+12,9.78077E+12
BN2251,HC0955,,Ten Things We Did (and Probably Shouldn't Have),Begging for Change,9.78006E+12,9.78142E+12
BN0861,HC2992,,Lord of Chaos (Wheel of Time Series #6),The Gift-Giver(163rd Street Trilogy (Paperback)),9.78081E+12,9.78062E+12
BN2691,HC2307,,Song of the Buffalo Boy,Bulu,9.78015E+12,9.78038E+12
BN2461,HC2319,,Stormbreaker: The Graphic Novel,The Beast of Noor,9.7804E+12,9.78144E+12
BN1110,HC2562,,Scars,Ttfn(Internet Girls),9.78193E+12,9.78081E+12
BN0463,HC0498,,Deep Blue (Waterfire Saga Series #1),Old Yeller,9.78148E+12,9.78006E+12
BN1528,HC2053,,Goddess,The Wind Singer(Wind on Fire (Paperback)),9.78006E+12,9.78079E+12
BN0773,HC0079,,I Shall Wear Midnight: The Fourth Tiffany Aching Adventure (Discworld Series #38),Hatchet,9.78006E+12,9.78142E+12
BN2026,HC2832,,This Dark Endeavor (Apprenticeship of Victor Frankenstein Series #1),"#07 He Loves Me, He Loves Me Not(My Boyfriend Is a Monster)",9.78144E+12,9.78076E+12
BN2704,HC0649,,The King's Fifth,The Dead of Night(Tomorrow),9.78062E+12,9.78044E+12
BN2125,HC1833,,Empty,The Rifle,9.78144E+12,9.78015E+12
BN2832,HC2713,,Nameless (Tales of Beauty and Madness Series),The Jack Tales,9.7816E+12,9.78062E+12
BN2848,HC2844,,Antes de ser libres (Before We Were Free),The Lake of Souls(Cirque Du Freak: Saga of Darren Shan (Mass Market)),9.78038E+12,9.78032E+12
BN2054,HC2884,,Tom Clancy's Op-Center #10: Sea of Fire,I Am a Genius of Unspeakable Evil and I Want to Be Your Class President,9.78043E+12,9.7816E+12
BN1210,HC2526,,Wake (Wake Trilogy Series #1),The Faceless Ones(Skulduggery Pleasant (Paperback)),9.78142E+12,9.78006E+12
BN2377,HC1603,,Rein It In (A Circuit Series #4),"Somebody, Please Tell Me Who I Am",9.78162E+12,9.78142E+12
BN0005,HC2650,,Miss Peregrine's Home for Peculiar Children,The Second Trial,9.78159E+12,9.7819E+12
BN0897,HC1895,,Death and the Girl He Loves (Darklight Series #3),The Black Stallion Returns(Black Stallion (Paperback)),9.78031E+12,9.78068E+12
BN1688,HC1702,,The Everything TV Word Search Book: A new season of TV puzzles - with no reruns!,A Corner of the Universe,9.78161E+12,9.78044E+12
BN0922,HC1039,,Fever (Chemical Garden Series #2),The Kids' Guide to Digital Photography,9.78144E+12,9.78158E+12
BN0151,HC0855,,Unhinged (Splintered Series #2),The Tale of Troy(Puffin Classics (Paperback)),9.78142E+12,9.78014E+12
BN1443,HC0125,,Calling Maggie May,Al Capone Does My Shirts,9.78148E+12,9.78014E+12
BN2384,HC1034,,High Heat,"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, Inheritance)",9.78054E+12,9.78045E+12
BN2818,HC1010,,The Secret Diary of Anne Boleyn,The Endless Steppe (Rack),9.78068E+12,9.78006E+12
BN1161,HC0414,,Teardrop (Teardrop Trilogy Series #1),Tales of a Fourth Grade Nothing,9.78039E+12,9.78043E+12
BN0711,HC2905,,The Silver Chair (Chronicles of Narnia Series #6),The Vanishing Violin(Red Blazer Girls),9.78006E+12,9.78038E+12
BN1505,HC1442,,Battle Magic,How I Live Now,9.78044E+12,9.78055E+12
BN0210,HC2032,,The Enemy (Enemy Series #1),Eye of the Crow(Boy Sherlock Holmes),9.78148E+12,9.78089E+12
BN1755,HC1677,,Unmasked,Chicken Soup for the Teenage Soul on Tough Stuff(Chicken Soup for the Soul (Paperback Health Communications)),9.78148E+12,9.78156E+12
BN0989,HC2292,,Dare You To,How We Know What We Know about Our Changing Climate,9.78037E+12,9.78158E+12
BN1351,HC2679,,Fools' Gold (Order of Darkness Series #3),Bright Island,9.78144E+12,9.78038E+12
BN2529,HC1817,,Parable of the Talents,Many Waters(Madeleine L'Engle's Time Quintet),9.78045E+12,9.78031E+12
BN1278,HC2578,,"Truly, Madly, Deadly",Un Lun Dun,9.7814E+12,9.78035E+12
BN1074,HC2436,,El bosque de los pigmeos (Forest of the Pygmies),A Hare in the Elephant's Trunk,9.78006E+12,9.78089E+12
BN1336,HC2775,,Sunrise over Fallujah,Mamba Point,9.78044E+12,9.78038E+12
BN0263,HC2722,,Lonesome Dove,Artichoke's Heart,9.78144E+12,9.78014E+12
BN0119,HC0770,,Champion (Marie Lu's Legend Series #3),Jacob Have I Loved,9.78015E+12,9.78006E+12
BN2002,HC2717,,Megan Meade's Guide to the McGowan Boys,Guantanamo Boy,9.78142E+12,9.78081E+12
BN0934,HC2923,,The Member of the Wedding,Saving Sky,9.78062E+12,9.78006E+12
BN1121,HC0829,,Beyond Magenta: Transgender Teens Speak Out,Sunrise(Warriors: Power of Three (Paperback)),9.78076E+12,9.78006E+12
BN1410,HC1186,,"Grammar and Language Workbook, Grade 10",Sons of Destiny(Cirque Du Freak: Saga of Darren Shan (Paperback)),9.78003E+12,9.78032E+12
BN1253,HC0432,,Forget You,On Fire,9.78144E+12,9.78145E+12
BN2815,HC1134,,The Angels Trilogy: Angels Watching Over Me / Lifted Up by Angels / Until Angels Close My Eyes,Half Upon a Time,9.78055E+12,9.78142E+12
BN2172,HC1446,,"Spectrum Writing, Grade 6",Polaris(Tales from the Wonder Zone),9.78077E+12,9.78089E+12
BN0819,HC0178,,Tricks,Forged by Fire,9.78142E+12,9.78069E+12
BN0644,HC1937,,The Compound,The Last Dragon,9.78031E+12,9.78142E+12
BN0641,HC1597,,Pretties (Uglies Series #2),The Trojan War,9.78144E+12,9.78062E+12
BN2934,HC0698,,Halflings (Halflings Series #1),Crossing the Wire,9.78031E+12,9.78006E+12
BN1399,HC3019,,Echo (Soul Seekers Series #2),"Baseball, Snakes, & Summer Squash",9.78031E+12,9.78156E+12
BN0143,HC0442,,The Unbecoming of Mara Dyer (Mara Dyer Trilogy Series #1),Jeremy Fink and the Meaning of Life,9.78144E+12,9.78032E+12
BN0188,HC1264,,Chew On This: Everything You Don't Want to Know about Fast Food,The Periodic Table(Basher),9.78062E+12,9.78075E+12
BN2081,HC2765,,I Am J,The Cabinet of Wonders(Kronos Chronicles),9.78032E+12,9.78031E+12
BN2884,HC0746,,Life Eternal (Dead Beautiful Series #2),Chosen(House of Night Novels (Paperback)),9.78142E+12,9.78031E+12
BN2004,HC0529,,"My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack Adventure Series #6)",Darkness Before Dawn,9.78055E+12,9.78069E+12
BN2731,HC1785,,The Fallen Star: Fallen Star Series,"Slam Dunk, Volume 2(Slam Dunk (Viz))",9.78146E+12,9.78142E+12
BN1127,HC1602,,Crime and Punishment / Edition 3,Looks,9.78039E+12,9.78014E+12
BN0904,HC2647,,The Silver Kiss,Finally and Forever(Katie Weldon),9.78039E+12,9.78031E+12
BN1355,HC2593,,Caged Warrior (Caged Warrior Series #1),Wrapped Up in You 06(My Boyfriend Is a Monster),9.78148E+12,9.78082E+12
BN0754,HC0500,,"Chicken Soup for the Soul: Teens Talk Middle School: 101 Stories of Life, Love, and Learning for Younger Teens","Lucky Star, Volume 2(Lucky Star (Bandai))",9.78194E+12,9.7816E+12
BN1176,HC1808,,The Scar Boys,Nation,9.78161E+12,9.78006E+12
BN2694,HC2823,,Dance of the Red Death,The Silver Branch(Roman Britain Trilogy),9.78006E+12,9.78037E+12
BN0952,HC0564,,The Fifth of March: A Story of the Boston Massacre,Boy Meets Boy,9.78015E+12,9.78038E+12
BN2794,HC0715,,"Midnight Pearls: A Retelling of ""The Little Mermaid"" (Once upon a Time Series)",Deathwatch,9.78142E+12,9.78044E+12
BN1051,HC0458,,Slated (Slated Series #1),Soldier Boys,9.78014E+12,9.78069E+12
BN2338,HC0277,,Lioness Rampant (Song of the Lioness Series #4),The Battle of Jericho,9.78069E+12,9.78069E+12
BN0706,HC2456,,The Mirror of Fate (Merlin Saga Series #4),The Arm of the Starfish,9.78014E+12,9.78031E+12
BN2351,HC1400,,Dark Visions: The Strange Power; The Possessed; The Passion,Eragon(Inheritance Cycle (Paperback)),9.78142E+12,9.78044E+12
BN2194,HC2455,,Dead Is a State of Mind (Dead Is Series #2),Upgrade U,9.78015E+12,9.78076E+12
BN1308,HC2996,,Soldier X,Spellcaster(Harlequin Teen),9.78014E+12,9.78037E+12
BN0633,HC0992,,Leviathan (Leviathan Series #1),Lyddie,9.78142E+12,9.78014E+12
BN0075,HC0673,,Cress (Lunar Chronicles Series #3),Clockwork Prince(Infernal Devices),9.78125E+12,9.78142E+12
BN2151,HC1255,,I Will Plant You a Lilac Tree: A Memoir of a Schindler's List Survivor,"Homecoming(Tillerman Cycle, the Tillerman Cycle)",9.78142E+12,9.78069E+12
BN1552,HC0793,,Thousand Words,Legend,9.78032E+12,9.78014E+12
BN0415,HC2897,,Lux: Beginnings (Obsidian & Onyx),Twenty Boy Summer,9.78162E+12,9.78032E+12
BN2002,HC0137,,Megan Meade's Guide to the McGowan Boys,My Brother Sam Is Dead,9.78142E+12,9.78044E+12
BN2312,HC2602,,13: Thirteen Stories That Capture the Agony and Ecstasy of Being Thirteen,Kiss of Death(Morganville Vampires (Mass Market)),9.78142E+12,9.78045E+12
BN2249,HC3056,,The Lake of Souls (Cirque Du Freak Series #10),The End of Time(Crispin (Paperback)),9.78032E+12,9.78006E+12
BN1352,HC2337,,The Last Hero: A Discworld Fable (Discworld Series #27),Life Strategies for Teens(Life Strategies Series),9.78006E+12,9.78074E+12
BN1537,HC1266,,Shadows,Blue,9.78015E+12,9.78159E+12
BN2291,HC1314,,Beastly Deluxe Edition (Kendra Chronicles ),Cigars of the Pharoah(His the Adventures of Tintin),9.78006E+12,9.78032E+12
BN1073,HC2877,,Memoirs of a Teenage Amnesiac,Barron's New York State Math Grade 7 Test,9.78031E+12,9.78144E+12
BN2259,HC2786,,"Delirium Stories: Hana, Annabel, and Raven",Things Hoped for,9.78006E+12,9.78014E+12
BN1213,HC0737,,Six Months Later,Priceless Inspirations,9.7814E+12,9.78098E+12
BN2706,HC2512,,Ttfn: Ta-Ta for Now (Internet Girls Series #2),Willow,9.78081E+12,9.78014E+12
BN1647,HC2775,,The Shadow Club,Mamba Point,9.78014E+12,9.78038E+12
BN0688,HC0178,,Night Star (Immortals Series #5),Forged by Fire,9.78125E+12,9.78069E+12
BN1383,HC2991,,Ghosts of War: The True Story of a 19-Year-Old GI,No Pretty Pictures,9.78006E+12,9.78006E+12
BN2285,HC0873,,"My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack Adventure Series #6)",Across Five Aprils,9.78055E+12,9.78043E+12
BN0028,HC0817,,Inheritance (Inheritance Cycle Series #4),Going Bovine,9.78038E+12,9.78039E+12
BN2262,HC2408,,Everneath (Everneath Series #1),Adven. of Tintin Red Rackham's Treasure(Tintin Young Readers Editions),9.78006E+12,9.78032E+12
BN1749,HC2505,,Hidden: A Firelight Novel,Fading Amber(Cambion Chronicles),9.78006E+12,9.78076E+12
BN2830,HC2068,,Free from OCD: A Workbook for Teens with Obsessive-Compulsive Disorder,Shabanu,9.78157E+12,9.78031E+12
BN1011,HC3087,,"Book of Shadows / The Coven / Blood Witch (Sweep Series #1, #2, & #3)",Someone Is Hiding on Alcatraz Island,9.78014E+12,9.78043E+12
BN1450,HC0176,,Star Wars Darth Maul: Shadow Hunter,Artemis Fowl(Artemis Fowl (Quality)),9.78035E+12,9.78079E+12
BN1742,HC0464,,Gasp (Visions Series #3),Shane,9.78144E+12,9.78055E+12
BN2983,HC0338,,Heaven,Ruby Red(Ruby Red (Trilogy - Quality)),9.78069E+12,9.78031E+12
BN0874,HC2025,,The Goose Girl,Batalla del Laberinto = The Battle of the Labyrinth(Percy Jackson y Los Dioses del Olimpo),9.78158E+12,9.7885E+12
BN2362,HC0637,,Dragons in the Waters (O'Keefe Family Series #2),Witch & Wizard(Witch),9.78031E+12,9.78032E+12
BN0902,HC0705,,"Life, the Universe and Everything (Hitchhiker's Guide Series #3)",Passion(Fallen (Quality) (Delacourte)),9.78035E+12,9.78039E+12
BN2562,HC0478,,Demon in My View (Den of Shadows Series),Bamboo People,9.78044E+12,9.78158E+12
BN2842,HC2348,,The War to End All Wars: World War I,Chicken Soup for the Soul: Teens Talk High School(Chicken Soup for the Soul (Chicken Soup for the Soul)),9.78054E+12,9.78194E+12
BN0100,HC1653,,"The Mortal Instruments Series (5 books): City of Bones; City of Ashes; City of Glass; City of Fallen Angels, City of Lost Souls",Skeleton Key(Alex Rider Graphic Novels),9.78148E+12,9.7804E+12
BN0446,HC1731,,Toxic (Pretty Little Liars Series #15),The Bomb,9.78006E+12,9.78015E+12
BN0823,HC1190,,En el tiempo de las mariposas (In The Time of the Butterflies),The Realms of the Gods(Immortals (Paperback)),9.78045E+12,9.78142E+12
BN1954,HC1914,,"The Morganville Vampires, Volume 4",Handbook for Boys,9.78045E+12,9.78006E+12
BN0517,HC2448,,The Heartbreakers,The Georges and the Jewels,9.78149E+12,9.78038E+12
BN0400,HC0223,,Rapture (Lauren Kate's Fallen Series #4),Before We Were Free,9.78039E+12,9.78044E+12
BN2064,HC3066,,Test Prep: Grade 7 (Flash Kids Test Prep Series),The Merchant of Death(Pendragon (Quality)),9.78141E+12,9.78142E+12
BN2794,HC0447,,"Midnight Pearls: A Retelling of ""The Little Mermaid"" (Once upon a Time Series)",Lost in the River of Grass,9.78142E+12,9.78076E+12
BN2131,HC1139,,The Secret Hour (Midnighters Series #1),Stolen Nights(Vampire Queen),9.78006E+12,9.78031E+12
BN0058,HC2033,,End of Days (Penryn and the End of Days Series #3),Inkheart(Inkheart Trilogy),9.78148E+12,9.78055E+12
BN1483,HC2137,,Green Angel,The Secret Garden(Penguin Classics Deluxe Editions),9.78055E+12,9.78014E+12
BN0678,HC1964,,Beautiful Creatures (Beautiful Creatures Series #1),How to Ruin Your Boyfriend's Reputation,9.78032E+12,9.78074E+12
BN0851,HC2027,,Pushing the Limits,Spectrum Science(Spectrum Science),9.78037E+12,9.78077E+12
BN2281,HC1685,,Doomed Queen Anne (Young Royals Series),Dark Sons,9.78015E+12,9.78031E+12
BN0679,HC1508,,Follow the River,Nick & Norah's Infinite Playlist,9.78035E+12,9.78038E+12
BN2274,HC2547,,Feeling Sorry for Celia,A Young Woman After God's Own Heart,9.78031E+12,9.78074E+12
BN2164,HC2369,,"Star Wars I, Jedi",Shoeless Joe & Me(Baseball Card Adventures (Paperback)),9.78055E+12,9.78006E+12
BN2862,HC2781,,"The Greatest Newspaper Dot-to-Dot Puzzles, Volume 1",Midnight Rider,9.78097E+12,9.78069E+12
BN2253,HC1178,,Skybreaker,Science,9.78006E+12,9.78076E+12
BN2855,HC2421,,Enough: 10 Things We Should Tell Teenage Girls,The Candlestone(Dragons in Our Midst),9.78143E+12,9.7809E+12
BN0605,HC0522,,The Statistical Probability of Love at First Sight,"The White House(I, Q (Paperback))",9.78032E+12,9.78159E+12
BN1419,HC1196,,The Land,Double Identity,9.78014E+12,9.78069E+12
BN1021,HC2762,,Rich Dad Poor Dad for Teens: The Secrets About Money--That You Don't Learn in School!,Slawter(Demonata (Paperback)),9.78161E+12,9.78032E+12
BN2942,HC1845,,Steadfast (Spellcaster Series #2),The Lying Game #3(Lying Game),9.78006E+12,9.78006E+12
BN0801,HC2394,,The Reluctant Assassin (W.A.R.P. Series #1),Condoleezza Rice,9.78142E+12,9.78039E+12
BN1941,HC0360,,Accomplice,Impulse,9.78055E+12,9.78142E+12
BN0551,HC0521,,The Summer I Turned Pretty,Marcelo in the Real World,9.78142E+12,9.78055E+12
BN0275,HC2340,,Twilight,Malice(Malice (Quality)),9.78032E+12,9.78055E+12
BN2833,HC2787,,Raised by Wolves (Raised by Wolves Series #1),Temptation(Harlequin Teen),9.78161E+12,9.78037E+12
BN2022,HC0479,,Homeboyz,What Color Is Your Parachute? for Teens(What Color Is Your Parachute? for Teens: Discovering Yourself),9.78142E+12,9.78158E+12
BN0493,HC3048,,Forbidden,The One That I Want,9.78144E+12,9.78144E+12
BN2071,HC0628,,The Adventures of Tom Sawyer: (Bullseye Step into Classics Series),Skellig,9.78068E+12,9.78044E+12
BN2552,HC1661,,Touching Darkness (Midnighters Series #2),Corrie Ten Boom(Christian Heroes: Then & Now),9.78006E+12,9.78158E+12
BN0908,HC2727,,The Prince of Mist,If I Was Your Girl,9.78032E+12,9.78076E+12
BN2616,HC0420,,Everbound (Everneath Series #2),Acceleration,9.78006E+12,9.78044E+12
BN0070,HC2711,,The Hunger Games (Hunger Games Series #1),Victory(Resistance (First Second)),9.78044E+12,9.7816E+12
