#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN,ltable.ISBN13,ltable.PageCount,ltable.PublishDate,ltable.Publisher,ltable.SecondAuthor,ltable.ThirdAuthor,ltable.Title,rtable.FirstAuthor,rtable.SecondAuthor,rtable.ThirdAuthor,rtable.ISBN13,rtable.PageCount,rtable.PublishDate,rtable.Publisher,rtable.Title,match_label
2040,2110,159,Ida B. Wells-Barnett,226893448,9780226893440,466,July 23rd 1991,University Of Chicago Press,Ada B. Wells,Alfreda M. Duster,Crusade for Justice: The Autobiography of Ida B. Wells,Ida B. Wells,Ada B. Wells,,9780226893440,466,7/28/91,University of Chicago Press,Crusade for Justice: The Autobiography of IDA B. Wells,1
2060,2121,930,Mark Twain,520272781,9780520272781,776,October 5th 2013,University of California Press,Benjamin Griffin,Harriet E. Smith,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition",Mark Twain,,,9781608429943,600,12/14/10,KRE,Autobiography Of Mark Twain - Abridged Edition,0
2061,2121,938,Mark Twain,520272781,9780520272781,776,October 5th 2013,University of California Press,Benjamin Griffin,Harriet E. Smith,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition",Mark Twain,Grover Gardner,,9781504637169,,10/15/15,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 3",0
2073,2127,934,Anthony Trollope,,,368,October 9th 2014,OUP Oxford,Nicholas Shrimpton,,An Autobiography: and Other Writings,Anthony Trollope,,,9781607785293,,7/1/10,MobileReference,"Works of Anthony Trollope: (50+ works). Includes The Way We Live Now, Barchester Towers, The Warden, The Small House at Allington, Palliser Novels, Chronicles of Barsetshire, An Eye for an Eye and MORE",0
2078,2127,2283,Anthony Trollope,,,368,October 9th 2014,OUP Oxford,Nicholas Shrimpton,,An Autobiography: and Other Writings,Anthony Trollope,,,2940012207586,,3/4/11,Milsap Publishers,"Anthony Trollope: a classic collection of his novels (American Senator, Autobiography of Anthony Trollope, Ayala's Angel, Barchester Towers, Belton Estate, Bertrams, Can You Forgive Her? and more)",0
2098,2162,1286,Sandy Lyle,755314727,9780755314720,320,May 31st 2007,Headline Book Publishing,Robert Philip,Seve Ballesteros,To the Fairway Born: The Autobiography,Sandy Lyle,,,9780755314720,320,5/31/07,"Headline Book Publishing, Limited",To the Fairway Born: The Autobiography,1
2106,2167,1752,Andrew Taylor Still,1145986773,,500,February 26th 2010,Nabu Press,,,Autobiography of Andrew T. Still,Andrew Taylor Still,,,2940026620111,,,The author,Autobiography of Andrew T. Still: With a History of the Discovery and Development of the Science ...,0
2112,2185,1186,Margot Asquith,,,255,1936,Penguin,,,The Autobiography of Margot Asquith. Volume One,Margot Asquith Oxford and Asquith,,,2940019401550,,,London : Butterworth,The autobiography of Margot Asquith,0
2117,2187,361,Stephen Fry,375502645,9780375502644,366,May 25th 1999,Random House,,,Moab Is My Washpot: An Autobiography (Memoir #1),Stephen Fry,,,9781468300192,448,1/19/12,The Overlook Press,The Fry Chronicles: An Autobiography,0
2124,2197,26,Mark Twain,,,311,December 7th 2014,Original Classics,Albert Bigelow Paine,,Autobiography of Mark Twain [ Volume 2 ],Mark Twain,,,9780520272781,776,10/5/13,University of California Press,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition",0
2130,2197,334,Mark Twain,,,311,December 7th 2014,Original Classics,Albert Bigelow Paine,,Autobiography of Mark Twain [ Volume 2 ],Mark Twain,,,2940000737101,,2/26/12,B&amp;R Samizdat Express,Chapters from my Autobiography,0
2145,2197,3135,Mark Twain,,,311,December 7th 2014,Original Classics,Albert Bigelow Paine,,Autobiography of Mark Twain [ Volume 2 ],Roy J . Friedman Mark Twain Collection Mark Twain,,,2940018903741,,,Harper &amp; Brothers Publishers,Is Shakespeare Dead?: From My Autobiography,0
2153,2218,3054,Brian Epstein,876501692,9780876501696,0,,Pierian Press,,,A Cellarful of Noise: The Autobiography of the Man Who Made the Beatles,Brian Epstein,,,9780285640252,132,5/1/11,Souvenir Press,A Cellarful of Noise,0
2181,2232,3279,William Starbuck Mayo,217228488,9780217228480,300,January 11th 2012,General Books,,,"Kaloolah; Or, Journeyings to the Djebel Kumri: An Autobiography of Jonathan Romer",William Starbuck Mayo,,,2940025492559,,,David Bogue,"Kaloolah, Or, Journeyings to the Djbel Kumri: An Autobiography of Jonathan Romer",0
2193,2252,579,Frank Lampard,7214723,9780007214723,384,August 1st 2006,HarperCollins UK,,,Totally Frank: The Autobiography of Frank Lampard,Frank Lampard,,,9780007382217,480,4/29/10,HarperCollins Publishers,Totally Frank: The Autobiography of Frank Lampard,0
2195,2254,3286,Jeannette L. Gilder,,,0,,New York : Doubleda,,,The autobiography of a tomboy,Jeannette L. Gilder,,,2940017335062,,,"New York : Doubleday, Page",The autobiography of a tomboy,1
2198,2257,3278,William Dudley Foulke,1445555506,9781445555508,260,March 31st 2010,Fork. Press,,,A Hoosier Autobiography,William Dudley Foulke,,,2940023621807,,,Oxford University Press,A Hoosier Autobiography,0
2205,2278,1996,Donald Fraser,083715653X,9780837156538,209,June 1st 1980,Greenwood Pub Group,,,Autobiography of an African,Donald Fraser,,,2940027418854,,,London : James Nisbet &amp; Co.,"Autobiography of the late Donald Fraser, D.D. [microform] : and a selection from his sermons",0
2214,2293,1230,Warren Holden,1146029640,9781146029643,60,February 28th 2010,Nabu Press,,,Autobiography of Love,Warren Holden,,,2940017677230,,,[Philadelphia] : Press of J.B. Lippincott Company,Autobiography of love,0
2233,2325,3021,William Lawrence,1847340687,9781847340689,264,June 20th 2006,Naval & Military Press,George Nugent-Bankes,,Autobiography of Sergeant William Lawrence. a Hero of the Peninsular and Waterloo Campaigns.,William Lawrence,,,9781631826450,152,10/28/14,Lushena Books,The Autobiography of Sergeant William Lawrence,0
2260,2356,2200,William A. Bishop,75510243,9780075510246,0,1990,McGraw Hill Ryerson,,,Winged Warfare (The Illustrated Classic Autobiography Of Canadian World War I Ace Billy Bishop),William A. Glasser,,,9781515097112,156,7/17/15,CreateSpace Publishing,The Autobiography of SATAN (Authorized Edition),0
2262,2360,450,Ralph David Abernathy,1569762791,9781569762790,672,April 1st 2010,Chicago Review Press,,,And the Walls Came Tumbling Down: An Autobiography,Ralph David Abernathy,,,9781569762790,672,4/1/10,"Chicago Review Press, Incorporated",And the Walls Came Tumbling Down: An Autobiography,1
2265,2366,21,Anna Sewell,,,0,,London : Jarrold and Sons,,,Black Beauty: his grooms and companions ; the autobiography of a horse,Anna Sewell,Sewell,,9780486407883,208,6/23/99,Dover Publications,Black Beauty: The Autobiography of a Horse,0
2273,2373,1988,Charles R. Knight,966010671,9780966010671,128,August 1st 2005,G.T. Labs,Mark Schultz,,Autobiography of an Artist: Charles R. Knight (Introductions by Ray Bradbury & Ray Harryhausen),Charles R. Gibson,,,9781331029328,220,7/9/15,FB &amp;c Ltd,"The Autobiography of an Electron, Wherein the Scientific Ideas of the Present Time Are Explained in an Interesting and Novel Fashion (Classic Reprint)",0
2290,2374,969,Mark Twain,,,271,,,,,Mark Twain's Autobiography: Volume 2,Mark Twain,,,2940016310794,,2/13/13,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version",0
2296,2374,2889,Mark Twain,,,271,,,,,Mark Twain's Autobiography: Volume 2,Twain Mark,,,9781297300837,52,2/19/15,Scholar's Choice,Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition,0
2297,2374,3135,Mark Twain,,,271,,,,,Mark Twain's Autobiography: Volume 2,Roy J . Friedman Mark Twain Collection Mark Twain,,,2940018903741,,,Harper &amp; Brothers Publishers,Is Shakespeare Dead?: From My Autobiography,0
2299,2379,3287,Theodor Reik,1446528537,9781446528532,508,January 10th 2011,Grierson Press,,,Fragment of a Great Confession - A Psychoanalytic Autobiography,Theodor Reik,,,9781446528532,508,1/10/11,Read Books Design,Fragment Of A Great Confession - A Psychoanalytic Autobiography,1
2302,2391,2395,S. Donald Stookey,916094693,9780916094690,64,January 1st 1985,American Ceramic Society,,,Journey to the center of the crystal ball: An autobiography,S. Donald Stookey,George H. Beall,,9781574981247,74,7/28/00,Wiley,Explorations in Glass: An Autobiography / Edition 1,0
2308,2401,103,Booker T. Washington,,,233,October 8th 2013,Heraklion Press,,,An Autobiography: The Story of My Life and Work,Booker T. Washington,,,9781627557863,148,6/10/15,"Wilder Publications, Inc.",Up from Slavery: An Autobiography,0
2315,2401,996,Booker T. Washington,,,233,October 8th 2013,Heraklion Press,,,An Autobiography: The Story of My Life and Work,Booker T. Washington,,,9781633846586,420,6/10/15,"Wilder Publications, Inc.",The Booker T. Washington Reader: Up From Slavery: An Autobiography; My Larger Education; Character Building; The Negro Problem,0
2324,2408,812,James R. Wright,1440177600,9781440177606,188,October 28th 2009,iUniverse,,,"FBI: Fidelity, Bravery, Integrity: An Autobiography",James R. Simmons,Jr,,9781551112725,498,4/10/07,Broadview Press,Factory Lives: Four Nineteenth-Century Working-Class Autobiographies (1828-1850) / Edition 1,0
2338,2412,1945,Henry Bessemer,901462497,9780901462497,0,,,,,Sir Henry Bessemer F.R.S.: An Autobiography,Henry Bessemer,,,2940020578142,,,"London, Offices of _Engineering,_","Sir Henry Bessemer, F. R. S. An autobiography",0
2341,2419,689,Rosemary Radford Ruether,,,213,October 20th 2013,Cascade Book,Renny Golden,,My Quests for Hope and Meaning: An Autobiography,Rosemary Radford Ruether,,,9781620327128,195,10/2/13,Wipf &amp; Stock Publishers,My Quests for Hope and Meaning: An Autobiography,1
2352,2440,1663,Arnold Brecht,691075271,9780691075273,544,January 1st 1970,Princeton University Press,,,"The Political Education of Arnold Brecht: An Autobiography, 1884-1970",Arnold Brecht,,,9780691621050,564,3/8/15,Princeton University Press,"Political Education of Arnold Brecht: An Autobiography, 1884-1970",1
2354,2445,1403,Raja Sharma,,,0,,,,,The Autobiography of Benjamin Franklin-Complete Summary & Analysis,Raja Sharma,,,2940045205054,,8/7/13,Raja Sharma,Ready Reference Treatise: The Autobiography of an Ex-Colored Man,0
2355,2448,752,Elizabeth Klarer,,,200,June 1st 2009,Light Technology Publishing,,,Beyond the Light Barrier: The Autobiography of Elizabeth Klarer,Elizabeth Klarer,,,9781891824777,244,3/1/09,"Light Technology Publishing, LLC",Beyond the Light Barrier: The Autobiography of Elizabeth Klarer,1
2366,2460,206,Clark Terry,520268466,9780520268463,368,November 8th 2011,University of California Press,Gwen Terry,Quincy Jones,Clark: The Autobiography of Clark Terry,Clark Terry,,,9780520287518,344,6/12/15,University of California Press,Clark: The Autobiography of Clark Terry,1
2368,2466,812,James R. Mancham,1557788871,9781557788870,350,September 1st 2009,Paragon House,,,Seychelles Global Citizen: The Autobiography of the Founding President,James R. Simmons,Jr,,9781551112725,498,4/10/07,Broadview Press,Factory Lives: Four Nineteenth-Century Working-Class Autobiographies (1828-1850) / Edition 1,0
2371,2473,63,Teresa of vila,,,354,March 6th 2012,Dover Publications,,,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),St. Teresa of Avila,,,9780486475981,352,7/21/10,Dover Publications,Autobiography of St. Teresa of Avila,1
2377,2478,923,Frank Sanello,1477581723,9781477581728,252,June 1st 2012,Createspace,,,The Autobiography of Frau Adolf Hitler: Translated and Edited by Frank Sanello,Frank Sanello,,,9781477581728,252,6/22/12,CreateSpace Publishing,The Autobiography of Frau Adolf Hitler,1
2382,2482,458,William F. Milliken,837613485,9780837613482,683,May 1st 2007,Bentley Publishers,,,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Buckley Jr.,,,9780307803023,336,10/5/11,The Crown Publishing Group,"Nearer, My God",0
2402,2498,1568,Hsieh Ping-Ying,710310412,9780710310415,216,October 27th 2010,Routledge,Hsieh Ping-Ying,,The Autobiography of a Chinese Girl: A Genuine Autobiography,Ping-Ying Hsieh,,,9780863580529,224,2/1/86,Rivers Oram Press/Pandora Press,Autobiography of a Chinese Girl,0
2413,2509,1783,Dnal g Cusack,,,304,,,,,Come What May: The Autobiography,Dnal g Cusack,,,9780141959788,,10/21/09,Penguin UK,Come What May: The Autobiography,1
2417,2519,2981,Antonin Raymond,804810443,9780804810449,328,1973,Tuttle Publishing,,,Antonin Raymond: An Autobiography,Antonin Raymond,,,9780804810449,328,1/1/72,Tuttle Publishing,Antonin Raymond: An Autobiography,1
2462,2553,1554,Benjamin Franklin,,,293,1959,Rinehart & Co,Dixon Wecter,Larzer Ziff,Autobiography and Selected Writings,Horatio Hastings Weld Benjamin Franklin,,,2940017483688,,,Harper &amp; Brothers Publishers,Benjamin Franklin: His Autobiography: With a Narrative of His Public Life ...,0
2466,2553,1827,Benjamin Franklin,,,293,1959,Rinehart & Co,Dixon Wecter,Larzer Ziff,Autobiography and Selected Writings,Benjamin Franklin,,,2940017335871,,,New York : D. Appleton and Company,Autobiography ; Poor Richard ; Letters,0
2479,2553,2715,Benjamin Franklin,,,293,1959,Rinehart & Co,Dixon Wecter,Larzer Ziff,Autobiography and Selected Writings,Benjamin Franklin,,,2940026618460,,,The Pocket Library,The Autobiography,0
2501,2584,304,Vidal Sassoon,230746896,9780230746893,360,February 24th 2011,Pan Macmillan,,,Vidal: The Autobiography,Vidal Sassoon,,,9780230753792,,9/3/10,Pan Macmillan,Vidal: The Autobiography,1
2530,2632,3321,Marion Harland,1142608824,9781142608828,522,January 12th 2010,Nabu Press,,,Autobiography: The Story of a Long Life,Marion Harland,,,9781492353287,298,9/7/13,CreateSpace Independent Publishing Platform,Marion Harland's Autobiography: The Story of a Long Life,0
2531,2635,1443,Anna Cora Ogden,217686702,9780217686709,449,2009,General Books LLC,,,Autobiography of an Actress (1854),Anna Cora Ogden Mowatt Ritchie,,,2940026619948,,,"Ticknor, Reed, and Fields","Autobiography of an Actress; Or, Eight Years on the Stage",0
2536,2658,2032,Dick Francis,1405916834,9781405916837,256,,,,,The Sport of Queens: An Autobiography,Dick Francis,,,9780330339025,208,9/1/95,McClelland &amp; Stewart Ltd.,The Sport of Queens: The Autobiography of Dick Francis,0
2553,2671,1738,Herbert Spencer,1417970324,9781417970322,564,January 1st 2005,Kessinger Publishing,,,"An Autobiography, Part 2",Spencer Herbert 1820-1903,,,9781314499094,628,6/23/13,HardPress Publishing,An Autobiography Volume 2,0
2566,2704,2981,Antonin Raymond,804810443,9780804810449,328,1973,Tuttle Publishing,,,Antonin Raymond: An Autobiography,Antonin Raymond,,,9780804810449,328,1/1/72,Tuttle Publishing,Antonin Raymond: An Autobiography,1
2570,2712,3321,Marion Harland,1142608824,9781142608828,522,January 12th 2010,Nabu Press,,,Autobiography: The Story of a Long Life,Marion Harland,,,9781492353287,298,9/7/13,CreateSpace Independent Publishing Platform,Marion Harland's Autobiography: The Story of a Long Life,0
2580,2733,564,Stephen  Brennan,1620873648,9781620873649,448,January 2nd 2013,Skyhorse Publishing,,,An Autobiography of Jack London,Stephen Brennan,,,9781629141367,288,5/6/14,Skyhorse Publishing,An Autobiography of John Muir,0
2583,2735,1546,Greg Wallace,1409139212,9781409139218,320,February 1st 2014,Orion Publishing,,,Life on a Plate: The Autobiography,Greg Wallace,,,9781409139218,320,2/1/14,"Orion Publishing Group, Limited",Life on a Plate: The Autobiography,1
2601,2763,103,Booker T. Washington,554361167,9780554361161,224,August 18th 2008,BiblioLife,,,Up from Slavery: An Autobiography,Booker T. Washington,,,9781627557863,148,6/10/15,"Wilder Publications, Inc.",Up from Slavery: An Autobiography,0
2614,2764,1936,Natalie M. Rosinsky,756535255,9780756535254,64,January 1st 2008,Compass Point Books,,,Write Your Own Autobiography,Natalie M. Rosinsky,,,9780756535254,24,1/28/08,Capstone Press,Write Your Own Autobiography,1
2646,2809,1437,Oliver St. John Gogarty,837138140,9780837138145,256,October 14th 1970,Greenwood Press,,,It Isn't This Time of Year at All: An Unpremeditated Autobiography,John St. Loe Strachey,,,2940148195481,,2/25/14,Lost Leaf Publications,The Adventure of Living : a Subjective Autobiography,0
2661,2827,2880,Franklin L. Kury,1611460735,9781611460735,274,September 15th 2011,Lehigh University Press,,,"Clean Politics, Clean Streams: A Legislative Autobiography and Reflections",Franklin L. Kury,,,9781611460742,286,9/16/11,Lehigh University Press,"Clean Politics, Clean Streams: A Legislative Autobiography and Reflections",1
2672,2847,3083,John G Paton,1848712766,9781848712768,538,June 1st 2013,Banner of Truth,,,John G. Paton - The Autobiography of the Pioneer Missionary to the New Hebrides (Vanuatu),John Gibson Paton,,,2940018791737,,,New York : Carter,"John G. Paton, missionary to the New Hebrides : an autobiography",0
2705,2910,2031,Gardner Lindzey,1591477964,9781591477969,354,March 1st 2007,American Psychological Association (APA),,,A History of Psychology in Autobiography: Volume IX,Gardner Lindzey,,,9780716711193,472,1/28/80,"Freeman, W. H. &amp; Company",History of Psychology in Autobiography,0
2711,2915,2445,Margot Asquith,,,253,1936,Penguin,,,The Autobiography of Margot Asquith. Volume Two,Asquith Margot Countess of 1864-1945,,,9781314130119,322,1/28/13,HardPress Publishing,An Autobiography Volume 2,0
2721,2940,276,Roy Horniman,,,419,August 26th 2014,D.J. Natelson,D.J. Natelson,,Israel Rank: The Autobiography of a Criminal,Roy Horniman,,,9781500857806,392,8/27/14,CreateSpace Publishing,Israel Rank: The Autobiography of a Criminal,1
2732,2950,3370,Michael Hotz,156858248X,9781568582481,272,April 13th 2003,Da Capo Press,,,"Holding the Lotus to the Rock: The Autobiography of Sokei-an, America's First Zen Master",Michael Hotz,Shigetsu Sasaki,,9781568582481,265,12/15/02,Da Capo Press,"Holding the Lotus to the Rock: The Autobiography of Sokei-an, America's First Zen Master",1
2774,3019,571,Benjamin Franklin,1164302299,9781164302292,262,September 10th 2010,Kessinger Publishing,,,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,,,2940148136941,,2/13/14,Bybliotech,"The Benjamin Franklin Anthology: The Autobiography, The Memoirs, The Silence Dogood Letters and Over 80 Other Works",0
2798,3019,2317,Benjamin Franklin,1164302299,9781164302292,262,September 10th 2010,Kessinger Publishing,,,Life of Benjamin Franklin on the Basis of His Autobiography (1851),William MacDonald Benjamin Franklin,,,2940017623817,,,E. P. Dutton,The Autobiography of Benjamin Franklin: Now First Printed in England from ...,0
2838,3024,1526,Benjamin Franklin,1883011531,9781883011536,816,October 6th 2005,Library of America,J.A. Leo Lemay,,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,,,9780940450295,1632,1/28/87,Library of America,"Benjamin Franklin: Writings (The Autobiography, Poor Richard's Almanack, Bagatelles, Pamphlets, Essays, & Letters) (Library of America)",0
2847,3024,1960,Benjamin Franklin,1883011531,9781883011536,816,October 6th 2005,Library of America,J.A. Leo Lemay,,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Franklin Benjamin 1706-1790,,,9781313898133,270,1/28/13,HardPress Publishing,The Autobiography of Benjamin Franklin,0
2848,3024,2161,Benjamin Franklin,1883011531,9781883011536,816,October 6th 2005,Library of America,J.A. Leo Lemay,,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",John Woolman Benjamin Franklin,,,2940027397265,,,P.F. Collier,The Autobiography of Benjamin Franklin: The Journal of John Woolman. Fruits ...,0
2866,3024,3575,Benjamin Franklin,1883011531,9781883011536,816,October 6th 2005,Library of America,J.A. Leo Lemay,,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,,,2940017678770,,,"New York, A. L. Burt Co","The autobiography of Benjamin Franklin, Poor Richard's almanac, and other papers",0
2906,3065,969,Mark Twain,,,704,October 2nd 1990,Gramercy,,,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,,,2940016310794,,2/13/13,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version",0
2911,3065,1772,Mark Twain,,,704,October 2nd 1990,Gramercy,,,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,,,9780766161375,376,6/28/03,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2",0
2921,3077,882,Sue Johnston,91938899,9780091938895,352,September 1st 2011,Ebury Press,,,Things I Couldn't Tell My Mother: My Autobiography,Sue Johnston,,,9781409034698,352,9/1/11,Ebury Publishing,Things I Couldn't Tell My Mother: My Autobiography,1
2924,3079,3485,David Shields,743225783,9780743225786,192,April 23rd 2002,Simon & Schuster,,,Enough about You: Adventures in Autobiography,David Shields,,,9781593763565,192,11/21/08,"Soft Skull Press, Inc.",Enough About You: Notes Toward the New Autobiography,0
2925,3083,96,Ali MacGraw,553072706,9780553072709,16,April 1st 1991,Bantam,,,Moving Pictures: An Autobiography,Ali MacGraw,,,2940151374255,,3/15/15,Renaissance Literary &amp; Talent,Moving Pictures: An Autobiography,0
2933,3101,2712,Irving Stone,451162463,9780451162465,480,April 1st 1969,Signet,,,Dear Theo: The Autobiography of Vincent Van Gogh,Irving Stone,,,9780451038364,,4/1/69,Penguin Group (USA) Incorporated,Dear Theo: The Autobiography of Vincent Van Gogh,1
2941,3118,1296,James D. Corrothers,836988841,9780836988840,238,,Books for Libraries,,,In Spite of the Handicap: An Autobiography,James D. Fernandez,,,9780822312543,182,8/28/92,Duke University Press Books,Apology to Apostrophe: Autobiography and the Rhetoric of Self-Representation in Spain,0
2944,3121,1389,Unknown Author 416,1558181423,9781558181427,0,November 1st 2001,Holmes Pub Grou Llc,,,The Autobiography Of Denis Zachaire,Unknown Author,,,9781330303962,366,7/2/15,FB &amp;c Ltd,"Edward Wortley Montagu, Vol. 1 of 3: An Autobiography (Classic Reprint)",0
2947,3121,2225,Unknown Author 416,1558181423,9781558181427,0,November 1st 2001,Holmes Pub Grou Llc,,,The Autobiography Of Denis Zachaire,Unknown Author,,,9781330106952,318,7/2/15,FB &amp;c Ltd,"The Autobiography of Leigh Hunt, Vol. 1 of 3: With Reminiscences of Friends and Contemporaries (Classic Reprint)",0
2955,3129,1389,Unknown Author 193,140032126,9780140032123,0,,,,,Light On A Dark Horse - An Autobiography,Unknown Author,,,9781330303962,366,7/2/15,FB &amp;c Ltd,"Edward Wortley Montagu, Vol. 1 of 3: An Autobiography (Classic Reprint)",0
2967,3146,411,J P Wearing,1595809880,9781595809889,0,April 1st 2007,Santa Monica Press,,,The Shakespeare Diaries: A Fictional Autobiography,A P J Abdul Kalam,,,9788173717802,,10/1/15,Universities Press (India)PL,Wings Of Fire: An Autobiography,0
2978,3161,104,Theodore Roosevelt,,,523,April 1st 2015,Chios Classics,,,Autobiography of Theodore Roosevelt,Theodore TEDDY ROOSEVELT [Winner of the Nobel Prize] Nook Edition (Part I of the Best Presidents Series incl. George Washington,Abraham Lincoln) NOOKBook,,2940013017061,,12/19/12,Great American Presidents Biographies,THE GREATEST AMERICAN PRESIDENT: THE AUTOBIOGRAPHY OF THEODORE ROOSEVELT (Worldwide Bestseller),0
2984,3161,1172,Theodore Roosevelt,,,523,April 1st 2015,Chios Classics,,,Autobiography of Theodore Roosevelt,Theodore Roosevelt,,,9781502958662,536,3/5/15,CreateSpace Publishing,Theodore Roosevelt; an Autobiography,1
2985,3165,2564,George Iles,8132016939,9788132016939,244,,Tutis Digital Pub,,,19th Century Actor Autobiographies,George Iles,,,9782819934158,,12/3/10,pubOne.info,Little Masterpieces of Autobiography: Actors,0
2995,3181,2447,Louis Spohr,,,0,June 16th 2014,Project Gutenberg,,,Louis Spohr Autobiography,Louis Spohr,,,2940021452618,,,"London : Longman, Green, Longman, Roberts, &amp; Green",Louis Spohr's autobiography : translated from the German,0
2999,3186,1548,William Hale White,1458709345,9781458709349,0,January 1st 2006,ReadHowYouWant,,,The Autobiography of Mark Rutherford,William Hale White,,,2940019240104,,,"New York, Dodd, Mead",The autobiography & deliverance of Mark Rutherford [pseud.],0
3000,3186,2561,William Hale White,1458709345,9781458709349,0,January 1st 2006,ReadHowYouWant,,,The Autobiography of Mark Rutherford,William Hale White,Mark Rutherford,Reuben Shapcott,9781298882561,220,8/21/15,Sagwan Press,Mark Rutherford's Deliverance: Being the Second Part of His Autobiography,0
3002,3186,3090,William Hale White,1458709345,9781458709349,0,January 1st 2006,ReadHowYouWant,,,The Autobiography of Mark Rutherford,William S. White,,,2940022699234,,,Richmond : Presbyterian Committee of Publication,"Rev. William S. White, D.D., and his times (1800-1873) : an autobiography",0
3003,3189,902,Howard Thurman,015697648X,9780156976480,304,October 14th 1981,Mariner Books,,,With Head and Heart: The Autobiography of Howard Thurman,Howard Thurman,,,9780156976480,298,10/14/81,Houghton Mifflin Harcourt,With Head And Heart,1
3015,3198,1700,Unknown Author 193,140032126,9780140032123,0,,,,,Light On A Dark Horse - An Autobiography,Unknown Author,,,9781330161746,228,6/25/15,FB &amp;c Ltd,"Jack Westropp, Vol. 2 of 2: An Autobiography (Classic Reprint)",0
3016,3198,1704,Unknown Author 193,140032126,9780140032123,0,,,,,Light On A Dark Horse - An Autobiography,Unknown Author,,,9781330949276,218,7/8/15,FB &amp;c Ltd,"The Autobiography of a Beggar Boy: In Which Will Be Found Related the Numerous Trials, Hard Struggles, and Vicissitudes of a Strangely Chequered Life; With Glimpses of Social and Political History Over a Period of Fifty Years (Classic Reprint)",0
3034,3227,985,Thomas Jefferson,,,115,December 14th 2009,Digireads.com,,,The Autobiography of Thomas Jefferson,Thomas Jefferson,,,9781455415588,,9/3/11,B&amp;R Samizdat Express,"Works of Thomas Jefferson, Including His Presidential Papers, Correspondence, and Autobiography",0
3035,3227,1176,Thomas Jefferson,,,115,December 14th 2009,Digireads.com,,,The Autobiography of Thomas Jefferson,Thomas Jefferson,,,9780812219012,200,12/1/04,"University of Pennsylvania Press, Inc.","The Autobiography of Thomas Jefferson, 1743-1790",0
3043,3235,2564,George Iles,8132016939,9788132016939,244,,Tutis Digital Pub,,,19th Century Actor Autobiographies,George Iles,,,9782819934158,,12/3/10,pubOne.info,Little Masterpieces of Autobiography: Actors,0
3060,3259,2175,Frank B. Kellogg,,,0,,,,,The Autobiography of Frank B. Kellogg,Daniel B. Kellogg,,,2940023961163,,,Chase,"Autobiography of Dr. D. B. Kellogg: Or, Explanation of Clairvoyance ...",0
3067,3277,2698,Tariq Ali,1844670295,9781844670291,403,May 17th 2005,Verso,,,Street-Fighting Years: An Autobiography of the Sixties,Tariq Ali,,,9781844670291,403,4/17/05,Verso Books,Street Fighting Years: An Autobiography of the Sixties,1
3069,3280,727,W. E. Woodward,,,0,,,,,Gift of Life: An Autobiography,W. E. B. Du Bois,,,9780717802340,448,6/1/68,"International Publishers Company, Incorporated",The Autobiography of W. E. B. Du Bois: A Soliloquy on Viewing My Life from the Last Decade of Its First Century,0
3073,3282,3462,John G. Fitch,871691132,9780871691132,0,,,,,The Autobiography Of John Fitch,John G. Neihardt,,,9780803257245,248,9/1/70,University of Nebraska Press,"When the Tree Flowered: The Fictional Autobiography of Eagle Voice, a Sioux Indian",0
3090,3296,1660,Thomas Jefferson,,,115,December 14th 2009,Digireads.com,,,The Autobiography of Thomas Jefferson,Thomas Jefferson,,,2940030532790,,,"Washington, D.C. Issued under the auspices of the Thomas Jefferson Memorial Association","Writings. Library ed., containing his autobiography, notes on Virginia, parliamentary manual, official papers, messages and addresses, and other writings, official and private, now collected and published in their entirety for the first time, including al",0
3106,3331,1052,Aldo Rossi,262680416,9780262680417,125,April 26th 1984,MIT Press (MA),,,A Scientific Autobiography,Aldo Rossi,Lawrence Venuti,,9780262514385,128,3/31/10,MIT Press,A Scientific Autobiography,1
3110,3334,253,Brian O'Driscoll,,,408,October 23rd 2014,Penguin Ireland,,,The Test: My Autobiography,Brian O'Driscoll,,,9780241962695,,10/23/14,Penguin UK,The Test: My Autobiography,1
