#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN13,ltable.Publisher,ltable.Title,rtable.Author1,rtable.ISBN13,rtable.Publisher,rtable.Title
2184,2234,2724,Harry   Smith,9780094797406,Constable & Robinson,The Autobiography of Sir Harry Smith 1787-1819,Harry George Wakelyn Smith,2940017734292,"London, J. Murray","The autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G.C.B.;"
2185,2234,3007,Harry   Smith,9780094797406,Constable & Robinson,The Autobiography of Sir Harry Smith 1787-1819,Harry George Wakelyn Smith George Charles Moore Smith,2940017677155,J. Murray,"The Autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G. C. B."
2186,2238,1062,Roy Race,9780099598664, ,Roy of the Rovers: The Official Autobiography of Roy of the Rovers,Roy Race,9781473506800,Random House Adult Trade Publishing Group,Roy of the Rovers: The Official Autobiography of Roy of the Rovers
2187,2243,3348,David Arnold,9780253217271,Indiana University Press,"Telling Lives in India: Biography, Autobiography, and Life History",David Arnold,9780253217271,Indiana University Press,"Telling Lives in India: Biography, Autobiography, and Life History"
2188,2244,3072,Kathryn Church,9782884492126,Routledge,Forbidden Narratives: Critical Autobiography as Social Science,Kathryn Church,9781134317899,Taylor &amp; Francis,Forbidden Narratives: Critical Autobiography as Social Science
2189,2246,1633,Sandra Pouchet Paquet,9780299176945,University of Wisconsin Press,Caribbean Autobiography: Cultural Identity and Self-representation (Wisconsin Studies in Autobiography),Sandra Pouchet Paquet,9780299176945,University of Wisconsin Press,Caribbean Autobiography: Cultural Identity and Self-Representation
2190,2246,2265,Sandra Pouchet Paquet,9780299176945,University of Wisconsin Press,Caribbean Autobiography: Cultural Identity and Self-representation (Wisconsin Studies in Autobiography),Sandra Pouchet Paquet,2900299176944,University of Chicago Press,Caribbean Autobiography: Cultural Identity and Self-Representation
2191,2250,534,Denise Linn,9781401908881,Hay House,"If I Can Forgive, So Can You: My Autobiography of How I Overcame My Past and Healed My Life",Denise Linn,9781401930011,"Hay House, Inc.","If I Can Forgive, So Can You: My Autobiography of How I Overcame My Past and Healed My Life"
2192,2251,781,Muriel Spark,9780395710937,Mariner Books,Curriculum Vitae: Autobiography,Muriel Spark,9780811219235,New Directions Publishing Corporation,Curriculum Vitae: A Volume of Autobiography
2193,2252,579,Frank Lampard,9780007214723,HarperCollins UK,Totally Frank: The Autobiography of Frank Lampard,Frank Lampard,9780007382217,HarperCollins Publishers,Totally Frank: The Autobiography of Frank Lampard
2194,2252,2551,Frank Lampard,9780007214723,HarperCollins UK,Totally Frank: The Autobiography of Frank Lampard,Frank Lampard,9780007236152,HarperCollins UK,Totally Frank: The Autobiography of Frank Lampard
2195,2254,3286,Jeannette L. Gilder, ,New York : Doubleda,The autobiography of a tomboy,Jeannette L. Gilder,2940017335062,"New York : Doubleday, Page",The autobiography of a tomboy
2196,2255,809,Irene Gough,9781477239582,Authorhouse,An Autobiography of a Nobody,Irene Gough,9781477239599,AuthorHouse,An Autobiography of a Nobody
2197,2257,2590,William Dudley Foulke,9781445555508,Fork. Press,A Hoosier Autobiography,Cochrane Publishing Company William Dudley Foulke,2940022740288,Cochrane publishing company,The Quaker Boy: A Tale of the Outgoing Generation as it Appears Chronicled in the Autobiography ...
2198,2257,3278,William Dudley Foulke,9781445555508,Fork. Press,A Hoosier Autobiography,William Dudley Foulke,2940023621807,Oxford University Press,A Hoosier Autobiography
2199,2264,1594,Julia Swindells,9780748403660,Taylor & Francis Group,The Uses of Autobiography,Julia Swindells Homerton College,9780748403660,Taylor &amp; Francis,The Uses Of Autobiography
2200,2264,2204,Julia Swindells,9780748403660,Taylor & Francis Group,The Uses of Autobiography,Julia Swindells Homerton College,9781135346294,Taylor &amp; Francis,The Uses Of Autobiography
2201,2269,1944,George Jean Nathan,9780403007585,Scholarly Press,The Autobiography Of An Attitude,George Jean Nathan,9780403007585,"Scholarly Press, Incorporated",The Autobiography of an Attitude
2202,2273,189,Laurent Fignon,9780224083195,Yellow Jersey,We Were Young and Carefree: The Autobiography of Laurent Fignon,Laurent Fignon,9781407075211,Random House,We Were Young and Carefree: The Autobiography of Laurent Fignon
2203,2276,2190,Geronimo,9781610010023,Red and Black Publishers,The Autobiography of Geronimo,Geronimo,9781610010023,Red and Black Publishers,The Autobiography of Geronimo
2204,2278,1628,Donald Fraser,9780837156538,Greenwood Pub Group,Autobiography of an African,Donald Fraser,9780837156538,"Greenwood Publishing Group, Incorporated",Autobiography of an African
2205,2278,1996,Donald Fraser,9780837156538,Greenwood Pub Group,Autobiography of an African,Donald Fraser,2940027418854,London : James Nisbet &amp; Co.,"Autobiography of the late Donald Fraser, D.D. [microform] : and a selection from his sermons"
2206,2278,2389,Donald Fraser,9780837156538,Greenwood Pub Group,Autobiography of an African,Donald Fraser,2940027418854,London : James Nisbet &amp; Co.,"Autobiography of the late Donald Fraser, D.D. [microform] : and a selection from his sermons"
2207,2280,1761,E. Prioleau Henderson,9781557930330,Guild Bindery Press,Autobiography of Arab,Edward Prioleau Henderson,2940017678077,"[Columbia, S.C., The R. L. Bryan company",Autobiography of Arab
2208,2281,2255,Jacob Epstein,9780405067075,Arno Press,"Epstein, An Autobiography",Jacob Epstein,9780405067075,"Ayer Company Publishers, Incorporated",Epstein: An Autobiography
2209,2281,2604,Jacob Epstein,9780405067075,Arno Press,"Epstein, An Autobiography",Ezio Pinza,9780405097027,"Ayer Company Publishers, Incorporated",Ezio Pinza: An Autobiography
2210,2283,3390,Will Carling,9781840321654,Hodder & Stoughton,Will Carling: Autobiography,Will Carling,9780340696583,"Hodder &amp; Stoughton, Ltd.",Will Carling: My Autobiography
2211,2284,445,Walter E. Williams,9780817912543,Hoover Institution Press,Up from the Projects: An Autobiography,Walter E. Williams,9780817912567,Hoover Institution Press,Up from the Projects: An Autobiography
2212,2284,2733,Walter E. Williams,9780817912543,Hoover Institution Press,Up from the Projects: An Autobiography,WALTER WILLIAMS,2940025413011,E.W.STEPHENS,THE STATE OF MISSOURI AN AUTOBIOGRAPHY
2213,2289,2387,Estelle Jelinek,9780253202413,Indiana University Press,Women's Autobiography,Estelle C. Jelinek,9780253202413,Indiana University Press,Women's Autobiography: Essays in Criticism
2214,2293,1230,Warren Holden,9781146029643,Nabu Press,Autobiography of Love,Warren Holden,2940017677230,[Philadelphia] : Press of J.B. Lippincott Company,Autobiography of love
2215,2295,1965,James  Brown,9781560253884,Da Capo Press,The Godfather Of Soul: An Autobiography,Brown James Stephens B. 1828,9781314678901,HardPress Publishing,Life of a Pioneer; Being the Autobiography of James S. Brown .....
2216,2298,3579,Paul A. Robinson,9780060173050,HarperCollins Publishers,Gay Autobiographies,Paul David Robinson,9781514190043,CreateSpace Publishing,First Eighty-five Poems: An Autobiography in Poetry
2217,2307,2894,Geoff Hall,9780956803498,Upptacka Press,The Artist's Autobiography,Geoff Dr Hall,9780956803498,Uppt  cka Press,The Artist's Autobiography
2218,2308,1332,Arnold Bennett,9780049280410,Allen & Unwin Australia,Sketches For Autobiography,Arnold Bennett,9780049280410,Routledge,Sketches for Autobiography
2219,2310,348,James Fenimore Cooper,9781443809962,Cambridge Scholars Publishing,Autobiography Insert,James Fenimore Cooper,9781605011400,MobileReference,"Works of James Fenimore Cooper: (35 Works). Includes The Last of the Mohicans, Homeward Bound, Autobiography of a Pocket-Handkerchief and more"
2220,2310,981,James Fenimore Cooper,9781443809962,Cambridge Scholars Publishing,Autobiography Insert,James Fenimore Cooper,2940000735459,B&amp;R Samizdat Express,Autobiography of a Pocket Handkerchief
2221,2310,1071,James Fenimore Cooper,9781443809962,Cambridge Scholars Publishing,Autobiography Insert,James Fenimore Cooper,9781411463943,Barnes &amp; Noble,Autobiography of a Pocket-Hankerchief (Barnes & Noble Digital Library)
2222,2310,3305,James Fenimore Cooper,9781443809962,Cambridge Scholars Publishing,Autobiography Insert,James Fenimore Cooper,2940150408982,HM,Autobiography of a Pocket-Handkerchief
2223,2310,3554,James Fenimore Cooper,9781443809962,Cambridge Scholars Publishing,Autobiography Insert,James Fenimore Cooper,2940149590650,Consumer Oriented Ebooks Publisher,Autobiography of a Pocket Handkerchief
2224,2311,842,Steve Nugent, ,JMS Books LLC,Unauthorised Autobiography,Steve Nugent,2940013035492,JMS Books LLC,Unauthorised Autobiography
2225,2313,1598,John Relly Beard,9781445551159,Reitell Press,The Autobiography of Satan,John Relly Beard,9781445551159,Read Books Design,The Autobiography of Satan
2226,2316,647,Omid Djalili,9781472218667,Headline Book Publishing,Hopeful: An Autobiography,Omid Djalili,9781472218636,"Headline Book Publishing, Limited",HOPEFUL - an autobiography
2227,2319,833,Felix Moscheles,9781406857412,Echo Library,Fragments of an Autobiography,Felix Moscheles,9781406857412,Echo Library,Fragments Of An Autobiography
2228,2321,175,Max Cavalera,9781908279637,Jawbone Press,My Bloody Roots: From Sepultura to Soulfly and beyond - The Autobiography,Max Cavalera,9781908279637,"Outline Press, Limited",My Bloody Roots: From Sepultura to Soulfly and beyond - The Autobiography
2229,2322,1361,Michael Crawford,9780712684408,Century,Parcel Arrived Safely: Tied with String - My Autobiography,Michael J. Crawford,9781612341774,"Potomac Books, Inc.",Autobiography of a Yankee Mariner: Christopher Prince and the American Revolution
2230,2322,3187,Michael Crawford,9780712684408,Century,Parcel Arrived Safely: Tied with String - My Autobiography,Michael J. Crawford,9781612341774,"Potomac Books, Inc.",The Autobiography of a Yankee Mariner: Christopher Prince and the American Revolution
2231,2323,782,Herman Rarebell,9781463601102,Createspace,"And Speaking of Scorpions...: Autobiography of Former Scorpions Drummer Herman ""Ze German"" Rarebell",Herman Rarebell,9781463601102,CreateSpace Publishing,And Speaking of Scorpions...: Autobiography of Former Scorpions Drummer Herman Ze German Rarebell
2232,2325,1014,William Lawrence,9781847340689,Naval & Military Press,Autobiography of Sergeant William Lawrence. a Hero of the Peninsular and Waterloo Campaigns.,William Lawrence,2940016508542,"Five Star Publishing, LLC",The Autobiography of Sergeant William Lawrence : A Hero of the Peninsular and Waterloo Campaigns (Illustrated)
2233,2325,3021,William Lawrence,9781847340689,Naval & Military Press,Autobiography of Sergeant William Lawrence. a Hero of the Peninsular and Waterloo Campaigns.,William Lawrence,9781631826450,Lushena Books,The Autobiography of Sergeant William Lawrence
2234,2328,238,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,Joseph N. Tylenda S.J.,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of Ignatius of Loyola
2235,2328,300,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,Saint Ignatius Loyola,9781505726435,CreateSpace Publishing,The Autobiography of St. Ignatius
2236,2328,343,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,St. Ignatius Loyola,2940014710640,Halcyon Press Ltd.,The Autobiography of St. Ignatius Loyola
2237,2328,543,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,St. Ignatius Loyola,2940150494565,Light Stone,The Autobiography of St. Ignatius of Loyola
2238,2328,941,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,Ignatius of Loyola,9781511845298,CreateSpace Publishing,The Autobiography of St Ignatius
2239,2328,1012,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,Saint Ignatius Loyola,9781406853124,Echo Library,The Autobiography Of St. Ignatius
2240,2328,2891,Ignatius of Loyola,9780898708103,Ignatius Press,A Pilgrim's Journey: The Autobiography of St. Ignatius of Loyola,Ignatius Of Loyola,9781781392980,Benediction Books,The Autobiography of St Ignatius
2241,2329,3300,Ada Lois Sipuel Fisher,9780806128191,University of Oklahoma Press,A Matter of Black and White: The Autobiography of Ada Lois Sipuel Fisher,Ada Lois Sipuel Fisher,9780806128191,University of Oklahoma Press,A Matter of Black and White: The Autobiography of Ada Lois Sipuel Fisher
2242,2332,947,Barry Long,9781899324194,Barry Long Books,My Life of Love and Truth: A Spiritual Autobiography,Barry Long,9781899324194,"Long, Barry Books",My Life of Love and Truth: A Spiritual Autobiography
2243,2333,2915,Tanika Sarkar,9788185107448,Kali for Women,"Words to Win: The Making of Amar Jiban, a Modern Autobiography",Tanika Sarkar,9789381017906,Zubaan Books,Words to Win: The Making of a Modern Autobiography
2244,2336,91,Herbert W. Chilstrom,9781932688610,Lutheran University Press,A Journey of Grace: The Formation of a Leader and a Church: An Autobiography,Herbert W. Armstrong,9781304501332,Lulu.com,Autobiography of Herbert W. Armstrong - Volume 1
2245,2336,105,Herbert W. Chilstrom,9781932688610,Lutheran University Press,A Journey of Grace: The Formation of a Leader and a Church: An Autobiography,Herbert W. Armstrong,9781304501417,Lulu.com,Autobiography of Herbert W. Armstrong - Volume 2
2246,2338,91,Herbert W. Armstrong, ,Ambassador Colleg,The Autobiography Of Herbert W. Armstrong Volume I,Herbert W. Armstrong,9781304501332,Lulu.com,Autobiography of Herbert W. Armstrong - Volume 1
2247,2338,105,Herbert W. Armstrong, ,Ambassador Colleg,The Autobiography Of Herbert W. Armstrong Volume I,Herbert W. Armstrong,9781304501417,Lulu.com,Autobiography of Herbert W. Armstrong - Volume 2
2248,2342,403,William F. Milliken,9780837615707,Bentley Publishers,"Equations of Motion: Adventure, Risk and Innovation - an Engineering Autobiography",William F. Buckley Jr.,9781596983243,Regnery Publishing,Miles Gone By: A Literary Autobiography
2249,2342,458,William F. Milliken,9780837615707,Bentley Publishers,"Equations of Motion: Adventure, Risk and Innovation - an Engineering Autobiography",William F. Buckley Jr.,9780307803023,The Crown Publishing Group,"Nearer, My God"
2250,2342,2022,William F. Milliken,9780837615707,Bentley Publishers,"Equations of Motion: Adventure, Risk and Innovation - an Engineering Autobiography",William F. Cody,9781293935934,Scholar's Choice,An Autobiography of Buffalo Bill - Scholar's Choice Edition
2251,2342,2122,William F. Milliken,9780837615707,Bentley Publishers,"Equations of Motion: Adventure, Risk and Innovation - an Engineering Autobiography",William F. Pinar,9780820418490,"Lang, Peter Publishing, Incorporated","Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992 / Edition 1"
2252,2347,104,George Washington,9780976968009,CMED Publishing,An Autobiography of George Washington As Told to His Scribe,Theodore TEDDY ROOSEVELT [Winner of the Nobel Prize] Nook Edition (Part I of the Best Presidents Series incl. George Washington,2940013017061,Great American Presidents Biographies,THE GREATEST AMERICAN PRESIDENT: THE AUTOBIOGRAPHY OF THEODORE ROOSEVELT (Worldwide Bestseller)
2253,2347,3609,George Washington,9780976968009,CMED Publishing,An Autobiography of George Washington As Told to His Scribe,George Washington,9780976968009,CMED Publishing Company,An Autobiography of George Washington
2254,2350,1442,Sina Queyras,9781552452523,Coach House Books,Autobiography of Childhood,Sina Queyras,9781552452523,Coach House Books,Autobiography of Childhood
2255,2350,3601,Sina Queyras,9781552452523,Coach House Books,Autobiography of Childhood,Sina Queyras,9781770562912,Coach House Books,Autobiography of Childhood
2256,2353,2786,Diane Bjorklund,9780226054476,University Of Chicago Press,Interpreting the Self: Two Hundred Years of American Autobiography,Diane Bjorklund,9780226054476,University of Chicago Press,Interpreting the Self: Two Hundred Years of American Autobiography
2257,2354,2760,John Houghton,9780745955841,Lion Hudson,In the Eye of the Storm: The Autobiography of Sir John Houghton,John Houghton,9780745955841,Lion Hudson,In the Eye of the Storm: The Autobiography of Sir John Houghton
2258,2355,3569,Michael Davis,9780847692279,Rowman & Littlefield Publishers,The Autobiography of Philosophy: Rousseau's the Reveries of the Solitary Walker,Michael Davis,9780585080925,"Rowman &amp; Littlefield Publishers, Inc.",The Autobiography of Philosophy: Rousseau's the Reveries of the Solitary Walker
2259,2356,1786,William A. Bishop,9780075510246,McGraw Hill Ryerson,Winged Warfare (The Illustrated Classic Autobiography Of Canadian World War I Ace Billy Bishop),William Pitt SCARGILL M A Scargill,2940027397210,,The autobiography of a dissenting minister [W.P. Scargill].
2260,2356,2200,William A. Bishop,9780075510246,McGraw Hill Ryerson,Winged Warfare (The Illustrated Classic Autobiography Of Canadian World War I Ace Billy Bishop),William A. Glasser,9781515097112,CreateSpace Publishing,The Autobiography of SATAN (Authorized Edition)
2261,2358,879,Chris Hoy,9780007311323,HarperCollins UK,Chris Hoy: The Autobiography,Chris Hoy,9780007343737,HarperCollins Publishers,Chris Hoy: The Autobiography
2262,2360,450,Ralph David Abernathy,9781569762790,Chicago Review Press,And the Walls Came Tumbling Down: An Autobiography,Ralph David Abernathy,9781569762790,"Chicago Review Press, Incorporated",And the Walls Came Tumbling Down: An Autobiography
2263,2364,609,Paul Bowles,9780061137419,Harper Perennial,Without Stopping: An Autobiography,Paul Bowles,9780061137419,HarperCollins Publishers,Without Stopping: An Autobiography
2264,2365,2263,Mike Atherton,9780340822326,Hodder & Stoughton,Opening Up: My Autobiography,Mike Atherton,9781840328059,"Ulverscroft Large Print Books, Ltd.",Opening Up: My Autobiography
2265,2366,21,Anna Sewell, ,London : Jarrold and Sons,Black Beauty: his grooms and companions ; the autobiography of a horse,Anna Sewell,9780486407883,Dover Publications,Black Beauty: The Autobiography of a Horse
2266,2366,492,Anna Sewell, ,London : Jarrold and Sons,Black Beauty: his grooms and companions ; the autobiography of a horse,Anna Sewell,9781512005172,CreateSpace Publishing,"Black Beauty, The Autobiography of a Horse: Illustrated"
2267,2366,550,Anna Sewell, ,London : Jarrold and Sons,Black Beauty: his grooms and companions ; the autobiography of a horse,Anna Sewell,9781455306527,B&amp;R Samizdat Express,"Black Beauty: Autobiography of a Horse, Illustrated"
2268,2366,693,Anna Sewell, ,London : Jarrold and Sons,Black Beauty: his grooms and companions ; the autobiography of a horse,Anna Sewell,9781304059666,Lulu.com,Black Beauty : The Autobiography of a Horse (Illustrated)
2269,2366,1095,Anna Sewell, ,London : Jarrold and Sons,Black Beauty: his grooms and companions ; the autobiography of a horse,Anna Sewell,9781402211683,Sourcebooks,Black Beauty with CD: The Autobiography of a Horse
2270,2371,252,Kelly McCullough,9781466892422,Tor Books,The Totally Secret Origin of Foxman: Excerpts from an EPIC Autobiography: A Tor.Com Original,Kelly McCullough,9781466892422,Tom Doherty Associates,The Totally Secret Origin of Foxman: Excerpts from an EPIC Autobiography: A Tor.Com Original
2271,2372,6,David A. Goodman, ,Titan Books,The Autobiography of James T. Kirk,David A. Goodman,9781783297467,Titan,The Autobiography of James T. Kirk
2272,2373,906,Charles R. Knight,9780966010671,G.T. Labs,Autobiography of an Artist: Charles R. Knight (Introductions by Ray Bradbury & Ray Harryhausen),Charles R. Gibson,9786051766690,Charles R. Gibson,Autobiography of an Electron
2273,2373,1988,Charles R. Knight,9780966010671,G.T. Labs,Autobiography of an Artist: Charles R. Knight (Introductions by Ray Bradbury & Ray Harryhausen),Charles R. Gibson,9781331029328,FB &amp;c Ltd,"The Autobiography of an Electron, Wherein the Scientific Ideas of the Present Time Are Explained in an Interesting and Novel Fashion (Classic Reprint)"
2274,2373,2365,Charles R. Knight,9780966010671,G.T. Labs,Autobiography of an Artist: Charles R. Knight (Introductions by Ray Bradbury & Ray Harryhausen),Charles R.,9781419610196,"BookSurge, LLC",The Autobiography of Junior Hodge: His Life in Washington D. C.
2275,2374,9,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9780520279940,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition"
2276,2374,26,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9780520272781,University of California Press,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition"
2277,2374,107,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9788026804529,e-artnow Editions,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain"
2278,2374,151,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9780520952447,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition"
2279,2374,220,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781608427710,KRE,Autobiography of Mark Twain - 100th Anniversary Edition
2280,2374,250,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940013663541,WDS Publishing,Mark Twain's Autobiography VOL 1 & 2
2281,2374,289,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940012096456,Literary Classics Press,THE AUTOBIOGRAPHY OF MARK TWAIN Nook Edition (100th Anniversary Newly Edited and Commented Version) Special Nook Enabled Features The Autobiography of Mark Twain NOOKbook
2282,2374,334,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940000737101,B&amp;R Samizdat Express,Chapters from my Autobiography
2283,2374,446,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940011938245,Baxter St.,Mark Twain's Autobiography
2284,2374,469,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781477475539,CreateSpace Independent Publishing Platform,Autobiography of Mark Twain Volume 2
2285,2374,537,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9788026804642,e-artnow Editions,The Mark Twain Autobiography + 3 Biographies: 4 Mark Twain Biographies In 1 Book: Chapters From My Autobiography By Mark Twain + My Mark Twain By William Dean Howells' + Mark Twain A Biography By Albert Bigelow Paine + The Boys' Life Of Mark Twain By Albe
2286,2374,649,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940000737040,B&amp;R Samizdat Express,A Burlesque Autobiography
2287,2374,755,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781441778437,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition"
2288,2374,930,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781608429943,KRE,Autobiography Of Mark Twain - Abridged Edition
2289,2374,938,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781504637169,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 3"
2290,2374,969,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940016310794,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version"
2291,2374,1045,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781607788249,MobileReference,Mark Twain's Burlesque Autobiography
2292,2374,1051,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,2940011919084,WHITE DOG PUBLISHING,"A Burlesque Autobiography and, First Romance"
2293,2374,1470,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9782819913436,pubOne.info,Is Shakespeare Dead? From my autobiography.
2294,2374,1592,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9781441778475,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]"
2295,2374,1772,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
2296,2374,2889,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Twain Mark,9781297300837,Scholar's Choice,Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition
2297,2374,3135,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Roy J . Friedman Mark Twain Collection Mark Twain,2940018903741,Harper &amp; Brothers Publishers,Is Shakespeare Dead?: From My Autobiography
2298,2374,3325,Mark Twain, , ,Mark Twain's Autobiography: Volume 2,Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
2299,2379,3287,Theodor Reik,9781446528532,Grierson Press,Fragment of a Great Confession - A Psychoanalytic Autobiography,Theodor Reik,9781446528532,Read Books Design,Fragment Of A Great Confession - A Psychoanalytic Autobiography
2300,2383,729,Amiri Baraka,9781556522314,Chicago Review Press,The Autobiography of LeRoi Jones,Amiri Baraka,9781556522314,"Chicago Review Press, Incorporated",The Autobiography of LeRoi Jones
2301,2389,3469,Cecil Lewis,9780091178901, ,Never Look Back; An Attempt At Autobiography,Cecil Lewis,9781852304058,HarperCollins Publishers,All My Yesterdays: An Autobiography
2302,2391,2395,S. Donald Stookey,9780916094690,American Ceramic Society,Journey to the center of the crystal ball: An autobiography,S. Donald Stookey,9781574981247,Wiley,Explorations in Glass: An Autobiography / Edition 1
2303,2394,403,William F. Buckley Jr.,9780156006187,Mariner Books,"Nearer, My God: An Autobiography of Faith",William F. Buckley Jr.,9781596983243,Regnery Publishing,Miles Gone By: A Literary Autobiography
2304,2394,458,William F. Buckley Jr.,9780156006187,Mariner Books,"Nearer, My God: An Autobiography of Faith",William F. Buckley Jr.,9780307803023,The Crown Publishing Group,"Nearer, My God"
2305,2394,2022,William F. Buckley Jr.,9780156006187,Mariner Books,"Nearer, My God: An Autobiography of Faith",William F. Cody,9781293935934,Scholar's Choice,An Autobiography of Buffalo Bill - Scholar's Choice Edition
2306,2394,2122,William F. Buckley Jr.,9780156006187,Mariner Books,"Nearer, My God: An Autobiography of Faith",William F. Pinar,9780820418490,"Lang, Peter Publishing, Incorporated","Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992 / Edition 1"
2307,2400,812,James R. Wright,9781440177606,iUniverse,"FBI: Fidelity, Bravery, Integrity: An Autobiography",James R. Simmons,9781551112725,Broadview Press,Factory Lives: Four Nineteenth-Century Working-Class Autobiographies (1828-1850) / Edition 1
2308,2401,103,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781627557863,"Wilder Publications, Inc.",Up from Slavery: An Autobiography
2309,2401,149,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,2940012105042,Golgotha Press,50 Classic Autobiographies
2310,2401,227,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9783849644024,Jazzybee Verlag,An Autobiography - The Story of My Life and Work
2311,2401,578,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,2940148325369,Bronson Tweed Publishing,Up From Slavery: An Autobiography of Booker T. Washington
2312,2401,716,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781300323471,Lulu.com,Up from Slavery : An Autobiography (Illustrated)
2313,2401,773,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781494802127,CreateSpace Independent Publishing Platform,Up From Slavery: The Autobiography of Booker T. Washington
2314,2401,875,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Washington Booker T. 1856-1915,9781313377201,HardPress Publishing,Up from Slavery: an Autobiography
2315,2401,996,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781633846586,"Wilder Publications, Inc.",The Booker T. Washington Reader: Up From Slavery: An Autobiography; My Larger Education; Character Building; The Negro Problem
2316,2401,1110,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9780486287386,Dover Publications,Up from Slavery
2317,2401,1894,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9780806521831,Kensington,Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography
